w1,w2,w3,w4,w5,w6,w7,w8,w9
0.0030186004820618732,0.16335225019217695,0.4347488594905417,0.16335225019217695,0.3068580705148076,0.3068580705148076,0.4906447810542788,0.07165685208982181,0.4347488594905417
0.0030186004820618732,0.16335225019217695,0.4347488594905417,0.16335225019217695,0.3068580705148076,0.3068580705148076,0.4906447810542788,0.07165685208982181,0.4347488594905417
0.0030186004820618732,0.16335225019217695,0.4347488594905417,0.16335225019217695,0.3068580705148076,0.3068580705148076,0.4906447810542788,0.07165685208982181,0.4347488594905417
0.0030186004820618732,0.16335225019217695,0.4347488594905417,0.16335225019217695,0.3068580705148076,0.3068580705148076,0.4906447810542788,0.07165685208982181,0.4347488594905417
0.0030186004820618732,0.16335225019217695,0.4347488594905417,0.16335225019217695,0.3068580705148076,0.3068580705148076,0.4906447810542788,0.07165685208982181,0.4347488594905417
0.0030186004820618732,0.16335225019217695,0.4347488594905417,0.16335225019217695,0.3068580705148076,0.3068580705148076,0.4906447810542788,0.07165685208982181,0.4347488594905417
0.0030186004820618732,0.16335225019217695,0.4347488594905417,0.16335225019217695,0.3068580705148076,0.3068580705148076,0.4906447810542788,0.07165685208982181,0.4347488594905417
0.0030186004820618732,0.16335225019217695,0.4347488594905417,0.16335225019217695,0.3068580705148076,0.3068580705148076,0.4906447810542788,0.07165685208982181,0.4347488594905417
0.0030186004820618732,0.16335225019217695,0.4347488594905417,0.16335225019217695,0.3068580705148076,0.3068580705148076,0.4906447810542788,0.07165685208982181,0.4347488594905417
w1,w2,w3,w4,w5,w6,w7,w8,w9
0.011815033947870871,0.02584279341262757,0.44834991339027774,0.0848476073045838,0.4763649279754147,0.3592924783672433,0.27845699857316625,0.02584279341262757,0.011815033947870871
0.011815033947870871,0.02584279341262757,0.44834991339027774,0.0848476073045838,0.4763649279754147,0.3592924783672433,0.27845699857316625,0.02584279341262757,0.011815033947870871
0.011815033947870871,0.02584279341262757,0.44834991339027774,0.0848476073045838,0.4763649279754147,0.3592924783672433,0.27845699857316625,0.02584279341262757,0.011815033947870871
0.011815033947870871,0.02584279341262757,0.44834991339027774,0.0848476073045838,0.4763649279754147,0.3592924783672433,0.27845699857316625,0.02584279341262757,0.011815033947870871
0.011815033947870871,0.02584279341262757,0.44834991339027774,0.0848476073045838,0.4763649279754147,0.3592924783672433,0.27845699857316625,0.02584279341262757,0.011815033947870871
0.011815033947870871,0.02584279341262757,0.44834991339027774,0.0848476073045838,0.4763649279754147,0.3592924783672433,0.27845699857316625,0.02584279341262757,0.011815033947870871
0.011815033947870871,0.02584279341262757,0.44834991339027774,0.0848476073045838,0.4763649279754147,0.3592924783672433,0.27845699857316625,0.02584279341262757,0.011815033947870871
0.011815033947870871,0.02584279341262757,0.44834991339027774,0.0848476073045838,0.4763649279754147,0.3592924783672433,0.27845699857316625,0.02584279341262757,0.011815033947870871
0.011815033947870871,0.02584279341262757,0.44834991339027774,0.0848476073045838,0.4763649279754147,0.3592924783672433,0.27845699857316625,0.02584279341262757,0.011815033947870871
w1,w2,w3,w4,w5,w6,w7,w8,w9
0.01973035258334715,0.01973035258334715,0.4427221868672814,0.17145593971354042,0.11117846321850756,0.19330101738060798,0.4931749911998121,0.21875144314296974,0.1481643826574668
0.01973035258334715,0.01973035258334715,0.4427221868672814,0.17145593971354042,0.11117846321850756,0.19330101738060798,0.4931749911998121,0.21875144314296974,0.1481643826574668
0.01973035258334715,0.01973035258334715,0.4427221868672814,0.17145593971354042,0.11117846321850756,0.19330101738060798,0.4931749911998121,0.21875144314296974,0.1481643826574668
