Wavelength,H2O_CH4_10_0.6_a_V3,H2O_40K,H2O_CH3OH_CO_NH3_120K_NASA,all
3.027003,0.8094930212829681,0.2331979750201468,0.431455843517121,1.4741468398202358
3.029305,0.8140495883190415,0.23412073278395135,0.4352165852655903,1.4833869063685832
3.031607,0.8157646951038848,0.23506875122728035,0.4391032425107385,1.4899366888419037
3.0339080000000003,0.8162437642201559,0.235220612488892,0.44363767596341136,1.4951020526724592
3.03621,0.8166515140121361,0.23573474161333055,0.4466812896097006,1.4990675452351672
3.038511,0.8155359814087453,0.23572671763277575,0.450581718862298,1.501844417903819
3.040813,0.8170902508208773,0.2362340115145195,0.4542249066900394,1.5075491690254363
3.043115,0.8166411850065491,0.2363582346208868,0.457453950579485,1.5104533702069207
3.045416,0.8151744662132017,0.23568243714749176,0.4606328250132225,1.5114897283739162
3.047718,0.8139364611149938,0.2357079950114812,0.4639489276640437,1.5135933837905189
3.05002,0.8124658074623752,0.2355002630704508,0.4671528868256351,1.5151189573584611
3.052321,0.8106926615032813,0.23459474200561584,0.4704960416339461,1.5157834451428434
3.054623,0.8084955344577134,0.23418135841481005,0.4722509888689103,1.5149278817414338
3.056924,0.8034800644591338,0.23324314705882584,0.4756389027014314,1.5123621142193908
3.059226,0.8018844790246539,0.2329138666716131,0.4781119617533936,1.5129103074496606
3.061528,0.7993278042131781,0.2317489035688389,0.4811427871070513,1.512219494889068
3.063829,0.7949974915851998,0.2309352125036869,0.4830762785814473,1.509008982670334
3.066131,0.7923813020272471,0.22974974367282824,0.4851460145581095,1.5072770602581846
3.068433,0.7870894081648641,0.22825163678479646,0.4870804897473233,1.5024215346969838
3.070734,0.7827330270942139,0.2273339311568968,0.4886583683150828,1.4987253265661935
3.073036,0.7779128244869685,0.2256780193179535,0.49015164740851097,1.4937424912134332
3.075337,0.7733198600026362,0.22406222738178427,0.4916901773835584,1.4890722647679788
3.077639,0.7684248950692377,0.22313352592867985,0.492479608524847,1.4840380295227646
3.079941,0.7615684027891356,0.22157479340978944,0.4931593554639503,1.4763025516628754
3.082242,0.7566763890001905,0.21937711429116316,0.493675805743298,1.4697293090346517
3.084544,0.7508759145770023,0.21779965915097807,0.4951779382700866,1.463853511998067
3.086846,0.7453671115972933,0.21590005605074014,0.4951651499774552,1.4564323176254883
3.089147,0.7388780368016417,0.214057215183316,0.4951435082514634,1.4480787602364211
3.0914490000000003,0.7326235779900364,0.2122752971312155,0.4939414087441055,1.4388402838653571
3.09375,0.724092311232621,0.21035043335145315,0.4938130339603819,1.428255778544456
3.096052,0.7187177853255423,0.208327795882708,0.4924860026711628,1.4195315838794131
3.098354,0.7120762347331309,0.20630486122949784,0.4924422273617704,1.4108233233243992
3.100655,0.7048478982518984,0.20388994026696133,0.4910428930334426,1.3997807315523023
3.102957,0.6975939851854029,0.2020783037683615,0.4891748185944305,1.3888471075481952
3.105259,0.689722791070735,0.1995373765926678,0.48827865439541,1.3775388220588127
3.10756,0.6820940826586559,0.19738605825058048,0.4865178048715388,1.3659979457807752
3.109862,0.6741609145104661,0.1945957933087573,0.48417853103479797,1.3529352388540214
3.112163,0.6660246092523996,0.19245160739382985,0.482734929539669,1.3412111461858984
3.114465,0.6578981411425111,0.19018349555700007,0.4803130236582327,1.3283946603577441
3.116767,0.6494834445910056,0.18754093129427868,0.4774356578161526,1.3144600337014367
3.119068,0.6407023142698678,0.18535751702997208,0.47571120574054,1.30177103704038
3.12137,0.632359428900062,0.182607966359853,0.4724629794121474,1.2874303746720623
3.123672,0.6234676306619212,0.17993568365063226,0.4700332038121686,1.273436518124722
3.125973,0.614375154600948,0.1772595375433665,0.4674219328283048,1.2590566249726194
3.128275,0.6054194148996498,0.17463272405728972,0.4643842214709225,1.244436360427862
3.130576,0.5963008703960047,0.17205524319240187,0.4612614187818,1.2296175323702063
3.132878,0.5868896707340626,0.16953838795837262,0.4582261667114621,1.2146542254038972
3.13518,0.5775237219537396,0.1664895725320052,0.4552327225208809,1.1992460170066257
3.137481,0.5680293983896929,0.16394299885147665,0.4522461643340244,1.1842185615751941
3.139783,0.5589693849177073,0.16094321886183316,0.44927829672870623,1.1691909005082466
3.142085,0.5494312860442684,0.15806469013390692,0.44527162627578576,1.1527676024539608
3.144386,0.5395488869845977,0.15539983703631102,0.4421680060256105,1.137116730046519
3.146688,0.5300712865724538,0.15232427500809415,0.4391784966943005,1.1215740582748484
3.148989,0.5211307944508314,0.1497955323954652,0.4356897520929545,1.106616078939251
3.151291,0.5107875249990191,0.14672621124101326,0.4324125061774366,1.0899262424174692
3.153593,0.5014840421096266,0.14372435096011474,0.4284589563246777,1.073667349394419
3.155894,0.4918962656378886,0.14089604640677242,0.4254487889821938,1.0582411010268549
3.158196,0.4821545377971639,0.13779314340777618,0.4215621317370456,1.0415098129419855
3.160498,0.4725220023012157,0.13497821215535855,0.41753381955813335,1.0250340340147075
3.162799,0.4631531023764393,0.132117514495332,0.41423493191662375,1.009505548788395
3.165101,0.4530390384771754,0.12916676994241238,0.4100531602261339,0.9922589686457216
3.167402,0.4439701715718296,0.12592567616719422,0.4067990316088345,0.9766948793478584
3.1697040000000003,0.4343174699221163,0.12320198054552957,0.4027072698241738,0.9602267202918195
3.172006,0.4236289165692542,0.1203032432739838,0.3984709019612959,0.942403061804534
3.174307,0.4146289097011547,0.1172897927989506,0.3947219647906404,0.9266406672907456
3.176609,0.40561414711078814,0.11420620679017895,0.3901275247340813,0.9099478786350484
3.1789110000000003,0.39627672606018144,0.11144892932397003,0.38634563311702935,0.8940712885011808
3.181212,0.3865659852362177,0.10854959768349427,0.3821082815393336,0.8772238644590455
3.183514,0.3775207274864992,0.10549246109210704,0.37806422992333655,0.8610774185019427
3.1858150000000003,0.36796492174633977,0.1025253713936128,0.37357849035414503,0.8440687834940975
3.188117,0.35893392786147943,0.0995434224718689,0.3691675131111065,0.8276448634444549
3.190419,0.3495468292125736,0.09691363714114218,0.3653423380420712,0.8118028043957869
3.19272,0.3407686500358891,0.094258888315356,0.3605319725830039,0.795559510934249
3.1950220000000003,0.3313156424941903,0.09109417094764112,0.3558514574798869,0.7782612709217184
3.197323,0.3226938739735369,0.0885603761991073,0.3511114276302926,0.7623656778029368
3.199625,0.3141193237641381,0.08540338562748226,0.3464102545160017,0.7459329639076221
3.201927,0.3052658904038916,0.08299470553871062,0.3418330294687543,0.7300936254113566
3.204228,0.2961994827855903,0.08025941972291126,0.33729318558458343,0.713752088093085
3.20653,0.28791217730299057,0.07760912866410001,0.3327026803872956,0.6982239863543862
3.208832,0.2788339651068755,0.07494457275096908,0.32727454202264666,0.6810530798804912
3.211133,0.27106065061657914,0.07225980829421856,0.3229511153983929,0.6662715743091906
3.213435,0.2630173064087952,0.06963537228386173,0.317527895607833,0.6501805743004899
3.215736,0.25496019019356186,0.0670278757880095,0.31259013907986,0.6345782050614314
3.218038,0.2469197971302313,0.06450329375789046,0.3081840804109107,0.6196071712990325
3.22034,0.2393978217758841,0.061973362407401526,0.3025793652364657,0.6039505494197515
3.222641,0.23166926630979776,0.05984552163804869,0.29801591219666745,0.5895307001445139
3.224943,0.22394071084371145,0.0573185621322097,0.29261974456359724,0.5738790175395183
3.227245,0.2163936507615102,0.054828453500029885,0.28745720919975565,0.5586793134612957
3.229546,0.2092081058748523,0.05276421020618563,0.2827088177742101,0.5446811338552481
3.231848,0.20204469457159505,0.05051333506832551,0.2777435172313385,0.5303015468712591
3.234149,0.19494965144817525,0.04831357565844426,0.2724796592412631,0.5157428863478826
3.236451,0.18790182663601013,0.04626864935482459,0.2675173098428449,0.5016877858336796
3.238753,0.1814530841478883,0.04420202858526038,0.2625062665609453,0.488161379294094
3.241054,0.17494089205401808,0.04242248800887983,0.2568587597919259,0.4742221398548238
3.2433560000000003,0.16833573890986525,0.040245908987268056,0.2521580785350438,0.4607397264321771
3.245658,0.16215407499477758,0.038649731225788436,0.24707374849921784,0.4478775547197839
3.247959,0.1561622680395263,0.03675488307699043,0.24191760728169198,0.4348347583982087
3.250261,0.15033179031439506,0.035036562500398515,0.2373084115028659,0.4226767643176593
3.252562,0.14498726770925954,0.033426417069064185,0.2317696052212139,0.4101832899995377
3.254864,0.1396879959857431,0.031937522899447186,0.2265839525591539,0.3982094714443442
3.257166,0.1346587539797142,0.03045427523466506,0.22216117073830188,0.3872741999526811
3.259467,0.12916913343895242,0.028959437375748194,0.21692928347980506,0.3750578542945057
3.261769,0.12432384610385305,0.027491643303145723,0.211814950142036,0.3636304395490348
3.264071,0.1197830185048644,0.02607199311387218,0.20716542205567984,0.3530204336744164
3.266372,0.11538482955445747,0.024907921564492983,0.20243818049871712,0.34273093161766754
3.2686740000000003,0.11101024975967788,0.02382171234494206,0.19755502014313228,0.3323869822477522
3.270975,0.10696816557331644,0.022535200795985567,0.1926516936337824,0.3221550600030844
3.273277,0.1027977066032314,0.021564299148852085,0.1877478752670236,0.3121098810191071
3.275579,0.09927354826844438,0.02050929429812547,0.1836890679287595,0.3034719104953293
3.27788,0.0954896892217568,0.019537798282062,0.17905527927948822,0.294082766783307
3.280182,0.09217653771538896,0.01850627100406986,0.17436984560228222,0.28505265432174104
3.282484,0.0890586536003555,0.01775171964745158,0.1698181971402977,0.2766285703881048
3.284785,0.08592355447601042,0.016762095379023508,0.1657175819222768,0.26840323177731074
3.287087,0.0831829249936052,0.016098482468693224,0.16113888130280266,0.2604202887651011
3.289388,0.0805372239911182,0.015393560917728843,0.15747011688979826,0.2534009017986453
3.29169,0.0782500870397212,0.014712116939498946,0.15354706219639125,0.2465092661756114
3.293992,0.07608197958127859,0.014018785582669314,0.14916018596638908,0.23926095113033702
3.296293,0.07420751099595084,0.013336747235509427,0.14565225892609585,0.2331965171575561
3.298595,0.0727934209453559,0.012664515975694323,0.1417631423939031,0.2272210793149533
3.300897,0.07163952346407045,0.011999417143039063,0.13823406548502706,0.22187300609213656
3.3031980000000005,0.07122046095168544,0.01160713364924776,0.13469515142797295,0.21752274602890612
3.3055,0.0713847413262589,0.01093163336031773,0.1312388694156145,0.21355524410219112
3.307801,0.07232664826430736,0.010485856662827607,0.12772749937345895,0.21054000430059394
3.310103,0.07463247579724266,0.009879897538706037,0.12503015334303716,0.20954252667898587
3.3124050000000005,0.07866669026506169,0.009574986277622795,0.12162600821602235,0.20986768475870687
3.314706,0.085026898419581,0.009179730939181556,0.1193619885628438,0.2135686179216064
3.317008,0.09282824878218493,0.00874821909601112,0.11670841784181432,0.2182848857200104
3.31931,0.10081306195830947,0.008344642592550066,0.11482312839349072,0.22398083294435026
3.321611,0.1071501528146104,0.008053104632391525,0.1130126012713203,0.22821585871832226
3.323913,0.1102331150536118,0.007501827449828744,0.11166491197092722,0.2293998544743677
3.326214,0.10695636099550278,0.0072423854118894935,0.1104224801560393,0.2246212265634316
3.3285160000000005,0.0976922266988226,0.006963032014795683,0.11031476338348964,0.21497002209710792
3.330818,0.08412581564647148,0.006585904928719042,0.10966747903337383,0.20037919960856432
3.3331190000000004,0.06968193097663815,0.006410268909907935,0.1104805193302898,0.18657271921683588
3.335421,0.057854235864757686,0.006001343086076996,0.11119715557506088,0.17505273452589554
3.3377230000000004,0.05004157278174902,0.005738929203487814,0.11241991309359267,0.1682004150788295
3.340024,0.045425982856607164,0.0055615100778867435,0.11304014528621885,0.16402763822071276
3.3423260000000004,0.0422736687229505,0.005306228622457403,0.11387040059244642,0.16145029793785431
3.344627,0.04039723270798713,0.005087798040687243,0.1139628697853201,0.15944790053399446
3.3469290000000003,0.03884197958103716,0.004788236099973882,0.11325115211463806,0.1568813677956491
3.349231,0.03751199714736456,0.004591499984148242,0.11193444983100584,0.15403794696251866
3.351532,0.036597634224214665,0.0044378556157466465,0.10998718634916048,0.1510226761891218
3.3538339999999995,0.03570884788632769,0.004183762898177279,0.10776595829055642,0.1476585690750614
3.356135,0.035074843686252265,0.00391391940396326,0.1052092834790808,0.1441980465692963
3.3584370000000003,0.03421065021881041,0.0039192687243331395,0.1033476031863845,0.14147752212952805
3.360739,0.03351565570003106,0.0035668079488509518,0.10179185820202563,0.13887432185090764
3.3630400000000003,0.03290476879817405,0.003446151056063625,0.10109292882397504,0.13744384867821272
3.365342,0.03237503836878597,0.003270217852787525,0.10126999749117996,0.13691525371275348
3.3676440000000003,0.03165348354992587,0.003102011445601252,0.10243963440955034,0.13719512940507747
3.3699449999999995,0.03115228085025414,0.0030051293100134,0.10370911838192792,0.13786652854219544
3.372247,0.030524670796494437,0.0027204265925497096,0.10550292235219562,0.13874801974123974
3.3745480000000003,0.02999641593933306,0.002682981349960539,0.10748904256934426,0.14016843985863786
3.37685,0.0294130730523746,0.002587882321162647,0.10876442883062867,0.14076538420416593
3.3791519999999995,0.028774642135619036,0.002384013778177165,0.10963157344252393,0.14079022935632013
3.381453,0.02831229617125061,0.0022942640697491547,0.11003342094559734,0.1406399811865971
3.3837550000000003,0.02788241279586975,0.0020734560122590475,0.10942991190487386,0.13938578071300267
3.386057,0.02748794315392988,0.002088018051043725,0.10895920436455413,0.13853516556952772
3.388358,0.02687754810948177,0.0019498272748217874,0.10779153487581936,0.1366189102601229
3.39066,0.026393560419121626,0.001779837760845555,0.1060119947704098,0.134185392950377
3.392961,0.02601679764390225,0.001796480090885186,0.10451576453252814,0.13232904226731554
3.395263,0.02577480379872217,0.0016719598000529455,0.10278786945505336,0.13023463305382849
3.397565,0.02535574128633717,0.0015423873733158172,0.10160495238664263,0.12850308104629565
3.3998660000000003,0.025179656333950046,0.001584587567344882,0.09985443186835834,0.12661867576965327
3.402168,0.02489487089419545,0.0015007815482167392,0.09902761956399307,0.12542327200640527
3.40447,0.02441383434828872,0.00149127164533695,0.09781420733623042,0.12371931332985607
3.406771,0.024163478927157304,0.0014348065969882011,0.09655898722871102,0.12215727275285652
3.409073,0.023891481780034172,0.0011703124231440636,0.0953588551509887,0.12042064935416695
3.411374,0.02360915562732409,0.0011878463065786743,0.09376130228687313,0.11855830422077587
3.413676,0.022997776868058182,0.0011905209667636154,0.0912843083756397,0.11547260621046147
3.415978,0.022900389101095462,0.0012184563064729964,0.0888481386293452,0.11296698403691365
3.418279,0.022489196307252903,0.0008781800940555376,0.08643803732572253,0.10980541372703097
3.420581,0.02220982129899624,0.0008888787347953006,0.0840923693426661,0.10719106937645764
3.422883,0.02190634527770334,0.0008888787347953006,0.08212838270891806,0.1049236067214167
3.425184,0.02170615931227999,0.000888581550330307,0.07992732080407901,0.10252206166668933
3.427486,0.021498103628314197,0.000888581550330307,0.07874342002085047,0.101130105199495
3.429787,0.021481872333820408,0.0008882843658653137,0.07754033679867478,0.09991049349836048
3.432089,0.02115773830135361,0.0008847181522853928,0.07637856959884684,0.09842102605248584
3.434391,0.021093304980787368,0.0008829350454954322,0.07519909553229846,0.09717533555858128
3.436692,0.02120102175333704,0.0006044732017966034,0.07388878739498196,0.0956942823501156
3.438994,0.02141497972620966,0.0005949632989168143,0.07231189254204028,0.09432183556716676
3.441296,0.021646152708393877,0.000594071745521834,0.07015411408918464,0.09239433854310034
3.443597,0.02179075878661123,0.000594071745521834,0.06853983807316635,0.09092466860529942
3.445899,0.02187732569057809,0.000594071745521834,0.06665012190816261,0.08912151934426253
3.4482,0.02160729597309057,0.000594071745521834,0.0650860153478524,0.0872873830664648
3.450502,0.02085081927819839,0.000594071745521834,0.06389572041830814,0.08534061144202837
3.452804,0.02006089627950084,0.000594071745521834,0.06216634976860665,0.08282131779362932
3.455105,0.019384592342259786,0.000594071745521834,0.06106852403193608,0.0810471881197177
3.457407,0.01903242243748553,0.000594071745521834,0.05994069499332245,0.07956718917632982
3.459709,0.01858679962501979,0.000594071745521834,0.05886106798078127,0.0780419393513229
3.46201,0.01853613831190283,0.000594071745521834,0.057749470236661424,0.0768796802940861
3.464312,0.018295128181540558,0.0005952604833818077,0.05664475849626624,0.07553514716118859
3.466613,0.01813527452364722,0.0006032844639366299,0.05552184803174162,0.07426040701932547
3.468915,0.018021655462190717,0.00041278922187585167,0.054880957827941564,0.07331540251200812
3.471217,0.017899182967373983,0.00029896757178337415,0.053886422147140525,0.07208457268629788
3.473518,0.017811140491180415,0.0003203648532629,0.053303571117590966,0.07143507646203429
3.47582,0.017640957827700122,0.00038604262002644437,0.052668091345288826,0.07069509179301539
3.478122,0.01741027670292481,0.00029569854266844664,0.05231395401087896,0.07001992925647221
3.4804230000000005,0.017251406759849274,0.00029718446499341365,0.05189144849663165,0.06944003972147432
3.482725,0.0173138726507799,0.0002974816494584072,0.05140450966181808,0.06901586396205639
3.4850260000000004,0.017023676779527378,0.0002974816494584072,0.051219079418661814,0.0685402378476476
3.487328,0.016955308599689918,0.00029718446499341365,0.0512176038464351,0.06847009691111844
3.4896300000000005,0.016993673477584317,0.00029718446499341365,0.05122596542238645,0.06851682336496417
3.491931,0.016739875054590583,0.00029718446499341365,0.05118514125744753,0.06822220077703152
3.4942330000000004,0.016568708676292485,0.0002974816494584072,0.05182996632051882,0.06869615664626971
3.496535,0.016447711753702448,0.0002974816494584072,0.05180045487598467,0.06854564827914553
3.4988360000000003,0.016578545824470537,0.0002974816494584072,0.05224706140326822,0.06912308887719716
3.501138,0.016490503348276973,0.00029718446499341365,0.053153554607875686,0.06994124242114608
3.503439,0.016347372842286326,0.00029718446499341365,0.053722633629975966,0.0703671909372557
3.5057410000000004,0.016198340047388838,0.0002974816494584072,0.054779635201707616,0.07127545689855487
3.508043,0.016054225826580382,0.0002974816494584072,0.0558390960604838,0.07219080353652257
3.5103440000000004,0.015899290742776066,0.0002974816494584072,0.05764322903633848,0.07384000142857294
3.512646,0.015764029955327857,0.00029540135820345316,0.05972919630749434,0.07578862762102563
3.5149470000000003,0.015825020274031782,0.00028470271746369036,0.06313137400487352,0.079241096996369
3.517249,0.015674020049498683,0.0005168037846235465,0.06721969278767181,0.08341051662179405
3.5195510000000003,0.015565319562131212,0.0005979351435667483,0.07217122132309414,0.0883344760287921
3.5218519999999995,0.015570729993629141,0.00045261194018496916,0.07790283570903596,0.09392617764285006
3.524154,0.01561106230115915,0.0004508288333950086,0.08302012019125847,0.09908201132581262
3.526456,0.015588928717758537,0.0005896139785469327,0.08773408159818083,0.1039126242944863
3.528757,0.015471866654439718,0.000594666114451821,0.09134923355361484,0.10741576632250638
3.5310589999999995,0.01568631648472125,0.000594071745521834,0.09313123294606893,0.109411621176312
3.53336,0.015424648343185072,0.000594071745521834,0.09341011609691667,0.10942883618562356
3.5356620000000003,0.01537497074488591,0.000594071745521834,0.09127791422932396,0.10724695671973172
3.537964,0.015478752658164356,0.000594071745521834,0.08706417180725551,0.1031369962109417
3.540265,0.015768456672007974,0.000594071745521834,0.08229364679830932,0.09865617521583914
3.542567,0.015916013894678754,0.000594071745521834,0.0774921347726023,0.0940022204128029
3.5448690000000003,0.016143252017591748,0.000594071745521834,0.07259421869475036,0.08933154245786394
3.5471699999999995,0.016421643311030614,0.000594071745521834,0.06885216752781949,0.08586788258437192
3.549472,0.016629207137587504,0.000594071745521834,0.0652011099815356,0.08242438886464493
3.5517730000000003,0.01640934687580805,0.000594071745521834,0.06208765258318224,0.07909107120451211
3.554075,0.015985857646742922,0.000594071745521834,0.0593425963840969,0.07592252577636166
3.556377,0.015227413522215134,0.000594071745521834,0.05693446251010985,0.07275594777784683
3.558678,0.014602754612908853,0.000594666114451821,0.05425285591677295,0.06945027664413363
3.5609800000000003,0.014104503057690534,0.0005893167940819393,0.05186931491323103,0.0665631347650035
3.563282,0.013762170301094336,0.0005420644641479866,0.04978334764207516,0.06408758240731749
3.565583,0.013628876943281732,0.0005058079594187901,0.04726356213626722,0.061398247038967735
3.567885,0.013301299908952612,0.0005973407746367617,0.0452430119004954,0.059141652584084776
3.570186,0.013222602723528196,0.000594071745521834,0.04324951382221322,0.05706618829126325
3.572488,0.013171941410411234,0.0005937745610568407,0.04068103443292392,0.054446750404392
3.57479,0.012989954169117277,0.000594071745521834,0.038728852376989566,0.052312878291628666
3.577091,0.01295847529494751,0.0005937745610568407,0.03675453673765458,0.05030678659365893
3.579393,0.013013071467335696,0.0005937745610568407,0.03475562822787448,0.04836247425626702
3.581695,0.012804032068552098,0.0005973407746367617,0.033268743280761966,0.046670116123950826
3.583996,0.0125758102308213,0.0004606359207397913,0.031421818710332755,0.04445826486189385
3.586298,0.012450878448960043,0.0002873773776486311,0.029548333839822805,0.04228658966643148
3.588599,0.012481865465720905,0.0002959957271334401,0.02802751073149601,0.04080537192435036
3.590901,0.012511868767663964,0.0002974816494584072,0.02642159629142907,0.039230946708551435
3.593203,0.01236283597276648,0.0002974816494584072,0.024945040349903514,0.0376053579721284
3.595504,0.012190194022241672,0.00029718446499341365,0.023739497840683275,0.03622687632791837
3.597806,0.0121193665553597,0.00029718446499341365,0.02250887060360901,0.034925421623962116
3.600108,0.012146910570258244,0.0002974816494584072,0.0210234612287232,0.03346785344843985
3.602409,0.012112972409043968,0.0002974816494584072,0.020073684572132308,0.03248413863063468
3.604711,0.011978203479004659,0.00029718446499341365,0.01869599196979617,0.03097137991379424
3.607012,0.011824252110018148,0.00029718446499341365,0.017743756026160764,0.029865192601172326
3.609314,0.011707190046699331,0.0002974816494584072,0.01682201524187732,0.028826686938035063
3.611616,0.0117199783393308,0.0002974816494584072,0.015886502450144602,0.02790396243893381
3.613917,0.0115866849815182,0.0002974816494584072,0.015046901853147887,0.02693106848412449
