Wavelength,CO_NH3_10K,H2O_40K,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,0.00015505550536158735,0.10865391086377756,0.07266918224368331,0.18147814861282247
2.854382,0.00016740068890948447,0.1127712764806722,0.07769712859907084,0.19063580576865247
2.8566830000000003,0.00017678302840588628,0.11739874508176595,0.082850502019305,0.20042603012947685
2.858985,0.00017925206511546567,0.12171165840605927,0.08792634768685836,0.2098172581580331
2.861286,0.00017826445043163389,0.12627246301599435,0.09381104978046996,0.220261777246896
2.863588,0.00017678302840588628,0.13097499033305932,0.09872838329126833,0.2298801566527335
2.8658900000000003,0.00017777064308971803,0.13604639173453545,0.10361510074686787,0.23983926312449305
2.868191,0.00018073348714121333,0.1408141016207333,0.1085023120098094,0.2494971471176839
2.870493,0.0001841901385346245,0.14551070324969528,0.11363938978776032,0.2593342831759902
2.872795,0.0001866591752442039,0.15056877185293965,0.1179379826991381,0.268693413727322
2.875096,0.000186165367902288,0.15580164825522227,0.12287951276969032,0.2788673263928149
2.877398,0.0001817211018250451,0.16096094736355945,0.1272092155436088,0.28835188400899325
2.879699,0.00017628922106397037,0.16631233752790184,0.13166533299705774,0.29815395974602354
2.882001,0.00017678302840588628,0.17167854191250176,0.13591898944032113,0.3077743143812288
2.884303,0.00018468394587654042,0.1768378410208389,0.13989808900147935,0.3169206139681948
2.886604,0.00019357247803102626,0.18209935824895265,0.14403076264597334,0.3263236933729571
2.888906,0.0001980167441082692,0.1872102642377821,0.1483130599150679,0.33572134089695826
2.891208,0.0001999919734759328,0.1923409225202881,0.15224376635671832,0.3447846808504823
2.893509,0.00021085573499808217,0.19760342736308564,0.15611324068797122,0.35392752378605496
2.895811,0.00023801513880345582,0.20284914275625807,0.15999999827619113,0.3630871561712527
2.898112,0.00026665596463457705,0.2085387909498129,0.1646161093084208,0.37342155622286827
2.900414,0.00027110023071182,0.21365315359003567,0.1685334829518395,0.382457736772587
2.902716,0.0002473974782998575,0.2183413604941851,0.1731411992592566,0.3917299572317415
2.905017,0.00025727362513817525,0.22325918781232534,0.17720967794930154,0.4007261393867651
2.907319,0.0003733183504884078,0.2281938045800908,0.1815818481546248,0.410148971085204
2.909621,0.0005807174340930789,0.23272448694216905,0.1859964857913528,0.4193016901676149
2.911922,0.0007441676642672363,0.2379341543993816,0.1907316043929842,0.429409926456633
2.9142240000000004,0.0007362667467965821,0.2424455782751251,0.1955659782703407,0.4387478232922624
2.916525,0.0006157777553691066,0.24699156866480276,0.20081860696629994,0.4484259533864718
2.918827,0.0005649155991517707,0.25157805125651744,0.2058756879548605,0.4580186548105297
2.921129,0.0007362667467965821,0.2559620728380466,0.21077326917198225,0.4674716087568254
2.92343,0.0011313126203292886,0.2600177125372018,0.21589059465625654,0.4770396198137876
2.925732,0.0017041291369517134,0.2638274361800829,0.22136938711481327,0.4869009524318478
2.928034,0.002416693131336333,0.2682845412482156,0.22723927498816734,0.4979405093677193
2.930335,0.003240363777652027,0.2709752974543153,0.23180156102012825,0.5060172222520956
2.932637,0.004147487864751505,0.27556968096350065,0.23891831243181996,0.5186354812600721
2.9349380000000003,0.005089178465785093,0.279718156442936,0.24457290030409876,0.5293802352128198
2.93724,0.005997783974910319,0.28349775783796016,0.25033760721362475,0.5398331490264952
2.939542,0.006811578474387695,0.2871060080853395,0.25644007834502125,0.5503576649047484
2.941843,0.007522661046746566,0.29066339617650155,0.2625568698893333,0.5607429271125814
2.944145,0.008150783985663572,0.29377290100854586,0.2683709575330509,0.5702946425272604
2.946447,0.008750266098749453,0.2971895540072618,0.27403640916685185,0.5799762292728632
2.948748,0.009499371836435849,0.3006150955381323,0.2803003552990548,0.5904148226736229
2.95105,0.01059562413548911,0.303898420554531,0.2861322200070814,0.6006262646971015
2.953351,0.012130377354163677,0.30713927813952496,0.2918855693477433,0.6111552248414319
2.955653,0.014037461308642816,0.3083594760813991,0.2958350404683866,0.6182319778584284
2.957955,0.016224534025988266,0.3127133754150715,0.3024392198591696,0.6313771293002294
2.960256,0.018421482890172033,0.31608558575301504,0.3076335792887828,0.6421406479319698
2.962558,0.02023671867905482,0.3176855215408225,0.311254668527052,0.6491769087469292
2.96486,0.021327045290005085,0.3215589463308107,0.3177437908071685,0.6606297824279843
2.967161,0.0216134535483163,0.3237598456537298,0.32318159725634626,0.6685548964583923
2.969463,0.021099400105381864,0.32714736401927275,0.3280574509504237,0.6763042150750783
