Wavelength,CH3OH,HNCO_NH3,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,0.012037455533220385,0.00034994046228693136,0.07304622463915901,0.08543362063466632
2.854382,0.013054516536377724,0.00036483154578850286,0.0781002583795924,0.09151960646175863
2.8566830000000003,0.014358975451115391,0.0003797226292900745,0.08328036996033908,0.09801906804074456
2.858985,0.015854040234673173,0.000394613712791646,0.08838255153742755,0.10463120548489237
2.861286,0.017348608648780902,0.0004095047962932176,0.09429778627370183,0.11205589971877596
2.863588,0.018812402156985392,0.0004243958797947892,0.09924063325732348,0.11847743129410365
2.8658900000000003,0.02084751690220017,0.00043928696329636064,0.10415270533504188,0.1254395092005384
2.868191,0.022884617125215157,0.00045417804679793224,0.10906527378221034,0.13240406895422344
2.870493,0.024900373461877887,0.00046906913029950374,0.11422900517110528,0.13959844776328267
2.872795,0.026891807695488056,0.0004839602138010753,0.1185499012338113,0.14592566914310046
2.875096,0.02895372639100566,0.0004988512973026468,0.1235170703204855,0.1529696480087938
2.877398,0.03135218357365878,0.0005137423808042183,0.12786923765854485,0.15973516361300785
2.879699,0.033359997999120684,0.0005286334643057898,0.13234847557581755,0.16623710703924402
2.882001,0.03566017403066343,0.0005430281783573089,0.1366242020185688,0.17282740422758952
2.884303,0.037662528392174766,0.0005579192618588806,0.1406239470470909,0.17884439470112454
2.886604,0.039830670150003585,0.0005723139759103997,0.14477806297457932,0.1851810471004933
2.888906,0.04187223769806903,0.0005872050594119714,0.1490825788454336,0.1915420216029146
2.891208,0.04398428970804193,0.0006015997734634905,0.15303367966785056,0.197619569149356
2.893509,0.04607450146221253,0.0006164908569650621,0.1569232306784611,0.20361422299763868
2.895811,0.047603815737823935,0.0006308855710165812,0.1608301546198234,0.2090648559286639
2.898112,0.04974862813150028,0.0006457766545181527,0.1654702162389131,0.21586462102493156
2.900414,0.05135041234681933,0.0006601713685696718,0.16940791508617864,0.22141849880156764
2.902716,0.05338900167818447,0.0006745660826211911,0.17403953842461747,0.2281031061854231
2.905017,0.05544099298470103,0.0006889607966727103,0.17812912632359906,0.2342590801049728
2.907319,0.05802509234167375,0.0007038518801742818,0.18252398143436288,0.2412529256562109
2.909621,0.06030144263961398,0.0007212248109261152,0.1869615243178312,0.2479841917683713
2.911922,0.06323399335052347,0.0008031257701847588,0.19172121097438352,0.2557583300950917
2.9142240000000004,0.06582256003254666,0.000892472271194188,0.19658066789039635,0.2632957001941372
2.916525,0.06901818655198391,0.0009818187722036174,0.2018605497306036,0.2718605550547911
2.918827,0.07163206807595977,0.0010706689037629944,0.20694386926859004,0.27964660624831283
2.921129,0.07485499491514991,0.0011580299269722141,0.21186686147420966,0.28787988631633177
2.92343,0.07871823834490763,0.0012463836890815386,0.2170107380851025,0.29697536011909165
2.925732,0.08192329588389588,0.0013392047762413345,0.2225179571334337,0.3057804577935709
2.928034,0.08578852479145377,0.0014285512772507635,0.2284183007862064,0.3156353768549109
2.930335,0.08913852220985734,0.0015119413448595645,0.2330042581352404,0.3236547216899573
2.932637,0.09301814583146678,0.001642486510223342,0.24015793464939536,0.3348185669910855
2.9349380000000003,0.09644508051462844,0.0019095332743515245,0.2458418612219452,0.34419647501092515
2.93724,0.1002631543244314,0.0021592071077278737,0.25163647818185675,0.35405883961401596
2.939542,0.10358982237868247,0.002419801069005377,0.2577706118456041,0.363780235293292
2.941843,0.10761835683530764,0.0026798986608328264,0.263919140223403,0.3742173957195435
2.944145,0.11102990406551767,0.0029394998832102236,0.2697633941283198,0.3837327980770477
2.946447,0.11446775887658048,0.0031886773471365205,0.27545824082877085,0.3931146770524878
2.948748,0.11797411267175052,0.0034587023279650186,0.2817546873026853,0.4031875023024009
2.95105,0.1208475954181038,0.003953086300217194,0.287616810507804,0.41241749222612495
2.953351,0.1236674702638514,0.004471296006071885,0.29340001097036433,0.4215387772402876
2.955653,0.1264238098199923,0.004902641058167406,0.2973699738318833,0.428696424710043
2.957955,0.12879049935784204,0.00518457890579716,0.3040084188568839,0.4379834971205231
2.960256,0.1311293922064889,0.005482400575828592,0.3092297291019849,0.4458415218843024
2.962558,0.1337437700999148,0.005427799936322829,0.31286960627921906,0.4520411763154567
2.96486,0.1360434497620075,0.005337957065863348,0.3193923972223574,0.4607738040502283
2.967161,0.13853472803182046,0.005234215850802399,0.3248584176063343,0.4686273614889571
2.969463,0.14020898218684713,0.005132460113541661,0.32975956955615154,0.4751010118565403
2.971764,0.1426828875259082,0.005042120873632127,0.3350071873821053,0.4827321957816457
2.974066,0.14516423840672008,0.0049398687669213355,0.3403223114532663,0.4904264186269077
2.976368,0.14719885678248482,0.004838113029660596,0.34453648808421106,0.4965734578963564
2.978669,0.14941812459366902,0.004745788311950852,0.3490008349179822,0.503164747823602
2.980971,0.15185331311562605,0.004646018052490323,0.354485220971611,0.5109845521397274
2.983273,0.1546439021638205,0.004544262315229584,0.35893318761353044,0.5181213520925805
2.985574,0.15761268784458385,0.0044564049225703116,0.3639375844089585,0.5260066771761127
2.987876,0.1605462312943934,0.004353656446409468,0.36867989813475904,0.533579785875562
2.990177,0.16350111863055528,0.0042246003893958465,0.3733854805212557,0.5411111995412068
2.992479,0.16731075415970734,0.0040717185987797135,0.3779570431562381,0.5493395159147252
2.994781,0.1702810289488208,0.003920822285963788,0.3826154704449797,0.5568173216797643
2.997082,0.1740276255578162,0.0037704223425979156,0.3872724086253713,0.5650704565257854
2.999384,0.1778417284120187,0.0036200223992320438,0.39093462242785776,0.5723963732391085
3.001686,0.18153968081490895,0.0034701188253162232,0.3959737650847896,0.5809835647250148
3.003987,0.18473183274819588,0.00331971888195035,0.4011106925233817,0.5891622441535279
3.006289,0.18851714617429535,0.003155420593983011,0.4049947834700416,0.59666735023832
3.0085900000000003,0.19237294406230232,0.0031747790025350533,0.4093315633551493,0.6048792864199867
3.010892,0.1962580277478623,0.0032909294538473123,0.4132767077441656,0.6128256649458752
3.013194,0.2001436078028724,0.003401123471758941,0.4174442256468055,0.6209889569214369
3.015495,0.20408229938903807,0.003511813859120623,0.4215303389596367,0.6291244522077954
3.0177970000000003,0.2071627681960632,0.003623000615932357,0.4249264987368952,0.6357122675488907
3.020098,0.21124193233659366,0.003744611131195192,0.4288900087955633,0.6438765522633523
3.0224,0.2144792538898353,0.0038548051491068213,0.4319431772828355,0.6502772363217777
3.024702,0.21751256759910545,0.003964502797568399,0.4350415153900626,0.6565185857867364
3.027003,0.22024160683549346,0.004073704076579922,0.4386883417395975,0.6630036526516709
3.029305,0.2239092807019305,0.0041834017250415,0.44111906293650394,0.669211745363476
3.031607,0.2266214433770168,0.004305012240304334,0.4443777283760979,0.675304183993419
3.0339080000000003,0.22861883404402755,0.004414709888765911,0.4474691173110242,0.6805026612438176
3.03621,0.2315250771740843,0.00452887486227796,0.4495161449230402,0.6855700969594024
3.038511,0.233607347017054,0.0046921804113451955,0.4518947473276913,0.6901942747560905
3.040813,0.2356747257765222,0.0048748443689644715,0.4547007238288374,0.6952502939743241
3.043115,0.23772622071358876,0.005058004696033803,0.4566569158314938,0.6994411412411163
3.045416,0.2394337316217689,0.005236697698052661,0.458638919045553,0.7033093483653746
3.047718,0.24107522539309215,0.005418865286221886,0.4595428078140984,0.7060368984934124
3.05002,0.24264127100800745,0.005589616377039907,0.4617968214867863,0.7100277088718336
3.052321,0.2442778010848301,0.0057688057485088175,0.4627458798752864,0.7127924867086254
3.054623,0.2450402245601106,0.005950476967227991,0.4644499161973163,0.7154406177246548
3.056924,0.2458160500105425,0.006132148185947164,0.4645496864567768,0.7164978846532665
3.059226,0.24667328005078296,0.006304884754565393,0.4655866022379362,0.7185647670432846
3.061528,0.24751363352972164,0.00647067215088289,0.4669173687335266,0.7209016744141312
3.063829,0.2482869771329033,0.006627524897099443,0.4675785328409964,0.7224930348709991
3.066131,0.2482388292962482,0.006780406687715578,0.4679309551505336,0.7229501911344973
3.068433,0.24833810318625865,0.006925346567130875,0.4681185828026535,0.7233820325560429
3.070734,0.2491327906757925,0.0070807102049972705,0.4681324811472548,0.7243459820280447
3.073036,0.2491590982566453,0.007223168237162307,0.468133473886155,0.7245157403799626
3.075337,0.2491387471091931,0.007379028244478753,0.468133473886155,0.7246512492398268
3.077639,0.24831477382210615,0.007523471754443997,0.4678738726637776,0.7237121182403278
3.079941,0.2483410814029589,0.007674368067259923,0.4668051892378148,0.7228206387080336
3.082242,0.24827258241885175,0.007821789793925482,0.4668419205771186,0.7229362927898959
3.084544,0.2475106553130213,0.007969707890041092,0.4662527300399065,0.7217330932429691
3.086846,0.2466683163562824,0.00810670585825555,0.4653935145218659,0.7201685367364039
3.089147,0.2459118493144026,0.008231294590218699,0.4643074581651512,0.7184506020697725
3.0914490000000003,0.2449796674872042,0.008351415997131377,0.4626967392997313,0.7160278227840668
3.09375,0.24372236367022154,0.008482457531945205,0.4617675356892331,0.7139723568913998
3.096052,0.2426229053383555,0.008609528111158615,0.4599309687240393,0.7111634021735533
3.098354,0.2418436053017733,0.008728160409721136,0.4588354813477737,0.7094072470592679
3.100655,0.24015594917159516,0.008856223727834652,0.4568678728477661,0.7058800457471959
3.102957,0.23905003803687844,0.008973863287497066,0.4555817796026804,0.7036056809270559
3.105259,0.2369742209967593,0.009053282399505449,0.4532840854183878,0.6993115888146526
3.10756,0.23541164996799446,0.009089020999909221,0.4511606169110637,0.6956612878789673
3.109862,0.2338073839054252,0.00912426323086294,0.4493970162550277,0.6923286633913157
3.112163,0.2315444355826363,0.009148585333915505,0.4476944690413479,0.6883874899578997
3.114465,0.2291966080838885,0.00918283482596912,0.4456941001576369,0.6840735430674946
3.116767,0.2269252214804488,0.009215098840222528,0.44278686428867997,0.6789271846093514
3.119068,0.2245267642977957,0.0092508374406263,0.4400429339687904,0.6738205357072125
3.12137,0.22181857257830986,0.00928657604103007,0.4381602046447417,0.6692653532640817
3.123672,0.2191788798429313,0.009288065149380229,0.4359424259419077,0.6644093709342193
3.125973,0.216380348883536,0.009227011707023782,0.4325006001752445,0.6581079607658042
3.128275,0.2134919750536811,0.009177871131468595,0.43062035269844606,0.6532901988835957
3.130576,0.2104273900690577,0.009120788644712573,0.4276843274013861,0.6472325061151564
3.132878,0.2067150429521159,0.009063706157956548,0.4248584961222379,0.6406372452323104
3.13518,0.2039596961348751,0.009011587365701049,0.4220401103848405,0.6350113938854167
3.137481,0.2003113806769901,0.008952519401144814,0.419230659297544,0.6284945593756789
3.139783,0.1966784526720567,0.008894444175488686,0.4165130365585072,0.6220859334060526
3.142085,0.19309962893717894,0.008845799969383552,0.4132826641775663,0.6152280930841288
3.144386,0.1896240500479122,0.00878921385207758,0.40968845298973694,0.6081017168897267
3.146688,0.186059124657636,0.008737591429272133,0.4069921741370524,0.6017888902239604
3.148989,0.18188118299654504,0.008679019834165951,0.4044234622330313,0.5949836650637423
3.151291,0.17863591953210256,0.008620944608509824,0.4004291772684597,0.5876860414090721
3.153593,0.1744445758958602,0.008573293141304792,0.3978694000145396,0.5808872690517046
3.155894,0.17054460112679862,0.008517203393448873,0.394111386908193,0.5731731914284406
3.158196,0.16626093277284654,0.008461113645592955,0.39129945397364624,0.5660215003920858
3.160498,0.16261758100946205,0.008408498483887401,0.3877608361642227,0.5587869156575722
3.162799,0.15841928820091894,0.00835042325823127,0.3845627277975353,0.5513324392566855
3.165101,0.15505241422121366,0.008293340771475248,0.3814728279709592,0.5448185829636479
3.167402,0.1509216276578777,0.008249660259870638,0.37725368764551387,0.5364249755632622
3.1697040000000003,0.14736762239550258,0.008206476117716079,0.37413400565193466,0.5297081041651533
3.172006,0.14348055323214234,0.008172226625662466,0.3706435356791663,0.5222963155369711
3.174307,0.13972303649524584,0.008138969872508955,0.36663336689219306,0.5144953732599479
3.176609,0.1365581848817118,0.008105216749905393,0.36350177203181255,0.5081651736634297
3.1789110000000003,0.13302006344173842,0.008071463627301831,0.3599581905278886,0.5010497175969288
3.181212,0.1298313860946019,0.00803820687414832,0.35640418526551354,0.4942737782342638
3.183514,0.12625008051247394,0.008005446490444866,0.3524218131677432,0.48667734017066205
3.1858150000000003,0.12319145196125116,0.007983109865192507,0.3485173710736312,0.4796919329000749
3.188117,0.1202221699110378,0.007949356742588945,0.34516687728577755,0.4733384039394043
3.190419,0.11721615652152052,0.007915603619985383,0.34045831668258064,0.4655900768240866
3.19272,0.11433522823341648,0.00788185049738182,0.3366372646560774,0.4588543433868757
3.1950220000000003,0.11148060752616523,0.007848097374778259,0.3331870006087633,0.4525157055097068
3.197323,0.10852720929835356,0.007814344252174695,0.3296389517797889,0.4459805053303171
3.199625,0.10593467166072994,0.007780591129571134,0.3251180188287117,0.4388332816190128
3.201927,0.10343148052411576,0.007768678262769875,0.320714725437297,0.43191488422418267
3.204228,0.10071782874067936,0.007817818838325063,0.3163387323656352,0.4248743799446396
3.20653,0.09831093327737536,0.007870434000030615,0.3124129463851709,0.4185943136625768
3.208832,0.09627333668491032,0.007914114511635225,0.3082712396939338,0.4124586908904793
3.211133,0.09406201078492694,0.007969707890041092,0.3037602341318577,0.4057919528068257
3.213435,0.09115874587157057,0.00801289203219565,0.2991807295856744,0.3983523674894406
3.215736,0.0890576139894988,0.008057068913250313,0.29504547569728795,0.39216015860003706
3.218038,0.08702200287483397,0.008109187705505812,0.2899606670509513,0.3850918576312911
3.22034,0.08497795347951824,0.008154853694910631,0.2857181973613536,0.3788510045357825
3.222641,0.0832917864576903,0.008197045098165084,0.28109104134796525,0.3725798729038207
3.224943,0.08118866909781834,0.008254623954371163,0.2758141377244584,0.3652574307766479
3.227245,0.0791709272833554,0.008296815357625614,0.2711457830467157,0.3586135256876967
3.229546,0.07798212245047992,0.008341984977580381,0.2660297031250258,0.3523538105530861
3.231848,0.07602096675332295,0.008394103769835883,0.2614700533568445,0.34588512388000336
3.234149,0.07412185723742253,0.008437287911990438,0.2565500393679253,0.3391091845173383
3.236451,0.0728744808094409,0.008490895812596095,0.25152032773054445,0.3328857043525815
3.238753,0.07088503205363092,0.008534576324200707,0.2463153976772952,0.32573500605512684
3.241054,0.06962574275884803,0.00857676772745516,0.24106579437354114,0.3192683048598444
3.2433560000000003,0.06776187547390132,0.008644770342112336,0.2364778515467069,0.3128844973627206
3.245658,0.06657853070497644,0.008713765695669617,0.2311384053724935,0.3064307017731395
3.247959,0.06461191494386889,0.00878077557142669,0.22575974601172585,0.2991524365270214
3.250261,0.06336702036313753,0.008852749141684286,0.22043965824606435,0.29265942775088616
3.252562,0.062114183871205285,0.008916780800741042,0.21543377234228606,0.2864647370142324
3.254864,0.06022897269990634,0.0089912362182489,0.21096049085841395,0.2801806997765692
3.257166,0.059040664236480925,0.009055764246755709,0.20584441093672404,0.2739408394199607
3.259467,0.057771447552696975,0.00911830679746231,0.20075314948753675,0.267642903837696
3.261769,0.05654690411941775,0.009195740431670485,0.19572194874180576,0.261464593292894
3.264071,0.054953061815299534,0.009258282982377084,0.19082923507263935,0.25504057987031603
3.266372,0.05405215126345446,0.009322811010883893,0.18576179935705456,0.2491367616313929
3.2686740000000003,0.052260257548765336,0.009395777320041591,0.18114804531881767,0.24280408018762464
3.270975,0.051028764943185374,0.009458319870748196,0.1763982860512664,0.23688537086519995
3.273277,0.04978138851520373,0.009534264396606209,0.17155967665215574,0.2308753295639657
3.275579,0.0485766998599266,0.0095948214695126,0.1668292757931565,0.2250007971225957
3.27788,0.047394347829901824,0.009588865036111971,0.1624696629133464,0.2194528757793602
3.280182,0.04615938063817149,0.009575463060960555,0.15788966199771307,0.2136245056968451
