Wavelength,H2O_40K,CO_CH3OH_10K,H2O_CH3OH_CO_NH3_100K_NASA,all
3.027003,0.39214733626421855,0.008272819497761378,0.4416738090615272,0.8420939648235071
3.029305,0.3936990521359444,0.008005454605209588,0.4441210723864357,0.8458255791275897
3.031607,0.3952932465420008,0.007736090722806944,0.4474019144791506,0.8504312517439583
3.0339080000000003,0.39554861749544745,0.007460729870851735,0.4505143416769312,0.8535236890432303
3.03621,0.3964131806059421,0.007190366493523662,0.4525753002131621,0.8561788473126278
3.038511,0.3963996874244488,0.006940992509629562,0.4549700900544858,0.8583107699885641
3.040813,0.3972527563433009,0.006715606403945717,0.4577951624612061,0.8617635252084526
3.043115,0.3974616507827152,0.006501214742441571,0.4597646672117604,0.8637275327369172
3.045416,0.3963252250525045,0.006282825101235716,0.461760158830376,0.8643682089841163
3.047718,0.3963682033342978,0.0060644354600298605,0.4626701989599774,0.8651028377543051
3.05002,0.39601887985786105,0.005862037737630842,0.46493955218816,0.8668204697836518
3.052321,0.3944961493389725,0.005689125115531928,0.4658950693368684,0.8660803437913729
3.054623,0.393801000618338,0.005536202391941557,0.4676107023763643,0.8669479053866438
3.056924,0.39222329787855104,0.00538627815312747,0.4677111516163698,0.8653207276480483
3.059226,0.3916695776898643,0.005232355934611673,0.4687551240659785,0.8656570576904545
3.061528,0.3897105676360269,0.005089428160275576,0.4700949470135137,0.8648949428098162
3.063829,0.38834225908311704,0.004975985486239581,0.4707606106338483,0.8640788552032048
3.066131,0.3863487664543523,0.004890528670115552,0.4711154313323749,0.8623547264568427
3.068433,0.38382953949481297,0.004811068823544085,0.4713043358732808,0.8599449441916378
3.070734,0.3822863193299533,0.0047161168056284964,0.4713183288022366,0.8583207649378184
3.073036,0.3795017264677129,0.004608171353682353,0.4713193282971621,0.8554292261185574
3.075337,0.3767845995129389,0.004501225396661636,0.4713193282971621,0.8526051532067627
3.077639,0.3752228886919588,0.004406273378746047,0.4710579603741629,0.8506871224448678
3.079941,0.3726017132500259,0.004316318835457595,0.4699820040869404,0.8469000361724239
3.082242,0.36890608076325865,0.004219867575153865,0.4700189853991813,0.8431449337375938
3.084544,0.36625342123117466,0.0041109226282822955,0.4694257851609402,0.8397901290203971
3.086846,0.3630590354495092,0.003986985257529315,0.468560722302983,0.8356067430100215
3.089147,0.35996010143322205,0.003849554705283067,0.4674672748545655,0.8312769309930705
3.0914490000000003,0.3569636156467911,0.00370112970885712,0.4658455943380598,0.826510339693708
3.09375,0.3537267513307949,0.0035492064801921773,0.4649100670878599,0.8221860248988471
3.096052,0.35032547009956594,0.003399282241378089,0.4630610014758194,0.8167857538167634
3.098354,0.3469236891208743,0.003250857244952142,0.4619580588256105,0.8121326051914369
3.100655,0.3428627412388634,0.003099433763749913,0.4599770598834137,0.805939234886027
3.102957,0.3398162807061611,0.002944012302845975,0.4586822142075227,0.8014425072165298
3.105259,0.33554343989995955,0.002788091094479324,0.4563688832026213,0.7947004141970602
3.10756,0.3319257680173756,0.0026346686234262405,0.4542309635571323,0.7887914001979341
3.109862,0.3272336390899574,0.0024862436270002932,0.4524553608221109,0.7821752435390685
3.112163,0.32362796114647857,0.0023418166102760554,0.4507412270250031,0.7767110047817577
3.114465,0.3198138885110482,0.0022008878257908124,0.4487272447502672,0.7707420210871062
3.116767,0.3153701340725986,0.002063457273544565,0.4458002238611535,0.7632338152072967
3.119068,0.3116984894640416,0.001931523943388168,0.4430376198872725,0.7566676332947023
3.12137,0.30707482593901514,0.0018060873302470472,0.4411420777611997,0.7500229910304619
3.123672,0.3025810967542942,0.001686147939195777,0.4389092060977953,0.7431764507912852
3.125973,0.298080870852558,0.0015692070329207885,0.4354439571913391,0.7350940350768178
3.128275,0.2936636030296322,0.0014557643588847947,0.43355091380257976,0.7286702811910968
3.130576,0.2893292932855169,0.0013518168866403606,0.4305949075606287,0.7212760177327859
3.132878,0.2850969320237952,0.0012623620908146214,0.4277498452554001,0.7141091393700099
3.13518,0.2799700228038161,0.001184901234094009,0.4249122791621121,0.7060672032000221
3.137481,0.27568768679582306,0.0011129375994632467,0.42208370852315297,0.6988843329184393
3.139783,0.2706432359071917,0.0010394747224443438,0.4193475911647959,0.6910303017944319
3.142085,0.2658026819833475,0.0009660118454254404,0.4160952346774556,0.6828639285062286
3.144386,0.26132144648519445,0.0008965469481082463,0.4124765632999462,0.674694556733249
3.146688,0.2561495599935711,0.0008340785152690433,0.4097619350824857,0.6667455735913259
3.148989,0.2518972088333409,0.000776607557056976,0.4071757419629427,0.6598495583533406
3.151291,0.24673581703843456,0.0007221350836211906,0.40315427413048616,0.6506122262525419
3.153593,0.2416878679175642,0.0006696616000362598,0.400577076465272,0.6429346059828724
3.155894,0.2369317713149186,0.000622685338541179,0.3967934884250671,0.6343479450785269
3.158196,0.2317139080567256,0.0005842047839122298,0.3939624190487944,0.6262605318894323
3.160498,0.2269803000899021,0.0005512214513731302,0.3903997193871089,0.6179312409283841
3.162799,0.2221697310138208,0.0005187378662967446,0.38717984648484505,0.6098683153649626
3.165101,0.2172077384565372,0.0004822563015186498,0.3840689185294528,0.6017589132875086
3.167402,0.2117574926281824,0.0004422765045015597,0.3798210650963869,0.5920208342290709
3.1697040000000003,0.20717730713241198,0.00039979797017090154,0.37668015229323176,0.5842572573958147
3.172006,0.20230277038110325,0.00035881867822838405,0.3731659281354296,0.5758275171947612
3.174307,0.19723533110918706,0.00032633509315199835,0.3691284683841662,0.5666901345865052
3.176609,0.1920499514360705,0.0003083441844943077,0.36597556164190587,0.5583338572624706
3.1789110000000003,0.18741329447701344,0.000305345699718026,0.3624078645055933,0.5501265046823247
3.181212,0.1825377582307793,0.00030934367941973505,0.35882967267256377,0.5416767745827629
3.183514,0.17739685608184425,0.0003138414065841576,0.3548201987792123,0.5325308962676407
3.1858150000000003,0.17240737741411138,0.0003138414065841576,0.3508891852375069,0.5236104040582025
3.188117,0.16739291137324286,0.0003038464573298851,0.3475158898641899,0.5152126476947627
3.190419,0.16297064607568998,0.00028335681135862635,0.3427752854328885,0.5060292883199371
3.19272,0.15850640199126914,0.00026236741792465403,0.33892822946491896,0.4976969988741128
3.1950220000000003,0.15318459126083173,0.0002518727212076679,0.3354544848515965,0.4888909488336359
3.197323,0.14892374439373535,0.0002558707009093769,0.3318822899881196,0.4810619050827643
3.199625,0.1436149270973285,0.0002693638824026448,0.32733059009772386,0.47121488107745496
3.201927,0.13956447391203453,0.0002868550435976218,0.3228973303559913,0.4627486593116234
3.204228,0.13496479826521832,0.0003038464573298851,0.3184915567247079,0.4537602014472562
3.20653,0.13050805039273822,0.00031584039643501216,0.3145390540421058,0.44536294483127903
3.208832,0.12602731464204786,0.0003203381235994348,0.3103691612132234,0.4367168139788706
3.211133,0.12151259606389292,0.00032433610330114384,0.305827456272082,0.427664388439276
3.213435,0.11709932622066888,0.0003363300424062709,0.301216786181086,0.4186524424441612
3.215736,0.11271454198281952,0.00035831893076567037,0.2970533900692188,0.4101262509828039
3.218038,0.10846918728706728,0.00038030781912507005,0.29193397706118035,0.4007834721673727
3.22034,0.10421483713698616,0.0003913022633047698,0.28766263549736704,0.39226877489765793
3.222641,0.1006366453039566,0.000392301758230197,0.2830039896499505,0.3840329367121373
3.224943,0.09638729262850264,0.0003982987277827605,0.277691174373842,0.3744767657301274
3.227245,0.09219990863842516,0.00042028761614216017,0.27299104948702035,0.3656112457415877
3.229546,0.0887286627624163,0.000451271958830405,0.267840152388831,0.3570200871100777
3.231848,0.0849435754798233,0.0004752598370406591,0.2632494721963436,0.34866830751320754
3.234149,0.08124444476081702,0.0004822563015186498,0.2582959753459261,0.3400226764082618
3.236451,0.07780568246988456,0.00047875806927965447,0.25323203430624897,0.3315164748454132
3.238753,0.07433043861417399,0.0004747600895779455,0.2479916824122339,0.3227968811159858
3.241054,0.0713379508074448,0.0004767590794287999,0.2427063532465745,0.3145210631334482
3.2433560000000003,0.06767780039053019,0.0004877535236084998,0.2380871874487125,0.3062527413628512
3.245658,0.06499365676829531,0.0005107419068933267,0.23271140399230206,0.2982158026674907
3.247959,0.061807266946033224,0.0005377282698798624,0.2272961404863372,0.28964113570225025
3.250261,0.05891772711662304,0.000555719178537553,0.2219398471809725,0.2814132934761331
3.252562,0.0562100953636406,0.0005567186734629803,0.21689989401950555,0.27366670805660914
3.254864,0.05370636057544533,0.0005517211988358441,0.2123961698855304,0.26665425165981155
3.257166,0.05121212098904162,0.0005572184209256939,0.20724527278734106,0.2590146121973084
3.259467,0.04869839125159208,0.0005797070567478071,0.20211936306228734,0.25139746137062724
3.261769,0.04623013853324948,0.0006036949349580613,0.19705392278022205,0.2438877562484296
3.264071,0.04384284490386648,0.0006111911468987657,0.19212791204025384,0.2365819480910191
3.266372,0.0418853340924172,0.0006026954400326339,0.1870259901934104,0.22951401972586025
3.2686740000000003,0.0400587571161989,0.0005951992280919295,0.18238083752748724,0.22303479387177808
3.270975,0.0378953503501116,0.0006041946824207747,0.17759875405678055,0.2160982990893129
3.273277,0.03626267538942619,0.000622685338541179,0.17272721579024813,0.2096125765182155
3.275579,0.034488571896792816,0.000632180540332738,0.16796462247058724,0.2030853749077128
3.27788,0.03285489744118197,0.0006221855910784653,0.16357534050557346,0.1970524235378339
3.280182,0.03112027399810297,0.0006061936722716294,0.15896417066711485,0.19069063833748945
3.282484,0.029851415190273067,0.0006001967027190658,0.1544454541092582,0.18489706600225034
3.284785,0.02818725613943669,0.0006121906418241927,0.15012663653648708,0.17892608331774795
3.287087,0.02707132005519717,0.0006376777624225878,0.1460751838562677,0.17378418167388746
3.289388,0.02588591907364044,0.0006696616000362598,0.1416794051742386,0.1682349858479153
3.29169,0.024739998141638096,0.00070964139705335,0.13794379289045428,0.16339343242914572
3.293992,0.023574087311127208,0.0007606156382501401,0.13395330940068595,0.1582880123500633
3.296293,0.02242716688419943,0.0008280815457164796,0.1301552286840624,0.15341047711397832
3.298595,0.02129673812354121,0.0009205348263185006,0.12646959114654938,0.14868686409640908
3.300897,0.020178303301988103,0.001048470176773189,0.12286891067769773,0.144095684156459
3.3031980000000005,0.019518636651206126,0.0012208830514093905,0.11939616555930073,0.14013568526191625
3.3055,0.018382710668458046,0.0014482681469440905,0.11636169896570354,0.13619267778110572
3.307801,0.01763308947438761,0.0017401206651688483,0.11292043793745755,0.13229364807701402
3.310103,0.016614104397914522,0.002095441111158237,0.10996543119043188,0.12867497669950465
3.3124050000000005,0.016101363501170342,0.002502235545807129,0.10717734009595256,0.12578093914292998
3.314706,0.015436699375761219,0.002948510030010398,0.10501843105702967,0.12340364046280128
3.317008,0.01471106605990103,0.003422270624662917,0.10262214197331784,0.1207554786578818
3.31931,0.014032409005535929,0.003911523390659556,0.10098796777024427,0.11893190016643974
3.321611,0.01354215674461386,0.004403274893969766,0.09965314229733617,0.1175985739359198
3.323913,0.01261512520128008,0.004879534225935852,0.09865614610922248,0.11615080553643843
3.326214,0.012178845666331085,0.005321310982974699,0.09847173929548116,0.11597189594478695
3.3285160000000005,0.011709083051380277,0.005707615771652332,0.0985207145468271,0.11593741336985973
3.330818,0.011074903521196684,0.006016459703609353,0.09979607007167228,0.11688743329647833
3.3331190000000004,0.01077955277073293,0.006224854395560936,0.1010804210508463,0.11808482821714016
3.335421,0.01009190026203898,0.006327802372879943,0.10240575132196283,0.11882545395688175
3.3377230000000004,0.009650623252462848,0.006332799847507079,0.1037100921996454,0.11969351529961532
3.340024,0.009352274017222809,0.006251840758547471,0.10498594747195328,0.12059006224772358
3.3423260000000004,0.008922990946751808,0.0061319013674962005,0.10561612902243517,0.12067102133668316
3.344627,0.00855567656165729,0.006028453642714479,0.10568909215199136,0.12027322235636312
3.3469290000000003,0.008051931119241955,0.005983976118532968,0.10502092979434324,0.11905683703211815
3.349231,0.0077210982989255345,0.00601046273405679,0.10322833564558948,0.1169598966785718
3.351532,0.007462728860702591,0.0061134107113757965,0.10104293999114278,0.11461907956322115
3.3538339999999995,0.007035444780082438,0.006296318282728985,0.09872561100653968,0.11205737406935112
3.356135,0.006581674083938465,0.006555687215877357,0.0965182264637336,0.10965558776354943
3.3584370000000003,0.006590669538267311,0.0068890187735073435,0.09504647018604197,0.10852615849781662
3.360739,0.005997969047488947,0.0072943139657680985,0.09447425934123488,0.10776654235449193
3.3630400000000003,0.005795071577627216,0.0077685743078833285,0.09494252271379752,0.10850616859930806
3.365342,0.005499221079700749,0.008307302072688618,0.09628834263088533,0.1100948657832747
3.3676440000000003,0.005216364015804836,0.008892006604063562,0.0981434052124783,0.1122517758323467
3.3699449999999995,0.0050534463429601955,0.009501698508574186,0.10011990642751073,0.11467505127904508
3.372247,0.0045746882736805395,0.010089901272188123,0.10200145562462752,0.11666604517049615
3.3745480000000003,0.004511720093378623,0.010569159088930493,0.10368060709934528,0.1187614862816544
3.37685,0.004351800905310264,0.010848018173124698,0.104230829055793,0.11943064813422795
3.3791519999999995,0.004008974145888714,0.010833525496706,0.10457815354237897,0.11942065318497365
3.381453,0.0038580504121491993,0.010430729041758818,0.10348020836679714,0.11776898782070515
3.3837550000000003,0.0034867380473529736,0.009580158860220223,0.10218886092314512,0.11525575783071833
3.386057,0.003511225673025942,0.008417746261948331,0.10035328849259796,0.11228226042757224
3.388358,0.0032788431028641053,0.007145389221879434,0.09840477313547756,0.10882900546022108
3.39066,0.002992987554191911,0.005948993796143014,0.09631083126670743,0.10525281261704238
3.392961,0.0030209734121038737,0.00497998346594129,0.09473412802184596,0.10273508489989112
3.395263,0.0028115792252268643,0.004381286005610365,0.09342428992207354,0.10061715515291077
3.397565,0.002593689331483723,0.00420537489873517,0.09296452225637701,0.09976358648659588
3.3998660000000003,0.0026646534711890577,0.00440527388382062,0.09289455761159708,0.09996448496660676
3.402168,0.0025237246867038147,0.004923012255191938,0.09236432555365794,0.09981106249555367
3.40447,0.00250773276789698,0.0056561417829928285,0.09242379550172086,0.10058767005261067
3.406771,0.0024127807499813897,0.006479725601544886,0.09211195308498757,0.10100445943651384
3.409073,0.0019680055081662626,0.00725483391621372,0.09084259452969494,0.10006543395407493
3.411374,0.001997490608466366,0.007802557135347854,0.08935234759588291,0.09915239533969714
3.413676,0.002001988335630789,0.007936489455355106,0.08738484183517935,0.09732331962616524
3.415978,0.00204896459712587,0.007627645523398084,0.0842799108493396,0.09395652096986357
3.418279,0.001476753752318767,0.007104409929936919,0.08192410131010755,0.09050526499236324
3.420581,0.001494744660976458,0.006611658931701282,0.0795418051553517,0.08764820874802944
3.422883,0.001494744660976458,0.00627782762660858,0.07756680318270744,0.08533937547029248
3.425184,0.0014942449135137439,0.006139897326899618,0.07588265423336253,0.08351679647377587
3.427486,0.0014942449135137439,0.006202365759738823,0.07471324517061262,0.0824098558438652
3.429787,0.0014937451660510304,0.0062998165149679795,0.07404758155027807,0.08184114323129707
3.432089,0.001487748196498467,0.006204864497052391,0.07296113056633867,0.08065374325988953
3.434391,0.0014847497117221856,0.005795071577627216,0.07177373059493107,0.07905355188428048
3.436692,0.0010164863391595167,0.005206369066550564,0.07112605788325423,0.0773489132889643
3.438994,0.0010004944203526806,0.004610170343533207,0.06950137888197222,0.0751120436458581
3.441296,0.00099899517796454,0.004080937780519476,0.06852237360251623,0.07360230656100024
3.443597,0.00099899517796454,0.003578691580492281,0.06717605393796572,0.07175374069642254
3.445899,0.00099899517796454,0.0030654509362853877,0.06538945675876451,0.06945390287301444
3.4482,0.00099899517796454,0.002565203726109046,0.06430700375452678,0.06787120265860036
3.450502,0.00099899517796454,0.002138419392951609,0.06298167348341024,0.0661190880543264
3.452804,0.00099899517796454,0.0018275764711437328,0.06152291063974916,0.06434948228885744
3.455105,0.00099899517796454,0.001613684557102301,0.060607873035520524,0.06322055277058736
3.457407,0.00099899517796454,0.0014602620860492176,0.05926705059305986,0.061726307857073615
3.459709,0.00099899517796454,0.0013413221899233744,0.05860638444735245,0.06094670181524036
3.46201,0.00099899517796454,0.0012483691618586398,0.05751643523117402,0.059763799570997214
3.464312,0.0010009941678153942,0.0011739067899143093,0.05694822236606863,0.05912312332379833
3.466613,0.0010144873493086624,0.001115436336776815,0.05581529486809683,0.05794521855418231
3.468915,0.0006941492257092277,0.0010734575499088703,0.05530905068836793,0.057076657463986026
3.471217,0.0005027459474899086,0.0010464711869223346,0.05483029261908828,0.05637950975350053
3.473518,0.0005387277648052896,0.0010249820460256488,0.05424908631995233,0.05581279613078327
3.47582,0.0006491719540650013,0.0009959966931882582,0.05427807167278971,0.05592324032004297
3.478122,0.0004972487254000586,0.0009540179063203136,0.05426108025905745,0.055712346890777815
3.4804230000000005,0.0004997474627136269,0.0009145378567659369,0.05426207975398288,0.055676365073462436
3.482725,0.0005002472101763403,0.0008950477057201057,0.0542590812692066,0.05565437618510305
3.4850260000000004,0.0005002472101763403,0.0009040431600489508,0.05423659263338449,0.05564088300360978
3.487328,0.0004997474627136269,0.0009395252299016183,0.05462689540176383,0.056066168094379074
3.4896300000000005,0.0004997474627136269,0.0010004944203526806,0.055210100690750635,0.056710342573816935
3.491931,0.0004997474627136269,0.0011199340639412377,0.05566587037674547,0.057285551903400324
3.4942330000000004,0.0005002472101763403,0.0013473191594759381,0.05635152389558855,0.05819909026524081
3.496535,0.0005002472101763403,0.0017336239481535714,0.05685576908546661,0.05908964024379652
3.4988360000000003,0.0005002472101763403,0.0023263244389319323,0.05756441098759452,0.0603909826367028
3.501138,0.0004997474627136269,0.0031703979034552483,0.058271553647334315,0.061941699013503174
3.503439,0.0004997474627136269,0.004235359746497987,0.05902467307364375,0.06375978028285535
3.5057410000000004,0.0005002472101763403,0.0053492968408866606,0.059909226082646864,0.06575877013370987
3.508043,0.0005002472101763403,0.006326802877954515,0.06056389525880172,0.06739094534693257
3.5103440000000004,0.0005002472101763403,0.006990467508438211,0.06230951314606041,0.06980022786467496
3.512646,0.000496748977937345,0.007170376595015117,0.06408561562854465,0.0717527412014971
3.5149470000000003,0.00047875806927965447,0.006752087968723813,0.06650239435822775,0.0737332403962312
3.517249,0.000869060837658997,0.005978478896443117,0.069896179377516,0.0767437191116181
3.5195510000000003,0.0010054918949798169,0.0052343549244625275,0.07460529971866649,0.08084514653810883
3.5218519999999995,0.0007611153857128536,0.004779584733393127,0.07935539935175953,0.0848960994708655
3.524154,0.0007581169009365719,0.0045257130223346044,0.08467521109234608,0.08995904101561725
3.526456,0.0009914989660238355,0.004329312269488148,0.0902324028777216,0.09555321411323356
3.528757,0.0009999946728899674,0.004106424901117871,0.09410644520867764,0.09921286478268547
3.5310589999999995,0.00099899517796454,0.0038535526849847756,0.09755470270140164,0.10240725056435096
3.53336,0.00099899517796454,0.003572694610939717,0.09813091152591047,0.1027026013148147
3.5356620000000003,0.00099899517796454,0.0032788431028641053,0.09639928656760777,0.1006771248484364
3.537964,0.00099899517796454,0.002995986038968193,0.09265417908203184,0.09664916029896456
3.540265,0.00099899517796454,0.0027441133177605248,0.08727489739338236,0.09101800588910744
3.542567,0.00099899517796454,0.00252022645446482,0.08254778614357415,0.08606700777600351
3.5448690000000003,0.00099899517796454,0.002316829237140374,0.07737989763165255,0.08069572204675747
3.5471699999999995,0.00099899517796454,0.002129923686085477,0.07351435100756264,0.07664326987161266
3.549472,0.00099899517796454,0.0019655067708526947,0.0697352606945222,0.07269976264333944
3.5517730000000003,0.00099899517796454,0.0018280762186064464,0.0661370789629841,0.06896415035955507
3.554075,0.00099899517796454,0.0017151332920331672,0.06284524242608942,0.06555937089608713
3.556377,0.00099899517796454,0.0016156835469531554,0.059740311440249674,0.062354990165167365
3.558678,0.0009999946728899674,0.0015202317815748527,0.056852770600690335,0.05937299705515516
3.5609800000000003,0.0009909992185611221,0.0014272787535101182,0.05412914692890106,0.0565474249009723
3.563282,0.0009115393719896553,0.0013403226949979473,0.051200626797399215,0.05345248886438681
3.565583,0.0008505701815385928,0.0012608628484264805,0.0487943427644331,0.050905775794398166
3.567885,0.0010044924000543898,0.00118640047648215,0.046046731214433576,0.04823762409097011
3.570186,0.00099899517796454,0.0011144368418513878,0.04364594440355731,0.04575937642337324
3.572488,0.0009984954305018263,0.0010454716919969073,0.04102276997177349,0.043066737094272216
3.57479,0.00099899517796454,0.0009810042693068491,0.03881138744926568,0.040791386896537066
3.577091,0.0009984954305018263,0.0009255323009456368,0.0367949064372162,0.03871893416866366
3.579393,0.0009984954305018263,0.0008805550293014106,0.03480641128307868,0.03668546174288192
3.581695,0.0010044924000543898,0.0008480714442250246,0.032679985829232185,0.0345325496735116
3.583996,0.0007746085672061215,0.0008285812931791933,0.030641515928823318,0.032244705789208634
3.586298,0.0004832557964440772,0.0008100906370587889,0.02889339930425105,0.030186745737753918
3.588599,0.0004977484728627724,0.0007776070519824032,0.02695787738116117,0.02823323290600635
3.590901,0.0005002472101763403,0.0007241340734720453,0.025583072111235984,0.02680745339488437
3.593203,0.0005002472101763403,0.0006586671558565601,0.02400087164428464,0.025159786010317545
3.595504,0.0004997474627136269,0.0005917009958529341,0.02265805021197313,0.023749498670539687
3.597806,0.0004997474627136269,0.0005257343307747353,0.021343714385036284,0.022369196178524647
3.600108,0.0005002472101763403,0.00045576968599482764,0.01989594598555491,0.020851962881726083
3.602409,0.0005002472101763403,0.0003788085767369291,0.018914941716248062,0.019793997503161333
3.604711,0.0004997474627136269,0.00030284696240445784,0.017958425072614182,0.018761019497732262
3.607012,0.0004997474627136269,0.00024237751941610897,0.01699990943912944,0.017742034421259174
