Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_CH4_10_0.6_a_V3,CO_CH3OH_10K,all
3.003987,0.013687266338639191,0.7951080536976053,0.010855383782729782,0.8196507038189742
3.006289,0.013475597311860876,0.7979294773133679,0.010621302741351408,0.8220263773665802
3.0085900000000003,0.013334152597496077,0.8019641379861471,0.010382241252284137,0.8256805318359273
3.010892,0.0132519752106292,0.8055386052924718,0.010137203225990179,0.8289277837290911
3.013194,0.013213127718655768,0.8081374028965407,0.009886686707238431,0.8312372173224349
3.015495,0.013205159002353523,0.8119569082291591,0.009629197561722223,0.8347912647932348
3.0177970000000003,0.01321860621111356,0.8147604022332419,0.009362743610365992,0.8373417520547215
3.020098,0.013245998673402516,0.8174677735969287,0.009085332674094176,0.8397991049444253
3.0224,0.013277375493842595,0.8185983352223094,0.0088009491110579,0.8406766598272098
3.024702,0.013299289463673765,0.8186232374607539,0.008518059682328294,0.840440586606756
3.027003,0.013300285553211545,0.8196761041021876,0.008244633104207597,0.8412210227596068
3.029305,0.01328185789676261,0.8242899908411859,0.007978179152851365,0.8455500278908001
3.031607,0.0132519752106292,0.826026672950306,0.007709733022419573,0.8469883811833547
3.0339080000000003,0.013219104255882451,0.826511768555205,0.007435310354761099,0.8471661831658486
3.03621,0.013194202017437942,0.8269246476686148,0.007165868134791527,0.8472847178208442
3.038511,0.013187727435442371,0.8257950821327722,0.006917343795115338,0.8459001533633299
3.040813,0.013205657047122413,0.827368903602465,0.0066927256043458816,0.8472672862539332
3.043115,0.013244504539095849,0.8269141887284682,0.006479064398492005,0.8466377576660561
3.045416,0.013300285553211545,0.8254290192276378,0.006261418834487008,0.8449907236153363
3.047718,0.013367023552242823,0.8241754405443413,0.006043773270482011,0.8435862373670662
3.05002,0.013439240043731895,0.8226862866853597,0.005842065139081498,0.841967591868173
3.052321,0.013510958490452077,0.8208908352935108,0.005669741649045506,0.8400715354330084
3.054623,0.013587159340092272,0.8186660693108784,0.005517339949765118,0.8377705686007357
3.056924,0.01367381912987916,0.8135875068025055,0.005367926519098072,0.8326292524514828
3.059226,0.0137729300388883,0.8119718495722259,0.005214528730279906,0.8309593083413942
3.061528,0.013874531171741887,0.8093830128635348,0.0050720879263773215,0.8283296319616541
3.063829,0.01396766554352435,0.804998226718226,0.004959031763839257,0.8239249240255896
3.066131,0.014042870303626763,0.8023491265924991,0.00487386610835904,0.8212658630044849
3.068433,0.014096161093898009,0.79699066292401,0.004794676990105507,0.8158815010080135
3.070734,0.014123055511418075,0.7925794804059499,0.004700048484016377,0.8114025844013845
3.073036,0.014122557466649187,0.7876986416708265,0.004592470813936104,0.8064136699514117
3.075337,0.014094666959591337,0.7830478996189302,0.004485889233393611,0.8016284558119152
3.077639,0.014041874214088982,0.7780913580789354,0.0043912607273044815,0.7965244930203288
3.079941,0.013973144035982142,0.7711486140006066,0.004301612668904255,0.7894233707054931
3.082242,0.013898935365417508,0.7661950607292252,0.0042054900285084535,0.7842994861231511
3.084544,0.013828711053003996,0.7603216187697036,0.004096916268890401,0.778247246091598
3.086846,0.01376994177027496,0.7547435173581338,0.0039734011662056435,0.7724868602946143
3.089147,0.013729600143994856,0.7481728127221662,0.003836438854760851,0.7657388517209218
3.0914490000000003,0.013718145114310382,0.7418396754409591,0.003688519558400476,0.7592463401136698
3.09375,0.013746035621368231,0.7332010889245592,0.0035371139486578686,0.7504842384945852
3.096052,0.013820742336701755,0.7277589537348964,0.003387700517990823,0.7449673965895891
3.098354,0.013927323917244246,0.7210338552205728,0.003239781221630447,0.7382009603594476
3.100655,0.014042870303626763,0.7137145892969631,0.003088873656656731,0.7308463332572466
3.102957,0.014143475346942574,0.7063694250453711,0.0029339817335318928,0.7234468821258456
3.105259,0.01420373876397828,0.6983992146088219,0.002778591765638165,0.7153815451384384
3.10756,0.014198260271520487,0.6906745402433356,0.002625692021588888,0.7074984925364449
3.109862,0.014126541824800309,0.6826415761659065,0.0024777727252285127,0.6992458907159353
3.112163,0.014013485662262242,0.6744029195989255,0.0023338377870192584,0.690750243048207
3.114465,0.013885986201426365,0.6661742239273224,0.0021933891621922354,0.6822535992909411
3.116767,0.013756494561514922,0.6576536740211496,0.002056426850747443,0.673466595433412
3.119068,0.013631983369292385,0.6487620807621538,0.0019249430317604425,0.6643190071632067
3.12137,0.013518927206754322,0.6403142453922389,0.0017999337947690141,0.6556331063937623
3.123672,0.0134238006558963,0.6313105920602428,0.0016804030502353775,0.6464147957663745
3.125973,0.013354572433020571,0.6221037364625395,0.0015638605743150814,0.6370221694698751
3.128275,0.013311740582896015,0.6130353373105875,0.0014508044117770163,0.6277978823052605
3.130576,0.01328185789676261,0.6038020853401329,0.0013472110998478644,0.6184311543367433
3.132878,0.01325147716586031,0.5942724967321887,0.0012580610862165274,0.6087820349842655
3.13518,0.013217112076806887,0.5847887282429824,0.0011808641470385534,0.5991867044668279
3.137481,0.013181750898215688,0.5751749700690958,0.0011091457003183712,0.5894658666676299
3.139783,0.013148381898700049,0.5660009854261391,0.0010359331192915189,0.5801853004441306
3.142085,0.01311351876487774,0.5563429012678213,0.0009627205382646664,0.5704191405709637
3.144386,0.013073177138597635,0.5463361857712804,0.0008934923153889352,0.5603028552252671
3.146688,0.013022874616939729,0.536739361119536,0.0008312367192776659,0.5505934724557534
3.148989,0.012960120976059572,0.5276864013554197,0.0007739615708552981,0.5414204839023345
3.151291,0.012884418171188265,0.5172130179104287,0.0007196746910462714,0.5308171107726632
3.153593,0.0127967622918636,0.5077925011068714,0.0006673799903128055,0.5212566433890478
3.155894,0.012704125964850032,0.4980841144268957,0.0006205637820371311,0.5114088041737829
3.158196,0.012610991593067573,0.4882198397342573,0.0005822143348325891,0.5014130456621575
3.160498,0.012517857221285114,0.4784661309803124,0.0005493433800858392,0.4915333315816834
3.162799,0.012418746312275972,0.4689793742224928,0.0005169704701079792,0.4819150910048767
3.165101,0.01231017255265792,0.4587380796398047,0.00048061320197899794,0.4715288653944416
3.167402,0.012190143763355392,0.449555130191008,0.00044076962046778564,0.4621860435748311
3.1697040000000003,0.012057165810061722,0.4397810016015387,0.00039843581511212254,0.4522366032267126
3.172006,0.011915223050928028,0.4289579907287868,0.00035759614406313014,0.4412308099237779
3.174307,0.011773778336563227,0.4198447675476348,0.00032522323408527013,0.4319437691182833
3.176609,0.011644286696651785,0.4107166030234161,0.0003072936224052246,0.4226681833424731
3.1789110000000003,0.011526748131193709,0.4012617211308054,0.0003043053537918837,0.41309277461579097
3.181212,0.011412197834348973,0.3914288232586071,0.00030828971194300493,0.4031493108048991
3.183514,0.011292667089815337,0.3822697799587172,0.0003127721148630163,0.3938752191633956
3.1858150000000003,0.011169650031899469,0.3725937661887193,0.0003127721148630163,0.38407618833548174
3.188117,0.011049123197828052,0.3634491661871272,0.0003028112194852132,0.3748011006044405
3.190419,0.010935568990521095,0.35394398177285863,0.00028239138396071695,0.3651619421473404
3.19272,0.010830481544285274,0.345055376782476,0.00026147350366733047,0.3561473318304286
3.1950220000000003,0.010735354993427254,0.3354834543691761,0.00025101456352063725,0.34646982392612397
3.197323,0.010648197158871478,0.3267532276153007,0.0002549989216717585,0.3376564236958439
3.199625,0.010567015861542385,0.31807081315923863,0.00026844613043179263,0.32890627515121285
3.201927,0.01048832478805774,0.3091060073192159,0.0002858776973429481,0.31988020980461657
3.204228,0.010417104386106449,0.2999255480942637,0.0003028112194852132,0.3106454636998553
3.20653,0.010362319461528529,0.2915339917832335,0.00031476429393857686,0.3022110755387006
3.208832,0.010330444596319559,0.2823415794838279,0.00031924669685858833,0.29299127077700604
3.211133,0.010316001298021744,0.2744704799562879,0.0003232310550097095,0.28510971230931936
3.213435,0.010309028671257284,0.2663259538506273,0.0003351841294630732,0.2769701666513477
3.215736,0.010305542357875052,0.2581674824914377,0.0003570980992942399,0.268830122948607
3.218038,0.010309526716026174,0.2500259446543903,0.0003790120691254067,0.2607144834395419
3.22034,0.01032546414863066,0.2424093460037532,0.0003899690540409901,0.25312477920642484
3.222641,0.010352358566150728,0.23458356855018225,0.0003909651435787704,0.2453268922599117
3.224943,0.010380249073208576,0.22675779109661126,0.00039694168080545215,0.2375349818506253
3.227245,0.01040266108780863,0.21911579216276075,0.00041885565063661895,0.22993730890120603
3.229546,0.010421088744257569,0.2118398561340445,0.0004497344263078084,0.22271067930460986
3.231848,0.010440014445475394,0.2045863321199283,0.00047364057521453583,0.21549998714061824
3.234149,0.010462924504844342,0.19740203632868786,0.00048061320197899794,0.2083455740355112
3.236451,0.010486332608982178,0.1902655528352608,0.0004771268885967669,0.20122901233283974
3.238753,0.010504760265431113,0.18373568787034197,0.0004731425304456457,0.1947135906662188
3.241054,0.010513725071271136,0.17714157513023635,0.00047513470952120616,0.1881304349110287
3.2433560000000003,0.010510238757888906,0.17045333192881051,0.00048609169443678967,0.1814496623811362
3.245658,0.01049081501190219,0.16419390527339908,0.0005090017538057367,0.17519372203910702
3.247959,0.010462924504844342,0.1581267238987792,0.0005358961713258049,0.16912554457494935
3.250261,0.010439516400706506,0.15222290120835535,0.0005538257830058505,0.16321624339206772
3.252562,0.010432045729173152,0.14681114674959495,0.0005548218725436308,0.15779801435131172
3.254864,0.010437524221630945,0.14144521240957242,0.0005498414248547292,0.1524325780560581
3.257166,0.010448481206546524,0.13635270464767066,0.000555319917312521,0.14735650577152967
3.259467,0.01046093232576878,0.1307940269820876,0.0005777319319125779,0.14183269123976894
3.261769,0.010470395176377692,0.12588778796375072,0.0006016380808193053,0.13695982122094771
3.264071,0.010474877579297704,0.12128983865735685,0.0006091087523526575,0.13237382498900718
3.266372,0.010474877579297704,0.11683632233394108,0.0006006419912815249,0.1279118419045203
3.2686740000000003,0.010472387355453252,0.11240671215943204,0.0005931713197481727,0.12347227083463347
3.270975,0.010470893221146584,0.10831378024869276,0.0006021361255881952,0.11938680959542755
3.273277,0.010468402997302131,0.10409085865327317,0.0006205637820371311,0.11517982543261243
3.275579,0.01046093232576878,0.1005223678841752,0.0006300266326460441,0.11161332684259
3.27788,0.010445492937933185,0.09669090947710324,0.000620065737268241,0.10775646815230468
3.280182,0.010420590699488676,0.09333607991385916,0.0006041283046637559,0.10436079891801163
3.282484,0.010386225610435257,0.0901789741238645,0.0005981517674370742,0.10116335150173683
3.284785,0.010342895715541813,0.08700443676695868,0.0006101048418904378,0.09795743732439093
3.287087,0.010292095149115018,0.08422933131470273,0.0006355051251038358,0.09515693158892158
3.289388,0.010235816090230429,0.0815503485028426,0.0006673799903128055,0.09245354458338582
3.29169,0.0101715683150436,0.07923444032750339,0.0007072235718240176,0.090113232214371
3.293992,0.010094371375865628,0.07703905898623557,0.0007580241382508134,0.08789145450035202
3.296293,0.01000073895931428,0.0751410103719952,0.0008252601820509841,0.08596700951336046
3.298595,0.009895153468309568,0.07370913166143601,0.0009173984642956623,0.08452168359404122
3.300897,0.009785085574384842,0.07254071863361973,0.0010448979251315416,0.0833707021331361
3.3031980000000005,0.009673523546153449,0.07211638449052532,0.0012167233703986445,0.08300663140707741
3.3055,0.009557977159770931,0.07228273144333461,0.0014433337402436645,0.0832840423433492
3.307801,0.009434960101855063,0.07323648717575927,0.0017341918852755134,0.08440563916288985
3.310103,0.009309452820094748,0.07557132105231629,0.0020883017159564125,0.08696907558836743
3.3124050000000005,0.009196894702325572,0.07965628424675335,0.0024937101578329977,0.09134688910691192
3.314706,0.009108740778232014,0.08609650115327191,0.002938464136451905,0.09814370606795583
3.317008,0.00903552819720516,0.09399598923263863,0.0034106105773597704,0.10644212800720357
3.31931,0.00895534298941385,0.10208124801080136,0.0038981964061032288,0.11493478740631845
3.321611,0.008854737946098036,0.10849805681318213,0.00438827245869114,0.1217410672179713
3.323913,0.00874068569402219,0.1116198014245856,0.004862909123443457,0.12522339624205125
3.326214,0.008626633441946346,0.1083018271742394,0.005303180699142353,0.1222316413153281
3.3285160000000005,0.008518059682328294,0.09892115395219336,0.0056881693054944395,0.1131273829400161
3.330818,0.008410980057016909,0.08518408313666515,0.005995960972668557,0.0995910241663506
3.3331190000000004,0.008302406297398854,0.07055850045343691,0.00620364564129575,0.08506455239213151
3.335421,0.008196820806394143,0.0585820178959354,0.006306242863687121,0.07308508156601666
3.3377230000000004,0.008105678613687245,0.050671074786884186,0.0063112233113760225,0.06508797671194748
3.340024,0.008038442569887075,0.045997422675618994,0.006230540058815818,0.06026640530432189
3.3423260000000004,0.007995112674993633,0.04280545375180201,0.006111009314282182,0.05691157574107782
3.344627,0.007971704570855795,0.040905412958486084,0.006007914047121919,0.054885031576463794
3.3469290000000003,0.007966724123166893,0.03933059539925541,0.005963588062690696,0.053260907585113
3.349231,0.007982163511002487,0.037983882344176434,0.005989984435441874,0.0519560302906208
3.351532,0.00802051295820703,0.037058017118809634,0.006092581657833245,0.051171111734849915
3.3538339999999995,0.008079282240936066,0.03615805022142513,0.006274866043247041,0.05051219850560824
3.356135,0.008150004598118469,0.035516070514325725,0.006533351278301032,0.050199426390745226
3.3584370000000003,0.008223715223914211,0.034641005855385716,0.0068655471391507635,0.04973026821845069
3.360739,0.008289457133407712,0.03393726859694393,0.007269461446720678,0.049496187177072326
3.3630400000000003,0.008336273341683386,0.033318696993982364,0.007742105932397431,0.04939707626806318
3.365342,0.008353704908594542,0.032782302777887684,0.00827899819326102,0.049415005879743235
3.3676440000000003,0.008333285073070046,0.03205167110192581,0.008861710572862497,0.04924666674785835
3.3699449999999995,0.008267543163576545,0.03154416348242675,0.009469325190908484,0.04928103183691178
3.372247,0.008164447896416283,0.03090865835732292,0.010055523883892196,0.0491286301376314
3.3745480000000003,0.008054878047260449,0.030373758275534887,0.01053314881725785,0.048961785140053185
3.37685,0.007972700660393574,0.02978307717963117,0.010811057798298558,0.0485668356383233
3.3791519999999995,0.007937339481802374,0.02913661506961175,0.010796614500000743,0.04787056905141487
3.381453,0.00795775931732687,0.028668452986855008,0.010395190416275278,0.04702140272045715
3.3837550000000003,0.008040434748962634,0.028233161858845005,0.00954751821962424,0.04582111482743188
3.386057,0.008166440075491842,0.027833729954195103,0.008389066087185744,0.04438923611687269
3.388358,0.0083103750137011,0.02721565639600243,0.007121044105591412,0.04264707551529494
3.39066,0.008452317772834792,0.026725580343414518,0.005928724928868386,0.041106623045117696
3.392961,0.008588283994741803,0.026344078050444662,0.0049630161219903785,0.03989537816717685
3.395263,0.008715783455577684,0.026099040024150703,0.004366358488859974,0.03918118196858837
3.397565,0.00883481615534243,0.02567470588105629,0.004191046730210641,0.038700568766609364
3.3998660000000003,0.008947374273111606,0.02549640585379362,0.004390264637766701,0.03883404476467192
3.402168,0.009052461719347423,0.025208037932606217,0.0049062390183369,0.03916673867029055
3.40447,0.009127168434680949,0.02472095014863165,0.005636870694298754,0.03948498927761136
3.406771,0.009135635195752084,0.02446744536126656,0.0064576484734297284,0.04006072903044837
3.409073,0.009057442167036328,0.024192026604070303,0.0072301159099783545,0.040479584681084986
3.411374,0.00892695443758711,0.02390614890672736,0.007775972976681963,0.04060907632099643
3.413676,0.008791486260448986,0.0232870792589969,0.007909448974744524,0.03998801449419041
3.415978,0.008679426187448703,0.023188466394756645,0.00760165730757041,0.03946954988977576
3.418279,0.008589280084279585,0.022772100967964483,0.007080204434542419,0.038441585486786486
3.420581,0.008518059682328294,0.022489211539234874,0.006589132292416728,0.03759640351397989
3.422883,0.008480706324661531,0.02218191791682965,0.006256438386798106,0.036919062628289284
3.425184,0.008506604652643818,0.02197921369589136,0.0061189780305844245,0.0366047963791196
3.427486,0.008621652994257444,0.02176854075865082,0.006181233626695693,0.03657142737960396
3.429787,0.008825353304733517,0.021752105281277447,0.006278352356629273,0.03685581094264024
3.432089,0.009108242733463123,0.02142389377857884,0.006183723850540144,0.036715860362582106
3.434391,0.00945388580307289,0.021358649913854225,0.005775327140050217,0.036587862856977335
3.436692,0.009825925245433834,0.02146772171824117,0.005188630402297618,0.03648227736597262
3.438994,0.010184517479034745,0.021684371192708385,0.004594462993011665,0.0364633516647548
3.441296,0.010492807190977749,0.02191845223408676,0.0040670335827569905,0.0364782930078215
3.443597,0.010714437113133869,0.02206487739614046,0.003566498590022388,0.03634581309929672
3.445899,0.010817034335525241,0.02215253327546513,0.003055006612372201,0.036024574223362575
3.4482,0.010799104723845194,0.02187910669734444,0.0025564637987131565,0.035234675219902784
3.450502,0.01067658571069822,0.021113113842791374,0.002131133566080966,0.03392083311957056
3.452804,0.010480356071755495,0.020313253943953797,0.0018213497198312906,0.03261495973554058
3.455105,0.01030404822356838,0.01962844238672983,0.001608186558746305,0.03154067716904452
3.457407,0.010256235925754928,0.019271842332204484,0.0014552868146970278,0.03098336507265644
3.459709,0.010382241252284137,0.01882061377159,0.0013367521597011714,0.03053960718357531
3.46201,0.0106218007861203,0.018769315160394318,0.0012441158326876034,0.030635231779202226
3.464312,0.010905686304387686,0.01852527322363814,0.0011699071621229704,0.0306008666901488
3.466613,0.01117961092727727,0.018363408673748843,0.0011116359241628221,0.030654655525188937
3.468915,0.011400742804664498,0.018248360332135217,0.0010698001635760497,0.03071890330037576
3.471217,0.011537207071340405,0.018124347184681568,0.001042905746055981,0.03070446000207795
3.473518,0.011608925518060585,0.018035197171050232,0.0010214898209937047,0.03066561251010452
3.47582,0.01165673781587404,0.01786287368101424,0.0009926032243980755,0.030512214721286356
3.478122,0.011711024695683064,0.01762929068440476,0.0009507674638113028,0.03029108284389913
3.4804230000000005,0.011774276381332114,0.017468422224053242,0.0009114219270689804,0.03015412053245433
3.482725,0.011845994828052295,0.017531673909702283,0.0008919981810822646,0.03026966691883685
3.4850260000000004,0.011919207409079148,0.0172378274960571,0.0009009629869222873,0.030057997892058538
3.487328,0.011980964960421529,0.017168599273181366,0.0009363241655134883,0.03008588839911638
3.4896300000000005,0.01201881636285718,0.0172074467651548,0.0009970856273180868,0.030223348755330063
3.491931,0.012038240108843896,0.016950455664407477,0.0011161183270828336,0.030104814100334207
3.4942330000000004,0.01205417754144838,0.016777136084833704,0.0013427286969278536,0.030174042323209936
3.496535,0.012076589556048435,0.016654617071686726,0.0017277173032799414,0.030458923931015108
3.4988360000000003,0.012096511346804045,0.01678709698021151,0.0023183983991836637,0.03120200672619922
3.501138,0.012100993749724056,0.016697946966580172,0.0031595960138391327,0.031958536730143365
3.503439,0.012080075869430669,0.016553015938833137,0.0042209294163440495,0.032854021224607864
3.5057410000000004,0.012029275303003873,0.016402108373859418,0.005331071206200201,0.033762454883063495
3.508043,0.011946599871368108,0.016256181256574603,0.006305246774149341,0.03450802790209205
3.5103440000000004,0.011849481141434526,0.016099297154374206,0.006966650227235464,0.0349154285230442
3.512646,0.011770292023180992,0.015962334842929415,0.007145946344035921,0.034878573210146334
3.5149470000000003,0.01173692302366535,0.01602409239427179,0.006729082872474861,0.034490098290412004
3.517249,0.011729452352132,0.015871192650222514,0.005958109570232904,0.03355875457258742
3.5195510000000003,0.011709530561376394,0.01576112475629779,0.005216520909355466,0.032687176227029664
3.5218519999999995,0.011654745636798476,0.015766603248755583,0.004763300169665426,0.032184649055219484
3.524154,0.011583525234847186,0.015807442919804574,0.004510293427069228,0.031901261581720984
3.526456,0.011521767683504807,0.015785030905204514,0.0043145618328953965,0.031621360421604724
3.528757,0.011488398683989164,0.015666496250208658,0.0040924338659703895,0.03124732880016821
3.5310589999999995,0.011491884997371398,0.015883643769444768,0.003840423212911972,0.031215951979728138
3.53336,0.011542685563798193,0.015618683952395209,0.0035605220527957053,0.030721891568989107
3.5356620000000003,0.011655243681567371,0.0155683814307373,0.003267671728688296,0.030491296840992964
3.537964,0.011848983096665638,0.015673468876973122,0.002985778389496469,0.030508230363135224
3.540265,0.012131374480626357,0.015966817245849422,0.0027347638259758314,0.030832955552451607
3.542567,0.012463570341476084,0.01611623067651647,0.002511639769513043,0.0310914407875056
3.5448690000000003,0.012794272068019148,0.016346327359743718,0.002308935548574751,0.031449534976337616
3.5471699999999995,0.013075667362442086,0.016628220698935547,0.0021226668050098336,0.03182655486638747
3.549472,0.013265920464158124,0.01683839559140719,0.001958810076044973,0.03206312613161029
3.5517730000000003,0.013327179970731613,0.016615769579713297,0.0018218477646001808,0.031764797315045085
3.554075,0.01325745370308699,0.016186953033698874,0.0017092896468310062,0.03115369638361687
3.556377,0.013087122392126558,0.015418968000070253,0.0016101787378218653,0.03011626913001868
3.558678,0.012848060903059287,0.014786451143579762,0.0015150521869638466,0.029149564233602893
3.5609800000000003,0.012573638235400813,0.014281931792694038,0.0014224158599502779,0.028277985888045126
3.563282,0.012297721433435663,0.013935292633546491,0.0013357560701633912,0.027568770137145544
3.565583,0.01204670686991503,0.013800322501177256,0.0012565669519098571,0.027103596323002143
3.567885,0.011824080858221129,0.013468624685096416,0.001182358281345224,0.02647506382466277
3.570186,0.011629345353585079,0.01338893752207399,0.001110639834625042,0.026128922710284108
3.572488,0.011460010132162426,0.013337638910878306,0.0010419096565182008,0.02583955869955893
3.57479,0.01130860452241982,0.01315336234638895,0.0009776618813313706,0.02543962875014014
3.577091,0.011169650031899469,0.013121487481179979,0.0009223789119845641,0.02521351642506401
3.579393,0.011039660347219135,0.013176770450526785,0.0008775548827844501,0.025093985680530367
3.581695,0.010917141334072159,0.01296510142374847,0.0008451819728065901,0.02472742473062722
3.583996,0.010801096902920757,0.01273400865098344,0.0008257582268198741,0.02436086378072407
3.586298,0.010696507501453822,0.01260750527968534,0.0008073305703709385,0.024111343351510103
3.588599,0.010606859443053595,0.01263888210012542,0.0007749576603930786,0.024020699203572096
3.590901,0.010532650772488964,0.012669262831027721,0.0007216668701218323,0.023923580473638517
3.593203,0.01046242646007545,0.012518355266054005,0.000656423005397222,0.023637204731526675
3.595504,0.010383237341821916,0.01234354155217356,0.0005896850063659415,0.02331646390036142
3.597806,0.010295581462497249,0.012271823105453378,0.0005239430968724413,0.02309134766482307
3.600108,0.010210415807017032,0.012299713612511226,0.00045421682922781984,0.022964346248756075
3.602409,0.0101362071364524,0.012265348523457805,0.00037751793481873616,0.022779073594728944
3.604711,0.01007245740603446,0.012128884256781904,0.00030181512994743284,0.022503156792763795
3.607012,0.010011695944229862,0.011972996244119285,0.00024155171291172437,0.022226243901260875
3.609314,0.009949440348118592,0.011854461589123427,0.00020469640001385305,0.022008598337255873
