Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH4_10_0.6_a_V3,CO_CH3OH_10K,all
2.9349380000000003,0.6090020098114467,0.4459806311396018,0.01534688271871819,1.0703295236697667
2.93724,0.6211446789231286,0.4516752659532026,0.015194347679750331,1.0880142925560816
2.939542,0.6315913735150042,0.4571726415827431,0.015032034753669148,1.1037960498514163
2.941843,0.6407204978183595,0.4604515508922572,0.014867766250165297,1.116039814960782
2.944145,0.6517807548265963,0.4666221959000179,0.014708386690218109,1.1331113374168322
2.946447,0.6611797488142793,0.4729684155716055,0.014556829439961585,1.1487049938258465
2.948748,0.6711492825150247,0.4751393158472486,0.014401361034859728,1.160689959397133
2.95105,0.6812913959233204,0.4814134869516083,0.014230248010376553,1.176935130885305
2.953351,0.6890232601581817,0.4859672362006614,0.01404300147215639,1.1890334978309995
2.955653,0.6983934093788803,0.490768608680769,0.013860643877492891,1.2030226619371422
2.957955,0.7042528082315399,0.4940538134961574,0.013703219894968371,1.212009841622666
2.960256,0.7096643798544093,0.498861131731813,0.013572685102005492,1.2220981966882278
2.962558,0.7170251732733198,0.5017332814117841,0.0134568171397126,1.2322152718248167
2.96486,0.7213073989346002,0.5060516486912049,0.01334437143790937,1.2407034190637145
2.967161,0.7266925702622635,0.5091612788427665,0.013229970158683477,1.2490838192637137
2.969463,0.7303886115911001,0.5115252412985537,0.013109213252833915,1.2550230661424877
2.971764,0.7374394459885183,0.5156453001429351,0.012982100720360705,1.266066846851814
2.974066,0.7427864835564398,0.5195866365705526,0.012855965976598816,1.275229086103591
2.976368,0.7485745038331721,0.5226728334502488,0.012739609119950257,1.2839869464033713
2.978669,0.7536526495054772,0.5262021639934282,0.012630096784281024,1.2924849102831864
2.980971,0.7605939715672261,0.5298731434187786,0.012515206610699466,1.3029823215967042
2.983273,0.7684025922159268,0.5326522595119411,0.012382716240313922,1.3134375679681818
2.985574,0.7718136081354101,0.534078541342789,0.01223018120134606,1.3181223306795449
2.987876,0.7802768583263479,0.5385161734834945,0.01205857928250722,1.3308516110923494
2.990177,0.7887361973624404,0.5422102364303838,0.011870843849931392,1.3428172776427556
2.992479,0.7936701191998238,0.5442272465624337,0.01167479721330924,1.3495721629755668
2.994781,0.8012098479529083,0.5473732507479354,0.01147826168233142,1.360061360383175
2.997082,0.8093514056578177,0.5496983909174981,0.0112846595174876,1.3703344560928032
2.999384,0.8149125789535209,0.5527181352351881,0.011086657303442785,1.3787173714921517
3.001686,0.8224782191074557,0.5560323693276634,0.010877410519217642,1.3893879989543367
3.003987,0.8302335502713888,0.5583620562514685,0.010655941376100844,1.3992515478989582
3.006289,0.836868335572135,0.5603433918502309,0.010426161028937724,1.4076378884513037
3.0085900000000003,0.8443435302702716,0.5631767192439774,0.01019149173821794,1.4177117412524671
3.010892,0.8523667755411098,0.5656868773361782,0.009950955715230162,1.4280046085925182
3.013194,0.8595427668935786,0.5675118745390629,0.009705041854330056,1.4367596832869716
3.015495,0.8686102905081199,0.5701941097918269,0.009452283472450623,1.4482566837723974
3.0177970000000003,0.8759911285956126,0.5721628543788408,0.009190724992169195,1.4573447079666226
3.020098,0.8835733911576401,0.5740640971528694,0.008918410836063113,1.4665558991465726
3.0224,0.8913365446312639,0.5748580303936799,0.008639252158977704,1.4748338271839216
3.024702,0.8965408250473308,0.5748755179099972,0.008361560164959293,1.4797779031222873
3.027003,0.9002784223963991,0.5756148900998973,0.008093157163698541,1.4839864696599951
3.029305,0.9083212234414638,0.5788549771231867,0.007831598683417115,1.4950077992480677
3.031607,0.9152918791645528,0.5800745565111627,0.007568084625713027,1.5029345203014284
3.0339080000000003,0.919016276366018,0.5804152133290258,0.007298703835740941,1.5067301935307846
3.03621,0.9239457981542004,0.5807051563495684,0.007034211989325517,1.5116851664930944
3.038511,0.9289530541449336,0.5799119226094109,0.006790253705848075,1.515655230460193
3.040813,0.9342864026708964,0.5810171336406711,0.006569762351442612,1.52187329866301
3.043115,0.9374031041882688,0.5806978115927152,0.006360026672861805,1.5244609424538458
3.045416,0.9430381005316776,0.5796548561195449,0.006146379839435669,1.5288393364906583
3.047718,0.9455427063157557,0.5787745345481266,0.005932733006009532,1.5302499738698916
3.05002,0.9488305208576108,0.5777287810723456,0.005734730791964714,1.532294032721921
3.052321,0.9515365511162232,0.5764679311458605,0.005565573344904204,1.533570055606988
3.054623,0.955297126500008,0.5749055964380632,0.005415971672070342,1.5356186946101416
3.056924,0.9548957442340059,0.5713391923602908,0.0052693033653704755,1.5315042399596674
3.059226,0.9578335104172044,0.5702046023016175,0.005118723903825282,1.5331568366226471
3.061528,0.9596746865606433,0.5683866001052597,0.0049789001181047435,1.5330401867840076
3.063829,0.9588225436987172,0.5653073982320904,0.004867921099368513,1.5289978630301762
3.066131,0.961109102600168,0.5634470762462445,0.00478432016454959,1.529340499010962
3.068433,0.9596756643493544,0.5596841124850646,0.004706585961998661,1.5240663627964175
3.070734,0.958554140697456,0.5565863738445989,0.004613696034422082,1.5197542105764767
3.073036,0.9575015511497068,0.5531588206463869,0.004508094853598179,1.5151684666496918
3.075337,0.9558916220364979,0.5498928520989477,0.0044034714614856075,1.5101879455969314
3.077639,0.953782531786154,0.5464121368511307,0.004310581533909027,1.5045052501711935
3.079941,0.9487870092599566,0.5415366173018372,0.004222580549889107,1.4945462071116828
3.082242,0.9472303696315152,0.5380580005559783,0.004128223939245529,1.4894165941267392
3.084544,0.9424480050443884,0.5339333949573545,0.004021644969710293,1.4804030449714531
3.086846,0.938371115012488,0.530016191302255,0.003900399169505072,1.4722877054842478
3.089147,0.9354108596889288,0.5254019352467436,0.0037659532216968634,1.464578748157369
3.0914490000000003,0.9296614620662942,0.5209545100969003,0.003620751598063997,1.4542367237612583
3.09375,0.9206384278381184,0.5148880906863913,0.0034721277139414665,1.4389986462384514
3.096052,0.9190925438855021,0.5110663688703849,0.0033254594072416013,1.4334843721631283
3.098354,0.91194735287744,0.5063436902137056,0.0031802577836087358,1.4214713008747544
3.100655,0.9065612037610656,0.5012037594176929,0.003032122793841873,1.4107970859726002
3.102957,0.8993236117197828,0.4960456416047102,0.0028800766492296788,1.3982493299737226
3.105259,0.8928873175274371,0.4904485871321605,0.0027275416102618194,1.3860634462698596
3.10756,0.8850205184504121,0.4850239595705004,0.002577451043072291,1.3726219290639847
3.109862,0.878174530788018,0.4793828365568309,0.002432249419439425,1.3599896167642882
3.112163,0.8709061384023283,0.4735972666583794,0.002290958950651889,1.3467943640113595
3.114465,0.8625528894414154,0.467818691766455,0.0021530907423540162,1.3325246719502244
3.116767,0.8553632090469879,0.4618351631832906,0.0020186447945458067,1.3192170170248243
3.119068,0.8469698707489104,0.4555910706069968,0.001889576684649925,1.304450518040557
3.12137,0.8398774803312605,0.4496586055714791,0.001766864201377705,1.291302950104117
3.123672,0.8315833875873834,0.443335819171757,0.0016495295560178132,1.276568736315158
3.125973,0.8231773380360583,0.4368703346388848,0.0015351282767919186,1.2615828009517351
3.128275,0.8147453770838832,0.4305020806967373,0.0014241492580556873,1.2466716070386763
3.130576,0.8058709667398299,0.4240180593965687,0.0013224592320771145,1.2312114853684757
3.132878,0.7975328735039426,0.4173259366522229,0.0012349471424128618,1.2160937572985784
3.13518,0.7885758400137819,0.410665990937901,0.0011591685172845985,1.2004009994689675
3.137481,0.7804856162162174,0.4039147603884024,0.0010887677300686633,1.1854891443346882
3.139783,0.7709741765267312,0.39747235937706893,0.0010169002597857297,1.1694634361635858
3.142085,0.7636617836490316,0.3906900010485255,0.0009450327895027957,1.1552968174870601
3.144386,0.7526186379432429,0.3836628174915381,0.0008770764740651918,1.137158531908846
3.146688,0.7451541989209313,0.3769234784531352,0.0008159646796069148,1.1228936420536737
3.148989,0.7350932419756762,0.3705660667711046,0.0007597418287052997,1.1064190505754858
3.151291,0.7255925579620146,0.3632111671583291,0.0007064523439376821,1.0895101774642817
3.153593,0.7155995573321972,0.3565956397354534,0.0006551184365927295,1.0728503155042433
3.155894,0.7070571062556413,0.3497779566239487,0.0006091623671601053,1.05744422524675
3.158196,0.6972371742277297,0.3428508016602968,0.0005715175017738065,1.0406594933898003
3.160498,0.6870324823419088,0.3360012912690943,0.0005392504742998363,1.023573024085303
3.162799,0.6780720265912583,0.3293392470528144,0.0005074723411815324,1.0079187459852543
3.165101,0.6683640513707944,0.3221473310921171,0.00047178305321789855,0.9909831655161294
3.167402,0.6578679784489964,0.31569863457490954,0.0004326715047646012,0.9739992845286704
3.1697040000000003,0.6486772534568271,0.3088347844203268,0.0003911154845329729,0.9579031533616871
3.172006,0.6387790983320091,0.3012343600784548,0.0003510261473683432,0.9403644845578322
3.174307,0.6282096912568611,0.29483462860693604,0.00031924801425003914,0.9233635678780472
3.176609,0.6179350874781798,0.2884244046256268,0.00030164781744605534,0.9066611399212526
3.1789110000000003,0.6086011164398004,0.2817847444302332,0.00029871445131205804,0.8906845753213456
3.181212,0.5994421695807496,0.27487962373714137,0.0003026256061573878,0.8746244189240483
3.183514,0.5888996516951633,0.2684477152355985,0.0003070256553583837,0.8576543925861202
3.1858150000000003,0.57905283047769,0.26165276589530634,0.0003070256553583837,0.8410126220283547
3.188117,0.5699613510397211,0.25523100015322764,0.00029724776824505936,0.8254895989611938
3.190419,0.5596667025924575,0.2485560151748729,0.00027720309966274454,0.8084999208669932
3.19272,0.5494673885445489,0.2423140211005371,0.00025666953672476343,0.7920380791818108
3.1950220000000003,0.5398914148001148,0.2355921695784517,0.0002464027552557729,0.7757299871338224
3.197323,0.5301413946650634,0.2294613961078947,0.0002503139101011026,0.7598531046830592
3.199625,0.520479375514032,0.2233641986686671,0.0002635140577040905,0.7441070882404032
3.201927,0.5105660646641882,0.2170686927944001,0.00028062536015240806,0.7279153828187407
3.204228,0.5009949798633105,0.21062174502882436,0.00029724776824505936,0.7119139726603799
3.20653,0.4913613165849078,0.20472880178018407,0.0003089812327810486,0.6963990995978728
3.208832,0.4811272910377469,0.19827346000677595,0.0003133812819820445,0.6797141323265048
3.211133,0.4717141191137496,0.1927460058491695,0.0003172924368273743,0.6647774173997465
3.213435,0.4623816147584373,0.18702653876239794,0.0003290259013633635,0.6497371794221986
3.215736,0.4523578137842128,0.1812972786664886,0.0003505372530126769,0.6340056297037141
3.218038,0.4431993558195176,0.17557991008167512,0.0003720486046619905,0.6191513145058547
3.22034,0.43400618635557003,0.1702311783408326,0.0003828042804866472,0.6046201689768892
3.222641,0.4241158535404425,0.16473555146292385,0.0003837820691979797,0.5892351870725643
3.224943,0.4149539733152576,0.1592399245850151,0.0003896488014659742,0.5745835467017386
3.227245,0.4057529815416194,0.15387335557752885,0.0004111601531152877,0.5600374972722635
3.229546,0.3968316373394222,0.14876385305990844,0.00044147160316659314,0.5460369620024972
3.231848,0.3873769093951933,0.14367008930697373,0.0004649385322385715,0.5315119372344057
3.234149,0.3789684153720901,0.1386249408494014,0.00047178305321789855,0.5180651392747094
3.236451,0.3697996906259258,0.13361336842315855,0.00046836079272823497,0.5038814198418127
3.238753,0.3610695041167943,0.12902779189440772,0.00046444963788290527,0.4905617456490849
3.241054,0.35265954341062394,0.124397097573558,0.0004664052153055701,0.4775230461994875
3.2433560000000003,0.34416451508656776,0.11970030044102845,0.00047716089113022687,0.4643419764187264
3.245658,0.3361813591528941,0.11530463833948468,0.0004996500314908729,0.4519856475238697
3.247959,0.3273499715121397,0.1110439798639113,0.0005260503266968483,0.4389200017027478
3.250261,0.31957899572882514,0.10689803949538014,0.0005436505235008322,0.4270206857477061
3.252562,0.3120109111031121,0.10309765244928096,0.0005446283122121647,0.4156531918646053
3.254864,0.3049111872701273,0.0993294424332058,0.0005397393686555025,0.40478036907198855
3.257166,0.2967662073047281,0.0957532453462958,0.000545117206567831,0.3930645698575918
3.259467,0.29017297802421355,0.0918496819539239,0.0005671174525728106,0.3825897774307103
3.261769,0.2826904499107421,0.0884042914890681,0.0005905843816447889,0.37168532578145497
3.264071,0.27611482082703154,0.08517539647622184,0.0005979177969797822,0.3618881351002332
3.266372,0.26974550516141205,0.08204792905801653,0.0005896065929334567,0.35238304081236205
3.2686740000000003,0.26341236767811194,0.07893724965547592,0.0005822731775984634,0.34293189051118633
3.270975,0.2570450075899151,0.07606300147354669,0.0005910732760004552,0.3336990823394623
3.273277,0.2511548083928485,0.07309746845644058,0.0006091623671601053,0.3248614392164492
3.275579,0.24577501490309744,0.07059150736815595,0.0006184513599177632,0.3169849736311712
3.27788,0.2403624654915168,0.06790087810755951,0.0006086734728044389,0.3088720170718808
3.280182,0.2349900054171008,0.06554495990927825,0.0005930288534231203,0.3011279941798021
3.282484,0.2300986173886603,0.06332789259055722,0.0005871621211551256,0.2940136721003726
3.284785,0.22509185029228254,0.061098584010414014,0.0005988955856911146,0.2867893298883877
3.287087,0.2204400204981185,0.05914977519200203,0.0006238291978300918,0.28021362488795065
3.289388,0.21607028274717385,0.057268468186575223,0.0006551184365927295,0.2739938693703418
3.29169,0.2120628157137779,0.055642129169056254,0.0006942299850460267,0.2683991748678802
3.293992,0.20783534622033206,0.05410042973051353,0.000744097209323981,0.2626798731601697
3.296293,0.2041661940810572,0.05276753123680067,0.0008100979473389202,0.2577438232651968
3.298595,0.20080455649149626,0.05176199904854968,0.0009005434031371701,0.2534670989431831
3.300897,0.197896123969638,0.050941484782936884,0.0010257003581877213,0.24986330911076254
3.3031980000000005,0.1948576455491724,0.05064349750488825,0.001194368910892566,0.2466955119649532
3.3055,0.19284291190947192,0.05076031411388853,0.0014168158427206939,0.24502004186608115
3.307801,0.19122516048657245,0.051430085988845284,0.0017023301464297645,0.24435757662184746
3.310103,0.19000341349176256,0.05306971551876548,0.0020499340333084443,0.2451230630438365
3.3124050000000005,0.1889997133795798,0.05593836769547316,0.0024478940388207443,0.2473859751138737
3.314706,0.18847806310208395,0.0604609891654813,0.002884476698430675,0.2518235289659959
3.317008,0.1881720152354369,0.06600837909168958,0.003347948547602248,0.2575283428747287
3.31931,0.18699426873263697,0.07168622588962571,0.003826576121799473,0.2625070707440622
3.321611,0.18473802128123745,0.07619240909429552,0.00430764816777503,0.26523807854330794
3.323913,0.18155629681456167,0.07838464413984582,0.004773564488724935,0.2647145054431325
3.326214,0.17893777864561344,0.07605460746571434,0.0052057470991338705,0.26019813321046165
3.3285160000000005,0.17478364330551754,0.06946706006894661,0.005583662436063853,0.24983436581052804
3.330818,0.16964243026133166,0.059820246567611465,0.005885799147865575,0.2353484759768087
3.3331190000000004,0.16418001362547302,0.04954947848407118,0.0060896680941783885,0.21981916020372255
3.335421,0.15942209375612942,0.04113903238637681,0.006190380331445628,0.20675150647395185
3.3377230000000004,0.15467199619647645,0.03558359820266252,0.00619526927500229,0.19645086367414127
3.340024,0.15118275718008667,0.03230154114021132,0.006116068389384363,0.1896003667096824
3.3423260000000004,0.14813254529508513,0.030059991298645918,0.005998733744024471,0.1841912703377555
3.344627,0.14522606835064947,0.02872569380362766,0.005897532612401564,0.17984929476667869
3.3469290000000003,0.14223696826010626,0.02761978327171476,0.005854021014747271,0.17571077254656828
3.349231,0.13989711987388773,0.026674058389269308,0.0058799324155975816,0.17245111067875465
3.351532,0.13839914756812646,0.026023872532588067,0.0059806446528648215,0.17040366475357932
3.3538339999999995,0.13704833246342069,0.02539187369287693,0.006159579987038657,0.16859978614333626
3.356135,0.1357517846321939,0.024941045522214145,0.006413316157629423,0.16710614631203746
3.3584370000000003,0.13469186166910954,0.02432653419882041,0.006739408692858788,0.16575780456078876
3.360739,0.13284090763855724,0.023832336987690453,0.007135902015304091,0.1638091466415518
3.3630400000000003,0.13082030726658875,0.023397947082366036,0.007599862758831328,0.1618181171077861
3.365342,0.1284926812392619,0.023021265980889057,0.00812689087423951,0.15964083809439047
3.3676440000000003,0.1272616452516944,0.02250818225213629,0.008698897270368983,0.15846872477419968
3.3699449999999995,0.12538184645415776,0.022151786669587517,0.009295348384281766,0.15682898150802702
3.372247,0.12375773940463462,0.02170550525316725,0.009870777040900905,0.15533402169870275
3.3745480000000003,0.12298284185090365,0.021329873402669317,0.010339626727984805,0.15465234198155778
3.37685,0.12209843196150348,0.02091506951562039,0.010612429778446552,0.15362593125557042
3.3791519999999995,0.121152910277645,0.02046109359202047,0.010598251842132232,0.1522122557117977
3.381453,0.1199492523739948,0.020132328285253197,0.01020420299146526,0.15028578365071324
3.3837550000000003,0.11904724228779062,0.019826646500024896,0.009372104798121363,0.14824599358593687
3.386057,0.11854759225629975,0.019546146738293663,0.008234936526841744,0.14632867552143514
3.388358,0.11796580797305692,0.019112106583295596,0.006990211497315557,0.14406812605366806
3.39066,0.11730922285339722,0.018767952262169,0.005819798409850637,0.14189697352541686
3.392961,0.11682423965257635,0.0185000435121863,0.004871832254213843,0.14019611541897647
3.395263,0.11689659601721493,0.018327966351623003,0.004286136816125717,0.13951069918496364
3.397565,0.1167582389145614,0.018029979073574363,0.00411404600293121,0.13890226399106698
3.3998660000000003,0.11651085837059427,0.01790476845674172,0.004309603745197696,0.13872523057253372
3.402168,0.11579805040003295,0.01770226301778613,0.004816098297667895,0.13831641171548698
3.40447,0.11547000228738093,0.017360207198617618,0.005533306317430234,0.13836351580342876
3.406771,0.11496057436877673,0.017182184282506403,0.006339004215568158,0.13848176286685127
3.409073,0.11435825652259593,0.01698877235203587,0.0070972793612064594,0.13844430823583825
3.411374,0.11390358477182635,0.016788015664712018,0.007633107575016632,0.138324708011555
3.413676,0.11345282417590208,0.016353276009061248,0.007764131262335178,0.13757023144729852
3.415978,0.11292090711693725,0.016284025444444312,0.007461994550533454,0.13666692711191505
3.418279,0.11187467319581157,0.015991634171617246,0.0069501221601509285,0.13481642952757975
3.420581,0.11181551697877597,0.015792975986251487,0.0064680723254640395,0.13407656529049147
3.422883,0.1113183114190634,0.015577180034894668,0.006141490895879007,0.13303698234983707
3.425184,0.11161164803246314,0.015434831652070963,0.006006556053715131,0.13305303573824925
3.427486,0.11105381957264801,0.015286887264025687,0.006067667848173408,0.1324083746848471
3.429787,0.11081426133837154,0.015275345503256196,0.0061630022475283215,0.13225260908915604
3.432089,0.11085581735860316,0.01504486003819276,0.0060701123199517395,0.13197078971674767
3.434391,0.11036105627066896,0.014999042745441147,0.00566921894830544,0.13102931796441555
3.436692,0.10996065179337833,0.015075638066911397,0.0050933013973306395,0.13012959125762036
3.438994,0.10981153901490012,0.015227779458872846,0.004510050431020844,0.12954936890479382
3.441296,0.10985505061255442,0.015392162112256488,0.003992311308370321,0.12923952403318126
3.443597,0.10952162466199006,0.015494988708202843,0.003500972480925773,0.12851758585111867
3.445899,0.10849787988122503,0.015556544765640124,0.00299887797765657,0.12705330262452172
3.4482,0.10785351712045696,0.015364531836474982,0.002509494727634687,0.12572754368456662
3.450502,0.1071319090514936,0.0148266158345515,0.002091978947895739,0.12405050383394085
3.452804,0.10607051940534223,0.014264916810436344,0.0017878866586713523,0.12212332287444995
3.455105,0.1054589125664038,0.013784010111707616,0.0015786398744462118,0.12082156255255765
3.457407,0.10487663938880533,0.013533588878042327,0.0014285493072566833,0.11983877757410435
3.459709,0.10444690125017474,0.013216715082370885,0.0013121924506081242,0.11897580878315375
3.46201,0.10371991534329908,0.013180690798757028,0.001221258100454208,0.11812186424251032
3.464312,0.10340360069518303,0.013009313138846424,0.0011484128414599414,0.11756132667548942
3.466613,0.10289955061449113,0.01289564428278327,0.0010912122018469942,0.1168864070991214
3.468915,0.1025143018622262,0.012814851957396844,0.001050145075971032,0.11637929889559408
3.471217,0.10112877525826812,0.01272776412613615,0.0010237447807650564,0.11488028416516935
3.473518,0.09995493991031354,0.012665158817719829,0.001002722323471409,0.1136228210515048
3.47582,0.09904217414828473,0.01254414520480336,0.0009743664508427688,0.11256068580393083
3.478122,0.0984911902094489,0.012380112301746071,0.0009332993249668065,0.11180460183616177
3.4804230000000005,0.09792309496816476,0.012267142946335614,0.0008946766708691756,0.11108491458536954
3.482725,0.0968802833075287,0.01231156123778183,0.000875609790998193,0.11006745433630873
3.4850260000000004,0.09599147336892754,0.012105208545236413,0.000884409889400185,0.10898109180356412
3.487328,0.09542142255022072,0.012056593249874018,0.0009191213886524863,0.10839713718874723
3.4896300000000005,0.09464163605293313,0.012083873775329173,0.0009787665000437645,0.10770427632830604
3.491931,0.09388287201293914,0.01190340260693352,0.0010956122510479905,0.10688188687092064
3.4942330000000004,0.09312704133907916,0.011781689493364358,0.0013180591828761187,0.10622679001531964
3.496535,0.09267432516573226,0.011695650913082709,0.0016959745198061036,0.10606595059862108
3.4988360000000003,0.09188378299261997,0.01178868449989132,0.0022758032256262354,0.10594827071813752
3.501138,0.0909876396386838,0.011726079191475001,0.003101545792346475,0.10581526462250528
3.503439,0.09021763102850952,0.011624301846507682,0.0041433796642711814,0.1059853125392884
3.5057410000000004,0.08967495829372002,0.011518327497624187,0.0052331251830511774,0.10642641097439537
3.508043,0.08902130654019429,0.011415850652004171,0.006189402542734295,0.10662655973493276
3.5103440000000004,0.08803765109659388,0.011305679299204502,0.00683865424705903,0.1061819846428574
3.512646,0.0873512434212385,0.011209497959458756,0.007014656215098869,0.10557539759579612
3.5149470000000003,0.08696892803510753,0.011252866999925929,0.006605451639406247,0.10482724667443973
3.517249,0.0860458954916097,0.011145493649737041,0.005848643176834943,0.10304003231818168
3.5195510000000003,0.08516686344012184,0.011068198827614095,0.005120679481247946,0.10135574174898387
3.5218519999999995,0.08491606063566508,0.011072046081203926,0.00467578561759169,0.10066389233446067
3.524154,0.08448534470832313,0.011100725607964473,0.004427427284913253,0.10001349760120086
3.526456,0.08388204907343103,0.011084986843278808,0.004235291803136429,0.09920232771984627
3.528757,0.0834078215484348,0.011001746265607943,0.004017244920509298,0.09842681273455203
3.5310589999999995,0.0827795923014037,0.011154237407895746,0.0037698643765421923,0.09770369408584163
3.53336,0.08234447632486078,0.01096817023427852,0.0034951057486577787,0.09680775230779706
3.5356620000000003,0.08158815675664514,0.010932845451317352,0.0032076358675260435,0.09572863807548854
3.537964,0.08070325797288927,0.01100664277017682,0.002930921662218965,0.09464082240528507
3.540265,0.07988387103279272,0.011212645712395887,0.0026845189069631924,0.0937810356521518
3.542567,0.07917448532272102,0.011317570810300341,0.002465494235624728,0.0929575503686461
3.5448690000000003,0.07844505494406702,0.011479155461073191,0.002266514232868578,0.0921907246380088
3.5471699999999995,0.0776496238273981,0.011677114145786257,0.002083667743849413,0.09141040571703377
3.549472,0.07686397059784249,0.011824708783505179,0.0019228215008352282,0.0906115008821829
3.5517730000000003,0.07606756169246222,0.011668370387627552,0.0017883755530270183,0.0895243076331168
3.554075,0.07538604296066352,0.01136723535664178,0.0016778854286464535,0.08843116374595175
3.556377,0.07423225228129125,0.010827920353412904,0.0015805954518688765,0.08664076808657302
3.558678,0.07360304524554882,0.010383737438950734,0.0014872166299366293,0.08547399931443618
3.5609800000000003,0.07250694410014517,0.01002944035836004,0.001396282279782713,0.08393266673828792
3.563282,0.0719481378516187,0.009786014131221715,0.0013112146618967915,0.08304536664473723
3.565583,0.07108035037031117,0.00969123179278136,0.0012334804593458633,0.0820050626224384
3.567885,0.07017149576312766,0.009458298075433485,0.001160635200351597,0.08079042903891273
3.570186,0.06948899924261763,0.009402338023217776,0.001090234413135662,0.07998157167897105
3.572488,0.06862561181051108,0.009366313739603916,0.001022766992053724,0.07901469254216872
3.57479,0.06790009258670243,0.009236906118855094,0.000959699620172782,0.0780966983257303
3.577091,0.06709635026598716,0.00921452209796881,0.000905432346693832,0.07721630471064983
3.579393,0.0661449618498607,0.009253344384193457,0.0008614318546838728,0.07625973808873802
3.581695,0.0656834455781118,0.009104700495495485,0.0008296537215655688,0.07561779979517286
3.583996,0.06488850335579853,0.008942416344069937,0.0008105868416945863,0.07464150654156305
3.586298,0.06417276201910319,0.008853579761177502,0.0007924977505349363,0.07381883953081562
3.588599,0.0632624407288527,0.008875614031737436,0.0007607196174166322,0.07289877437800678
3.590901,0.0627603462255835,0.008896948801644674,0.0007084079213603469,0.07236570294858853
3.593203,0.06209838326801145,0.008790974452761181,0.0006443627607680728,0.07153372048154069
3.595504,0.06139339760714075,0.008668212088212973,0.0005788509171087997,0.07064046061246251
3.597806,0.060874191801423234,0.008617848041218838,0.0005143168621608593,0.07000635670480293
3.600108,0.06006311606537298,0.008637434059494334,0.00044587165236758907,0.0691464217772349
3.602409,0.05972871232609728,0.008613301286976311,0.00037058192159499176,0.06871259553466859
3.604711,0.0592495958575444,0.008517469697556913,0.00029626997953372696,0.06806333553463505
3.607012,0.0585186987958234,0.008407997845409937,0.00023711376249811478,0.06716381040373147
3.609314,0.057896336281060314,0.008324757267739074,0.0002009355801788148,0.0664220291289782
3.611616,0.05741233086895075,0.008333850776224125,0.00017746865110683646,0.06592365029628171
