Wavelength,H2O_CH3OH_CO_NH3_120K_NASA,CO_CH3OH_10K,CH3OH,all
3.027003,0.4333882780784067,0.008178675434719847,0.2192170583401214,0.660784011853248
3.029305,0.4371658636996384,0.00791435313451596,0.22286767044518027,0.6679478872793346
3.031607,0.4410699287766685,0.007648054592815224,0.22556721632987944,0.6742851996993631
3.0339080000000003,0.4456246713665369,0.0073758273266239325,0.22755531527571202,0.6805558139688728
3.03621,0.4486819169621662,0.007108540664174771,0.23044803876672834,0.6862384963930693
3.038511,0.4525998157296742,0.006862004537442548,0.2325206220365513,0.691982442303668
3.040813,0.4562593209214689,0.006639183308672545,0.23457838349514795,0.6974768877252894
3.043115,0.4595028272781764,0.006427231408135223,0.2366203350217697,0.7025503937080814
3.045416,0.4626959394767142,0.006211327024604199,0.238319902709062,0.7072271692103804
3.047718,0.4660268945196574,0.005995422641073175,0.239953760366584,0.7119760775273145
3.05002,0.46924520379728,0.0057953281895169635,0.2415125208472256,0.7165530528340225
3.052321,0.4726033321608049,0.00562438330003931,0.2431414379010054,0.7213691533618496
3.054623,0.4743661395759964,0.005473200825530171,0.2439003146357964,0.723739655037323
3.056924,0.4777692274335746,0.00532498271326631,0.2446725310006911,0.727766741147532
3.059226,0.480253362995117,0.005172812118008747,0.24552577326695674,0.7309519483800825
3.061528,0.4832977630210166,0.005031510850983865,0.2463622174804991,0.7346914913524996
3.063829,0.4852399143520474,0.004919359146037544,0.2471319635435228,0.7372912370416077
3.066131,0.4873189204067352,0.004834874822047143,0.2470840396872241,0.7392378349160065
3.068433,0.4892620598585144,0.004756319222547298,0.2471828517620667,0.7412012308431284
3.070734,0.4908470055389893,0.004662447751446853,0.24797384242118156,0.7434832957116176
3.073036,0.4923469728350995,0.004555730710616873,0.2480000276210148,0.7449027311667312
3.075337,0.4938923936856374,0.004450001790535318,0.247979771145672,0.7463221666218448
3.077639,0.4946853605862491,0.004356130319434872,0.24715963092447865,0.7462011218301626
3.079941,0.4953681520234112,0.004267199452076557,0.2471858161243119,0.7468211675997997
3.082242,0.4958869154163347,0.004171845799853473,0.24711763579267065,0.7471763970088589
3.084544,0.4973957757991809,0.004064140638275067,0.24635925311825385,0.7478191695557097
3.086846,0.4973829302294514,0.003941613665470275,0.24552083266321456,0.7468453765581362
3.089147,0.49736119157298603,0.003805747062561736,0.24476788465291416,0.7459348232884621
3.0914490000000003,0.4961537080184098,0.003659011131420514,0.2438400392701424,0.7436527584199727
3.09375,0.4960247582607402,0.0035088167776598012,0.24258858434226124,0.7421221593806612
3.096052,0.4946917833711139,0.003360598665395941,0.2414942406133797,0.7395466226498896
3.098354,0.4946478119978088,0.003213862734254718,0.2407185658258655,0.7385802405579291
3.100655,0.4932422102331733,0.003064162440868219,0.2390387605535417,0.7353451332275832
3.102957,0.4913657689319128,0.002910509664488016,0.2379379940397955,0.7322142726361962
3.105259,0.490465590930097,0.0027563628277336005,0.23587183355483726,0.7290937873126678
3.10756,0.4886968547904149,0.002604686292850249,0.2343165314968151,0.7256180725800803
3.109862,0.4863471036506584,0.0024579503617090273,0.2327197283673592,0.7215247823797266
3.112163,0.4848970364523437,0.0023151669135615077,0.23046730712132266,0.7176795104872279
3.114465,0.4824642831697196,0.0021758418880334788,0.22813040155129574,0.7127705266090488
3.116767,0.4795740299805743,0.002039975285124939,0.2258695812788977,0.707483586544597
3.119068,0.4778418543085839,0.0019095433463327414,0.2234822815507011,0.7032336792056177
3.12137,0.4745790795972821,0.0017855341924053114,0.22078668814899569,0.6971513019386829
3.123672,0.4721384213486706,0.0016669597025942226,0.21815927507893165,0.6919646561301964
3.125973,0.4695154548219744,0.0015513495750284114,0.2153737626891195,0.6864405670861223
3.128275,0.4664641379508358,0.0014391978700820894,0.2124988253715748,0.6804021611924926
3.130576,0.4633273486349583,0.0013364333122458127,0.20944849662118453,0.6741122785683886
3.132878,0.4602785020656906,0.0012479965052617091,0.2057534190824465,0.6672799176533988
3.13518,0.4572716506282311,0.0011714171472587145,0.2030108899451908,0.6614539577206806
3.137481,0.4542717160360106,0.001100272453372061,0.19937954619472625,0.6547515346841088
3.139783,0.4512905557380101,0.0010276455783627693,0.19576351831586228,0.6480817196322352
3.142085,0.4472659399296721,0.0009550187033534773,0.19220134301778746,0.640422301650813
3.144386,0.4441484189683889,0.0008863443113378885,0.18874193227754893,0.6337766955572757
3.146688,0.441145520013923,0.0008245867645612798,0.1851935906699521,0.6271636974484364
3.148989,0.4376411497796311,0.0007677698215267996,0.1810350845002024,0.6194440041013602
3.151291,0.4343492255062508,0.0007139172407375969,0.17780491777359864,0.6128680605205871
3.153593,0.4303779682183278,0.0006620409014452455,0.17363307197374514,0.6046730810935181
3.155894,0.42735431872814494,0.0006155992262692359,0.16975123961355465,0.5977211575679688
3.158196,0.4234502536511149,0.0005775565774548447,0.1654874985840976,0.5895153088126673
3.160498,0.4194038991863113,0.0005449485927567954,0.16186109543737512,0.5818099432164433
3.162799,0.4160902362564658,0.0005128346684329589,0.15768233279228264,0.5742854037171814
3.165101,0.411889734954908,0.00047676826111541935,0.1543311212739968,0.5666976244900201
3.167402,0.4086210315191156,0.0004372434311783897,0.1502195508397973,0.5592778257900913
3.1697040000000003,0.4045109432660387,0.0003952482993702959,0.1466820785604331,0.5515882701258421
3.172006,0.4002556012629433,0.00035473534868484045,0.14281309176997214,0.5434234283816003
3.174307,0.3964898730906928,0.000322621424361004,0.13907305473718073,0.5358855492522345
3.176609,0.3918748551351704,0.00030483525088934065,0.13592292579119944,0.5281026161772592
3.1789110000000003,0.3880760249178477,0.00030187088864406337,0.13240126344381012,0.5207791592503018
3.181212,0.3838196947940037,0.00030582337163776645,0.12922741959986667,0.5133529377655082
3.183514,0.3797575303972256,0.00031026991500568223,0.1256627739999208,0.5057305743121521
3.1858150000000003,0.37525169978440415,0.00031026991500568223,0.12261837397402107,0.4981803436734309
3.188117,0.3708209663484631,0.0003003887075214249,0.11966290481547973,0.4907842598714642
3.190419,0.3669786588182097,0.0002801322321786972,0.11667087518924656,0.483929666239635
3.19272,0.36214674835840777,0.00025938169646175664,0.11380334877731504,0.4762094788321846
3.1950220000000003,0.3574452698373981,0.0002490064286032864,0.11096200756521686,0.4686562838312182
3.197323,0.35268401001110866,0.0002529589115969893,0.10802234833865028,0.4609593172613559
3.199625,0.3479617809543821,0.00026629854170073683,0.10544187100413646,0.4536699505002193
3.201927,0.3433640551119571,0.0002835906547981873,0.10295032453698097,0.44659797030373627
3.204228,0.3388038778579723,0.0003003887075214249,0.10024929647115917,0.4393535630366529
3.20653,0.3341928123854436,0.0003122461565025337,0.097853597716601,0.4323586562585472
3.208832,0.3287403620956304,0.00031669269987044955,0.09582547988045716,0.42488253467595793
3.211133,0.3243975714062992,0.00032064518286415247,0.09362444091333882,0.4183426575025022
3.213435,0.3189500617202281,0.00033250263184526137,0.09073468178456776,0.4100172461366411
3.215736,0.3139901896235052,0.00035424128831062764,0.08864332422052468,0.4029877551323405
3.218038,0.30956439679130626,0.000375979944775994,0.0866171826258777,0.39655755936196
3.22034,0.30393457882715064,0.00038684927300867706,0.08458264200486909,0.3889040701050284
3.222641,0.2993506866752036,0.00038783739375710286,0.08290431891366798,0.38264284298262863
3.224943,0.2939303503097142,0.0003937661182476572,0.08081098510812806,0.3751351015360899
3.227245,0.2887446926219759,0.00041550477471302347,0.07880262968695273,0.3679628270836416
3.229546,0.2839750337693249,0.0004461365179142214,0.07761935509071291,0.362040525377952
3.231848,0.278987494291646,0.00046985141587643916,0.07566732255219785,0.35512466825972033
3.234149,0.27370006016681986,0.00047676826111541935,0.07377704756045941,0.3479538759883947
3.236451,0.2687154850513862,0.0004733098384959293,0.07253547384006248,0.3417242687299446
3.238753,0.26368199795890546,0.0004693573555022263,0.0705552798602173,0.334706635174625
3.241054,0.2580091967421933,0.0004713335969990777,0.06930184869083925,0.3277823790300316
3.2433560000000003,0.2532874617458409,0.0004822029252317608,0.06744665198566993,0.3212163166567425
3.245658,0.2481803596576025,0.000504929702445553,0.06626881205354644,0.3149541014135945
3.247959,0.2430011247547289,0.0005316089626530478,0.06431134485091505,0.30784407856829704
3.250261,0.2383712849879801,0.0005493951361247113,0.06307224143238918,0.301992921556494
3.252562,0.23280767111396905,0.0005503832568731369,0.061825233047875884,0.2951832874187181
3.254864,0.2275987925886427,0.0005454426531310082,0.059948791746615424,0.2880930269883891
3.257166,0.22315620170372055,0.0005508773172473499,0.05876601121074981,0.2824730902317177
3.259467,0.2179008815032183,0.000573110034086929,0.057502698833887485,0.2759766903711927
3.261769,0.21276364173215287,0.0005968249320491468,0.056283851890704346,0.26964431855490645
3.264071,0.2080932890147186,0.0006042358376623397,0.054697424029106816,0.2633949488814877
3.266372,0.20334487475815874,0.000595836811300721,0.05380070444991046,0.2577414160193699
3.2686740000000003,0.19843984336297335,0.0005884259056875281,0.052017146499001986,0.2510454157676629
3.270975,0.19351455549244528,0.0005973189924233596,0.05079138271057986,0.2449032571954485
3.273277,0.18858877356154294,0.0006155992262692359,0.049549808990182916,0.2387541817779951
3.275579,0.1845117873535384,0.0006249863733792803,0.04835072446196829,0.23348749818888595
3.27788,0.17985724456807892,0.0006151051658950229,0.04717387265059324,0.2276462223845672
3.280182,0.17515082544332713,0.0005992952339202111,0.04594465043955162,0.22169477111679894
3.282484,0.17057879074036122,0.0005933665094296568,0.04534634332637983,0.2165185005761707
3.284785,0.16645980940054853,0.0006052239584107656,0.044072161621284835,0.2111371949802441
3.287087,0.1618606013770009,0.0006304210374956219,0.04288493454205131,0.2053759569565478
3.289388,0.15817540504574712,0.0006620409014452455,0.0417367382323806,0.20057418417957296
3.29169,0.15423477950102527,0.0007015657313822751,0.041111751859001316,0.19604809709140888
3.293992,0.14982825502342068,0.0007519598895519879,0.03988895243282447,0.19046916734579716
3.296293,0.1463046164345345,0.0008186580400707253,0.039011501208222416,0.18613477568282766
3.298595,0.1423980810556333,0.0009100592093001063,0.03805944686711422,0.1813675871320476
3.300897,0.13885319787065598,0.0010365386650986008,0.03742210898437962,0.17731184552013418
3.3031980000000005,0.1352984334781944,0.001206989494202041,0.03633764646298236,0.1728430694353788
3.3055,0.13182667122860056,0.0014317869644688967,0.035783804783489734,0.16904226297655914
3.307801,0.1282995742170949,0.0017203182230092124,0.03522057595688707,0.1652404683969912
3.310103,0.12559014712491148,0.002071595149074563,0.0349226575512367,0.16258439982522274
3.3124050000000005,0.12217075527498425,0.002473760293683839,0.034759123567372235,0.1594036391360403
3.314706,0.1198965953724824,0.002914956207855932,0.03474874829951378,0.15756029987985212
3.317008,0.11723113965360395,0.0033833254426097327,0.03531296524686487,0.15592743034307854
3.31931,0.11533740623924604,0.0038670105489641312,0.0358361751831563,0.15504059197136644
3.321611,0.11351877000176845,0.004353165957189596,0.03657578356335296,0.154447719522311
3.323913,0.1121650445764252,0.004824005493814461,0.038705677836584636,0.15569472790682432
3.326214,0.1109170480711635,0.005260754864618638,0.0410149160256556,0.15719271896143772
3.3285160000000005,0.11080884884921087,0.005642663533885185,0.043766832310021285,0.16021834469311735
3.330818,0.11015866539674672,0.005947992845148739,0.047885813649833985,0.16399247189172944
3.3331190000000004,0.1109753471953206,0.006154016021195506,0.0521134882719735,0.1692428514884896
3.335421,0.11169519316054877,0.006255792458283357,0.0568811708831277,0.17483215650195982
3.3377230000000004,0.11292342725084195,0.0062607330620254855,0.06219083772479341,0.18137499803766086
3.340024,0.11354643738272438,0.006180695281403002,0.06744615792529571,0.18717329058942309
3.3423260000000004,0.11438041129439573,0.006062120791591913,0.07306016595747655,0.19350269804346415
3.344627,0.11447329464474773,0.005959850294129847,0.07737726550734861,0.19781041044622616
3.3469290000000003,0.1137583892832617,0.005915878920824903,0.08115040458521229,0.20082467278929889
3.349231,0.11243578966149384,0.005942064120658185,0.08399223985768471,0.20237009363983674
3.351532,0.11047980463998508,0.006043840557746036,0.08629900774488461,0.20282265294261573
3.3538339999999995,0.10824862799003976,0.006224666654707946,0.08721548973904948,0.2016887843837972
3.356135,0.10568050216488127,0.006481083988924427,0.08785233356140988,0.2000139197152156
3.3584370000000003,0.10381048364848557,0.00681062225852441,0.08780836218810492,0.1984294680951149
3.360739,0.10224777068485026,0.007211305222011049,0.08776537893554842,0.19722445484240972
3.3630400000000003,0.10154571089309376,0.007680168517139059,0.08840024651641194,0.19762612592664475
3.365342,0.1017235726278104,0.008212765600540534,0.09029595617226673,0.20023229440061768
3.3676440000000003,0.10289844819768862,0.008790816238369593,0.09282999183160454,0.2045192562676628
3.3699449999999995,0.10417361802353203,0.009393569894909292,0.096526057491091,0.21009324540953234
3.372247,0.10597545620828634,0.009975078955357842,0.0993046530356642,0.2152551881993084
3.3745480000000003,0.10797047199935793,0.010448882854227985,0.10214451206663976,0.22056386692022567
3.37685,0.10925157054969192,0.010724568543038764,0.10471708443516617,0.22469322352789686
3.3791519999999995,0.11012259898942918,0.010710240792186592,0.1062308854217544,0.22706372520337015
3.381453,0.1105262463151611,0.010312028130571018,0.10759548017533037,0.2284337546210625
3.3837550000000003,0.10992003423600193,0.009471137373660714,0.10822244279020647,0.2276136143998691
3.386057,0.1094472184578802,0.008321952943241579,0.10827086070687934,0.2260400321080011
3.388358,0.10827431912949884,0.007064075230495613,0.10827728349174412,0.22361567785173855
3.39066,0.10648680869559668,0.005881294694630002,0.10761870101291836,0.21998680440314505
3.392961,0.10498387703724113,0.004923311629031248,0.10767304765408177,0.21758023632035411
3.395263,0.10324824294263132,0.00433142730072423,0.1069907502772938,0.21457042052064934
3.397565,0.10206002774264936,0.004157518049001299,0.10704015631471507,0.21325770210636572
3.3998660000000003,0.10030166687082576,0.004355142198686447,0.1069942086999133,0.21165101776942552
3.402168,0.09947115138177393,0.0048669887463709816,0.10771751308776094,0.21205565321590586
3.40447,0.0982523044385908,0.00559177531534126,0.10766563674846856,0.21150971650240066
3.406771,0.09699146236359954,0.006405986812044071,0.10766020208435226,0.21105765125999587
3.409073,0.09578595505052012,0.00717227445244823,0.10764488621275166,0.21060311571572
3.411374,0.09418124695507672,0.0077137646225855375,0.10723876858514866,0.20913378016281087
3.413676,0.09169315891054072,0.007846172802874585,0.10658710295156187,0.2061264346649772
3.415978,0.08924607787706439,0.007540843491611032,0.1059314848349814,0.20271840620365686
3.418279,0.08682518204342131,0.007023562279810157,0.10533120148031276,0.19917994580354426
3.420581,0.08446900811880015,0.006536418750836268,0.10410988423525856,0.195115311104895
3.422883,0.08249622504456815,0.00620638642086207,0.10284212531502834,0.19154473678045855
3.425184,0.08028530486996556,0.006070025757579318,0.10159511693051504,0.18795044755805995
3.427486,0.07909610154923519,0.006131783304355928,0.1004192532398884,0.18564713809347955
3.429787,0.0778876298739105,0.006228125077327437,0.09976709354592744,0.18388284849716535
3.432089,0.07672065927001967,0.006134253606226992,0.09792671865198448,0.1807816315282312
3.434391,0.07553590249265725,0.005729124099372439,0.09668415681083914,0.17794918340286886
3.436692,0.07421972565575415,0.005147120978549678,0.09550681093908986,0.17487365757339368
3.438994,0.0726357680960277,0.004557706952113725,0.09368323409787016,0.1708767091460116
3.441296,0.07046832523435584,0.0040344970158222955,0.09121490846830267,0.1657177307184808
3.443597,0.0688468190861892,0.0035379663397383607,0.08891456336596755,0.16129934879189511
3.445899,0.06694863912846334,0.0030305663354217435,0.08651985273215776,0.15649905819604285
3.4482,0.06537752713846642,0.002536011900834661,0.08411921337385743,0.1520327524131585
3.450502,0.06418190103287127,0.00211408434125687,0.08173586612865454,0.1480318515027827
3.452804,0.06244478475713883,0.001806778788496465,0.07948196270149542,0.1437335262471307
3.455105,0.0613420420018957,0.0015953209483333564,0.07777844253120945,0.14071580548143853
3.457407,0.0602091615638256,0.0014436444134500056,0.07539114280301287,0.13704394878028847
3.459709,0.059124699042428334,0.0013260580443873427,0.07318269293028135,0.13363345001709706
3.46201,0.05800812259670725,0.001234162814783749,0.0708892646731852,0.1301315500846762
3.464312,0.05689846299622516,0.001160547819026031,0.06863289094415502,0.12669190175940626
3.466613,0.05577052316189717,0.0011027427552431255,0.06683747554426545,0.12371074146140572
3.468915,0.0551267624942978,0.0010612416838092443,0.06531033492757347,0.12149833910568053
3.471217,0.05412777241763937,0.0010345624236017493,0.06358952264419004,0.11875185748543116
3.473518,0.053542310874197134,0.0010133178275105962,0.06245318378350044,0.11700881248520816
3.47582,0.0529039848707141,0.0009846623258062497,0.06085094598992812,0.11473959318644847
3.478122,0.052548261401280834,0.0009431612543723683,0.060300562733054966,0.11379198538870815
3.4804230000000005,0.052123863539831984,0.0009041304848095516,0.05918546846845652,0.11221346249309803
3.482725,0.05163474376936123,0.0008848621302152498,0.05864249611719659,0.11116210201677308
3.4850260000000004,0.05144848300828298,0.0008937552169510814,0.057574831648522576,0.10991706987375664
3.487328,0.05144700082716035,0.0009288335035201953,0.05646813641028575,0.10884397074096627
3.4896300000000005,0.05145539985352197,0.0009891088691741652,0.05537774516439793,0.10782225388709407
3.491931,0.0514143928424623,0.0011071892986110412,0.05435108770678359,0.10687266984785693
3.4942330000000004,0.05206210599305537,0.0013319867688778972,0.053673730933737764,0.10706782369567104
3.496535,0.0520324623706026,0.0017138954381444452,0.05311000804676087,0.10685636585550792
3.4988360000000003,0.052481069190387884,0.002299851041960909,0.052494408820491625,0.10727532905284043
3.501138,0.0533916224600622,0.0031343190140064453,0.05253788613342237,0.10906382760749103
3.503439,0.05396325031302649,0.004187161671454071,0.05250577220909853,0.11065618419357907
3.5057410000000004,0.05502498605720995,0.005288422245574558,0.05343164135037345,0.11374504965315795
3.508043,0.05608919210326447,0.006254804337534932,0.05404526433514584,0.11638926077594525
3.5103440000000004,0.05790140555587728,0.0069109165144896215,0.05586933523673974,0.12068165730710664
3.512646,0.05999671560291405,0.007088778249206256,0.05857184548368415,0.12565733933580445
3.5149470000000003,0.06341413121134447,0.006675249715990085,0.0630500087155496,0.13313938964288413
3.517249,0.06752076104180185,0.0059104442567085615,0.06876381694332143,0.14219502224183184
3.5195510000000003,0.07249446682900282,0.005174788359505598,0.07669743843243171,0.15436669362094013
3.5218519999999995,0.07825175236970539,0.004725193418971887,0.08478817112054167,0.16776511690921891
3.524154,0.08339195650301609,0.0044742107488717495,0.0946446755860884,0.18251084283797625
3.526456,0.08812703112947222,0.0042800450218060905,0.10465186846577007,0.1970589446170484
3.528757,0.09175837487993682,0.004059694094907152,0.11378012793972707,0.20959819691457104
3.5310589999999995,0.09354835561571004,0.003809699545555439,0.12217964836172004,0.21953770352298554
3.53336,0.09382848784788876,0.0035320376152478063,0.12806440147896955,0.2254249269421061
3.5356620000000003,0.09168673612567596,0.0032415301152106386,0.13068193334154934,0.22561019958243594
3.537964,0.08745412089979429,0.002961891943406155,0.12961229263137847,0.2200283054745789
3.540265,0.08266222933030366,0.002712885514802868,0.12476259599810495,0.21013771084321148
3.542567,0.07783921195723764,0.002491546467155502,0.11739566175821685,0.19772642018260997
3.5448690000000003,0.07291935875082588,0.0022904638948508644,0.10959395438902142,0.18480377703469816
3.5471699999999995,0.06916054742381436,0.0021056853148952517,0.10197208499603948,0.17323831773474907
3.549472,0.06549313726603223,0.0019431394517792169,0.09535217004196124,0.1627884467597727
3.5517730000000003,0.062365735097264764,0.0018072728488706773,0.08905487651224399,0.15322788445837945
3.554075,0.059608384148782737,0.0016956152042985693,0.08340628425386826,0.14471028360694954
3.556377,0.057189464556636524,0.001597297189830208,0.0778762664853036,0.13666302823177034
3.558678,0.05449584739642797,0.00150293165835555,0.0728393209702034,0.1288381000249869
3.5609800000000003,0.052101630822992386,0.001411036428751956,0.0677643328062888,0.12127700005803314
3.563282,0.05000632077595562,0.0013250699236389168,0.06383457658979963,0.11516596728939416
3.565583,0.047475249478863085,0.0012465143241390704,0.06013851093031315,0.1088602747333153
3.567885,0.04544564946159661,0.0011728993283813527,0.056910320445206275,0.10352886923518424
3.570186,0.04344322276491185,0.0011017546344946998,0.054443971057135616,0.09898894845654216
3.572488,0.04086323949077225,0.0010335743028533236,0.05175381231954654,0.09365062611317213
3.57479,0.03890231386552137,0.0009698405145798632,0.049166418139793736,0.08903857251989497
3.577091,0.03691915552343091,0.0009149998130422348,0.046560249665820855,0.08439440500229402
3.579393,0.034911294162629815,0.0008705343793630766,0.04396248021820958,0.07974430876020247
3.581695,0.033417749651384304,0.00083842045503924,0.041865687990050166,0.0761218580964737
3.583996,0.031562552946214975,0.000819152100444938,0.039524335876655374,0.07190604092331529
3.586298,0.029680676980838157,0.000800871866599062,0.03700363984742131,0.06748518869485852
3.588599,0.028153042303771962,0.0007687579422752254,0.034983426977264885,0.06390522722331207
3.590901,0.026539935181966942,0.0007158934822344482,0.03277892958752706,0.06003475825172845
3.593203,0.025056765938579903,0.0006511715732125624,0.03058283122415085,0.056290768735943325
3.595504,0.02384582396138416,0.0005849674830680379,0.028579910467091883,0.053010701911544084
3.597806,0.02260968490510356,0.000519751513671939,0.02671532661481251,0.049844763033588015
3.600108,0.02111762257498069,0.0004505830612821373,0.02530972485017689,0.04687793048643972
3.602409,0.02016359199237564,0.00037449776365335534,0.02338041908887564,0.043918508844904634
3.604711,0.018779728884205395,0.00029940058677299907,0.021895273603991752,0.04097440307497015
3.607012,0.017823227999729283,0.00023961928149324185,0.020039088778074,0.03810193605929652
3.609314,0.01689735885845436,0.00020305881380148951,0.018812336868903445,0.035912754541159296
