Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH3OH_CO_NH3_120K_NASA,CO_CH3OH_10K,all
3.10756,0.8661584654260893,0.4732804432569351,0.0025225189627097393,1.3419614276457343
3.109862,0.8594583832874655,0.4710048172731249,0.0023804119574129274,1.3328436125180032
3.112163,0.8523448989516146,0.4696004938369426,0.002242132750238588,1.3241875255387958
3.114465,0.8441696791115428,0.4672444840925605,0.0021072028664214128,1.313521366070525
3.116767,0.8371332292129067,0.4644454067155021,0.0019756223059614023,1.3035542582343702
3.119068,0.8289187744420795,0.4627678741883282,0.0018493049679197922,1.2935359535983275
3.12137,0.8219775410217399,0.4596080268382267,0.0017292078018271994,1.2833147756617935
3.123672,0.8138602166282707,0.4572443614975997,0.0016143738581530086,1.2727189519840234
3.125973,0.8056333215135453,0.4547041389685735,0.0015024107630706716,1.2618398712451893
3.128275,0.7973810672362588,0.4517490788180243,0.0013937969913454984,1.2505239430456283
3.130576,0.7886957932963675,0.4487112425330766,0.0012942742401611995,1.2387013100696052
3.132878,0.7805354061740203,0.4457585747563539,0.0012086272571708652,1.2275026081875453
3.13518,0.7717692699987916,0.4428465773346825,0.00113446366854795,1.215750311002022
3.137481,0.7638514695824561,0.4399412785597255,0.0010655633023434349,1.204858311444525
3.139783,0.7545427430233671,0.4370541618258502,0.0009952275118429927,1.1925921323610602
3.142085,0.7473861959586384,0.433156506387642,0.0009248917213425504,1.181467594067623
3.144386,0.7365784079598355,0.4301373306185414,0.0008583837289645813,1.1675741223073417
3.146688,0.7292730552430958,0.4272291609949925,0.0007985743833009397,1.1573007906213897
3.148989,0.7194265230477992,0.4238353394846549,0.0007435497852903896,1.1440054123177443
3.151291,0.7101283229335469,0.4206472621234001,0.0006913960358716942,1.1314669810928186
3.153593,0.7003482987306283,0.4168012819598454,0.0006411561855142356,1.1177907368759878
3.155894,0.6919879091563818,0.4138730163961534,0.0005961795575751774,1.1064571051101102
3.158196,0.6823772650203825,0.4100921088006807,0.0005593370006463743,1.0930287108217098
3.160498,0.6723900612440851,0.4061734004727989,0.0005277576661359716,1.07909121938302
3.162799,0.6636205757454993,0.4029642702218706,0.0004966568063908782,1.0670815027737608
3.165101,0.654119502330756,0.3988962777672123,0.00046172814852331155,1.0534775082464916
3.167402,0.6438471275943342,0.3957306887199271,0.000423450167298581,1.04000126648156
3.1697040000000003,0.6348522804812878,0.3917502571473204,0.00038277981224730487,1.0269853174408556
3.172006,0.6251650803828392,0.38762915399371295,0.0003435448814919561,1.013137779258044
3.174307,0.6148209344316211,0.3839822193325267,0.00031244402174686266,0.9991155977858948
3.176609,0.6047653087638843,0.3795127865497741,0.0002952189301957339,0.9845733142438542
3.1789110000000003,0.5956302685446024,0.3758337940793122,0.0002923480816038791,0.9717564107055184
3.181212,0.5866665222913012,0.371711733976174,0.0002961758797263522,0.9586744321472016
3.183514,0.5763486924521751,0.3677777144558024,0.0003004821526141343,0.9444268890605916
3.1858150000000003,0.5667117322040839,0.3634140245961831,0.0003004821526141343,0.9304262389528812
3.188117,0.5578140154683953,0.3591230629008908,0.0002909126573079517,0.917227991026594
3.190419,0.5477387723352809,0.3554019646510817,0.00027129519193027735,0.9034120321782928
3.19272,0.5377568317814019,0.3507224814463584,0.0002511992517872938,0.8887305124795475
3.1950220000000003,0.5283849465532918,0.34616931557967673,0.0002411512817158021,0.8747954134146843
3.197323,0.5188427243087318,0.3415582542663926,0.0002449790798382751,0.8606459576549625
3.199625,0.5093866275219275,0.3369849924595679,0.00025789789850162156,0.8466295178799971
3.201927,0.4996845947057543,0.3325323062936012,0.0002746445152874413,0.8324915455146429
3.204228,0.4903174942252974,0.3281159842097979,0.0002909126573079517,0.8187243910924032
3.20653,0.4808891489748809,0.32365037922516776,0.0003023960516753709,0.8048419242517241
3.208832,0.4708732367126648,0.31836993171521616,0.000306702324563153,0.7895498707524442
3.211133,0.4616606835814029,0.3141641385281489,0.00031053012268562614,0.7761353522322375
3.213435,0.452527078786417,0.30888847576585043,0.00032201351705304524,0.7617375680693205
3.215736,0.44271691067328384,0.3040850675969121,0.00034306640672664704,0.7471450446769227
3.218038,0.4337536428947479,0.2997988906492729,0.00036411929640024884,0.7339166528404208
3.22034,0.4247564034078749,0.2943466706985754,0.00037464574123704966,0.7194777198476874
3.222641,0.4150768589056713,0.2899073818260372,0.0003756026907676679,0.7053598434224759
3.224943,0.4061102418037781,0.2846580351758307,0.00038134438795137744,0.6911496213675602
3.227245,0.3971053467206603,0.2796359640391461,0.0004023972776249792,0.6771437080374314
3.229546,0.3883741392032992,0.2750167686548517,0.0004320627130741453,0.6638229705712252
3.231848,0.3791209157169859,0.2701865658990561,0.0004550295018089837,0.6497625111178511
3.234149,0.3708916282284342,0.2650659289607178,0.00046172814852331155,0.6364192853376753
3.236451,0.3619183124798268,0.26023859705351393,0.00045837882516614755,0.6226152883585069
3.238753,0.35337418859570163,0.2553638961445445,0.0004545510270436745,0.6091926357672899
3.241054,0.3451434656828539,0.2498700488892651,0.00045646492610491103,0.595469979498224
3.2433560000000003,0.3368294881608425,0.2452972655572057,0.0004669913709417119,0.5825937450889899
3.245658,0.3290164737181096,0.2403512719082052,0.000489001210145932,0.5698567468364607
3.247959,0.32037330555756555,0.2353354209434696,0.000514838847472625,0.5562235653485077
3.250261,0.3127679491629769,0.2308516339177577,0.0005320639390237538,0.5441516470197583
3.252562,0.30536115979599154,0.2254635295856116,0.0005330208885543719,0.5313577102701574
3.254864,0.2984127492541723,0.2204189701349574,0.0005282361409012806,0.519359955530031
3.257166,0.2904413596641222,0.21611652504529769,0.0005334993633196812,0.5070913840727396
3.259467,0.2839886489791633,0.21102698896670447,0.0005550307277585921,0.4955706686736263
3.261769,0.27666559269610697,0.20605180835702014,0.0005779975164934304,0.4832953985696206
3.264071,0.2702301071026992,0.20152878640055288,0.0005851746379730673,0.4723440681412252
3.266372,0.2639965378602518,0.19693016543116684,0.0005770405669628121,0.4615037438583814
3.2686740000000003,0.2577983757504373,0.19217986796117786,0.0005698634454831751,0.4505481071570984
3.270975,0.25156672040705125,0.1874099530258111,0.0005784759912587393,0.4395551494241211
3.273277,0.2458020564346068,0.18263955961567904,0.0005961795575751774,0.42903779560786093
3.275579,0.2405369201171451,0.1786911858523481,0.0006052705781160509,0.4198333765476093
3.27788,0.2352397259904077,0.17418347508837076,0.0005957010828098683,0.4100189021615884
3.280182,0.2299817667944257,0.16962552447403603,0.000580389890319976,0.4001876811587817
3.282484,0.2251946267675079,0.1651977189958653,0.0005746481931362664,0.3909669939565094
3.284785,0.22029456669597705,0.16120867487748305,0.0005861315875036855,0.3820893731609638
3.287087,0.21574187930406066,0.15675455328722035,0.0006105338005344512,0.37310696639181545
3.289388,0.21146527185172764,0.15318561001277956,0.0006411561855142356,0.3652920380500215
3.29169,0.2075432142004887,0.14936929528467394,0.0006794341667389661,0.3575919436519016
3.293992,0.20340584290486066,0.14510177885288178,0.0007282385928004977,0.3492358603505429
3.296293,0.1998148897912156,0.14168929682669704,0.0007928326861172302,0.34229701930402984
3.298595,0.19652489730495,0.13790599685739774,0.0008813505176994195,0.3353122446800472
3.300897,0.193678450926126,0.13447294041630473,0.001003840057618557,0.3291552314000493
3.3031980000000005,0.19070473025972973,0.13103031447990554,0.0011689138516502073,0.3229039585912855
3.3055,0.1887329357518908,0.12766807230407828,0.0013866198698658618,0.31778762792583504
3.307801,0.1871496627534829,0.1242522409545364,0.0016660491328063945,0.3130679528408257
3.310103,0.1859539543149754,0.12162828534158113,0.002006244690941186,0.3095884843474977
3.3124050000000005,0.18497164562179572,0.11831676149087662,0.0023957231499028195,0.3056841302625752
3.314706,0.1844611130472109,0.1161143421461587,0.002823001115323873,0.30339845630869344
3.317008,0.1841615878441274,0.11353297078731593,0.0032765951928369302,0.30097115382428025
3.31931,0.1830089421344977,0.11169897701188602,0.0037450219880745686,0.2984529411344583
3.321611,0.18080078109259606,0.10993771140078312,0.004215841157138754,0.29495433365051793
3.323913,0.17768686731996422,0.1086266905438361,0.004671827608478356,0.29098538547227865
3.326214,0.17512415647696852,0.10741806328666527,0.0050947993010116285,0.28763701906464545
3.3285160000000005,0.17105855639613682,0.10731327731306256,0.005464660294595585,0.28383649400379496
3.330818,0.16602691576414602,0.10668360452191572,0.005760357699556629,0.2784708779856184
3.3331190000000004,0.16068091721134709,0.10747452330897173,0.005959881676690537,0.2741153221970093
3.335421,0.15602440079535862,0.10817166104202712,0.006058447478344217,0.27025450931573
3.3377230000000004,0.15137553997561512,0.1093611493085856,0.006063232225997309,0.26679992151019805
3.340024,0.14796066557560386,0.10996450598764043,0.005985719314017229,0.2639108908772615
3.3423260000000004,0.14497546151484014,0.11077217139148224,0.005870885370343039,0.26161851827666543
3.344627,0.14213092903507735,0.11086212464736037,0.005771841093924048,0.2587648947763618
3.3469290000000003,0.13920553431997734,0.11016977166195804,0.005729256839811536,0.2551045628217469
3.349231,0.13691555409320785,0.1088888947152255,0.005754616002372918,0.25155906481080625
3.351532,0.1354495074123007,0.10699461311936664,0.0058531818040266,0.24829730233569394
3.3538339999999995,0.13412748163575156,0.10483382107923063,0.0060283035681297425,0.2449896062831119
3.356135,0.13285856655815173,0.10234670924915376,0.006276631971325182,0.2414819077786307
3.3584370000000003,0.13182123326696155,0.1005356822624587,0.006595774639786371,0.2389526901692066
3.360739,0.13000972780550116,0.09902226657978593,0.006983817674452078,0.23601581205973915
3.3630400000000003,0.12803219160047852,0.09834235393828164,0.0074378902267304425,0.2338124357654906
3.365342,0.12575417324284174,0.09851460485379293,0.007953686023733685,0.2322224641203684
3.3676440000000003,0.12454937378379335,0.09965241784569803,0.008513501499145369,0.2327152931286368
3.3699449999999995,0.12270963831117974,0.1008873612149609,0.009097240712822507,0.23269424023896315
3.372247,0.12112014514082285,0.10263235868404327,0.009660405511591356,0.2334129093364575
3.3745480000000003,0.12036176263780785,0.10456443978636157,0.010119262811522813,0.23504546523569225
3.37685,0.11949620178736366,0.10580512485280816,0.010386251730565307,0.2356875783707371
3.3791519999999995,0.11857083159125575,0.10664867586404814,0.010372375962371344,0.23559188341767526
3.381453,0.1173928267190647,0.10703958974730572,0.009986725301532185,0.2344191417679026
3.3837550000000003,0.11651004077706935,0.1064525012102714,0.009172361250976042,0.2321349032383168
3.386057,0.11602103956692343,0.1059946008598706,0.008059428946867005,0.230075069373661
3.388358,0.11545165459620553,0.10485870176702668,0.006841232194389956,0.22715158855762216
3.39066,0.1148090629863954,0.10312758006613826,0.005695763606239897,0.2236324066587735
3.392961,0.11433441601920873,0.10167205983006787,0.004768001036305491,0.2207744768855821
3.395263,0.11440523028447447,0.0999911779795369,0.004194788267465152,0.21859119653147646
3.397565,0.114269821925892,0.09884044616896843,0.004026365150076338,0.2171366332449368
3.3998660000000003,0.11402771369464555,0.09713755447923324,0.00421775505619999,0.2153830232300788
3.402168,0.11333009748682485,0.0963332383987486,0.00471345491306025,0.2143767907986337
3.40447,0.11300904091930244,0.09515284115273097,0.005415377393768746,0.21357725946580214
3.406771,0.11251047021385033,0.09393177355166207,0.006203903806998193,0.2126461475725106
3.409073,0.11192098930298948,0.09276429512430777,0.0069460181679926545,0.2116313025952899
3.411374,0.11147600777125198,0.09121020908658373,0.007470426510771464,0.2101566433686072
3.413676,0.11103485403763697,0.08880061016848695,0.007598657747874309,0.2074341219539982
3.415978,0.1105142734929806,0.08643072465591083,0.007302960342913267,0.20424795849180472
3.418279,0.10949033749521908,0.08408619830589607,0.006801997263634607,0.2003785330647498
3.420581,0.10943244204861667,0.08180435215013683,0.0063302211450398035,0.1975670153437933
3.422883,0.1089458332122973,0.07989380241225746,0.006010600001813304,0.19485023562636805
3.425184,0.10923291807148276,0.07775262783749913,0.005878540966587985,0.19286408687556986
3.427486,0.10868697836426508,0.07660093907740004,0.005938350312251626,0.19122626775391674
3.429787,0.10845252572926356,0.0754305898014539,0.006031652891486907,0.1899147684222044
3.432089,0.10849319608431486,0.07430043240579373,0.005940742686078171,0.18873437117618674
3.434391,0.10800897962182204,0.07315304991858244,0.0055483933785246825,0.1867104229189292
3.436692,0.10761710878903384,0.0718783931437989,0.004984750104990528,0.18448025203782328
3.438994,0.10747117398561454,0.07034440304621782,0.004413929709976734,0.1822295067418091
3.441296,0.10751375823972707,0.06824533425080667,0.003907224933514364,0.1796663174240481
3.443597,0.10718743844978623,0.06667498007106211,0.0034263577943786875,0.17728877631522702
3.445899,0.10618551229122893,0.06483668002274443,0.0029349642104062107,0.17395715652437954
3.4482,0.1055548825505515,0.06331513026906138,0.0024560109703317696,0.17132602378994466
3.450502,0.1048486537969552,0.06215722133701329,0.0020473935207577718,0.16905326865472625
3.452804,0.10380988508146907,0.06047490406218639,0.0017497822167354925,0.16603457136039096
3.455105,0.10321131315006736,0.0594069483860164,0.0015449950171831845,0.16416325655326694
3.457407,0.10264144970458418,0.05830980574916257,0.0013981032642332806,0.16234935871798006
3.459709,0.10222087038587743,0.05725955363930903,0.0012842262700897078,0.16076465029527615
3.46201,0.10150937840986278,0.05617820066971038,0.0011952299637422096,0.15888280904331534
3.464312,0.10119980523670777,0.055103546346826085,0.001123937223711149,0.15742728880724502
3.466613,0.10070649775367403,0.054011188457625335,0.0010679556761699807,0.15578564188746935
3.468915,0.10032945963861048,0.053387735838427534,0.0010277637958840138,0.154744959272922
3.471217,0.0989734621537244,0.05242025986297247,0.0010019261585573203,0.1523956481752542
3.473518,0.09782464424221717,0.05185326726608115,0.0009813517436490279,0.1506592632519473
3.47582,0.096931331855385,0.05123507786930175,0.0009536002072610982,0.14912000993194785
3.478122,0.09639209079488162,0.05089057603827918,0.0009134083269751312,0.14819607516013591
3.4804230000000005,0.0958361031175924,0.05047956621487864,0.0008756088205157099,0.14719127815298674
3.482725,0.09481551644318803,0.0500058761972226,0.0008569483046686538,0.14567834094507925
3.4850260000000004,0.09394564931985604,0.04982549121070105,0.0008655608504442181,0.14463670138100132
3.487328,0.09338774774350557,0.049824055786405134,0.0008995325587811664,0.14411133608869187
3.4896300000000005,0.09262458049283752,0.04983218985741539,0.0009579064801488805,0.14341467683040174
3.491931,0.09188198765707777,0.049792476451894725,0.0010722619490577626,0.14274672605803024
3.4942330000000004,0.09114226566990982,0.050419756869215,0.0012899679672734171,0.14285199050639824
3.496535,0.0906991980372336,0.05039104838329645,0.0016598289608573756,0.1427500753813874
3.4988360000000003,0.08992550434172872,0.05082550347019714,0.0022273000325140047,0.14297830784443985
3.501138,0.08904846009691708,0.05170733246266188,0.0030354439111211274,0.14379123647070005
3.503439,0.0882948623415552,0.05226092776612453,0.004055073635994885,0.14461086374367466
3.5057410000000004,0.08776375535206206,0.053289170036773865,0.005121593887868939,0.14617451927670486
3.508043,0.08712403459084375,0.054319804681249716,0.006057490528813599,0.14750132980090708
3.5103440000000004,0.08616134336304178,0.05607485012040362,0.006692905017144125,0.14892909850058952
3.512646,0.08548956479254775,0.05810406160007964,0.006865155932655413,0.1504587823252828
3.5149470000000003,0.08511539752607603,0.0614136715517229,0.006464672554091671,0.15299374163189058
3.517249,0.08421203716917237,0.06539075380097241,0.005723993617393135,0.15532678458753793
3.5195510000000003,0.08335173954114658,0.07020755926333942,0.005011544691847838,0.15857084349633382
3.5218519999999995,0.08310628198654298,0.07578322570348672,0.004576132655416529,0.16346564034544622
3.524154,0.08268474571830563,0.08076127716176294,0.00433306747463949,0.16777909035470806
3.526456,0.08209430785791416,0.08534697931248564,0.004145026891873002,0.17158631406227282
3.528757,0.0816301873355643,0.08886376883750775,0.003931627146545129,0.1744255833196172
3.5310589999999995,0.08101534726214207,0.09059728291222274,0.0036895189152987102,0.17530214908966352
3.53336,0.08058950472101695,0.090868578104153,0.0034206160971949773,0.17487869892236493
3.5356620000000003,0.07984930425908372,0.08879438999653792,0.003139272935193209,0.17178296719081484
3.537964,0.0789832649338742,0.0846952966821346,0.002868456218028241,0.16654701783403705
3.540265,0.0781813412272161,0.08005456993340132,0.0026273049363124386,0.16086321609692986
3.542567,0.07748707434275255,0.0753836992744536,0.0024129482414539482,0.15528372185866007
3.5448690000000003,0.07677318999291131,0.07061904756150528,0.002218209011973132,0.14961044656638975
3.5471699999999995,0.07599471154975336,0.0669788115470334,0.0020392594497475173,0.14501278254653427
3.549472,0.07522580260190159,0.06342709336414372,0.0018818412519608124,0.1405347372180061
3.5517730000000003,0.07444636720921302,0.060398348099736925,0.001750260691500801,0.13659497600045073
3.554075,0.07377937338637207,0.05772798043454666,0.001642125394540938,0.1331494792154597
3.556377,0.07265017294024254,0.05538536798359316,0.0015469089162444207,0.1295824498400801
3.558678,0.07203437591728967,0.05277672356312778,0.0014555202360703766,0.12626661971648784
3.5609800000000003,0.07096163549346661,0.050458034850439724,0.0013665239297228785,0.1227861942736292
3.563282,0.07041473883671827,0.0484288233707637,0.0012832693205590895,0.12012683152804107
3.565583,0.06956544612829457,0.04597759714808503,0.0012071918328749375,0.11675023510925453
3.567885,0.06867596153958487,0.04401202281219512,0.001135899092843877,0.11382388344462388
3.570186,0.06800801076721334,0.042072764588397205,0.0010669987266393624,0.1111477740822499
3.572488,0.06716302433167742,0.039574169363952916,0.0010009692090267024,0.10773816290465704
3.57479,0.06645296777995865,0.03767510302044098,0.0009392459643018244,0.10506731676470146
3.577091,0.06566635526579045,0.03575450531249013,0.0008861352653525107,0.1023069958436331
3.579393,0.06473524337249889,0.03380998386627382,0.0008430725364746889,0.0993882997752474
3.581695,0.06428356319404707,0.032363554650744315,0.0008119716767295954,0.097459089521521
3.583996,0.06350556322565443,0.030566881907008524,0.0007933111608825393,0.09486575629354548
3.586298,0.06280507616924184,0.02874437152594605,0.0007756075945661014,0.09232505528975399
3.588599,0.061914156156236265,0.027264927551610217,0.000744506734821008,0.08992359044266747
3.590901,0.06142276257226378,0.0257027074428759,0.0006933099349329309,0.0878187799500726
3.593203,0.06077490774003521,0.02426632619741789,0.0006306297406774348,0.08567186367813054
3.595504,0.06008494712845944,0.02309358454764521,0.0005665141221260112,0.08374504579823068
3.597806,0.05957680692770116,0.02189644068484177,0.0005033554531052058,0.08197660306564812
3.600108,0.0587830172920533,0.020451446893608196,0.00043636898596192747,0.07967083317162342
3.602409,0.05845574055258185,0.019527512121796257,0.00036268387210432136,0.07834593654648242
3.604711,0.0579868352825789,0.018187304304165385,0.00028995570777733343,0.07646409529452163
3.607012,0.05727151550844175,0.017260977158526904,0.00023206026117492852,0.07476455292814359
3.609314,0.05666241713220323,0.016364315448337594,0.00019665312854205287,0.07322338570908288
3.611616,0.05618872711454719,0.015454256444719625,0.00017368633980721458,0.07181666989907402
