Wavelength,H2O_CH4_10_0.6_a_V3,H2O_CH3OH_CO_NH3_120K_NASA,HNCO_NH3,all
2.85208,0.24072498519838215,0.05588837943206005,0.00035081385668396043,0.2969641784871262
2.854382,0.2507179552266478,0.05946518794531438,0.0003657421059045545,0.3105488852778667
2.8566830000000003,0.2610060069811739,0.06332015950237911,0.00038067035512514847,0.3247068368386781
2.858985,0.2712851017861676,0.06749509320107193,0.0003955986043457426,0.3391757935915853
2.861286,0.282242934322391,0.07133861976706755,0.0004105268535663366,0.3539920809430249
2.863588,0.29370733211549993,0.0754110461544456,0.0004254551027869308,0.3695438333727325
2.8658900000000003,0.3045328008419674,0.0796242956928046,0.0004403833520075247,0.3845974798867795
2.868191,0.3162549597382852,0.0838086839493371,0.00045531160122811885,0.4005189552888504
2.870493,0.32811744417727656,0.08802143587938878,0.0004702398504487128,0.41660911990711397
2.872795,0.3398187035246855,0.09238794877641253,0.00048516809966930695,0.43269182040076737
2.875096,0.35160853715080337,0.09632602092080524,0.000500096348889901,0.4484346544204985
2.877398,0.3637805339569684,0.10040541382448624,0.000515024598110495,0.4647009723795652
2.879699,0.37588336320841137,0.1044639071792584,0.0005299528473310892,0.4808772232350009
2.882001,0.3878821923236176,0.10850448663496587,0.00054438348824433,0.4969310624468277
2.884303,0.3990564844735395,0.11271126726532925,0.0005593117374649241,0.5123270634763337
2.886604,0.412002759805946,0.11668666003277345,0.0005737423783781651,0.5292631622170977
2.888906,0.4246897812102216,0.1209770388587722,0.0005886706275987591,0.5462554906965925
2.891208,0.43656619868181895,0.12453344543142505,0.0006031012685119999,0.561702745381756
2.893509,0.4484366448537279,0.12893180526011944,0.0006180295177325942,0.57798647963158
2.895811,0.46032550253300897,0.13356006012681093,0.0006324601586458349,0.5945180228184658
2.898112,0.4724925232561005,0.13783600831189646,0.000647388407866429,0.6109759199758633
2.900414,0.48385491134620207,0.14208856890653632,0.00066181904877967,0.6266052993015181
2.902716,0.4958527452447935,0.1465675412810219,0.0006762496896929108,0.6430965362155082
2.905017,0.5069091042258728,0.15146301180876207,0.0006906803306061519,0.659062796365241
2.907319,0.5186700765701642,0.1557210460947828,0.0007056085798267459,0.6750967312447737
2.909621,0.528650606390746,0.16048166477123027,0.0007230248705841055,0.6898552960325604
2.911922,0.5376095463563318,0.16542341287155424,0.0008051302412973729,0.7038380894691835
2.9142240000000004,0.5502662136538587,0.17038655812909442,0.0008946997366209373,0.7215474715195741
2.916525,0.5603109349460892,0.17569703398516706,0.0009842692319445017,0.7369922381632007
2.918827,0.570732345726986,0.18104582568090594,0.001073341118960713,0.7528515125268527
2.921129,0.5808641484730032,0.18629260767363745,0.0011609201810548644,0.7683176763276954
2.92343,0.5902958163305745,0.19171006931579102,0.0012494944597637224,0.7832553801061292
2.925732,0.5999648433507532,0.19725292825139756,0.001342547213238759,0.7985603188153895
2.928034,0.6087735056075183,0.2034232712625764,0.0014321167085623234,0.8136288935786571
2.930335,0.6168969612250583,0.20853171814586371,0.0015157149041976502,0.8269443942751197
2.932637,0.6267540841854166,0.21629639817380206,0.001646585889031525,0.8446970682482502
2.9349380000000003,0.634520257038277,0.2224637555351368,0.0019142991583875114,0.8588983117318012
2.93724,0.6426223154986006,0.2285888161903465,0.0021645961369861385,0.8733757278259333
2.939542,0.6504437228735773,0.2356409211221552,0.0024258404983465353,0.8885104844940791
2.941843,0.6551088007550129,0.2422566235684151,0.002686587251399577,0.9000520115748275
2.944145,0.6638881041216443,0.24880216324333826,0.002946836396145268,0.9156371037611278
2.946447,0.6729172068585669,0.25503072642647745,0.003196635766436541,0.9311445690514809
2.948748,0.6760058616223079,0.2609532605005944,0.003467334685636648,0.940426456808539
2.95105,0.6849324570479158,0.2679765041505766,0.0039629525597603705,0.9568719137582528
2.953351,0.6914113172096537,0.27395875122157604,0.004482455632637043,0.9698525240638668
2.955653,0.6982424840529975,0.27817349358485705,0.004914877251726918,0.9813308548895814
2.957955,0.7029165188839654,0.28592473818849684,0.005197518770303498,0.9940387758427658
2.960256,0.7097561450685343,0.2908868882294223,0.005496083754715379,1.0061391170526721
2.962558,0.7138425044885183,0.2959082536589228,0.005441346840906535,1.0151921049883477
2.96486,0.7199864742594074,0.3031310382401536,0.005351279737275618,1.0284687922368367
2.967161,0.7244107097200841,0.3083434852596777,0.005247279601038812,1.0380014745808006
2.969463,0.727774044269484,0.3144227659506109,0.005145269898031418,1.0473420801181264
2.971764,0.7336358701301039,0.31950135633545695,0.005054705186093149,1.058191931651654
2.974066,0.7392434181456663,0.3245749706372296,0.0049521978747784036,1.0687705866576742
2.976368,0.7436343138497505,0.329761044416464,0.004850188171771011,1.0782455464379856
2.978669,0.7486556792792509,0.3349421421126248,0.004757633026603327,1.088355454418479
2.980971,0.7538785760732294,0.3400854215774268,0.004657613756825347,1.0986216114074814
2.983273,0.7578325716834574,0.3454590936885333,0.004555604053817954,1.1078472694258088
2.985574,0.7598618183608435,0.3506859713489707,0.004467527383416449,1.1150153170932309
2.987876,0.7661754725645401,0.3554749536989372,0.004364522463794349,1.1260149487272717
2.990177,0.7714312115068039,0.3607301950328937,0.004235144303882534,1.1363965508435805
2.992479,0.7743009186153095,0.3661068527938443,0.004081880945217769,1.1444896523543715
2.994781,0.7787769053399509,0.3708401030133873,0.003930608019782416,1.1535476163731206
2.997082,0.7820850053672346,0.3757718989475643,0.0037798327026544155,1.1616367370174532
2.999384,0.7863813554929215,0.380070737114788,0.003629057385526417,1.1700811499932358
3.001686,0.7910966918133998,0.3856260362580785,0.003478779676705769,1.180201507748184
3.003987,0.7944112607486791,0.390926559948004,0.0033280043595777693,1.188665825056261
3.006289,0.7972302118098346,0.39577774333638976,0.003163296009843881,1.1961712511560678
3.0085900000000003,0.8012613367077024,0.40073392207762704,0.0031827027338306533,1.20517796151916
3.010892,0.8048326715295758,0.404982501805808,0.0032991430777512872,1.213114316413135
3.013194,0.8074291916773445,0.4102700876797424,0.003409612121983683,1.2211088914790706
3.015495,0.8112453497864356,0.41453558609037344,0.0035205787745234327,1.2293015146513324
3.0177970000000003,0.8140463869485264,0.4187876490767061,0.0036320430353705344,1.236466079060603
3.020098,0.8167513857072981,0.4235910620675859,0.0037539570706720533,1.2440964048455558
3.0224,0.8178809565649898,0.4282645992902465,0.003864426114904449,1.250009981970141
3.024702,0.8179058369803573,0.4323290639447069,0.003974397550829493,1.2542092984758937
3.027003,0.8189577809421019,0.4365005143852482,0.004083871378447181,1.259542166705797
3.029305,0.8235676243014213,0.4403052275032704,0.004193842814372225,1.2680666946190635
3.031607,0.8253027844691617,0.4442373283479749,0.004315756849673742,1.2738558696668103
3.0339080000000003,0.8257874549605236,0.4488247793334633,0.004425728285598785,1.2790379625795858
3.03621,0.8261999722473193,0.4519039795393646,0.0045401781962900074,1.2826441299829738
3.038511,0.8250713966062426,0.4558500134166749,0.004703891329409188,1.2856253013523269
3.040813,0.8266438388574785,0.4595357981492396,0.004887011186515142,1.2910666481932331
3.043115,0.8261895224728649,0.462802596687013,0.005070628651928449,1.2940627478118063
3.045416,0.824705654500338,0.4660186391774362,0.0052497676425755785,1.2959740613203496
3.047718,0.8234531743907301,0.4693735143856111,0.005432389891374178,1.2982590786677153
3.05002,0.8219653255517442,0.4726149348997094,0.005603567149103657,1.3001838276005573
3.052321,0.8201714476037363,0.4759971785647887,0.005783203748058139,1.301951829916583
3.054623,0.8179486312947897,0.4777726450054246,0.005965328388549387,1.3016866046887636
3.056924,0.8128745193847098,0.481200171026473,0.006147453029040634,1.3002221434402237
3.059226,0.8112602780356563,0.4837021455958446,0.006320620719999525,1.3012830443515004
3.061528,0.8086737100540345,0.4867684079857546,0.0064868218946554715,1.3019289399344445
3.063829,0.8042927665160976,0.4887245062419597,0.006644066119779063,1.2996613388778364
3.066131,0.8016459879292863,0.4908184419993018,0.006797329478443828,1.299261759407032
3.068433,0.7962922201504739,0.4927755354721217,0.0069426311041909435,1.2960103867267865
3.070734,0.7918849033722473,0.4943718629221105,0.007098382504392475,1.2933551487987502
3.073036,0.7870083419601865,0.4958826017432346,0.0072411960886028266,1.2901321397920242
3.075337,0.7823616755861229,0.4974391205286353,0.007397445097111709,1.28719824121187
3.077639,0.7774094777113445,0.498237781861937,0.007542249114551472,1.2831895086878329
3.079941,0.7704728179068417,0.498925476542699,0.007693522039986827,1.2770918164895275
3.082242,0.7655236056819075,0.4994479652654198,0.007841311707270706,1.272812882654598
3.084544,0.759655310913292,0.5009676610360764,0.007989598982861942,1.2686125709322302
3.086846,0.7540820978709368,0.5009547232200852,0.008126938875691405,1.2631637599667134
3.089147,0.747517151472027,0.5009328284545616,0.008251838560837044,1.2567018184874257
3.0914490000000003,0.7411895642357246,0.4997166737513906,0.008372259771216502,1.2492784977583318
3.09375,0.7325585481446844,0.4995867979831714,0.008503628364357729,1.2406489744922136
3.096052,0.7271211821702366,0.4982442507699327,0.008631016091040132,1.2339964490312094
3.098354,0.7204019771960473,0.4981999636305782,0.008749944476497531,1.2273518853031231
3.100655,0.7130891255111855,0.4967842679961586,0.00887832741979464,1.2187517209271386
3.102957,0.7057503981943416,0.4948943516448313,0.00899626058863733,1.2096410104278104
3.105259,0.6977871724517694,0.4939877093088339,0.009075877917813837,1.200850759678417
3.10756,0.6900692676047221,0.4922062715685097,0.009111705715943259,1.1913872448891751
3.109862,0.6820433432154235,0.4898396464587381,0.009147035905765334,1.1810300255799269
3.112163,0.6738119065951879,0.4883791660766567,0.009171418712825638,1.17136249138467
3.114465,0.6655904221410994,0.4859289427712499,0.009205753686033005,1.1607251185983825
3.116767,0.6570773392189019,0.4830179341732341,0.009238098226010958,1.1493333716181469
3.119068,0.6481935381077265,0.481273319447654,0.009273926024140384,1.138740783579521
3.12137,0.6397531059984025,0.4779871141858938,0.009309753822269808,1.127049974006566
3.123672,0.6307573430180726,0.4755289291475694,0.009311246647191868,1.1155975188128338
3.125973,0.6215585558483425,0.4728871266438316,0.009250040825387431,1.1036957233175615
3.128275,0.6124981037880567,0.4698138977376186,0.009200777602959473,1.0915127791286348
3.130576,0.6032729433780368,0.4666545825942336,0.00914355264761386,1.0790710786198845
3.132878,0.5937517060251419,0.4635838417295574,0.00908632769226825,1.0664218754469676
3.13518,0.5842762486365236,0.4605553975710062,0.009034078819996173,1.0538657250275258
3.137481,0.5746709154796861,0.4575339199287579,0.008974863431421148,1.041179698839865
3.139783,0.5655049704582411,0.4545313514021891,0.008916643259460833,1.028952965119891
3.142085,0.5558553501620492,0.4504778341304905,0.008867877645340225,1.0152010619378795
3.144386,0.54585740405071,0.44733792571109215,0.008811150298301967,1.002006480060104
3.146688,0.5362689895763225,0.4443134624189998,0.00875939903433724,0.9893418510296595
3.148989,0.5272239633735645,0.440783926694944,0.008700681254069571,0.976708571322578
3.151291,0.5167597582782355,0.4374683625430501,0.008642461082109256,0.9628705819033948
3.153593,0.5073474971446509,0.4334685869685456,0.008594690684603353,0.9494107747978
3.155894,0.4976476184094163,0.4304232241275444,0.00853846094587245,0.9366093034828332
3.158196,0.48779198827397996,0.42649112328284,0.008482231207141545,0.9227653427639616
3.160498,0.4780468271827762,0.4224157112456177,0.008429484726562112,0.908892023154956
3.162799,0.4685683841443137,0.4190782523282003,0.008371264554601795,0.8960179010271158
3.165101,0.4583360645202112,0.4148475864990839,0.008314039599256185,0.8814976906185512
3.167402,0.4491611625492341,0.4115554099376356,0.008270250068209108,0.8689868225550788
3.1697040000000003,0.4393955995174288,0.4074158064287648,0.008226958145469388,0.8550383640916629
3.172006,0.4285820733903378,0.4031299060775323,0.00819262317226202,0.8399046026401321
3.174307,0.41947683658239016,0.3993371355588867,0.00815928341566936,0.8269732555569462
3.176609,0.41035667152522187,0.39468897635990097,0.008125446050769347,0.8131710939358923
3.1789110000000003,0.4009100754184299,0.3908628660846628,0.008091608685869334,0.7998645501889621
3.181212,0.39108579460635706,0.3865759705168155,0.008058268929276673,0.7857200340524492
3.183514,0.3819347778341329,0.3824846350137581,0.008025426780991366,0.7724448396288823
3.1858150000000003,0.37226724363887614,0.3779464472506975,0.008003034407160475,0.758216725296734
3.188117,0.3631306575075653,0.3734838959503545,0.007969197042260463,0.7445837505001803
3.190419,0.35363380296173064,0.3696139961440692,0.007935359677360448,0.7311831587831603
3.19272,0.34475298750039923,0.3647473868981556,0.007901522312460434,0.7174018967110153
3.1950220000000003,0.3351894534413793,0.36001214624538314,0.007867684947560424,0.7030692846343228
3.197323,0.3264668774217862,0.3552166949874209,0.00783384758266041,0.6895174199918676
3.199625,0.31779207179969904,0.3504605547857397,0.007800010217760397,0.6760526368031992
3.201927,0.3088351222673425,0.34582981187751144,0.0077880676183839205,0.662453001763238
3.204228,0.2996627083379022,0.34123688720064194,0.007837330840811882,0.648736926379356
3.20653,0.29127850596730925,0.33659270886811515,0.007890077321391312,0.6357612921568158
3.208832,0.2820941494384924,0.331101103588166,0.00793386685243839,0.6211291198790967
3.211133,0.2742299477490835,0.32672712656653186,0.007989598982861942,0.6089466732984773
3.213435,0.2660925590989377,0.3212404973696562,0.008032890905601664,0.5953659473741956
3.215736,0.2579412374161859,0.3162450075721381,0.008077178044956092,0.5822634230332802
3.218038,0.24980683441588425,0.3117874323548687,0.008129426917228172,0.5697236936879811
3.22034,0.24219691057153275,0.3061171856925798,0.00817520688150466,0.5564893031456172
3.222641,0.2343779912380929,0.3015003758169573,0.008217503587629675,0.5440958706426798
3.224943,0.2265590719046531,0.2960411150769861,0.008275226151282641,0.5308754131329219
3.227245,0.21892377003662666,0.2908182182830076,0.008317522857407658,0.5180595111770419
3.229546,0.21165421027450465,0.2860143076838204,0.008362805213376795,0.5060313231717019
3.231848,0.2044070428862136,0.2809909518210905,0.008415054085648873,0.493813048792953
3.234149,0.1972290430526446,0.2756655477157973,0.008458346008388594,0.4813529367768304
3.236451,0.1900988136165815,0.2706451775029115,0.008512087705582733,0.4692560788250758
3.238753,0.18357467109887451,0.2655755440675977,0.00855587723662981,0.4577060924031021
3.241054,0.17698633710951905,0.25986200548256905,0.008598173942754823,0.4454465165348429
3.2433560000000003,0.1703039551500738,0.2551063628891951,0.008666346280862205,0.4340766643201311
3.245658,0.1640500139432596,0.24996258581608574,0.008735513835584291,0.4227481135949296
3.247959,0.15798814954308368,0.2447461579301028,0.008802690957076966,0.4115369984302635
3.250261,0.15208950066771965,0.2400830704818966,0.008874844161643169,0.4010474153112594
3.252562,0.14668248880002047,0.23447950333279294,0.00893903563329172,0.3901010277661052
3.254864,0.14132125689659775,0.22923321894836884,0.009013676879394692,0.3795681527243613
3.257166,0.136233211953912,0.22475872504864944,0.0090783659593506,0.37007030296191207
3.259467,0.13067940563554362,0.21946566548333413,0.009141064606077094,0.3592861357249548
3.261769,0.1257774661998079,0.21429153430347628,0.009218691502024184,0.34928769200530835
3.264071,0.12118354630632375,0.20958764297406704,0.009281390148750679,0.3400525794291415
3.266372,0.11673393282197204,0.20480512953209606,0.009346079228706587,0.3308851415827747
3.2686740000000003,0.11230820453637323,0.19986487425669416,0.009419227649887495,0.3215923064429549
3.270975,0.10821885946654518,0.1949042170406908,0.009481926296613995,0.31260500280384995
3.273277,0.10399963862849793,0.18994306221638002,0.009558060367639024,0.30350076121251696
3.275579,0.10043427510631273,0.18583679846410192,0.009618768581136106,0.29588984215155073
3.27788,0.09660617439784504,0.18114883060052805,0.00961279728144787,0.2873678022798209
3.280182,0.09325428483951433,0.17640861386468207,0.009599361857149331,0.2792622605613457
3.282484,0.0900999457792028,0.17180374658843614,0.00959090251592433,0.2714945948835633
3.284785,0.08692819042813392,0.16765518613003305,0.00957945752485521,0.2641628340830222
3.287087,0.08415551693956225,0.16302295039688272,0.009558557975946376,0.2567370253123913
3.289388,0.08147888185430974,0.15931129003233568,0.009550596243028729,0.2503407681296741
3.29169,0.07916500322511766,0.15534236617288708,0.009542634510111076,0.24405000390811585
3.293992,0.07697154580630503,0.15090419767960447,0.009521734961202243,0.2373974784471117
3.296293,0.07507516054698224,0.1473552552315619,0.009511285186747829,0.231941700965292
3.298595,0.07364453666334196,0.14342066634532066,0.009499840195678708,0.2265650432043413
3.300897,0.07247714757429151,0.13985032674006193,0.00948789759630223,0.22181537191065567
3.3031980000000005,0.07205318529642665,0.1362700349686561,0.009470481305544872,0.21779370157062766
3.3055,0.07221938647108259,0.1327733413928856,0.009463017180934574,0.21445574504490275
3.307801,0.07317230637966385,0.1292209156866916,0.009453562623094864,0.2118467846894503
3.310103,0.07550509412453534,0.12649203172916698,0.009431667857571326,0.21142879371127365
3.3124050000000005,0.07958647746144577,0.12304808463397594,0.009424701341268384,0.2120592634366901
3.314706,0.08602105048382915,0.12075759359522947,0.009407782658818377,0.21618642673787697
3.317008,0.09391361584675724,0.1180729967770593,0.0093958400594419,0.22138245268325848
3.31931,0.101991789108328,0.11616566413497473,0.009384892676680131,0.2275423459199829
3.321611,0.10840297454026583,0.11433396795560785,0.009373945293918363,0.23211088778979205
3.323913,0.11152198341075527,0.11297052119346025,0.009354040961624238,0.2338465455658397
3.326214,0.1082069168671687,0.11171356260908626,0.009347074445321294,0.22926755392157624
3.3285160000000005,0.0988344643981724,0.1116045863897759,0.00933861510409629,0.21977766589204456
3.330818,0.0851094320647582,0.11094973385729916,0.009316720338572752,0.2053758862606301
3.3331190000000004,0.07049666651102603,0.11177228038935393,0.009307763389040396,0.19157671028942036
3.335421,0.0585306795441052,0.11249729569316744,0.009300796872737452,0.18032877211001008
3.3377230000000004,0.050626669190107984,0.11373434994524732,0.009281390148750679,0.17364240928410596
3.340024,0.04595711283390616,0.11436183402081962,0.009270442765988913,0.16958938962071468
3.3423260000000004,0.042767941192079925,0.11520179684363173,0.009259495383227142,0.1672292334189388
3.344627,0.040869565499527714,0.1152953472054141,0.009247055175543315,0.16541196788048512
3.3469290000000003,0.0392961280316771,0.11457530798467412,0.009231629318015369,0.16310306533436655
3.349231,0.03795059516859422,0.11324321054588975,0.009224165193405073,0.16041797090788906
