Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_40K,all
2.907319,0.4335316323369083,0.003075542705378727,0.22339549121742674,0.6600026662597138
2.909621,0.4467643941216193,0.003006413090969869,0.22783090528876435,0.6776017125013535
2.911922,0.4599720178647271,0.0029793413538587075,0.23293102719095635,0.6958823864095421
2.9142240000000004,0.4732158983986089,0.003098263627597024,0.23734758773109155,0.7136617497572975
2.916525,0.4870461720952735,0.003357378825660997,0.2417979879426157,0.7322015388635501
2.918827,0.5008329376430095,0.003676438584471113,0.2462880289120526,0.7507974051395332
2.921129,0.514919425994476,0.0039974320387891685,0.2505798660919256,0.7694967241251909
2.92343,0.5312494845590301,0.004373052391206535,0.25455022639360364,0.7901727633438402
2.925732,0.5459199489538947,0.004889832515703525,0.25827984160454315,0.8090896230741413
2.928034,0.5624298412006873,0.005625603656474732,0.2626432255182099,0.8306986703753718
2.930335,0.5767106659507019,0.006641760645897254,0.2652774022239013,0.8486298288205005
2.932637,0.5897418399787102,0.007995347501455323,0.26977517797537004,0.8675123654555357
2.9349380000000003,0.6021875876916897,0.009689748190287836,0.27383642196592123,0.8857137578478986
2.93724,0.6141943865243668,0.01167226950980342,0.2775365483203646,0.9034032043545348
2.939542,0.6245241879277827,0.013878616084363074,0.2810689265894942,0.91947173060164
2.941843,0.6335511619827242,0.016157959664347462,0.2845515121992943,0.934260633846366
2.944145,0.6444876603517563,0.018319831242224496,0.287595632352669,0.9504031239466496
2.946447,0.6537814843867934,0.020210502025112927,0.29094044215752835,0.9649324285694346
2.948748,0.6636394640862721,0.02178936440734602,0.29429395359217353,0.9797227820857916
2.95105,0.6736680924143263,0.023041432248737233,0.2975082389502469,0.9942177636133104
2.953351,0.6813134410288446,0.02398314196110406,0.3006809498548996,1.0059775328448484
2.955653,0.6905787430551394,0.02468120603947044,0.3018754902549296,1.0171354393495395
2.957955,0.6963725782208051,0.025203787250491248,0.3061378385783066,1.027714204049603
2.960256,0.7017235971151523,0.025575056788015745,0.3094391402342373,1.0367377941374054
2.962558,0.7090020270070388,0.025793080956535992,0.3110054335956688,1.0458005415592435
2.96486,0.7132363367455506,0.02584915812626626,0.3147974104867393,1.0538829053585559
2.967161,0.7185612507505407,0.025710415473571557,0.3169520307064616,1.0612236969305735
2.969463,0.7222159352605475,0.0253376956644161,0.3202683185025789,1.0678219494275425
2.971764,0.7291878744144255,0.024709728048212552,0.3228304650505995,1.0767280675132376
2.974066,0.7344750813570108,0.023847299851671267,0.3254477219205964,1.0837701031292784
2.976368,0.7401983366366365,0.02277893308353436,0.32893175780202755,1.0919090275221983
2.978669,0.74521966044688,0.02156167176128607,0.3310559223174997,1.0978372545256658
2.980971,0.7520833126523133,0.020285916149922596,0.33402994600871155,1.1063991748109474
2.983273,0.7598045588155181,0.0190396493950552,0.33663705097729185,1.1154812591878651
2.985574,0.7631774072052426,0.017881849209676063,0.33922143502365376,1.1202806914385723
2.987876,0.7715459579397305,0.01685989113372972,0.3418754321083016,1.1302812811817615
2.990177,0.7799106412832022,0.016005197719220196,0.3444999403364532,1.1404157793388756
2.992479,0.7847893550497351,0.015304233097591909,0.3471244485646049,1.1472180367119318
2.994781,0.7922447180805983,0.014731859227241644,0.3497639429329432,1.156740520240783
2.997082,0.8002951759040298,0.014264388338197122,0.35243099246226955,1.1669905567044965
2.999384,0.8057941225047344,0.01387909950824006,0.35511399497953644,1.1747872169925109
3.001686,0.8132751070010777,0.013554238662906122,0.35778539532375564,1.1846147409877394
3.003987,0.8209436599616912,0.013285454987302448,0.360452444853082,1.1946815598020757
3.006289,0.8275042053962549,0.013079999839583812,0.36238710720877615,1.2029713124446149
3.0085900000000003,0.8348957564753561,0.012942707458520069,0.3649951790251104,1.2128336429589863
3.010892,0.8428292257205573,0.012862942518817538,0.3675853641579961,1.2232775323973708
3.013194,0.8499249213869434,0.012825235456412705,0.3698482713261631,1.2325984281695193
3.015495,0.8588909840333847,0.012817500674380944,0.3717133206435712,1.2434218053513368
3.0177970000000003,0.8661892343042276,0.012830553119059541,0.3737693223923886,1.2527891098156756
3.020098,0.8736866552123883,0.012857141432293715,0.375594247528007,1.262138044172689
3.0224,0.8813629429550336,0.012887597136543772,0.3769478343835651,1.2711983744751425
3.024702,0.8865089901255392,0.012908867787131113,0.37815252668501176,1.277570384597682
3.027003,0.8902047656650898,0.012909834634885084,0.379338365455256,1.2824529657552308
3.029305,0.8981575718653703,0.01289194795143664,0.3808393965932945,1.2918889164101015
3.031607,0.9050502295034228,0.012862942518817538,0.3823815187608767,1.300294690783117
3.0339080000000003,0.9087329525982946,0.012831036542936528,0.3826285483620161,1.3041925375032473
3.03621,0.9136073155499348,0.012806865349087277,0.3834648716692002,1.3098790525682222
3.038511,0.9185585428980152,0.01280058083868647,0.3834518192245216,1.3148109429612234
3.040813,0.9238322139720448,0.012817984098257929,0.384277023782535,1.3209272218528378
3.043115,0.9269140411878244,0.012855691160662763,0.3844790949631147,1.3242488273116018
3.045416,0.9324859847939538,0.012909834634885084,0.3833797890668508,1.3287756084956897
3.047718,0.934962565315748,0.012974613434401077,0.3834213635202715,1.3313585422704206
3.05002,0.9382135908884724,0.013044709896563906,0.38308345023025897,1.3343417510152953
3.052321,0.9408893420475845,0.01311432293484975,0.3816104576770856,1.3356141226595195
3.054623,0.9446078385093534,0.013188286788028459,0.3809380150641995,1.3387341403615811
3.056924,0.9442109475063488,0.013272402542623851,0.3794118458845578,1.3368951959335305
3.059226,0.9471158415831518,0.013368603894143872,0.3788762122288584,1.339360657706154
3.061528,0.9489364159038772,0.013467222365048815,0.376981190631077,1.339384828900003
3.063829,0.9480938080862924,0.013557622630045018,0.3756575760558921,1.3373090067722295
3.066131,0.9503547815589516,0.013630619635469757,0.3737291982105988,1.3377145994050201
3.068433,0.9489373827516312,0.01368234599030715,0.3712922584467173,1.3339119871886556
3.070734,0.9478284083778276,0.013708450879664344,0.3697994455145875,1.3313363047720794
3.073036,0.9467875967706788,0.013707967455787359,0.36710580767202705,1.3276013718984931
3.075337,0.9451956819437672,0.0136808957186762,0.3644774320528594,1.3233540097153027
3.077639,0.9431101913384538,0.013629652787715787,0.3629667324372812,1.3197065765634508
3.079941,0.9381705661634208,0.013562940292691854,0.3604311742024947,1.3121646806586074
3.082242,0.9366313445391004,0.013490910135021085,0.3568562546321905,1.3069785093063122
3.084544,0.9319024921744328,0.013422747368366196,0.354290240693154,1.299615480235953
3.086846,0.9278712204642549,0.013365703350881964,0.3512001952714657,1.2924371190866024
3.089147,0.9249440888891104,0.013326546016846177,0.3482024838102816,1.2864731187162382
3.0914490000000003,0.9192590240957664,0.01331542726767552,0.3453038742438793,1.2778783256073214
3.09375,0.9103369530221308,0.01334249900478668,0.3421727377926473,1.265852189819565
3.096052,0.9088083667231044,0.013415012586334436,0.33888255488588725,1.261105934195326
3.098354,0.901743126760968,0.01351846529600923,0.3355918885552502,1.2508534806122276
3.100655,0.8964172459082241,0.013630619635469757,0.3316635861308699,1.2417114516745638
3.102957,0.8892606388333378,0.013728271258620731,0.3287166341767692,1.2317055442687277
3.105259,0.8828963634928301,0.01378676554773592,0.3245833600285472,1.2212664890691132
3.10756,0.875117589888264,0.013781447885089084,0.3210838545830526,1.2099828923564058
3.109862,0.8683482053388427,0.013711834846803241,0.3165449878020402,1.198605027987686
3.112163,0.8611611425597063,0.01360209762672764,0.31305708452959324,1.1878203247160273
3.114465,0.8529013621975402,0.013478341114219474,0.3093675935004436,1.1757472968122034
3.116767,0.8457921306625984,0.013352650906203365,0.3050689883862927,1.1642137699550943
3.119068,0.8374927095425195,0.013231794936957109,0.30151727316208377,1.1522417776415603
3.12137,0.8304796793590977,0.013122057716881512,0.29704463545221826,1.1406463725281974
3.123672,0.8222783932860469,0.01302972375637737,0.2926976879503689,1.1280058049927932
3.125973,0.8139664031451662,0.01296252783747645,0.28834445593811875,1.1152733869207614
3.128275,0.8056287915388056,0.012920953384055741,0.2840714722894481,1.1026212172123095
3.130576,0.7968536813237734,0.01289194795143664,0.27987873700435706,1.0896243662795673
3.132878,0.7886088871017939,0.012862459094940552,0.2757846201901708,1.0772559663869052
3.13518,0.7797520782515512,0.012829102847428586,0.27082517463618144,1.0634063557351612
3.137481,0.7717523799352031,0.012794779752162649,0.2666827154342968,1.0512298751216624
3.139783,0.7623473684084593,0.01276239035240465,0.26180303482001,1.036912793580874
3.142085,0.7551167974803944,0.012728550681015702,0.257120591147533,1.0249659393089432
3.144386,0.7441972189470565,0.012689393346979914,0.25278572924260834,1.0096723415366449
3.146688,0.7368163031932492,0.012640567535404426,0.2477827755396903,0.997239646268344
3.148989,0.7268679232287744,0.012579656126904315,0.2436693217704247,0.9831169011261034
3.151291,0.7174735470273245,0.012506175697602588,0.2386765199689234,0.9686562426938504
3.153593,0.7075923629817505,0.012421093095253223,0.2337934553874977,0.9538069114645014
3.155894,0.6991454975791912,0.012331176254134012,0.2291927103502312,0.9406693841835564
3.158196,0.68943544558607,0.012240775989137809,0.2241452816506305,0.9258215032258384
3.160498,0.6793449390017615,0.012150375724141613,0.2195662906878284,0.9110616054137316
3.162799,0.6704847461843799,0.01205417437262159,0.21491285244797054,0.897451773004972
3.165101,0.6608853982590884,0.011948787967438857,0.21011293677338624,0.8829471229999135
3.167402,0.6505067710440968,0.011832282813085465,0.20484071597098755,0.8671797698281698
3.1697040000000003,0.6414188855806554,0.011703208637930463,0.2004101361384198,0.8535322303570057
3.172006,0.6316314857672166,0.011565432832989732,0.19569481964230784,0.8388917382425142
3.174307,0.6211803449706774,0.011428140451925984,0.19079290152967968,0.8234013869522829
3.176609,0.61102070877196,0.01130245024390988,0.18577689538208308,0.808100054397953
3.1789110000000003,0.601791180112562,0.011188362208941413,0.181291688651416,0.7942712309729194
3.181212,0.5927347172011246,0.011077174717234857,0.17657540530755012,0.7803872972259096
3.183514,0.5823101647178195,0.01096115298675845,0.17160242388500516,0.7648737415895831
3.1858150000000003,0.5725735244114639,0.010841747289143151,0.16677591989718668,0.7501911915977938
3.188117,0.5635837739950506,0.010724758710912772,0.16192524471551895,0.7362337774214822
3.190419,0.5534043174173768,0.010614538066960187,0.15764742682807847,0.7216662823124156
3.19272,0.5433191284957153,0.010512535628916348,0.15332900133497124,0.7071606654596028
3.1950220000000003,0.5338503050172096,0.010420201668412208,0.1481810204689577,0.6924515271545795
3.197323,0.5242093826384973,0.010335602489939828,0.14405934849378338,0.6786043336222205
3.199625,0.5146554765576422,0.01025680439799127,0.13892393664857147,0.663836217604205
3.201927,0.504853090604017,0.010180423425427637,0.13500578612560782,0.6500393001550524
3.204228,0.495389101364281,0.010111293811018777,0.13055635276183766,0.6360567479371375
3.20653,0.4858632338682911,0.010058117184550424,0.12624517862688522,0.6221665296797267
3.208832,0.4757437218513635,0.010027178056423385,0.12191080014583752,0.6076817000536244
3.211133,0.466435878523894,0.010013158763990816,0.11754354884115477,0.5939925861290396
3.213435,0.4572078001361269,0.010006390829713028,0.11327443258350005,0.5804886235493399
3.215736,0.4472961603863029,0.01000300686257413,0.10903287148683342,0.5663320387357104
3.218038,0.4382401808987424,0.010006874253590009,0.10492618565184564,0.5531732408041781
3.22034,0.429149878315916,0.010022343817653531,0.10081079818707213,0.5399830203206416
3.222641,0.41937021328450896,0.010048448707010724,0.09734948322785934,0.526768145219379
3.224943,0.4103108498298096,0.010075520444121884,0.0932389300018557,0.5136253002757872
3.227245,0.4012128124649514,0.010097274518586209,0.08918832133659818,0.5004984083201358
3.229546,0.3923912935577287,0.010115161202034656,0.08583045908706019,0.4883369138468235
3.231848,0.3830423592007153,0.010133531309360087,0.08216900664277561,0.4753448971528509
3.234149,0.3747279519404498,0.0101557688077014,0.07859070310533245,0.4634744238534837
3.236451,0.3656618205514727,0.010178489729919695,0.0752642634077985,0.4511045736891909
3.238753,0.3570293203801511,0.01019637641336814,0.07190253376724462,0.4391282305607639
3.241054,0.3487134628482547,0.010205078043153872,0.06900779159185831,0.4279263324832669
3.2433560000000003,0.3403134895617629,0.010201694076014976,0.06546719511681998,0.4159823787545978
3.245658,0.3324196610744744,0.01018284054481256,0.06287072547353342,0.4054732270928204
3.247959,0.323687092160617,0.0101557688077014,0.0597884148338769,0.3936312758021953
3.250261,0.31600306963594005,0.010133047885483104,0.056993257977149485,0.3831293754985726
3.252562,0.3085196680202118,0.010125796527328326,0.05437406741164462,0.3730195319591848
3.254864,0.3014993864786353,0.010131114189975162,0.05195211378794965,0.3635826144565601
3.257166,0.2934455446880648,0.010141749515268831,0.049539345217917384,0.35312663942125105
3.259467,0.2869260902830447,0.010153835112193458,0.047107723116682716,0.3441876485119209
3.261769,0.2795272878457889,0.010163020165856173,0.044720092588253685,0.3344104005998988
3.264071,0.27302523670034035,0.010167370980749041,0.04241077672789621,0.3256033844089856
3.266372,0.2667271904309794,0.010167370980749041,0.040517205401745866,0.3174117668134743
3.2686740000000003,0.2604649175285155,0.010164953861364116,0.03875029113136561,0.30938016252124523
3.270975,0.2541688049546625,0.010163503589733159,0.03665754916789744,0.3009898577122931
3.273277,0.2483445140847469,0.010161086470348234,0.035078203361787366,0.29358380391688244
3.275579,0.24302491774240365,0.010153835112193458,0.033362048598490526,0.28654080145308763
3.27788,0.2376729320003025,0.010138848972006922,0.03178173594462648,0.27959351691693585
3.280182,0.23236058701611406,0.010114677778157673,0.030103771667611457,0.27257903646188314
3.282484,0.2275239311268789,0.010081321530645705,0.02887635844394648,0.26648161110147106
3.284785,0.22257318720267524,0.010039263653348007,0.027266556933586344,0.2598790077896096
3.287087,0.2179734090131627,0.009989954417895536,0.026187071416278792,0.254150434847337
3.289388,0.21365256640067054,0.009935327519796228,0.025040389980070316,0.2486282839005371
3.29169,0.20968994088102436,0.00987296583966516,0.023931899030143648,0.24349480575083315
3.293992,0.2055097746167348,0.00979803513873248,0.022804071125137583,0.2381118808806049
3.296293,0.20188167841996216,0.009707151449859295,0.021694613327456955,0.2332834431972784
3.298595,0.19855765584181315,0.00960466558793847,0.020601108517716828,0.22876342994746846
3.300897,0.19568176719762925,0.00949782891112478,0.01951920588102434,0.2246988019897784
3.3031980000000005,0.1926772878021673,0.009389541962680137,0.01888108636340411,0.22094791612825154
3.3055,0.19068509800511205,0.00927738762321961,0.01778226389101715,0.2177447495193488
3.307801,0.1890854483961686,0.009157981925604308,0.01705712807553961,0.2153005583973125
3.310103,0.187877372127583,0.009036159108604084,0.016071426790367143,0.21298495802655426
3.3124050000000005,0.1868849029081328,0.008926905312405467,0.01557543389258051,0.21138724211311874
3.314706,0.18636908963138973,0.008841339286179117,0.014932480136190428,0.21014290905375926
3.317008,0.1860664662843971,0.008770275976262317,0.014230548666808172,0.2090672909274676
3.31931,0.18490189816474015,0.00869244473206773,0.01357405904186251,0.2071684019386704
3.321611,0.1826708969724543,0.008594793108916754,0.0130998202185402,0.20436551029991126
3.323913,0.17952477438103576,0.008484089041087184,0.01220306892673298,0.20021193234885595
3.326214,0.17693555609590395,0.008373384973257613,0.011781039882125052,0.19708998095128666
3.3285160000000005,0.1728279034131622,0.008267998568074876,0.011326621437759128,0.1924225234189962
3.330818,0.1677442179227877,0.008164062434523098,0.01071315653786513,0.186621436895176
3.3331190000000004,0.162342922945234,0.008058676029340359,0.010427453026566984,0.18082905200114133
3.335421,0.15763824177441574,0.007956190167419537,0.009762261771835591,0.17535669371367088
3.3377230000000004,0.15294129538562926,0.007867723597931276,0.009335398488457812,0.17014441747201836
3.340024,0.14949109917558714,0.0078024613745383,0.009046794433897751,0.1663403549840232
3.3423260000000004,0.14647501760707754,0.007760403497240602,0.008631533323567617,0.16286695442788576
3.344627,0.14360106265840158,0.007737682575022305,0.008276216773983623,0.15961496200740752
3.3469290000000003,0.14064540907451514,0.007732848336252454,0.007788925505982719,0.15616718291675036
3.349231,0.13833174239926482,0.007747834476438991,0.00746889889941863,0.15354847577512246
3.351532,0.1368505316401827,0.007785058114966837,0.007218968755017375,0.1518545585101669
3.3538339999999995,0.13551483146807308,0.007842102132451071,0.006805641340195178,0.15016257494071933
3.356135,0.1342327913463088,0.007910748322982945,0.006366692459892775,0.14851023212918452
3.3584370000000003,0.13318472838100526,0.007982295056776728,0.006375394089678506,0.14754241752746047
3.360739,0.13135448558273996,0.008046107008538752,0.005802053371574266,0.14520264596285298
3.3630400000000003,0.12935649469916086,0.008091548852975344,0.0056057832775183464,0.14305382682965453
3.365342,0.12705491362083515,0.00810846868866982,0.005319596342343211,0.1404829786518482
3.3676440000000003,0.12583765229858687,0.008088648309713434,0.005045978427969688,0.13897227903627
3.3699449999999995,0.1239788874915794,0.008024836357951409,0.0048883822440725705,0.1368921060936034
3.372247,0.1223729533722352,0.007924767615415511,0.004425262169920917,0.13472298315757164
3.3745480000000003,0.12160672652721395,0.007818414362478805,0.0043643507614208035,0.13378949165111353
3.37685,0.120732212733748,0.007738649422776277,0.0042096551207855964,0.13268051727730987
3.3791519999999995,0.11979727095565895,0.0077043263275103375,0.003878026341173868,0.1313796236243432
3.381453,0.11860708137052185,0.007724146706466723,0.003732032330324391,0.13006326040731295
3.3837550000000003,0.11771516431748448,0.0078043950700462375,0.0033728483897245173,0.12889240777725525
3.386057,0.11722110511520578,0.00792670131092345,0.0033965361596967835,0.12854434258582606
3.388358,0.11664583070159358,0.008066410811372124,0.0031717440568987468,0.12788398556986444
3.39066,0.1159965924348027,0.008204186616312855,0.002895225599263313,0.12709600465037887
3.392961,0.11551703594883354,0.008336161334729766,0.0029222973363744738,0.1267754946199378
3.395263,0.11558858268262735,0.008459917847237933,0.002719742731917749,0.126768243261783
3.397565,0.1154517737254406,0.008575456153837353,0.0025089699215522787,0.12653619980083022
3.3998660000000003,0.11520716124368614,0.008684709950035969,0.002577616112084152,0.12646948730580626
3.402168,0.11450232923104199,0.008786712388079808,0.002441290578774375,0.1257303321978962
3.40447,0.11417795180958505,0.008859225969627562,0.002425821014710854,0.12546299879392347
3.406771,0.11367422412976665,0.008867444175536308,0.002333970478083699,0.12487563878338664
3.409073,0.11307864591332108,0.00879154662684966,0.0019037232275670272,0.1237739157677378
3.411374,0.11262906170772505,0.008664889571079583,0.001932245236309144,0.12322619651511375
3.413676,0.11218334489314484,0.008533398276539657,0.001936596051202009,0.12265333922088648
3.415978,0.11165737971498513,0.008424627904218027,0.0019820378956386013,0.12206404551484172
3.418279,0.11062285261823718,0.008337128182483736,0.001428517556490748,0.12038849835721165
3.420581,0.110564358329122,0.008267998568074876,0.001445920816062209,0.12027827771325908
3.422883,0.11007271624622822,0.008231741777301002,0.001445920816062209,0.11975037883959146
3.425184,0.11036277057241922,0.008256879818904222,0.0014454373921852241,0.12006508778350865
3.427486,0.10981118392877932,0.008368550734487763,0.0014454373921852241,0.11962517205545233
3.429787,0.10957430622905666,0.008566271100174638,0.0014449539683082386,0.11958553129753953
3.432089,0.10961539725860038,0.008840855862302129,0.0014391528817844187,0.11989540600268693
3.434391,0.10912617229509154,0.009176352032929738,0.0014362523385225087,0.1197387766665438
3.436692,0.1087302481398408,0.00953746966903755,0.0009832841657875402,0.1192510019746659
3.438994,0.10858280385736037,0.00988553486046677,0.0009678146017240194,0.11943615331955115
3.441296,0.10862582858241204,0.0101847742403205,0.0009663643300930645,0.1197769671528256
3.443597,0.10829613349830823,0.010399897865578836,0.0009663643300930645,0.11966239569398016
3.445899,0.10728384389990163,0.01049948318423775,0.0009663643300930645,0.11874969141423244
3.4482,0.10664669123003537,0.010482079924666292,0.0009663643300930645,0.11809513548479472
3.450502,0.10593315758760544,0.010363157650927974,0.0009663643300930645,0.11726267956862647
3.452804,0.10488364435067096,0.010172688643395874,0.0009663643300930645,0.11602269732415987
3.455105,0.1042788810805627,0.010001556590943176,0.0009663643300930645,0.11524680200159895
3.457407,0.10370312324307353,0.009955147898752613,0.0009663643300930645,0.1146246354719192
3.459709,0.10327819365520367,0.010077454139629823,0.0009663643300930645,0.11432201212492656
3.46201,0.10255934235012697,0.010309981024459623,0.0009663643300930645,0.11383568770467965
3.464312,0.10224656710171766,0.010585532634341088,0.0009682980256010043,0.11380039776165975
3.466613,0.10174815708454607,0.010851415766682849,0.0009813504702796002,0.11358092332150853
3.468915,0.1013672190694819,0.0110660559680642,0.0006714757651321992,0.1131047508026783
3.471217,0.09999719580210634,0.011198514110358096,0.00048632442024693475,0.11168203433271136
3.473518,0.09883649507346527,0.01126812714864394,0.0005211309393898567,0.11062575316149907
3.47582,0.09793394269513424,0.011314535840834505,0.0006279676162035472,0.10987644615217228
3.478122,0.09738912398577212,0.011367229043425872,0.0004810067576000996,0.10923735978679808
3.4804230000000005,0.09682738544071552,0.011428623875802969,0.0004834238769850247,0.10873943319350353
3.482725,0.09579624231110644,0.011498236914088814,0.0004839073008620097,0.10777838652605727
3.4850260000000004,0.0949173777027477,0.011569300224005609,0.0004839073008620097,0.10697058522761532
3.487328,0.09435370546218316,0.011629244784751757,0.0004834238769850247,0.10646637412391992
3.4896300000000005,0.09358264437839203,0.011665984999402615,0.0004834238769850247,0.10573205325477968
3.491931,0.09283237052131127,0.011684838530605032,0.0004834238769850247,0.10500063292890134
3.4942330000000004,0.09208499720749244,0.011700308094668552,0.0004839073008620097,0.104269212603023
3.496535,0.0916373466974043,0.011722062169132878,0.0004839073008620097,0.10384331616739917
3.4988360000000003,0.09085565028831953,0.011741399124212279,0.0004839073008620097,0.1030809567133938
3.501138,0.08996953432180596,0.011745749939105144,0.0004834238769850247,0.10219870813789612
3.503439,0.08920814171555455,0.011725446136271777,0.0004834238769850247,0.10141701172881136
3.5057410000000004,0.08867154121210118,0.0116761369008193,0.0004839073008620097,0.10083158541378248
3.508043,0.08802520348857219,0.011595888537239788,0.0004839073008620097,0.10010499932667401
3.5103440000000004,0.08705255464807833,0.011501620881227706,0.0004839073008620097,0.09903808283016803
3.512646,0.08637382752479135,0.01142475648478709,0.00048052333372311447,0.09827910734330156
3.5149470000000003,0.08599579005298907,0.011392367085029092,0.0004631200741516537,0.09785127721216982
3.517249,0.08508308577324132,0.011385115726874315,0.000840674122076958,0.0973088756221926
3.5195510000000003,0.08421388964242225,0.011365778771794916,0.0009726488404938695,0.09655231725471104
3.5218519999999995,0.08396589319352894,0.011312602145326565,0.0007362545646481928,0.0960147499035037
3.524154,0.08353999675790512,0.011243472530917705,0.0007333540213862825,0.09551682331020912
3.526456,0.08294345169370562,0.011183527970171563,0.0009591129719382892,0.09508609263581548
3.528757,0.08247453053303014,0.011151138570413563,0.0009673311778470344,0.09459300028129074
3.5310589999999995,0.08185333085110437,0.01115452253755246,0.0009663643300930645,0.0939742177187499
3.53336,0.08142308360058771,0.011203831773004932,0.0009663643300930645,0.09359327970368572
3.5356620000000003,0.08067522686289189,0.01131308556920355,0.0009663643300930645,0.09295467676218848
3.537964,0.07980022964554898,0.011501137457350723,0.0009663643300930645,0.09226773143299276
3.540265,0.07899001122772209,0.011775238795601231,0.0009663643300930645,0.09173161435341637
3.542567,0.07828856318221683,0.012097682521550242,0.0009663643300930645,0.09135261003386012
3.5448690000000003,0.07756729475775515,0.0124186759758683,0.0009663643300930645,0.0909523350637165
3.5471699999999995,0.07678076410990052,0.01269181046636484,0.0009663643300930645,0.09043893890635844
3.549472,0.07600390193958559,0.012876478387373118,0.0009663643300930645,0.08984674465705178
3.5517730000000003,0.07521640444397698,0.012935939524242277,0.0009663643300930645,0.08911870829831231
3.554075,0.07454251155945986,0.012868260181464372,0.0009663643300930645,0.0883771360710173
3.556377,0.07340163120977519,0.012702929215535494,0.0009663643300930645,0.08707092475540375
3.558678,0.07277946468009547,0.012470885754582684,0.0009673311778470344,0.08621768161252519
3.5609800000000003,0.07169562834789504,0.012204519198363932,0.0009586295480613039,0.08485877709432027
3.563282,0.07114307485650116,0.011936702370514227,0.0008817651516206849,0.08396154237863608
3.565583,0.07028499747485276,0.011693056736513777,0.000822787438628512,0.08280084164999504
3.567885,0.06938631248753757,0.01147696626350147,0.0009716819927398996,0.08183496074377895
3.570186,0.06871145275526648,0.011287947527600326,0.0009663643300930645,0.08096576461295987
3.572488,0.06785772618851094,0.011123583409425418,0.0009658809062160793,0.07994719050415243
3.57479,0.06714032515506514,0.010976622550821971,0.0009663643300930645,0.07908331203598018
3.577091,0.06634557630130178,0.010841747289143151,0.0009658809062160793,0.07815320449666101
3.579393,0.06540483343668893,0.010715573657250056,0.0009658809062160793,0.07708628800015505
3.581695,0.06494848129681505,0.01059665138351174,0.0009716819927398996,0.07651681467306669
3.583996,0.06416243407283741,0.010484013620174232,0.0007493070093267883,0.07539575470233842
3.586298,0.06345470151693132,0.010382494606007377,0.0004674708890445188,0.07430466701198321
3.588599,0.06255456625798522,0.010295478308150072,0.00048149018147708477,0.07333153474761238
3.590901,0.0620580899363216,0.010223448150479302,0.0004839073008620097,0.07276544538766291
3.593203,0.06140353400688388,0.010155285383824413,0.0004839073008620097,0.0720427266915703
3.595504,0.06070643677627146,0.010078420987383794,0.0004834238769850247,0.07126828164064028
3.597806,0.060193040618913375,0.009993338385034429,0.0004834238769850247,0.07066980288093283
3.600108,0.059391040406995214,0.00991067290206999,0.0004839073008620097,0.06978562060992721
3.602409,0.05906037847513745,0.009838642744399223,0.0004839073008620097,0.06938292852039868
3.604711,0.058586623075692124,0.009776764488145141,0.0004834238769850247,0.06884681144082229
3.607012,0.05786390437959951,0.009717786775152969,0.0004834238769850247,0.0680651150317375
3.609314,0.05724850578419757,0.00965735879052984,0.0004839073008620097,0.06738977187558942
3.611616,0.0567699161459824,0.009592579991013844,0.0004839073008620097,0.06684640343785825
3.613917,0.05616031863710429,0.009523450376604986,0.0004839073008620097,0.06616767631457128
