Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_40K,H2O_CH3OH_CO_NH3_120K_NASA,all
3.027003,0.7673113073655516,0.027487632290794217,0.4355118005349292,1.230310740191275
3.029305,0.7741662225020742,0.02759640007105793,0.4393078956274684,1.2410705182006003
3.031607,0.7801073434075838,0.02770814539120004,0.4432310899017614,1.2510465787005454
3.0339080000000003,0.783281663723068,0.02772604566035133,0.4478081498884365,1.2588158592718557
3.03621,0.7874831170889156,0.0277866473543469,0.4508803754223932,1.2661501398656556
3.038511,0.7917508236616626,0.027785701547562,0.4548174711696905,1.274353996378915
3.040813,0.79629646035392,0.027845497554296345,0.4584949072605141,1.2826368651687303
3.043115,0.7989528389324461,0.027860140044521867,0.4617543061988505,1.2885672851758183
3.045416,0.8037555714024212,0.027780482095304582,0.4649630640569568,1.2964991175546825
3.047718,0.8058902580624665,0.02778349466506389,0.4683103401639276,1.301984092891458
3.05002,0.8086924770335391,0.027759008778299208,0.4715444185621489,1.307995904373987
3.052321,0.8109988386699534,0.027652272731128986,0.4749190011339496,1.313570112535032
3.054623,0.8142039938112903,0.02760354616676608,0.4766904459796441,1.3184979859577004
3.056924,0.8138618939190597,0.027492956832694402,0.4801102083387089,1.3214650590904629
3.059226,0.8163657651156657,0.02745414372463251,0.4826065157053434,1.3264264245456416
3.061528,0.8179350077394663,0.02731682659141712,0.485665832728653,1.3309176670595364
3.063829,0.8172087225845847,0.027220914777451883,0.487617500242225,1.3320471376042615
3.066131,0.8191575669158422,0.02708118058245286,0.4897066930423041,1.3359454405405993
3.068433,0.8179358411131379,0.026904594952723588,0.4916593535182336,1.336499789584095
3.070734,0.8169799615117044,0.026796422680435552,0.4932520651395866,1.3370284493317266
3.073036,0.8160828347541254,0.02660123618393654,0.4947593819981989,1.3374434529362609
3.075337,0.8147106850036805,0.026410778721362042,0.4963123751252538,1.3374338388502962
3.077639,0.8129130979938356,0.026301310343479874,0.4971092274171092,1.3363236357544246
3.079941,0.8086553919051487,0.026117578618042453,0.4977953644061084,1.3325683349292996
3.082242,0.8073286610198112,0.02585853264862211,0.4983166696437708,1.331503863312204
3.084544,0.8032526303915536,0.025672594040686583,0.4998329231636001,1.32875814759584
3.086846,0.7997778788674237,0.025448683041831288,0.4998200146529532,1.325046576562208
3.089147,0.7972548400763686,0.02523146275023216,0.4997981694810893,1.3222844723076899
3.0914490000000003,0.7923546028868054,0.025021423584222092,0.4985847694802829,1.3159607959513104
3.09375,0.784664230644409,0.024794535045488408,0.4984551878926354,1.3079139535825328
3.096052,0.7833466668694602,0.024556121675931287,0.4971156816724326,1.305018470217824
3.098354,0.7772567887635529,0.024317673276493246,0.4970714948475259,1.298645956887572
3.100655,0.7726661498930242,0.024033020464118704,0.4956590058940504,1.292358176251193
3.102957,0.7664975179751419,0.02381947831001641,0.493773370377249,1.2840903666624073
3.105259,0.7610118357812133,0.023519972828130814,0.4928687816696102,1.2774005902789545
3.10756,0.7543069279055957,0.023266391520134343,0.49109137904977096,1.268664698475501
3.109862,0.748472062143227,0.022937495968154944,0.4887301145637501,1.2601396726751322
3.112163,0.7422771789546864,0.02268475537730061,0.4872729423041892,1.2522348766361762
3.114465,0.7351576676774009,0.022417407326101674,0.4848282689801423,1.2424033439836448
3.116767,0.7290298710694315,0.022105921624940652,0.4819238540845951,1.2330596467789672
3.119068,0.7218761914716064,0.02184855708980457,0.4801831910719816,1.2239079396333925
3.12137,0.7158313155439707,0.021524460631511533,0.476904429367675,1.214260205543157
3.123672,0.7087622233738228,0.021209471942258282,0.4744518123447685,1.2044235076608496
3.125973,0.7015977099182655,0.02089402786455304,0.4718159937669121,1.1943077315497306
3.128275,0.6944111120604086,0.020584398747080897,0.4687497260071001,1.1837452368145895
3.130576,0.6868474126161099,0.020280584589841864,0.4655975670033686,1.1727255642093204
3.132878,0.6797408186307355,0.01998391652831097,0.4625337816494503,1.1622585168084971
3.13518,0.6721066991111786,0.019624544979929177,0.4595121971957237,1.1512434412868315
3.137481,0.6652113653515788,0.019324373930306057,0.4564975634784994,1.141033302760384
3.139783,0.6571047229601711,0.018970782312276446,0.4535017960460666,1.1295773013185142
3.142085,0.6508723379564042,0.018631482885663117,0.4494574603641644,1.1189612812062315
3.144386,0.6414602157082872,0.01831736994343293,0.4463246641264032,1.1061022497781232
3.146688,0.6350982410985718,0.017954845705768132,0.4433070515221064,1.0963601383264463
3.148989,0.6265232427036718,0.01765677644900035,0.4397855105214027,1.083965529674075
3.151291,0.6184257674226529,0.01729498783883492,0.4364774564275513,1.072198211689039
3.153593,0.6099086884979357,0.016941151011638848,0.4324867407129516,1.0593365802225259
3.155894,0.6026279194151771,0.016607771634901392,0.4294482758991483,1.0486839669492267
3.158196,0.5942583476303498,0.01624202464819174,0.4255250816248553,1.0360254539033968
3.160498,0.5855608433057108,0.015910221616095798,0.4214589007710892,1.0229299656928958
3.162799,0.5779238069783029,0.015573023982337812,0.4181290015053738,1.0116258324660146
3.165101,0.5696496564788847,0.015225212294660374,0.4139079185238451,0.99878278729739
3.167402,0.5607038068000807,0.014843176413321859,0.4106231990453938,0.9861701822587964
3.1697040000000003,0.5528705109729888,0.014522127554669053,0.406492972119572,0.9738856106472298
3.172006,0.544434269294426,0.014180446096153015,0.4022167797272048,0.9608314951177838
3.174307,0.535425916590245,0.013825243103600974,0.3984326001829551,0.9476837598768012
3.176609,0.5266688260480796,0.013461773059151274,0.3937949694924753,0.9339255685997062
3.1789110000000003,0.5187134409780846,0.013136765823954248,0.3899775257092509,0.9218277325112898
3.181212,0.5109072297953228,0.012795014305676368,0.3857003403545263,0.9094025844555254
3.183514,0.5019217948671133,0.01243466192062875,0.38161827210304095,0.8959747288907829
3.1858150000000003,0.4935293053063144,0.012084923589500586,0.3770903637530596,0.8827045926488746
3.188117,0.4857805969068995,0.011733433764326309,0.3726379205422447,0.8701519512134704
3.190419,0.4770064222044645,0.011423454348044948,0.3687767864152924,0.8572066629678018
3.19272,0.4683135014350198,0.011110532421766113,0.363921200487352,0.8433452343441379
3.1950220000000003,0.4601518563812803,0.010737499219824623,0.35919668559059514,0.8300860411917002
3.197323,0.4518418708139792,0.010438834455081165,0.3544120964712124,0.8166928017402727
3.199625,0.4436068888771305,0.010066712030043657,0.34966672936494914,0.8033403302721234
3.201927,0.4351577299066565,0.00978279484516848,0.3450464755157248,0.7899870002675498
3.204228,0.42700025172127537,0.009460379821159704,0.3404639542360836,0.7769245857785188
3.20653,0.41878943762090587,0.009147983343094706,0.3358302953950337,0.7637677163590342
3.208832,0.410066932086116,0.008833905430745437,0.3303511291066133,0.7492519666234747
3.211133,0.4020440437487137,0.00851744548649345,0.3259870595456115,0.7365485487808187
3.213435,0.3940899087392261,0.008208096608068689,0.32051285806897845,0.7228108634162733
3.215736,0.3855465785438505,0.0079007444328565,0.315528683515748,0.708976006492455
3.218038,0.3777407840479245,0.007603165594421629,0.3110812051167203,0.6964251547590664
3.22034,0.3699054047866533,0.007304956218130158,0.3054238020851373,0.6826341630899208
3.222641,0.3614758300974641,0.007054142270726547,0.3008174497089172,0.6693474220771078
3.224943,0.3536671187936872,0.006756283193244299,0.29537055469711404,0.6557939566840455
3.227245,0.3458250725430425,0.006462767820996414,0.2901594882452057,0.6424473286092446
3.229546,0.33822137116250234,0.006219450268110174,0.2853664589457847,0.6298072803763972
3.231848,0.33016306444405297,0.005954133950004735,0.2803544814465456,0.6164716798406032
3.234149,0.3229964675543166,0.005694842771417929,0.2750411398718197,0.6037324501975543
3.236451,0.3151819226348378,0.005453802160791639,0.2700321412596529,0.5906678660552823
3.238753,0.30774114580711404,0.005210204368858019,0.2649739910107921,0.5779253411867642
3.241054,0.3005732988568701,0.005000445441895336,0.25927339411666,0.5648471384154254
3.2433560000000003,0.2933329483971888,0.004743886594020468,0.2545285234915754,0.5526053584827846
3.245658,0.2865288690546395,0.004555741103586839,0.2493963975470845,0.5404810077053108
3.247959,0.2790018380518954,0.004332390582826305,0.24419178535049965,0.5275260139852214
3.250261,0.2723786007961038,0.004129847811333613,0.2395392602246581,0.5160477088320956
3.252562,0.2659282885771888,0.003940055916496634,0.2339483856710244,0.5038167301647098
3.254864,0.2598771623470155,0.0037645562130759523,0.22871398460371595,0.4923557031638074
3.257166,0.25293515966180075,0.003589722077392793,0.2242496258446116,0.4807745075838051
3.259467,0.2473157209935651,0.003413521776353664,0.21896855554650288,0.4696977983164217
3.261769,0.2409383289709234,0.003240509194478464,0.21380614425010974,0.4579849824155117
3.264071,0.2353338910287783,0.003073171453312675,0.20911290766761265,0.4475199701497036
3.266372,0.2299052949313607,0.0029359594097400576,0.20434122705887686,0.4371824813999776
3.2686740000000003,0.2245075336597958,0.002807925194969081,0.19941216191648495,0.42672762077124987
3.270975,0.2190806043097216,0.0026562808404564787,0.19446274104576525,0.4161996261959433
3.273277,0.21406036131143427,0.0025418382194833506,0.1895128236938668,0.4061150232247844
3.275579,0.20947513936977144,0.0024174821422092143,0.1854158610070197,0.3973084825190004
3.27788,0.20486199941010688,0.002302969461474241,0.18073851182224185,0.38790348069382297
3.280182,0.20028302777098175,0.002181380744792966,0.17600903211369778,0.3784734406294725
3.282484,0.1961140759783304,0.0020924398771312667,0.1714145952857672,0.3696211111412288
3.284785,0.19184678609241892,0.001975790373660034,0.16727543169872836,0.3610980081648073
3.287087,0.18788201084933265,0.0018975686495605567,0.1626536884059678,0.35243326790486096
3.289388,0.18415766391053015,0.0018144777720128802,0.15895043529385045,0.3449225769763935
3.29169,0.1807420819170905,0.0017341542550580644,0.1549905014123317,0.3374667375844803
3.293992,0.1771389908475196,0.0016524295428663573,0.1505623857792743,0.32935380616966026
3.296293,0.1740117561444862,0.0015720359661496972,0.14702148201260032,0.3226052741232362
3.298595,0.1711466174612007,0.0014927983755034728,0.14309580533241367,0.31573522116911784
3.300897,0.16866774747474558,0.001414401501999383,0.13953355287505448,0.30961570185179943
3.3031980000000005,0.1660780387899551,0.0013681620591819578,0.13596137079412074,0.3034075716432578
3.3055,0.1643608723394287,0.001288539139845588,0.13247259755121302,0.2981220090304873
3.307801,0.16298205559961024,0.00123599431846215,0.12892821841628802,0.2931462683343604
3.310103,0.16194075519682807,0.0011645683912615964,0.12620551563215446,0.2893108392202441
3.3124050000000005,0.1610852971228337,0.0011286277334353252,0.12276936939419167,0.2849832942504607
3.314706,0.16064069226898472,0.001082037991808677,0.12048406652851583,0.2822067967893092
3.317008,0.16037984630974436,0.001031174604709509,0.11780555056928893,0.2792165714837428
3.31931,0.1593760477221884,0.0009836040264170366,0.11590253821123207,0.27626218995983753
3.321611,0.1574530379747535,0.000949239713232268,0.1140749909923416,0.2724772686803273
3.323913,0.15474124004705975,0.0008842592841214164,0.11271463256263232,0.2683401318938135
3.326214,0.15250946535426207,0.0008536781980762555,0.1114605211051704,0.26482366465750873
3.3285160000000005,0.14896887731006822,0.000820750110009301,0.1113517917270294,0.2611414191471069
3.330818,0.14458699854429885,0.0007762971911189125,0.11069842249582593,0.2560617182312437
3.3331190000000004,0.13993135652737784,0.0007555945314938379,0.11151910588426003,0.2522060569431317
3.335421,0.1358761602409127,0.0007073934153447643,0.11224247896166388,0.2488260326179213
3.3377230000000004,0.1318276309438211,0.0006764620304903805,0.11347673117197675,0.24598082414628825
3.340024,0.12885373699637948,0.000655549191579772,0.11410279393835025,0.24361208012630955
3.3423260000000004,0.12625402782752865,0.0006254585238675232,0.1149408541680398,0.241820340519436
3.344627,0.12377682458841692,0.0005997115613896387,0.11503419262964025,0.23941072877944686
3.3469290000000003,0.12122920127404704,0.0005644014414199684,0.11431578436402373,0.2361093870794907
3.349231,0.11923493807768225,0.000541211660249411,0.11298670424857415,0.2327628539865058
3.351532,0.11795820961264634,0.0005231012118125861,0.11102113526199783,0.2295024460864568
3.3538339999999995,0.11680690388520047,0.0004931506636240263,0.10877902625887112,0.22607908080769565
3.356135,0.11570185039653365,0.00046134353174658537,0.10619831709185328,0.22236151102013352
3.3584370000000003,0.11479847333641688,0.00046197406960318653,0.10431913583037528,0.21957958323639534
3.360739,0.1132208969758993,0.00042042863082934827,0.10274876586206487,0.2163900914687935
3.3630400000000003,0.11149873028334273,0.00040620649917489775,0.10204326610709523,0.2139482028896129
3.365342,0.10951488425787413,0.00038546880966890086,0.10222199933143658,0.2121223523989796
3.3676440000000003,0.10846566680521083,0.0003656418970668837,0.10340263157444707,0.2122339402767248
3.3699449999999995,0.10686350592137824,0.0003542221558862165,0.10468404949673893,0.21190177757400336
3.372247,0.1054792722526938,0.0003206635299626608,0.1064947163555527,0.21229465213820914
3.3745480000000003,0.10481882361787596,0.00031624976496645195,0.10849950735524838,0.2136345807380908
3.37685,0.10406503713182833,0.00030504020307131857,0.10978688305168496,0.2141569603865846
3.3791519999999995,0.1032591647912998,0.00028100970475862617,0.11066217936977893,0.21420235386583736
3.381453,0.10223328180144392,0.0002704306807200941,0.11106780449279807,0.21357151697496213
3.3837550000000003,0.10146449458930584,0.00024440347919483114,0.11045862208650126,0.2121675201550019
3.386057,0.10103864064306996,0.00024611994336002345,0.10998348959846048,0.21126825018489045
3.388358,0.10054278330841177,0.00022983104873115767,0.10880484328016488,0.20957745763730776
3.39066,0.09998317288786894,0.00020979395684360668,0.10700857437553417,0.2072015412202467
3.392961,0.0995698195467085,0.00021175563017525502,0.1054982786298496,0.20527985380673336
3.395263,0.09963148919841387,0.00019707811006881466,0.10375414024898508,0.20358270755746774
3.397565,0.09951356682386912,0.00018180508198669537,0.102560103014149,0.2022554749200048
3.3998660000000003,0.09930272328493044,0.0001867793250776608,0.1007931264990631,0.2002826291090712
3.402168,0.09869519387826517,0.00017690089865757448,0.09995854163762463,0.1988306364145474
3.40447,0.0984155970114117,0.00017577994246806115,0.09873372256970757,0.19732509952358732
3.406771,0.09798140932845888,0.00016912426509282566,0.09746670260159876,0.19561723619515048
3.409073,0.09746805114669513,0.00013794767107198582,0.09625528852550726,0.19386128734327435
3.411374,0.0970805323893572,0.00014001443404640105,0.09464271765700516,0.19186326448040875
3.413676,0.09669634712670606,0.00014032970297470166,0.09214243844094093,0.18897911527062167
3.415978,0.09624299184930428,0.00014362251178139712,0.08968336716271094,0.1860699815237966
3.418279,0.09535128202059123,0.0001035132981253728,0.08725060938695342,0.18270540470567004
3.420581,0.09530086291345373,0.00010477437383857531,0.08488289064560904,0.18028852793290132
3.422883,0.0948770924013971,0.00010477437383857531,0.08290044129895603,0.1778823080741917
3.425184,0.09512710450290544,0.000104739343957653,0.08067868802415709,0.17591053187102018
3.427486,0.09465166482320377,0.000104739343957653,0.07948365782696358,0.17424006199412498
3.429787,0.09444748827363862,0.00010470431407673072,0.07826926486379973,0.17282145745151506
3.432089,0.09448290665468564,0.00010428395550566322,0.07709657631964884,0.1716837669298401
3.434391,0.09406121957680827,0.00010407377622012948,0.07590601445306387,0.17007130780609225
3.436692,0.09371995305824936,7.125077779594188e-05,0.07458338859293773,0.16837459242898306
3.438994,0.09359286357331596,7.012982160642854e-05,0.07299166993394211,0.16665466332886447
3.441296,0.09362994870170638,7.002473196366166e-05,0.07081360700287108,0.1645135804365411
3.443597,0.09334576827965856,7.002473196366166e-05,0.06918415577429228,0.1625999487859145
3.445899,0.09247322604539447,7.002473196366166e-05,0.06727667508562689,0.15981992586298505
3.4482,0.09192403279574786,7.002473196366166e-05,0.06569786493727814,0.15769192246498964
3.450502,0.09130900302603734,7.002473196366166e-05,0.06449638048476118,0.15587540824276214
3.452804,0.09040437590541303,7.002473196366166e-05,0.06275075266036048,0.15322515329773714
3.455105,0.08988310067376816,7.002473196366166e-05,0.061642606669444,0.15159573207517582
3.457407,0.08938682665227411,7.002473196366166e-05,0.060504175326625234,0.149961026710863
3.459709,0.0890205589235644,7.002473196366166e-05,0.05941439913932162,0.1485049827948497
3.46201,0.0884009455986596,7.002473196366166e-05,0.05829235167540081,0.14676332200602407
3.464312,0.08813134921586645,7.016485148735083e-05,0.057177254947982176,0.14537876901533595
3.466613,0.08770174508810795,7.111065827225272e-05,0.056043788416950666,0.14381664416333087
3.468915,0.08737339586146035,4.865650460106356e-05,0.055396873441070665,0.14281892580713207
3.471217,0.08619250536866932,3.524006020782573e-05,0.05439298849768665,0.1406207339265638
3.473518,0.08519204027580014,3.776221163423075e-05,0.05380465830089631,0.1390344607883307
3.47582,0.08441408595327338,4.5503815318057284e-05,0.053163204617982296,0.1376227943865737
3.478122,0.08394447988927356,3.485473151768052e-05,0.052805738169299565,0.1367850727900908
3.4804230000000005,0.08346028978601909,3.502988092229198e-05,0.05237926083677391,0.1358745805037153
3.482725,0.08257149676515696,3.506491080321427e-05,0.05188774446983515,0.13449430614579533
3.4850260000000004,0.08181396009758674,3.506491080321427e-05,0.05170057106545543,0.13354959607384534
3.487328,0.08132810324698886,3.502988092229198e-05,0.05169908162191926,0.1330622147498304
3.4896300000000005,0.08066348774381255,3.502988092229198e-05,0.0517075218019576,0.13240603942669246
3.491931,0.08001678977457767,3.502988092229198e-05,0.05166631386412335,0.1317181335196233
3.4942330000000004,0.07937259192635786,3.506491080321427e-05,0.052317200689433165,0.13172485752659424
3.496535,0.07898673991636332,3.506491080321427e-05,0.0522874118187096,0.13130921664587614
3.4988360000000003,0.07831295730279837,3.506491080321427e-05,0.05273821672899282,0.1310862389425944
3.501138,0.07754917033269043,3.502988092229198e-05,0.053653231541384884,0.13123743175499758
3.503439,0.07689288856623105,3.502988092229198e-05,0.05422766026517089,0.13115557871232422
3.5057410000000004,0.07643036617844064,3.506491080321427e-05,0.05529459831825311,0.13176002940749695
3.508043,0.0758732558789129,3.506491080321427e-05,0.056364018777228964,0.13227233956694506
3.5103440000000004,0.0750348819651883,3.506491080321427e-05,0.058185111740796,0.13325505861678752
3.512646,0.07444985364765877,3.481970163675822e-05,0.06029068841977305,0.13477536176906854
3.5149470000000003,0.07412400454202628,3.355862592355572e-05,0.06372484873302094,0.13788241190097078
3.517249,0.0733372997959467,6.0916962923865757e-05,0.06785160029059162,0.14124981704946218
3.5195510000000003,0.0725880968650934,7.048012041565145e-05,0.07284967631682647,0.14550825330233552
3.5218519999999995,0.07237433651830379,5.335050864465069e-05,0.07863517149252079,0.1510628585194692
3.524154,0.07200723541592237,5.3140329359116934e-05,0.08380056167598632,0.15586093742126786
3.526456,0.07149304386048691,6.949928374982728e-05,0.0885588372928965,0.16012138043713325
3.528757,0.07108885762971512,7.009479172550625e-05,0.09220797395653274,0.16336692637797334
3.5310589999999995,0.07055341504565144,7.002473196366166e-05,0.09400672526705713,0.1646301650446722
3.53336,0.0701825637617474,7.002473196366166e-05,0.09428823009539478,0.16454081858910585
3.5356620000000003,0.06953794922669175,7.002473196366166e-05,0.09213598418561747,0.1617439581442729
3.537964,0.06878374605380827,7.002473196366166e-05,0.08788262992747166,0.1567364007132436
3.540265,0.06808537891692834,7.002473196366166e-05,0.08306725897500797,0.15122266262389994
3.542567,0.06748076631811402,7.002473196366166e-05,0.07822060970828458,0.14577140075836226
3.5448690000000003,0.06685906955902997,7.002473196366166e-05,0.07327665013053085,0.14020574442152448
3.5471699999999995,0.06618112007710654,7.002473196366166e-05,0.06949942132278328,0.1357505661318535
3.549472,0.06551150433190006,7.002473196366166e-05,0.06581404153310003,0.13139557059696375
3.5517730000000003,0.06483272147630494,7.002473196366166e-05,0.06267131567176433,0.1275740618800329
3.554075,0.06425186002713391,7.002473196366166e-05,0.0599004542132944,0.12422233897239195
3.556377,0.06326847909453448,7.002473196366166e-05,0.0574696823622518,0.12080818618874993
3.558678,0.06273220313679909,7.009479172550625e-05,0.054762866975837536,0.11756516490436215
3.5609800000000003,0.06179799125082961,6.946425386890501e-05,0.05235691918373124,0.11422437468842978
3.563282,0.06132171819745625,6.389450280226057e-05,0.05025134250475419,0.11163695520501273
3.565583,0.06058209906382744,5.9620857329740954e-05,0.04770786942614078,0.10834958934729796
3.567885,0.05980747823598745,7.041006065380687e-05,0.045668324743934285,0.10554621304057554
3.570186,0.059225783413144724,7.002473196366166e-05,0.043656086526557725,0.1029518946716661
3.572488,0.05848991446103854,6.998970208273938e-05,0.04106346181125045,0.09962336597437173
3.57479,0.05787155119664126,7.002473196366166e-05,0.03909292801288687,0.0970345039414918
3.577091,0.057186518038508424,6.998970208273938e-05,0.037100052561480634,0.0943565603020718
3.579393,0.05637564545594974,6.998970208273938e-05,0.035082353051138083,0.09152798820917056
3.581695,0.055982293082909966,7.041006065380687e-05,0.03358149044784932,0.08963419359141309
3.583996,0.05530476028782239,5.429631542955256e-05,0.0317172036217331,0.08707626022498505
3.586298,0.05469473076014205,3.387389485185635e-05,0.029826106811965694,0.0845547114669596
3.588599,0.05391885987179453,3.488976139860281e-05,0.028290987007344837,0.08224473664053797
3.590901,0.05349092249137944,3.506491080321427e-05,0.026669975958804375,0.08019596336098703
3.593203,0.05292672851564231,3.506491080321427e-05,0.02517953946026887,0.07814133288671439
3.595504,0.0523258660983506,3.502988092229198e-05,0.023962664091211387,0.07632356007048427
3.597806,0.05188334467868086,3.502988092229198e-05,0.022720468182038885,0.07463884274164204
3.600108,0.051192061218010315,3.506491080321427e-05,0.021221095022286304,0.07244822115109982
3.602409,0.05090704742229082,3.506491080321427e-05,0.02026238986616636,0.07120450219926039
3.604711,0.050498694323160544,3.502988092229198e-05,0.01887174608455477,0.06940547028863761
