Wavelength,H2O_CH4_10_0.6_a_V3,HNCO_NH3,H2O_CH3OH_CO_NH3_100K_NASA,all
2.932637,0.5749134362355894,0.0015103919948930005,0.2208435927763933,0.7972674210068758
2.9349380000000003,0.5820372464091449,0.0017559619233464404,0.22607039807513002,0.8098636064076213
2.93724,0.58946916011747,0.001985556112959973,0.23139899165276095,0.8228537078831909
2.939542,0.5966436362056321,0.0022251921955585906,0.2370397968122919,0.8359086252134824
2.941843,0.6009228519663216,0.002464371828476068,0.24269383901257585,0.8460810628073734
2.944145,0.6089759936906786,0.002703095011712405,0.2480680775583208,0.8597471662607118
2.946447,0.6172582731549681,0.002932232751644797,0.2533049247500426,0.8734954306566554
2.948748,0.6200914563258054,0.00318054137818508,0.2590949889553063,0.8823669866592969
2.95105,0.6282797071557799,0.003635165260600742,0.2644856596895724,0.8964005321059529
2.953351,0.6342226820042255,0.004111698727711136,0.2698037549245371,0.9081381356564736
2.955653,0.6404888232269185,0.00450835350062199,0.27345443947429665,0.918451616201837
2.957955,0.6447762550818686,0.0047676169195096365,0.279558997509866,0.9291028695112442
2.960256,0.6510501559491411,0.005041486728193771,0.28436039170578004,0.9404520343831148
2.962558,0.6547985207306645,0.004991277263268346,0.28770753721758124,0.9474973352115141
2.96486,0.6604343049437029,0.0049086598709819655,0.2937057424774449,0.95904870729213
2.967161,0.6644925990587206,0.0048132618876236604,0.2987321663661611,0.9680380273125052
2.969463,0.6675777424535474,0.004719689702989914,0.30323915051773964,0.9755365826742768
2.971764,0.6729547196973792,0.004636615861022393,0.30806473654675404,0.9856560721051556
2.974066,0.6780984511541484,0.004542587226707506,0.3129523997324036,0.9955934381132594
2.976368,0.6821261631405298,0.004449015042073761,0.3168276575252841,1.0034028357078877
2.978669,0.6867321968729156,0.004364115401381679,0.32093296595745924,1.0120292782317566
2.980971,0.6915230927261635,0.004272369015472494,0.3259762784843776,1.0217717402260136
2.983273,0.6951500418925037,0.004178796830838748,0.33006652407707515,1.0293953628004178
2.985574,0.6970114436921936,0.004098005237276928,0.33466844976233084,1.0357778986918014
2.987876,0.7028028772465007,0.004003520153280903,0.3390293700159446,1.045835767415726
2.990177,0.7076238987787038,0.0038848432361844438,0.34335651299315395,1.0548652550080422
2.992479,0.7102562440898395,0.0037442567343932563,0.34756041455645537,1.0615609153806882
2.994781,0.7143620089716958,0.003605496031326627,0.35184419481395635,1.0698116998169789
2.997082,0.7173964864519159,0.003467191777941139,0.35612660572241406,1.0769902839522711
2.999384,0.7213374729988806,0.003328887524555652,0.35949429146986656,1.0841606519933027
3.001686,0.7256627901773655,0.003191039720851304,0.3641281686328021,1.0929819985310187
3.003987,0.7287032015034405,0.003052735467465816,0.3688519663829223,1.1006079033538283
3.006289,0.7312889889470997,0.0029016506230084022,0.3724236851378445,1.1066143247079523
3.0085900000000003,0.7349866878140168,0.0029194521605728713,0.3764116860019666,1.1143178259765565
3.010892,0.7382626271755601,0.0030262613859596828,0.3800395480676691,1.121328436629189
3.013194,0.7406443816117498,0.003127593215172813,0.3838718995905225,1.127643874417445
3.015495,0.7441448942164142,0.0032293814940670827,0.3876293933656688,1.1350036690761498
3.0177970000000003,0.7467142494715525,0.0033316262226424924,0.3907524220840302,1.1407982977782252
3.020098,0.7491955099382307,0.003443456394521848,0.3943971727879349,1.1470361391206874
3.0224,0.7502316507144191,0.0035447882237349773,0.3972047947766283,1.1509812337147824
3.024702,0.7502544731984762,0.003645663603266967,0.4000539536863056,1.1539540904880488
3.027003,0.7512194078244065,0.0037460825331178155,0.4034074894936429,1.1583729798511673
3.029305,0.7554479576704896,0.0038469579126498045,0.40564272358218656,1.164937639165326
3.031607,0.7570395977086255,0.00395878808452916,0.4086393157388721,1.1696377015320267
3.0339080000000003,0.757484179698056,0.0040596634640611496,0.4114820843530135,1.173025927515131
3.03621,0.7578625764837212,0.0041646468907234006,0.4133644828380357,1.1753917062124803
3.038511,0.7568273486068954,0.004314818835818535,0.4155517897100597,1.1766939571527737
3.040813,0.7582697295992985,0.004482792318478136,0.4181320997575454,1.1808846216753222
3.043115,0.7578529910404174,0.0046512222508188796,0.419930967950919,1.1824351812421554
3.045416,0.7564918580912572,0.00481554413602936,0.4217535715277119,1.1830609737549984
3.047718,0.7553429742438273,0.004983061169007822,0.4225847663970682,1.1829108018099035
3.05002,0.7539781896972181,0.005140079859320059,0.42465750439912603,1.183775773955664
3.052321,0.7523326885967075,0.005304858194211681,0.4255302361894661,1.1831677829803853
3.054623,0.7502937278710541,0.005471918777509003,0.4270972279448205,1.1828628745933836
3.056924,0.7456393104724672,0.005638979360806325,0.4271889743307297,1.1784672641640033
3.059226,0.7441585877068484,0.005797823849843122,0.4281424977146317,1.1780989092713232
3.061528,0.7417859622642814,0.005950278043343957,0.4293662393097685,1.1771024796173941
3.063829,0.7377673792715229,0.006094516142584268,0.4299742302850473,1.1738361256991547
3.066131,0.7353395234175379,0.006235102644375456,0.4302983095586569,1.1718729356205704
3.068433,0.7304285812981505,0.0063683859512684024,0.4304708475381279,1.1672678147875468
3.070734,0.7263858064722916,0.0065112547014652905,0.43048362812919977,1.1633806893029566
3.073036,0.7219125995971173,0.006642255759952536,0.4304845410285621,1.1590393963856318
3.075337,0.7176502724746299,0.006785580959830565,0.4304845410285621,1.1549203944630224
3.077639,0.7131076852479225,0.00691840781704237,0.4302458178453257,1.1502719109102906
3.079941,0.7067447766928276,0.007057168520108998,0.4292630816818308,1.1430650268947673
3.082242,0.702204928164207,0.0071927340754076455,0.4292968589582352,1.13869452119785
3.084544,0.6968220170745203,0.007328756080387432,0.4287550531867218,1.1329058263416294
3.086846,0.6917097806457498,0.0074547361923821345,0.4279649387886681,1.1271294556268
3.089147,0.6856878400024671,0.00756930506234833,0.4269662268863332,1.1202233719511483
3.0914490000000003,0.6798836258570878,0.007679765885184264,0.4254850476710332,1.1130484394133051
3.09375,0.6719665061377106,0.007800268601005283,0.4246305738679387,1.1043973486066545
3.096052,0.6669788804718914,0.00791711971937718,0.4229417100477199,1.0978377102389882
3.098354,0.6608154404274549,0.008026211193169694,0.4219343256014434,1.090775977222068
3.100655,0.6541074559134182,0.008143975210903872,0.4201249590654036,1.0823763901897256
3.102957,0.6473757360159622,0.008252153785334103,0.4189422979415693,1.0745701877428655
3.105259,0.6400711717686752,0.00832518573431654,0.4168293923675712,1.0652257498705628
3.10756,0.6329916372141903,0.008358050111358636,0.4148767006316532,1.056226387957202
3.109862,0.6256295603070797,0.008390458038719592,0.4132549349145621,1.0472749532603616
3.112163,0.6180789696816581,0.008412824073095463,0.4116893125082511,1.0381811062630046
3.114465,0.6105375080498593,0.008444319101094139,0.40984982029325606,1.0288316474442094
3.116767,0.6027285669049123,0.008473988330368255,0.4071763945108177,1.0183789497460982
3.119068,0.594579570747516,0.00850685270741035,0.4046531406734745,1.0077395641284008
3.12137,0.5868372712560154,0.008539717084452446,0.4029218270329096,0.9982988153733774
3.123672,0.5785855739203626,0.008541086433495866,0.4008824098575752,0.9880090702114336
3.125973,0.5701476451148043,0.008484943122715617,0.3977173877685489,0.9763499760060688
3.128275,0.5618366093206032,0.008439754604282736,0.3959883563763897,0.9662647203012756
3.130576,0.5533744886819445,0.008387262890951609,0.3932884565124453,0.9550502080853414
3.132878,0.5446407804830075,0.008334771177620484,0.390689888477714,0.9436654401383421
3.13518,0.5359490656547353,0.008286843961100762,0.3880981671881998,0.932334076804036
3.137481,0.5271382174596856,0.008232526449045074,0.38551466199294615,0.9208854059016768
3.139783,0.5187304143330826,0.00817912183635167,0.3830155999887033,0.9099251361581376
3.142085,0.5098789421164115,0.008134389767599927,0.3800450254638428,0.8980583573478542
3.144386,0.5007079551229421,0.008082354503949942,0.3767398733227065,0.8855301829495985
3.146688,0.4919126262170511,0.008034883737111358,0.3742604386547527,0.8742079486089152
3.148989,0.4836157403629652,0.007981022674736812,0.3718983115548521,0.8634950745925541
3.151291,0.4740170600182676,0.007927618062043406,0.3682252609707167,0.8501699390510278
3.153593,0.4653833142995002,0.007883798892653943,0.3658713499650766,0.8391384631572307
3.155894,0.4564857406650339,0.0078322200786851,0.36241556942916403,0.826733530172883
3.158196,0.4474452982803705,0.007780641264716255,0.3598297819855046,0.8150557215305914
3.160498,0.4385061877249203,0.00773225759851539,0.3565757522086559,0.8028141975320916
3.162799,0.4298117341985614,0.007678852985821981,0.35363484691306946,0.7911254340974528
3.165101,0.420425759405275,0.007626361272490858,0.3507934476479716,0.7788455683257374
3.167402,0.4120097401844116,0.0075861937005505175,0.3469136253582797,0.7665095592432418
3.1697040000000003,0.40305191519203465,0.007546482578291319,0.34404483911231337,0.7546432368826393
3.172006,0.3931328071711765,0.007514987550292644,0.3408350849545353,0.7414828796760045
3.174307,0.38478069090567263,0.0074844054216562485,0.33714742798060343,0.7294125243079324
3.176609,0.3764148811497346,0.0074533668433387126,0.3342676869422897,0.7181359349353631
3.1789110000000003,0.3677496404029686,0.007422328265021178,0.3310090926686297,0.7061810613366195
3.181212,0.3587379543482172,0.007391746136384783,0.3277409129516657,0.6938706134362678
3.183514,0.3503438447120485,0.007361620457429528,0.3240788171598777,0.6817842823293557
3.1858150000000003,0.3414759403068562,0.007341080221778219,0.3204883839680287,0.6693054044966631
3.188117,0.3330950677114406,0.007310041643460685,0.3174073486203321,0.6578124579752334
3.190419,0.3243837255468794,0.007279003065143147,0.313077466945036,0.6447401955570585
3.19272,0.3162374680875698,0.007247964486825613,0.30956371729961857,0.6330491498740141
3.1950220000000003,0.30746496166573584,0.007216925908508078,0.3063909355660129,0.6210728231402568
3.197323,0.29946385520502883,0.007185887330190543,0.3031282332452226,0.609777975780442
3.199625,0.2915065679137114,0.0071548487518730075,0.29897088954939743,0.5976323062149818
3.201927,0.2832904736531873,0.0071438939595256405,0.2949217244280025,0.5853560920407155
3.204228,0.2748767366807296,0.007189082477958524,0.2908976640390703,0.5729634831977584
3.20653,0.267186016003198,0.0072374661441593855,0.28728760351093224,0.5617110856582896
3.208832,0.2587613242383928,0.007277633716099727,0.28347898737149824,0.5495179453259909
3.211133,0.2515475934776528,0.007328756080387432,0.2793307726692959,0.5382071222273361
3.213435,0.2440832718419667,0.007368467202646631,0.2751195679110961,0.5265713069557094
3.215736,0.23660616961520864,0.00740909122426811,0.271316885617517,0.5153321464569938
3.218038,0.2291445866776094,0.007457018440787834,0.2666410150839165,0.5032426202023137
3.22034,0.22216410170393203,0.007499011811452735,0.26273973965921105,0.4924028531745958
3.222641,0.21499190786417566,0.007537810034349653,0.25848471573162185,0.4810144336301471
3.224943,0.2078197140244193,0.0075907581973619215,0.25363219917142016,0.4690426713932014
3.227245,0.20081595011700373,0.007629556420258841,0.24933928992029636,0.4577847964575589
3.229546,0.19414767672522615,0.0076710933412426,0.2446346630567841,0.4464534331232529
3.231848,0.1874999435691,0.007719020557762323,0.2404417162858299,0.4356606804126921
3.234149,0.18091565691865225,0.007758731680021522,0.23591738704636805,0.4245917756450418
3.236451,0.17437518943759395,0.007808028245584667,0.2312921824273741,0.4134754001105528
3.238753,0.16839067766816448,0.007848195817525007,0.2265058510709378,0.4027447245566272
3.241054,0.16234728388986794,0.007886994040421926,0.2216784392431988,0.39191271717348863
3.2433560000000003,0.15621762112183585,0.007949527646738137,0.21745947484041966,0.3816266236089937
3.245658,0.15048096152926554,0.008012974152416627,0.2125494456203943,0.3710433813020765
3.247959,0.14492049151361533,0.008074594859370558,0.20760335687555884,0.3605984432485447
3.250261,0.13950973699337912,0.00814078006313589,0.20271112919309792,0.35036164624961297
3.252562,0.13454995475810946,0.008199662072002978,0.19810783415879876,0.3408574509889112
3.254864,0.12963216589350468,0.008268129524174012,0.19399430963236305,0.33189460505004176
3.257166,0.1249649679038459,0.008327467982722242,0.1892896827688508,0.3225821186554189
3.259467,0.11987053301263985,0.008384980642545909,0.1846078783893955,0.31286339204458125
3.261769,0.1153740472037275,0.008456186792803784,0.1799813044213582,0.3038115384178895
3.264071,0.11116010374744098,0.008513699452627454,0.17548207991435902,0.2951558831144274
3.266372,0.10707853069868507,0.00857303791117568,0.17082218511959846,0.2864737537294592
3.2686740000000003,0.10301886723462393,0.008640136014303294,0.16657948533340008,0.2782384885823273
3.270975,0.0992677637550136,0.008697648674126965,0.1622117183345693,0.27017713076370986
3.273277,0.09539752690862563,0.008767485475341421,0.1577622468428144,0.26192725922678145
3.275579,0.09212706494325593,0.008823172336440524,0.15341228138154805,0.2543625186612445
3.27788,0.08861559754624418,0.008817694940266844,0.14940328383209348,0.2468365763186045
3.280182,0.08554095249408362,0.008805370798876055,0.14519162262421262,0.2395379459171723
3.282484,0.08264751796533575,0.00879761115429667,0.1410644046073427,0.23250953372697514
3.284785,0.07973810769774797,0.008787112811630447,0.13711976646292892,0.2256449869723073
3.287087,0.07719477007443462,0.008767941925022558,0.13341932889792513,0.21938204089738236
3.289388,0.07473952723958137,0.008760638730124316,0.1294043975026157,0.2129045634723214
3.29169,0.07261703622227933,0.008753335535226071,0.12599243613609254,0.207362807893598
3.293992,0.07060500602781322,0.008734164648618179,0.12234768543218785,0.20168685610861925
3.296293,0.06886547629298784,0.008724579205314236,0.11887866785552215,0.1964687233538242
3.298595,0.06755318345970969,0.008714080862648011,0.115512351457113,0.19177961577947067
3.300897,0.06648235250775472,0.008703126070300644,0.11222363150449767,0.18740911008255307
3.3031980000000005,0.06609345737942326,0.008687150331460737,0.10905176267025428,0.18383237038113828
3.3055,0.06624591157292409,0.008680303586243634,0.10628020020637084,0.18120641536553853
3.307801,0.06712001271230762,0.008671631042301968,0.10313708770203926,0.17892873145664884
3.310103,0.06925984881749297,0.0086515472563318,0.10043810073745713,0.17834949681128187
3.3124050000000005,0.07300364910220511,0.008645156960795838,0.0978915679663758,0.17954037402937675
3.314706,0.07890599992902933,0.00862963767163707,0.09591970534385004,0.18345534294451646
3.317008,0.08614574832159443,0.008618682879289704,0.09373102912278268,0.1884954603236668
3.31931,0.0935557524452248,0.008608640986304619,0.09223843866545413,0.1944028320969836
3.321611,0.09943665013703548,0.008598599093319535,0.0910192615671286,0.1990545107974836
3.323913,0.10229767673842237,0.008580341106073927,0.09010864445325384,0.2009866622977501
3.326214,0.0992568089626662,0.008573950810537962,0.0899402145209131,0.19777097429411727
3.3285160000000005,0.0906595792183901,0.008566191165958578,0.08998494658966485,0.18921071697401354
3.330818,0.07806978411318044,0.00854610737998841,0.0911498061759347,0.17776569766910355
3.3331190000000004,0.06466568277681663,0.008537891285727885,0.09232288185646507,0.1655264559190096
3.335421,0.05368943729443768,0.00853150099019192,0.09353338641084896,0.15575432469547856
3.3377230000000004,0.04643919055920636,0.008513699452627454,0.09472472007862492,0.14967761009045874
3.340024,0.0421558667513865,0.008503657559642368,0.09589003611457593,0.1465495604256048
3.3423260000000004,0.03923048074495882,0.008493615666657283,0.09646561916249374,0.14418971557410984
3.344627,0.03748912521140886,0.008482204424628778,0.0965322608159402,0.14250359045197786
3.3469290000000003,0.036045831319643465,0.008468054484513432,0.09592198759225573,0.1404358733964126
3.349231,0.034811591381840305,0.008461207739296327,0.09428470258600576,0.13755750170714234
3.351532,0.033963051424600633,0.008451165846311242,0.09228864813037957,0.13470286540129142
3.3538339999999995,0.033138246850780234,0.008433364308746773,0.09017209095893232,0.13174370211845934
3.356135,0.0325498832117905,0.008427886912573089,0.08815595271733596,0.12913372284169955
3.3584370000000003,0.03174790112202712,0.008409172475646341,0.08681170840637799,0.12696878200405146
3.360739,0.031102937722575982,0.008400043482023537,0.08628907352147246,0.12579205472607194
3.3630400000000003,0.030536027218599826,0.008394109636168712,0.08671676687270083,0.12564690372746934
3.365342,0.030044430912011807,0.008377220997966527,0.08794598586401146,0.1263676377739898
3.3676440000000003,0.029374819229779095,0.008366722655300302,0.08964032708040398,0.12738186896548334
3.3699449999999995,0.028909697004697213,0.008357137211996355,0.09144558556931356,0.12871241978600712
3.372247,0.02832726721156228,0.00834572596996785,0.0931641186188065,0.12983711180033666
3.3745480000000003,0.027837040254017682,0.008332032479533643,0.09469778954743764,0.13086686228098898
3.37685,0.027295690932185382,0.00832518573431654,0.09520034064637303,0.13082121731287494
3.3791519999999995,0.02670321924606537,0.008287756860463041,0.09551757317476547,0.1305085492812939
3.381453,0.02627415654579356,0.00826356502736261,0.09451475322530042,0.1290524747984566
3.3837550000000003,0.025875219524477,0.0082384602948999,0.09333528724923408,0.12744896706861095
3.386057,0.025509146880202543,0.008211073314031484,0.09165874757040604,0.12537896776464008
3.388358,0.024942692825907532,0.008174557339540266,0.0898790502636403,0.1229963004290881
3.39066,0.024493546339665544,0.008150821956120973,0.08796652609966278,0.1206108943954493
3.392961,0.02414390588391213,0.00812526077397712,0.08652642735566538,0.11879559401355465
3.395263,0.023919332640791144,0.008096960893746428,0.08533007274139684,0.1173463662759344
3.397565,0.023530437512459677,0.008062270717979771,0.08491013903474784,0.11650284726518728
3.3998660000000003,0.023367028526611475,0.008038535334560481,0.0848462360793882,0.11625179994056015
3.402168,0.023102744161231283,0.008012061253054346,0.08436194296769843,0.11547674838198405
3.40447,0.022656336373076142,0.007982848473461372,0.08441626047975412,0.11505544532629165
3.406771,0.02242400348537577,0.007950896995781557,0.08413143587872261,0.11450633635987995
3.409073,0.022171586811705227,0.007926705162681125,0.08297205368862644,0.1130703456630128
3.411374,0.021909584694730738,0.007898861732131572,0.0816109207394663,0.1114193671663286
3.413676,0.021342217741073442,0.007869192502857458,0.07981387834481724,0.10902528858874813
3.415978,0.021251840704207683,0.007840892622626763,0.07697795647589302,0.10607068980272746
3.418279,0.02087024877077445,0.00781441854112063,0.074826252678998,0.10351091999089307
3.420581,0.020610985351886803,0.007785205761527656,0.07265035704900256,0.10104654816241702
3.422883,0.020329355898623284,0.0077564494316158215,0.0708464679091364,0.0989322732393755
3.425184,0.020143580878399216,0.00773180114883425,0.06930823248369385,0.09718361451092733
3.427486,0.019950502663276897,0.007701219020197854,0.06824014022982572,0.09589186191330047
3.429787,0.019935439823799268,0.007672462690286021,0.06763214925454694,0.09524005176863223
3.432089,0.019634639483927862,0.007645988608779888,0.0666398276477481,0.09392045574045584
3.434391,0.01957484457569849,0.007623166124722877,0.06555530320535892,0.0927533139057803
3.436692,0.0196748070558682,0.00758847594895622,0.0649637444186012,0.09222702742342563
3.438994,0.0198733626671642,0.0075615454177689456,0.06347982650521433,0.09091473459014747
3.441296,0.020087894017300104,0.007537810034349653,0.06258564157986064,0.0902113456315104
3.443597,0.020222090223555332,0.0075140746509303625,0.06135596613886887,0.08909213101335457
3.445899,0.02030242536743601,0.007477558676439146,0.05972415852879257,0.08750414257266774
3.4482,0.020051834492490032,0.007453823293019855,0.05873548851944285,0.08624114630495272
3.450502,0.019349814882896364,0.0074300879096005626,0.05752498396505897,0.0843048867575559
3.452804,0.01861675669498516,0.007403613828094428,0.056192607345810656,0.08221297786889026
3.455105,0.01798913838341736,0.007369380102008913,0.05535684797964291,0.08071536646506919
3.457407,0.017662320411720958,0.0073470140676330405,0.054132193485143684,0.0791415279644977
3.459709,0.017248777000607913,0.007319627086764628,0.05352876700667632,0.07809717109404886
3.46201,0.017201762683450472,0.007306846495692702,0.0525332502521095,0.07704185943125266
3.464312,0.016978102339691763,0.007296348153026475,0.052014266964653055,0.07628871745737129
3.466613,0.01682975619332119,0.007288588508447092,0.05097949553750816,0.07509784023927643
3.468915,0.016724316316977798,0.0072826546625922705,0.05051711201051312,0.07452408299008317
3.471217,0.01661066034637388,0.007275351467694025,0.05007983321598079,0.07396584503004869
3.473518,0.01652895585344978,0.0072653095747089395,0.04954898223681471,0.07334324766497342
3.47582,0.016371024263775263,0.007253898332680434,0.04957545631832083,0.07320037891477653
3.478122,0.016156949363320502,0.007244769339057632,0.04955993702916207,0.0729616557315402
3.4804230000000005,0.016009516116312208,0.0072388354932028075,0.04956084992852435,0.07280920153803938
3.482725,0.016067485225817014,0.0072324451976668435,0.04955811123043751,0.07285804165392137
3.4850260000000004,0.015798179913944284,0.007223316204044041,0.0495375709947862,0.07255906711277453
3.487328,0.01573473340826579,0.007211904962015536,0.049894058195756714,0.07284069656603802
3.4896300000000005,0.01577033648339473,0.00720186306903045,0.050426734973647365,0.07339893452607255
3.491931,0.015534808447926372,0.007195016323813345,0.05084301708284725,0.07357284185458696
3.4942330000000004,0.015375963958889575,0.007189538927639663,0.051469266045371616,0.07403476893190086
3.496535,0.015263677337329081,0.00718132283337914,0.051929823773642116,0.07437482394435033
3.4988360000000003,0.015385092952512381,0.007170368041031775,0.052577069421498944,0.0751325304150431
3.501138,0.015303388459588282,0.00715941324868441,0.053222945720312366,0.07568574742858505
3.503439,0.015170561602376474,0.007152566503467306,0.05391081538979068,0.07623394349563446
3.5057410000000004,0.015032257348990987,0.007146632657612483,0.05471873132540888,0.07689762133201235
3.508043,0.0148985175924169,0.0071402423620765204,0.055316680407702566,0.07735544036219599
3.5103440000000004,0.01475473594285773,0.007095510293324777,0.056911059143925365,0.07876130538010788
3.512646,0.014629212280544169,0.007063102365963823,0.058533281310697724,0.08022559595720571
3.5149470000000003,0.01468581204100556,0.0070201960959366426,0.06074067196869185,0.08244668010563405
3.517249,0.01454568198889551,0.006975007577503758,0.06384042175331511,0.08536111131971437
3.5195510000000003,0.014444806609363519,0.006932557757157718,0.06814154709869942,0.08951891146522067
3.5218519999999995,0.01444982755585606,0.006894215983941939,0.07248010131793726,0.09382414485773527
3.524154,0.01448725642970956,0.006854504861682739,0.07733900817367495,0.09868076946506724
3.526456,0.01446671619405825,0.00681388084006126,0.08241472862795424,0.10369532566207376
3.528757,0.014358081169946874,0.006775539066845479,0.08595312655615325,0.1070867467929456
3.5310589999999995,0.014557093230924016,0.006734002145861721,0.08910262935602077,0.11039372473280652
3.53336,0.014314262000557416,0.0066897265267911185,0.08962891583837546,0.11063290436572397
3.5356620000000003,0.01426816058276225,0.006646820256763939,0.0880473176932246,0.1089622985327508
3.537964,0.01436447146548284,0.006614868779084121,0.08462668378275978,0.10560602402732673
3.540265,0.014633320327674431,0.006569223810970099,0.0797134594149664,0.10091600355361093
3.542567,0.0147702552320165,0.0065290562390297605,0.07539590188106099,0.09669521335210726
3.5448690000000003,0.01498113498470328,0.006491170915495122,0.07067575572838998,0.09214806162858837
3.5471699999999995,0.015239485504228647,0.006450090444192501,0.06714511744477032,0.08883469339319147
3.549472,0.015432107269669825,0.0064049019257596184,0.06369344495598796,0.0855304541514174
3.5517730000000003,0.015228074262200143,0.0063738633474420825,0.06040700725177835,0.08200894486142057
3.554075,0.014835071086738413,0.006330500627733764,0.0574003732021077,0.07856594491657988
3.556377,0.014131225678420184,0.006286681458344301,0.05456445133318349,0.07498235846994797
3.558678,0.013551534583372105,0.006247426785766242,0.05192708507555528,0.07172604644469363
3.5609800000000003,0.013089151056377056,0.0062095414622316035,0.04943943431334105,0.06873812683194971
3.563282,0.01277146207830346,0.006167091641885563,0.046764639181859344,0.06570319290204837
3.565583,0.012647764214714459,0.0061324014661189065,0.04456683396716917,0.06334699964800253
3.567885,0.01234376872707507,0.006092690343859706,0.04205727362026021,0.060493732691194985
3.570186,0.012270736778092631,0.006048871174470246,0.039864489352062576,0.05818409730462545
3.572488,0.012223722460935192,0.006006877803805343,0.03746858497575755,0.055699185240498085
3.57479,0.01205483607891331,0.00595849413760448,0.03544879513671205,0.05346212535322984
3.577091,0.012025623299320332,0.005909654021722477,0.03360702067331125,0.051542297994354065
3.579393,0.012076289213926896,0.005861270355521613,0.0317908073920543,0.04972836696150282
3.581695,0.011882298099442305,0.0058128866893207495,0.02984861399880265,0.0475437987875657
3.583996,0.01167050544739324,0.005764503023119886,0.027986755749431682,0.0454217642199448
3.586298,0.011554567228383623,0.0057161193569190225,0.02639009476480317,0.04366078135010582
3.588599,0.011583323558295458,0.005667735690718158,0.024622265149747087,0.0418733243987607
3.590901,0.01161116698884501,0.0056198084741984344,0.02336657207693033,0.04059754753997378
3.593203,0.011472862735459523,0.005571424807997571,0.021921452386440384,0.038965739929897485
3.595504,0.011312648897379304,0.005523497591477847,0.020694972093216604,0.03753111858207375
3.597806,0.011246920143295114,0.005475570374958124,0.01949450943181781,0.03621699995007105
3.600108,0.011272481325438965,0.005427186708757261,0.018172174705554583,0.034871842739750816
3.602409,0.011240986297440287,0.005379715941918677,0.017276163981476328,0.033896866220835285
3.604711,0.01111591908480787,0.005331788725398953,0.01640251929177394,0.03285022710198076
3.607012,0.010973050334610978,0.0052838615088792295,0.015527048803346991,0.031783960646837195
3.609314,0.010864415310499606,0.005236390742040646,0.014683986242280997,0.03078479229482125
3.611616,0.01087628300220925,0.0051884635255209244,0.013786606169159318,0.029851352696889488
3.613917,0.01075258513862025,0.005140992758682339,0.012942174259049906,0.028835752156352493
