Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH3OH_CO_NH3_120K_NASA,CH3OH,all
3.413676,0.08480084365387222,0.09109310826526264,0.07364260440702426,0.2495365563261591
3.415978,0.08440325976222604,0.0886620412133159,0.07318962816257793,0.24625492913811986
3.418279,0.08362124732828961,0.08625698800222384,0.07277488352278717,0.2426531188533006
3.420581,0.08357703073739882,0.08391623315248954,0.07193105739145984,0.23942432128134825
3.422883,0.08320539211809352,0.08195636019904247,0.07105514402051086,0.23621689633764684
3.425184,0.08342464794069251,0.0797599085419737,0.0701935675013077,0.2333781239839739
3.427486,0.08300769645138344,0.07857848750542297,0.06938114590237604,0.23096732985918245
3.429787,0.08282863752959424,0.0773779242086207,0.06893055913322069,0.22913712087143565
3.432089,0.0828596987711291,0.07621859039543713,0.06765901692480875,0.22673730609137496
3.434391,0.0824898872836788,0.07504158680355985,0.06680051258812257,0.22433198667536125
3.436692,0.08219060308583116,0.07373402318022325,0.06598706692835192,0.22191169319440635
3.438994,0.08207914804267666,0.07216043122210873,0.06472713074278187,0.21896671000756726
3.441296,0.08211167098969553,0.07000717235740242,0.0630217280922514,0.21514057143934934
3.443597,0.08186245020467467,0.06839627753315669,0.06143238567013973,0.21169111340797106
3.445899,0.08109724738380418,0.06651051948478612,0.059777844707945726,0.207385611576536
3.4482,0.08061561542682838,0.06494968903350598,0.05811920750239578,0.2036845119627301
3.450502,0.08007624610323483,0.06376188724353805,0.0564725176733007,0.2003106510200736
3.452804,0.07928290545179745,0.06203613885778302,0.0549152624908107,0.1962343068003912
3.455105,0.07882575706167855,0.060940612578771286,0.0537382752331988,0.19350464487364866
3.457407,0.07839053425381952,0.05981514584141739,0.05208885457519975,0.19029453467043667
3.459709,0.07806932447371201,0.05873778016828534,0.05056300392510543,0.1873701085671028
3.46201,0.0775259354600375,0.057628510728067364,0.0489784404535757,0.18413288664168054
3.464312,0.07728950459800157,0.05652611286845252,0.04741947850302073,0.1812350959694748
3.466613,0.07691275000950228,0.05540555440295799,0.04617899947339147,0.17849730388585172
3.468915,0.07662479402915562,0.05476600657968188,0.045123875455619314,0.1765146760644568
3.471217,0.07558917569374635,0.053773554009716944,0.043934940821552526,0.17329767052501582
3.473518,0.07471178697697936,0.05319192379438142,0.0431498275116606,0.1710535382830214
3.47582,0.07402953594232548,0.052557775070150616,0.04204281774471298,0.16863012875718908
3.478122,0.07361770042221036,0.052204379496275856,0.04166254981983488,0.1674846297383211
3.4804230000000005,0.0731930749791103,0.051782758943555836,0.040892114715301804,0.16586794863796794
3.482725,0.07241362052977086,0.051296840029478055,0.040516967094618654,0.16422742765386758
3.4850260000000004,0.0717492753872959,0.05111179818037975,0.039779301936933235,0.1626403755046089
3.487328,0.07132318823871185,0.051110325698821936,0.039014669843821084,0.1614481837813549
3.4896300000000005,0.07074033317696952,0.051118669760982866,0.03826130241993783,0.16012030535789026
