Wavelength,H2O_CH3OH_CO_NH3_120K_NASA,CO_CH3OH_10K,HNCO_NH3,all
3.024702,0.4311395567120555,0.008487178888054621,0.00396346242056319,0.4435901980206733
3.027003,0.43529952985235615,0.008214743572054971,0.0040726350426395505,0.4475869084670507
3.029305,0.4390937747087009,0.007949255604732908,0.0041823039039071705,0.4512253342173411
3.031607,0.4430150567980075,0.007681782680645823,0.004303882505764937,0.4550007219844183
3.0339080000000003,0.4475898859021982,0.007408354886263662,0.0044135513670325545,0.4594117921554944
3.03621,0.4506606140176916,0.007139889483794063,0.004527686381021479,0.4623281898825071
3.038511,0.4545957908043531,0.006892266127357224,0.004690949074944765,0.4661790060066551
3.040813,0.4582714344939877,0.006668462252100682,0.004873565097327043,0.4698134618434154
3.043115,0.4615292447845846,0.0064555756390517775,0.005056677358900578,0.47304149778253707
3.045416,0.4647364386776734,0.006238719112472822,0.005235323467752804,0.47621048125789894
3.047718,0.4680820833051226,0.0060218625858938675,0.0054174432509438274,0.4795213891419604
3.05002,0.4713145853969654,0.005820885713435109,0.005588149532735957,0.4827236206431365
3.052321,0.4746875231799338,0.0056491869532604684,0.005767291880779442,0.4861040020139737
3.054623,0.4764581046143358,0.0054973377607360745,0.005948915424779207,0.4879043577998511
3.056924,0.4798762001637085,0.005348466003359215,0.0061305389687789725,0.4913552051358467
3.059226,0.4823712908173446,0.005195624332452311,0.006303230207336127,0.4938701453571331
3.061528,0.4854291167138653,0.00505369992375304,0.0064689740972156936,0.496951790734834
3.063829,0.4873798329746933,0.004941053627337885,0.00662578568165265,0.4989466722836838
3.066131,0.4894680074914994,0.0048561967256330755,0.006778627352559557,0.501102831569692
3.068433,0.49141971623071,0.004777294694223343,0.006923529196406365,0.5031205401213397
3.070734,0.4930116515562598,0.004683009247884666,0.007078852063269552,0.504773512867414
3.073036,0.4945182337409136,0.004575821582573329,0.0072212727111600795,0.5063153280346471
3.075337,0.496070469931163,0.004469626395644504,0.0073770918172145206,0.5079171881440221
3.077639,0.4968669338331292,0.0043753409493058285,0.007521497421870072,0.508763772204305
3.079941,0.4975527363954452,0.004286017894879714,0.0076723541360119545,0.5095111084263368
3.082242,0.4980737875462642,0.004190243730967269,0.007819737175815043,0.5100837684530465
3.084544,0.4995893020363606,0.00408206358727342,0.007967616454809388,0.5116389820784434
3.086846,0.4995763998173879,0.003958996267841885,0.008104578471596097,0.511639974556826
3.089147,0.4995545652929727,0.003822530490246432,0.008229134508601401,0.5116062302918205
3.0914490000000003,0.4983417567095426,0.003675147450443344,0.008349224392885398,0.5103661285528714
3.09375,0.4982122382806247,0.003524290736301462,0.00848023153937703,0.5102167605563033
3.096052,0.4968733849426156,0.0033754189789246053,0.008607268772338616,0.5088560726938788
3.098354,0.4968292196545937,0.0032280359391215164,0.008725869939048845,0.5087831255327641
3.100655,0.4954174191554698,0.003077675464170891,0.008853899650392945,0.5073489942700337
3.102957,0.4935327027070788,0.002923345075690216,0.008971508338720659,0.5054275561214896
3.105259,0.49262855490061,0.002768518448018285,0.00905090660932165,0.50444797995795
3.10756,0.4908520185959129,0.002616173016302634,0.009086635831092095,0.5025548274433077
3.109862,0.4884919050022984,0.002468789976499546,0.009121868813671288,0.5000825637924693
3.112163,0.4870354429759615,0.002325376850226507,0.009146184534042841,0.4985070043602309
3.114465,0.4845919611982161,0.0021854373982922613,0.009180425038239516,0.4959578236347479
3.116767,0.4816889619293674,0.0020489716206968087,0.00921268058567117,0.4929506141357353
3.119068,0.4799491473248231,0.0019179644742051746,0.009248409807441614,0.4911155216064699
3.12137,0.4766719837057672,0.0017934084371998712,0.00928413902921206,0.4877495311721792
3.123672,0.4742205621009617,0.0016743110312983855,0.009285627746785829,0.4851805008790459
3.125973,0.4715860282345826,0.0015581910605444367,0.009224590326261316,0.4823688096213884
3.128275,0.4685212549893844,0.0014455447641292815,0.009175462646326954,0.4791422623998407
3.130576,0.4653706323640988,0.0013423270123479939,0.009118395139332491,0.4758313545157793
3.132878,0.4623083403148569,0.0012535001971131364,0.00906132763233803,0.47262316814430794
3.13518,0.4592882285968716,0.0011765831224684268,0.009009222517256131,0.4694740342365962
3.137481,0.4562750642275641,0.0011051246789275351,0.008950170053496645,0.4663303589599882
3.139783,0.4532807569475242,0.0010321775178128755,0.00889211006811967,0.4632050445334568
3.142085,0.4492383924955513,0.0009592303566982154,0.008843478627376564,0.4590411014796261
3.144386,0.4461071231987248,0.0008902531091136051,0.008786907359573359,0.4557842836674118
3.146688,0.4430909813942696,0.0008282232102065812,0.008735298483682714,0.4526545030881589
3.148989,0.4395711568106894,0.0007711557032121192,0.008676742259114485,0.44901905477301596
3.151291,0.43626471507934944,0.0007170656313651946,0.008618682273737509,0.44560046298445216
3.153593,0.43227594446003226,0.0006649605162832947,0.008571043311376914,0.4415119482876925
3.155894,0.4292389606095443,0.0006183140323052129,0.008514968282764965,0.4383722429246145
3.158196,0.4253176785202379,0.0005801036145784862,0.008458893254153017,0.43435667538896944
3.160498,0.4212534795438497,0.0005473518279555776,0.00840629189987986,0.4302071232716851
3.162799,0.4179252032880945,0.0005150962805239253,0.008348231914502884,0.42678853148312135
3.165101,0.4137061776840343,0.00047887081956222353,0.008291164407508425,0.4224762129111049
3.167402,0.41042305919468336,0.0004391716842617282,0.00824749535867788,0.4191097262376229
3.1697040000000003,0.4062948453626231,0.00039699135300495217,0.008204322549038592,0.41489615926466666
3.172006,0.4020207372083336,0.00035629973932194446,0.008170082044841914,0.4105471189924975
3.174307,0.3982384020925789,0.0003240441918902922,0.008136834019027749,0.40669928030349695
3.176609,0.3936030318070548,0.0003061795810050693,0.008103089754022328,0.4020123011420823
3.1789110000000003,0.38978744866548604,0.00030320214585753214,0.008069345489016905,0.3981599963003604
3.181212,0.38551234803281387,0.0003071720593875817,0.008036097463202744,0.39385561755540416
3.183514,0.3814322694023055,0.0003116382121088873,0.008003345676579834,0.38974725329099424
3.1858150000000003,0.37690656797804906,0.0003116382121088873,0.007981014912973306,0.3851992211031313
3.188117,0.3724562949108635,0.0003017134282837636,0.007947270647967884,0.3807052789871152
3.190419,0.3685970427204641,0.00028136762144225977,0.007913526382962463,0.3767919367248688
3.19272,0.3637438234299786,0.0002605255754094998,0.007879782117957044,0.3718841311233451
3.1950220000000003,0.3590216112859847,0.0002501045523931198,0.007846037852951623,0.36711775369132943
3.197323,0.35423935419984875,0.0002540744659231693,0.007812293587946202,0.36230572225371815
3.199625,0.3494963000098221,0.00026747292408708646,0.00777854932294078,0.35754232225684995
3.201927,0.34487829809599196,0.0002848412957810532,0.00776663958235063,0.3529297789741237
3.204228,0.3402980103606973,0.0003017134282837636,0.007815767262284994,0.3484154910512661
3.20653,0.3356666099887034,0.00031362316887391216,0.007868368616558149,0.34384860177413545
3.208832,0.330190114274,0.0003180893215952178,0.007912037665388694,0.3384202412609839
3.211133,0.3258281717828581,0.0003220592351252674,0.007967616454809388,0.3341178474727928
3.213435,0.3203566384600673,0.00033396897571541604,0.008010789264448677,0.32870139670023146
3.215736,0.3153748932190465,0.00035580350013068835,0.008054954552470477,0.3237856512716477
3.218038,0.3109295825437736,0.0003776380245459607,0.008107059667552378,0.3194142802358719
3.22034,0.3052749369594093,0.0003885552867535969,0.008152713673147946,0.3138162059193108
3.222641,0.3006708297429343,0.00038954776513610916,0.008194894004404724,0.3092552715124751
3.224943,0.2952265895756627,0.00039550263543118347,0.008252457750590442,0.3038745499616843
3.227245,0.2900180630242377,0.00041733715984645583,0.008294638081847218,0.2987300382659313
3.229546,0.28522736987185043,0.00044810398970433963,0.008339795848251532,0.2940152697098063
3.231848,0.2802178352361192,0.0004719234708846368,0.008391900963333431,0.2890816596703373
3.234149,0.2749070834112955,0.00047887081956222353,0.008435073772972718,0.2838210280038304
3.236451,0.26990052621071176,0.0004753971452234301,0.008488667605628388,0.2788645909615636
3.238753,0.26484484133019365,0.00047142723169338064,0.008532336654458933,0.2738486052163459
3.241054,0.2591470229361901,0.0004734121884584053,0.008574516985715708,0.26819495211036426
3.2433560000000003,0.2544044649853547,0.0004843294506660415,0.008642501754917806,0.26353129619093857
3.245658,0.24927484046533946,0.0005071564534638263,0.00871147900250242,0.2584934759213057
3.247959,0.2440727650234008,0.0005339533697916605,0.008778471293322003,0.2533851896865145
3.250261,0.23942250756213904,0.0005518179806768834,0.008850425976054151,0.2488247515188701
3.252562,0.2338343580294031,0.0005528104590593958,0.0089144408317262,0.2433016093201887
3.254864,0.2286025082359891,0.0005478480671468339,0.008988876710414626,0.2381392330135505
3.257166,0.2241403254282134,0.000553306698250652,0.00905338780527793,0.233747019931742
3.259467,0.2188618291508213,0.0005756374618571805,0.009115913943376209,0.2285533805560547
3.261769,0.21370193404013949,0.0005994569430374777,0.009193327257212178,0.22349471824038916
3.264071,0.20901098496519468,0.0006069005309063206,0.00925585339531046,0.21887373889141146
3.266372,0.20424163009803145,0.0005984644646549653,0.009320364490173762,0.21416045905286016
3.2686740000000003,0.19931496740724006,0.0005910208767861224,0.00939331165128842,0.20929929993531454
3.270975,0.19436795890960706,0.0005999531822287338,0.009455837789386705,0.20442374988122253
3.273277,0.18942045417278286,0.0006183140323052129,0.0095317623856489,0.19957053059073696
3.275579,0.1853254883665368,0.0006277425769390804,0.009592303566982154,0.195545534510458
3.27788,0.18065041894571215,0.0006178177931139568,0.00958634869668708,0.19085458543551326
3.280182,0.17592324440980572,0.0006019381389937588,0.009572950238523163,0.18609813278732265
3.282484,0.17133104693392096,0.0005959832686986843,0.009564514172271808,0.18149154437489146
3.284785,0.16719390079641808,0.0006078930092888327,0.009553100670872916,0.17735489447657984
3.287087,0.1625744101650142,0.0006332012080428987,0.009532258624840157,0.17273986999789726
3.289388,0.15887296203743428,0.0006649605162832947,0.009524318797780058,0.16906224135149764
3.29169,0.1549149582479749,0.0007046596515837897,0.009516378970719956,0.16513599687027866
3.293992,0.15048900090116096,0.0007552760490919214,0.009495536924687195,0.16073981387494007
3.296293,0.1469498229891218,0.0008222683399115072,0.009485115901670815,0.1572572072307041
3.298595,0.1430260597038591,0.0009140725902939023,0.009473702400271924,0.15341383469442493
3.300897,0.13946554350659593,0.001041109823255487,0.009461792659681776,0.14996844598953318
3.3031980000000005,0.13589510252550766,0.0012123123442388725,0.009444424287987809,0.14655183915773434
3.3055,0.1324080297285504,0.001438101176260439,0.009436980700118969,0.14328311160492982
3.307801,0.12886537814217247,0.0017279048639540539,0.0094275521554851,0.14002083516161162
3.310103,0.12614400241732351,0.0020807309289372048,0.009405717631069826,0.13763045097733054
3.3124050000000005,0.12270953097463945,0.002484669630619744,0.00939877028239224,0.13459297088765146
3.314706,0.1204253419772872,0.0029278112284115217,0.00938189814988953,0.13273505135558825
3.317008,0.11774813154046004,0.0033982459817223907,0.009369988409299382,0.1305163659314818
3.31931,0.11584604672037505,0.0038840641499621993,0.009359071147091743,0.129089182017429
3.321611,0.11401939025736105,0.0043723635141582895,0.00934815388488411,0.12773990765640345
3.323913,0.11265969487331907,0.0048452794634254405,0.009328304317233863,0.1268332786539784
3.326214,0.11140619467620597,0.0052839549084959135,0.009321356968556276,0.12601150655325813
3.3285160000000005,0.11129751829332084,0.005667547803336947,0.00931292090230492,0.1262779869989627
3.330818,0.11064446751762767,0.005974223623533273,0.009291086377889649,0.12590977751905058
3.3331190000000004,0.11146475090077416,0.006181155366287104,0.009282154072447035,0.12692806033950832
3.335421,0.11218777140243444,0.006283380639685879,0.009275206723769448,0.12774635876588974
3.3377230000000004,0.11342142203189733,0.00628834303159844,0.00925585339531046,0.12896561845880622
3.340024,0.11404717965207138,0.0062079522826149385,0.009244936133102823,0.12950006806778913
3.3423260000000004,0.11488483140691184,0.006088854876713452,0.009234018870895184,0.13020770515452046
3.344627,0.11497812437486797,0.005986133364123421,0.00922161289111378,0.13018587063010514
3.3469290000000003,0.11426006626512028,0.00594196807610162,0.009206229476184841,0.12940826381740675
3.349231,0.11293163395012748,0.005968268753238198,0.009198785888315995,0.12809868859168164
3.351532,0.1109670229919442,0.006070494026636973,0.00918786862610836,0.12622538564468952
3.3538339999999995,0.10872600680423124,0.006252117570636738,0.009168515297649369,0.12414663967251735
3.356135,0.10614655548808158,0.006509665710898702,0.009162560427354293,0.12181878162633455
3.3584370000000003,0.10426829014917688,0.006840657251466579,0.009142214620512791,0.12025116202115628
3.360739,0.10269868558723357,0.007243107235575351,0.009132289836687664,0.11907408265949658
3.3630400000000003,0.10199352969645853,0.007714038228077473,0.009125838727201336,0.11883340665173732
3.365342,0.10217217580531074,0.008248984076251648,0.009107477877124858,0.11952863775868725
3.3676440000000003,0.10335223260211797,0.00882958393002139,0.009096064375725963,0.12127788090786533
3.3699449999999995,0.1046330259547502,0.00943499574335394,0.009085643352709585,0.12315366505081372
3.372247,0.10644281028526152,0.010019069271462478,0.00907323737292818,0.12553511692965216
3.3745480000000003,0.108446624139554,0.010494962655877163,0.009058350197190493,0.12799993699262166
3.37685,0.10973337236248132,0.01077186412459812,0.00905090660932165,0.1295561430964011
3.3791519999999995,0.11060824205666596,0.010757473188051687,0.009010214995638643,0.13037593024035632
3.381453,0.11101366947592227,0.0103575043998992,0.008983914318502064,0.13035508819432354
3.3837550000000003,0.11040478398825093,0.009512905296381165,0.008956621162982976,0.12887431044761508
3.386057,0.10992988308221878,0.008358652937519266,0.008926846811507603,0.12721538283124564
3.388358,0.10875181124217656,0.0070952279565810045,0.00888714767620711,0.12473418687496468
3.39066,0.10695641784821168,0.005907231332713688,0.008861343238261786,0.12172499241918715
3.392961,0.10544685822841036,0.004945023540867934,0.008833553843551438,0.11922543561282972
3.395263,0.10370356994952737,0.004350528989743019,0.008802787013693554,0.11685688595296392
3.397565,0.1025101146945562,0.00417585279442084,0.008765072835158086,0.11545104032413513
3.3998660000000003,0.10074399941287544,0.004374348470923315,0.008739268397212764,0.11385761628101153
3.402168,0.09990982133237376,0.0048884522730647285,0.008710486524119905,0.1135087601295584
3.40447,0.09868559924754476,0.005616435166637559,0.008678727215879508,0.11298076163006182
3.406771,0.09741919683145896,0.006434237353827761,0.008643990472491576,0.1124974246577783
3.409073,0.09620837320479383,0.007203904339466111,0.008617689795354997,0.11202996733961497
3.411374,0.09459658831159376,0.007747782493082896,0.008587419204688371,0.110931790009365
3.413676,0.09209752774442756,0.007880774596339554,0.008555163657256719,0.10853346599802384
3.415978,0.08963965503013567,0.00757409877614323,0.008524396827398834,0.10573815063367774
3.418279,0.08720808299298034,0.007054536342897998,0.008495614954305975,0.10275823429018432
3.420581,0.08484151828987957,0.006565244500319395,0.00846385564606558,0.09987061843626456
3.422883,0.08286003519919359,0.00623375672056026,0.008432592577016439,0.09752638449677027
3.425184,0.08063936481832215,0.0060967947037735525,0.008405795660688603,0.09514195518278433
3.427486,0.07944491708496851,0.006158824602680575,0.00837254763487444,0.09397628932252353
3.429787,0.07823111602315587,0.0062555912449755325,0.008341284565825299,0.09282799183395668
3.432089,0.07705899905340872,0.006161305798636856,0.00831250269273244,0.09153280754477802
3.434391,0.0758690174727764,0.00575438966180678,0.008287690733169631,0.08991109786775281
3.436692,0.0745470362672699,0.005169819894506988,0.008249976554634159,0.08796683271641105
3.438994,0.07295609342010256,0.004577806539338354,0.008220698442350046,0.08575459840179096
3.441296,0.07077909208806166,0.0040522892357980475,0.008194894004404724,0.08302627532826443
3.443597,0.06915043506235884,0.0035535688485855772,0.008169089566459401,0.08087309347740383
3.445899,0.06724388408955255,0.0030439311991654703,0.008129390431158906,0.07841720571987693
3.4482,0.06566584346135787,0.0025471957687180236,0.008103585993213584,0.07631662522328947
3.450502,0.06446494461851789,0.002123407499385237,0.008077781555268263,0.07466613367317139
3.452804,0.06272016762206112,0.0018147467224238875,0.008048999682175402,0.07258391402666041
3.455105,0.0616125617471773,0.0016023563485662376,0.008011781742831191,0.07122669983857474
3.457407,0.06047468528162686,0.0014500109168505873,0.007987466022459635,0.06991216222093709
3.459709,0.05938544025681952,0.0013319059893316142,0.007957691670984266,0.0686750379171354
3.46201,0.058263939684580525,0.001239605499757963,0.007943796973629092,0.06744734215796759
3.464312,0.057149386461019136,0.0011656658602607905,0.007932383472230199,0.06624743579351013
3.466613,0.05601647238738125,0.0011076058748838162,0.007923947405978843,0.06504802566824391
3.468915,0.05536987272117443,0.0010659217828182964,0.007917496296492512,0.06435329080048524
3.471217,0.054366477076454416,0.0010391248664904618,0.007909556469432413,0.06331515841237728
3.473518,0.05377843363481583,0.0010177865812664461,0.007898639207224776,0.06269485942330705
3.47582,0.05313729259971283,0.0009890047081735868,0.007886233227443373,0.06201253053532979
3.478122,0.052780000382008384,0.0009473206161080668,0.00787630844361825,0.0616036294417347
3.4804230000000005,0.05235373091671931,0.000908117719998828,0.007869857334131921,0.06113170597085005
3.482725,0.05186245411737568,0.0008887643915398365,0.00786290998545433,0.06061412849436985
3.4850260000000004,0.051675371942272084,0.0008976966969824479,0.007852985201629208,0.06042605384088375
3.487328,0.05167388322469833,0.0009329296795616373,0.007840579221847804,0.06044739212610777
3.4896300000000005,0.051682319290949685,0.0009934708608948925,0.00782966195964017,0.06050545211148475
3.491931,0.051641131438075416,0.0011120720276051222,0.007822218371771323,0.060575421837451876
3.4942330000000004,0.05229170101781229,0.0013378608596266884,0.00781626350147625,0.06144582537891523
3.496535,0.052261926666336916,0.0017214537544677233,0.007807331196033639,0.06179071161683827
3.4988360000000003,0.05271251185199754,0.0023099934352975647,0.0077954214554434905,0.06281792674273859
3.501138,0.0536270806814827,0.0031481414293292693,0.007783511714853342,0.06455873382566531
3.503439,0.054201229425766106,0.004205627145896211,0.007776068126984498,0.06618292469864681
3.5057410000000004,0.05526764744777566,0.00531174430320626,0.007769617017498169,0.06834900876848009
3.508043,0.05633654666574149,0.0062823881613033655,0.007762669668820581,0.07038160449586545
3.5103440000000004,0.0581567520192692,0.006941393807291587,0.007714038228077473,0.07281218405463827
3.512646,0.0602613024293867,0.007120039916143815,0.007678805245498286,0.07506014759102879
3.5149470000000003,0.06369378891530576,0.006704687713062385,0.0076321587615202045,0.07803063538988836
3.517249,0.06781852907302723,0.005936509444997802,0.007583031081585841,0.08133806959961087
3.5195510000000003,0.07281416901140328,0.005197609289217336,0.007536880836799016,0.08554865913741963
3.5218519999999995,0.07859684430711167,0.004746031625174203,0.007495196744733494,0.09083807267701936
3.524154,0.08375971685294108,0.004493942116016058,0.007452023935094206,0.09570568290405136
3.526456,0.0885156732619404,0.004298920113852374,0.007407858647072406,0.10022245202286516
3.528757,0.0921630313176734,0.004077597434552114,0.007366174555006886,0.1036068033072324
3.5310589999999995,0.09396090590759458,0.003826500403776482,0.0073210167886025735,0.10510842309997363
3.53336,0.09424227352903684,0.003547613978290503,0.0072728815870507215,0.10506276909437806
3.5356620000000003,0.09209107663494123,0.0032558253338318627,0.007226235103072641,0.10257313707184576
3.537964,0.08783979548344946,0.0029749539515808603,0.007191498359684707,0.09800624779471502
3.540265,0.08302677156745568,0.0027248493991877394,0.007141874440559088,0.09289349540720247
3.542567,0.07818248458241275,0.0025025342415049665,0.0070982053917285435,0.08778322421564627
3.5448690000000003,0.07324093471588361,0.002300564890663697,0.007057017538854279,0.08259851714540159
3.5471699999999995,0.06946554694880651,0.0021149714331338823,0.007012356011641222,0.07859287439358162
3.549472,0.0657819634321118,0.001951708739210596,0.006963228331706859,0.07469690050302925
3.5517730000000003,0.06264076935146012,0.0018152429616151433,0.006929484066701438,0.0713854963797767
3.554075,0.059871258425059325,0.0017030929043912446,0.0068823413435321005,0.06845669267298267
3.556377,0.05744167134466902,0.0016043413053312625,0.0068347023811715065,0.0658807150311718
3.558678,0.05473617527394028,0.0015095596198013302,0.006792025810723475,0.06303776070446508
3.5609800000000003,0.05233140015311278,0.0014172591302276786,0.0067508379578492105,0.06049949724118967
3.563282,0.05022684974299528,0.0013309135109491018,0.006704687713062385,0.058262450967006774
3.565583,0.04768461636618981,0.0012520114795393676,0.006666973534526914,0.0556036013802561
3.567885,0.04564606576850939,0.0011780718400421952,0.006623800724887625,0.053447938333439214
3.570186,0.04363480832634805,0.001106613396501304,0.006576161762527032,0.05131758348537639
3.572488,0.04104344726960823,0.0010381323881079496,0.006530507756931462,0.04861208741464764
3.57479,0.03907387391951241,0.0009741175324359012,0.0064779064026583046,0.04652589785460663
3.577091,0.037081969805810064,0.000919034982206464,0.006424808809193893,0.04442581359721042
3.579393,0.035065253732544904,0.000874373454993407,0.006372207454920737,0.04231183464245905
3.581695,0.03356512265737745,0.0008421179075617546,0.006319606100647582,0.040726846665586784
3.583996,0.03170174449421045,0.0008227645791027631,0.0062670047463744254,0.03879151381968764
3.586298,0.029811569414715626,0.0008044037290262843,0.006214403392101268,0.036830376535843166
3.588599,0.028277197835351483,0.0007721481815946319,0.006161802037828113,0.035211148054774224
3.590901,0.026656976875900015,0.0007190505881302195,0.0061096969227462114,0.03348572438677645
3.593203,0.025167266823748938,0.0006540432540756585,0.006057095568473056,0.03187840564629765
3.595504,0.02395098456598001,0.0005875472024473291,0.006004990453391157,0.030543522221818494
3.597806,0.022709394109457028,0.000522043629201512,0.005952885338309256,0.0291843230769678
3.600108,0.021210751751863332,0.0004525701424256453,0.005900283984036101,0.027563605878325084
3.602409,0.02025251387354763,0.00037614930697219207,0.005848675108145456,0.026477338288665282
3.604711,0.01886254789883904,0.0003007209499012512,0.005796569993063556,0.02495983884180385
