Wavelength,H2O_40K,H2O_CH3OH_CO_NH3_120K_NASA,CO_CH3OH_10K,all
2.9349380000000003,0.2794049913602636,0.22051731102982705,0.01548375163966238,0.515406054029753
2.93724,0.2831803612130869,0.2265887805253068,0.015329856239338253,0.5250989979777319
2.939542,0.2867845717584984,0.2335791831323373,0.015166095749249759,0.5355298506400855
2.941843,0.2903379770916234,0.24013700155320036,0.01500036224120839,0.5454753408860321
2.944145,0.2934440006039344,0.24662527109122456,0.014839561278049206,0.5549088329732081
2.946447,0.2968568284079172,0.2527993375202537,0.014686652386701516,0.5643428183148724
2.948748,0.3002785347926879,0.2586700524390286,0.01452979745944808,0.5734783846911645
2.95105,0.3035581838848517,0.26563184628574243,0.014357158388571656,0.5835471885591658
2.953351,0.3067954130910288,0.2715617517431035,0.014168241919584025,0.5925254067537162
2.955653,0.3080142449314163,0.275739617258313,0.013984257995478578,0.5977381201852079
2.957955,0.3123632697540376,0.28342304242129024,0.01382543005027227,0.6096117422256001
2.960256,0.31573170465408074,0.2883417761778037,0.01369373110191797,0.6177672119338024
2.962558,0.31732984919590823,0.29331920721841515,0.013576829788210218,0.6242258862025336
2.96486,0.32119893740149297,0.3004787961149046,0.013463381255919995,0.6351411147723175
2.967161,0.3233973726554822,0.3056456368789919,0.013347959705676902,0.6423909692401509
2.969463,0.3267810984446601,0.31167172696155543,0.013226125847086968,0.6516789512533024
2.971764,0.32939534723221736,0.31670588226831203,0.013097879680150195,0.6591991091806796
2.974066,0.3320658270314316,0.3217351050301863,0.012970620022189858,0.6667715520838077
2.976368,0.33562071212802125,0.32687580330639804,0.01285322545399389,0.6753497408884133
2.978669,0.3377880723492527,0.33201156903772755,0.012742736448632977,0.6825423778356132
2.980971,0.34082257396077204,0.3371098474279524,0.012626821643901666,0.6905592430326262
2.983273,0.3434826954157337,0.3424365026462225,0.012493149677594493,0.6984123477395506
2.985574,0.3461196339097489,0.34761764779046805,0.012339254277270366,0.7060765359774873
2.987876,0.3488276010500677,0.35236472898508153,0.012166121951905723,0.7133584519870549
2.990177,0.3515054796666051,0.3575739896351556,0.011976712228429873,0.7210561815301906
2.992479,0.35418335828314257,0.3629036043803549,0.011778917178654315,0.7288658798421518
2.994781,0.3568765277888148,0.3675954410722879,0.011580628874390536,0.7360525977354931
2.997082,0.35959781280031544,0.37248408630502,0.011385300097056069,0.7434671992023916
2.999384,0.36233537520992737,0.3767453118287384,0.011185532029327636,0.7502662190679933
3.001686,0.36506109951182203,0.3822520049352081,0.010974419108370178,0.7582875235554002
3.003987,0.3677823845233226,0.38750615174371,0.010750974825207262,0.7660395110922398
3.006289,0.3697563889851725,0.3923148897493508,0.010519145215744636,0.7725904239502678
3.0085900000000003,0.3724174969491105,0.3972277044520056,0.010282383061399824,0.779927584462516
3.010892,0.3750603544969845,0.4014391112724138,0.010039701853196395,0.7865391676225947
3.013194,0.3773692787563345,0.4066804334642221,0.009791594845622562,0.7938413070661793
3.015495,0.3792722545718811,0.4109086109372298,0.009536582275213671,0.7997174477843245
3.0177970000000003,0.3813700659102737,0.4151234705390557,0.009272691124016855,0.8057662275733461
3.020098,0.383232101603298,0.4198848561138275,0.008997948374079228,0.8121149060912046
3.0224,0.38461321417030936,0.4245175022671742,0.008716300061306548,0.8178470164987901
3.024702,0.3858424043549495,0.42854640492694174,0.008436131511998523,0.8228249407938897
3.027003,0.3870523576145492,0.4326813573016762,0.008165334797966646,0.827899049714192
3.029305,0.3885839128004671,0.4364527811185938,0.007901443646769826,0.8329381375658308
3.031607,0.3901573946178836,0.4403504780844953,0.007635579477620133,0.8381434521799991
3.0339080000000003,0.3904094476613633,0.4448977912113801,0.00736379625461182,0.8426710351273553
3.03621,0.39126277792598096,0.44795004998447546,0.00709694557648569,0.8463097734869421
3.038511,0.3912494600547991,0.4518615580760469,0.00685081158686473,0.8499618297177108
3.040813,0.3920914454661878,0.4555150940702803,0.006628353812678253,0.8542348933491463
3.043115,0.3922976258422631,0.4587533097854338,0.006416747637232579,0.8574676832649295
3.045416,0.39117596513605457,0.461941213542789,0.006201195425881157,0.8593183741047248
3.047718,0.3912183850220413,0.4652667353023573,0.0059856432145297365,0.8624707635389284
3.05002,0.3908736001347767,0.4684797950386115,0.005785875146801302,0.8651392703201896
3.052321,0.38937065370917534,0.4718324457950318,0.005615209093877752,0.8668183085980848
3.054623,0.3886845367160637,0.4735923778089948,0.005464273220482935,0.8677411877455413
3.056924,0.3871273322967583,0.4769899147238429,0.005316296874017429,0.8694335438946187
3.059226,0.3865808063238124,0.4794699982906048,0.005164374491646175,0.8712151791060634
3.061528,0.3846472487299964,0.4825094324470062,0.0050233037080157274,0.8721799848850184
3.063829,0.3832967179412546,0.4844484158401926,0.0049113349391901595,0.8726564687206373
3.066131,0.3813291257877515,0.4865240307266154,0.00482698842170482,0.8726801449360718
3.068433,0.3788426299126429,0.4884640006287782,0.004748560958078103,0.8720551914994991
3.070734,0.3773194600530246,0.4900463610269827,0.004654842605316616,0.8720206636853238
3.073036,0.3745710460446719,0.4915438816532136,0.004548299635861451,0.8706632273337469
3.075337,0.3718892213922287,0.4930867816923606,0.004442743175382722,0.8694187462599721
3.077639,0.3703478011165463,0.4938784551459511,0.004349024822621235,0.8685752810851186
3.079941,0.36776068132584105,0.4945601328486688,0.004260239014741932,0.8665810531892517
3.082242,0.3641130643854664,0.4950780500612981,0.004165040898515789,0.8633561553452802
3.084544,0.3614948695620033,0.496584449268317,0.0040575114200841885,0.8621368302504043
3.086846,0.3583419868733116,0.4965716246516234,0.003935184307006036,0.858848795831941
3.089147,0.3552833157918696,0.4965499214541417,0.003799539322745988,0.8556327765687572
3.0914490000000003,0.3523257618805123,0.4953444074849361,0.003653042739745136,0.8513232121051935
3.09375,0.34913095256032195,0.49521566806351097,0.0035030933753267567,0.8478497139991598
3.096052,0.34577386251350783,0.493884867454298,0.0033551170288612497,0.8430138469966669
3.098354,0.3424162792122055,0.4938409678048464,0.003208620445860398,0.8394658674629123
3.100655,0.3384080932409432,0.4924376587858653,0.0030591643359302373,0.8339049163627387
3.102957,0.3354012138807641,0.490564278239612,0.0029057621900943284,0.8288712543104704
3.105259,0.3311838880064971,0.4896655685620781,0.002751866789770202,0.8236013233583455
3.10756,0.3276132187662845,0.4878997174942564,0.002600437661887167,0.818113373922428
3.109862,0.3229820523764023,0.4855537991482899,0.002453941078886316,0.8109897926035785
3.112163,0.3194232212439069,0.484106097225369,0.002311390531791211,0.8058407090010672
3.114465,0.3156587029898245,0.4816773121253819,0.0021722927661136354,0.79950830788132
3.116767,0.31127268408058684,0.4787917733693045,0.002036647781853587,0.7921011052317449
3.119068,0.30764874335564657,0.4770624231336109,0.0019064285969639413,0.7866175950862214
3.12137,0.30308515283065035,0.4738049704934169,0.0017826217204211343,0.7786727450444884
3.123672,0.2986498084725909,0.4713682933216183,0.0016642406432487294,0.7716823424374579
3.125973,0.2942080518061846,0.468749605243667,0.0015488190930056346,0.7645064761428573
3.128275,0.2898481753848225,0.4657032655244305,0.0014368503241800675,0.756988291233433
3.130576,0.28557017920850475,0.4625715927787321,0.00133425339063065,0.7494760253778675
3.132878,0.2813928069477835,0.4595277193319367,0.0012459608372395645,0.7421664871169598
3.13518,0.2763325091531514,0.4565257725166397,0.0011695063915657196,0.7340277880613568
3.137481,0.27210581144360835,0.4535307312641778,0.0010984777452622762,0.7267350204530485
3.139783,0.2671269006395323,0.4505544336822683,0.0010259693354941783,0.7187073036572948
3.142085,0.26234923766664925,0.4465363826212416,0.00095346092572608,0.7098390812136169
3.144386,0.2579262246707953,0.4434239468005838,0.0008848985518637287,0.7022350700232427
3.146688,0.2528215339722235,0.4404259460211926,0.0008232417408364344,0.6940707217342525
3.148989,0.2486244315319736,0.43692729193625984,0.0007665174746913233,0.6863182409429247
3.151291,0.2435300991776544,0.43364073728126096,0.0007127527354755228,0.6778835891943908
3.153593,0.2385477355921608,0.42967595770496186,0.0006609610142125956,0.6688846543113353
3.155894,0.2338534326277867,0.4266572402370655,0.0006145950923200702,0.6611252679571723
3.158196,0.22870336251629886,0.4227595432711641,0.0005766144967272567,0.6520395202841902
3.160498,0.2240312560038946,0.4187197890126557,0.0005440597005048455,0.6432951047170552
3.162799,0.21928318830030472,0.4154115311601753,0.0005119981587706524,0.6352067176192506
3.165101,0.2143856644867847,0.4112178815013428,0.0004759905811307125,0.6260795365692582
3.167402,0.2090062310382753,0.4079545098072901,0.000436530222073244,0.6173972710676386
3.1697040000000003,0.2044855536537541,0.4038511257198016,0.00039460359057468387,0.6087312829641303
3.172006,0.19967434937567224,0.39960272481277703,0.0003541567225407788,0.59963123091099
3.174307,0.1946727488651381,0.3958431391035767,0.00032209518080658574,0.5908379831495214
3.176609,0.1895547402953845,0.39123564892912893,0.000304338019230725,0.5810947272437441
3.1789110000000003,0.18497832515369456,0.3874430151692181,0.00030137849230141484,0.572722718815214
3.181212,0.18016613436663628,0.3831936277532169,0.00030532452820716165,0.5636650866480604
3.183514,0.17509202544633407,0.3791380893510856,0.00030976381860112683,0.5545398786160208
3.1858150000000003,0.17016737263596202,0.3746396084185342,0.00030976381860112683,0.5451167448730974
3.188117,0.16521805710117907,0.370216102168192,0.00029989872883675976,0.5357340579982077
3.190419,0.16085324813493485,0.36638006201331785,0.00027967529481980725,0.5275129854430725
3.19272,0.15644700579168028,0.3615560331185424,0.00025895860631463635,0.5182619975165372
3.1950220000000003,0.15119433874664298,0.3568622234086565,0.00024860026206205085,0.5083051624173616
3.197323,0.14698885098009332,0.3521087299056961,0.0002525462979677977,0.4993501271837573
3.199625,0.14174900855174974,0.34739420350730515,0.00026586416914969326,0.4894090762282046
3.201927,0.13775118092473995,0.3428039772399452,0.00028312807623733573,0.4808382862409224
3.204228,0.1332112666151782,0.3382512383136897,0.00029989872883675976,0.4717624036577046
3.20653,0.12881242308924692,0.33364769417514784,0.00031173683655400035,0.4627718541009487
3.208832,0.12438990334788118,0.3282041376431701,0.0003161761269479655,0.4529102171179992
3.211133,0.11993384230131655,0.3238684306917307,0.00032012216285371234,0.44412239515590096
3.213435,0.11557791191586025,0.3184298067046351,0.00033196027057095286,0.4343396788910664
3.215736,0.1112500970362324,0.3134780248974111,0.0003536634680525605,0.4250817854016961
3.218038,0.10705990015881747,0.30905945119195105,0.0003753666655341681,0.4164947180163027
3.22034,0.10286082470061464,0.3034388162987029,0.0003862182642749719,0.4066858592635926
3.222641,0.0993291225649712,0.298862401157013,0.00038720477325140864,0.3985787284952356
3.224943,0.09513497965165056,0.29345090616676944,0.00039312382711002885,0.3889790096455301
3.227245,0.09100200029486896,0.28827370705842953,0.0004148270245916365,0.3796905343778901
3.229546,0.08757585461970425,0.2835118282291696,0.0004454088028611744,0.371533091651735
3.231848,0.08383994512593844,0.2785324241706053,0.00046908501829565546,0.36284145431483933
3.234149,0.08018887540414618,0.2732536146376925,0.0004759905811307125,0.3539184806229694
3.236451,0.07679479127071569,0.2682771701060575,0.000472537799713184,0.3455444991764864
3.238753,0.07336469955964522,0.2632518933800889,0.0004685917638074371,0.33708518470354154
3.241054,0.07041109168419372,0.25758834534636577,0.00047056478176031054,0.32847000181231983
3.2433560000000003,0.06679849581248247,0.2528743122024629,0.00048141638050111437,0.32015422439544644
3.245658,0.06414922595626171,0.24777554055774975,0.0005041060869591588,0.31242887260097063
3.247959,0.06100423533938148,0.24260475375775675,0.0005307418293229498,0.3041397309264612
3.250261,0.05815223788850295,0.2379824659486625,0.0005484989908988106,0.2966832028280643
3.252562,0.0554797850713359,0.2324279271568357,0.0005494854998752474,0.28845719772804684
3.254864,0.053008580085361946,0.22722754508754955,0.0005445529549930638,0.2807806781279045
3.257166,0.05054674693466413,0.22279220072949008,0.0005499787543634657,0.2738889264185177
3.259467,0.04806567685892581,0.21754545273831144,0.0005721752063332918,0.2661833048035705
3.261769,0.04562949294161536,0.212416592569817,0.0005958514217677727,0.2586419369332001
3.264071,0.04327321625139627,0.20775385789268888,0.0006032502390910481,0.2516303243831762
3.266372,0.041341138421044976,0.20301318900642226,0.0005948649127913361,0.24494919234025855
3.2686740000000003,0.039538293266606885,0.19811615844739047,0.0005874660954680608,0.2382419178094654
3.270975,0.037402994587109634,0.19319890445434168,0.000596344676255991,0.2311982437177073
3.273277,0.03579153217410027,0.1882811572068047,0.0006145950923200702,0.22468728447322506
3.275579,0.03404047874092511,0.1842108211700268,0.0006239669275962188,0.21887526683854816
3.27788,0.0324280298189393,0.17956387063652168,0.0006141018378318518,0.21260600229329285
3.280182,0.030715943490333394,0.17486512838175367,0.0005983176942088647,0.20617938956629595
3.282484,0.029463570344746993,0.17030055134778102,0.0005923986403502442,0.20035652033287826
3.284785,0.02782103289897987,0.16618828867950455,0.0006042367480674848,0.1946135583265519
3.287087,0.026719595626788287,0.1615965826486799,0.0006293927269666207,0.18894557100243484
3.289388,0.02554959598073435,0.15791739742105915,0.0006609610142125956,0.1841279544160061
3.29169,0.024418563439249655,0.1539831996230296,0.0007004213732700637,0.17910218443554932
3.293992,0.02326780071823624,0.14958386284261008,0.0007507333310683362,0.17360239689191465
3.296293,0.022135781667775117,0.14606597183263675,0.0008173226869778139,0.16901907618738968
3.298595,0.021020040015425196,0.14216580859429426,0.0009085747672982098,0.16409442337701766
3.300897,0.019916136470792517,0.13862670764132753,0.0010348479162821083,0.15957769202840216
3.3031980000000005,0.019265040546344286,0.13507774159859648,0.0012050207147174408,0.15554780285965822
3.3055,0.01814387309462397,0.1316116423098861,0.0014294515068567926,0.15118496691136685
3.307801,0.01740399136229643,0.1280902985184953,0.0017175121279763114,0.14721180200876802
3.310103,0.016398245460819208,0.1253852909051058,0.002068216069099562,0.14385175243502454
3.3124050000000005,0.015892166355907174,0.12197147659214658,0.002469725222509303,0.14033336817056305
3.314706,0.015236137886576762,0.1197010261828775,0.002910201480488293,0.13784736554994256
3.317008,0.014519932369683712,0.11703991821893946,0.0033778067353192947,0.13493765732394247
3.31931,0.013850092774683187,0.11514927376559853,0.0038607028792850633,0.13286006941956674
3.321611,0.01336621012174098,0.11333360399446675,0.004346065295691925,0.13104587941189966
3.323913,0.012451223046095932,0.11198208669674846,0.004816136822964018,0.12924944656580842
3.326214,0.012020611877881308,0.1107361258595089,0.0052521737905490435,0.12800891152793925
3.3285160000000005,0.011556952658956057,0.11062810312658908,0.005633459509941831,0.12781851529548696
3.330818,0.010931012713406962,0.10997898022009372,0.005938290783660774,0.12684828371716145
3.3331190000000004,0.010639499310869915,0.11079432988911866,0.006143977905247828,0.1275778071052364
3.335421,0.009960781135081458,0.1115130016784528,0.006245588329820809,0.12771937114335508
3.3377230000000004,0.009525237421984651,0.11273923233616362,0.006250520874702993,0.12851499063285127
3.340024,0.009230764492518292,0.11336122624580695,0.006170613647611621,0.12876260438593687
3.3423260000000004,0.008807058887138728,0.11419383982191955,0.006052232570439214,0.12905313127949752
3.344627,0.008444516838298236,0.1142865716657046,0.005950128891378015,0.12868121739538085
3.3469290000000003,0.007947316314174134,0.11357283242125266,0.005906229241926582,0.12742637797735334
3.349231,0.0076207818429735825,0.11225239015629213,0.005932371729802154,0.12580554372906785
3.351532,0.007365769272564693,0.11029959563743563,0.0060339821543751344,0.12369934706437545
3.3538339999999995,0.006944036685138,0.10807205836864156,0.0062145132970630535,0.1212306083508426
3.356135,0.0064961616098357326,0.10550812153888256,0.00647051237644838,0.11847479552516668
3.3584370000000003,0.0065050401906236646,0.10364115330097608,0.006799513120090021,0.11694570661168975
3.360739,0.005920040367596695,0.1020809893547414,0.007199542510035109,0.11520057223237322
3.3630400000000003,0.005719779045380043,0.10138007472698313,0.0076676410193543265,0.1147674947917175
3.365342,0.005427772388354777,0.10155764634274174,0.008199369357653712,0.11518478808875025
3.3676440000000003,0.005148590348023188,0.102730605515725,0.008776477108869188,0.11665567297261735
3.3699449999999995,0.004987789384864006,0.10400369534981656,0.00937824758449558,0.11836973231917615
3.372247,0.004515251585150821,0.10580259446834887,0.009958808117128584,0.12027665417062827
3.3745480000000003,0.004453101519635308,0.1077943560917746,0.010431839171329987,0.12267929678273992
3.37685,0.004295260083405435,0.10907336497972482,0.01070707517575583,0.12407570023888607
3.3791519999999995,0.003956887504487643,0.10994297264245376,0.010692770795597495,0.1245926309425389
3.381453,0.0038079246490457,0.11034596155932816,0.010295207678093502,0.12444909388646735
3.3837550000000003,0.0034414365642994613,0.10974073830228424,0.009455688539145864,0.12263786340572955
3.386057,0.003465606034222161,0.1092686937570593,0.00830837859954997,0.12104267839083145
3.388358,0.0032362426972006265,0.1080977076020289,0.007052552672546037,0.11838650297177555
3.39066,0.002954101129939728,0.1063131128636549,0.005871701427751297,0.11513891542134592
3.392961,0.0029817233812799555,0.10481263271049468,0.004915280975095906,0.11270963706687052
3.395263,0.002775049750716465,0.10307982969338357,0.0043243620982103175,0.11017924154231036
3.397565,0.002559990793853262,0.10189355264921844,0.004150736518357456,0.10860427996142914
3.3998660000000003,0.0026300329311802683,0.10013805992564932,0.004348038313644798,0.1071161311704744
3.402168,0.0024909351655026924,0.09930889913095424,0.004859049963439014,0.10665888425989596
3.40447,0.002475151021879705,0.0980920403085196,0.005582654297655341,0.10614984562805464
3.406771,0.002381432669118217,0.09683325485458637,0.006395537694239189,0.10561022521794376
3.409073,0.0019424361746038816,0.09562971390333357,0.007160575405465856,0.10473272548340327
3.411374,0.0019715381894087644,0.09402762332560033,0.007701182324553175,0.10370034383956228
3.413676,0.001975977479802729,0.0915435937229327,0.007833374527395694,0.10135294573013112
3.415978,0.002022343401695255,0.0891005042427872,0.00752854325367675,0.0986513908981592
3.418279,0.0014575670126852386,0.08668355725051725,0.0070121058045121325,0.09515323006771463
3.420581,0.0014753241742610993,0.08433122659620391,0.0065257568791288354,0.09233230764959384
3.422883,0.0014753241742610993,0.08236166142474803,0.006196262880998974,0.0900332484800081
3.425184,0.001474830919772881,0.08015434758997089,0.0060601246422507075,0.08768930315199447
3.427486,0.001474830919772881,0.07896708403682931,0.0061217814532780026,0.0865636964098802
3.429787,0.0014743376652846627,0.07776058355864722,0.006217966078480582,0.08545288730241248
3.432089,0.0014684186114260426,0.07659551645747545,0.0061242477257190935,0.08418818279462059
3.434391,0.0014654590844967324,0.07541269219472785,0.005719779045380043,0.08259793032460462
3.436692,0.0010032796290361337,0.07409866223811414,0.005138725258258821,0.08024066712540909
3.438994,0.0009874954854131462,0.0725172883488861,0.004550272653814324,0.07805505648811357
3.441296,0.0009860157219484917,0.07035338090907219,0.004027916150791086,0.07536731278181176
3.443597,0.0009860157219484917,0.06873451967873953,0.00353219539013164,0.07325273079081966
3.445899,0.0009860157219484917,0.0668394359350046,0.003025623030731389,0.07085107468768449
3.4482,0.0009860157219484917,0.06527088666247025,0.0025318752880248148,0.06878877767244355
3.450502,0.0009860157219484917,0.06407721080098182,0.0021106359550863408,0.06717386247801665
3.452804,0.0009860157219484917,0.062342928020406085,0.001803831663414524,0.0651327754057691
3.455105,0.0009860157219484917,0.061241984002702726,0.001592718742457068,0.06382071846710828
3.457407,0.0009860157219484917,0.06011095146121804,0.0014412896145740328,0.06253825679774057
3.459709,0.0009860157219484917,0.05902825785957875,0.0013238950463780644,0.06133816862790531
3.46201,0.0009860157219484917,0.05791350271620526,0.0012321497115694506,0.06013166814972321
3.464312,0.0009879887399013648,0.056805653135666836,0.0011586547928249154,0.05895229666839313
3.466613,0.0010013066110832604,0.055679553139064336,0.001100944017703368,0.05778180376785096
3.468915,0.0006851304841352949,0.05503684254091582,0.0010595106406930265,0.05678148366574413
3.471217,0.0004962140151476648,0.0540394819657383,0.001032874898329235,0.0555685708792152
3.473518,0.0005317283382993865,0.05345497539719955,0.001011664955335846,0.054998368690834784
3.47582,0.000640737580195643,0.05281769059842144,0.0009830561950191813,0.05444148437363626
3.478122,0.0004907882157772631,0.05246254736690422,0.0009416228180088394,0.05389495840069032
3.4804230000000005,0.0004932544882183549,0.052038841761524665,0.0009026557134395897,0.0534347519631826
3.482725,0.0004937477427065731,0.051550519818188485,0.0008834187883990736,0.05292768634929413
3.4850260000000004,0.0004937477427065731,0.051364562876130164,0.0008922973691870039,0.05275060798802374
3.487328,0.0004932544882183549,0.05136308311266551,0.0009273184378505073,0.052783656038734375
3.4896300000000005,0.0004932544882183549,0.05137146843896523,0.0009874954854131462,0.052852218412596734
3.491931,0.0004932544882183549,0.0513305283164431,0.0011053833080973332,0.05292916611275879
3.4942330000000004,0.0004937477427065731,0.051977184950497364,0.0013298141002366847,0.05380074679344062
3.496535,0.0004937477427065731,0.05194758968120427,0.001711099819629473,0.05415243724354032
3.4988360000000003,0.0004937477427065731,0.052395464756506534,0.0022960996426564413,0.05518531214186954
3.501138,0.0004932544882183549,0.05330453277829296,0.003129206473257243,0.05692699373976856
3.503439,0.0004932544882183549,0.053875228221161586,0.004180331787650557,0.0585488144970305
3.5057410000000004,0.0004937477427065731,0.05493523211634284,0.005279796041889271,0.060708775900938684
3.508043,0.0004937477427065731,0.05599770228396517,0.006244601820844372,0.06273605184751611
3.5103440000000004,0.0004937477427065731,0.0578069597467501,0.006899643781198348,0.06520035127065503
3.512646,0.0004902949612890447,0.05989885203128414,0.0070772153969569564,0.06746636238953012
3.5149470000000003,0.000472537799713184,0.0633106933262905,0.006664361390318194,0.07044759251632186
3.517249,0.0008577695550117193,0.06741062463236147,0.00590080344255618,0.07416919762992938
3.5195510000000003,0.00099242803029533,0.07237621756525565,0.0051663475095990495,0.07853499310515002
3.5218519999999995,0.0007512265855565545,0.07812411211646414,0.004717485925320346,0.08359282462734104
3.524154,0.0007482670586272443,0.08325593181188791,0.004466912645305422,0.08847111151582057
3.526456,0.0009786169046252162,0.08798328282697261,0.0042730636314356075,0.09323496336303344
3.528757,0.000987002230924928,0.09160870331537753,0.0040530721296902225,0.09664877767599267
3.5310589999999995,0.0009860157219484917,0.09339576432619263,0.0038034853586517343,0.09818526540679286
3.53336,0.0009860157219484917,0.09367543962101244,0.0035262763362730186,0.09818773167923396
3.5356620000000003,0.0009860157219484917,0.09153718141458586,0.0032362426972006265,0.095759439833735
3.537964,0.0009860157219484917,0.08731147021401922,0.002957060656869037,0.09125454659283676
3.540265,0.0009860157219484917,0.08252739493278939,0.0027084603948069864,0.08622187104954487
3.542567,0.0009860157219484917,0.07771224461880183,0.0024874823840851635,0.08118574272483547
3.5448690000000003,0.0009860157219484917,0.07280041642512343,0.002286727807380293,0.07607315995445221
3.5471699999999995,0.0009860157219484917,0.06904773627875818,0.002102250628786629,0.07213600262949331
3.549472,0.0009860157219484917,0.06538630821271334,0.0019399699021627895,0.06831229383682462
3.5517730000000003,0.0009860157219484917,0.06226400730229115,0.0018043249179027423,0.06505434794214238
3.554075,0.0009860157219484917,0.05951115400354452,0.001692849403565394,0.0621900191290584
3.556377,0.0009860157219484917,0.05709618002922745,0.0015946917604099413,0.059676887511585876
3.558678,0.000987002230924928,0.054406956559460984,0.0015004801531602356,0.056894438943546136
3.5609800000000003,0.0009781236501369976,0.052016645309554826,0.0014087348183516215,0.05440350377804345
3.563282,0.0008996961865102793,0.04992475302502079,0.0013229085374016278,0.052147357748932685
3.565583,0.00083951913894764,0.047397810281878165,0.0012444810737749091,0.049481810494600716
3.567885,0.0009914415213188932,0.04537152084427715,0.0011709861550303743,0.047533948520626416
3.570186,0.0009860157219484917,0.04337236040352816,0.0010999575087269314,0.04545833363420359
3.572488,0.0009855224674602731,0.040796585466051916,0.0010318883893527984,0.042813996322864985
3.57479,0.0009860157219484917,0.03883885840231326,0.0009682585603726306,0.04079313268463439
3.577091,0.0009855224674602731,0.03685893488660479,0.0009135073121803931,0.038757964666245454
3.579393,0.0009855224674602731,0.034854348646485386,0.0008691144082407414,0.03670898552218641
3.581695,0.0009914415213188932,0.033363240328601315,0.0008370528665065483,0.03519173471642675
3.583996,0.00076454445673845,0.03151106972534138,0.0008178159414660323,0.03309343012354586
3.586298,0.00047697709010714924,0.02963226337971767,0.0007995655254019532,0.030908805995226774
3.588599,0.0004912814702654815,0.028107120502146518,0.0007675039836677602,0.02936590595607976
3.590901,0.0004937477427065731,0.026496644598113583,0.0007147257534283963,0.027705118094248558
3.593203,0.0004937477427065731,0.025015894624482088,0.0006501094154717918,0.026159751782660445
3.595504,0.0004932544882183549,0.023806927873858897,0.0005840133140505322,0.024884195676127787
3.597806,0.0004932544882183549,0.02257280514433657,0.0005189037216057094,0.02358496335416064
3.600108,0.0004937477427065731,0.021083176589917145,0.00044984809325513965,0.022026772425878857
3.602409,0.0004937477427065731,0.0201307021731675,0.000373886902069513,0.020998336817943587
3.604711,0.0004932544882183549,0.01874909635166789,0.00029891221986032306,0.01954126305974656
3.607012,0.0004932544882183549,0.017794155662477155,0.0002392284267859021,0.018526638577481408
