Wavelength,H2O_CH4_10_0.6_a_V3,H2O_40K,CH3OH,all
3.47582,0.017470958208853714,0.0006327657032649576,0.05999583359709663,0.0780995575092153
3.478122,0.017242500075804242,0.00048468196670410537,0.05945318464140981,0.07718036668391816
3.4804230000000005,0.017085161105708332,0.0004871175544764878,0.058353760320956384,0.0759260389811412
3.482725,0.017147025035126846,0.0004876046720309642,0.05781841812858673,0.07545304783574452
3.4850260000000004,0.01685962567798572,0.0004876046720309642,0.05676575709336304,0.07411298744337971
3.487328,0.01679191633791349,0.0004871175544764878,0.0556746137713357,0.07295364766372567
3.4896300000000005,0.01682991150716265,0.0004871175544764878,0.054599545328606086,0.07191657439024522
3.491931,0.016578558849052783,0.0004871175544764878,0.053587315050403934,0.07065299145393321
3.4942330000000004,0.01640904194009497,0.0004876046720309642,0.05291947688321669,0.06981612349534262
3.496535,0.016289211021693752,0.0004876046720309642,0.05236367575355901,0.06914049144728374
3.4988360000000003,0.0164187842911845,0.0004876046720309642,0.051756727280681314,0.06866311624389677
3.501138,0.01633159024893321,0.0004871175544764878,0.05179959362547525,0.06861830142888495
3.503439,0.01618983904058055,0.0004871175544764878,0.05176793098443427,0.0684448875794913
3.5057410000000004,0.01604224242157417,0.0004876046720309642,0.052680789281523206,0.06921063637512834
3.508043,0.01589951697811256,0.0004876046720309642,0.05328578928418301,0.06967291093432654
3.5103440000000004,0.015746074948452468,0.0004876046720309642,0.05508422729531018,0.07131790691579362
3.512646,0.015612117620971437,0.00048419484914962883,0.05774876031829659,0.07384507278841765
3.5149470000000003,0.015672520197726518,0.0004666586171884753,0.062163993832071475,0.07830317264698647
3.517249,0.015522975108502238,0.0008470974272346124,0.06779750834959204,0.08416758088532889
3.5195510000000003,0.015415322128962931,0.000980080519606693,0.0756196420393755,0.09201504468794514
