Wavelength,CO_NH3_10K,H2O_40K,CH3OH,all
3.0339080000000003,0.00506360110557129,0.3859244183203043,0.22457424404489515,0.6155622634707707
3.03621,0.005022643715791032,0.38676794551458815,0.2274290716301739,0.6192196608605531
3.038511,0.004997776729138732,0.3867547806393016,0.22947450317931894,0.6212270605477593
3.040813,0.0049792483861429,0.3875870933101933,0.2315053070892568,0.6240716487855931
3.043115,0.004970959390592135,0.38779090508314745,0.2335205081840403,0.6262823726577799
3.045416,0.004977298034248602,0.3866821300312391,0.23519781081313654,0.6268572388786242
3.047718,0.004997776729138732,0.3867240625969665,0.2368102642417475,0.6285321035678527
3.05002,0.0050280071835003505,0.3863832386034379,0.2383486042983751,0.6297598500853132
3.052321,0.005065063869492014,0.3848975580479563,0.2399561818472502,0.6299188037646986
3.054623,0.0051089467871137184,0.3842193231767142,0.24070511697466065,0.6300333869384885
3.056924,0.005160143524339043,0.3826800079441395,0.2414672169773576,0.6293073684458361
3.059226,0.005219629257115133,0.3821397604694189,0.2423092814077208,0.6296686711342548
3.061528,0.0052830156936798205,0.3802284156130068,0.2431347678469825,0.6286461991536691
3.063829,0.005346889718218081,0.3788933997413598,0.2438944299098116,0.6281347193693895
3.066131,0.005420027914254257,0.3769484113147711,0.24384713387637486,0.6262155731054002
3.068433,0.005526322092493501,0.37449048033998206,0.2439446514710897,0.6239614539035652
3.070734,0.005688688887693813,0.3729848086775839,0.2447252798167825,0.6233987773820603
3.073036,0.005920293175141705,0.3702679684888268,0.244751121979382,0.6209393836433504
3.075337,0.006230399126335094,0.3676169526765021,0.2447311308724654,0.6185784826753027
3.077639,0.006600965986251721,0.36609324025908174,0.2439217348363317,0.6166159410816652
3.079941,0.006915947817180856,0.36353584133768346,0.24394757699893116,0.6143993661537954
3.082242,0.007038332398548058,0.35993012827309995,0.24388028985857796,0.6108487505302261
3.084544,0.006913022289339408,0.35734201130936644,0.24313184231914106,0.6073868759178469
3.086846,0.006623882621009724,0.3542253489822782,0.24230440552798505,0.6031536371312729
3.089147,0.0062684309882739065,0.35120181595814265,0.2415613214562575,0.599031568402674
3.0914490000000003,0.005952473981397623,0.3482782384685899,0.2406456312418846,0.5948763436918721
3.09375,0.005790594774170886,0.3451201311637477,0.2394105709048204,0.5903212968427389
3.096052,0.005879335785361446,0.3418016074155997,0.2383305635433528,0.5860115067443139
3.098354,0.006218697014969307,0.33848259607947795,0.23756505042484086,0.5822663435192881
3.100655,0.0067716217770028,0.3345204562062115,0.2359072513146875,0.5771993292979019
3.102957,0.00748301263044801,0.3315481199193013,0.2348209053095635,0.5738520378593128
3.105259,0.008254376804642886,0.3273792427452392,0.2327818124040749,0.5684154319539569
3.10756,0.008979420121348183,0.3238495934045333,0.23124688546326236,0.5640758989891439
3.109862,0.00957135192126764,0.31927162992064223,0.22967100113266956,0.5585139829745793
3.112163,0.009962885064047971,0.31575368269130216,0.2274480875611433,0.5531646553164935
3.114465,0.01009794693272811,0.3120324112769815,0.22514179644613588,0.5472721546558454
3.116767,0.009992140342462442,0.307696779015957,0.2229105938790589,0.5405995132374783
3.119068,0.009705926201974205,0.30411447017410503,0.2205545687907469,0.5343749651668261
3.12137,0.00929050124848872,0.2996033062425937,0.21789428880692432,0.5267880962980067
3.123672,0.008768782116763995,0.2952189151842117,0.21530129596345512,0.5192889932644308
3.125973,0.008157834385875133,0.29082818548217315,0.21255227496844206,0.5115382948364904
3.128275,0.007481062278553712,0.2865183953837481,0.20971500055021192,0.5037144582125137
3.130576,0.006776985244712121,0.2822895448889364,0.2067046324013629,0.4957711625350114
3.132878,0.006085585498183464,0.2781601623407338,0.20305796194699915,0.4873037097859164
3.13518,0.005425391381963577,0.2731579973198329,0.20035136110568705,0.4789347498074834
3.137481,0.004800791187814629,0.2689798559742729,0.1967675894999144,0.470548236662002
3.139783,0.004215198031551642,0.2640581429690119,0.19319893312132252,0.4614722741218861
3.142085,0.0036734877929103615,0.25933536585696915,0.18968342383185036,0.4526922774817298
3.144386,0.003181511527573681,0.2549631644979265,0.1862693328408816,0.44441400886638177
3.146688,0.00274365752730377,0.2499171165594039,0.18276747601466947,0.4354282501013772
3.148989,0.0023574878522327576,0.2457682304922584,0.17866344804109285,0.426789166385584
3.151291,0.0020215397384399205,0.24073242190118085,0.17547559786986267,0.4182295595094834
3.153593,0.001730937306189512,0.2358072957801047,0.1713584050209995,0.4088966381072937
3.155894,0.0014822674396665115,0.2311669210355961,0.16752742631262454,0.4001766147878872
3.158196,0.0012691914952144506,0.22607601500350466,0.16331954210067653,0.3906647485993956
3.160498,0.0010892715329654562,0.22145758171780688,0.15974064637463964,0.3822874996254121
3.162799,0.000938119261157358,0.21676405988417866,0.15561662729414644,0.3733188064394825
3.165101,0.0008132967399222832,0.2119227988945573,0.15230931806939055,0.36504541370387017
3.167402,0.0007089529135773381,0.2066051644547537,0.14825161095330347,0.3555657283216345
3.1697040000000003,0.0006197243144132027,0.20213642067694332,0.14476048106250994,0.3475166260538665
3.172006,0.0005412226506677065,0.19738048758269755,0.14094217964144798,0.3388638898748132
3.174307,0.0004739355103144241,0.192436345530652,0.13725113868148894,0.3301614197224554
3.176609,0.0004178628933533554,0.18737713271684286,0.13414227776197785,0.3219372733721741
3.1789110000000003,0.00037202962383735136,0.18285329149801854,0.13066675068633873,0.3138920718081947
3.181212,0.0003335101739249651,0.17809638322782564,0.1275344855440961,0.3059643789458467
3.183514,0.0002988914278011748,0.17308056574366468,0.12401653831475601,0.29739599548622186
3.1858150000000003,0.0002676857974924062,0.16821248741549674,0.12101202122158985,0.28949219443457896
3.188117,0.0002403808709722336,0.16332002968865014,0.11809526996366715,0.2816556805232895
3.190419,0.00021648906026708263,0.1590053637104893,0.11514243719569987,0.27436428996645623
3.19272,0.00019503518942980415,0.15464974034254814,0.11231247659707344,0.2671572521290514
3.1950220000000003,0.00017455649453967473,0.1494574160119532,0.10950835816104644,0.2591403306675393
3.197323,0.00015310262370239625,0.14530024094925695,0.1066072097182781,0.25206055329123744
3.199625,0.0001321363408386923,0.14012059390597492,0.10406053773229844,0.2443132679791121
3.201927,0.00011117005797498836,0.1361686933801535,0.1016016315815622,0.2378814950196907
3.204228,9.166653903200795e-05,0.1316809336713737,0.09893598813003032,0.23070858834043606
3.20653,7.460095995690009e-05,0.12733262412303625,0.09657167404616752,0.22397889912916066
3.208832,6.0460908723239296e-05,0.12296091035196717,0.09457012541464416,0.21759149667533456
3.211133,4.8271209383876535e-05,0.11855604059869505,0.09239792099236972,0.21100223280044866
3.213435,3.608151004451377e-05,0.11425015120405856,0.08954601893493241,0.20383225164903548
3.215736,2.2916634758001988e-05,0.1099720543239158,0.08748205904279151,0.19747703000146533
3.218038,1.1214523392213741e-05,0.10582999448840033,0.08548246076316242,0.19132366977495496
3.22034,2.9255278414470626e-06,0.10167915806936052,0.0834745734879826,0.18515665708518456
3.222641,3.4131158150215734e-06,0.09818802817856703,0.08181823714175,0.18000967843613205
3.224943,1.218969933936276e-05,0.09404206763926297,0.0797523268977148,0.17380658423631712
3.227245,2.7304926520172587e-05,0.08995656800868215,0.07777028178513441,0.16775415472033672
3.229546,4.534568154242947e-05,0.0865697819442336,0.07660250858842345,0.1632176362141995
3.231848,6.0460908723239296e-05,0.08287679063238028,0.07467604850483056,0.15761330004593405
3.234149,6.923749224758047e-05,0.07926766445198173,0.07281053691793449,0.1521474388621638
3.236451,7.606372387762362e-05,0.07591257160581552,0.07158522834034174,0.1475738636700349
3.238753,8.679065929626285e-05,0.07252188483757836,0.0696309757422551,0.14223965123912974
3.241054,0.00010190588647707265,0.06960220805181422,0.06839396505329658,0.13809807899158788
3.2433560000000003,0.00011799628960503152,0.06603111373335449,0.06656307221252429,0.1327121822354838
3.245658,0.00012921081299724523,0.0634122787272858,0.06540066248352265,0.1289421520238057
3.247959,0.0001360370446272884,0.06030341780777473,0.06346883893222045,0.12390829378462245
3.250261,0.0001399377484158845,0.0574841841445669,0.06224596829449557,0.11987009018747835
3.252562,0.00014335086423090604,0.0548424325037402,0.0610152962491935,0.1160010796171646
3.254864,0.00014773915599307664,0.05239961675613191,0.05916343712555752,0.1117107930376825
3.257166,0.00015456538762311984,0.049966065180021516,0.05799615151682015,0.1081167820844648
3.259467,0.000163341971147461,0.04751349767294174,0.056749389068390124,0.10442622871247932
3.261769,0.00017260614264537666,0.04510530067145724,0.0555465095375818,0.1008244163516844
3.264071,0.0001789447863018453,0.042776092921691794,0.05398086455443404,0.09693590226242768
3.266372,0.0001828454900904414,0.04086621082920044,0.05309589238239632,0.0941449487016872
3.2686740000000003,0.000187233781852612,0.039084076785785606,0.05133569979779232,0.09060701036543052
3.270975,0.00019454760145622965,0.03697330844818154,0.05012599403535396,0.08729385008499174
3.273277,0.0002038117729541453,0.035380358538513616,0.04890068545776122,0.08448485576922897
3.275579,0.0002140511203992101,0.03364942123232411,0.04771730944589588,0.0815807817986192
3.27788,0.00022282770392355127,0.03205549614670904,0.046555874892841416,0.078834198743474
3.280182,0.00022965393555359438,0.03036307829043192,0.045342756014588016,0.07593548824057353
3.282484,0.000233067051368616,0.02912509242552623,0.04475228697858929,0.07411044645548412
3.284785,0.0002345298152893395,0.027501424473523103,0.04349479759474062,0.07123075188355307
3.287087,0.0002364801671836375,0.02641264052853123,0.04232312369424108,0.06897224438995593
3.289388,0.00024184363489295719,0.02525608185521249,0.04118996924365391,0.06668789473375936
3.29169,0.00025013263044372383,0.024138042631806137,0.04057317045708216,0.06496134571933201
3.293992,0.00025842162599449045,0.02300049988945681,0.03936639022248525,0.06262531173793655
3.296293,0.00026524785762453365,0.021881485490103304,0.038500433981416914,0.06064716732914476
3.298595,0.00026914856141312967,0.02077856149387776,0.037560851956338834,0.05860856201162973
3.300897,0.00027158650128100226,0.019687339609018004,0.03693186347042772,0.05689078958072673
3.3031980000000005,0.0002735368531753004,0.01904372348389965,0.035861607868431664,0.05517886820550662
3.3055,0.00027694996899032187,0.01793543601996479,0.03531502175005463,0.053527407739009734
3.307801,0.00028475137656751407,0.017204054059603024,0.0347591714601797,0.05224797689635023
3.310103,0.00029401554806542985,0.016209862181484597,0.03446515591211426,0.05096903364166429
3.3124050000000005,0.0002945031360390043,0.01570959692059715,0.034303764292861104,0.050307864349497265
3.314706,0.00027938790885819446,0.015061104915743053,0.034293524945416036,0.04963401777001729
3.317008,0.0002559836861266179,0.014353127178112863,0.03485035041123813,0.04945946127547761
3.31931,0.0002384305190779356,0.01369098270999868,0.03536670607525354,0.04929611930433015
3.321611,0.0002364801671836375,0.013212658907922085,0.036096625271694584,0.049545764346800296
3.323913,0.0002452567507079787,0.012308183216941366,0.03819861702577429,0.05075205699342364
3.326214,0.0002554960981530435,0.011882518916010816,0.04047760321426155,0.05261561822842541
3.3285160000000005,0.00026329750573023564,0.011424186220850778,0.043193468227071576,0.054880951953652585
3.330818,0.00027061132533385326,0.010805437082384723,0.04725848916276227,0.05833453757048085
3.3331190000000004,0.00028036308480534346,0.010517272590002187,0.05143077945263935,0.062228415127446875
3.335421,0.0002910900202239827,0.009846351538363662,0.05613600339763338,0.06627344495622102
3.3377230000000004,0.0002979162518540259,0.009415811357697371,0.061376111349638635,0.07108983895919004
3.340024,0.0002979162518540259,0.009124721337473388,0.06656258462455071,0.07598522221387813
3.3423260000000004,0.0002945031360390043,0.008705883268172884,0.07210304676827788,0.08110343317248976
3.344627,0.00029304037211828074,0.00834750610759562,0.07636359048137195,0.08500413696108584
3.3469290000000003,0.00029645348793330234,0.007856017430232513,0.08008729983556047,0.0882397707537263
3.349231,0.00030230454361619637,0.007533234191726186,0.08289190585956106,0.09072744459490344
3.351532,0.00030669283537836697,0.007281151209388164,0.08516845410818047,0.092756298152947
3.3538339999999995,0.00030766801132551603,0.0068642634919819576,0.08607292979916116,0.09324486130246863
3.356135,0.0003081555992990906,0.0064215336119763005,0.08670143069709872,0.09343111990837412
3.3584370000000003,0.0003101059511933886,0.006430310195500643,0.08665803536745058,0.0933984515141446
3.360739,0.0003130314790348357,0.005852030858841274,0.08661561521374961,0.09278067755162572
3.3630400000000003,0.0003149818309291337,0.005654070141570022,0.08724216575979285,0.09321121773229199
3.365342,0.00031546941890270823,0.0053654180612139135,0.08911304081439825,0.09479392829451487
3.3676440000000003,0.0003159570068762828,0.005089443268170739,0.0916138795308619,0.09701927980590892
3.3699449999999995,0.0003183949467441553,0.00493048958878545,0.0952615251611728,0.1005104096967024
3.372247,0.0003232708264799004,0.004463380310101068,0.09800371992455588,0.10279037106113684
3.3745480000000003,0.0003271715302684965,0.00440194422543068,0.10080637559666214,0.10553549135236133
3.37685,0.000326683942294922,0.0042459160738868365,0.10334524617506463,0.1079178461912464
3.3791519999999995,0.0003242460024270495,0.003911430724014722,0.10483921572609692,0.1090748924525387
3.381453,0.00032375841445347485,0.003764179155995221,0.10618593370910974,0.11027387127955844
3.3837550000000003,0.000329609470136369,0.003401901291629359,0.10680468284757576,0.1105361936093415
3.386057,0.00033838605366071024,0.00342579310233451,0.10685246646898608,0.11061664562498127
3.388358,0.00034521228529075333,0.003199064694622363,0.10685880511264256,0.11040308209255567
3.39066,0.0003471626371850514,0.002920164373737743,0.10620885034386772,0.10947617735479052
3.392961,0.00034911298907934946,0.0029474693002579148,0.10626248502096093,0.1095590673102982
3.395263,0.00035398886881509453,0.0027431699393301954,0.10558912602945453,0.10868628483759983
3.397565,0.0003632530403130103,0.002530581582851709,0.10563788482681197,0.1085317194499767
3.3998660000000003,0.00037007927194305335,0.002599819075099289,0.10559253914526956,0.10856243749231187
3.402168,0.00037105444789020247,0.002462319266551277,0.10630636793858264,0.1091397416530241
3.40447,0.0003666661561280318,0.0024467164513968928,0.10625517120135727,0.1090685538088822
3.406771,0.0003608151004451377,0.002354074736417736,0.106249807733648,0.10896469757051086
3.409073,0.0003578895726036906,0.0019201214399364227,0.10623469250646718,0.1085127035190073
3.411374,0.0003578895726036906,0.001948889130377318,0.10583389519218893,0.10814067389516993
3.413676,0.0003613026884187122,0.0019532774221394885,0.10519076665504414,0.10750534676560232
3.415978,0.0003676413320751808,0.001999110691655493,0.10454373741411076,0.10691048943784144
3.418279,0.000374467563705224,0.0014408224619126785,0.10395131802621774,0.10576660805183563
3.420581,0.00037934344344096914,0.0014583756289613607,0.10274600055554156,0.10458371962794387
3.422883,0.0003817813833088417,0.0014583756289613607,0.10149484981534936,0.10333500682761958
3.425184,0.00038324414722956516,0.001457888040987786,0.10026417777004727,0.10210530995826464
3.427486,0.00038568208709743775,0.001457888040987786,0.09910371839293997,0.10094728852102518
3.429787,0.0003886076149388848,0.0014574004530142116,0.0984601022678216,0.1003061103357747
3.432089,0.0003920207307539063,0.0014515493973313175,0.09664383706625657,0.09848740719434178
3.434391,0.00039445867062177885,0.0014486238694898705,0.09541755331271666,0.0972606358528283
3.436692,0.00039738419846322597,0.0009917539382505538,0.0942556311716886,0.09564476930840238
3.438994,0.0004007973142782476,0.0009761511230961695,0.09245594396122507,0.0938328923985995
3.441296,0.0004046980180668437,0.0009746883591754463,0.09001995444524684,0.09139934082248913
3.443597,0.0004071359579347161,0.0009746883591754463,0.08774974484028393,0.08913156915739408
3.445899,0.0004061607819875671,0.0009746883591754463,0.08538640593236826,0.08676725507353128
3.4482,0.00040323525414612005,0.0009746883591754463,0.08301721596876971,0.08439513958209127
3.450502,0.00040030972630467315,0.0009746883591754463,0.08066509158424627,0.0820400896697264
3.452804,0.0003988469623839495,0.0009746883591754463,0.07844071524879935,0.07981425057035875
3.455105,0.00039933455035752404,0.0009746883591754463,0.07675951191591446,0.07813353482544742
3.457407,0.00040274766617254563,0.0009746883591754463,0.07440348682760242,0.07578092285295042
3.459709,0.0004071359579347161,0.0009746883591754463,0.07222396858572436,0.07360579290283452
3.46201,0.00040957389780258866,0.0009746883591754463,0.06996058521239147,0.0713448474693695
3.464312,0.0004071359579347161,0.0009766387110697443,0.06773377093707669,0.06911754560608116
3.466613,0.0004012849022518221,0.0009898035863562561,0.0659618762411069,0.06735296472971497
3.468915,0.0003959214345425024,0.0006772596952949949,0.06445474181478811,0.0655279229446256
3.471217,0.00039640902251607697,0.0004905135014159574,0.06275647290282807,0.06364339542676012
3.473518,0.0003988469623839495,0.0005256198355133222,0.061635020563606716,0.06255948736150398
3.47582,0.00039738419846322597,0.000633376777673289,0.060053772765304575,0.061084533741441085
3.478122,0.00038958279088603377,0.0004851500337066378,0.05951059976274256,0.060385332587335236
3.4804230000000005,0.0003798310314145436,0.00048758797357451034,0.0584101137063849,0.05927753271137395
3.482725,0.00037397997573164954,0.00048807556154808487,0.057874254523426524,0.05873631006070625
3.4850260000000004,0.000374467563705224,0.00048807556154808487,0.056820576912531985,0.0576831200377853
3.487328,0.00037885585546739456,0.00048758797357451034,0.055728379851725095,0.056594823680767
3.4896300000000005,0.0003837317352031397,0.00048758797357451034,0.054652273194046135,0.055523592902823785
3.491931,0.0003861696750710122,0.00048758797357451034,0.05363906538495832,0.05451282303360384
3.4942330000000004,0.0003837317352031397,0.00048807556154808487,0.05297058227318767,0.053842389569938885
3.496535,0.00037397997573164954,0.00048807556154808487,0.05241424439533915,0.053276299932618884
3.4988360000000003,0.00036179027639228673,0.00048807556154808487,0.0518067097802653,0.05265657561820568
3.501138,0.000352526104894371,0.00048758797357451034,0.05184961752193987,0.05268973160040875
3.503439,0.00034862540110577493,0.00048758797357451034,0.05181792430365752,0.052654137678337806
3.5057410000000004,0.00034765022515862587,0.00048807556154808487,0.05273166416613615,0.05356738995284286
3.508043,0.00034472469731717885,0.00048807556154808487,0.0533372484293157,0.05417004868818096
3.5103440000000004,0.00034033640555500825,0.00048807556154808487,0.05513742322775278,0.055965835194855866
3.512646,0.0003374108777135612,0.00048466244573306327,0.05780452944320536,0.058626602766651985
3.5149470000000003,0.00033936122960785925,0.00046710927868438097,0.062224026835684725,0.06303049734397696
3.517249,0.00034423710934360427,0.0008479154860460736,0.06786298175007394,0.06905513434546362
3.5195510000000003,0.000349600577052924,0.0009810270028319148,0.07569266942973342,0.07702329700961827
3.5218519999999995,0.0003530136928679456,0.0007425964837539794,0.0836774100849896,0.08477302026161153
3.524154,0.0003554516327358181,0.0007396709559125322,0.0934047901578011,0.09449991274644944
3.526456,0.00035740198463011613,0.0009673745395718287,0.1032808845625528,0.10460566108675473
3.528757,0.00035740198463011613,0.0009756635351225953,0.11228955996231543,0.11362262548206815
3.5310589999999995,0.0003554516327358181,0.0009746883591754463,0.12057904310105567,0.12190918309296694
3.53336,0.000350575753000073,0.0009746883591754463,0.1263867034543017,0.1277119675664772
3.5356620000000003,0.0003432619333964553,0.0009746883591754463,0.12896994453829946,0.13028789483087136
3.537964,0.0003374108777135612,0.0009746883591754463,0.12791431657551064,0.12922641581239966
3.540265,0.0003354605258192632,0.0009746883591754463,0.12312815302690325,0.12443830191189795
3.542567,0.00033399776189853964,0.0009746883591754463,0.11585772875293372,0.1171664148740077
3.5448690000000003,0.00033058464608351804,0.0009746883591754463,0.1081582270622186,0.10946350006747757
3.5471699999999995,0.0003232708264799004,0.0009746883591754463,0.10063620739388464,0.10193416657954
3.549472,0.0003130314790348357,0.0009746883591754463,0.09410301613595977,0.09539073597417007
3.5517730000000003,0.0003027921315897709,0.0009746883591754463,0.08788821982477908,0.08916570031554429
3.554075,0.00029742866388045134,0.0009746883591754463,0.0823136265229017,0.08358574354595759
3.556377,0.00030230454361619637,0.0009746883591754463,0.07685605433468219,0.07813304723747383
3.558678,0.0003232708264799004,0.0009756635351225953,0.07188509494409008,0.07318402930569258
3.5609800000000003,0.00034667504921147686,0.0009668869515982539,0.0668765912795327,0.06819015328034242
3.563282,0.000352526104894371,0.0008893604637999069,0.06299831653772102,0.06424020310641533
3.565583,0.0003374108777135612,0.0008298747310238168,0.05935067090741013,0.0605179565161475
3.567885,0.00034374952137002985,0.000980051826884766,0.056164771088074286,0.05748857243632907
3.570186,0.0004217635971419514,0.0009746883591754463,0.053730731923990326,0.055127183880307726
3.572488,0.0005558502898749419,0.0009742007712018717,0.05107581540787711,0.052605866468953925
3.57479,0.0006441037130919282,0.0009746883591754463,0.048522317190267394,0.05014110926253477
3.577091,0.000590469035998732,0.0009742007712018717,0.04595029062966186,0.04751496043686247
3.579393,0.0004295650047191437,0.0009742007712018717,0.043386553064607085,0.0447903188405281
3.581695,0.00027890032088462,0.000980051826884766,0.04131722970475686,0.04257618185252625
3.583996,0.00023014152352716889,0.0007557613590404911,0.03900655029798725,0.039992453180554915
3.586298,0.00025500851017946897,0.00047149757044655146,0.03651887645681011,0.03724538253743613
3.588599,0.00029011484427683373,0.0004856376216802125,0.03452512923286394,0.03530088169882098
3.590901,0.00029840383982760035,0.00048807556154808487,0.032349511694774465,0.03313599109615015
3.593203,0.00029352796009185527,0.00048807556154808487,0.03018218315223577,0.030963786673875705
3.595504,0.0002925527841447062,0.00048758797357451034,0.028205501507364707,0.02898564226508392
3.597806,0.0003003541917218984,0.00048758797357451034,0.026365344495094502,0.02715328666039091
3.600108,0.00030718042335194155,0.00048807556154808487,0.024978156710275017,0.025773412695175045
3.602409,0.00030376730753692,0.00048807556154808487,0.023074125673466558,0.023865968542551564
