Wavelength,H2O_CH4_10_0.6_a_V3,CH3OH,H2O_CH3OH_CO_NH3_100K_NASA,all
3.029305,0.8165062338586101,0.22441881758123888,0.4421228910495124,1.4830479424893612
3.031607,0.8182265165068079,0.22713715216175626,0.445388972038,1.4907526407065639
3.0339080000000003,0.8187070313617962,0.2291390881705413,0.4484873958607421,1.4963335153930797
3.03621,0.8191160116644506,0.2320519448632443,0.4505390817703418,1.5017070382980366
3.038511,0.8179971125975989,0.2341389532024226,0.4529230970173841,1.5050591628174057
3.040813,0.8195560724967399,0.2362110365713565,0.4557354589104414,1.511502567978538
3.043115,0.8191056514879057,0.23826719997202964,0.4576961025015502,1.5150689539614857
3.045416,0.8176345064185264,0.23997859656005666,0.4596826160410828,1.517295719019666
3.047718,0.8163927652583561,0.2416238257800001,0.4605885617349191,1.5186051527732751
3.05002,0.8149176734550551,0.2431934351507051,0.4628477047309164,1.5209588133366765
3.052321,0.8131391764815096,0.24483368938056704,0.4637989228344942,1.521771788696571
3.054623,0.8109354189278819,0.2455978478570814,0.4655068369294642,1.5220401037144276
3.056924,0.8059048132027106,0.2463754388068158,0.4656068342301018,1.5178870862396283
3.059226,0.8043044125973899,0.24723461959388635,0.4666461096581218,1.518185141849398
3.061528,0.8017400222316509,0.2480768854146799,0.4679799044989649,1.5177968121452956
3.063829,0.7973966415506263,0.2488519888693735,0.4686425731778172,1.5148912035978168
3.066131,0.7947725568343189,0.2488037314655832,0.4689957974736018,1.512572085773504
3.068433,0.7894646930511358,0.2489032312672127,0.4691838520986816,1.50755177641703
3.070734,0.7850951652578787,0.2496997271792567,0.4691977820709096,1.5039926745080452
3.073036,0.7802604162035804,0.2497260946266885,0.4691987770689259,1.4991852878991947
3.075337,0.7756535910332706,0.2497056971673544,0.4691987770689259,1.494558065269551
3.077639,0.7707438540344568,0.2488798488138297,0.4689385850876649,1.4885622879359512
3.079941,0.7638666701755876,0.24890621626126155,0.4678674697231235,1.4806403561599728
3.082242,0.7589598932272151,0.2488375613981373,0.4679042846497264,1.4757017392750789
3.084544,0.7531419140846296,0.24807390042063104,0.4673137533270556,1.4685295678323158
3.086846,0.7476164865940029,0.24722964460380484,0.4664525825439525,1.46129871374176
3.089147,0.7411078290150892,0.24647145611538826,0.4653640547141259,1.4529433398446034
3.0914490000000003,0.7348344954462671,0.24553715297808745,0.4637496704326877,1.4441213188570419
3.09375,0.7262774829618994,0.2442769879904501,0.4628183522894357,1.4333728232417853
3.096052,0.7208867377663568,0.2431750276874036,0.4609776059592903,1.4250393714130507
3.098354,0.7142251442479703,0.24239395424461224,0.459879625648309,1.4164987241408915
3.100655,0.7069749940334839,0.2407024576169111,0.4579075395800129,1.4055849912304077
3.102957,0.6996991900485053,0.2395940298267588,0.456618519649903,1.3959117395251672
3.105259,0.6918042421795324,0.23751348897468635,0.4543155967411887,1.3836333278954074
3.10756,0.6841525117884951,0.23594736209703834,0.4521872959843341,1.3722871698698675
3.109862,0.6761954028602527,0.23433944530270603,0.4504196820083865,1.3609545301713453
3.112163,0.6680345437932934,0.23207134732456206,0.4487132604104409,1.3488191515282963
3.114465,0.6598835515611388,0.2297181770160249,0.44670833940760696,1.3363100679847706
3.116767,0.6514434610692067,0.2274416215547424,0.4437944877168877,1.3226795703408367
3.119068,0.6426358309808,0.22503770634737424,0.4410443131998489,1.3087178505280233
3.12137,0.6342677683829422,0.22232335175892204,0.43915729946194576,1.29574841960381
3.123672,0.6253491364029827,0.21967765203359424,0.43693447389354334,1.2819612623301202
3.125973,0.6162292209930075,0.21687275262565928,0.43348481577104936,1.2665867893897158
3.128275,0.6072464545868175,0.2139778058972496,0.43160028952818696,1.2528245500122541
3.130576,0.5981003920646099,0.2109062470209476,0.4286575828949952,1.2376642219805527
3.132878,0.5886607912069627,0.20718545193901328,0.4258253210416121,1.221671564187588
3.13518,0.5792665777894171,0.20442383494478708,0.4230005216733512,1.2066909344075554
3.137481,0.5697436021776703,0.2007672172349038,0.42018467728723696,1.1906954966998111
3.139783,0.5606562473225505,0.19712602199427307,0.41746087021762995,1.1752431395344536
3.142085,0.5510893642959229,0.19353905414553035,0.4142231466726069,1.1588515651140603
3.144386,0.5411771420511311,0.19005556609048235,0.4106207563546115,1.141853464496225
3.146688,0.5316709400585523,0.18648252821396774,0.4079183417423549,1.126071810014875
3.148989,0.5227034672463096,0.1822950790623912,0.40534378437519214,1.1103423306838929
3.151291,0.5123289837909181,0.17904243054712354,0.4013404098566301,1.0927118241946716
3.153593,0.5029974247743821,0.17484154892232698,0.398774807471614,1.0766137811683232
3.155894,0.4933807142319909,0.17093269921531296,0.3950082424809301,1.059321655928234
3.158196,0.4836095877249061,0.16663928277500095,0.3921899105997752,1.042438781099682
3.160498,0.4739479830841534,0.1629876400551991,0.3886432401706924,1.0255788633100449
3.162799,0.4645508096161664,0.1587797934442885,0.3854378540611987,1.0087684571216535
3.165101,0.4544062234117242,0.15540525767202476,0.3823409227354813,0.9921524038192302
3.167402,0.4453099884052802,0.15126507092622218,0.3781121811662285,0.9746872404977308
3.1697040000000003,0.4356281567531779,0.14770297802788682,0.3749853999000221,0.9583165346810868
3.172006,0.4249073473961417,0.14380706329508464,0.3714869868747297,0.940201397565956
3.174307,0.4158801802333306,0.1400409958034089,0.3674676923879069,0.9233888684246464
3.176609,0.4068382128183125,0.13686894212746112,0.364328971145505,0.9080361260912786
3.1789110000000003,0.3974726132217005,0.13332276919738653,0.3607773257263408,0.8915727081454278
3.181212,0.38773256724425054,0.1301268355690477,0.3572152328280055,0.8750746356413037
3.183514,0.37866001264133786,0.12653738022526428,0.3532237982856389,0.8584211911522409
3.1858150000000003,0.36907536931206175,0.12347179133706004,0.3493104710875516,0.8418576317366734
3.188117,0.36001712161961585,0.1204957522703224,0.3459523527825567,0.826465226672495
3.190419,0.3506016945072402,0.11748289827698175,0.3412330771912705,0.8093176699754925
3.19272,0.34179702446927485,0.11459541403369433,0.337403329826552,0.7937957683295211
3.1950220000000003,0.33231548956370777,0.11173429723783868,0.33394521422091944,0.7779950010224659
3.197323,0.32366770219913693,0.1087741781393617,0.3303890913106819,0.7628309716491806
3.199625,0.31506727564162873,0.10617574081980788,0.32585787034447544,0.7471008868059121
3.201927,0.3061871243174075,0.1036668533217206,0.3214445566432,0.7312985342823282
3.204228,0.29709335601966474,0.1009470262441788,0.31705860538737257,0.7150989876512162
3.20653,0.2887810410384534,0.09853465355367212,0.31312388573193484,0.7004395803240604
3.208832,0.279675432538945,0.09649242012522707,0.30897275400795304,0.6851406066721251
3.211133,0.27187865967627883,0.09427606204393046,0.3044514830219096,0.6706062047421188
3.213435,0.2638110421982239,0.09136619034527638,0.2998615571727417,0.6550387897162421
3.215736,0.2557296111514423,0.08926027704378847,0.29571689293586584,0.6407067811310966
3.218038,0.2476649537238287,0.08722003361137602,0.290620513096404,0.6255055004316087
3.22034,0.24012027849042236,0.08517133269582508,0.2863683890737682,0.6116600002600157
3.222641,0.23236839972611745,0.0834813285651484,0.2817307033198182,0.597580431611084
3.224943,0.2246165209618125,0.0813734252676279,0.2764417913642033,0.5824317375936438
3.227245,0.2170466852996542,0.07935109179950875,0.2717628131925771,0.56816059029174
3.229546,0.20983945581656815,0.07815958167499575,0.266635090915602,0.5546341284071659
3.231848,0.20265442671179276,0.0761939630938054,0.26206506502676,0.5409134548323582
3.234149,0.19553797210890989,0.0742905318886335,0.2571338548580031,0.5269623588555465
3.236451,0.1884688783130896,0.07304031688115911,0.2520926974084456,0.5136018926026942
3.238753,0.18200067475687487,0.07104634085650435,0.2468759228090121,0.4999229384223913
3.241054,0.17546883011616993,0.06978418587283444,0.24161437329884525,0.4868673892878496
3.2433560000000003,0.16884374388656065,0.06791607709724097,0.2370159899665389,0.4737758109503406
3.245658,0.16264342489529332,0.0667300394618176,0.2316643931358975,0.4610378574930084
3.247959,0.15663353581575648,0.06475894839153765,0.22627349388361234,0.4476659780909065
3.250261,0.15078546282701658,0.06351122087910399,0.22094129951428865,0.4352379832204092
3.252562,0.14542481147762834,0.062255533382539974,0.21592402201712216,0.4236043668772905
3.254864,0.14010954756834176,0.0603660321495962,0.21144056095569788,0.4119161406736358
3.257166,0.13506512827444386,0.059175019524091335,0.2063128386787228,0.40055298647725796
3.259467,0.12955894111168645,0.057902914560258464,0.20120999135215495,0.3886718470240999
3.261769,0.12469903162863627,0.05667558450715885,0.19616734140557304,0.37754195754136816
3.264071,0.12014450068279127,0.05507811519199757,0.1912634936822642,0.3664861095570531
3.266372,0.11573303884161425,0.05417515449221007,0.1861845263080875,0.3560927196419118
3.2686740000000003,0.1113452574039685,0.05237918307279798,0.1815602730273575,0.345284713504124
3.270975,0.10729097498272128,0.051144888033584315,0.17679970501839512,0.3352355680347007
3.273277,0.10310793036727284,0.04989467302610991,0.17195008468697434,0.32495268808035715
3.275579,0.09957313679849256,0.0486872429333362,0.16720891913932973,0.3154692988711585
3.27788,0.09577785879086846,0.047502200295929116,0.1628393853507712,0.3061194444375688
3.280182,0.09245470882864876,0.04626442276365842,0.15824896200259522,0.2969680935949024
3.282484,0.08932741553730221,0.045661951464791926,0.1537505759709265,0.28873994297302064
3.284785,0.08618285528504742,0.0443789015227798,0.1494511895425168,0.280012946350344
3.287087,0.08343395510846073,0.043183411406201626,0.14541796508346588,0.2720353315981282
3.289388,0.08078026988773929,0.04202722371126709,0.14104196380780146,0.2638494574068078
3.29169,0.0784862307956488,0.04139788746596064,0.1373231587218997,0.25720727698350915
3.293992,0.07631158040469506,0.04016657742079585,0.1333506291418428,0.2498287869673337
3.296293,0.07443145503266135,0.03928301918232609,0.12956963667992266,0.2432841108949101
3.298595,0.07301309752948712,0.038324338593626064,0.1259005814948356,0.2372380176179488
3.300897,0.07185571780689695,0.037682564873115935,0.12231610114113367,0.23185438382114654
3.3031980000000005,0.07143539064421715,0.03659055455023241,0.11885898053351747,0.22688492572796706
3.3055,0.07160016678545547,0.03603285816209918,0.11583816655604648,0.22347119150360115
3.307801,0.07254491621800457,0.03546570929281116,0.11241238838594357,0.22042301389675933
3.310103,0.07485770229622396,0.03516571739089828,0.10947067675076806,0.2194940964378903
3.3124050000000005,0.07890409124962744,0.0350010452192015,0.10669512978431377,0.22060026625314272
3.314706,0.0852834932925999,0.0349905977400304,0.10454593406911704,0.22482002510174734
3.317008,0.09310838663445953,0.03555874160733472,0.1021604263250503,0.23082755456684456
3.31931,0.10111729644542658,0.036085593056962816,0.10053360456840832,0.2377364940707977
3.321611,0.10747351142660803,0.03683034907215945,0.09920478471764664,0.24350864521641416
3.323913,0.11056577745439797,0.03897506729628285,0.0982122741963926,0.2477531189470734
3.326214,0.10727913478095563,0.04130037766036375,0.09802869706238622,0.2466082095037056
3.3285160000000005,0.0979870431036386,0.04407144713574472,0.09807745196518468,0.240135942204568
3.330818,0.08437969122449028,0.0482190963666695,0.0993470694339768,0.2319458570251366
3.3331190000000004,0.06989221768076359,0.05247619537938672,0.1006256418849156,0.2229940549450659
3.335421,0.058028828853344275,0.05727706080800904,0.10194500925452248,0.21725089891587585
3.3377230000000004,0.050192588651459286,0.06262368264856905,0.10324348166578716,0.21605975296581548
3.340024,0.04556306976109862,0.06791557959823284,0.10451359663358746,0.21799224599291891
3.3423260000000004,0.04240124254793563,0.07356866082781162,0.10514094288286133,0.22111084625860855
3.344627,0.04051914380894097,0.07791580716100352,0.10521357773805083,0.2236485287079953
3.3469290000000003,0.038959197226319436,0.08171520708622515,0.10454842156415778,0.2252228258767024
3.349231,0.03762520116072532,0.08457682138108892,0.1027638926219331,0.22496591516374734
3.351532,0.036708078865629365,0.0868996442501291,0.10058832945930456,0.22419605257506306
3.3538339999999995,0.035816610341025595,0.0878225049102425,0.0982814265585251,0.2219205418097932
3.356135,0.035180692837863306,0.0884637811317445,0.09608397343953808,0.21972844740914588
3.3584370000000003,0.03431389140027127,0.08841950372001937,0.094618838860544,0.21735223398083464
3.360739,0.0336167995213199,0.08837622130631058,0.09404920249621526,0.21604222332384573
3.3630400000000003,0.033004069079948635,0.08901550753177996,0.09451535906684937,0.216534935678578
3.365342,0.032472740025716075,0.0909244112260415,0.09585512389579028,0.21925227514754786
3.3676440000000003,0.031749007692792035,0.09347608363882946,0.09770184021403336,0.2229269315456549
3.3699449999999995,0.031246292459493074,0.09719787371878008,0.09966944879125632,0.2281136149695295
3.372247,0.030616788398953838,0.099995808140601,0.10154253255693124,0.2321551290964861
3.3745480000000003,0.03008693936994197,0.1028554324394322,0.10321412922430646,0.23615650103368066
3.37685,0.02950183606602384,0.10544590977485567,0.10376187563227676,0.2387096214731563
3.3791519999999995,0.028861478487199436,0.10697024673581926,0.10410763744293916,0.2399393626659579
3.381453,0.028397737251378997,0.10834433899632236,0.10301463212203936,0.23975670836974075
3.3837550000000003,0.02796655657041404,0.1089756652376614,0.10172909468498653,0.23867131649306195
3.386057,0.027570896494745957,0.10902442014045984,0.09990178082806114,0.2364970974632669
3.388358,0.02695865939511493,0.10903088762756576,0.09796203219529448,0.2339515792179752
3.39066,0.026473211122724168,0.10836772144970527,0.09587751135115692,0.2307184439235864
3.392961,0.02609531134970453,0.1084224463406015,0.0943079019804519,0.2288256596707579
3.395263,0.025852587213509148,0.10773540021034997,0.09300395708009758,0.2265919445039567
3.397565,0.025432260050829342,0.10778515011116467,0.09254625799260198,0.22576366815459606
3.3998660000000003,0.02525564370782539,0.107738882703407,0.09247660813146134,0.2254711345426937
3.402168,0.024969998840229605,0.10846722125133476,0.09194876168381698,0.2253859817753813
3.40447,0.024487510618280254,0.10841498385547928,0.09200796406578653,0.22491045853954605
3.406771,0.024236399672500887,0.10840951136638967,0.09169752468470252,0.2243434357235931
3.409073,0.0239635816901512,0.10839408889713713,0.09043387720400817,0.22279154779129648
3.411374,0.023680403531256597,0.10798514471243996,0.08895033516171265,0.2206158834054092
3.413676,0.02306717974814509,0.10732894352069353,0.08699168156663636,0.21738780483547496
3.415978,0.02296949808357866,0.10666876233688194,0.08390072022901664,0.21353898064947724
3.418279,0.02255706438874261,0.10606430104198288,0.08155550990460983,0.2101768753353353
3.420581,0.02227684628028941,0.10483448349384253,0.07918393213277122,0.20629526190690314
3.422883,0.02197245442656471,0.10355790103893632,0.07721781605257272,0.20274817151807376
3.425184,0.02177166433828926,0.1023022135423723,0.07554124439511603,0.1996151222757776
3.427486,0.021562980782170064,0.10111816590298152,0.07437709671605114,0.1970582434012027
3.429787,0.02154670050474233,0.10046146721222696,0.07371442803719881,0.1957225957541681
3.432089,0.021221588297927783,0.09860828340687793,0.0726328651934864,0.19246273689829213
3.434391,0.02115696052995706,0.09735707340138723,0.0714508075501282,0.1899648414814725
3.436692,0.021265002371068417,0.09617153326497199,0.07080604883556918,0.1882425844716096
3.438994,0.021479606028070437,0.0943352644259,0.06918867956008201,0.18500355001405244
3.441296,0.02171147664598065,0.09184975938119563,0.06821407900312128,0.1817753150302976
3.443597,0.0218565191176096,0.0895334039992614,0.06687381667517221,0.1782637397920432
3.445899,0.02194334726389088,0.08712202630677099,0.0650952577210453,0.17416063129170714
3.4482,0.021672502648502127,0.08470467862618282,0.06401767486939802,0.17039485614408295
3.450502,0.020913743052021445,0.0823047434108798,0.06269830749979116,0.1659167939626924
3.452804,0.02012143621720482,0.08003515293571141,0.06124610789500892,0.16140269704792515
3.455105,0.019443091324382367,0.07831977635561922,0.06033518721109105,0.15809805489109266
3.457407,0.019089858638374452,0.07591586114825102,0.0590003973722316,0.1540061171588571
3.459709,0.018642891021721984,0.0736920405818322,0.05834270368346076,0.15067763528701494
3.46201,0.01859207682247784,0.071382650186012,0.0572576583466913,0.14723238535518113
3.464312,0.01835033936976292,0.06911057221580287,0.05669200197442771,0.1441529135599935
3.466613,0.018190003304186703,0.06730266082019525,0.05556417172295758,0.14105683584733952
3.468915,0.01807604136219253,0.06576489138601167,0.055060205227704266,0.13890113797590847
3.471217,0.017953199268874138,0.0640321023406343,0.05458360117789908,0.13656890278740752
3.473518,0.01786489109737216,0.0628878546218953,0.054005009831423666,0.13475775555069114
3.47582,0.01769419485525102,0.061274465338473326,0.0540338647738962,0.13300252496762055
3.478122,0.01746281757908104,0.06072025144339713,0.05401694980761919,0.13220001883009735
3.4804230000000005,0.017303468196985285,0.059597396182008475,0.05401794480563549,0.13091880918462925
3.482725,0.017366122597995068,0.0590506447720545,0.054014959811586605,0.13043172718163618
3.4850260000000004,0.01707505097125671,0.057975549415447976,0.053992572356219966,0.12904317274292465
3.487328,0.01700647646936411,0.05686115163719783,0.05438111908158308,0.12824874718814502
3.4896300000000005,0.0170449571251024,0.05576317132621653,0.05496170042409109,0.12776982887541002
3.491931,0.01679039278714139,0.05472936838728626,0.05541541951952152,0.12693518069394916
3.4942330000000004,0.016618709861539783,0.05404729724711619,0.05609798815869972,0.1267639952673557
3.496535,0.016497347793442092,0.05347965087882002,0.05659996465792045,0.12657696333018256
3.4988360000000003,0.016628576696344467,0.05285976711466837,0.057305418251473436,0.12679376206248627
3.501138,0.016540268524842496,0.05290354702738535,0.058009379348002,0.12745319490022985
3.503439,0.016396706078434253,0.05287120959185576,0.058759110353280124,0.12802702602357013
3.5057410000000004,0.016247223531143194,0.05380352273312397,0.059639683597701,0.12969042986196816
3.508043,0.016102674401254482,0.05442141650124303,0.060291407298374074,0.13081549820087154
3.5103440000000004,0.01594727175308061,0.056258182839323184,0.062029171333832914,0.1342346259262367
3.512646,0.015811602774516122,0.058979502413889426,0.06379728280878874,0.13858838799719428
3.5149470000000003,0.0158727771503052,0.06348883342373736,0.06620318801218952,0.14556479858623209
3.517249,0.015721321236053205,0.06924240945296192,0.06958170377651847,0.1545454344655336
3.5195510000000003,0.015612292711461376,0.07723124852579273,0.0742696369302913,0.1671131781675454
3.5218519999999995,0.015617719470603956,0.08537829228321439,0.07899836500273226,0.1799943767565506
3.524154,0.015658173493303184,0.09530339749575482,0.08429424194446122,0.19525581293351926
3.526456,0.015635973114992634,0.1053802399057802,0.08982643091506019,0.21084264393583305
3.528757,0.015518557780816818,0.1145720315803114,0.09368304322621876,0.223773632587347
3.5310589999999995,0.01573365477955907,0.12303001221782515,0.09711578638243576,0.23587945337982
3.53336,0.015471196973754306,0.12895572290386872,0.0976894027388297,0.2421163226164527
3.5356620000000003,0.015421369457990618,0.13159147264903362,0.095965568675599,0.2429784107826232
3.537964,0.015525464565180103,0.1305143872963945,0.09223731110854247,0.2382771629701171
3.540265,0.015816042850178232,0.12563093703241973,0.08688223178484396,0.2283292116674419
3.542567,0.015964045372248582,0.11821272932193401,0.08217638866677777,0.21635316336096036
3.5448690000000003,0.016191969256236928,0.11035672248427857,0.07703175142352561,0.20358044316404109
3.5471699999999995,0.016471200681209663,0.10268180528558876,0.07318359659550555,0.192336602562304
3.549472,0.016679390895588626,0.09601581607542188,0.06942150909589499,0.1821167160669055
3.5517730000000003,0.016458867137703802,0.08967469371757525,0.06583951623723379,0.17197307709251286
3.554075,0.016034099899361887,0.08398678755742613,0.06256249027056691,0.16258337772735493
3.556377,0.015273366935920263,0.07841828115923237,0.05947152893294719,0.15316317702809984
3.558678,0.014646822925822438,0.07334627877116975,0.056596979663871574,0.14459008136086374
3.5609800000000003,0.014147067742964875,0.06823596895947975,0.053885610069468286,0.13626864677191292
3.563282,0.013803701891761656,0.06427886184867541,0.050970265881724576,0.12905282962216166
3.565583,0.0136700062801581,0.06055707176872479,0.048574808157494896,0.12280188620637775
3.567885,0.013341440681161918,0.05730641324948975,0.045839558610700534,0.1164874125413522
3.570186,0.013262506002724394,0.05482289820081797,0.043449573375560484,0.11153497757910284
3.572488,0.013211691803480242,0.05211401610145543,0.04083820108179483,0.1061639089867305
3.57479,0.013029155359593472,0.04950861379578754,0.03863676797074262,0.10117453712612362
3.577091,0.012997581488218463,0.04688430652781006,0.03662935947286791,0.09651124748889643
3.579393,0.013052342421384493,0.044268456742971085,0.034649810919449436,0.091970610083805
3.581695,0.012842672181784823,0.042157070952393565,0.03253295263978229,0.08753269577396068
3.583996,0.012613761614316009,0.03979942315278308,0.030503654185549088,0.08291683895264818
3.586298,0.012488452812296444,0.037261183213215095,0.02876340265504952,0.07851303868056106
3.588599,0.01251953334193122,0.035226909768900416,0.026836588996494676,0.07458303210732631
3.590901,0.012549627188085524,0.033007069194546754,0.025467969225081204,0.07102466560771348
3.593203,0.012400144640794468,0.030795686103331606,0.02389288736528657,0.06708871810941264
3.595504,0.012226981689972155,0.028778825124302087,0.02255610753039453,0.06356191434466876
3.597806,0.012155940479378385,0.02690126386755384,0.021247685138966892,0.06030488948589911
3.600108,0.012183567616831516,0.02548587918937451,0.0198064305123639,0.05747587731856992
3.602409,0.012149527036755335,0.023543145562558952,0.018829839959370574,0.054522512558684864
3.604711,0.012014351399931079,0.022047663544067897,0.017877626857776472,0.05193964180177545
3.607012,0.011859935435237676,0.02017855977045815,0.016923423760149776,0.048961918965845605
3.609314,0.011742520101061865,0.018943269733228175,0.016004543092101545,0.04669033292639159
3.611616,0.011755346986307959,0.01764628981898794,0.015026460042083778,0.04442809684737968
3.613917,0.011621651374704408,0.0161468278084317,0.014106086877011103,0.041874566060147216
3.616219,0.01159353089551104,0.015198097199894626,0.013277751028445698,0.04006937912385136
3.618521,0.01164039836083332,0.01396380216068095,0.01273796460460578,0.03834216512612005
3.620822,0.011425301362091071,0.01284094689929229,0.01208375340889196,0.03635000167027533
