Wavelength,H2O_CH4_10_0.6_a_V3,H2O_CH3OH_CO_NH3_120K_NASA,H2O_CH3OH_CO_NH3_100K_NASA,all
2.992479,0.5656391992807517,0.35399899360377146,0.3663693971680441,1.2860075900525674
2.994781,0.5689089791377162,0.3585757061165432,0.37088500344772896,1.2983696887019882
2.997082,0.5713255990920353,0.3633443980545248,0.375399166273089,1.310069163419649
2.999384,0.5744641515417331,0.36750106535875465,0.3789491016094252,1.3209143185099128
3.001686,0.5779087801047788,0.37287264005309695,0.3838337510448392,1.334615171202715
3.003987,0.5803301256998028,0.3779978652093253,0.3888131873142541,1.3471411782233822
3.006289,0.582389414514667,0.38268861061376297,0.3925781973449983,1.3576562224734283
3.0085900000000003,0.5853342156954641,0.3874808789723844,0.3967820174905078,1.369597112158356
3.010892,0.58794313287539,0.39158894998100974,0.4006062091485723,1.3801382920049718
3.013194,0.5898399323521707,0.3967016651997558,0.4046459566524865,1.391187554204413
3.015495,0.5926276968572357,0.40082609535739655,0.4086067953199735,1.4020605875346055
3.0177970000000003,0.5946738992824556,0.4049375344261134,0.4118988334835968,1.4115102671921658
3.020098,0.596649944118749,0.4095820892921548,0.4157408277450016,1.4219728611559057
3.0224,0.5974751136879887,0.414101063631931,0.4187003902624593,1.4302765675823792
3.024702,0.5974932892291613,0.41803110860715387,0.42170373756110535,1.4372281353974206
3.027003,0.5982617511099421,0.4220646011423268,0.4252387572027511,1.4455651094550201
3.029305,0.6016293153784156,0.4257434850650195,0.4275949558124065,1.4549677562558416
3.031607,0.6028968776197979,0.4295455437567691,0.43075371502669857,1.4631961364032655
3.0339080000000003,0.6032509371618417,0.4339812788971436,0.43375032620516185,1.4709825422641472
3.03621,0.6035522876344847,0.4369586440179417,0.4357345947504384,1.4762455264028649
3.038511,0.6027278450868923,0.4407741749500568,0.4380402724587229,1.4815422924956718
3.040813,0.6038765392890053,0.4443380636782002,0.4407602215582497,1.4889748245254553
3.043115,0.6035446539071921,0.4474968228924924,0.4426564393897082,1.4936979161893928
3.045416,0.6024606646316537,0.4506065046597384,0.4445776770961314,1.4976448463875234
3.047718,0.6015457078890213,0.4538504276791988,0.4454538538713371,1.5008499894395568
3.05002,0.6004588105268952,0.4569846481699677,0.4476387625677728,1.5050822212646358
3.052321,0.5991483540083452,0.4602550345187177,0.4485587241241668,1.5079621126512297
3.054623,0.5975245511599783,0.4619717828624487,0.450210517023278,1.5097068510457048
3.056924,0.5938178312932225,0.4652859539923869,0.4503072284630453,1.5094110137486547
3.059226,0.5926386021819393,0.4677051834408957,0.4513123538246076,1.5116561394474426
3.061528,0.5907490729216278,0.4706700386242114,0.45260232083961405,1.514021432385453
3.063829,0.587548723631943,0.4725614449412536,0.4532432145598633,1.5133533831330601
3.066131,0.5856152095619936,0.474586130207627,0.4535848320834197,1.5137861718530403
3.068433,0.5817041966124571,0.4764784988275525,0.4537667073283553,1.5119494027683649
3.070734,0.5784845812491292,0.4780220326522972,0.4537801795687209,1.5102867934701472
3.073036,0.5749221751792846,0.4794828084290818,0.4537811418716041,1.5081861254799702
3.075337,0.5715277111098754,0.4809878501384962,0.4537811418716041,1.506296703119976
3.077639,0.567910051394866,0.4817600982023102,0.4535294996676324,1.5031996492648083
3.079941,0.5628427105159236,0.4824250494946409,0.4524935806138058,1.4977613406243702
3.082242,0.5592272318658548,0.482930258508351,0.4525291858204864,1.494686676194692
3.084544,0.5549403487248673,0.4843996950110849,0.4519580590592732,1.4912981027952257
3.086846,0.5508690275021877,0.4843871850736026,0.4511251859138141,1.4863813984896044
3.089147,0.5460732292083653,0.4843660144101709,0.45007242655953056,1.4805116701780667
3.0914490000000003,0.5414508255773303,0.4831900802868305,0.4485110901314456,1.4731519959956063
3.09375,0.5351457303445286,0.4830644997605654,0.4476103746327167,1.4658206047378106
3.096052,0.5311736475766519,0.4817663531710514,0.4458301142986907,1.458770115046394
3.098354,0.5262651609275589,0.4817235306927463,0.4447682130670163,1.4527569046873214
3.100655,0.5209230058660858,0.4803546548413129,0.4428609287524004,1.444138589459799
3.102957,0.515561948241793,0.4785272416660072,0.44161426536714055,1.4357034552749408
3.105259,0.5097446845340662,0.4776505837393598,0.4393870153438415,1.4267822836172674
3.10756,0.5041066316623019,0.4759280615783293,0.437328649476554,1.4173633427171852
3.109862,0.4982435655908199,0.4736397053219434,0.4356191184044476,1.407502389317211
3.112163,0.4922303695492515,0.4722275258407634,0.4339687689596612,1.398426664349676
3.114465,0.4862244437241523,0.4698583361421839,0.4320297286498978,1.3881125085162342
3.116767,0.4800055005565093,0.4670436002086563,0.4292116246562788,1.3762607254214445
3.119068,0.4735157418253934,0.4653566832543062,0.4265518194869556,1.3654242445666551
3.12137,0.4673498712379745,0.4621791591337906,0.4247268120688581,1.3542558424406232
3.123672,0.4607783225715816,0.4598022710121451,0.4225770274276614,1.3431576210113882
3.125973,0.4540584614892196,0.4572478380085386,0.4192407233314083,1.3305470228291667
3.128275,0.4474396564157777,0.4542762467050401,0.41741812167051895,1.3191340247913366
3.130576,0.4407005292597726,0.4512214162021398,0.4145721108932855,1.306494056355198
3.132878,0.4337451131638128,0.44825223065584935,0.4118329157360936,1.2938302595557558
3.13518,0.4268231400636106,0.4453239429820974,0.40910093785052615,1.2812480208962342
3.137481,0.41980629063848707,0.4424023914285282,0.406377620690908,1.2685863027579232
3.139783,0.4131104212704729,0.439499123629741,0.4037433165479911,1.2563528614482051
3.142085,0.4060612193820621,0.435579663986234,0.4006119829658719,1.242252866334168
3.144386,0.3987575599172337,0.4325435983895572,0.3971279653770388,1.2284291236838296
3.146688,0.3917530698601076,0.42961915992733823,0.3945143507461119,1.2158865805335577
3.148989,0.3851455336221927,0.4262063527518663,0.3920243920356837,1.2033762784097426
3.151291,0.3775012645157885,0.42300044069629456,0.3881525663848979,1.188654271596981
3.153593,0.3706254572901648,0.4191329454084835,0.385671268400419,1.1754296710990673
3.155894,0.3635395408085852,0.4161882985857161,0.3820284708358485,1.1617563102301498
3.158196,0.35633984543926445,0.41238623989396656,0.3793027479190222,1.148028833252253
3.160498,0.34922084947275045,0.4084456095870279,0.3758726192916515,1.13353907835143
3.162799,0.3422966953076076,0.40521852686802456,0.37277256055323815,1.1202877827288704
3.165101,0.3348218222449327,0.4011277773112977,0.3697773928290998,1.10572699238533
3.167402,0.3281194096820964,0.3979444793734826,0.36568760557525626,1.091751494630835
3.1697040000000003,0.32098550977182083,0.3939417805305738,0.3626635687646202,1.0775908590670151
3.172006,0.3130860560673521,0.3897976231638263,0.3592801118270876,1.062163791058266
3.174307,0.3064345350197994,0.3861302868757328,0.3553928893301697,1.047957711225702
3.176609,0.29977210864754306,0.3816358512594795,0.3523573048849345,1.033765264791957
3.1789110000000003,0.2928712191751012,0.3779362778247968,0.3489223647431476,1.0197298617430457
3.181212,0.2856944249876581,0.373791158155166,0.3454773204210865,1.0049629035639107
3.183514,0.27900946094434764,0.3698351310020953,0.34161704240489976,0.9904616343513428
3.1858150000000003,0.2719471726662924,0.36544702985444205,0.3378323051650489,0.9752265076857832
3.188117,0.26527275043686216,0.3611320637259162,0.33458453293405543,0.9609893470968338
3.190419,0.25833514637125143,0.3573901489643702,0.3300203303587661,0.9457456256943876
3.19272,0.25184756870507624,0.35268448786524204,0.3263164265611088,0.930848483131427
3.1950220000000003,0.24486125418912286,0.3481058507467038,0.32297194289034803,0.9159390478261746
3.197323,0.23848927296480585,0.3434689943037285,0.3195326723855864,0.9014909396541206
3.199625,0.23215218877954044,0.33887014882464184,0.3151503450552327,0.886172682659415
3.201927,0.22560899395737685,0.3343925535088457,0.3108820506165449,0.8708835980827675
3.204228,0.21890839894865788,0.3299515257026132,0.3066402195071468,0.8555001441584178
3.20653,0.2127836050842893,0.32546093929789305,0.3028347927553057,0.8410793371374881
3.208832,0.20607428581580745,0.32015095198807925,0.29882006512635634,0.8250453029302431
3.211133,0.20032936076194785,0.31592163081616337,0.29444736082483514,0.8106983524029464
3.213435,0.19438486826601226,0.3106164550207659,0.2900082576243692,0.7950095809111474
3.215736,0.18843019746701992,0.3057861756982559,0.2859997849641609,0.7802161581294367
3.218038,0.18248788603602498,0.30147602108414645,0.28107086959611705,0.7650347767162885
3.22034,0.17692871501295016,0.295993300406788,0.276958468224517,0.7498804836442552
3.222641,0.1712168694440248,0.29152917733135736,0.2724731744856547,0.7352192212610369
3.224943,0.16550502387509944,0.2862504648652495,0.2673580535097005,0.7191135422500494
3.227245,0.15992731380002848,0.2812002993339151,0.26283282420118304,0.7039604373351266
3.229546,0.1546167841801958,0.2765552633164321,0.2578735962923166,0.6890456437889445
3.231848,0.14932261254741855,0.2716980395131909,0.2534537391495157,0.6744743912101252
3.234149,0.14407896891910132,0.2665487567848812,0.2486845660600926,0.6593122917640749
3.236451,0.13887022232983567,0.2616944198902897,0.24380905850206944,0.6443737007221948
3.238753,0.1341042319235364,0.2567924490029769,0.2387637044851515,0.6296603854116648
3.241054,0.12929134862101166,0.2512678681501969,0.2336750468384869,0.6142342636096954
3.2433560000000003,0.12440976177285415,0.2466695038225518,0.22922776406351325,0.6003070296589192
3.245658,0.11984115774369015,0.24169584137043645,0.22405201800591387,0.5855890171200405
3.247959,0.11541286889237926,0.2366519308078433,0.21883826098442585,0.5709030606846484
3.250261,0.11110381159116106,0.23214306064834125,0.21368127983304994,0.5569281520725522
3.252562,0.107153902983515,0.22672481426416105,0.20882886754422494,0.5427075847919011
3.254864,0.10323743737162663,0.22165203461507013,0.2044927307522676,0.5293822027389643
3.257166,0.09952053920181426,0.2173255208519453,0.19953350284340116,0.5163795628971607
3.259467,0.0954633949012494,0.21220751296734136,0.19459833250661607,0.5022692403752068
3.261769,0.09188244977940864,0.2072045002772867,0.18972138149426807,0.4888083315509634
3.264071,0.08852651785728564,0.20265617569957106,0.1849786717341345,0.4761613652909911
3.266372,0.08527600407396416,0.1980318291940781,0.18006659666654756,0.4633744299345898
3.2686740000000003,0.08204293881016843,0.19325495768158887,0.17559429401660928,0.4508921905083666
3.270975,0.07905560686302733,0.18845835895999288,0.17099015587166472,0.43850412169468495
3.273277,0.07597339859096479,0.1836612790869552,0.16629989161866865,0.4259345692965886
3.275579,0.07336884354092023,0.1796908173906356,0.1617145183799476,0.41477417931150345
3.27788,0.07057235477609222,0.1751578896590521,0.1574885652681232,0.4032188097032675
3.280182,0.06812374586930922,0.1705744410260976,0.15304898091621566,0.3917471678116224
3.282484,0.06581945075943728,0.16612186558526607,0.14869840958100936,0.3806397259257127
3.284785,0.06350243277074448,0.16211050601640803,0.1445402988224546,0.3701532376096071
3.287087,0.06147695046246138,0.15763146724628688,0.14063960408517112,0.3597480217939194
3.289388,0.05952162574310482,0.15404255864317878,0.1364073960046055,0.3499715803908891
3.29169,0.05783130041404591,0.15020489474474868,0.13281078897843138,0.34084698413722603
3.293992,0.056228944704262734,0.14591350503686273,0.12896879471702655,0.33111124445815204
3.296293,0.05484360495608133,0.1424819329551672,0.12531204376064886,0.3226375816718974
3.298595,0.05379851133865242,0.13867746850620946,0.12176355187863755,0.3142395317234994
3.300897,0.05294571494683043,0.1352252069125239,0.11829685574170312,0.3064677776010575
3.3031980000000005,0.05263600372524803,0.1317633222900058,0.11495333437382566,0.2993526603890795
3.3055,0.0527574163402815,0.12838227110968126,0.11203178282025647,0.2931714702702192
3.307801,0.05345353956719502,0.12494733096789434,0.1087185739932016,0.28711944452829097
3.310103,0.05515767830754517,0.1223086964620028,0.1058735255188514,0.2833399002883993
3.3124050000000005,0.05813919408151106,0.11897864733449093,0.10318918162600517,0.2803070230420072
3.314706,0.06283975253958868,0.11676390724867425,0.10111060739816938,0.28071426718643233
3.317008,0.06860539771038515,0.11416809522108767,0.09880348623556,0.28157697916703284
3.31931,0.07450663241832979,0.11232384174532506,0.09723012102143433,0.2840605951850892
3.321611,0.07919010586770511,0.11055272328869,0.0959449655208442,0.2856877946772393
3.323913,0.08146859170911185,0.10923436833862753,0.09498506839479502,0.2856880284425344
3.326214,0.07904688260326442,0.10801897979707356,0.09480752351283407,0.281873385913172
3.3285160000000005,0.07220015624351714,0.10791360763135686,0.09485467635411368,0.2749684402289877
3.330818,0.06217380071102181,0.10728041233417357,0.09608257483315,0.2655367878783453
3.3331190000000004,0.05149894186948537,0.10807575566718572,0.09731913403813562,0.2568938315748067
3.335421,0.04275759709789829,0.10877679331763868,0.0985951476613348,0.25012953807687177
3.3377230000000004,0.036983591178162384,0.10997293580152748,0.09985095292398558,0.24680747990367544
3.340024,0.033572405610874434,0.1105796677694212,0.10107933255446352,0.2452314059347592
3.3423260000000004,0.031242664743360744,0.1113918514028904,0.10168606452235723,0.2443205806686084
3.344627,0.029855870951885518,0.11148230787391657,0.10175631263283502,0.2430944914586371
3.3469290000000003,0.02870644972812545,0.11078608173787988,0.10111301315537753,0.2406055446213829
3.349231,0.027723516461507097,0.10949803932864,0.09938712293425556,0.2366086787244027
3.351532,0.027047749840706983,0.10759316077123217,0.09728304768001347,0.2319239582919526
3.3538339999999995,0.026390885782726446,0.1054202808608372,0.09505194844518143,0.2268631150887451
3.356135,0.02592232033129484,0.10291925566725148,0.09292670252750768,0.221768278526054
3.3584370000000003,0.025283631814486986,0.10109809746068704,0.0915097115319113,0.21789144080708533
3.360739,0.02476999102094714,0.09957621545081563,0.09095879313124652,0.21530499960300925
3.3630400000000003,0.024318510578217857,0.0988924992522613,0.09140963203205253,0.2146206418625317
3.365342,0.02392700942135841,0.09906571377124762,0.0927053728643585,0.21569809605696447
3.3676440000000003,0.02339373904335207,0.10020989189944056,0.09449140701568404,0.21809503795847668
3.3699449999999995,0.023023321514252924,0.1014517437702841,0.09639436096732536,0.2208694262518624
3.372247,0.022559481703526216,0.10320650307790376,0.09820589614505723,0.2239718809264872
3.3745480000000003,0.02216907107913712,0.10514939259920024,0.09982256498892947,0.2271410286672669
3.37685,0.021737947242521236,0.10639701828734337,0.10035231272616264,0.2284872782560272
3.3791519999999995,0.021266110193678547,0.10724528827893466,0.10068671297809452,0.2291981114507077
3.381453,0.020924410019632227,0.10763838900674527,0.0996296232608364,0.2281924222872139
3.3837550000000003,0.02060670155993384,0.10704801618786693,0.09838632793566797,0.2260410456834687
3.386057,0.020315165879524102,0.10658755425822833,0.09661905869056593,0.2235217788283184
3.388358,0.019864048947618274,0.10544530073580187,0.09474304921965583,0.220052398903076
3.39066,0.01950635429734,0.10370449481998943,0.0927270246792318,0.2159378737965612
3.392961,0.01922790500657459,0.10224083213455508,0.0912089918808934,0.2126777290220231
3.395263,0.019049057681435454,0.10055054712011363,0.0899478939523847,0.2095474987539338
3.397565,0.018739346459853045,0.09939337790299672,0.08950523462608634,0.2076379589889361
3.3998660000000003,0.018609209585056682,0.09768095992224037,0.08943787342425832,0.2057280429315554
3.402168,0.018398736818277084,0.0968721443488626,0.08892737174469034,0.20419825291183
3.40447,0.018043223232939533,0.09568514374236473,0.08898462876624416,0.2027129957415484
3.406771,0.017858196223801682,0.09445724526332842,0.08868439026666787,0.20099983175379801
3.409073,0.017657174738431883,0.0932832357457545,0.08746226560493109,0.1984026760891175
3.411374,0.017448519525769552,0.09172045586334464,0.08602747200599446,0.19519644739510866
3.413676,0.016996675572216808,0.08929737720330277,0.08413317878030246,0.19042723155582209
3.415978,0.01692470042917301,0.08691423411291607,0.08114378487346367,0.1849827194155528
3.418279,0.01662080538076586,0.08455659204893569,0.0788756369776262,0.18005303440732776
3.420581,0.01641433123304425,0.08226198082380866,0.07658198805538244,0.17525830011223534
3.422883,0.016190045054973422,0.08034074311738544,0.07468047755806599,0.17121126573042486
3.425184,0.016042096149827836,0.07818759041609724,0.07305899719977746,0.16728868376570255
3.427486,0.01588833107150699,0.0770294588960971,0.07193310282636642,0.1648508927939705
3.429787,0.015876335214333022,0.0758525624698734,0.07129220910611705,0.16302110679032347
3.432089,0.015636781581677146,0.07471608276474652,0.07024618587201638,0.16059905021844004
3.434391,0.01558916166380473,0.07356228160772105,0.06910297004670671,0.15825441331823248
3.436692,0.015668770534141056,0.0722804941672223,0.06847939777835597,0.15642866247971932
3.438994,0.015826897742343343,0.07073792264536086,0.06691517444162122,0.15347999482932545
3.441296,0.015997747829366502,0.06862711127093597,0.0659725987674707,0.15059745786777318
3.443597,0.016104620011461842,0.06704797223951074,0.06467637678372312,0.1478289690346957
3.445899,0.016168597916389662,0.06519938840077345,0.06295626037990071,0.14432424669706384
3.4482,0.015969030474313674,0.06366932681639435,0.06191408635733304,0.14155244364804107
3.450502,0.01540995082784214,0.06250494032765302,0.06063807273413386,0.138552963889629
3.452804,0.014826152445375768,0.0608132118588867,0.059233591676019826,0.1348729559802823
3.455105,0.014326325063127162,0.05973928184117154,0.05835260338639778,0.13241821029069648
3.457407,0.01406605131353443,0.05863600158551705,0.057061674068508116,0.1297637269675596
3.459709,0.01373671050748553,0.05757987417114216,0.056425591862675026,0.12774217654130274
3.46201,0.01369926889266982,0.056492471913061414,0.05537620056848296,0.12556794137421418
3.464312,0.013521148589177587,0.05541180577516347,0.05482913137935117,0.12376208574369225
3.466613,0.01340300757155519,0.05431333703392526,0.05373836106117902,0.12145470566665947
3.468915,0.013319036571337423,0.053686396705483135,0.0532509546508092,0.12025638792762974
3.471217,0.013228522376297494,0.052713508490509986,0.05279001156972896,0.11873204243653646
3.473518,0.013163453938899313,0.05214334403218005,0.05223043244311484,0.1175372304141942
3.47582,0.013037679193984393,0.05152169636959583,0.05225833922672929,0.11681771479030953
3.478122,0.012867192617784684,0.051175267331623205,0.05224198007771392,0.1162844400271218
3.4804230000000005,0.012749778621809192,0.0507619582432642,0.05224294238059718,0.11575467924567055
3.482725,0.012795944496387787,0.050285618316051835,0.05224005547194741,0.11532161828438706
3.4850260000000004,0.012581473110550207,0.05010422422255783,0.05221840365707412,0.11490410099018215
3.487328,0.012530945106090166,0.05010278076823295,0.05259418293298609,0.1152279088073092
3.4896300000000005,0.01255929895031954,0.05011096034274064,0.053155686665366735,0.1158259459584269
3.491931,0.012371727365417516,0.050071024773085455,0.05359449678013206,0.11603724891863505
3.4942330000000004,0.012245225598855691,0.05070181431306061,0.05425463655804656,0.11720167646996285
3.496535,0.01215580193628612,0.0506729452265629,0.05474011836264988,0.11756886552549888
3.4988360000000003,0.01225249581532476,0.05110983073556171,0.055422391106879285,0.11878471765776576
3.501138,0.012187427377926578,0.051996592842483313,0.05610322039678384,0.12028724061719373
3.503439,0.0120816457283016,0.052553285060447666,0.05682831561931821,0.12146324640806748
3.5057410000000004,0.01197150194879518,0.053587279508507626,0.05767995367100093,0.12323873512830373
3.508043,0.011864993277523292,0.054623679713775734,0.05831026205953445,0.1247989350508335
3.5103440000000004,0.01175048736813543,0.056388543201669625,0.05999092404514333,0.1281299546149484
3.512646,0.011650521891685712,0.05842910646561673,0.06170093626869155,0.131780564625994
3.5149470000000003,0.011695597233793948,0.0617572309873621,0.0640277846404077,0.13748061286156374
3.517249,0.011583999410993714,0.06575656177017944,0.06729528408050788,0.14463584526168102
3.5195510000000003,0.011503663519010485,0.07060031333305508,0.07182917411497464,0.1539331509670402
3.5218519999999995,0.011507662138068472,0.07620717108235371,0.07640251856765495,0.16411735178807713
3.524154,0.01153747002559166,0.08121307068105821,0.08152437566379192,0.1742749163704418
3.526456,0.011521112038536252,0.08582442609762718,0.08687477969470253,0.18422031783086595
3.528757,0.011434596462554309,0.08936088919359775,0.0906046656702078,0.19140015132635985
3.5310589999999995,0.011593087181580052,0.09110410086661837,0.09392461061744548,0.1966217986656439
3.53336,0.011399699423502772,0.0913769137340218,0.09447937822964332,0.19725599138716787
3.5356620000000003,0.011362984830333964,0.08929112223456159,0.09281218848440008,0.1934662955492956
3.537964,0.01143968561408266,0.08516909783412895,0.08920643958083496,0.18581522302904654
3.540265,0.011653793489096792,0.08050241000177268,0.08402732546314418,0.17618352895401362
3.542567,0.011762846736132851,0.07580540962859379,0.07947611397677876,0.1670443703415054
3.5448690000000003,0.01193078873656838,0.0710141035728557,0.0745005269188969,0.15744541922832098
3.5471699999999995,0.01213653586264308,0.06735350340494492,0.07077882051789929,0.15026885978548732
3.549472,0.012289937430140473,0.06378191625373546,0.06714035331630344,0.14321220700017934
3.5517730000000003,0.012127448092056748,0.0607362276282261,0.06367606293657717,0.13653973865686006
3.554075,0.011814465273063254,0.05805092143249661,0.06050671839056925,0.13037210509612912
3.556377,0.011253931583297905,0.055695203974282737,0.05751732448373045,0.1244664600413111
3.558678,0.01079227283751192,0.053071966314523336,0.05473723145400011,0.11860147060603538
3.5609800000000003,0.010424036373353492,0.050740306428390905,0.052114956097123966,0.11327929889886836
3.563282,0.010171032840229834,0.0486997431644438,0.04929540864918007,0.1081661846538537
3.565583,0.010072521407073926,0.04623480432898023,0.04697866445773812,0.10328599019379227
3.567885,0.009830423198653874,0.04425823420676973,0.0443332938316638,0.0984219512370874
3.570186,0.009772261466901308,0.04230812741384882,0.04202184230607977,0.0941022311868299
3.572488,0.009734819852085595,0.039795554585664014,0.03949627838897099,0.08902665282672059
3.57479,0.009600320847407787,0.0378858645138399,0.037367183259764215,0.0848533686210119
3.577091,0.009577056154706762,0.035954522627142486,0.035425737192792614,0.08095731597464187
3.579393,0.009617405856110105,0.03399912316836366,0.03351123560655221,0.07712776463102597
3.581695,0.009462913756142352,0.03254460236032025,0.0314639362224223,0.07347145233888491
3.583996,0.009294244734059914,0.03073787869700467,0.029501319492019038,0.06953344292308362
3.586298,0.009201912984902716,0.028905172855841144,0.027818251749202026,0.06592533758994587
3.588599,0.009224814166780287,0.02741745259832536,0.02595475221577426,0.06259701898087991
3.590901,0.009246988327010954,0.025846493141407814,0.024631104599853848,0.05972458606827263
3.593203,0.009136844547504536,0.024402076513638613,0.02310777913565754,0.056646700196800674
3.595504,0.009009252248472344,0.023222774330206787,0.02181492521200136,0.05404695179068049
3.597806,0.008956906689895038,0.02201893342325191,0.02054949692051801,0.05152533703366495
3.600108,0.008977263296008434,0.020565856069533383,0.01915560119411981,0.04869872055966163
3.602409,0.00895218104919014,0.019636752635748458,0.01821110091420277,0.046800034599141366
3.604711,0.008852579083563872,0.018289047447746613,0.017290177054925537,0.04443180358623602
3.607012,0.008738800195822917,0.017357538256753548,0.016367328589881783,0.04246366704245825
3.609314,0.008652284619840977,0.01645586045514146,0.015478641877193666,0.0405867869521761
3.611616,0.008661735901250767,0.015540710413163763,0.014532698142951744,0.03873514445736628
3.613917,0.00856322446809486,0.01471938490230366,0.01364256797593874,0.03692517734633726
3.616219,0.00854250435115801,0.01424496958085781,0.012841450825627036,0.035628924757642864
3.618521,0.008577037879386094,0.013335112204738032,0.012319401511459951,0.03423155159558408
3.620822,0.008418547160360355,0.01261194158797017,0.011686687365718276,0.0327171761140488
