Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,CO_NH3_10K,H2O_CH3OH_CO_NH3_120K_NASA,all
3.001686,0.013529962376862648,0.0035762376480108814,0.3739626975394501,0.3910688975643236
3.003987,0.01326166010560451,0.003479726039644645,0.3791029058010357,0.3958442919462849
3.006289,0.013056572937826257,0.003448359766925618,0.38380736415084793,0.4003122968555999
3.0085900000000003,0.012919526453946204,0.0034744179011845016,0.3886136422474865,0.4050075866026172
3.010892,0.012839904377044058,0.0035950574116422967,0.3927337228086411,0.40916868459732747
3.013194,0.012802264849781229,0.003862394566816771,0.3978613845611392,0.4145260439777373
3.015495,0.012794543921111928,0.0042778770408334185,0.4019978720957161,0.4190702930576614
3.0177970000000003,0.01280757298824137,0.0047261734616945855,0.4061213305631636,0.4236550770130995
3.020098,0.012834113680542084,0.005078923390273178,0.41077946334096,0.4286925004117753
3.0224,0.012864514837177448,0.005277737303507625,0.4153116484698384,0.43345390061052347
3.024702,0.01288574739101802,0.005342400081113002,0.41925318255551547,0.4374813300276465
3.027003,0.012886712507101685,0.0052994524153900276,0.4232984666201862,0.4414846315426779
3.029305,0.012868857859553929,0.0051942547622708295,0.4269881054080275,0.44505121802985226
3.031607,0.012839904377044058,0.005083748970691489,0.4308012790545776,0.4487249324023131
3.0339080000000003,0.0128080555462832,0.005011365264416813,0.4352499816422191,0.4530694024529192
3.03621,0.012783927644191641,0.004970830388902994,0.4382360508050705,0.4559908088381651
3.038511,0.012777654389647838,0.004946219928769603,0.44206273607679175,0.4597866103952092
3.040813,0.012795026479153758,0.004927882723180018,0.4456370434926353,0.463359952694969
3.043115,0.01283266600641659,0.004919679236468889,0.44880503703725705,0.4665573822801426
3.045416,0.012886712507101685,0.004925952491012693,0.451923809661612,0.4697364746597264
3.047718,0.01295137528470706,0.004946219928769603,0.4551772159796378,0.4730748111931145
3.05002,0.01302134620077258,0.0049761385273631355,0.458320599064126,0.4763180837922618
3.052321,0.01309083455879627,0.0050128129385423065,0.4616005460744526,0.4797041935717912
3.054623,0.013164665939196444,0.0050562431623071115,0.4633223131677062,0.4815432222692098
3.056924,0.013248631038475069,0.005106911756699387,0.4666461729598394,0.4850017157550139
3.059226,0.013344660088799474,0.00516578383780279,0.4690724747941666,0.4875829187207689
3.061528,0.013443101929333031,0.0052285163832408435,0.4720459974479304,0.4907176157605042
3.063829,0.013533340283155466,0.005291731486720729,0.4739429331103687,0.4927680048802449
3.066131,0.013606206547471971,0.005364115192995404,0.4759735373503943,0.4949438590908617
3.068433,0.013657840257947907,0.005469312846114603,0.4778714381289163,0.4969985912329788
3.070734,0.013683898392206793,0.005630004674044386,0.4794194843271107,0.4987333873933619
3.073036,0.013683415834164962,0.0058592197439141964,0.4808845305421102,0.5004271661201893
3.075337,0.013656392583822416,0.006166126658518828,0.4823939720969582,0.5022164913392995
3.077639,0.013605241431388313,0.006532870770310525,0.4831684777540973,0.5033065899557961
3.079941,0.013538648421615607,0.006844603265333468,0.4838353729679079,0.5042186246548569
3.082242,0.013466747273382759,0.006965725333833096,0.4843420589118306,0.5047745315190464
3.084544,0.013398706589484569,0.006841707917082481,0.4858157911715831,0.5060562056781501
3.086846,0.013341764740548488,0.006555550998276591,0.4858032446624955,0.5057005604013206
3.089147,0.013302677539160163,0.00620376618578166,0.4857820121086549,0.5052884558335967
3.0914490000000003,0.013291578704198044,0.005891068574675055,0.4846026402544195,0.5037852875332927
3.09375,0.01331860195454059,0.005730859304787103,0.4844766926055015,0.5035261538648292
3.096052,0.013390985660815266,0.005818684868400378,0.4831747510086411,0.5023844215378568
3.098354,0.013494253081767141,0.00615454526551488,0.48313180334291794,0.5027806016902
3.100655,0.013606206547471971,0.006701766084951439,0.4817589257139083,0.5020668983463318
3.102957,0.013703683271921872,0.007405818267983131,0.4799261702710335,0.5010356718109386
3.105259,0.013762072794983444,0.008169225090160059,0.4790469495188171,0.5009782474039606
3.10756,0.0137567646565233,0.008886788898363024,0.4773193917290615,0.4999629452839479
3.109862,0.013687276298499612,0.009472614361146079,0.4750243456821124,0.4981842363417581
3.112163,0.013577735623003934,0.009860108468736516,0.4736080378293378,0.4970458819210783
3.114465,0.013454200764295151,0.009993777046323754,0.4712319220313612,0.4946798998419801
3.116767,0.013328735673419042,0.009889061951246388,0.4684089574866488,0.4916267551113142
3.119068,0.01320809616296125,0.009605800380691485,0.4667171089919886,0.4895310055356413
3.12137,0.013098555487465573,0.009194660929051315,0.4635302956837355,0.4858235121002524
3.123672,0.013006386901475814,0.008678323824291956,0.4611464589570895,0.4828311696828573
3.125973,0.01293931133366128,0.008073678597877486,0.4585845583130078,0.4795975482445465
3.128275,0.0128978113420638,0.007403888035815806,0.4556042798466584,0.475905979224538
3.130576,0.012868857859553929,0.006707074223411582,0.4525405188390722,0.4721164509220377
3.132878,0.012839421819002227,0.006022806920094968,0.44956265316293204,0.4684248819020292
3.13518,0.012806125314115877,0.0053694233314555495,0.44662580492034737,0.4648013535659188
3.137481,0.012771863693145863,0.004751266479869806,0.4436957124903485,0.4612188426633641
3.139783,0.012739532304343172,0.0041717142716305574,0.4407839572659392,0.4576952038419129
3.142085,0.01270575324141499,0.003635592287156117,0.4368530394571824,0.4531943849857534
3.144386,0.012666666040026664,0.003148691222948455,0.4338080982132276,0.4496234554762027
3.146688,0.012617927677801715,0.0027153541013840545,0.4308751104349777,0.4462083922141634
3.148989,0.012557125364530988,0.0023331681322537588,0.4274523262442691,0.4423426197410538
3.151291,0.012483776542172646,0.002000685641432076,0.424237042011548,0.4387215041951527
3.153593,0.012398846326810358,0.001713081048500692,0.4203582404713089,0.43447016784662
3.155894,0.01230909053102976,0.0014669764471667895,0.4174049852553021,0.4311810522334986
3.158196,0.01221885217720733,0.0012560985828865634,0.4135918116087521,0.427066762368846
3.160498,0.012128613823384898,0.0010780346654508581,0.4096396612461547,0.4228463097349904
3.162799,0.012032584773060493,0.0009284416724831918,0.4064031444595929,0.4193641709051367
3.165101,0.011927387119941296,0.0008049068137744095,0.4023004359879443,0.41503272992165996
3.167402,0.011811090631859979,0.0007016393928225369,0.3991078319831892,0.4116205620078717
3.1697040000000003,0.011682247634691056,0.0006133312711674308,0.3950934316331956,0.40738901053905396
3.172006,0.01154471859276917,0.0005356394264326107,0.3909371592189037,0.4030175172381054
3.174307,0.011407672108889114,0.00046904641665990784,0.3872591018240664,0.3991358203496154
3.176609,0.011282207018013008,0.000413552241849322,0.3827515271553213,0.3944472864151836
3.1789110000000003,0.011168323320140849,0.0003681917859171909,0.3790411383716814,0.3905776534777394
3.181212,0.011057334970519677,0.0003300697006125277,0.37488390084130574,0.3862713055124379
3.183514,0.010941521040480193,0.00029580807964251383,0.3709163086213698,0.3821536377414925
3.1858150000000003,0.010822329204147892,0.00026492436496531826,0.36651537927986944,0.37760263284898266
3.188117,0.010705550158024746,0.00023790111462277207,0.3621877987607274,0.3731312500333749
3.190419,0.010595526924487238,0.00021425577057304428,0.3584349448694063,0.3692447275644666
3.19272,0.010493707177660858,0.0001930232167324723,0.35371552722029737,0.3644022576146907
3.1950220000000003,0.010401538591671105,0.00017275577897556273,0.34912350489423183,0.3596977992648785
3.197323,0.010317090934350643,0.00015152322513499076,0.3444730930451047,0.35494170720459034
3.199625,0.010238433973532165,0.00013077322933625,0.3398608032812823,0.3502300104841508
3.201927,0.010162189802922836,0.00011002323353750921,0.33537011814400136,0.3456423311804617
3.204228,0.010093184002940977,9.072091186426198e-05,0.3309161074178995,0.3411000123327048
3.20653,0.010040102618339548,7.383138040017065e-05,0.32641239321348914,0.3365263272122289
3.208832,0.010009218903662352,5.9837197187066415e-05,0.3210868826638402,0.33115593876468963
3.211133,0.009995224720449248,4.77732461412869e-05,0.3168451974761441,0.3268881954427346
3.213435,0.009988468907863613,3.5709295095507376e-05,0.31152451250691354,0.3215486907098727
3.215736,0.009985091001570792,2.2680227966065492e-05,0.30668011232497033,0.3166878835545072
3.218038,0.009988951465905442,1.1098834962117156e-05,0.30235735738624664,0.3123574076871142
3.22034,0.010004393323244041,2.895348250987085e-06,0.29685860849958035,0.3068658971710754
3.222641,0.010030451457502924,3.3779062928182663e-06,0.2923814349874706,0.3024152643512664
3.224943,0.01005747470784547,1.206395104577952e-05,0.28708729071054073,0.297156829369432
3.227245,0.010079189819727871,2.702325034254613e-05,0.28202236150348065,0.2921285745735511
3.229546,0.010097044467275627,4.4877897890299815e-05,0.2773637461676424,0.28750566853280835
3.231848,0.010115381672865213,5.9837197187066415e-05,0.2724923227353567,0.28266754160540897
3.234149,0.010137579342789449,6.852324194002766e-05,0.2673279865716794,0.2775340891564089
3.236451,0.010160259570755512,7.527905452566421e-05,0.2624594584876446,0.2726949971129258
3.238753,0.010178114218303265,8.589533144595017e-05,0.2575431571574685,0.2678071667072177
3.241054,0.010186800263056229,0.00010085463074271676,0.2520024257211629,0.2622900806149619
3.2433560000000003,0.010183422356763408,0.00011677904612314575,0.2473906185153823,0.2576908199182688
3.245658,0.010164602593131991,0.00012787788108526292,0.24240241603697335,0.25269489651119065
3.247959,0.010137579342789449,0.00013463369367089944,0.2373437600844571,0.24761597312091746
3.250261,0.01011489911482338,0.0001384941580055489,0.2328217086744571,0.243075101947286
3.252562,0.010107660744195912,0.00014187206429836714,0.22738762256539616,0.2376371553738905
3.254864,0.010112968882656056,0.00014621508667484774,0.22230001313037004,0.2325591970997009
3.257166,0.010123585159576341,0.00015297089926048432,0.2179608512182241,0.2282374072770609
3.259467,0.010135649110622121,0.00016165694401344558,0.2128278813272658,0.22312518738190132
3.261769,0.010144817713416913,0.00017082554680823798,0.2078102428083052,0.2181258860685304
3.264071,0.010149160735793394,0.0001770988013520433,0.203248621638875,0.21357488117602044
3.266372,0.010149160735793394,0.00018095926568669282,0.19861075629883554,0.20894087630031566
3.2686740000000003,0.01014674794558424,0.00018530228806317345,0.1938199200595356,0.20415197029318305
3.270975,0.010145300271458746,0.00019254065869064112,0.18900929894052054,0.19934713987067
3.273277,0.010142887481249587,0.00020170926148543357,0.18419819526346368,0.1945427920061987
3.275579,0.010135649110622121,0.0002118429803638884,0.1802161263022728,0.1905636183932588
3.27788,0.010120689811325356,0.00022052902511684967,0.1756699469901812,0.1860111658266234
3.280182,0.010096561909233795,0.00022728483770248614,0.17107309908369742,0.1813969458306337
3.282484,0.010063265404347444,0.00023066274399530443,0.16660750696459167,0.1769014351129344
3.284785,0.01002128285470813,0.00023211041812079794,0.1625844205698451,0.17283781384267402
3.287087,0.00997206193444135,0.00023404065028812267,0.15809228775843862,0.1682983903431681
3.289388,0.009917532875714428,0.00023934878874826566,0.15449288732441985,0.16464976898888253
3.29169,0.009855282888318205,0.0002475522754593957,0.15064400438277434,0.16074683954655195
3.293992,0.009780486391834372,0.00025575576217052584,0.14634006920768206,0.15637631136168695
3.296293,0.00968976547997011,0.0002625115747561624,0.14289846525334207,0.15285074230806833
3.298595,0.0095874631751019,0.00026637203909081177,0.1390828788165829,0.14893671403077566
3.300897,0.009480817847857207,0.00026878482929996767,0.1356205248664442,0.14537012754360135
3.3031980000000005,0.009372724846487024,0.00027071506146729245,0.13214851975546885,0.14179195966342314
3.3055,0.009260771380782191,0.00027409296776011063,0.12875758439552115,0.13829244874406346
3.307801,0.009141579544449888,0.00028181389642940955,0.12531260253488835,0.13473599597576766
3.310103,0.009019974917908432,0.00029098249922420203,0.12266625423348615,0.1319772116506188
3.3124050000000005,0.008910916800454584,0.0002914650572660332,0.11932647002597255,0.12852885188369315
3.314706,0.008825504027050466,0.00027650575796926664,0.11710525535942365,0.1262072651444434
3.317008,0.008754567994901279,0.00025334297196136994,0.1145018547237444,0.12350976569060705
3.31931,0.008676876150166463,0.00023597088245544737,0.11265220974940547,0.1215650567820274
3.321611,0.008579399425716562,0.00023404065028812267,0.11087591359742492,0.1196893536734296
3.323913,0.008468893634137222,0.00024272669504108392,0.10955370456280747,0.1182653248919858
3.326214,0.008358387842557883,0.0002528604139195388,0.10833476294914192,0.11694601120561934
3.3285160000000005,0.008253190189438686,0.00026058134258883763,0.10822908273798088,0.1167428542700084
3.330818,0.008149440210444982,0.00026781971321630533,0.10759403635493103,0.11601129627859233
3.3331190000000004,0.008044242557325783,0.0002774708740529289,0.108391704798078,0.11671341822945673
3.335421,0.007941940252457574,0.0002880871509732149,0.10909479186502603,0.11732481926845682
3.3377230000000004,0.007853632130802467,0.00029484296355885144,0.11029443115701834,0.11844290625137965
3.340024,0.0077884867951552575,0.00029484296355885144,0.11090293684776746,0.11898626660648155
3.3423260000000004,0.007746504245515946,0.0002914650572660332,0.1117174948223785,0.11975546412516047
3.344627,0.00772382401754988,0.00029001738314053964,0.11180821573424277,0.11982205713493314
3.3469290000000003,0.007718998437131567,0.000293395289433358,0.11110995424771304,0.11912234797427795
3.349231,0.007733957736428335,0.00029918598593533206,0.10981814636973096,0.11785129009209465
3.351532,0.007771114705649336,0.0003035290083118127,0.10790769908212132,0.11598234279608248
3.3538339999999995,0.007828056554585416,0.00030449412439547503,0.10572846696521172,0.1138610176441926
3.356135,0.007896579796525442,0.0003049766824373063,0.10322013026377323,0.11142168674273598
3.3584370000000003,0.007967998386716456,0.00030690691460463104,0.1013936480754422,0.1096685533767633
3.360739,0.008031696048238172,0.000309802262855618,0.0998673169891302,0.10820881530022397
3.3630400000000003,0.008077056504170305,0.00031173249502294283,0.09918160201168807,0.10757039101088132
3.365342,0.008093946035634396,0.00031221505306477395,0.0993553229067473,0.10776148399544648
3.3676440000000003,0.008074161155919317,0.00031269761110660517,0.10050284593022188,0.1088897046972478
3.3699449999999995,0.008010463494397602,0.00031511040131576107,0.10174832823618814,0.1100739021319015
3.372247,0.007910573979738548,0.0003199359817340729,0.10350821741474643,0.11173872737621904
3.3745480000000003,0.007804411210535688,0.0003237964460687223,0.10545678678766077,0.11358499444426515
3.37685,0.007724789133633544,0.0003233138880268912,0.106708059790129,0.11475616281178945
3.3791519999999995,0.007690527512663528,0.0003209010978177352,0.10755880961787737,0.11557023822835864
3.381453,0.007710312392378607,0.00032041853977590404,0.10795305953805344,0.11598379047020795
3.3837550000000003,0.007790417027322581,0.00032620923627787817,0.1073609608207266,0.11547758708432705
3.386057,0.00791250421190587,0.0003348952810308395,0.10689915277469417,0.11514655226763088
3.388358,0.008051963485995083,0.00034165109361647595,0.10575355998338692,0.11414717456299847
3.39066,0.008189492527916968,0.0003435813257838007,0.10400766498804173,0.11254073884174247
3.392961,0.008321230873336881,0.00034551155795112547,0.10253972342479127,0.11120646585607928
3.395263,0.008444765732045665,0.00035033713836943726,0.10084449702383833,0.10963959989425344
3.397565,0.008560097104043315,0.0003595057411642297,0.09968394493323432,0.10860354777844188
3.3998660000000003,0.008669155221497164,0.0003662615537498662,0.09796652086235716,0.1070019376376042
3.402168,0.00877097496832354,0.0003672266698335286,0.09715534079403894,0.10629354243219599
3.40447,0.008843358674598218,0.00036288364745704787,0.09596487010484143,0.1051711124268967
3.406771,0.00885156216130935,0.00035709295095507384,0.09473338198208826,0.10394203709435268
3.409073,0.008775800548741854,0.00035419760270408667,0.09355594036002016,0.10268593851146612
3.411374,0.008649370341782084,0.00035419760270408667,0.0919885918401525,0.10099215978463867
3.413676,0.008518114554404004,0.00035757550899690496,0.08955842954149068,0.0984341196048916
3.415978,0.008409538994991987,0.0003638487635407103,0.08716831956030084,0.09594170731883354
3.418279,0.008322195989420545,0.0003706045761263469,0.08480378515532805,0.09349658572087494
3.420581,0.008253190189438686,0.0003754301565446587,0.08250246585383515,0.0911310861998185
3.422883,0.00821699833630135,0.00037784294675381465,0.08057561159280324,0.0891704528758584
3.425184,0.008242091354476568,0.0003792906208793081,0.0784161643556087,0.08703754633096457
3.427486,0.00835356226213957,0.000381703411088464,0.07725464714892108,0.0859899128221491
3.429787,0.008550928501248523,0.0003845987593394511,0.07607431017860199,0.08500983743918998
3.432089,0.008825021469008633,0.00038797666563226936,0.07493450808379673,0.08414750621843764
3.434391,0.009159916750039474,0.0003903894558414252,0.07377733389948557,0.08332764010536649
3.436692,0.009520387607287366,0.0003932848040924124,0.0724917992760473,0.08240547168742708
3.438994,0.009867829397405816,0.0003966627103852306,0.07094471819393654,0.08120921030172759
3.441296,0.010166532825299316,0.0004005231747198801,0.06882773606442315,0.07939479206444235
3.443597,0.010381271153914191,0.0004029359649290359,0.0672439805711332,0.07802818768997644
3.445899,0.010480678110531414,0.00040197084884537363,0.06538999257441781,0.0762726415337946
3.4482,0.010463306021025494,0.00039907550059438646,0.06385545800139468,0.07471783952301454
3.450502,0.010344596742735024,0.0003961801523433995,0.0626876675401632,0.07342844443524163
3.452804,0.010154468874253536,0.0003947324782179058,0.06099099346508478,0.07154019481755622
3.455105,0.0099836433274453,0.00039521503625973705,0.05991392391571757,0.07029278227942261
3.457407,0.009937317755429506,0.0003985929425525554,0.05880741832579867,0.06914332902378073
3.459709,0.010059404940012794,0.0004029359649290359,0.05774820342397924,0.06821054432892107
3.46201,0.010291515358133592,0.0004053487551381919,0.056657622249440764,0.06735448636271255
3.464312,0.010566573441977364,0.0004029359649290359,0.05557379688748794,0.06654330629439434
3.466613,0.010831980364984516,0.0003971452684270618,0.05447211687798735,0.06570124251139893
3.468915,0.01104623613555756,0.0003918371299669188,0.05384334374948132,0.0652814170150058
3.471217,0.011178457039019304,0.00039231968800875,0.052867611388898665,0.06443838811592673
3.473518,0.011247945397042993,0.0003947324782179058,0.05229578010932872,0.06393845798458962
3.47582,0.011294270969058787,0.0003932848040924124,0.05167231511928284,0.06335987089243404
3.478122,0.011346869795618384,0.0003855638754231135,0.05132487332916438,0.06305730700020587
3.4804230000000005,0.011408154666930943,0.0003759127145864898,0.050910355971231405,0.06269442335274884
3.482725,0.011477643024954636,0.0003701220180845157,0.05043262350981853,0.062280388552857675
3.4850260000000004,0.011548579057103818,0.0003706045761263469,0.05025069912804817,0.062169882761278335
3.487328,0.011608416254290885,0.0003749475985028274,0.050249251453922686,0.0622326153067164
3.4896300000000005,0.011645090665470054,0.0003797731789211393,0.05025745494063382,0.06228231878502501
3.491931,0.011663910429101473,0.0003821859691302952,0.05021740262316183,0.0622634990213936
3.4942330000000004,0.011679352286440068,0.0003797731789211393,0.0508500362160025,0.0629091616813637
3.496535,0.011701067398322471,0.0003701220180845157,0.05082108273349264,0.06289227214989962
3.4988360000000003,0.01172036971999572,0.0003580580670387362,0.05125924543547535,0.0633376732225098
3.501138,0.011724712742372198,0.0003488894642439437,0.05214859990657022,0.06422220211318637
3.503439,0.01170444530461529,0.00034502899990929435,0.05270691956096889,0.06475639386549348
3.5057410000000004,0.01165522438434851,0.0003440638838256319,0.0537439367928641,0.06574322506103825
3.508043,0.011575119749404537,0.00034116853557464484,0.05478336681496846,0.06669965509994764
3.5103440000000004,0.011481020931247452,0.0003368255131981642,0.056553389712405235,0.06837123615685085
3.512646,0.011404294202596294,0.00033393016494717714,0.05859991836781126,0.07033814273535474
3.5149470000000003,0.011371962813793608,0.0003358603971145018,0.06193777234315755,0.07364559555406565
3.517249,0.01136472444316614,0.0003406859775328136,0.06594879478685832,0.07765420520755728
3.5195510000000003,0.011345422121492893,0.00034599411599295663,0.07080670659397283,0.08249812283145867
3.5218519999999995,0.011292340736891459,0.00034937202228577487,0.07642995545543156,0.0880716682146088
3.524154,0.011223334936909605,0.0003517848124949308,0.08145048932264319,0.09302560907204772
3.526456,0.011163497739722536,0.00035371504466225555,0.08607532559555321,0.097592538379938
3.528757,0.011131166350919848,0.00035371504466225555,0.0896221272030124,0.10110700859859448
3.5310589999999995,0.011134544257212666,0.0003517848124949308,0.09137043498856676,0.10285676405827436
3.53336,0.011183765177479444,0.0003469592320766189,0.09164404539828504,0.1031747698078411
3.5356620000000003,0.011292823294933294,0.00033972086144915133,0.08955215628694686,0.1011847004433293
3.537964,0.011480538373205621,0.00033393016494717714,0.08541808154257914,0.09723255008073194
3.540265,0.011754148782923902,0.0003319999327798524,0.08073775109485852,0.09282389981056227
3.542567,0.0120760149968253,0.0003305522586543588,0.07602701949050253,0.08843358674598219
3.5448690000000003,0.012396433536601205,0.00032717435236154056,0.07122170650994764,0.08394531439891037
3.5471699999999995,0.01266907883023582,0.0003199359817340729,0.06755040492769601,0.08053941973966591
3.549472,0.012853416002215332,0.000309802262855618,0.06396837658318315,0.0771315948482541
3.5517730000000003,0.012912770641360566,0.00029966854397716334,0.06091378417839177,0.0741262233637295
3.554075,0.012845212515504202,0.00029436040551702027,0.058220627746931965,0.07136020066795318
3.556377,0.012680177665197936,0.00029918598593533206,0.055858023574126496,0.06883738722525977
3.558678,0.012448549805118971,0.0003199359817340729,0.0532271171300629,0.06599560291691595
3.5609800000000003,0.012182660324069993,0.00034309876774196957,0.05088864085934901,0.06341439995116098
3.563282,0.011915323168895516,0.0003488894642439437,0.04884211220394296,0.06110632483708243
3.565583,0.0116721139158126,0.00033393016494717714,0.04636996735564182,0.0583760114364016
3.567885,0.011456410471114065,0.00034020341949098245,0.04438761891979933,0.056184232810404376
3.570186,0.011267730276758071,0.00041741270618397136,0.042431811176257564,0.0541169541591996
3.572488,0.011103660542535471,0.000550116167687546,0.039911893081815135,0.05156566979203815
3.57479,0.01095696289781879,0.0006374591732589899,0.037996620213787184,0.04959104228486496
3.577091,0.010822329204147892,0.0005843777886575599,0.03605963223387682,0.04746633922668226
3.579393,0.010696381555229952,0.00042513363485327033,0.0340985163518749,0.045220031541958125
3.581695,0.010577672276939482,0.0002760231999274354,0.032639743391419236,0.04349343886828616
3.583996,0.010465236253192818,0.00022776739574431734,0.03082773794434315,0.041520741593280286
3.586298,0.01036389906440827,0.00025237785587770755,0.028989674363008183,0.039605951283294166
3.588599,0.010277038616878656,0.0002871220348895525,0.027497604897666176,0.038061765549434384
3.590901,0.010205137468645813,0.0002953255216006826,0.025922052891087368,0.03642251588133386
3.593203,0.010137096784747614,0.0002904999411823708,0.024473413649510167,0.034901010375440154
3.595504,0.010060370056096456,0.00028953482509870847,0.02329066388898194,0.033640568770177105
3.597806,0.009975439840734169,0.0002972557537680074,0.022083303668320325,0.0323559992628225
3.600108,0.009892922415581037,0.0003040115663536439,0.020625978381990158,0.030822912363924843
3.602409,0.009821021267348191,0.0003006336600608257,0.01969415880321415,0.02981581373062317
