Wavelength,H2O_40K,CO_CH3OH_10K,CH3OH,all
2.93724,0.28607885603620464,0.015486765103916703,0.10065375795989084,0.4022193791000122
2.939542,0.2897199575071116,0.0153213284420389,0.10399338599574942,0.4090346719448999
2.941843,0.2933097337485807,0.015153898567367385,0.108037614754184,0.4165012470701321
2.944145,0.2964475489890763,0.01499145172468014,0.11146245263697366,0.42290145335073015
2.946447,0.2998953088189936,0.014836977733167727,0.11491370058927992,0.4296459871414412
2.948748,0.3033520381064826,0.014678517316067903,0.11843371438296915,0.4364642698055197
2.95105,0.3066652560728245,0.01450411119661841,0.1213183915986638,0.4424877588681068
2.953351,0.3099356199641017,0.01431326107162082,0.12414925206892832,0.4483981331046509
2.955653,0.3111669271674152,0.0141273939786075,0.12691632972979414,0.4522106508758169
2.957955,0.3155604664679472,0.013966940348713966,0.1292922393798947,0.4588196461965559
2.960256,0.31896337901000604,0.013833893394733924,0.13164024405088334,0.4644375164556233
2.962558,0.32057788137290993,0.013715795536706692,0.13426480699699905,0.4685584839066157
2.96486,0.32448657166137235,0.013601185801068451,0.1365734457153119,0.4746612031777527
2.967161,0.32670750901676204,0.013484582852636505,0.13907442946821766,0.4792665213376162
2.969463,0.3301258689579721,0.013361501962625005,0.14075520615651238,0.4842425770771095
2.971764,0.3327668759096359,0.013231943131033952,0.14323874929747316,0.489237568338143
2.974066,0.3354646894259204,0.01310338090583975,0.14572976698641038,0.4942978373181705
2.976368,0.3390559605769847,0.012984784744614095,0.14777231179676314,0.49981305711836205
2.978669,0.3412455048308735,0.012873164828166415,0.15000022539693084,0.5041188950559707
2.980971,0.3443110661075972,0.012756063576536044,0.15244490088841434,0.5095120305725476
2.983273,0.3469984152567148,0.012621023409762292,0.15524636146997164,0.5148658001364487
2.985574,0.3496623441555062,0.012465552811853029,0.1582267128997643,0.5203546098671235
2.987876,0.3523980287148711,0.012290648389205109,0.16117168480246866,0.5258603619065448
2.990177,0.35510331677913193,0.012099299961009091,0.16413808374270533,0.5313407004828463
2.992479,0.3578086048433928,0.011899480378439813,0.16796256079063354,0.5376706460124661
2.994781,0.36052934030680495,0.011699162492672105,0.17094440713002146,0.5431729099294985
2.997082,0.36327847905252736,0.011501834426094962,0.17470559967174942,0.5494859131503718
2.999384,0.366044061803798,0.011300021630731976,0.17853456144846347,0.5558786448829933
3.001686,0.3687976852783063,0.011086747861805166,0.1822469202767456,0.562131353416857
3.003987,0.3715468240240287,0.010861016512917676,0.18545150814583045,0.5678593486827768
3.006289,0.3735410334241341,0.010626814009656926,0.1892515683370357,0.5734194157708268
3.0085900000000003,0.3762293791796485,0.010387628474411905,0.19312238758241765,0.579739395236478
3.010892,0.3788992877168211,0.010142463300785758,0.1970226067165068,0.5860643577341136
3.013194,0.3812318449886584,0.009891816791976914,0.20092332415379432,0.5920469859344297
3.015495,0.38315429872819023,0.009634194038390087,0.2048773600333136,0.5976658527998939
3.0177970000000003,0.3852735822311009,0.009367601827231576,0.2079698296827524,0.6026110137410848
3.020098,0.3871546768051632,0.009090046945707664,0.2120648853674265,0.6083096091182973
3.0224,0.3885499257607592,0.008805515819405774,0.2153148188275682,0.6126702604077332
3.024702,0.3897916973312396,0.008522479602699166,0.2183599496731564,0.6166741266070951
3.027003,0.39101403507698135,0.008248911146762673,0.22109962065810876,0.6203625668818528
3.029305,0.3925612665080976,0.007982318935604159,0.22478158299128675,0.6253251684349885
3.031607,0.3941508537110801,0.007713733511651937,0.2275043116674926,0.6293688988902246
3.0339080000000003,0.3944054866454764,0.0074391684493185905,0.22950948373796334,0.6313541388327584
3.03621,0.3952675511787553,0.007169586418969514,0.2324270489647542,0.634864186562479
3.038511,0.3952540969923978,0.006920933122954377,0.234517430882156,0.6366924609975082
3.040813,0.3961047005521128,0.0066961983804637425,0.23659286370360502,0.6393937626361816
3.043115,0.3963129912890554,0.006482426308338504,0.2386523508227043,0.6414477684200982
3.045416,0.39517984981583215,0.00626466781062585,0.2403665138252936,0.6418110314517516
3.047718,0.3952227038908968,0.006046909312913196,0.2420144025024921,0.6432840157063021
3.05002,0.39487438995519625,0.005845096517550209,0.2435865490935297,0.6443060355662762
3.052321,0.3933560601095888,0.005672683610894422,0.245229454738744,0.6442581984592272
3.054623,0.3926629203605767,0.005520202832175721,0.24599484845152805,0.6441779716442805
3.056924,0.3910897771631423,0.005370711872647583,0.24677369635066965,0.6432341853864596
3.059226,0.390537657219285,0.005217234487532028,0.2476342659743533,0.6433891576811703
3.061528,0.3885843086814506,0.005074719772781871,0.2484778932892904,0.6421369217435229
3.063829,0.3872199545241572,0.004961604946738911,0.2492542496724399,0.6414358091433361
3.066131,0.3852322230656314,0.0048763950998078716,0.2492059142621925,0.6393145324276317
3.068433,0.38272027664236025,0.004797164891257959,0.2493055749018779,0.6368230164354961
3.070734,0.3811815163656173,0.0047024872835568065,0.2501033583225597,0.6359873619717338
3.073036,0.3784049709439813,0.004594853792696545,0.25012976839207635,0.6331295931287542
3.075337,0.37569569645413303,0.0044882169082331395,0.2501093379609408,0.6302932513233069
3.077639,0.3741384989590482,0.004393539300531986,0.2492821546515518,0.627814192911132
3.079941,0.371524898683298,0.004303844724815103,0.2493085647210684,0.6251373081291814
3.082242,0.3678399465309294,0.004207672207518667,0.24923979887968556,0.6212874176181336
3.084544,0.3651949531536781,0.004099042110261553,0.2484749034700999,0.6177688987340395
3.086846,0.362009799109332,0.0039754629170516255,0.247629282942369,0.6136145449687526
3.089147,0.3589198209758853,0.003838429537484165,0.2468698688679661,0.6096281193813355
3.0914490000000003,0.3559319949981163,0.003690433487551308,0.24593405546131994,0.6055564839469876
3.09375,0.3527044851819037,0.003538949315229461,0.24467185345970405,0.6009152879568372
3.096052,0.3493130336134087,0.003389458355701323,0.24356811187518795,0.596270603844298
3.098354,0.3459210837417153,0.0032414623057684657,0.2427857758536573,0.591948321901141
3.100655,0.3418718719512964,0.0030904764366450465,0.2410915449790051,0.5860538933669466
3.102957,0.33883421565368466,0.002935504141934209,0.2399813254529095,0.5817510452485284
3.105259,0.3345737233071327,0.002780033544024945,0.2378974214770872,0.5752511783282448
3.10756,0.3309665064537187,0.002627054462107817,0.2363287630084386,0.5699223239242651
3.109862,0.3262879377236864,0.002479058412174961,0.2347182470711221,0.5634852432069835
3.112163,0.3226926801470347,0.002335048787829521,0.2324464827894929,0.5574742117243571
3.114465,0.31888963013663885,0.0021945272858730712,0.2300895086609325,0.5511736660834444
3.116767,0.31445871809622483,0.0020574939063056105,0.22780927322492997,0.5443254852274604
3.119068,0.3107976844973808,0.0019259418619208487,0.2254014721701301,0.5381250985294317
3.12137,0.3061873833055329,0.0018008677591156398,0.22268272991951168,0.5306709809841602
3.123672,0.3017066409452762,0.0016812749914931293,0.22003275351027626,0.5234206694470456
3.125973,0.2972194206434399,0.0015646720430611812,0.21722332007754414,0.5160074127640453
3.128275,0.2928149186725425,0.001451557217018223,0.21432369376589666,0.5085901696554573
3.130576,0.2884931350325841,0.0013479101517453807,0.2112471698188076,0.5010882150031369
3.132878,0.2842730052451047,0.0012587138792269248,0.20752036019777104,0.4930520793221027
3.13518,0.2791609127324408,0.0011814768834707199,0.20475427914330208,0.4850966687592135
3.137481,0.2748909526251188,0.0011097212228972132,0.2010917506348627,0.4770924244828787
3.139783,0.2698610801401953,0.0010364706527284258,0.19744466952557455,0.4683422203184984
3.142085,0.2650345153602301,0.000963220082559638,0.19385190346491496,0.4598496389077047
3.144386,0.2605662305799341,0.0008939559379782672,0.1903627844695282,0.4518229709874406
3.146688,0.2554092907794117,0.0008316680381748764,0.18678397089842455,0.4430249297160112
3.148989,0.2511692288639953,0.0007743631703557563,0.18258975287726345,0.43453334491161455
3.151291,0.24602275343064,0.0007200481217271995,0.1793318465659469,0.4260746481183141
3.153593,0.24098939282332754,0.0006677262858923512,0.17512417435842825,0.41678129346764814
3.155894,0.23624704128389654,0.0006208857852402013,0.17120900612838627,0.40807693319752303
3.158196,0.2310442575891189,0.0005825164389613122,0.16690864952596016,0.3985354235540404
3.160498,0.22632432969361715,0.0005496284278651218,0.16325110404950502,0.3901250621709873
3.162799,0.22152766310555766,0.0005172387199673587,0.1590364555972084,0.3810813574227334
3.165101,0.2165800106483747,0.0004808625864821784,0.1556564650022772,0.3727173382371341
3.167402,0.21114551596632844,0.0004409983306080081,0.15150958578496665,0.3630961000819031
3.1697040000000003,0.20657856715274386,0.00039864255874170237,0.14794173488422838,0.35491894459571394
3.172006,0.2017181177552856,0.00035778169647067773,0.14403952253734556,0.34611542198910183
3.174307,0.1966653233232345,0.0003253919885729145,0.14026736732525222,0.33725808263705964
3.176609,0.19149492933635465,0.00030745307342953785,0.13709018613208082,0.328892568541865
3.1789110000000003,0.18687167226134774,0.00030446325423897513,0.13353828093369227,0.320714416449279
3.181212,0.1820102262574927,0.00030844967982639215,0.1303371811869964,0.31265585712431554
3.183514,0.17688418125527286,0.00031293440861223623,0.12674192361034467,0.3039390392742297
3.1858150000000003,0.17190912212217638,0.00031293440861223623,0.1236713793016367,0.2958934358324253
3.188117,0.16690914782915858,0.0003029683446436937,0.12069052956864565,0.28790264574244795
3.190419,0.16249966282627692,0.00028253791350818145,0.11767280539897093,0.2804550061387561
3.19272,0.15804832035472738,0.0002616091791742421,0.11478065363529988,0.27309058316920154
3.1950220000000003,0.1527418895946769,0.0002511448120072724,0.11191491194114547,0.2649079463478297
3.197323,0.1484933565248872,0.0002551312375946894,0.10895000791050408,0.257698495672986
3.199625,0.14319988164799585,0.0002685854239522218,0.10634737030511918,0.24981583737706725
3.201927,0.13916113422474394,0.0002860260358971714,0.1038344272754512,0.24328158753609236
3.204228,0.13457475158642068,0.0003029683446436937,0.10111020368965007,0.2359879236207144
3.20653,0.13013088366284756,0.0003149276214059448,0.09869393148047692,0.22913974276473045
3.208832,0.12566309718574994,0.00031941235019178885,0.09664839685093356,0.22263090638687527
3.211133,0.12116142609115925,0.000323398775779206,0.09442845610194073,0.2159132809688792
3.213435,0.1167609105458493,0.00033535805254145704,0.09151388069434044,0.2086101492927312
3.215736,0.11238879828284967,0.0003572833932722506,0.0894045632553984,0.20215064493152032
3.218038,0.10815571261221124,0.00037920873400304434,0.08736102183864876,0.19589594318486306
3.22034,0.1039136574840011,0.0003901714043684411,0.08530900926752584,0.18961283815589536
3.222641,0.10034580658326284,0.0003911680107652953,0.0836162733024689,0.18435324789649704
3.224943,0.09610873448703698,0.0003971476491464209,0.08150496265073316,0.1780108447869166
3.227245,0.09193345198741608,0.00041907298987721453,0.07947936014912688,0.17183188512642014
3.229546,0.08847223797114126,0.0004499677881796964,0.0782859239888939,0.16720812974821486
3.231848,0.0846980895462542,0.00047388634170419854,0.07631712805190832,0.1614891039398667
3.234149,0.08100964927149659,0.0004808625864821784,0.07441062001472612,0.1559011318727049
3.236451,0.07758082496311954,0.0004773744640931884,0.07315838407707878,0.15121658350429149
3.238753,0.07411562452125726,0.00047338803850577137,0.07116118485778282,0.14575019741754586
3.241054,0.07113178496907564,0.0004753812512994799,0.06989698964337322,0.14150415586374834
3.2433560000000003,0.06748221234379535,0.00048634392166487666,0.06802586113327935,0.13599441739873958
3.245658,0.06480582586504326,0.0005092658687925246,0.06683790630822907,0.13215299804206485
3.247959,0.061628644671871874,0.0005361742415075895,0.0648636290360608,0.12702844794944027
3.250261,0.05874745557856623,0.000554113156650966,0.06361388461440556,0.12291545334962276
3.252562,0.05604764884948805,0.0005551097630478204,0.06235616734157549,0.11895892595411135
3.254864,0.05355114982536815,0.0005501267310635492,0.060463611793949275,0.11456488835038095
3.257166,0.05106411856201835,0.0005556080662462475,0.05927067393691472,0.11089040056517932
3.259467,0.048557653473929895,0.0005780317101754682,0.05799651265853655,0.10713219784264193
3.261769,0.04609653397689832,0.0006019502636999704,0.05676719866801683,0.1034656829086151
3.264071,0.04371613959801191,0.0006094248116763774,0.05516714709786731,0.0994927115075556
3.266372,0.041764285969772864,0.0006009536573031161,0.05426272679272208,0.09662796641979804
3.2686740000000003,0.03994298777952171,0.0005934791093267093,0.052463852246400135,0.09300031913524856
3.270975,0.03778583323353067,0.0006024485668983975,0.051227562011102436,0.08961584381153151
3.273277,0.03615787668426925,0.0006208857852402013,0.04997532607345507,0.08675408854296451
3.275579,0.034388900329852944,0.0006303535460103168,0.04876594421087243,0.08378519808673568
3.27788,0.032759947174194656,0.0006203874820417741,0.04757898599221902,0.08095932064845546
3.280182,0.031030336772454106,0.0006044417796921062,0.046339207634532316,0.07797398618667853
3.282484,0.029765144951647626,0.0005984621413109805,0.04573576246123707,0.07609936955419568
3.284785,0.028105795300885285,0.0006104214180732315,0.0444506385124935,0.07316685523145201
3.287087,0.026993084258797508,0.0006358348811930151,0.04325321592667312,0.07088213506666365
3.289388,0.025811109072128368,0.0006677262858923512,0.042095159293528465,0.06857399465154919
3.29169,0.02466849983813496,0.0007075905417665213,0.04146480574751815,0.06684089612741964
3.293992,0.023505958476204483,0.0007584174680060887,0.04023150533141102,0.06449588127562159
3.296293,0.02236235263581421,0.0008256883997937508,0.03934651885100444,0.0625345598866124
3.298595,0.02123519080097205,0.0009178744915027693,0.03838628858763536,0.060539353880110176
3.300897,0.020119988242892132,0.001045440110300114,0.03774347746166437,0.058908905814856624
3.3031980000000005,0.019462228020968333,0.0012173547137574732,0.036649701941116816,0.05732928467584264
3.3055,0.018329584850943468,0.0014440826690418165,0.036091104055680015,0.055864771575665294
3.307801,0.017582130053302773,0.0017350917369232588,0.03552303840947309,0.05484026019969912
3.310103,0.01656608983170986,0.0020893853110049466,0.03522256158082153,0.05387803672353633
3.3124050000000005,0.016054830750123632,0.002495004114524629,0.03505762322214215,0.053607458086790405
3.314706,0.01539208749621555,0.002939988870720054,0.03504715885497518,0.05337923522191079
3.317008,0.014668551252099359,0.0034123803028289715,0.03561622110757896,0.05369715266250729
3.31931,0.013991855508635322,0.003900219134089129,0.03614392419471329,0.05403599883743774
3.321611,0.01350302007097831,0.004390549481341423,0.03688988408275869,0.05478345363507843
3.323913,0.012578667637895988,0.004865432429442476,0.03903806917117804,0.0564821692385165
3.326214,0.012143648945669105,0.005305932456852057,0.04136713832062643,0.0588167197231476
3.3285160000000005,0.011675243939147605,0.005691120829236226,0.04414268713586554,0.06150905190424937
3.330818,0.011042897180343578,0.0059990722058641905,0.048297040901152506,0.06533901028736028
3.3331190000000004,0.010748399990073144,0.006206864639608303,0.052561021370093435,0.06951628599977487
3.335421,0.01006273478903742,0.006309515098484292,0.05736964723491522,0.07374189712243694
3.3377230000000004,0.009622733064826266,0.006314498130468563,0.06272491170841156,0.07866214290370639
3.340024,0.009325246055365269,0.006233773012323369,0.06802536283008093,0.08358438189776958
3.3423260000000004,0.00889720360791637,0.006114180244700858,0.07368758207380838,0.08869896592642561
3.344627,0.008530950757072428,0.006011031482626442,0.07804175542166462,0.09258373766136348
3.3469290000000003,0.008028661133057884,0.005966682497966429,0.0818472969480526,0.0958426405790769
3.349231,0.007698784415699125,0.005993092567483066,0.08471353694540543,0.09840541392858762
3.351532,0.0074411616621123,0.006095743026359054,0.08704011457886167,0.10057701926733303
3.3538339999999995,0.007015112427457105,0.006278121996983382,0.087964467011944,0.10125770143638448
3.356135,0.0065626531232852725,0.006536741356967063,0.08860677983471657,0.10170617431496892
3.3584370000000003,0.0065716225808569615,0.006869109590317956,0.08856243085005656,0.10200316302123147
3.360739,0.005980634987522387,0.007273233484242358,0.08851907847179341,0.10177294694355817
3.3630400000000003,0.005778323888960973,0.0077461232195497,0.08915939808177227,0.10268384519028294
3.365342,0.005483328395492114,0.008283294067454145,0.09107138745413716,0.10483800991708342
3.3676440000000003,0.005201288785182359,0.008866308809613884,0.0936271845588699,0.10769478215366614
3.3699449999999995,0.0050388419424951154,0.00947423871169498,0.09735499078630323,0.11186807144049332
3.372247,0.004561467478401928,0.010060741576243709,0.1001574479742574,0.11477965702890305
3.3745480000000003,0.004498681275400109,0.010538614343535323,0.10302169475881652,0.11805899037775194
3.37685,0.004339224251903429,0.010816667528257664,0.1056163595130266,0.12077225129318768
3.3791519999999995,0.003997388257782419,0.010802216735503276,0.1071431605130073,0.12194276550629302
3.381453,0.0038469006918574267,0.01040058435757101,0.10851947394706304,0.12276695899649147
3.3837550000000003,0.0034766614154260705,0.00955247231384804,0.10915182070586706,0.12218095443514115
3.386057,0.003501078272149,0.008393419074306541,0.10920065441931293,0.12109515176576845
3.388358,0.0032693672848803854,0.007124739131111072,0.10920713236089248,0.11960123877688393
3.39066,0.0029843378553800685,0.005931801274076529,0.1085428941973891,0.11745903332684572
3.392961,0.0030122428344919877,0.004965591372326328,0.10859770754921608,0.1165755417560344
3.395263,0.002803453794351021,0.00436862414061063,0.10790955083218824,0.11508162876714988
3.397565,0.002586193599836793,0.0041932214147642815,0.10795938115203094,0.11473879616663203
3.3998660000000003,0.0026569526540134447,0.004392542694135132,0.10791303895457724,0.1149625343027258
3.402168,0.002516431152056995,0.004908784807705636,0.10864255483707454,0.11606777079683715
3.40447,0.002500485449707327,0.005639795599798232,0.10859023300123967,0.11673051405074522
3.406771,0.002405807842006173,0.006460999270806139,0.108584751666057,0.11745155877886933
3.409073,0.0019623179954060296,0.0072338675315666125,0.10856930426690577,0.1177654897938784
3.411374,0.0019917178841132297,0.007780007837042745,0.10815969903779864,0.11793142475895466
3.413676,0.001996202612899074,0.007913553094221216,0.10750243711907326,0.11741219282619356
3.415978,0.002043043113551224,0.00760560171759325,0.10684118877476048,0.11648983360590495
3.418279,0.0014724859513521626,0.007083878268840048,0.1062357503886715,0.11479211460886372
3.420581,0.0014904248664955393,0.006592551315190901,0.10500394488215964,0.11308692106384607
3.422883,0.0014904248664955393,0.006259684778641579,0.10372529887499564,0.11147540852013277
3.425184,0.001489926563297112,0.006122153095875692,0.10246758160216557,0.11007966126133836
3.427486,0.001489926563297112,0.006184440995679083,0.101281619989909,0.1089559875488852
3.429787,0.0014894282600986847,0.006281610119372373,0.1006238597679852,0.10839489814745626
3.432089,0.0014834486217175597,0.006186932511671218,0.09876768035384416,0.10643806148723292
3.434391,0.0014804588025269967,0.005778323888960973,0.09751444780979993,0.1047732305012879
3.436692,0.0010135487056007779,0.005191322721213817,0.09632699128794807,0.10253186271476268
3.438994,0.0009976030032511098,0.0045968470054902535,0.09448775418255356,0.10008220419129492
3.441296,0.0009961080936558284,0.004069143918355925,0.09199823140321163,0.09706348341522338
3.443597,0.0009961080936558284,0.0035683492039366616,0.08967813171133493,0.0942425890089274
3.445899,0.0009961080936558284,0.0030565918191520023,0.08726285610855862,0.09131555602136646
3.4482,0.0009961080936558284,0.002557790317526447,0.0848416008674012,0.08839549927858348
3.450502,0.0009961080936558284,0.00213223938606968,0.08243778623818875,0.08556613371791426
3.452804,0.0009961080936558284,0.0018222947966480066,0.08016452704696418,0.08298292993726801
3.455105,0.0009961080936558284,0.0016090210277211958,0.07844637761878745,0.08105150674016448
3.457407,0.0009961080936558284,0.0014560419458040672,0.07603857656398756,0.07849072660344747
3.459709,0.0009961080936558284,0.001337445784578411,0.07381116126701831,0.07614471514525255
3.46201,0.0009961080936558284,0.0012447613896709652,0.07149803781991958,0.07373890730324636
3.464312,0.000998101306449537,0.0011705142131053232,0.06922228711270287,0.07139090263225774
3.466613,0.0010115554928070694,0.0011122127388893492,0.06741145328961869,0.06953522152131511
3.468915,0.0006921431426152805,0.0010703552702214702,0.06587119810328045,0.0676336965161172
3.471217,0.0005012930176176905,0.0010434468975064057,0.06413560806315875,0.06568034797828284
3.473518,0.0005371708479044436,0.0010220198599740393,0.06298951070677636,0.06454870141465484
3.47582,0.000647295854756839,0.0009931182744652657,0.0613735134342772,0.0630139275634993
3.478122,0.0004958116824349922,0.0009512608057973867,0.06081840367122938,0.06226547615946175
3.4804230000000005,0.0004983031984271279,0.000911894853121644,0.05969373335237936,0.06110393140392813
3.482725,0.0004988015016255549,0.0008924610283829857,0.05914609813730794,0.06053736066731648
3.4850260000000004,0.0004988015016255549,0.0009014304859546742,0.05806926492550691,0.05946949691308714
3.487328,0.0004983031984271279,0.0009368100130430004,0.05695306576103015,0.058388178972500274
3.4896300000000005,0.0004983031984271279,0.0009976030032511098,0.05585331060210147,0.0573492168037797
3.491931,0.0004983031984271279,0.001116697467675193,0.0548178365557699,0.056432837221872215
3.4942330000000004,0.0004988015016255549,0.0013434254229595366,0.05413466287072631,0.0559768897953114
3.496535,0.0004988015016255549,0.0017286137953437062,0.05356609892132096,0.05579351421829022
3.4988360000000003,0.0004988015016255549,0.00231960138867828,0.05294521313608076,0.05576361602638459
3.501138,0.0004983031984271279,0.0031612354908216985,0.05298906381754235,0.05664860250679118
3.503439,0.0004983031984271279,0.004223119606669908,0.05295667410964458,0.057678096914741614
3.5057410000000004,0.0004988015016255549,0.005333837435963976,0.053890494303497016,0.05972313324108655
3.508043,0.0004988015016255549,0.0063085184920874384,0.05450938687594351,0.0613167068696565
3.5103440000000004,0.0004988015016255549,0.006970265139598663,0.056349122284536465,0.06381818892576067
3.512646,0.0004953133792365648,0.00714965429103243,0.059074840779932865,0.06671980845020185
3.5149470000000003,0.0004773744640931884,0.006732574513948925,0.06359146097047634,0.07080140994851845
3.517249,0.0008665492620647752,0.0059612011627837285,0.06935433746028608,0.07618208788513459
3.5195510000000003,0.001002586035235381,0.005219227700325736,0.07735609022062889,0.08357790395619001
3.5218519999999995,0.0007589157712045156,0.00476577178975705,0.08551630339807154,0.0910409909590331
3.524154,0.0007559259520139528,0.004512633764956068,0.09545745220669273,0.10072601192366276
3.526456,0.0009886335456794216,0.004316800607974207,0.1055505834908342,0.11085601764448784
3.528757,0.0009971047000526829,0.004094557381475709,0.11475723338497383,0.1198488954665022
3.5310589999999995,0.0009961080936558284,0.003842415963071582,0.1232288860614334,0.1280674101181608
3.53336,0.0009961080936558284,0.003562369565555536,0.12916417545789893,0.1337226531171103
3.5356620000000003,0.0009961080936558284,0.0032693672848803854,0.13180418580316586,0.13606966118170208
3.537964,0.0009961080936558284,0.002987327674570631,0.13072535937857113,0.1347087951467976
3.540265,0.0009961080936558284,0.0027361828625633577,0.12583401518281045,0.12956630613902964
3.542567,0.0009961080936558284,0.002512943029668005,0.11840381619106355,0.12191286731438734
3.5448690000000003,0.0009961080936558284,0.0023101336279081645,0.11053511038470076,0.11384135210626475
3.5471699999999995,0.0009961080936558284,0.0021237682316964193,0.10284778694256548,0.10596766326791772
3.549472,0.0009961080936558284,0.001959826479413893,0.0961710223868404,0.09912695695991013
3.5517730000000003,0.0009961080936558284,0.0018227930998464333,0.08981964981968821,0.09263855101319046
3.554075,0.0009961080936558284,0.0017101765770019025,0.08412254935207085,0.08682883402272858
3.556377,0.0009961080936558284,0.0016110142405149038,0.07854504165207601,0.08115216398624675
3.558678,0.0009971047000526829,0.0015158383296153227,0.07346484054411145,0.07597778357377946
3.5609800000000003,0.0009881352424809943,0.001423153934707877,0.06834627008986799,0.07075755926705686
3.563282,0.000908905033931081,0.001336449178181557,0.0643827664495786,0.06662812066169124
3.565583,0.0008481120437229715,0.0012572189696316435,0.060654960222145275,0.0627602912354999
3.567885,0.001001589428838527,0.0011829717930660012,0.057399047123622426,0.059583608345526964
3.570186,0.0009961080936558284,0.001111216132492495,0.0549115175570742,0.05701884178322252
3.572488,0.000995609790457401,0.001042450291109551,0.05219825664163849,0.05423631672320545
3.57479,0.0009961080936558284,0.0009781691785124519,0.049588642791475616,0.05156292006364389
3.577091,0.000995609790457401,0.0009228575234870406,0.046960093419772524,0.048878560733716964
3.579393,0.000995609790457401,0.0008780102356285992,0.044340015202442684,0.046213635228528685
3.581695,0.001001589428838527,0.0008456205277308359,0.04222521642831795,0.044072426384887314
3.583996,0.0007723699575620482,0.0008261867029921777,0.0398637575709718,0.04146231423152602
3.586298,0.00048185919287903263,0.0008077494846503743,0.037321414652596585,0.038611023330126
3.588599,0.0004963099856334193,0.0007753597767526108,0.03528385287422807,0.0365555226366141
3.590901,0.0004988015016255549,0.0007220413345209081,0.03306042400284622,0.034281266838992686
3.593203,0.0004988015016255549,0.0006567636155269544,0.030845466285837637,0.03200103140299015
3.595504,0.0004983031984271279,0.0005899909869377192,0.028825345119414064,0.029913639304778913
3.597806,0.0004983031984271279,0.0005242149647453384,0.026944748848550082,0.027967267011722547
3.600108,0.0004988015016255549,0.0004544525169655405,0.0255270762490249,0.026480330267615995
3.602409,0.0004988015016255549,0.0003777138244077629,0.023581202259166968,0.024457717585200288
3.604711,0.0004983031984271279,0.00030197173824683936,0.022083302844695018,0.02288357778136899
3.607012,0.0004983031984271279,0.00024167705123715697,0.020211177728204303,0.020951157977868583
3.609314,0.0004988015016255549,0.00020480261455354956,0.018973890886509744,0.01967749500268885
