Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CO_NH3_10K,CH3OH,all
2.92343,0.5436091100142317,0.001133290871804149,0.07844885760701717,0.6231912584930529
2.925732,0.5586208856958732,0.001707109034742958,0.08164294715709984,0.6419709418877161
2.928034,0.5755148838861199,0.0024209190426056327,0.08549494891124165,0.6634307518399672
2.930335,0.5901279548786851,0.003246029987245232,0.08883348234371928,0.6822074672096494
2.932637,0.6034623017753906,0.004154740302175053,0.09269982955193456,0.7003168716295003
2.9349380000000003,0.6161976022968213,0.005098077575213252,0.09611503696308073,0.7174107168351154
2.93724,0.6284837417045035,0.0060082719026334315,0.09992004498836116,0.7344120585954981
2.939542,0.6390538680025004,0.006823489430670637,0.10323532889182314,0.7491126863249943
2.941843,0.648290856413325,0.007535815426042953,0.10725007734907434,0.7630767491884423
2.944145,0.6594817946031221,0.008165036721955166,0.1106499499644868,0.7782967812895638
2.946447,0.6689918413121725,0.008765567109720436,0.11407604013389555,0.7918334485557885
2.948748,0.6790791688799727,0.009515982759011964,0.11757039487786085,0.8061655465168456
2.95105,0.6893411152508051,0.01061415200187762,0.1204340443134236,0.8203893115661064
2.953351,0.6971643344291476,0.012151588941889531,0.12324426929933342,0.8325601926703705
2.955653,0.7066451955592209,0.01406200768781167,0.1259911764189879,0.8466983796660206
2.957955,0.7125738254582052,0.016252904794411663,0.12834976693699846,0.8571764971896154
2.960256,0.7180493368767998,0.018453695317614042,0.13068065588852232,0.8671836880829362
2.962558,0.7254971008950815,0.020272105289133927,0.1332860871507626,0.8790552933349781
2.96486,0.7298299226960996,0.021364338482038142,0.13557789710670698,0.8867721582848447
2.967161,0.7352787218898676,0.021651247563507548,0.13806065000307755,0.8949906194564528
2.969463,0.7390184333655723,0.021136295229352974,0.13972917471307122,0.8998839033079965
2.971764,0.7461525760775579,0.019898628812393574,0.1421946141303876,0.9082458190203392
2.974066,0.7515627909465771,0.018185583727689185,0.1446674736101558,0.914415848284422
2.976368,0.7574191989043636,0.016261808869353814,0.1466951293428163,0.9203761371165338
2.978669,0.7625573448168166,0.014294502977967912,0.1489068026242813,0.9257586504190658
2.980971,0.7695806812628555,0.012351435957257876,0.1513336577168484,0.9332657749369616
2.983273,0.7774815637615268,0.010496420344309136,0.15411469712378112,0.942092681229617
2.985574,0.7809328821432716,0.008801183409489051,0.15707332335872684,0.9468073889114876
2.987876,0.7894961288834732,0.007340915118975805,0.15999682796473405,0.9568338719671832
2.990177,0.7980554182570336,0.006170029264082561,0.1629416034164364,0.9671670509375526
2.992479,0.8030476362746013,0.005270717694925014,0.16673820203760484,0.9750565560071311
2.994781,0.8106764498167068,0.004610332136715263,0.1696983122850409,0.984985094238463
2.997082,0.8189142031506895,0.004151772277194336,0.1734320877107841,0.996498063138668
2.999384,0.8245410838433006,0.0038515070833116992,0.1772331383694236,1.005625729296036
3.001686,0.8321961149394025,0.003666005522016826,0.18091843605381508,1.0167805565152344
3.003987,0.8400430783175907,0.003567071355992892,0.18409966416231466,1.0277098138358982
3.006289,0.8467562561531446,0.003534917752035115,0.1878720239128072,1.0381631978179868
3.0085900000000003,0.8543197731456744,0.0035616299768615758,0.19171462692117675,1.0495960300437128
3.010892,0.8624378161387682,0.003685297684391493,0.19558641550852332,1.0617095293316832
3.013194,0.8696985945832646,0.003959345324277786,0.19945869876670008,1.0731166386742426
3.015495,0.878873254469494,0.004385256909010817,0.2033839118036996,1.0866424231822045
3.0177970000000003,0.8863412999918104,0.004844806110191982,0.20645383897542227,1.0976399450774248
3.020098,0.8940131498961363,0.005206410487009457,0.2105190438573456,1.1097386042404913
3.0224,0.9018680280076066,0.00541021486901876,0.21374528701138606,1.1210235298880111
3.024702,0.9071337989942304,0.005476500760254793,0.21676822045424726,1.1293785202087323
3.027003,0.9109155574904952,0.005432475056374143,0.21948792067824527,1.1358359532251143
3.029305,0.9190533873167938,0.005324636815408057,0.22314304344199945,1.1475210675742011
3.031607,0.9261064040126398,0.005211357195310654,0.2258459248577733,1.1571636860657235
3.0339080000000003,0.9298748063964912,0.005137156570792704,0.2278364802781748,1.1628484432454589
3.03621,0.934862572376588,0.0050956042210626535,0.23073277798852546,1.1706909545861763
3.038511,0.9399289910186734,0.00507037600872655,0.23280792212087745,1.1778072891482774
3.040813,0.9453253551044488,0.005051578517182003,0.23486822612832586,1.1852451597499567
3.043115,0.9484788816464618,0.005043169113069968,0.2369127006692104,1.1904347514287419
3.045416,0.9541804576344208,0.005049599833861524,0.238614368324822,1.197844425793105
3.047718,0.9567146562971242,0.00507037600872655,0.24025024476002774,1.2020352770658784
3.05002,0.9600413176296788,0.0051010456001939685,0.2418109312290553,1.2069532944589283
3.052321,0.9627793206743912,0.005138640583283063,0.24344186095595985,1.211359822213634
3.054623,0.9665843286996716,0.005183160957993833,0.2442016753510236,1.2159691650086892
3.056924,0.9661782039481436,0.005235101395156398,0.24497484585850066,1.2163881512018009
3.059226,0.9691506809663324,0.005295451236430996,0.2458291423821173,1.2202752745848808
3.061528,0.9710136113125633,0.0053597584443465535,0.2466666200975099,1.2230399898544195
3.063829,0.9701514000556648,0.005424560323092229,0.2474373172508364,1.2230132776295932
3.066131,0.9724649755281344,0.005498760947610178,0.24738933418031475,1.2253530706560594
3.068433,0.9710146006542232,0.005606599188576265,0.24748826834633866,1.2241094681891382
3.070734,0.9698798257699288,0.0057713245750061135,0.2482802363453603,1.2239313866902952
3.073036,0.9688147994726812,0.0060062932193129534,0.24830645389935666,1.223127546591351
3.075337,0.9671858484290972,0.00632090386726906,0.2482861723953217,1.221792924691688
3.077639,0.9650518384679609,0.006696853698160003,0.24746501881732305,1.2192137109834442
3.079941,0.9599972919257984,0.007016411054417306,0.24749123637131934,1.2145049393515348
3.082242,0.9584222600026971,0.007140573432777341,0.2474229717967629,1.2129858052322375
3.084544,0.9535833899424668,0.007013443029436587,0.2466636520725292,1.2072604850444326
3.086846,0.9494583298900988,0.006720103227175627,0.2458241956738161,1.2020026287910908
3.089147,0.946463098013724,0.006359488192018393,0.24507031732871376,1.197892903534456
3.0914490000000003,0.9406457690515171,0.00603894149410085,0.24414132550974904,1.1908260360553669
3.09375,0.9315161242108284,0.005874710778501123,0.24288832429705595,1.1802791592863855
3.096052,0.92995197504599,0.005964740869582901,0.2417926284083409,1.177709344323914
3.098354,0.9227223608637912,0.006309031767346188,0.241015995205053,1.1700473878361903
3.100655,0.9172725723283628,0.006869988488701885,0.2393341143826461,1.163476675199711
3.102957,0.9099494653592712,0.007591713229846473,0.2382319877731396,1.1557731663622572
3.105259,0.9034371238807459,0.008374282483095779,0.2361632743615791,1.147974680725421
3.10756,0.8954773755532907,0.00910985800748372,0.2346060505883624,1.1391932841491368
3.109862,0.8885504999191249,0.009710388395248994,0.2330072744654157,1.1312681627797896
3.112163,0.8811962286877358,0.01010760907183508,0.2307520701509001,1.122055907910471
3.114465,0.8727442828843114,0.010244632891778228,0.2284122771244341,1.1114011929005236
3.116767,0.8654696536565715,0.010137289321642262,0.2261486634058065,1.10175560638402
3.119068,0.8569771448450771,0.009846917544362021,0.2237584139546683,1.0905824763441074
3.12137,0.8498009551125312,0.009425457997100066,0.2210594899055354,1.0802859030151666
3.123672,0.8414088644795512,0.008896160208872026,0.21842883043095904,1.0687338551193823
3.125973,0.8329034942264735,0.008276337658732088,0.2156398762907444,1.0568197081759498
3.128275,0.8243719064193998,0.007589734546525995,0.21276138673027808,1.0447230276962038
3.130576,0.8153926415110677,0.0068754298678332035,0.2097072890251193,1.03197536040402
3.132878,0.8069560305033768,0.0061739866307235205,0.2060076458866543,1.0191376630207547
3.13518,0.7978931662247545,0.0055042023267414955,0.20326172810866006,1.0066590966601558
3.137481,0.7897073533279343,0.0048705289933582046,0.19962589750728046,0.994203779828573
3.139783,0.7800835323279562,0.00427642932638449,0.19600540170163472,0.9803653633559756
3.142085,0.7726847407218564,0.0037268500341215436,0.19243882501647191,0.96885041577245
3.144386,0.7615111160111133,0.003227727166530804,0.18897513986397405,0.9537139830416184
3.146688,0.7539584817768464,0.0027835127610833462,0.18542241396205464,0.9421644084999844
3.148989,0.7437786507638138,0.002391733463628573,0.18125876958493745,0.9274291538123798
3.151291,0.7341657125220985,0.0020509052616761248,0.17802461169761508,0.9142412294813896
3.153593,0.7240546407544526,0.0017560814469248054,0.17384761120808462,0.8996583334094621
3.155894,0.7154112573397716,0.0015037993235637766,0.16996098249583444,0.8868760391591699
3.158196,0.7054752990459878,0.001287628170801484,0.1656919732319017,0.8724549004486912
3.160498,0.6951500348089004,0.001105094634487328,0.16206108933882338,0.8583162187822111
3.162799,0.6860837078344671,0.0009517466771502324,0.15787716345767128,0.8449126179692887
3.165101,0.676261029160781,0.0008251109446395985,0.15452181121696962,0.8316079513223902
3.167402,0.6656409411089419,0.0007192513869939905,0.15040516056871378,0.8167653530646497
3.1697040000000003,0.6563416241735224,0.0006287266250820921,0.14686331742505696,0.8038336682236614
3.172006,0.6463265185469198,0.0005490846214328262,0.14298955015438988,0.7898651533227424
3.174307,0.6356322298705628,0.0004808200468763129,0.13924489197038406,0.7753579418878231
3.176609,0.6252362277047678,0.0004239329014125516,0.13609087075754106,0.7617510313637215
3.1789110000000003,0.6157919722161233,0.0003774338433813032,0.13256485708044813,0.7487342631399527
3.181212,0.6065248088846614,0.0003383548478018498,0.1293870916677594,0.7362502554002227
3.183514,0.5958577271039611,0.0003032332188633537,0.125818041628446,0.7219790019512705
3.1858150000000003,0.5858945619145208,0.00027157428573569515,0.12276987997324865,0.7089360161735051
3.188117,0.5766956631576157,0.00024387271924899403,0.11981075906747285,0.6967502949443375
3.190419,0.5662793794877858,0.00021963384857313058,0.11681503252026812,0.6833140458566271
3.19272,0.5559595566298294,0.00019786833204786536,0.11394396302225362,0.6701013879841309
3.1950220000000003,0.5462704390802756,0.0001770921571828395,0.11109911107823543,0.6575466423156939
3.197323,0.5364052187151992,0.0001553266406575743,0.10815581963902343,0.6447163649948802
3.199625,0.5266290390995443,0.00013405579496242876,0.10557215389330844,0.6323352487878151
3.201927,0.5165985986772079,0.00011278494926728325,0.103077528897015,0.6197889125234901
3.204228,0.5069144278359552,9.299811606249671e-05,0.10037316346875078,0.6073805894207684
3.20653,0.4971669391284472,7.568463700830849e-05,0.09797450461350052,0.595217128378956
3.208832,0.4868119946415523,6.133918293483826e-05,0.09594388085585932,0.5828172146803464
3.211133,0.4772876024784283,4.897241218184668e-05,0.0937401223076762,0.5710766971982864
3.213435,0.4678448310022741,3.660564142885509e-05,0.09084679262230633,0.5587282292660093
3.215736,0.4577025949723306,2.3249529015624178e-05,0.08875285099840978,0.546478695499756
3.218038,0.448435926311699,1.1377429092752256e-05,0.08672420592408903,0.5351715096648808
3.22034,0.4391341360221288,2.9680249807179805e-06,0.08468715144565625,0.5238242554927657
3.222641,0.42912694512880795,3.4626958108376433e-06,0.08300675463573975,0.5121371624603586
3.224943,0.4198568137723656,1.2366770752991585e-05,0.08091083432852275,0.5007800148716413
3.227245,0.4105471087495135,2.7701566486701153e-05,0.07889999740408632,0.4894748077200865
3.229546,0.4015203554414898,4.6004387201128706e-05,0.07771526076594971,0.4792816205946406
3.231848,0.3919539162578056,6.133918293483826e-05,0.07576081631614692,0.4677760717568874
3.234149,0.3834460726505776,7.024325787699219e-05,0.07386820572010909,0.4573845216285636
3.236451,0.3741690159025134,7.71686494986675e-05,0.07262509792401838,0.4468712824760305
3.238753,0.3653356788890666,8.805140776130008e-05,0.07064245723689877,0.43606618753372667
3.241054,0.3568263512693481,0.00010338620349500965,0.06938747734088517,0.4263172148137284
3.2433560000000003,0.3482309509251888,0.00011971034088895854,0.06752998837378585,0.4158806496398636
3.245658,0.3401534709401648,0.0001310877699817108,0.06635069311478058,0.4066352518249271
3.247959,0.3312177370648833,0.0001380131616033861,0.06439080728584648,0.3957465575123331
3.250261,0.3233549442201312,0.00014197052824434342,0.06315017284390635,0.3866470875922819
3.252562,0.31569743976987885,0.00014543322405518103,0.061901623668684326,0.3777444966626183
3.254864,0.3085138299748811,0.000149885261526258,0.06002286385588985,0.3686865790922972
3.257166,0.3002726139450875,0.0001568106531479333,0.058838621888583374,0.3592680464868188
3.259467,0.2936014831300937,0.00016571472809008724,0.057573748575967386,0.35134094643415115
3.261769,0.28603054607511225,0.00017511347386236082,0.05635339563806217,0.3425590551870368
3.264071,0.2793772234100028,0.00018154419465391642,0.054765007602547926,0.33432377520720463
3.266372,0.27293265183520377,0.00018550156129487375,0.05386718004588075,0.3269853334423794
3.2686740000000003,0.2665246859018337,0.00018995359876595075,0.05208141834914876,0.3187960578497484
3.270975,0.2600820930103552,0.00019737366121774569,0.050854140019621866,0.3111336066911948
3.273277,0.25412229884907345,0.0002067724069900193,0.049611032223531165,0.3039401034795946
3.275579,0.24867894103443666,0.00021716049442253225,0.048410466118830736,0.2973065676476899
3.27788,0.2432024402741819,0.00022606456936468617,0.047232160201485705,0.2906606650450323
3.280182,0.2377665025219969,0.00023298996098636147,0.04600141917614798,0.2840009116591313
3.282484,0.2328173208666497,0.00023645265679719907,0.045402372800873066,0.27845614632432003
3.284785,0.22775139689539425,0.00023793666928755805,0.04412661672999445,0.2721159502946763
3.287087,0.2230446039468056,0.00023991535260803676,0.0429379227252169,0.2662224420246305
3.289388,0.21862323606719608,0.00024535673173935304,0.0417883077160188,0.2606569005149543
3.29169,0.2145684192727052,0.0002537661358513873,0.04116254911591743,0.255984734524474
3.293992,0.21029100060466047,0.0002621755399634216,0.03993823881137126,0.25049141495599514
3.296293,0.2065784960246124,0.00026910093158509686,0.03905970341707874,0.2459073003732762
3.298595,0.2031771393967096,0.00027305829822605416,0.03810647272743816,0.24155667042237375
3.300897,0.2002343426283277,0.0002755316523766525,0.03746834735658379,0.23797822163728816
3.3031980000000005,0.19715996341913397,0.0002775103356971312,0.03638254488447112,0.23382001863930224
3.3055,0.19512142492821088,0.0002809730315079688,0.03582801888390698,0.23123041684362586
3.307801,0.19348455915134488,0.00028888776478988343,0.03526409413757057,0.2290375410537053
3.310103,0.19224837674687587,0.00029828651056215704,0.034965807627008405,0.22751247088444645
3.3124050000000005,0.19123281753264015,0.0002987811813922767,0.0348020715822388,0.2263336702962713
3.314706,0.19070500375690247,0.00028344638565856717,0.03479168349480629,0.22578013363736735
3.317008,0.1903953398172476,0.00025970218581282325,0.035356597582802934,0.2260116395858633
3.31931,0.18920367778748934,0.00024189403592851538,0.03588045399189966,0.2253260258153175
3.321611,0.1869207719064871,0.00023991535260803676,0.0366209762245888,0.22378166348368392
3.323913,0.18370145414406835,0.0002488194275501907,0.038753502173234665,0.2227037757448532
3.326214,0.18105199717794745,0.0002592075149827037,0.04106559363321397,0.2223767983261441
3.3285160000000005,0.17684877913442065,0.00026712224826461824,0.0438209101569805,0.2209368115396657
3.330818,0.17164682068488224,0.00027454231071641317,0.047944980867688135,0.2198663438632868
3.3331190000000004,0.16611986349995522,0.0002844357273188065,0.05217787916102209,0.21858217838829613
3.335421,0.1613057269812307,0.000295318485581439,0.05695145267167685,0.21855249813848895
3.3377230000000004,0.15649950519578806,0.00030224387720311435,0.062267680082972864,0.21906942915596406
3.340024,0.152969039481224,0.00030224387720311435,0.06752949370295573,0.22080077706138285
3.3423260000000004,0.1498827881721074,0.0002987811813922767,0.07315043834560547,0.2233320076991052
3.344627,0.146941970087046,0.00029729716890191765,0.07747287205919108,0.22471213931513898
3.3469290000000003,0.1439175526316944,0.00030075986471275534,0.08125067318881496,0.2254689856852221
3.349231,0.14155005803874168,0.0003066959146741913,0.08409601980366327,0.2259527737570791
3.351532,0.14003438661525502,0.0003111479521452683,0.08640563790949196,0.22675117247689225
3.3538339999999995,0.1386676111116344,0.00031213729380550763,0.08732325229936394,0.22630300070480386
3.356135,0.13735574407015705,0.0003126319646356273,0.08796088299938819,0.22562925903418085
3.3584370000000003,0.13628329771045766,0.00031461064795610603,0.08791685729550754,0.22451476565392128
3.360739,0.13441047394762454,0.0003175786729368239,0.08787382093328712,0.22260187355384853
3.3630400000000003,0.13236599940674,0.00031955735625730257,0.0885094729499909,0.2211950297129882
3.365342,0.1300108715845403,0.00032005202708742224,0.09040752492516003,0.22073844853678776
3.3676440000000003,0.12876529043429902,0.0003205466979175419,0.0929446916128438,0.22203052874506032
3.3699449999999995,0.12686328109248884,0.0003230200520681402,0.096645324092969,0.223831625237526
3.372247,0.12521998459483136,0.00032796676036933684,0.09942735284156197,0.22497530419676268
3.3745480000000003,0.1244359313290917,0.00033192412701029414,0.1022707207730898,0.22703857622919174
3.37685,0.1235410717974052,0.00033142945618017453,0.1048464717855229,0.22871897303910824
3.3791519999999995,0.12258437841195377,0.0003289561020295762,0.10636214320900954,0.2292754777229929
3.381453,0.12136649882819918,0.0003284614311994565,0.10772842404180008,0.2294233843011987
3.3837550000000003,0.12045383114662843,0.00033439748116089244,0.1083561613252219,0.2291443899530112
3.386057,0.1199482775582461,0.00034330155610304644,0.10840463906657362,0.2286962181809228
3.388358,0.11935961927040367,0.00035022694772472165,0.1084110697873652,0.2281209160054936
3.39066,0.118695276345553,0.00035220563104520027,0.10775167357081568,0.2267991555474139
3.392961,0.11820456288207427,0.000354184314365679,0.10780608736212884,0.2263648345585688
3.395263,0.118277774164932,0.00035913102266687565,0.1071229469457336,0.22575985213333244
3.397565,0.11813778232000813,0.00036852976843914915,0.10717241402874554,0.2256787261171928
3.3998660000000003,0.11788747887996755,0.0003754551600608245,0.10712640964154442,0.2253893436815728
3.402168,0.11716624880965312,0.0003764445017210639,0.1078506077368396,0.22539330104821376
3.40447,0.11683432468264282,0.00037199246424998684,0.10779866729967703,0.22500498444656986
3.406771,0.11631887767765813,0.00036605641428855086,0.10779322592054574,0.22447816001249246
3.409073,0.11570944321495068,0.00036308838930783284,0.10777789112481202,0.22385042272907052
3.411374,0.11524939934293944,0.00036308838930783284,0.10737127170245367,0.22298375943470086
3.413676,0.11479331283756908,0.0003665510851186706,0.10671880087752582,0.2218786648002136
3.415978,0.11425511097439887,0.0003729818059102262,0.10606237268595704,0.2206904654662661
3.418279,0.11319651539794283,0.0003799071975319015,0.10546134762736163,0.21903777022283635
3.420581,0.11313666022749835,0.0003848539058330981,0.10423852133530584,0.2177600354686373
3.422883,0.11263357999326665,0.0003873272599836965,0.10296919598521878,0.21599010323846912
3.425184,0.11293038249133845,0.00038881127247405545,0.10172064680999672,0.21503984057380926
3.427486,0.1123659630741719,0.00039128462662465374,0.10054333023431196,0.2133005779351085
3.429787,0.11212357436741327,0.0003942526516053717,0.099890364738554,0.21240819175757264
3.432089,0.11216562138797344,0.0003977153474162093,0.09804771589635823,0.2106110526317479
3.434391,0.11166501450789236,0.00040018870156680763,0.0968036187586073,0.20886882196806644
3.436692,0.11125987909802433,0.0004031567265475257,0.09562481817043213,0.207287853995004
3.438994,0.11110900449483782,0.0004066194223583633,0.09379898813646044,0.20531461205365664
3.441296,0.11115303019871847,0.0004105767889993207,0.0913276126691826,0.20289121965690046
3.443597,0.11081566469257688,0.0004130501431499189,0.08902442528414548,0.20025314011987227
3.445899,0.1097798239743063,0.00041206080148967965,0.08662675577055545,0.19681864054635145
3.4482,0.1091278478202086,0.00040909277650896163,0.08422315020700401,0.1937600908037216
3.450502,0.10839771367495196,0.0004061247515282437,0.08183685812250675,0.19064069654898694
3.452804,0.10732378330276217,0.0004046407390378846,0.07958016979550084,0.1873085938373009
3.455105,0.10670495009428248,0.00040513540986800427,0.07787454477324826,0.18498463027739875
3.457407,0.10611579713560997,0.000408598105678842,0.07548429532211004,0.18200869056339886
3.459709,0.10568098147593476,0.0004130501431499189,0.07327311671147514,0.17936714833055986
3.46201,0.10494540595154683,0.00041552349730051733,0.07097685471805966,0.17633778416690699
3.464312,0.10462535392445943,0.0004130501431499189,0.06871769303690317,0.1737560971045125
3.466613,0.104115348298606,0.000407114093188483,0.0669200592402483,0.1714425216320428
3.468915,0.10372554768447173,0.00040167271405716653,0.06539103170434843,0.16951825210287735
3.471217,0.1023236505519126,0.00040216738488728636,0.06366809320304162,0.16639391113984153
3.473518,0.10113594588879528,0.0004046407390378846,0.06253035029376641,0.16407093692159955
3.47582,0.10021239544896188,0.0004031567265475257,0.06092613279168835,0.16154168496719776
3.478122,0.09965490142341704,0.00039524199326561104,0.060375069486935024,0.16042521290361764
3.4804230000000005,0.09908009391881796,0.00038534857666321776,0.059258597423354965,0.15872403991883616
3.482725,0.09802496103817272,0.0003794125267017817,0.05871495418105345,0.15711932774592796
3.4850260000000004,0.0971256494690152,0.0003799071975319015,0.05764597051716485,0.15515152718371195
3.487328,0.09654886328109566,0.00038435923500297836,0.056537907857696815,0.15347113037379545
3.4896300000000005,0.0957598633070548,0.00038930594330417517,0.055446169335622714,0.15159533858598168
3.491931,0.09499213417870908,0.0003917792974547734,0.05441824335063405,0.1498021568267979
3.4942330000000004,0.09422737307534408,0.00038930594330417517,0.053740049642540005,0.14835672866118824
3.496535,0.09376930788665327,0.0003794125267017817,0.053175630225373464,0.1473243506387285
3.4988360000000003,0.09296942515434978,0.0003670457559487903,0.05255927037104435,0.14589574128134292
3.501138,0.09206269352274044,0.00035764701017651664,0.052602801404094894,0.14502314193701185
3.503439,0.09128358696530196,0.00035368964353555934,0.05257064780013712,0.14420792440897465
3.5057410000000004,0.09073450234386914,0.00035270030187532,0.053497660935781365,0.1445848635815258
3.508043,0.09007312744399916,0.00034973227689460203,0.05411204210678999,0.14453490182768372
3.5103440000000004,0.0890778497337984,0.00034528023942352506,0.05593836681159177,0.1453614967848137
3.512646,0.08838333188831038,0.00034231221444280715,0.05864421625234634,0.14736986035509952
3.5149470000000003,0.08799649929915683,0.00034429089776328567,0.06312791265655096,0.15146870285347108
3.517249,0.08706256077189088,0.0003492376060644823,0.06884878080688488,0.1562605791848402
3.5195510000000003,0.08617314261933573,0.0003546789851957986,0.07679220499694643,0.16332002660147793
3.5218519999999995,0.08591937648348434,0.0003581416810066363,0.08489293451098605,0.17117045267547704
3.524154,0.08548357148214891,0.0003606150351572346,0.09476161757187332,0.18060580408917948
3.526456,0.08487314767778124,0.00036259371847771333,0.10478117523594707,0.19001691663220605
3.528757,0.08439331697256518,0.00036259371847771333,0.113920713493238,0.1986766241842809
3.5310589999999995,0.0837576649558614,0.0003606150351572346,0.1223306122761024,0.20644889226712104
3.53336,0.0833174079170549,0.000355668326856038,0.1282226365336577,0.21189571277756866
3.5356620000000003,0.08255215214285977,0.000348248264404243,0.13084340259163169,0.21374380299889573
3.537964,0.0816567979403432,0.00034231221444280715,0.1297724402444226,0.2117715503992086
3.540265,0.08082772962906265,0.00034033353112232836,0.12491675137596801,0.20608481453615296
3.542567,0.080109962254559,0.0003388495186319694,0.1175407146280537,0.19798952640124468
3.5448690000000003,0.07937191337602048,0.00033538682282113183,0.1097293675496341,0.1894366677484757
3.5471699999999995,0.07856708393541577,0.00032796676036933684,0.10209808065337804,0.1809931313491632
3.549472,0.07777214791141347,0.0003175786729368239,0.09546998620060468,0.17355971278495494
3.5517730000000003,0.07696632912914855,0.000307190585504311,0.08916491179989944,0.1664384315145523
3.554075,0.07627675799196174,0.0003017492063729947,0.08350934019914133,0.16008784739747606
3.556377,0.07510933483287932,0.0003066959146741913,0.07797248959761194,0.15338852034516548
3.558678,0.07447269347451532,0.00032796676036933684,0.07292932048454198,0.14772998071942664
3.5609800000000003,0.07336364147338703,0.00035171096021508066,0.0678480617175528,0.14156341415115492
3.563282,0.07279823271456028,0.00035764701017651664,0.06391344993478099,0.1370693296595178
3.565583,0.07192019199109786,0.00034231221444280715,0.06021281745465579,0.13247532166019646
3.567885,0.0710005989179054,0.0003487429352343627,0.05698063825065393,0.12832998010379368
3.570186,0.07031003843905835,0.0004278902680535089,0.05451124146669655,0.1252491701738084
3.572488,0.06943644975306702,0.0005639247463364162,0.05181775879669498,0.12181813329609842
3.57479,0.06870235824116944,0.0006534601665880754,0.0492271676593583,0.1185829860671158
3.577091,0.06788911939645273,0.0005990463752749122,0.046617779030477084,0.11510594480220472
3.579393,0.06692648996103986,0.00043580500133542346,0.044016799805707885,0.1113790947680832
3.581695,0.06645952069740689,0.0002829517148284475,0.04191741680268003,0.10865988921491536
3.583996,0.06565518592763232,0.0002334846318164811,0.03957317173874295,0.10546184229819176
3.586298,0.06493098783233713,0.00025871284415258396,0.03704936116347243,0.10223906183996216
3.588599,0.06400991074665432,0.0002943291439211997,0.03502665213911313,0.09933089202968866
3.590901,0.06350188380412143,0.00030273854803323396,0.03281943089511919,0.09662405324727386
3.593203,0.06283209950013942,0.0002977918397320374,0.03062061905523728,0.09375051039510872
3.595504,0.06211878416310685,0.00029680249807179803,0.028615223509932168,0.0910308101711108
3.597806,0.061593443741519774,0.00030471723135371264,0.026748335797060558,0.08864649676993405
3.600108,0.06077278483435125,0.000311642622975388,0.025340997285370117,0.08642542474269674
3.602409,0.0604344299865494,0.00030817992716455027,0.023409307693752837,0.08415191760746678
3.604711,0.05994965257303213,0.00029828651056215704,0.021922327178413126,0.08217026626200741
3.607012,0.05921011968200322,0.00028938243562000315,0.020063848869653542,0.07956335098727678
