Wavelength,H2O_CH3OH_CO_NH3_120K_NASA,CH3OH,H2O_CH3OH_CO_NH3_100K_NASA,all
3.027003,0.4252960847113463,0.2047996429167559,0.4284945432911646,1.0585902709192672
3.029305,0.429003135537675,0.2082101624320012,0.4308687818337399,1.0680820798034159
3.031607,0.4328343042049061,0.21073216522416524,0.4340517256834452,1.0776181951125166
3.0339080000000003,0.4373040009833422,0.2125895113507517,0.4370712800316501,1.086964792365744
3.03621,0.4403041619189061,0.2152919868903052,0.439070740874938,1.0946668896841492
3.038511,0.4441489059749858,0.21722826099592896,0.44139407170933065,1.1027712386802455
3.040813,0.4477400811607843,0.21915068808768653,0.4441348457508211,1.111025614999292
3.043115,0.4509230250104898,0.22105834503132013,0.4460455817312764,1.1180269517730863
3.045416,0.4540565156579605,0.2226461359546445,0.44798152914816497,1.12468418076077
3.047718,0.4573252753586024,0.22417253844982876,0.4488644142586468,1.1303622280670778
3.05002,0.4604834926071904,0.22562878274142414,0.4510660514287171,1.137178326777332
3.052321,0.4637789182502136,0.22715056956531965,0.4519930565529573,1.1429225443684905
3.054623,0.4655088106577914,0.2278595366752691,0.4536574961928718,1.1470258435259324
3.056924,0.468848356314573,0.2285809660976982,0.4537549480913928,1.151184270503664
3.059226,0.4712861082835476,0.2293780925292625,0.4547677690665695,1.1554319698793796
3.061528,0.4742736635008948,0.2301595256784451,0.456067612548833,1.1605008017281728
3.063829,0.4761795511281898,0.23087864726522986,0.4567134131897786,1.1637716115831982
3.066131,0.4782197381380238,0.2308338752537291,0.4570576462641564,1.1661112596559091
3.068433,0.4801265954359508,0.2309261886795038,0.4572409140136139,1.1682936981290686
3.070734,0.4816819471297597,0.2316651576528301,0.4572544894024626,1.1706015941850525
3.073036,0.4831539071492122,0.23168962071066035,0.4572554590730946,1.1720989869329672
3.075337,0.4846704720177389,0.2316706964583765,0.4572554590730946,1.1735966275492098
3.077639,0.4854486326999594,0.2309044950244467,0.4570018902028135,1.1733550179272196
3.079941,0.4861186751067061,0.23092895808227698,0.4559580397674112,1.1730056729563945
3.082242,0.4866277521885325,0.2308652618184925,0.4559939175807971,1.173486931587822
3.084544,0.4881084392436735,0.2301567562756719,0.4554184180606752,1.1736836135800206
3.086846,0.4880958335254569,0.22937347685797374,0.4545791681286357,1.1720484785120664
3.089147,0.4880745007715517,0.2286700485535708,0.4535183484571725,1.1702628977822949
3.0914490000000003,0.4868895632591862,0.2278032254855466,0.4519450578566708,1.1666378466014036
3.09375,0.4867630212417036,0.2266340759481104,0.4510374461450716,1.1644345433348855
3.096052,0.4854549355590677,0.22561170475765585,0.4492435554757784,1.1603101957925022
3.098354,0.4854117852159414,0.2248870443653247,0.4481735239333109,1.1584723535145771
3.100655,0.4840324287418498,0.22331771612715529,0.4462516367405871,1.1536017816095925
3.102957,0.4821910242115861,0.2222893445640254,0.4449954284367658,1.1494757972123772
3.105259,0.4813076542657882,0.22035907083107695,0.4427511257588852,1.1444178508557503
3.10756,0.4795719438344181,0.21890605750938366,0.44067700027692935,1.1391550016207308
3.109862,0.4772660670714022,0.21741427254886492,0.438954380399092,1.133634720019359
3.112163,0.4758430754188683,0.2153099880083313,0.4372913952651255,1.128444458692325
3.114465,0.4734557463227603,0.21312677548876025,0.4353375089415441,1.1219200307530646
3.116767,0.4706194597240129,0.21101464430703573,0.43249782849558455,1.1141319325266332
3.119068,0.4689196271060286,0.20878435194031966,0.4298176588685973,1.1075216379149455
3.12137,0.4657177746789983,0.20626604168518656,0.4279786785149137,1.0999624948790987
3.123672,0.4633226882178339,0.20381142769383806,0.4258124343229133,1.0929465502345852
3.125973,0.4607486975250562,0.20120911222125,0.4224505862415946,1.084408395987901
3.128275,0.4577543546132847,0.19852325309833588,0.4206140300644912,1.0768916377761115
3.130576,0.4546761351918407,0.1956735376446717,0.41774622917020215,1.068095902006715
3.132878,0.4516842164566493,0.19222147708782786,0.4149860617160708,1.058891755260548
3.13518,0.44873350872332,0.1896593179554518,0.41223316679167976,1.0506259934704514
3.137481,0.44578958868441504,0.18626679955823255,0.4094889989029773,1.0415453871456248
3.139783,0.4428640923875191,0.18288858974200844,0.4068345255477393,1.0325872076772669
3.142085,0.43891462390317787,0.17956069074283149,0.40367921731104733,1.0221545319570569
3.144386,0.43585531305905895,0.17632879770646018,0.4001685247877089,1.0123526355532282
3.146688,0.4329084840082578,0.17301382258689169,0.3975348993510601,1.0034572059462097
3.148989,0.4294695471116912,0.1691288120631646,0.3950258765906298,0.9936242357654856
3.151291,0.42623908940101535,0.16611108617459056,0.3911244068025752,0.983474582378181
3.153593,0.42234198313080495,0.16221361333838386,0.3886241110778332,0.973179707547022
3.155894,0.4193747909967308,0.15858708040682584,0.38495342290020657,0.9629152943037632
3.158196,0.41554362232949976,0.15460375608464869,0.3822068308349239,0.9523542092490722
3.160498,0.4115728210912534,0.1512158533587182,0.37875043986698026,0.9415391143169518
3.162799,0.4083210306266726,0.1473119185827073,0.37562664592583,0.9312595951352098
3.165101,0.4041989607698264,0.1441811087475593,0.3726085460835733,0.920988615600959
3.167402,0.4009912903190037,0.14033994710107514,0.3684874458973592,0.9098186833174379
3.1697040000000003,0.3969579453249902,0.13703512645834184,0.3654402559361408,0.8994333277194728
3.172006,0.3927820587480653,0.13342059427213454,0.3620308939938517,0.8882335470140514
3.174307,0.3890866439693213,0.1299265311065632,0.3581139094756842,0.8771270845515687
3.176609,0.38455779728233,0.1269835790928666,0.3550550834668813,0.8665964598420779
3.1789110000000003,0.3808298985374123,0.12369352859825727,0.3515938441457775,0.8561172712814471
3.181212,0.37665304228985536,0.1207284213623748,0.3481224232830372,0.8455038869352673
3.183514,0.3726667263214963,0.11739821452755345,0.3442325895425671,0.8342975303916168
3.1858150000000003,0.3682450282393466,0.1145540378794358,0.34041887494671297,0.8232179410654954
3.188117,0.36389702512523264,0.11179294331451536,0.3371462365635429,0.8128362050032909
3.190419,0.3601264608725048,0.10899769278205823,0.332547088755728,0.8016712424102909
3.19272,0.35538477148177844,0.10631875716607724,0.3288148264929661,0.7905183551408218
3.1950220000000003,0.3507710786144828,0.10366428460792654,0.325444736211275,0.7798800994336843
3.197323,0.346098720673948,0.10091796019113003,0.32197913337232703,0.768995814237405
3.199625,0.3414646647233793,0.09850719507702443,0.3175632533139696,0.7575351131143733
3.201927,0.3369527872724489,0.09617951204611608,0.3132622792255102,0.7463945785440752
3.204228,0.3324777573055364,0.09365612455256538,0.3089879710794321,0.7351218529375338
3.20653,0.32795278930107336,0.09141798554465844,0.3051534085649889,0.7245241834107208
3.208832,0.32260214675341936,0.08952325248063328,0.3011079426880748,0.7132333419221275
3.211133,0.3183404443255579,0.08746697092150245,0.2967017593360379,0.7025091745830983
3.213435,0.31299465013106426,0.08476726478472214,0.29222866871038944,0.6899905836261758
3.215736,0.3081273883934874,0.08281345112820117,0.2881895056925836,0.6791303452142722
3.218038,0.30378423363253376,0.08092056433269153,0.2832228527152216,0.6679276506804468
3.22034,0.2982595352064268,0.079019830895991,0.2790789652691543,0.6563583313715722
3.222641,0.29376123314434505,0.0774518873592082,0.2745593304531675,0.6457724509567208
3.224943,0.2884421048922328,0.07549622743417178,0.2694050462085037,0.6333433785349083
3.227245,0.2833532734152324,0.07361995705530153,0.2648451700612869,0.6218184005318208
3.229546,0.2786726732743252,0.07251450378164982,0.2598479724590153,0.6110351495149904
3.231848,0.27377826075905104,0.07069085205547115,0.25539427524600783,0.5998633880605301
3.234149,0.26858955320694944,0.06892489622040167,0.2505885875935662,0.5881030370209173
3.236451,0.2636980497035713,0.0677649780255429,0.24567575133628294,0.5771387790653971
3.238753,0.25875854750390664,0.06591501697301846,0.2405917682124429,0.5652653326893678
3.241054,0.2531916684053055,0.06474402116706675,0.2354641499101605,0.5533998394825327
3.2433560000000003,0.2485580972900527,0.06301083659814725,0.2309828170841397,0.5425517509723397
3.245658,0.2435463546283004,0.06191046056291316,0.22576744358965675,0.5312242587808703
3.247959,0.23846382601040836,0.0600817315983169,0.2205137681052078,0.5190593257139331
3.250261,0.2339204342639363,0.0589241212391025,0.21531730318804987,0.5081618586910887
3.252562,0.22846070377017666,0.05775912580582612,0.2104277390259358,0.4966475686019386
3.254864,0.2233490850333231,0.0560060938503651,0.20605840315791685,0.485413582041605
3.257166,0.2189894458716246,0.054901102143842265,0.20106120555564524,0.4749517535711121
3.259467,0.2138322526150647,0.05372087499531307,0.1960882497191749,0.4636413773295527
3.261769,0.20879093499903484,0.05258218888838248,0.1911739589559436,0.4525470828433609
3.264071,0.2042077867566487,0.0511000968375701,0.18639493724588327,0.44170282084010215
3.266372,0.19954803453433065,0.05026235249866495,0.18144525350458215,0.43125564053757776
3.2686740000000003,0.1947345895168326,0.048596095163432114,0.17693870924212807,0.4202693939223928
3.270975,0.1899012662513775,0.047450947116697284,0.17229932010308305,0.4096515334711578
3.273277,0.18506745815060635,0.046291028921838534,0.16757314544246954,0.3989316325149144
3.275579,0.1810665971227665,0.04517080550006288,0.16295266488074947,0.3891900675035789
3.27788,0.17649896361049322,0.04407135259908653,0.15869435630010026,0.37926467250968005
3.280182,0.1718804223900373,0.0429229735824496,0.15422078083913587,0.3690241768116228
3.282484,0.1673937563755402,0.04236401578938395,0.1498368999116361,0.35959467207656026
3.284785,0.16335168434583822,0.041173634164019535,0.14564695311054646,0.3501722716204042
3.287087,0.15883835238895974,0.040064488353336855,0.14171639320353024,0.3406192339458268
3.289388,0.15522196576672787,0.03899180634583516,0.13745178176377268,0.3316655538763357
3.29169,0.15135491928611094,0.038407923927810346,0.13382763777648446,0.32359048099040577
3.293992,0.14703067310248233,0.037265545283848775,0.1299562277780233,0.3142524461643544
3.296293,0.1435728276285907,0.036445802062969684,0.12627147937623187,0.30629010906779225
3.298595,0.13973923478477954,0.035556362205630715,0.12269581892054612,0.29799141591095635
3.300897,0.13626054139229882,0.034960940609384074,0.11920258046858465,0.29042406247026753
3.3031980000000005,0.1327721512934976,0.03394780076150704,0.11583345985752562,0.28255341191253025
3.3055,0.1293652135277886,0.03343038401003999,0.11288953981862067,0.27568513735644923
3.307801,0.1259039742066848,0.03290419748312436,0.10955096383247123,0.2683591355222804
3.310103,0.12324513733360265,0.03262587250441372,0.1066841326088143,0.2625551424468307
3.3124050000000005,0.11988959211139233,0.032473093784756636,0.1039792363807098,0.2563419222768588
3.314706,0.1176578951517284,0.0324634008750503,0.10188474781548096,0.2520060438422597
3.317008,0.1150422086217725,0.032990510536223684,0.0995599624751402,0.2475926816331364
3.31931,0.11318383485544795,0.033479310125700566,0.09797455099173784,0.2446376959728864
3.321611,0.11139915605715923,0.034170276117623986,0.09667955586263456,0.2422489880374178
3.323913,0.11007070729125024,0.03616009201019706,0.0957123094071643,0.2419431087086116
3.326214,0.10884601328297062,0.03831745677055117,0.09553340517555102,0.2426968752290728
3.3285160000000005,0.1087398343487611,0.040888385678375806,0.0955809190365215,0.2452091390636584
3.330818,0.10810179107287196,0.04473647083179304,0.09681821876301776,0.2496564806676828
3.3331190000000004,0.1089032238502616,0.04868610075356241,0.0980642455252025,0.2556535701290265
3.335421,0.1096096289057103,0.053140223547190384,0.0993500287833013,0.262099881236202
3.3377230000000004,0.1108149295013489,0.05810068548119241,0.10061544895812703,0.26953106394066834
3.340024,0.11142630683485666,0.06301037503101839,0.10185323351993934,0.2762899153858144
3.3423260000000004,0.1122447088483072,0.06825516231640642,0.1024646108534471,0.2829644820181607
3.344627,0.11233585788771992,0.07228833588850188,0.10253539680958676,0.2871595905858085
3.3469290000000003,0.11163430118543144,0.07581332405170776,0.1018871719920611,0.2893347972292003
3.349231,0.11033639704443204,0.07846825817698734,0.10014806771347876,0.2889527229348981
3.351532,0.10841693402828832,0.08062331510169707,0.0980278828765006,0.287068132006486
3.3538339999999995,0.10622741774111856,0.08147952212575718,0.09577970151609183,0.2834866413829676
3.356135,0.10370724376841964,0.08207448215487494,0.09363818392520856,0.2794199098485032
3.3584370000000003,0.10187214209726432,0.08203340268040521,0.09221034391951438,0.2761158886971839
3.360739,0.10033860799267663,0.08199324634019323,0.09165520748266556,0.2739870618155354
3.3630400000000003,0.09964965700860487,0.0825863601007955,0.09210949817378114,0.2743455152831815
3.365342,0.09982419772237393,0.08435739317428259,0.09341515967983698,0.2775967505764935
3.3676440000000003,0.10097713610388184,0.08672477097827408,0.09521486837292244,0.2829167754550783
3.3699449999999995,0.10222849605454283,0.0901777546693757,0.0971323920478021,0.28953864277172064
3.372247,0.10399669045208668,0.0927736082021595,0.0989577970126369,0.2957280956668831
3.3745480000000003,0.1059544554581964,0.0954266960589236,0.10058684367448154,0.3019679951916016
3.37685,0.10721163343264972,0.0978300760989672,0.10112064735742528,0.3061623568890422
3.3791519999999995,0.1080663980948021,0.0992443177818352,0.10145760790206278,0.3087683237787001
3.381453,0.10846250854799468,0.10051916619178344,0.10039242471275543,0.3093740994525336
3.3837550000000003,0.10786761561523177,0.10110489487832372,0.09913961025614636,0.30811212074970185
3.386057,0.1074036282177957,0.1011501284569533,0.09735881014038583,0.30591256681513485
3.388358,0.10625262917755188,0.10115612882962867,0.09546843724320364,0.3028771952503842
3.39066,0.10449849500417276,0.10054085984684047,0.0934369772690581,0.2984763321200713
3.392961,0.10302362597282416,0.10059163223101654,0.09190732184699864,0.2955225800508393
3.395263,0.10132039950762764,0.09995420802604242,0.09063656848369664,0.2919111760173667
3.397565,0.10015437057258708,0.10000036473892976,0.09019051999295344,0.2903452553044703
3.3998660000000003,0.09842884168285344,0.09995743899594453,0.09012264304870993,0.2885089237275079
3.402168,0.0976138335166151,0.10063317327261516,0.08960823277840721,0.2878552395676375
3.40447,0.09641774479198097,0.10058470872408344,0.08966592818101421,0.2866683816970786
3.406771,0.09518044506548468,0.10057963148566584,0.08936339094381449,0.28512346749496503
3.409073,0.09399744689438322,0.10056532290467077,0.0881319092411105,0.2826946790401645
3.411374,0.0924227017879334,0.10018591472473684,0.0866861303287234,0.2792947468413937
3.413676,0.08998107113643057,0.09957710768175287,0.08477733368953222,0.2743355125077157
3.415978,0.08757968181615783,0.09896460810173792,0.08176505187106775,0.2683093417889635
3.418279,0.0852039887676344,0.0984038040401568,0.079479538191325,0.2630873309991162
3.420581,0.08289180914551028,0.09726281009758184,0.07716832823983294,0.25732294748292506
3.422883,0.0809558617286217,0.0960784288448928,0.0752522590709014,0.2522865496444159
3.425184,0.07878622368940899,0.0949134334116164,0.07361836405589653,0.2473180211569219
3.427486,0.07761922508373638,0.0938149036448978,0.07248384941639757,0.2439179781450317
3.429787,0.07643331790073876,0.09320563503478498,0.07183804877545202,0.2414770017109757
3.432089,0.07528813688428725,0.09148629747973168,0.07078401679841329,0.23755845116243224
3.434391,0.07412550179645888,0.0903254561506152,0.06963204808753742,0.2340830060346115
3.436692,0.07283390051456776,0.08922554168250996,0.06900370151796878,0.2310631437150465
3.438994,0.07127951849139101,0.08752189740983837,0.0674275019055709,0.2262289178068003
3.441296,0.06915254595998853,0.08521590803398706,0.06647770952147758,0.2208461635154532
3.443597,0.06756131645279385,0.08306685148195267,0.06517156318010571,0.21579973111485226
3.445899,0.06569857916862508,0.08082963560830347,0.06343827692531566,0.20996649170224424
3.4482,0.06415680286366499,0.07858688092910779,0.062388123630805085,0.20513180742357787
3.450502,0.06298350139888402,0.0763602810994227,0.0611023403727063,0.20044612287101304
3.452804,0.061278820427739474,0.0742546118575024,0.05968710608522877,0.19522053837047065
3.455105,0.06019666800237125,0.07266312839714703,0.05879937262158666,0.1916591690211049
3.457407,0.0590849406227255,0.07043283603043096,0.05749855946869109,0.18701633612184754
3.459709,0.058020727104050214,0.06836963096436703,0.05685760718090579,0.18324796524932305
3.46201,0.05692499928983327,0.06622703635213686,0.055800181356654856,0.178952216998625
3.464312,0.05583605917004072,0.06411905927457222,0.055248923602334216,0.17520404204694714
3.466613,0.05472918014355521,0.0624417243282464,0.054149801940905115,0.17132070641270672
3.468915,0.0540974397267744,0.06101502033289884,0.0536586637657716,0.16877112382544485
3.471217,0.05311710271777146,0.0594073820230329,0.05319419153301947,0.16571867627382386
3.473518,0.052542572868281616,0.05834577762662418,0.05263032806048217,0.16351867855538796
3.47582,0.05191616563997707,0.056848915427687864,0.05265844850881163,0.16142352957647654
3.478122,0.05156708421243894,0.056334729646122926,0.052641964108066784,0.16054377796662864
3.4804230000000005,0.05115061067597329,0.05529297263625575,0.05264293377869883,0.1590865170909279
3.482725,0.05067062371310836,0.05478571036162392,0.052640024766802684,0.15809635884153495
3.4850260000000004,0.05048784079896687,0.053788263796128576,0.05261820717758155,0.15689431177267701
3.487328,0.0504863862930188,0.05275435342745224,0.05299686355939722,0.15623760327986824
3.4896300000000005,0.05049462849339123,0.051735674774028725,0.05356266637319861,0.15579296964061856
3.491931,0.050454387162161135,0.050776538280229884,0.054004836181413586,0.1552357616238046
3.4942330000000004,0.05109000626147015,0.050143729746544505,0.05467003023500013,0.1559037662430148
3.496535,0.05106091614250865,0.049617081652499985,0.05515922906886956,0.1558372268638782
3.4988360000000003,0.05150114660945952,0.049041969009923775,0.05584672554699326,0.15638984116637655
3.501138,0.05239469809689394,0.04908258691726464,0.056532767519168914,0.1580100525333275
3.503439,0.05295565255753508,0.04905258505388787,0.05726341434041887,0.1592716519518418
3.5057410000000004,0.053997563651673214,0.04991756185339656,0.05812157284978345,0.1620366983548532
3.508043,0.05504189892239146,0.050490828227457284,0.05875670711377645,0.1642894342636252
3.5103440000000004,0.05682027486157185,0.05219493406725772,0.06045023687265243,0.16946544580148198
3.512646,0.05887646143683465,0.05471970626219503,0.06217334158580594,0.17576950928483565
3.5149470000000003,0.062230067317780885,0.0589033507183032,0.06451800517410375,0.18565142321018785
3.517249,0.06626001846458225,0.06424137456372365,0.0678105218052308,0.19831191483353672
3.5195510000000003,0.07114085559100781,0.07165321951917214,0.07237912498813615,0.2151732000983161
3.5218519999999995,0.07679064152864931,0.07921184282160235,0.07698748466695557,0.2329899690172072
3.524154,0.08183486815657537,0.08842010704262594,0.08214855660604367,0.252403531805245
3.526456,0.08648152982536078,0.09776914923795592,0.08753992532024375,0.27179060438356045
3.528757,0.0900450693981459,0.1062970635110202,0.09129836869007099,0.2876405015992371
3.5310589999999995,0.09180162774810516,0.11414416626899625,0.0946437323706448,0.30058952638774616
3.53336,0.09207652937229142,0.11964189234100688,0.09520274749002183,0.3069211692033201
3.5356620000000003,0.08997476827732225,0.12208727498977798,0.09352279311999458,0.3055848363870948
3.537964,0.08582118412493446,0.12108798215576712,0.08988943726170183,0.2967986035424034
3.540265,0.08111876639480617,0.1165572392187462,0.0846706699200067,0.2823466755335591
3.542567,0.07638580403976829,0.10967481176011548,0.08008461266572442,0.2661452284656082
3.5448690000000003,0.07155781396278947,0.10238620522807618,0.07507093066270798,0.24901494985357364
3.5471699999999995,0.06786918687846984,0.0952656091309468,0.07132072949325315,0.2344555255026698
3.549472,0.06427025432761486,0.0890810711711726,0.06765440483347067,0.22100573033225812
3.5517730000000003,0.06120124677717542,0.0831979365465527,0.06416359055808935,0.2085627738818175
3.554075,0.05849538087843886,0.07792083956214353,0.060969980331431424,0.1973862007720138
3.556377,0.05612162717117955,0.07275451868866396,0.057957698512966935,0.18683384437281048
3.558678,0.05347830502821023,0.06804884180980003,0.05515632005697341,0.17668346689498368
3.5609800000000003,0.05112879308675217,0.06330762426201282,0.05251396758463613,0.16695038493340114
3.563282,0.04907260651148935,0.059636319318954085,0.049672832632728536,0.15838175846317198
3.565583,0.046588795187492316,0.05618333562785247,0.047338350586067265,0.15011048140141206
3.567885,0.044597091709260836,0.05316745600779391,0.04467272601856077,0.14243727373561554
3.570186,0.04263205417341076,0.050863312900458084,0.042343577160375775,0.1358389442342446
3.572488,0.04010024415312723,0.048350079883742604,0.03979867658655957,0.12824900062342942
3.57479,0.03817593278382327,0.0459328528298328,0.037653280313148116,0.12176206592680415
3.577091,0.03622980382529816,0.043498086225025816,0.03569696981298648,0.11542485986331046
3.579393,0.0342594331009718,0.041071166261409664,0.033767810090522266,0.10909840945290372
3.581695,0.032793775940627656,0.0391122753664711,0.03170483582083508,0.10361088712793384
3.583996,0.03097321932895308,0.03692490874274023,0.02972719256676835,0.09762532063846166
3.586298,0.029126481610213136,0.03456999325122833,0.028031238631312242,0.09172771349275373
3.588599,0.02762737081306326,0.03268264526126515,0.026153471452346685,0.0864634875266751
3.590901,0.02604438350624102,0.0306231327322322,0.0248196894979614,0.08148720573643461
3.593203,0.024588907887533408,0.028571466844390093,0.023284700887425645,0.07644507561934916
3.595504,0.023400576527955668,0.02670027370393748,0.021981948393265973,0.07208279862515912
3.597806,0.02218751856726065,0.0249583193595694,0.02070683151211973,0.06785266943894977
3.600108,0.020723315912864592,0.023645160877924683,0.019302263601594764,0.06367074039238403
3.602409,0.019787098917619952,0.0218427412396742,0.01835053187623732,0.05998037203353147
3.604711,0.018429075197433403,0.020455270450280862,0.01742255708136511,0.056306902729079386
3.607012,0.01749043402560864,0.01872116274710364,0.016492642945228803,0.05270423971794108
3.609314,0.01658185264337744,0.017575091566111076,0.015597152116530281,0.0497540963260188
3.611616,0.01565969587229753,0.016371786061138215,0.014643965885224762,0.04667544781866051
3.613917,0.014832081987842537,0.014980622734713896,0.013747020550578169,0.0435597252731346
3.616219,0.0143540343662417,0.01410041421995239,0.012939769749396228,0.041394218335590316
