Wavelength,CO_NH3_10K,H2O_CH4_10_0.6_a_V3,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,0.00015599091077363715,0.2403273470047701,0.07310757458713125,0.31359091250267496
2.854382,0.00016841056927472292,0.25030381028552223,0.07816585310145348,0.32863807395625044
2.8566830000000003,0.0001778495097355481,0.26057486786592016,0.0833503153461467,0.3441030327218024
2.858985,0.00018033344143576524,0.2708369832921973,0.08845678213545312,0.3594740988690862
2.861286,0.00017933986875567836,0.2817767152862937,0.09437698494975068,0.3763330401048001
2.863588,0.0001778495097355481,0.2932221757745543,0.09932398332390316,0.392724008608193
2.8658900000000003,0.00017884308241563495,0.3040297626021991,0.10424018094497296,0.4084487866295877
2.868191,0.00018182380045589556,0.3157325584146022,0.1091568753523828,0.4250712575674409
2.870493,0.00018530130483619957,0.3275754479748975,0.1143249436478546,0.4420856929275883
2.872795,0.0001877852365364167,0.3392573787610188,0.11864946873793268,0.4580946327354879
2.875096,0.0001872884501963733,0.3510277375156678,0.12362080964274726,0.4748358356086114
2.877398,0.0001828173731359824,0.3631796281794701,0.1279766322722481,0.4913390778248542
2.879699,0.00017735272339550466,0.3752624655420065,0.13245963220479998,0.507899450470202
2.882001,0.0001778495097355481,0.3872414745594737,0.13673894973793407,0.5241582738071433
2.884303,0.000185798091176243,0.39839730861148903,0.14074205406600407,0.5393251607686693
2.886604,0.00019474024529702469,0.4113221988203989,0.14489965894582751,0.5564165980115234
2.888906,0.0001992113223574156,0.4239882633461463,0.14920779008668414,0.5733952647551879
2.891208,0.0002011984677175893,0.4358450629239629,0.15316220935342986,0.5892084707451103
2.893509,0.0002121277671985448,0.4476959010656988,0.1570550271140102,0.6049630559469075
2.895811,0.00023945101590093344,0.4595651203020165,0.16096523239649202,0.6207698037144094
2.898112,0.0002682646236234524,0.4717120431024184,0.165609191103218,0.6375894988292599
2.900414,0.00027273570068384333,0.4830556623909701,0.16955019713878253,0.6528785952304365
2.902716,0.0002488899563617586,0.4950336778357571,0.1741857104777278,0.6694682782698467
2.905017,0.00025882568316262723,0.5060717735251822,0.1782787331333456,0.6846093323416904
2.907319,0.0003755704730728334,0.5178133186721087,0.1826772793880901,0.7008661685332715
2.909621,0.0005842207358910742,0.5277773622943598,0.1871185492680784,0.7154801322983293
2.911922,0.0007486570144454497,0.5367215035605016,0.19188223348275488,0.729352394057702
2.9142240000000004,0.0007407084330047547,0.5493572641195063,0.19674577175178004,0.7468437443042909
2.916525,0.0006194925660341577,0.5593853931796229,0.20203008805082198,0.7620349737964791
2.918827,0.0005683235730096843,0.5697895894991526,0.2071176769592068,0.7774755900313691
2.921129,0.0007407084330047547,0.579904656168777,0.21204480387975755,0.7926901684815393
2.92343,0.0011381375050394992,0.58932074445796,0.2171930007216276,0.8076518826846272
2.925732,0.001714409659489878,0.5989737998313439,0.22270484516440947,0.8233930546552433
2.928034,0.0024312723481725485,0.6077679116227926,0.2286101443885057,0.8388093283594709
2.930335,0.0032599119633649905,0.6158779486240018,0.233199953384167,0.8523378139715337
2.932637,0.004172508470024772,0.6257187892339221,0.2403596381168729,0.8702509358208198
2.9349380000000003,0.005119880020487594,0.6334721336429798,0.2460483384967102,0.8846403521601776
2.93724,0.0060339668861675065,0.641560808831567,0.2518478222303772,0.8994425979481118
2.939542,0.006852670774559078,0.6493692965243696,0.25798710782063394,0.9142090751195626
2.941843,0.007568043104221619,0.6540266684622768,0.26414080021475195,0.9257355117812504
2.944145,0.008199955328756862,0.662791469859663,0.26998996258242325,0.9409813877708432
2.946447,0.008803053945569586,0.6718056579997511,0.2756895922617416,0.9562983042070624
2.948748,0.009556678823415472,0.6748892108124007,0.2819913269851925,0.9664372166210088
2.95105,0.010659544498311888,0.6838010609664398,0.2878583736611053,0.9823189791258571
2.953351,0.012203556443166869,0.6902692191138052,0.2936464313089514,0.9961192068659236
2.955653,0.014122145288414597,0.6970891019899215,0.2976197284566187,1.0088309757349547
