Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_CH4_10_0.6_a_V3,H2O_40K,all
3.03621,0.012783598339427849,0.8011907456621737,0.3827682077604308,1.1967425517620325
3.038511,0.012777325246478559,0.8000963322153288,0.3827551790289208,1.1956288364907282
3.040813,0.012794696888491972,0.8016211763476174,0.3835788843877235,1.197994757623833
3.043115,0.012832335446187709,0.8011806122043327,0.3837805884533237,1.197793536103844
3.045416,0.012886380554673888,0.7997416611908881,0.3826832797328097,1.1953113214783715
3.047718,0.012951041666612713,0.7985270938867836,0.3827247786553972,1.1942029142087935
3.05002,0.013021010780277856,0.797084282508447,0.3823874792729701,1.1924927725616952
3.052321,0.01309049734833152,0.7953447055790481,0.3809171627947791,1.1893523657221587
3.054623,0.013164326826888536,0.7931891743325501,0.3802459418492052,1.1865994430086435
3.056924,0.01324828976328671,0.7882686567322501,0.3787225453537509,1.1802394918492878
3.059226,0.01334431633997198,0.7867032787685969,0.37818788481622695,1.1782354799247958
3.061528,0.013442755644714666,0.7841950066801041,0.37629630601921055,1.1739340683440294
3.063829,0.01353299167406213,0.7799466751166012,0.374975096134968,1.1684547629256312
3.066131,0.013605856061396178,0.777380015009119,0.3730502216907593,1.1640360927612745
3.068433,0.01365748844182494,0.7721883067751653,0.3706177092632697,1.1564635044802598
3.070734,0.013683545904845064,0.7679144002942536,0.3691276084150078,1.1507255546141066
3.073036,0.01368306335923358,0.7631854533017127,0.3664388642678203,1.1433073809287666
3.075337,0.01365604080499049,0.7586794423816773,0.3638152637781831,1.1361507469648509
3.077639,0.013604890970173212,0.7538771484561909,0.3623073087422963,1.1297893481686605
3.079941,0.013538299675788451,0.7471504626321073,0.35977635701006394,1.1204651193179598
3.082242,0.013466400379677371,0.7423510639802897,0.3562079322131416,1.1120253965731086
3.084544,0.013398361448458162,0.7366604035840617,0.3536465801073857,1.1037053451399057
3.086846,0.013341421066303078,0.7312558927354436,0.35056214855878154,1.0951594623605283
3.089147,0.013302334871772892,0.7248896684831384,0.3475698832219707,1.085761886576882
3.0914490000000003,0.013291236322708766,0.7187536184875108,0.34467653973551404,1.0767213945457337
3.09375,0.013318258876951856,0.7103838648563249,0.3415510918099337,1.0652532155432104
3.096052,0.01339064071867442,0.7051110889596418,0.3382668863781752,1.0567686160564915
3.098354,0.013493905479531946,0.6985952755677766,0.33498219840080523,1.0470713794481137
3.100655,0.013605856061396178,0.6915037852614112,0.3310610327618882,1.0361706740846957
3.102957,0.0137033302749159,0.6843872025832487,0.3281194347142832,1.0262099675724476
3.105259,0.013761718293905434,0.6766650251626739,0.32399366973609695,1.0144204131926764
3.10756,0.013756410292179113,0.6691807427285608,0.32050052205456603,1.0034376750753058
3.109862,0.01368692372412545,0.6613977645609392,0.31596990130834496,0.9910545895934098
3.112163,0.013577385870318636,0.6534154950557748,0.3124883347214896,0.9794812156475832
3.114465,0.013453854193778793,0.6454428764628402,0.3088055466146456,0.9677022772712645
3.116767,0.013328392334793014,0.6371874861415758,0.30451475103733194,0.9550306295137008
3.119068,0.013207755931922074,0.6285725993397563,0.30096948842976073,0.9427498437014391
3.12137,0.013098218078115259,0.6203876606777686,0.2965049764323129,0.9299908551881968
3.123672,0.013006051866321859,0.6116642011133653,0.29216592629385096,0.916836179273538
3.125973,0.012938978026325616,0.6027438629394765,0.2878206030624397,0.9035034440282416
3.128275,0.012897479103738016,0.5939576724455801,0.28355538240253464,0.8904105339518528
3.130576,0.01286852636704899,0.5850117593542825,0.27937026431413603,0.8772505500354675
3.132878,0.01283909108474848,0.5757787316241523,0.27528358553048,0.8639014082393808
3.13518,0.0128057954375561,0.5665900980902784,0.27033315010226805,0.8497290436301026
3.137481,0.012771534699140752,0.5572755201518073,0.2661982167574637,0.8362452716084117
3.139783,0.01273920414317134,0.5483870299882764,0.26132740135514665,0.8224536354865943
3.142085,0.01270542595036748,0.5390295054903833,0.2566534645623149,0.8083883960030658
3.144386,0.012666339755837292,0.5293341990644516,0.25232647806414,0.7943270168844289
3.146688,0.012617602649077431,0.5200360276767709,0.2473326135308945,0.7799862438567429
3.148989,0.01255680190203048,0.5112647960968305,0.2432266329227792,0.7670482309216402
3.151291,0.012483454969084946,0.5011173444329385,0.2382429018473749,0.7518437012493985
3.153593,0.012398526941463804,0.4919899941917231,0.2333687086257774,0.7377572297589643
3.155894,0.012308773457727826,0.4825837325870702,0.22877632204128645,0.7236688280860846
3.158196,0.012218537428380359,0.4730264342060227,0.22373806331178445,0.7089830349461875
3.160498,0.012128301399032895,0.4635762609507246,0.21916739127981028,0.6948719536295678
3.162799,0.012032274822347628,0.45438473214318204,0.2145224072236676,0.6809394141891972
3.165101,0.01192707987904417,0.4444621467342414,0.2097312118472453,0.6661204384605308
3.167402,0.01181078638667658,0.4355649707497037,0.20446856940840336,0.6518443265447837
3.1697040000000003,0.011681946708410416,0.4260950131243349,0.2000460388791547,0.6378229987119001
3.172006,0.011544421209137543,0.4156088144411813,0.19533928898474207,0.6224925246350609
3.174307,0.011407378255476157,0.4067791948422513,0.19044627648429668,0.6086328495820241
3.176609,0.011281916396490378,0.39793509887497697,0.1854393832195412,0.5946563984910086
3.1789110000000003,0.011168035632180207,0.3887744529865692,0.1809623250361948,0.5809048136549442
3.181212,0.011057050141538944,0.3792475549790453,0.17625461005055926,0.5665592151711435
3.183514,0.010941239194782841,0.3703735411838589,0.17129066334522575,0.5526054437238676
3.1858150000000003,0.010822050428746352,0.3609986450439524,0.16647292796017188,0.5382936234328706
3.188117,0.01070527439076728,0.35213862507149896,0.1616310652945438,0.5244749647568101
3.190419,0.010595253991348984,0.3429292420763313,0.15736101917852402,0.5108855152462043
3.19272,0.010493436867325907,0.3343172505481806,0.15305043923113953,0.4978611266466461
3.1950220000000003,0.01040127065553251,0.3250432064410742,0.14791181101444892,0.4833562881110557
3.197323,0.01031682517352285,0.3165846644173753,0.14379762713093838,0.4706991167218365
3.199625,0.010238170238850998,0.3081724467723789,0.13867154510014634,0.4570821621113762
3.201927,0.010161928032236565,0.29948662576567114,0.13476051291907046,0.4444090667169782
3.204228,0.010092924009794384,0.2905918625091909,0.1303191631109739,0.4310039496299593
3.20653,0.010039843992531172,0.28246145150130103,0.1260158213477617,0.4185171168415939
3.208832,0.01000896107339621,0.2735551071501452,0.12168931739519832,0.4052533856187397
3.211133,0.00999496725066318,0.2659289563062558,0.11733000034105398,0.3932539238979729
3.213435,0.009988211612102407,0.2580378879216619,0.11306864004604088,0.3810947395798052
3.215736,0.009984833792822022,0.2501333082599463,0.10883478485088233,0.3689529269036506
3.218038,0.009988694157713892,0.24224513514902124,0.10473555988132777,0.3569693891880629
3.22034,0.010004135617281373,0.2348655651126001,0.10062764909076648,0.34549734982064795
3.222641,0.010030193080301496,0.2272833259193557,0.09717262251254276,0.3344861415122
3.224943,0.010057215634544588,0.2197010867261113,0.09306953717809632,0.3228278395387522
3.227245,0.010078930187061356,0.2122969068635045,0.08902628749947387,0.3114021245500397
3.229546,0.010096784374686257,0.20524739802533815,0.08567452568210766,0.3010187080821321
3.231848,0.01011512110792264,0.19821960373968864,0.08201972522072963,0.2903544500683409
3.234149,0.010137318206050893,0.19125888329403531,0.07844792260452682,0.2798441241046131
3.236451,0.010159997849790629,0.18434448722708446,0.07512752625190705,0.26963201132878223
3.238753,0.010177852037415528,0.1780178317149209,0.07177190406964895,0.25996758782198537
3.241054,0.010186537858422237,0.17162892781887587,0.0688824209480842,0.2506978866253823
3.2433560000000003,0.010183160039141848,0.16514882280226045,0.0653482568895771,0.24068023973097935
3.245658,0.01016434076029398,0.1590841895571325,0.06275650441029781,0.2320050347277243
3.247959,0.010137318206050893,0.15320581891803728,0.059679793591477334,0.22302293071556556
3.250261,0.010114638562311156,0.1474857232395088,0.056889714865878224,0.21449007666769812
3.252562,0.010107400378138898,0.1422423826251262,0.0542752827428592,0.2066250657461243
3.254864,0.01011270837986522,0.13704343620700016,0.05185772922932555,0.19901387381619093
3.257166,0.01012332438331786,0.13210940732957868,0.049449344082410085,0.19168207579530666
3.259467,0.010135388023604957,0.1267237157598084,0.04702213965664676,0.1838812434400601
3.261769,0.010144556390223148,0.12197015894108185,0.044638846881528464,0.17675356221283345
3.264071,0.0101488993007265,0.11751529785586375,0.042333726495470514,0.16999792365206076
3.266372,0.0101488993007265,0.11320037499797594,0.04044359533528862,0.16379286963399106
3.2686740000000003,0.010146486572669082,0.10890861432943937,0.03867989112531547,0.15773499202742391
3.270975,0.01014503893583463,0.1049430544942658,0.036590951173202255,0.15167904460330267
3.273277,0.010142626207777212,0.10085155025449496,0.0350144746604848,0.146008651122757
3.275579,0.010135388023604957,0.0973941109482138,0.03330143773971745,0.1408309367115362
3.27788,0.010120429109648959,0.0936818875590692,0.031723996135777026,0.1355263128044952
3.280182,0.010096301829074773,0.09043146032011458,0.03004908031831689,0.13057684246750625
3.282484,0.01006300618188239,0.08737260368891901,0.028823897010759613,0.12625950688156098
3.284785,0.010021024713683305,0.08429685796132151,0.02721702012451868,0.1215349027995235
3.287087,0.00997180506131196,0.08160811381413398,0.02613949577407544,0.11771941464952138
3.289388,0.009917277407214296,0.07901250096996283,0.024994897583635958,0.11392467596081307
3.29169,0.00985502902333289,0.07676866387656332,0.023888420496503682,0.1105121133963999
3.293992,0.009780234453552908,0.07464160282114289,0.02276264158491207,0.10718447885960786
3.296293,0.009689515878593959,0.07280262149577828,0.021655199406556826,0.10414733678092906
3.298595,0.0095872162089594,0.07141530286276246,0.020563681233380555,0.1015662003051024
3.300897,0.00948057362882149,0.07028325085822155,0.01948374415487989,0.09924756864192294
3.3031980000000005,0.009372483411849129,0.06987212199723739,0.018846783947721327,0.09809138935680783
3.3055,0.009260532829984892,0.07003329223147295,0.017749957772818733,0.09704378283427656
3.307801,0.009141344063948405,0.07095736707746438,0.017026139355593092,0.09712485049700588
3.310103,0.009019742569854496,0.07321954090410024,0.016042228853777697,0.09828151232773244
3.3124050000000005,0.008910687261659165,0.07717738000949008,0.015547137056395356,0.1016352043275446
3.314706,0.008825276688426541,0.08341717731158661,0.014905351393121952,0.1071478053931351
3.317008,0.008754342483538426,0.09107083325533058,0.014204695165247527,0.11402987090411655
3.31931,0.00867665264008954,0.09890447871215798,0.01354939822485258,0.1211305295771001
3.321611,0.008579178426569821,0.10512159637051477,0.013076020979987007,0.1267767957770716
3.323913,0.008468675481540039,0.108146192263295,0.012180898870684628,0.12879576661551967
3.326214,0.008358172536510257,0.10493147339959018,0.011759636551859302,0.12504928248795974
3.3285160000000005,0.008252977593206798,0.09584272680729353,0.011306043677064564,0.11540174807756487
3.330818,0.008149230286737787,0.08253315375134836,0.010693693296091671,0.10137607733417782
3.3331190000000004,0.008044035343434326,0.06836271932451618,0.010408508839704766,0.08681526350765525
3.335421,0.00794173567379977,0.05675894500516612,0.009744526078303109,0.074445206757269
3.3377230000000004,0.007853429826898241,0.049094190512358034,0.009318438303362946,0.06626605864261922
3.340024,0.007788286169347934,0.044565982494194405,0.009030358573307138,0.061384627236849475
3.3423260000000004,0.0077463047011488454,0.041473347670194984,0.008615851893042589,0.05783550426438641
3.344627,0.007723625057409109,0.03963243616238442,0.00826118086860202,0.05561724208839555
3.3469290000000003,0.007718799601294271,0.03810662693887276,0.007774774892226387,0.05360020143239341
3.349231,0.007733758515250269,0.03680182360542066,0.007455329697424138,0.051990911818095065
3.351532,0.007770914527334518,0.03590477131367235,0.007205853616287033,0.0508815394572939
3.3538339999999995,0.007827854909489602,0.035032811393721185,0.006793277118468414,0.0496539434216792
3.356135,0.007896376386320297,0.034410810100518614,0.006355125703241157,0.04866231219008007
3.3584370000000003,0.007967793136819893,0.03356297746114164,0.006363811524247865,0.0478945821222094
3.360739,0.00803148915753575,0.03288114051211508,0.005791512429028122,0.046704142098678965
3.3630400000000003,0.008076848445015224,0.03228181886265225,0.005595598910765714,0.04595426621843319
3.365342,0.008093737541417154,0.031762117239084245,0.005309931908767327,0.045165786689268725
3.3676440000000003,0.00807395317134632,0.031054222827037563,0.005036811092667517,0.044164987091051384
3.3699449999999995,0.008010257150630464,0.030562508848935608,0.004879501223323811,0.04345226722288988
3.372247,0.007910370209053327,0.029946780648682333,0.004417222527522365,0.04227437338525802
3.3745480000000003,0.007804210174526897,0.029428526661948763,0.004356421780475411,0.04158915861695108
3.37685,0.007724590148632076,0.02885622756672902,0.004202007184800608,0.04078282490016169
3.3791519999999995,0.00769032941021673,0.028229883363023095,0.003870980895322745,0.03979119366856257
3.381453,0.007710113780287562,0.027776290488228363,0.00372525212065465,0.039211656389170575
3.3837550000000003,0.0077902163517938675,0.027354545623791558,0.003366720731322213,0.038511482706907636
3.386057,0.007912300391499259,0.02696754404338157,0.003390365466284918,0.03827020990116575
3.388358,0.008051756073218069,0.026368704939530228,0.0031659817569449685,0.03758644276969327
3.39066,0.008189281572490941,0.0258938800578302,0.002889965667176256,0.0369731272974974
3.392961,0.008321016524426007,0.025524250119433642,0.002916988221419347,0.036762254865279
3.395263,0.008444548200965851,0.025286837678583626,0.0027148016102076502,0.03644618748975713
3.397565,0.008559876602110468,0.02487570881759946,0.002504411723600729,0.035939997143310656
3.3998660000000003,0.0086689319103058,0.024702957488688275,0.002572933200431424,0.0359448225994255
3.402168,0.008770749034328873,0.024423563579639176,0.0024368553379930024,0.03563116795196105
3.40447,0.008843130876051439,0.023951633971608054,0.0024214138784255227,0.03521617872608502
3.406771,0.008851334151446663,0.02370601825536282,0.002329730212243607,0.034887082619053086
3.409073,0.008775574490443713,0.023439170532212297,0.0019002646180230585,0.03411500964067907
3.411374,0.008649147540234967,0.023162189351220615,0.0019287348091006,0.03374007170055618
3.413676,0.008517895133911383,0.0225623851561463,0.0019330777196039546,0.03301335800966164
3.415978,0.008409322371327537,0.02246684112507252,0.001978437007083428,0.03285460050348348
3.418279,0.008321981615648975,0.02206343299387209,0.0014259222819345196,0.03181133689145558
3.420581,0.008252977593206798,0.021789347086549317,0.0014432939239479347,0.031485618603704045
3.422883,0.008216786672345516,0.021491616444263832,0.0014432939239479347,0.031151697040557282
3.425184,0.008241879044142671,0.021295220380389945,0.0014428113783364512,0.030979910802869062
3.427486,0.00835334708039542,0.02109110358673231,0.0014428113783364512,0.03088726204546418
3.429787,0.008550708235492279,0.021075179581553343,0.0014423288327249672,0.031068216649770587
3.432089,0.008824794142815055,0.02075718202358555,0.0014365382853871625,0.031018514451787767
3.434391,0.009159680797184787,0.02069396854848117,0.0014336430117182595,0.031287292357384214
3.436692,0.00952014236896316,0.02079964603739612,0.0009814977737579737,0.03130128618011725
3.438994,0.009867575209231469,0.021009553378391558,0.0009660563141904931,0.031843184901813516
3.441296,0.010166270942739915,0.021236349815788917,0.000964608677356042,0.03236722943588488
3.443597,0.010381003739850193,0.021378218225565147,0.000964608677356042,0.03272383064277138
3.445899,0.010480408135815848,0.02146314625318629,0.000964608677356042,0.03290816306635819
3.4482,0.010463036493802431,0.0211982287124817,0.000964608677356042,0.03262587388364018
3.450502,0.010344330273377424,0.020456073562019682,0.000964608677356042,0.03176501251275315
3.452804,0.010154207302452822,0.01968110530997676,0.000964608677356042,0.03079992128978562
3.455105,0.00998338615598757,0.019017605094186586,0.000964608677356042,0.029965599927530194
3.457407,0.009937061777285127,0.018672102436364205,0.000964608677356042,0.029573772891005375
3.459709,0.01005914581699052,0.018234916112359917,0.000964608677356042,0.029258670606706474
3.46201,0.010291250256114213,0.01818521391437709,0.000964608677356042,0.029441072847847343
3.464312,0.010566301254659956,0.017948766564750043,0.0009665388598019773,0.029481606679211975
3.466613,0.010831701340976023,0.017791939241017823,0.0009795675913120386,0.029603208173305886
3.468915,0.011045951592474816,0.017680471204765073,0.0006702558543509468,0.029396678651590832
3.471217,0.011178169090021369,0.017560317347505617,0.00048544088515266553,0.02922392732267965
3.473518,0.011247655658075027,0.017473941683050026,0.0005201841691794964,0.02924178151030455
3.47582,0.011293980036777472,0.017306980901476643,0.0006268267493174081,0.02922778768757152
3.478122,0.011346577508429202,0.01708066700969076,0.00048013288342634415,0.028907377401546305
3.4804230000000005,0.011407860801087638,0.0169248047771815,0.0004825456114837629,0.028815211189752905
3.482725,0.0114773473691413,0.016986088069839936,0.00048302815709524657,0.028946463596076482
3.4850260000000004,0.011548281574029413,0.016701386159064517,0.00048302815709524657,0.028732695890189182
3.487328,0.0116081172298534,0.016634312319068274,0.0004825456114837629,0.02872497516040544
3.4896300000000005,0.011644790696326169,0.016671950876764006,0.0004825456114837629,0.028799287184573936
3.491931,0.011663609975174034,0.016422957341238383,0.0004825456114837629,0.02856911292789618
3.4942330000000004,0.011679051434741513,0.016255031468442042,0.00048302815709524657,0.0284171110602788
3.496535,0.01170076598725828,0.01613632524801703,0.00048302815709524657,0.02832011939237056
3.4988360000000003,0.011720067811717631,0.016264682380671712,0.00048302815709524657,0.028467778349484586
3.501138,0.011724410722220987,0.016178306716216118,0.0004825456114837629,0.02838526304992087
3.503439,0.011704143806538671,0.016037885943274346,0.0004825456114837629,0.028224575361296782
3.5057410000000004,0.011654924154167324,0.015891674622994758,0.00048302815709524657,0.02802962693425733
3.508043,0.011574821582661021,0.015750288758830014,0.00048302815709524657,0.027808138498586283
3.5103440000000004,0.011480725188421685,0.015598286891212638,0.00048302815709524657,0.02756204023672957
3.512646,0.01140400043619577,0.015465586848054604,0.00047965033781486026,0.027349237622065238
3.5149470000000003,0.011371669880226356,0.015525422503878587,0.00046227869580144483,0.02735937107990639
3.517249,0.0113644316960541,0.015377281001153072,0.0008391468183702637,0.027580859515577438
3.5195510000000003,0.01134512987159475,0.015270638421015163,0.0009708817703053311,0.027586650062915243
3.5218519999999995,0.011292049854331536,0.015275946422741481,0.0007349169662897709,0.027302913243362783
3.524154,0.011223045831889359,0.01531551516288315,0.0007320216926208682,0.02727058268739338
3.526456,0.011163210176065372,0.01529380061036638,0.0009573704931837855,0.02741438127961554
3.528757,0.011130879620095957,0.015178954754833244,0.0009655737685790095,0.027275408143508213
3.5310589999999995,0.011134257439376346,0.01538934464144017,0.000964608677356042,0.027488210758172555
3.53336,0.011183477091747688,0.015132630376130803,0.000964608677356042,0.027280716145234533
3.5356620000000003,0.01129253239994302,0.015083893269370941,0.000964608677356042,0.02734103434667
3.537964,0.011480242642810204,0.015185710393394015,0.000964608677356042,0.02763056171356026
3.540265,0.011753846004521498,0.015469929758557953,0.000964608677356042,0.028188384440435494
3.542567,0.012075703927381169,0.015614693442003084,0.000964608677356042,0.02865500604674029
3.5448690000000003,0.012396114213406386,0.01583762951450858,0.000964608677356042,0.029198352405271005
3.5471699999999995,0.012668752483894713,0.01611075033060839,0.000964608677356042,0.029744111491859144
3.549472,0.012853084907481507,0.016314384578654542,0.000964608677356042,0.030132078163492088
3.5517730000000003,0.012912438017694013,0.0160986866903213,0.000964608677356042,0.029975733385371357
3.554075,0.012844881632086285,0.01568321491883378,0.000964608677356042,0.029492705228276107
3.556377,0.012679851032958838,0.014939129585925812,0.000964608677356042,0.028583589296240695
3.558678,0.012448229139446631,0.014326296659341438,0.0009655737685790095,0.02774009956736708
3.5609800000000003,0.012182346507519079,0.013837477954908386,0.0009568879475723018,0.02697671240999977
3.563282,0.011915016238757074,0.013501626209315687,0.0008801631953463836,0.026296805643419147
3.565583,0.011671813250569258,0.013370856348603586,0.0008212926307453644,0.02586396222991821
3.567885,0.011456115362236015,0.0130494809713554,0.0009699166790823637,0.02547551301267378
3.570186,0.011267440028145864,0.012972273673517996,0.000964608677356042,0.025204322379019903
3.572488,0.011103374520241384,0.012922571475535171,0.0009641261317445585,0.024990072127521117
3.57479,0.01095668065435032,0.01274402959928618,0.000964608677356042,0.024665318930992542
3.577091,0.010822050428746352,0.012713146680151216,0.0009641261317445585,0.024499323240642128
3.579393,0.010696106024149088,0.012766709243025916,0.0009641261317445585,0.024426941398919558
3.581695,0.010577399803724082,0.012561627358145316,0.0009699166790823637,0.024108943840951764
3.583996,0.010464966676248369,0.012337726194416851,0.0007479456977998324,0.02355063856846505
3.586298,0.010363632097836776,0.012215159609099972,0.00046662160630479876,0.023045413313241548
3.588599,0.0102767738877697,0.012245559982623451,0.00048061542903782793,0.023002949299430975
3.590901,0.010204874591658615,0.01227499526492396,0.00048302815709524657,0.022962898013677818
3.593203,0.010136835660439408,0.012128783944644379,0.00048302815709524657,0.02274864776217904
3.595504,0.010060110908213488,0.01195941043501358,0.0004825456114837629,0.022502066954710832
3.597806,0.009975182880592345,0.01188992386695992,0.0004825456114837629,0.022347652359036033
3.600108,0.009892667581028622,0.011916946421203008,0.00048302815709524657,0.022292642159326883
3.602409,0.009820768284917543,0.011883650774010629,0.00048302815709524657,0.022187447216023417
3.604711,0.009759002446647623,0.011751433276464078,0.0004825456114837629,0.021992981334595464
3.607012,0.009700131882046605,0.01160039650006966,0.0004825456114837629,0.021783073993600025
3.609314,0.00963981368061113,0.011485550644536524,0.00048302815709524657,0.021608392482242902
3.611616,0.009575152568672307,0.011498096830435102,0.00048302815709524657,0.021556277556202656
3.613917,0.009506148546230128,0.011367326969723002,0.00048302815709524657,0.021356503673048376
