Wavelength,H2O_40K,CH3OH,HNCO_NH3,all
3.003987,0.3706074541317497,0.18498263705888865,0.003324225954681102,0.5589143171453195
3.006289,0.37259662163633017,0.1887730896800606,0.0031597046043522377,0.5645294159207429
3.0085900000000003,0.3752781705336843,0.19263412245756698,0.003179089295176485,0.5710913822864279
3.010892,0.3779413288269232,0.19652448079298696,0.003295397440121966,0.5777612070600321
3.013194,0.3802679887691873,0.20041533617176147,0.003405741064813833,0.5840890660057626
3.015495,0.3821855820307243,0.20435937518946398,0.003516581732860167,0.5900615389530485
3.0177970000000003,0.38429950741727614,0.20744402624729166,0.0036279194442609694,0.5953714531088288
3.020098,0.3861758460803924,0.2115287285343085,0.0037496950661055975,0.6014542696808064
3.0224,0.3875675674729024,0.21477044529214795,0.003860038690797464,0.6061980514558478
3.024702,0.3888061995122363,0.2178078772313011,0.003969885272134864,0.6105839620156722
3.027003,0.390025446860746,0.22054062159416546,0.004079234810117793,0.6146453032650292
3.029305,0.3915687664763687,0.2242132749403285,0.004189081391455193,0.6199711228081525
3.031607,0.3931543347771211,0.22692911982914096,0.004310857013299821,0.6243943116195619
3.0339080000000003,0.39340832393125424,0.2289292222875197,0.00442070359463722,0.6267582498134111
3.03621,0.3942682089344837,0.23183941112792905,0.004535023566164829,0.6306426436285776
3.038511,0.39425478876391307,0.2339245079999217,0.0046985508297847575,0.6328778475936195
3.040813,0.3951032417699897,0.2359946935712804,0.004881462784228933,0.6359793981254991
3.043115,0.3953110058921572,0.2380489737552961,0.005064871782027578,0.6384248514294809
3.045416,0.39418072930409737,0.2397588028946656,0.00524380738963601,0.6391833395883989
3.047718,0.3942234750325816,0.24140252526789086,0.005426222300725717,0.6410522226011981
3.05002,0.3938760417278085,0.2429706970512369,0.0055972052146626644,0.6424439439937081
3.052321,0.3923615506267449,0.2446094489909175,0.0057766378656255645,0.6427476374832879
3.054623,0.39167016332068016,0.2453729075833801,0.005958555733360804,0.6430016266374211
3.056924,0.3901009974506251,0.24614978634641346,0.006140473601096044,0.6423912573981346
3.059226,0.3895502734138747,0.24700818021957946,0.006313444688450862,0.642871898321905
3.061528,0.3876018634643606,0.24784967461869356,0.00647945716884313,0.6419309952518972
3.063829,0.3862409587598276,0.2486240681649545,0.0066365228688549755,0.641501549793637
3.066131,0.3842582528188553,0.2485758549595711,0.00678961222203108,0.6396237200004575
3.068433,0.3817526572689828,0.24867526363046466,0.006934748881535697,0.6373626697809831
3.070734,0.380217787390386,0.24947103004096774,0.007090323451484141,0.6367791408828379
3.073036,0.37744826181929103,0.2494973733387545,0.0072329748942164184,0.6341786100522621
3.075337,0.3747458371010492,0.2494769945612213,0.0073890465075193285,0.6316118781697899
3.077639,0.3731925766183371,0.2486519025928047,0.007533686123669477,0.6293781653348112
3.079941,0.3705855842241532,0.24867824589059145,0.007684787303427709,0.6269486174181723
3.082242,0.3669099486178633,0.2486096539076749,0.007832409179704668,0.6233520117052429
3.084544,0.36427164249234784,0.24784669235856674,0.007980528099336092,0.6200988629502507
3.086846,0.3610945413705892,0.24700320978603474,0.008117712065169223,0.6162154632217931
3.089147,0.358012375529534,0.2462457157138257,0.008242469947140658,0.6125005611905003
3.0914490000000003,0.3550321035761446,0.2453122682941351,0.008362754438921882,0.6087071263092015
3.09375,0.35181275376925625,0.244053257477268,0.0084939738845014,0.6043599851310255
3.096052,0.3484298766987479,0.2429523064471216,0.008621216983245174,0.6000034001291147
3.098354,0.3450465025848852,0.2421719483806071,0.008740010344962993,0.5959584613104553
3.100655,0.3410075282864793,0.24048200097541636,0.008868247530415705,0.5903577767923113
3.102957,0.3379775519976431,0.23937458838166195,0.008986046805424587,0.5863381871847296
3.105259,0.33372783131694284,0.2372959530732773,0.00906557374213945,0.5800893581323596
3.10756,0.33012973447394994,0.23573126059341246,0.009101360863661137,0.5749623559310234
3.109862,0.3254629944188511,0.2341248164717723,0.009136650941828351,0.5687244618324517
3.112163,0.32187682661636546,0.2318587958187533,0.009161006066197278,0.562896628501316
3.114465,0.3180833917350667,0.22950778075212025,0.009195302057655563,0.5567864745448424
3.116767,0.3136636822271384,0.2272333103620753,0.009227609875695974,0.5501246024649097
3.119068,0.310011904701863,0.22483159687328655,0.00926339699721766,0.5441068985723673
3.12137,0.3054132595863263,0.22211972833130986,0.009299184118739343,0.5368321720363755
3.123672,0.3009438457429512,0.21947645177224973,0.009300675248802749,0.5297209727640037
3.125973,0.2964679703359681,0.2166741213397599,0.0092395389162032,0.5223816305919312
3.128275,0.2920746041258265,0.21378182606011134,0.00919033162411088,0.5150467618100487
3.130576,0.2877637471125267,0.2107130803896268,0.009133171638347077,0.5076099991405005
3.132878,0.28355428694353835,0.2069956931415616,0.009076011652583272,0.4996259917376832
3.13518,0.2784551191700525,0.2042366054809104,0.009023822100364148,0.491715546751327
3.137481,0.27419595466561736,0.2005833368255716,0.00896467394118247,0.4837439654323714
3.139783,0.2691787990456187,0.19694547651422128,0.008906519868709729,0.4750307954285497
3.142085,0.2643644371142429,0.19336179392850794,0.008857809619971879,0.4665840406627227
3.144386,0.25990744935472954,0.18988149636052395,0.008801146677562542,0.458590092392816
3.146688,0.2547635476793416,0.1863117309887357,0.008749454168697884,0.4498247328367752
3.148989,0.2505342057761745,0.18212811707417967,0.008690803052870675,0.4413531259032248
3.151291,0.2454007420112304,0.17887844762266875,0.008632648980397936,0.43291183861429705
3.153593,0.2403801070877504,0.17468141353754207,0.008584932818369018,0.4236464534436615
3.155894,0.2356497454832797,0.170776143901488,0.008528766919314151,0.4149546563040819
3.158196,0.2304601158192807,0.1664866597524303,0.008472601020259282,0.4054193765919703
3.160498,0.22575212116576104,0.16283836153063613,0.008419914424685686,0.3970103971210829
3.162799,0.22096758183565332,0.15863436883854692,0.008361760352212946,0.3879637110264132
3.165101,0.2160324383691419,0.15526292376519138,0.008304600366449142,0.3795999625007824
3.167402,0.2106116835453153,0.1511265289693098,0.008260860551255968,0.3699990730658811
3.1697040000000003,0.2060562812016173,0.14756769855131982,0.008217617779417265,0.3618415975323544
3.172006,0.20120812032213767,0.14367535204248194,0.008183321787958981,0.3530667941525787
3.174307,0.19616810070783355,0.13991273384916025,0.008150019883209634,0.3442308544402034
3.176609,0.19101077886187492,0.13674358542107307,0.00811622093510582,0.33587058521805385
3.1789110000000003,0.18639921061912204,0.13320066039042613,0.008082421987002006,0.32768229299655016
3.181212,0.18155005565293356,0.13000765388132454,0.008049120082252658,0.3196068296165108
3.183514,0.17643697066552255,0.12642148607883885,0.008016315220857778,0.3108747719652192
3.1858150000000003,0.17147448981451538,0.12335870492860786,0.007993948269906723,0.30282714301303004
3.188117,0.1664871567957848,0.12038539158218108,0.007960149321802909,0.2948326976997688
3.190419,0.16208882015209866,0.11737529702752365,0.007926350373699093,0.28739046755332137
3.19272,0.15764873186663714,0.11449045739819215,0.007892551425595279,0.2800317406904246
3.1950220000000003,0.1523557171849088,0.11163196106664744,0.007858752477491465,0.2718464307290477
3.197323,0.14811792554471578,0.10867455310756363,0.007824953529387649,0.26461743218166706
3.199625,0.1428378339902036,0.10607849566717796,0.007791154581283834,0.2567074842386654
3.201927,0.13880929760224153,0.10357190603059653,0.007779225540776605,0.25016042917361464
3.204228,0.13423451056771926,0.10085457001172066,0.007828432832868925,0.2429175134123089
3.20653,0.12980187793257486,0.09844440678590596,0.007881119428442517,0.2361274041469233
3.208832,0.12534538721641594,0.09640404381581537,0.00792485924363569,0.22967429027586705
3.211133,0.12085509755215322,0.09418971567166104,0.007980528099336092,0.22302534132315036
3.213435,0.11646570768884748,0.09128250909137846,0.008023770871174797,0.2157719876514007
3.215736,0.1121046492967464,0.08917852457191598,0.008068007729722436,0.2093511815983848
3.218038,0.10788226600054183,0.08714014977524323,0.008120197281941563,0.20314261305772668
3.22034,0.1036509359239569,0.08509332524154456,0.008165925270552606,0.19691018643605407
3.222641,0.10009210550596696,0.08340486896641723,0.008208173955682373,0.19170514842806652
3.224943,0.09586574586292668,0.08129889627353687,0.008265830984800649,0.1854304731212642
3.227245,0.0917010195958404,0.07927841503762498,0.008308079669930416,0.1792875143033958
3.229546,0.0882485564557066,0.07808799620367443,0.008353310615186994,0.17468986327456798
3.231848,0.08448395008896696,0.07612417791017187,0.00840550016740612,0.16901362816654494
3.234149,0.08080483517919579,0.07422249003597782,0.008448742939244823,0.16347606815441842
3.236451,0.07738467985710241,0.07297342008620007,0.008502423621527352,0.15886052356482985
3.238753,0.07392824037013282,0.07098127032149285,0.008546163436720527,0.15345567412834618
3.241054,0.07095194476357926,0.06972027133120788,0.008588412121850294,0.14926062821663744
3.2433560000000003,0.06731159923545657,0.06785387353518102,0.008656507061412393,0.14382197983204995
3.245658,0.06464197937860966,0.06666892217812963,0.008725596087683427,0.14003649764442272
3.247959,0.06147283095052253,0.06469963640772794,0.008792696940536589,0.13496516429878705
3.250261,0.058598926274989326,0.06345305167472252,0.00886476822693443,0.13091674617664628
3.252562,0.055905945380482415,0.06219851424804562,0.00892888681966078,0.1270333464481888
3.254864,0.053415758174598385,0.060310743587776675,0.009003443322830963,0.12272994508520603
3.257166,0.05093501479244926,0.059120821797180576,0.009068058958911787,0.11912389554854162
3.259467,0.048434886719475885,0.05784988193980625,0.009130686421574738,0.11541545508085685
3.261769,0.045979989591759085,0.056623675984334015,0.009208225184871726,0.11181189076096484
3.264071,0.04360561348746607,0.05502766977313768,0.009270852647534678,0.10790413590813842
3.266372,0.04165869466801544,0.054125536084778506,0.0093354682836155,0.10511969903640944
3.2686740000000003,0.03984200120743538,0.05233120957514949,0.009408533656722277,0.10158174443930716
3.270975,0.03769030052594397,0.05109804501271472,0.00947116111938523,0.09825950665804392
3.273277,0.03606645988689745,0.04984897506293697,0.009547208752618814,0.09546264370245323
3.275579,0.03430195597853652,0.04864265084164345,0.009607848041863893,0.09255245486204383
3.27788,0.032677121252781056,0.047458693571301,0.009601883521610278,0.08973769834569233
3.280182,0.030951883769423087,0.04622204970538494,0.009588463351039644,0.08676239682584767
3.282484,0.02968989069242917,0.045620130203124346,0.00958001361401369,0.0848900345095672
3.284785,0.028034736322051168,0.044338255391951714,0.00956858161686093,0.08194157333086381
3.287087,0.02692483851152442,0.04314386021116543,0.00954770579597328,0.07961640451866311
3.289388,0.02574585167472664,0.0419887314553821,0.009539753102301795,0.07727433623241052
3.29169,0.02460613126293181,0.04135997161198025,0.009531800408630308,0.07549790328354236
3.293992,0.02344652911695828,0.040129789309672266,0.009510924587742657,0.07308724301437322
3.296293,0.02230581461845452,0.03924704031213734,0.00950048667729883,0.07105334160789069
3.298595,0.0211815025506482,0.038289237768077765,0.009489054680146072,0.06895979499887203
3.300897,0.02006911952334911,0.03764805184081421,0.009477125639638841,0.06719429700380218
3.3031980000000005,0.01941302229545153,0.03655704167775724,0.009459729122232469,0.06542979309544122
3.3055,0.01828324275074606,0.03599985607739875,0.009452273471915448,0.06373537230006028
3.307801,0.01753767771904426,0.03543322665330539,0.009442829648180558,0.062413734020530215
3.310103,0.016524206319284276,0.03513350951056126,0.009420959740583972,0.061078675570429515
3.3124050000000005,0.016014239837600242,0.0349689881602324,0.009414001133621423,0.060397229131454074
3.314706,0.01535317217615798,0.034958550249788584,0.009397101659569515,0.059708824085516074
3.317008,0.014631465225470637,0.03552617376059088,0.009385172619062286,0.0595428116051238
3.31931,0.013956480350103271,0.03605254267297235,0.009374237665263994,0.059383260688339615
3.321611,0.013468880819370293,0.03679661657461075,0.0093633027114657,0.05962880010544675
3.323913,0.012546865396832398,0.038939370475721734,0.009343420977286986,0.06082965684984111
3.326214,0.012112946548381949,0.04126255111450454,0.009336462370324436,0.06271196003321093
3.3285160000000005,0.011645725795182152,0.04403108259889057,0.00932801263329848,0.0650048210273712
3.330818,0.011014977778362429,0.04817493304508919,0.009306142725701896,0.0684960535491535
3.3331190000000004,0.010721225155871915,0.05242813302927073,0.009297195945321472,0.07244655413046412
3.335421,0.010037293500124129,0.05722460139988566,0.009290237338358924,0.07655213223836871
3.3377230000000004,0.009598404218129004,0.06256632633035182,0.009270852647534678,0.08143558319601553
3.340024,0.009301669335511685,0.06785337649182656,0.009259917693736384,0.08641496352107463
3.3423260000000004,0.008874709094023787,0.07350128012864494,0.009248982739938093,0.0916249719626068
3.344627,0.008509382228489903,0.07784444495998517,0.009236556656076395,0.09559038384455147
3.3469290000000003,0.008008362527186294,0.08164036505805629,0.009221148312087892,0.09886987589733047
3.349231,0.007679319826528564,0.08449935843295546,0.009213692661770871,0.10139237092125487
3.351532,0.007422348412268676,0.08682005385496594,0.00920275770797258,0.1034451599752072
3.3538339999999995,0.0069973763441986475,0.08774206927750383,0.009183373017148331,0.1039228186388508
3.356135,0.0065460609783418245,0.08838275816141293,0.00917740849689472,0.10410622763664944
3.3584370000000003,0.006555007758722246,0.08833852130286528,0.009157029719361534,0.10405055878094906
3.360739,0.005965514340323354,0.08829527853102659,0.009147088852272178,0.10340788172362213
3.3630400000000003,0.0057637147384093975,0.08893397924151779,0.009140627288664094,0.10383832126859127
3.365342,0.005469465072564421,0.090841134592611,0.009122236684548785,0.1054328363497242
3.3676440000000003,0.005188138533935608,0.09339046995767668,0.009110804687396027,0.10768941317900832
3.3699449999999995,0.0050261024003790825,0.0971088512924508,0.009100366776952196,0.11123532046978207
3.372247,0.004549934866798866,0.0999042231179781,0.009087940693090504,0.11354209867786745
3.3745480000000003,0.004487307404135913,0.1027612283194594,0.009073029392456465,0.11632156511605178
3.37685,0.004328253530706197,0.1053493330661736,0.00906557374213945,0.11874316033901924
3.3791519999999995,0.0039872817895412384,0.10687227390426314,0.00902481618707308,0.11988437188087744
3.381453,0.0038371746964919423,0.1082451076493034,0.008998472889286286,0.12108075523508165
3.3837550000000003,0.003467871484122316,0.10887585566612312,0.008971135504790555,0.12131486265503601
3.386057,0.0034922266084912424,0.10892456591486097,0.008941312903522479,0.1213581054268747
3.388358,0.003261101448663683,0.10893102747846906,0.008901549435165051,0.1210936783622978
3.39066,0.002976792649908063,0.10826846868696338,0.008875703180732721,0.12012096451760415
3.392961,0.003004627077758263,0.10832314345595484,0.00884786875288252,0.12017563928659565
3.395263,0.0027963659122362265,0.10763672658343472,0.008817052064905512,0.11925014456057645
3.397565,0.002579655009688236,0.10768643091888153,0.008779276769965955,0.1190453626985357
3.3998660000000003,0.002650235166022673,0.107640205886916,0.008753430515533626,0.11904387156847228
3.402168,0.002510068940062734,0.10836787735785697,0.008724602000974491,0.1196025482988942
3.40447,0.0024941635527197625,0.10831568780563784,0.008692791226288545,0.11950264258464614
3.406771,0.002399725315370868,0.1083102203287387,0.008657998191475795,0.11936794383558536
3.409073,0.0019573567298944647,0.1082948119847502,0.008631654893688999,0.11888382360833365
3.411374,0.001986682287808069,0.1078862423473776,0.00860133524906646,0.11847425988425213
3.413676,0.00199115567799828,0.10723064216283447,0.008569027431026048,0.1177908252718588
3.415978,0.00203787775331826,0.10657106563145563,0.00853821074304904,0.11714715412782292
3.418279,0.0014687631124525506,0.10596715795577716,0.008509382228489903,0.1159453032967196
3.420581,0.0014866566732133935,0.1047384667835326,0.008477571453803961,0.11470269491054992
3.422883,0.0014866566732133935,0.10346305353596803,0.008446257722472485,0.11339596793165392
3.425184,0.0014861596298589258,0.10220851610929113,0.008419417381331219,0.11211409312048128
3.427486,0.0014861596298589258,0.1010255529256576,0.008386115476581872,0.1108978280320984
3.429787,0.001485662586504458,0.10036945569776004,0.008354801745250395,0.11020992002951488
3.432089,0.0014796980662508436,0.09851796920236723,0.00832597323069126,0.10832364049930933
3.434391,0.0014767158061240364,0.09726790516588052,0.008301121062967867,0.10704574203497244
3.436692,0.0010109861829876439,0.0960834508521836,0.00826334576802831,0.10535778280319956
3.438994,0.000995080795644672,0.0942488638308427,0.008234020210114705,0.10347796483660207
3.441296,0.0009935896655812683,0.09176563523192124,0.008208173955682373,0.10096739885318487
3.443597,0.0009935896655812683,0.08945140137351884,0.008182327701250047,0.09862731874035016
3.445899,0.0009935896655812683,0.08704223223441307,0.008142564232892616,0.09617838613288696
3.4482,0.0009935896655812683,0.0846270985750537,0.008116717978460287,0.09373740621909528
3.450502,0.0009935896655812683,0.08222936143310071,0.008090871724027959,0.09131382282270993
3.452804,0.0009935896655812683,0.07996184965001829,0.00806204320946882,0.08901748252506839
3.455105,0.0009935896655812683,0.07824804416381309,0.008024764957883731,0.0872663987872781
3.457407,0.0009935896655812683,0.07584633067502435,0.008000409833514806,0.08484033017412043
3.459709,0.0009935896655812683,0.07362454688055298,0.007970587232246735,0.08258872377838099
3.46201,0.0009935896655812683,0.07131727162911312,0.007956670018321635,0.08026753131301602
3.464312,0.00099557783899914,0.06904727462925839,0.007945238021168874,0.0779880904894264
3.466613,0.0010089980095697724,0.06724101907912214,0.007936788284142921,0.07618680537283483
3.468915,0.0006903932193558691,0.06570465807046197,0.007930326720534836,0.07432537801035267
3.471217,0.0005000256145946754,0.06397345606685037,0.00792237402686335,0.07239585570830841
3.473518,0.0005358127361163619,0.06283025635157427,0.007911439073065057,0.07127750816075569
3.47582,0.0006456593174537608,0.06121834475303499,0.007899012989203359,0.06976301705969211
3.478122,0.0004945581376955289,0.06066463845615778,0.007889072122114003,0.06904826871596731
3.4804230000000005,0.0004970433544678682,0.05954281160512381,0.007882610558505922,0.0679224655180976
3.482725,0.000497540397822336,0.05899656095856363,0.007875651951543371,0.06736975330792933
3.4850260000000004,0.000497540397822336,0.05792245026955855,0.007865711084454014,0.0662857017518349
3.487328,0.0004970433544678682,0.056809073155550525,0.00785328500059232,0.06515940151061071
3.4896300000000005,0.0004970433544678682,0.055712098472239936,0.007842350046794025,0.06405149187350183
3.491931,0.0004970433544678682,0.05467924238165571,0.007834894396477006,0.06301118013260057
3.4942330000000004,0.000497540397822336,0.05399779594268027,0.00782892987622339,0.062324266216726
3.496535,0.000497540397822336,0.05343066947523243,0.00781998309584297,0.061748192968897726
3.4988360000000003,0.000497540397822336,0.052811353455565466,0.00780805405533574,0.061116947908723525
3.501138,0.0004970433544678682,0.05285509327075864,0.007796125014828513,0.06114826164005504
3.503439,0.0004970433544678682,0.05282278545271823,0.0077886693645114954,0.06110849817169759
3.5057410000000004,0.000497540397822336,0.05375424469899101,0.007782207800903412,0.062033992897716765
3.508043,0.000497540397822336,0.05437157254524011,0.007775249193940862,0.0626443621370033
3.5103440000000004,0.000497540397822336,0.05620665660993546,0.007726538945203009,0.06443073595296081
3.512646,0.0004940610943410611,0.05892548375887473,0.007691248867035793,0.06711079372025157
3.5149470000000003,0.00047616753358021766,0.06343068472377147,0.007644526791715812,0.07155137904906751
3.517249,0.0008643583934196228,0.06917899111819238,0.007595319499623494,0.07763866901123549
3.5195510000000003,0.0010000512291893507,0.0771605133042374,0.007549094467657981,0.08570965900108474
3.5218519999999995,0.0007569970288545633,0.0853000952770032,0.007507342825882681,0.09356443513174044
3.524154,0.0007540147687277558,0.09521611019863717,0.007464100054043976,0.10343422502140892
3.526456,0.0009861340152642504,0.10528372334338383,0.0074198631954963375,0.11368972055414442
3.528757,0.0009945837522902044,0.11446709636053218,0.007378111553721034,0.12283979166654342
3.5310589999999995,0.0009935896655812683,0.1229173304298404,0.007332880608464459,0.13124380070388614
3.53336,0.0009935896655812683,0.12883761382490716,0.007284667403081076,0.1371158708935695
3.5356620000000003,0.0009935896655812683,0.13147094951687796,0.007237945327761097,0.13970248451022033
3.537964,0.0009935896655812683,0.130394850654455,0.0072031522929483435,0.13859159261298462
3.540265,0.0009935896655812683,0.1255158730869984,0.0071534479575015575,0.13366291071008124
3.542567,0.0009935896655812683,0.11810445962852804,0.007109708142308386,0.12620775743641768
3.5448690000000003,0.0009935896655812683,0.11025564801812593,0.0070684535438875545,0.11831769122759475
3.5471699999999995,0.0009935896655812683,0.10258776018875013,0.007023719641985445,0.11060506949631684
3.549472,0.0009935896655812683,0.09592787628223516,0.006974512349893126,0.10389597829770957
3.5517730000000003,0.0009935896655812683,0.0895925616861877,0.00694071340178931,0.09752686475355828
3.554075,0.0009935896655812683,0.08390986501455656,0.006893494283114863,0.0917969489632527
3.556377,0.0009935896655812683,0.07834645874799771,0.006845778121085948,0.08618582653466493
3.558678,0.0009945837522902044,0.07327910174919781,0.006803032392601712,0.08107671789408974
3.5609800000000003,0.0009856369719097825,0.06817347241210386,0.006761777794180878,0.07592088717819452
3.563282,0.0009066070785493916,0.06421998957066644,0.006715552762215368,0.0718421494114312
3.565583,0.0008459677893043117,0.060501608235892325,0.006677777467275809,0.06802535349247242
3.567885,0.000999057142480415,0.057253926957799274,0.006634534695437104,0.06488751879571679
3.570186,0.0009935896655812683,0.05477268653229568,0.0065868185334081895,0.06235309473128513
3.572488,0.0009930926222268008,0.05206628546721813,0.006541090544797145,0.05960046863424207
3.57479,0.0009935896655812683,0.0494632694198699,0.006488403949223551,0.056945263034674724
3.577091,0.0009930926222268008,0.046841365725051896,0.006435220310295489,0.05426967865757418
3.579393,0.0009930926222268008,0.04422791176725985,0.006382533714721896,0.051603538104208535
3.581695,0.000999057142480415,0.04211845977089821,0.006329847119148301,0.049447364032526926
3.583996,0.0007704171994251957,0.03976297131407499,0.006277160523574707,0.046810549037074885
3.586298,0.00048064092377042854,0.03722705611957992,0.006224473928001114,0.04393217097135146
3.588599,0.0004950551810499968,0.035194645843160816,0.006171787332427518,0.04186148835663833
3.590901,0.000497540397822336,0.03297683839552518,0.006119597780208393,0.03959397657355592
3.593203,0.000497540397822336,0.030767480684915506,0.006066911184634799,0.037331932267372636
3.595504,0.0004970433544678682,0.02875246692590277,0.0060147216324156726,0.03526423191278631
3.597806,0.0004970433544678682,0.02687662530614104,0.005962532080196547,0.03333620074080545
3.600108,0.000497540397822336,0.02546253696267995,0.005909845484622953,0.031869922845125236
3.602409,0.000497540397822336,0.023521582663482928,0.005858152975758294,0.029877276037063555
3.604711,0.0004970433544678682,0.022027470339952514,0.005805963423539168,0.02833047711795955
3.607012,0.0004970433544678682,0.02016007845721673,0.005753773871320042,0.026410895683004643
3.609314,0.000497540397822336,0.018925919808073014,0.005702081362455385,0.025125541568350736
3.611616,0.000497540397822336,0.017630127782975284,0.005649891810236258,0.02377755999103388
3.613917,0.000497540397822336,0.016132039112609128,0.0055981993013715994,0.022227778811803062
