Wavelength,H2O_CH4_10_0.6_a_V3,H2O_40K,HNCO_NH3,all
3.3538339999999995,0.0358226880642596,0.0069464435615516065,0.009116528714535265,0.05188566034034647
3.356135,0.03518666265220958,0.0064984132480206454,0.009110607609070098,0.05079568350930033
3.3584370000000003,0.034319714127018064,0.006507294906218396,0.009090377165397444,0.0499173861986339
3.360739,0.033622503958494664,0.005922092316077736,0.009080508656288832,0.04862510493086124
3.3630400000000003,0.033009669542849895,0.005721761581172923,0.009074094125368236,0.04780552524939105
3.365342,0.032478250327351174,0.005429653711558025,0.009055837383517305,0.046963741422426514
3.3676440000000003,0.03175439518423452,0.00515037490378432,0.009044488598042405,0.045949258686061235
3.3699449999999995,0.03125159464515077,0.004989518205313954,0.009034126663478359,0.045275239513943084
3.372247,0.030621983764021362,0.004516816619011465,0.009021791027092595,0.04416059141012542
3.3745480000000003,0.03009204482488892,0.0044546450116272115,0.009006988263429678,0.04355367809994581
3.37685,0.02950684223474826,0.004296748865889429,0.008999586881598218,0.0428031779822359
3.3791519999999995,0.028866375993599376,0.003958259003464056,0.008959125994252913,0.041783760991316345
3.381453,0.028402556065494636,0.0038092445159240225,0.008932974445115092,0.04114477502653376
3.3837550000000003,0.02797130221744832,0.003442629402539107,0.008905836045066413,0.04031976766505384
3.386057,0.027575575002193,0.0034668072498552052,0.008876230517740575,0.03991861276978878
3.388358,0.02696323401200366,0.003237364413079989,0.008836756481306132,0.03903735490638978
3.39066,0.02647770336385997,0.0029551250525737013,0.008811098357623741,0.03824392677405741
3.392961,0.02609973946500016,0.0029827568780778128,0.008783466532119628,0.0378659628751976
3.395263,0.025856974140928312,0.0027760116122524034,0.008752874153882931,0.03738585990706365
3.397565,0.02543657565290146,0.0025608781136846736,0.00871537381927021,0.03671282758585635
3.3998660000000003,0.02525992933985732,0.002630944528355815,0.00868971569558782,0.03658058956380096
3.402168,0.024974236001163014,0.002491798549924393,0.008661097019172847,0.03612713157026026
3.40447,0.024491665905751917,0.0024760089353506147,0.008629517790025288,0.035597192631127816
3.406771,0.02424051234893776,0.002382258098818806,0.008594978008145149,0.03521774845590171
3.409073,0.02396764807208465,0.0019431094434855965,0.00856882645900733,0.034479583974577566
3.411374,0.0236844218606675,0.001972221545356,0.008538727506226066,0.03419537091224956
3.413676,0.0230710940195673,0.0019766623744548752,0.008506654851623078,0.03355441124564525
3.415978,0.022973395779392045,0.0020230443672653487,0.008476062473386382,0.033472502620043774
3.418279,0.02256089209865209,0.001458072220797343,0.008447443796971408,0.03246640811642083
3.420581,0.02228062643996752,0.0014758355371928438,0.008415864567823853,0.03217232654498422
3.422883,0.02197618293396686,0.0014758355371928438,0.008384778764131727,0.031836797235291425
3.425184,0.02177535877360661,0.001475342111737413,0.008358133789538475,0.0316088346748825
3.427486,0.021566639805959482,0.001475342111737413,0.008325074284024627,0.03136705620172152
3.429787,0.02155035676593027,0.0014748486862819824,0.008293988480332502,0.031319193932544766
3.432089,0.021225189390801532,0.0014689275808168155,0.008265369803917526,0.030959486775535876
3.434391,0.021160550656140118,0.0014659670280842325,0.008240698531145998,0.03086721621537035
3.436692,0.021268610830879414,0.0010036273763457853,0.008203198196533276,0.03047543640375848
3.438994,0.021483250903991717,0.0009878377617720071,0.008174086094662872,0.030645174760426594
3.441296,0.021715160868044085,0.0009863574854057152,0.00814842797098048,0.03084994632443028
3.443597,0.021860227951940668,0.0009863574854057152,0.008122769847298091,0.030969355284644482
3.445899,0.021947070832096457,0.0009863574854057152,0.008083295810863646,0.03101672412836582
3.4482,0.02167618025706507,0.0009863574854057152,0.008057637687181256,0.03072017542965204
3.450502,0.02091729190661285,0.0009863574854057152,0.008031979563498867,0.02993562895551743
3.452804,0.02012485062519135,0.0009863574854057152,0.008003360887083892,0.029114568997680963
3.455105,0.01944639062397431,0.0009863574854057152,0.0079663539779266,0.028399102087306626
3.457407,0.01909309799788602,0.0009863574854057152,0.007942176130610502,0.02802163161390224
3.459709,0.018646054535265917,0.0009863574854057152,0.00791257060328467,0.0275449826239563
3.46201,0.01859523171335657,0.0009863574854057152,0.007898754690532613,0.0274803438892949
3.464312,0.01835345324019559,0.0009883311872274376,0.007887405905057708,0.027229190332480738
3.466613,0.018193089967180654,0.001001653674524063,0.007879017672315388,0.027073761314020103
