Wavelength,CO_NH3_10K,HNCO_NH3,H2O_CH3OH_CO_NH3_100K_NASA,all
3.061528,0.005355261244550336,0.006443118189566976,0.4649291018555553,0.4767274812896726
3.063829,0.005420008750137424,0.0065993030122045325,0.4655874505383187,0.4776067623006606
3.066131,0.005494147115313478,0.0067515337886993616,0.4659383721334853,0.4781840530374982
3.068433,0.005601894872702678,0.006895856472908749,0.466125200813729,0.4786229521593405
3.070734,0.005766482043393519,0.007050558528242781,0.4661390399752285,0.4789560805468648
3.073036,0.00600125353311769,0.007192409933612968,0.4661400284867642,0.4793336919534949
3.075337,0.0063156002014641615,0.007347606244714841,0.4661400284867642,0.4798032349329432
3.077639,0.006691234585022838,0.007491434673156386,0.4658815327201837,0.480064201978363
3.079941,0.007010523811047714,0.007641688426579856,0.4648174000520234,0.479469612289651
3.082242,0.007134582008775644,0.007788482389628445,0.4648539749788436,0.4797770393772477
3.084544,0.00700755827644067,0.007935770608444873,0.464267293382417,0.4792106222673026
3.086846,0.006714464606111336,0.008072185200368813,0.4634117366482854,0.4781983864547656
3.089147,0.00635415215135571,0.008196243398096745,0.4623303050282507,0.4768807005777032
3.0914490000000003,0.006033874413795155,0.008315853293914113,0.4607264450616088,0.475076172769318
3.09375,0.005869781498872155,0.008446336816623969,0.4598011982642116,0.4741173165797077
3.096052,0.0059597360486191,0.008572866293191102,0.4579724519232022,0.4725050542650124
3.098354,0.006303738063035994,0.008690993421704948,0.4568816294435785,0.4718763609283194
3.100655,0.006864224103766965,0.008818511409807762,0.4549223995798594,0.4706051350934342
3.102957,0.007585343269046055,0.008935650026785926,0.453641782885385,0.4701627761812169
3.105259,0.008367255893769509,0.009014730949640386,0.4513538729360519,0.4687358597794618
3.10756,0.00910221422054813,0.009050317364924893,0.4492394467612308,0.4673919783467038
3.109862,0.009702240722706331,0.009085409524441557,0.4474833560180941,0.46627100626524204
3.112163,0.010099128104282144,0.009109628057065736,0.4457880587344015,0.4649968148957494
3.114465,0.010236036951973924,0.009143731705046721,0.44379620799000497,0.4631759766470256
3.116767,0.010128783450352565,0.009175858329956346,0.4409013519577639,0.4602059937380728
3.119068,0.009838655314630271,0.00921144474524085,0.4381691060731424,0.4572192061330135
3.12137,0.009417549400430282,0.009247031160525356,0.43629439394572384,0.4549589745066795
3.123672,0.008888695728841094,0.009248513927828878,0.4340860591750132,0.4522232688316832
3.125973,0.008269393251737117,0.009187720468384512,0.4306588896808081,0.4481160034009298
3.128275,0.007583366245974694,0.009138789147368315,0.4287866488322288,0.44550880422557176
3.130576,0.00686966091721321,0.009081949734066673,0.42586312596545295,0.4418147366167329
3.132878,0.006168806238415574,0.009025110320765034,0.42304932787913785,0.4382432444383185
3.13518,0.005499583928759722,0.008973213465141796,0.4202429436293403,0.4347157410232418
3.137481,0.004866442290156215,0.008914397028768792,0.4174454559833638,0.4312262953022888
3.139783,0.004272841112979941,0.008856569103931471,0.41473940565443773,0.4278688158713492
3.142085,0.0037237229549092975,0.008808132038683114,0.4115227891173328,0.4240546441109252
3.144386,0.003225018885158371,0.008751786881149312,0.4079438831024007,0.4199206888687083
3.146688,0.0027811772056377244,0.008700384281293915,0.4052590857714918,0.4167406472584234
3.148989,0.0023897266375081565,0.008642062100688753,0.4027013121729179,0.4137331009111149
3.151291,0.002049184413466146,0.00858423417585143,0.3987240360091065,0.4093574545984241
3.153593,0.00175460797583329,0.008536785622138755,0.3961751590143538,0.4064665526123257
3.155894,0.0015025375342347044,0.008480934720372793,0.3924331485960344,0.4024166208506419
3.158196,0.0012865477636884658,0.008425083818606833,0.3896331896712187,0.399344821253514
3.160498,0.0011041673853553716,0.008372692707215754,0.3861096403022847,0.3955865003948559
3.162799,0.000950948097324859,0.008314864782378431,0.3829251503900893,0.3921909632697926
3.165101,0.000824418620757726,0.00825802536907679,0.37984840823528304,0.3889308522251176
3.167402,0.0007186478864398883,0.008214530861506837,0.37564723420864,0.3845804129565867
3.1697040000000003,0.0006281990809251018,0.008171530609704726,0.3725408367077633,0.3813405663983931
3.172006,0.0005486239023028031,0.00813742696172374,0.3690652301483099,0.3777512810123364
3.174307,0.0004804166063408332,0.008104311825278434,0.3650721377999275,0.3736568662315468
3.176609,0.00042357719303919136,0.008070702433065294,0.3619538781606227,0.3704481577867272
3.1789110000000003,0.0003771171508621972,0.008037093040852148,0.3584253862340103,0.3668395964257247
3.181212,0.0003380709452028085,0.008003977904406843,0.3548865149362734,0.36322856378588303
3.183514,0.0003029787856861427,0.00797135702372938,0.3509211009108901,0.3591954367203056
3.1858150000000003,0.00027134641654435944,0.007949115514176562,0.3470332850410578,0.3552537469717787
3.188117,0.00024366809354529908,0.00791550612196342,0.3436970586081353,0.35185623282364403
3.190419,0.0002194495609211213,0.007881896729750273,0.33900854839440164,0.34710989468507303
3.19272,0.0001977023071361453,0.007848287337537129,0.33520376749356656,0.34324975713823985
3.1950220000000003,0.00017694356488685007,0.007814677945323985,0.33176819565130816,0.339759817161519
3.197323,0.00015519631110187408,0.0077810685531108405,0.32823525542278525,0.336171520286998
3.199625,0.00013394331308473845,0.007747459160897695,0.32373357388929525,0.3316149763632777
3.201927,0.00011269031506760283,0.007735597022469525,0.3193490309727834,0.3271973183103205
3.204228,9.29200843539883e-05,0.007784528343485722,0.3149916721235027,0.3228691205513424
3.20653,7.562113247957558e-05,0.007836919454876799,0.3110826032556533,0.31899514384300964
3.208832,6.128771521220505e-05,0.007880413962446752,0.3069585331287933,0.3149002348064523
3.211133,4.893132101619596e-05,0.007935770608444873,0.3024667367106601,0.31045143864012115
3.213435,3.657492682018688e-05,0.007978770860246984,0.2979067329965649,0.3059220787836321
3.215736,2.3230021088497078e-05,0.008022759623584777,0.29378908819468685,0.3018350778393601
3.218038,1.1367882660328355e-05,0.008074656479208015,0.28872593210893016,0.2968119564707985
3.22034,2.96553460704218e-06,0.00812012800984933,0.2845015280611985,0.2926246216056549
3.222641,3.459790374882544e-06,0.008162139750115758,0.27989407579339065,0.2880596753338813
3.224943,1.2356394196009085e-05,0.008219473419185244,0.2746396427254798,0.2828714725388611
3.227245,2.767832299906035e-05,0.008261485159451673,0.2699911672289412,0.2782803307113919
3.229546,4.596578640915379e-05,0.008306462434325146,0.2648968730298106,0.2732493012505449
3.231848,6.128771521220505e-05,0.008358359289948384,0.26035663954642896,0.2687762865515895
3.234149,7.018431903333158e-05,0.008401359541750494,0.2554575763755953,0.2639291202363791
3.236451,7.710389978309667e-05,0.008454739164677256,0.2504492826800689,0.25898112574452925
3.238753,8.797752667558466e-05,0.008498233672247207,0.24526651669849486,0.25385272789741764
3.241054,0.00010329945547863593,0.008540245412513636,0.24003926769781514,0.2486828125658074
3.2433560000000003,0.00011960989581736792,0.00860795845270777,0.23547086163566666,0.2441984299841918
3.245658,0.00013097777847769626,0.008676660004437578,0.2301541523410079,0.2389617901239232
3.247959,0.00013789735922746136,0.008743384533096027,0.22479839684068967,0.2336796787330132
3.250261,0.00014185140537018427,0.008815051619432879,0.2195009635209767,0.22845786654577974
3.252562,0.00014531119574506682,0.008878810613484285,0.2145163941023066,0.22354051591153595
3.254864,0.00014975949765563007,0.008952948978660339,0.21006216112252926,0.21916486959884526
3.257166,0.00015667907840539517,0.009017202228479588,0.20496786692339866,0.21414174823028365
3.259467,0.00016557568222652172,0.009079478455227472,0.19989828551266006,0.20914333965011409
3.261769,0.00017496654181548858,0.009156582355010571,0.19488850904983013,0.20422005794665615
3.264071,0.0001813918667974133,0.009218858581758456,0.19001662994622767,0.19941688039478356
3.266372,0.00018534591294013623,0.009283111831577704,0.1849707728123454,0.19443923055686324
3.2686740000000003,0.0001897942148506995,0.009355767429450237,0.18037666545026926,0.18992222709457016
3.270975,0.00019720805136830494,0.009418043656198123,0.1756471320078048,0.18526238371537124
3.273277,0.00020659891095727186,0.0094936647886777,0.17082912678289694,0.18052939048253192
3.275579,0.00021697828208191948,0.009553963992354222,0.16611886931537825,0.1758898115898144
3.27788,0.00022587488590304608,0.00954803292314014,0.16177782090643636,0.17155172871547955
3.280182,0.00023279446665281118,0.00953468801740845,0.1572173229365733,0.16698480542063454
3.282484,0.00023625425702769365,0.009526285669355162,0.15274826228376073,0.16251080221014358
3.284785,0.00023773702433121474,0.009514917786694834,0.14847690393808435,0.1582295587491104
3.287087,0.00023971404740257617,0.009494159044445538,0.1444699724282025,0.15420384552005062
3.289388,0.00024515086084882015,0.009486250952160094,0.14012249869427867,0.1498539005072876
3.29169,0.0002535532089021064,0.009478342859874646,0.13642793682967194,0.14615983289844872
3.293992,0.00026195555695539247,0.009457584117625352,0.13248130452346665,0.1422008441980474
3.296293,0.0002688751377051576,0.009447204746500704,0.1287249606878799,0.13844104057208576
3.298595,0.00027282918384788054,0.009435836863840377,0.12507982440005722,0.13478849044774546
3.300897,0.0002753004626870824,0.009423974725412206,0.1215187115927674,0.13121798678086669
3.3031980000000005,0.0002772774857584439,0.009406675773537794,0.11808412826204473,0.12776808152134095
3.3055,0.0002807372761333263,0.009399261937020188,0.11508300723971802,0.12476300645287156
3.307801,0.00028864536841877213,0.00938987107743122,0.1116795620223693,0.12135807846821928
3.310103,0.00029803622800773905,0.009368123823646246,0.10875702766712923,0.1184231877187832
3.3124050000000005,0.00029853048377557947,0.00936120424289648,0.10599957473834784,0.1156593094650199
3.314706,0.0002832085549725282,0.009344399546789908,0.10386438982127746,0.1134919979230399
3.317008,0.00025948427811619065,0.00933253740836174,0.10149443341448293,0.11108645510096084
3.31931,0.00024169107047393765,0.009321663781469251,0.09987821705364494,0.10944157190558812
3.321611,0.00023971404740257617,0.009310790154576764,0.09855805989774333,0.10810856409972266
3.323913,0.0002486106512237027,0.009291019923863148,0.0975720196409018,0.10711165021598863
3.326214,0.0002589900223483504,0.009284100343113385,0.0973896392625687,0.10693272962803044
3.3285160000000005,0.00026689811463379617,0.009275697995060098,0.09743807632781706,0.10698067243751096
3.330818,0.00027431195115140163,0.009253950741275122,0.09869941704734568,0.1082276797397722
3.3331190000000004,0.0002841970665082089,0.009245054137453995,0.0999696543706954,0.1094989055746576
3.335421,0.00029507069340069687,0.00923813455670423,0.10128042066700806,0.11081362591711298
3.3377230000000004,0.000301990274150462,0.009218858581758456,0.1025704282210714,0.1120912770769803
3.340024,0.000301990274150462,0.009207984954865968,0.10383226319636783,0.11334223842538428
3.3423260000000004,0.00029853048377557947,0.009197111327973479,0.10445551971961453,0.1139511615313636
3.344627,0.0002970477164720583,0.009184754933777472,0.10452768106171922,0.11400948371196876
3.3469290000000003,0.00030050750684694087,0.00916943300497442,0.10386686110011667,0.11333680161193806
3.349231,0.00030643857606102524,0.009162019168456815,0.1020939656608733,0.11156242340539113
3.351532,0.00031088687797158846,0.009151145541564326,0.09993258518810738,0.1093946176076433
3.3538339999999995,0.0003118753895072692,0.009131869566618551,0.0976407211926316,0.10708446614875744
3.356135,0.00031236964527510966,0.009125938497404468,0.09545759346608072,0.1048959016087603
3.3584370000000003,0.00031434666834647106,0.009105674010923012,0.09400201022979084,0.10342203090906033
3.360739,0.00031731220295351325,0.009095788895566205,0.09343608737561364,0.10284918847413337
3.3630400000000003,0.00031928922602487465,0.009089363570584279,0.09389920503008004,0.1033078578266892
3.365342,0.00031978348179271507,0.009071076107174187,0.09523023581287417,0.10462109540184107
3.3676440000000003,0.00032027773756055543,0.009059708224513859,0.09706491322309756,0.10644489918517197
3.3699449999999995,0.00032274901639975725,0.009049328853389209,0.09901969478490624,0.1083917726546952
3.372247,0.00032769157407816084,0.009036972459193205,0.10088056775082517,0.11024523178409656
3.3745480000000003,0.0003316456202208838,0.00902214478615799,0.1025412671307688,0.11189505753714768
3.37685,0.00033115136445304344,0.009014730949640386,0.10308544273116103,0.11243132504525448
3.3791519999999995,0.0003286800856138416,0.008974201976677476,0.10342895048981007,0.1127318325521014
3.381453,0.00032818582984600115,0.008948006420981936,0.10234307056786482,0.11161926281869276
3.3837550000000003,0.00033411689906008563,0.008920822353750718,0.10106591366376533,0.11032085291657613
3.386057,0.0003430135028812122,0.008891167007680294,0.09925051222848766,0.10848469273904916
3.388358,0.0003499330836309772,0.008851626546253067,0.09732340898967808,0.10652496861956214
3.39066,0.0003519101067023386,0.008825925246325366,0.09525247732242698,0.10443031267545468
3.392961,0.0003538871297737001,0.008798246923326305,0.09369310037489063,0.10284523442799064
3.395263,0.0003588296874521037,0.008767603065720204,0.09239765600738103,0.10152408876055334
3.397565,0.00036822054704107053,0.008730039627364336,0.0919429407009679,0.1010412008753733
3.3998660000000003,0.0003751401277908357,0.008704338327436641,0.09187374489347024,0.10095322334869772
3.402168,0.0003761286393265165,0.008675671492901896,0.09134933952379164,0.10040113965602004
3.40447,0.0003716803374159532,0.008644039123760112,0.09140815596016463,0.1004238754213407
3.406771,0.0003657492682018688,0.008609441220011288,0.09109974036103224,0.1000749308492454
3.409073,0.0003627837335948266,0.008583245664315748,0.08984433071071772,0.0987903601086283
3.411374,0.0003627837335948266,0.008553096062477488,0.08837046001101775,0.09728633980709007
3.413676,0.0003662435239697092,0.008520969437567864,0.08642457505303024,0.0953117880145678
3.415978,0.00037266884895163386,0.008490325579961759,0.08335376396743807,0.09221675839635146
3.418279,0.000379588429701399,0.008461658745427019,0.0810238422778386,0.08986508945296702
3.420581,0.00038453098737980265,0.008430026376285238,0.07866772503254359,0.08748228239620863
3.422883,0.0003870022662190045,0.008398888262911294,0.07671442623803848,0.08550031676716878
3.425184,0.00038848503352252557,0.008372198451447913,0.07504878430041645,0.08380946778538689
3.427486,0.0003909563123617274,0.00833908331500261,0.07389222580367,0.08262226543103432
3.429787,0.00039392184696876946,0.008307945201628667,0.07323387712090662,0.08193574416950405
3.432089,0.0003973816373436521,0.008279278367093924,0.07215936508162167,0.08083602508605926
3.434391,0.00039985291618285383,0.008254565578701908,0.07098501337723298,0.07963943187211775
3.436692,0.0004028184507898961,0.008217002140346041,0.07034445790211187,0.0789642784932478
3.438994,0.0004062782411647786,0.008187841050043458,0.06873763240086285,0.07733175169207109
3.441296,0.0004102322873075016,0.008162139750115758,0.06776938535166357,0.07634175738908683
3.443597,0.0004127035661467033,0.008136438450188061,0.06643786031310164,0.0749870023294364
3.445899,0.0004117150546110226,0.00809689798876083,0.06467089594307235,0.07317950898644421
3.4482,0.0004087495200039804,0.00807119668883313,0.0636003379499301,0.07208028415876723
3.450502,0.0004057839853969383,0.008045495388905434,0.062289571653617475,0.07074085102791984
3.452804,0.00040430121809341716,0.008016828554370692,0.060846839067291436,0.06926796883975556
3.455105,0.00040479547386125753,0.007979759371782665,0.059941856756375735,0.06832641160201966
3.457407,0.00040825526423614013,0.007955540839158486,0.05861576853126005,0.06697956463465468
3.459709,0.0004127035661467033,0.007925885493088066,0.057962362406175076,0.06630095146540985
3.46201,0.0004151748449859052,0.007912046331588537,0.05688439057651526,0.0652116117530897
3.464312,0.0004127035661467033,0.007900678448928207,0.05632242176848076,0.06463580378355567
3.466613,0.00040677249693261904,0.00789227610087492,0.05520194394278665,0.06350099254059419
3.468915,0.00040133568348637487,0.007885850775892997,0.05470126284996436,0.06298844930934372
3.471217,0.0004018299392542154,0.00787794268360755,0.0542277658243733,0.06250753844723507
3.473518,0.00040430121809341716,0.007867069056715059,0.053652946366374965,0.061924316641183426
3.47582,0.0004028184507898961,0.007854712662519053,0.05368161320090969,0.06193914431421864
3.478122,0.0003949103585044503,0.007844827547162245,0.05366480850480312,0.06190454641046982
3.4804230000000005,0.00038502524314764296,0.007838402222180322,0.053665797016338807,0.061889224481666776
3.482725,0.00037909417393355865,0.007831482641430555,0.05366283148173177,0.061873408297095873
3.4850260000000004,0.000379588429701399,0.007821597526073748,0.053640589972178944,0.06184177592795409
3.487328,0.00038403673161196224,0.00780924113187774,0.05402660372686226,0.06221988159035196
3.4896300000000005,0.00038897928929036593,0.007798367504985251,0.05460340020793198,0.0627907470022076
3.491931,0.0003914505681295677,0.007790953668467646,0.05505416146820239,0.0632365657047996
3.4942330000000004,0.00038897928929036593,0.007785022599253561,0.055732280381679364,0.06390628227022327
3.496535,0.00037909417393355865,0.007776125995432436,0.05623098445143029,0.06438620462079629
3.4988360000000003,0.0003667377797375496,0.0077642638570042674,0.056931839130227924,0.06506284076696972
3.501138,0.0003573469201485827,0.007752401718576099,0.05763121104172204,0.06574095968044671
3.503439,0.00035339287400585977,0.007744987882058494,0.058376054483857465,0.06647443523992183
3.5057410000000004,0.00035240436247017904,0.007738562557076569,0.05925088719293491,0.06734185411248167
3.508043,0.00034943882786313686,0.0077316429763268045,0.059898362248805785,0.06797944405299572
3.5103440000000004,0.00034499052595257364,0.007683205911078446,0.06162479764587218,0.0696529940829032
3.512646,0.0003420249913455314,0.007648113751561781,0.06338138264477683,0.07137152138768413
3.5149470000000003,0.0003440020144168928,0.007601653709384788,0.06577160353805282,0.0737172592618545
3.517249,0.00034894457209529644,0.00755272238836859,0.06912809445745674,0.07702976141792063
3.5195510000000003,0.00035438138554154045,0.007506756601959438,0.07378546655781648,0.08164660454531747
3.5218519999999995,0.00035784117591642305,0.007465239117460847,0.07848336763113914,0.08630644792451643
3.524154,0.0003603124547556249,0.007422238865658734,0.0837447202797998,0.09152727160021416
3.526456,0.0003622894778269863,0.007378250102320944,0.08924084441818463,0.09698138399833256
3.528757,0.0003622894778269863,0.0073367326178223535,0.09307231513048313,0.10077133722613246
3.5310589999999995,0.0003603124547556249,0.00729175534294888,0.09648267992858164,0.10413474772628614
3.53336,0.00035536989707722123,0.0072438125334683655,0.09705255682890156,0.10465173925944717
3.5356620000000003,0.00034795606055961577,0.00719735249129137,0.09533996059333473,0.10288526914518573
3.537964,0.0003420249913455314,0.007162754587542544,0.09163600786913904,0.09914078744802712
3.540265,0.00034004796827417,0.007113329010758508,0.08631583878410537,0.09376921576313804
3.542567,0.00033856520097064885,0.0070698345031885565,0.08164067347610336,0.08904907318026256
3.5448690000000003,0.0003351054105957663,0.0070288112744578074,0.07652957458086618,0.08389349126591975
3.5471699999999995,0.00032769157407816084,0.006984328255352172,0.07270650621662095,0.08001852604605128
3.549472,0.00031731220295351325,0.006935396934335977,0.06896894410021212,0.07622165323750163
3.5517730000000003,0.0003069328318288656,0.006901787542122832,0.06541030257176153,0.07261902294571324
3.554075,0.00030149601838262165,0.0068548332441779975,0.06215463982899705,0.06931096909155766
3.556377,0.00030643857606102524,0.006807384690465323,0.05908382874340488,0.06619765200993122
3.558678,0.00032769157407816084,0.006764878694431053,0.05622801891682326,0.06332058918533247
3.5609800000000003,0.0003514158509344983,0.006723855465700302,0.05353432498209327,0.06060959629872807
3.563282,0.0003573469201485827,0.00667788967929115,0.050637986182548736,0.05767322278198848
3.565583,0.0003420249913455314,0.0066403262409352815,0.048258144660397385,0.0552404958926782
3.567885,0.0003484503163274561,0.006597325989133169,0.04554072644881108,0.0524865027542717
3.570186,0.0004275312391819142,0.006549877435420496,0.04316632174010597,0.050143730414708376
3.572488,0.0005634515753380143,0.006504405904779181,0.04057197321471191,0.0476398306948291
3.57479,0.00065291186931712,0.006452014793388103,0.03838489144201829,0.045489818104723516
3.577091,0.0005985437348546798,0.006399129426229185,0.03639056941878243,0.04338824257986629
3.579393,0.0004354393314673601,0.006346738314838106,0.03442392571854562,0.04120610336485109
3.581695,0.0002827142992046878,0.006294347203447026,0.032320867426384875,0.03889792892903659
3.583996,0.0002332887224206514,0.0062419560920559496,0.030304798149364036,0.03678004296384064
3.586298,0.00025849576658051003,0.00618956498066487,0.028575891473458445,0.035023952220703834
3.588599,0.0002940821818650162,0.00613717386927379,0.026661638884612714,0.033092894935751516
3.590901,0.00030248452991830227,0.006085277013650553,0.02530194126728388,0.03168970281085273
3.593203,0.0002975419722398987,0.006032885902259475,0.023737127506301286,0.030067555380800658
3.595504,0.000296553460704218,0.0059809890466362365,0.022409062258114232,0.02868660476545468
3.597806,0.00030446155298966384,0.0059290921910129975,0.021109169588694077,0.02734272333269673
3.600108,0.0003113811337394289,0.00587670107962192,0.019677310629260543,0.02586539284262189
3.602409,0.0003079213433645464,0.005825298479766521,0.01870708655698991,0.024840306380120976
