Wavelength,H2O_CH4_10_0.6_a_V3,H2O_CH3OH_CO_NH3_120K_NASA,CO_CH3OH_10K,all
3.027003,0.8194132122833089,0.4367432570752015,0.008241988832181238,1.2643984581906915
3.029305,0.824025619226726,0.4405500860356255,0.007975620339658767,1.2725513256020102
3.031607,0.8257617443359332,0.444484373564434,0.007707260307005291,1.2779533782073724
3.0339080000000003,0.8262466843578339,0.4490743756813772,0.007432925653958783,1.2827539856931698
3.03621,0.8266594310499854,0.4521552882640483,0.0071635698512398,1.2859782891652736
3.038511,0.8255302277957035,0.4561035165737738,0.006915125219896412,1.288548869589374
3.040813,0.8271035444992006,0.45979135101137,0.006690579070125134,1.2935854745806956
3.043115,0.8266489754642977,0.4630599662513887,0.006476986391074406,1.2961859281067607
3.045416,0.8251642822966304,0.4662777972180667,0.00625941063176166,1.2977014901464587
3.047718,0.823911105669193,0.4696345381088826,0.006041834872448914,1.2995874786505246
3.05002,0.8224224294212636,0.4728777612122309,0.0058401914341842396,1.3011403820676788
3.052321,0.8206275538781918,0.4762618857798482,0.005667923212851952,1.3025573628708922
3.054623,0.8184035014368872,0.4780383395767082,0.005515570392829754,1.3019574114064252
3.056924,0.8133265677579122,0.481467771682306,0.00536620488300407,1.3001605443232225
3.059226,0.8117114287116639,0.4839711376269845,0.005212856292916368,1.3008954226315648
3.061528,0.8091234223114174,0.487039105198804,0.005070461173549218,1.3012329886837708
3.063829,0.8047400424830664,0.4889962912625532,0.004957441271114449,1.2986937750167342
3.066131,0.802091791993857,0.4910913914803749,0.0048723029305138095,1.2980554864047456
3.068433,0.7967350469264752,0.4930495733141895,0.004793139210306197,1.2945777594509709
3.070734,0.7923252791913884,0.4946467884992588,0.004698541054083264,1.2916706087447305
3.073036,0.7874460058704159,0.4961583674586948,0.004590997887008771,1.2881953712161194
3.075337,0.7827967554345752,0.4977157518411439,0.004484450489999783,1.2849969577657188
3.077639,0.7778418035886245,0.4985148573187114,0.00438985233377685,1.2807465132411129
3.079941,0.7709012862320578,0.4992029344339749,0.00430023302788144,1.274404453693914
3.082242,0.7659493216963036,0.4997257137183648,0.0042041412165602495,1.2698791766312287
3.084544,0.760077763505056,0.5012462546083903,0.004095602279420253,1.2654196203928667
3.086846,0.7545014511382304,0.5012333095975389,0.0039721267912976865,1.2597068875270672
3.089147,0.7479328539011296,0.5012114026560976,0.00383520840729081,1.252979464964518
3.0914490000000003,0.7416017478246517,0.4999945716360511,0.003687336552563383,1.2452836560132658
3.09375,0.7329659319315633,0.4998646236425027,0.0035359795026066896,1.2363665350766728
3.096052,0.7275255421786792,0.4985213298241372,0.003386613992781007,1.2294334859955969
3.098354,0.7208026005814251,0.4984770180562221,0.0032387421380535787,1.2225183607757006
3.100655,0.7134856821400977,0.4970605351380419,0.0030878829731296386,1.2136341002512692
3.102957,0.706142873677067,0.4951695677836487,0.0029330407279436798,1.2042454821886597
3.105259,0.6981752194979323,0.4942624212539741,0.002777700597724968,1.1952153413496314
3.10756,0.6904530226399443,0.492479992836721,0.0026248498926700185,1.1855578653693353
3.109862,0.6824226349466829,0.4901120516209511,0.002476978037942592,1.1750116646055766
3.112163,0.6741866207348947,0.4886507590498232,0.0023330892634771828,1.165170469048195
3.114465,0.6659605642237616,0.48619917314855104,0.00219268568424104,1.1543524230565538
3.116767,0.6574427470834355,0.4832865457069501,0.0020557673002341626,1.1427850600906198
3.119068,0.6485540055937091,0.4815409607821206,0.001924325651587561,1.1320192920274172
3.12137,0.6401088796681649,0.4782529280258245,0.0017993565083667391,1.120161164202356
3.123672,0.6311081140460693,0.4757933759640283,0.0016798641005061918,1.1085813541106038
3.125973,0.6219042113306106,0.4731501043251465,0.0015633590028421582,1.0966176746585992
3.128275,0.612838720654257,0.4700751663628684,0.0014503391004073909,1.084364226117533
3.130576,0.6036084300320625,0.4669140942899242,0.0013467790135949164,1.0718693033355815
3.132878,0.5940818978153805,0.4638416457528098,0.0012576575927322586,1.0591812011609223
3.13518,0.5846011710217115,0.4608115174434794,0.0011804854126556553,1.0465931738778464
3.137481,0.5749904962344942,0.4577883595246076,0.0011087899679393268,1.0338876457270412
3.139783,0.5658194539311971,0.4547841212369804,0.0010356008681247418,1.0216391760363022
3.142085,0.5561644673760651,0.4507283497601803,0.0009624117683101564,1.0078552289045557
3.144386,0.5461609612980062,0.4475866952035134,0.0008932057487575899,0.9946408622502771
3.146688,0.5365672146019026,0.44456054997444505,0.0008309701196635549,0.9819587346960112
3.148989,0.5275171583615643,0.4410290514371331,0.0007737133408970426,0.9693199231395944
3.151291,0.5170471340078168,0.4377116434639047,0.0007194438723270441,0.9554782213440484
3.153593,0.5076296386133072,0.4337096435706419,0.0006671659438880548,0.9420064481278372
3.155894,0.4979243656698672,0.4306625871701979,0.0006203647508093406,0.9292073175908744
3.158196,0.4880632547111754,0.42672829964138936,0.0005820276032874149,0.9153735819558524
3.160498,0.4783126742297548,0.4226506212231482,0.0005491671911257647,0.9015124626440288
3.162799,0.4688289601258894,0.4193113063084787,0.0005168046639968663,0.8886570710983649
3.165101,0.4585909501974043,0.4150782877600188,0.0004804590566059499,0.8741496970140291
3.167402,0.4494109459635177,0.4117842803833297,0.00044062825398576746,0.8616358546008331
3.1697040000000003,0.4396399521957543,0.40764237479586346,0.0003983080262018238,0.8476806350178194
3.172006,0.4288204125490145,0.4033540910087681,0.0003574814535161368,0.8325319850112987
3.174307,0.4197101122197133,0.39955921128913024,0.0003251189263872387,0.8195944424352307
3.176609,0.41058487533942944,0.3949084671981912,0.00030719506520815665,0.8058005376028288
3.1789110000000003,0.4011330258776602,0.3910802291813589,0.00030420775501164286,0.7925174628140307
3.181212,0.391303281676032,0.386790949624198,0.0003081908352736612,0.7784024221355036
3.183514,0.3821471759237175,0.3826973388849088,0.00031267180056843163,0.7651571866091947
3.1858150000000003,0.3724742655074063,0.378156627386208,0.00031267180056843163,0.7509435646941828
3.188117,0.3633325984210417,0.3736915944124855,0.00030271409991338615,0.7373269069334405
3.190419,0.3538304625709644,0.3698195425127711,0.00028230081357054256,0.723932305897306
3.19272,0.34494470839143443,0.36495022689245377,0.00026138964219494685,0.7101563249260829
3.1950220000000003,0.33537585594696834,0.3602123529207831,0.00025093405650714897,0.6958391429242585
3.197323,0.32664842920785364,0.3554142348601493,0.0002549171367691672,0.6823175812047722
3.199625,0.3179687994318832,0.35065544971710305,0.0002683600326534788,0.6688926091816397
3.201927,0.3090068688423421,0.3460221316023104,0.00028578600879980865,0.6553147864534523
3.204228,0.2998293540336194,0.3414266527500068,0.00030271409991338615,0.6415587208835395
3.20653,0.29144048911677617,0.3367798917393298,0.00031466334069944085,0.6285350441968054
3.208832,0.2822510250672673,0.3312852325178756,0.00031914430599421124,0.6138554018911372
3.211133,0.27438245000965034,0.32690882307998304,0.00032312738625622957,0.6016144004758897
3.213435,0.26624053606905235,0.3214191427088564,0.00033507662704228427,0.5879947554049509
3.215736,0.2580846813475372,0.3164208748650563,0.0003569835684833845,0.5748625397810769
3.218038,0.2499457547171357,0.31196082074166137,0.00037889050992448485,0.5622854659687215
3.22034,0.2423315989112551,0.3062874207934492,0.000389843980645035,0.5490088636853493
3.222641,0.2345083313916185,0.3016680434595735,0.0003908397507105396,0.5365672146019025
3.224943,0.2266850638719819,0.29620574676524825,0.0003968143711035669,0.5232876250083338
3.227245,0.21904551592943095,0.2909799454614803,0.00041872131254466717,0.5104441827034559
3.229546,0.21177191348595287,0.2861733633552898,0.00044959018457530847,0.498394867025818
3.231848,0.2045207158689487,0.2811472139496556,0.000473488666147418,0.4861414184847517
3.234149,0.19733872427149707,0.27581884832914066,0.0004804590566059499,0.4736380316572437
3.236451,0.19020452963718965,0.2707956862337029,0.0004769738613766839,0.4614771897322693
3.238753,0.1836767589727745,0.26572323352002264,0.00047299078111466574,0.44987298327391184
3.241054,0.17708476113913432,0.26000651757396104,0.0004749823212456747,0.43756626103434093
3.2433560000000003,0.17039866303430395,0.25524823031594746,0.000485935791966225,0.4261328291422176
3.245658,0.16414124394267332,0.25010159273238713,0.0005088385034728299,0.4147516751785333
3.247959,0.15807600847368505,0.24488226393404502,0.0005357242952414528,0.4034939967029715
3.250261,0.15217407929543952,0.24021658329212334,0.000553648156420535,0.39294431074398345
3.252562,0.14676406052955324,0.2346098999383,0.0005546439264860394,0.3819286043943392
3.254864,0.1413998471866802,0.2293606980379927,0.0005496650761585167,0.3713102103008313
3.257166,0.13630897272678813,0.22488371582348415,0.0005551418115187919,0.3617478303617911
3.259467,0.13075207787623996,0.21958771273009814,0.0005775466379926446,0.3509173372443308
3.261769,0.1258474124185972,0.21441070415954,0.0006014451195647539,0.340859561697702
3.264071,0.12125093779622817,0.20970419694493267,0.0006089133950560381,0.3315640481362169
3.266372,0.1167988498333573,0.2049190238951505,0.0006004493494992492,0.32231832307800706
3.2686740000000003,0.11237066035205852,0.1999760212899859,0.0005929810740079651,0.3129396627160524
3.270975,0.1082790411529003,0.1950126053984784,0.0006019430045975063,0.30389358955597623
3.273277,0.1040574739601937,0.1900486916219382,0.0006203647508093406,0.2947265303329412
3.275579,0.1004901277005236,0.1859401443316664,0.0006298245664316339,0.28706009659862164
3.27788,0.09665989814356034,0.18124956943810716,0.0006198668657765883,0.27852933444744404
3.280182,0.09330614456294097,0.17650671661610895,0.0006039345447285152,0.2704167957237784
3.282484,0.09015005134032428,0.17189928852301936,0.0005979599243354879,0.26264729978767914
3.284785,0.08697653214156124,0.16774842100496354,0.0006099091651215426,0.2553348623116464
3.287087,0.08420231673906553,0.1631136092350726,0.0006353013017919089,0.24795122727593005
3.289388,0.08152419314789103,0.15939988477577335,0.0006671659438880548,0.24159124386755246
3.29169,0.07920902774559294,0.15542875375454118,0.000706996746508237,0.23534477824664235
3.293992,0.07701435052122088,0.15098811714742358,0.0007577810198489697,0.22876024868849346
3.296293,0.07511691066140194,0.14743720109383432,0.0008249954992705275,0.2233791072545068
3.298595,0.07368549119223912,0.14350042413986205,0.0009171042303296992,0.2181030195624309
3.300897,0.07251745290540229,0.13992809902986444,0.0010445627987142828,0.21349011473398105
3.3031980000000005,0.07209325485749735,0.1363458162192118,0.0012163331350138193,0.20965540421172296
3.3055,0.0722595484584366,0.13284717809406152,0.0014428708249161065,0.20654959737741424
3.307801,0.07321299829615723,0.129292776845243,0.001733635684043438,0.20423941082544367
3.310103,0.07554708332969991,0.1265623753256295,0.002087631942330309,0.20419709059765973
3.3124050000000005,0.07963073636833412,0.12311651301395095,0.0024929103589906645,0.2052401597412757
3.314706,0.08606888772685384,0.12082474820819225,0.00293752169323845,0.2098311576282845
3.317008,0.09396584223133776,0.11813865845649367,0.003409516704287612,0.21551401739211906
3.31931,0.10204850785303823,0.11623026512595418,0.003896946151352093,0.2221757191303445
3.321611,0.10846325861501864,0.11439755032039305,0.004386865023580336,0.227247673958992
3.323913,0.1115840020003099,0.1130333453306518,0.004861349459793259,0.22947869679075494
3.326214,0.10826709191211424,0.11177568773791956,0.005301479828746274,0.22534425947878006
3.3285160000000005,0.09888942732022504,0.1116666509157468,0.005686344959063786,0.2162424231950356
3.330818,0.08515676234685167,0.1110114342126448,0.005994037909304696,0.2021622344688012
3.3331190000000004,0.07053587047504821,0.11183443817178433,0.006201655967962396,0.18857196461479486
3.335421,0.05856322909245415,0.1125598566645044,0.006304220284709366,0.17742730604166793
3.3377230000000004,0.050654823232216935,0.11379759885592655,0.0063091991350368885,0.17076162122318034
3.340024,0.04598267008486954,0.11442543188222715,0.006228541759731019,0.16663664372682774
3.3423260000000004,0.04279172490996019,0.11526586181751305,0.006109049351870471,0.1641666360793437
3.344627,0.04089229351001024,0.11535946420367045,0.00600598715009075,0.16225774486377142
3.3469290000000003,0.039317981036447534,0.11463902456127788,0.005961675382175797,0.1599186809799012
3.349231,0.03797169990788536,0.11330618632860005,0.005988063288911667,0.15726594952539708
3.351532,0.037046131631998866,0.11133505948393377,0.0060906276056586365,0.1544718187215913
3.3538339999999995,0.0361464533778155,0.10908661067602447,0.006272853527645971,0.15150591758148596
3.356135,0.035504679570597816,0.10649860427577812,0.006531255859644407,0.14853453970602035
3.3584370000000003,0.034629895568052065,0.10461410942681076,0.006863345176490175,0.14610735017135298
3.360739,0.03392638401677309,0.1030392990682153,0.007267129938052275,0.14423281302304067
3.3630400000000003,0.03330801080609476,0.10233180443667428,0.007739622834134188,0.14337943807690326
3.365342,0.032771788625820565,0.10251104304846513,0.008276342899441144,0.14355917457372686
3.3676440000000003,0.03204139128277296,0.10369501365635003,0.008858868387761313,0.14459527332688432
3.3699449999999995,0.03153404643439839,0.10498005492588368,0.009466288127719094,0.14598038948800118
3.372247,0.03089874513260648,0.10679584164033122,0.010052298811268527,0.14774688558420626
3.3745480000000003,0.030364016607430527,0.10880630140258493,0.010529770557677964,0.1497000885676934
3.37685,0.029773524958586324,0.1100973172925116,0.010807590405953737,0.15067843265705164
3.3791519999999995,0.02912727018607386,0.11097508860525386,0.010793151740003918,0.15089551053133166
3.381453,0.028659258255286726,0.11138186067701247,0.01039185640360558,0.15043297533590475
3.3837550000000003,0.02822410673666123,0.11077095574182544,0.009544456077861202,0.14853951855634787
3.386057,0.0278248029403939,0.11029447976548153,0.0083863754916794,0.14650565819755482
3.388358,0.027206927614748327,0.1091125006977276,0.007118760198292094,0.143438188510768
3.39066,0.02671700874252008,0.10731115264922986,0.005926823429883138,0.13995498482163307
3.392961,0.02633562880743184,0.10579658637959742,0.004961424351376467,0.13709363953840573
3.395263,0.026090669371317717,0.10404751625953866,0.004364958082139236,0.13450314371299565
3.397565,0.02566647132341277,0.10285010275576942,0.004189702550610434,0.13270627662979262
3.3998660000000003,0.025488228481687452,0.10107812992420406,0.004388856563711346,0.13095521496960288
3.402168,0.025199953047723885,0.10024118518414747,0.0049046654576427075,0.13034580368951407
3.40447,0.024713021485692155,0.0990129028083476,0.005635062800690301,0.12936098709473007
3.406771,0.024459598004021244,0.0977423002047638,0.0064555773346660576,0.12865747554345108
3.409073,0.024184267580909236,0.09652746072484822,0.007227797020464844,0.1279395253262223
3.411374,0.023898481572109425,0.09491033013846882,0.0077734790163613435,0.1265822907269396
3.413676,0.02327961047639834,0.09240298111352836,0.007906912205138953,0.12358950379506566
3.415978,0.023181029239913387,0.0899369565463063,0.007599219254898045,0.12071720504111776
3.418279,0.02276479735253249,0.08749731988582013,0.007077933625606408,0.11734005086395903
3.420581,0.022481998653929188,0.0851229061646245,0.006587018983312661,0.11419192380186635
3.422883,0.022174803588721037,0.08313485122884465,0.0062544317814341365,0.11156408659899984
3.425184,0.021972164380390857,0.0809068157072782,0.006117015512394508,0.10899599560006357
3.427486,0.02176155901153664,0.07970840643344347,0.006179251141488543,0.10764921658646864
3.429787,0.021745128805455816,0.07849057964333139,0.006276338722875238,0.10651204717166243
3.432089,0.02141702256887206,0.0773145751959705,0.006181740566652305,0.10491333833149487
3.434391,0.021351799629581517,0.07612064688743055,0.005773474839795434,0.10324592135680748
3.436692,0.021460836451754263,0.07479428116017846,0.00518696627121325,0.10144208388314598
3.438994,0.02167741644100151,0.07319806174517468,0.0045929894271397815,0.09946846761331596
3.441296,0.02191142240639508,0.07101384010649041,0.0040657291774551145,0.0969909916903406
3.443597,0.022057800606024244,0.06937978142899742,0.003565354719539075,0.09500293675456074
3.445899,0.02214542837178865,0.06746690713316315,0.003054026790902484,0.09266636229585427
3.4482,0.021872089488807648,0.06588363272901092,0.0025556438731174514,0.090311366090936
3.450502,0.02110634230843464,0.0646787509497504,0.002130450055147005,0.08791554331333204
3.452804,0.02030673894583448,0.06292818717459338,0.0018207655647750872,0.08505569168520295
3.455105,0.01962214702580009,0.061816907781490286,0.0016076707707571114,0.0830467255780475
3.457407,0.019265661342349458,0.06067525740138933,0.0014548200657021608,0.08139573880944094
3.459709,0.018814577502675896,0.05958239975449806,0.0013363234279071187,0.07973330068508107
3.46201,0.018763295344302416,0.058457179580477914,0.0012437168118151947,0.07846419173659551
3.464312,0.0185193316782538,0.05733892979691629,0.0011695319419351051,0.0770277934171052
3.466613,0.018357519042609304,0.056202258267142834,0.0011112793931030882,0.07567105670285522
3.468915,0.018242507600043527,0.05555351406946661,0.0010694570503518971,0.07486547871986203
3.471217,0.018118534226888208,0.0545467905332415,0.0010425712585832737,0.07370789601871297
3.473518,0.018029412806025557,0.053956796769430056,0.0010211622021749258,0.07300737177763053
3.47582,0.01785714458469326,0.0533135293071141,0.0009922848702752934,0.07216295876208266
3.478122,0.017623636504332445,0.05295505208353247,0.000950462527524102,0.07152915111538903
3.4804230000000005,0.017462819638753457,0.052527368840398256,0.0009111296099366717,0.07090131808908838
3.482725,0.017526051037912996,0.0520344626579735,0.0008917120936593328,0.07045222578954582
3.4850260000000004,0.017232298868589152,0.05184676000062589,0.000900674024248874,0.0699797328934639
3.487328,0.017163092849036585,0.051845266345527635,0.0009360238615742859,0.06994438305613851
3.4896300000000005,0.01720192788159126,0.05185373039108443,0.0009967658355700636,0.07005242410824576
3.491931,0.01694501920469109,0.05181240593336599,0.0011157603583978588,0.06987318549645494
3.4942330000000004,0.016771755213293296,0.05246513321130422,0.001342298048300146,0.07057918647289768
3.496535,0.016649275495236232,0.05243526010933909,0.001727163178617658,0.07081169878319298
3.4988360000000003,0.016781712913948338,0.052887339719078164,0.0023176548274618613,0.07198670746048838
3.501138,0.016692591493085683,0.053804941834440616,0.003158582647780462,0.07365611597530676
3.503439,0.01654770694855477,0.054380994817335,0.0042195756525755706,0.07514827741846533
3.5057410000000004,0.016396847783630826,0.055450949752719636,0.0053293613905804026,0.07717715892693087
3.508043,0.01625096746903441,0.05652339411326806,0.00630322451464386,0.07907758609694633
3.5103440000000004,0.01609413368371744,0.058349636413403426,0.006964415838138888,0.08140818593525975
3.512646,0.015957215299710566,0.060461166837305826,0.007143654449929709,0.08356203658694611
3.5149470000000003,0.016018953043771846,0.06390503760885335,0.006726924677516052,0.08665091533014126
3.517249,0.015866102338716898,0.06804345800109031,0.0059561986468155215,0.08986575898662273
3.5195510000000003,0.015756069746478644,0.07305566662580751,0.0052148478330473775,0.09402658420533352
3.5218519999999995,0.015761546481838917,0.07885752091246982,0.004761772453242803,0.09938083984755154
3.524154,0.0158023730545246,0.08403751679322455,0.0045088468566046435,0.1043487367043538
3.526456,0.015779968228050754,0.08880924694712239,0.004313178038732999,0.10890239321390614
3.528757,0.01566147159025571,0.09246870193785164,0.004091121314125482,0.11222129484223284
3.5310589999999995,0.01587854946453571,0.09427253941151316,0.003839191487552829,0.11399028036360168
3.53336,0.01561367462711149,0.09455484022508368,0.003559380099146047,0.11372789495134125
3.5356620000000003,0.01556338823880351,0.09239650860810256,0.003266623699887707,0.1112265205467938
3.537964,0.01566844198071424,0.08813112753251379,0.002984820771349917,0.10678439028457794
3.540265,0.015961696265005338,0.08330214059984943,0.0027338867148427675,0.10199772357969752
3.542567,0.016111061774831018,0.07844178691012166,0.002510834220169746,0.09706368290512242
3.5448690000000003,0.01634108465996257,0.07348384775397447,0.002308195011839569,0.09213312742577663
3.5471699999999995,0.016622887588500362,0.06969593842479511,0.002121986009590216,0.08844081202288569
3.549472,0.016832995072321822,0.06600013782667494,0.001958181833814716,0.08479131473281147
3.5517730000000003,0.016610440462681557,0.06284852556935301,0.001821263449807839,0.0812802294818424
3.554075,0.016181761449481843,0.060069829201562536,0.001708741432405824,0.07796033208345021
3.556377,0.015414022728977825,0.05763218408120738,0.00160966231088812,0.07465586912107333
3.558678,0.01478170873738243,0.05491771488264195,0.0015145662696324348,0.07121398988965683
3.5609800000000003,0.014277351199204372,0.0525049640139244,0.0014219596535405108,0.06820427486666929
3.563282,0.013930823216408787,0.05039343359002199,0.0013353276578416142,0.06565958446427239
3.565583,0.013795896372532916,0.04784276856723206,0.0012561639376340015,0.06289482887739897
3.567885,0.0134643049407199,0.045797456852685686,0.001181979067753912,0.060443740861159514
3.570186,0.013384643335479531,0.0437795288149407,0.001110283623037584,0.05827445577345783
3.572488,0.01333336117710605,0.0411795731739083,0.0010415754885177689,0.055554509839532126
3.57479,0.013149143714987708,0.0392034674789145,0.000977348319292725,0.053329959513194934
3.577091,0.01311727907289156,0.037204956957446855,0.0009220830806572221,0.05124431911099564
3.579393,0.013172544311527062,0.03518155218434159,0.0008772734277095168,0.04923136992357817
3.581695,0.012960943172607344,0.03367644573033145,0.0008449109005806187,0.047482299803519416
3.583996,0.012729924517410288,0.03180688743234664,0.0008254933843032796,0.0453623053340602
3.586298,0.012603461719091208,0.029910443342593206,0.0008070716380914454,0.04332097669977586
3.588599,0.012634828476154604,0.028370982821323155,0.0007747091109625473,0.041780520408440304
3.590901,0.01266519946315249,0.02674538818938696,0.0007214354124580533,0.0401320230649975
3.593203,0.01251434029822855,0.025250737321064615,0.0006562124731675046,0.03842129009246067
3.595504,0.0123395826517325,0.024030421105788773,0.0005894958787786991,0.03695949963629998
3.597806,0.012267887207016171,0.02278471275384257,0.0005237750544553982,0.03557637501531414
3.600108,0.012295768768850298,0.02128109995493069,0.00045407114987007903,0.03403093987365107
3.602409,0.012261414701590392,0.02031968395668604,0.000377396854826228,0.03295849551310265
3.604711,0.01212499420261627,0.0189251079799469,0.00030171832984788146,0.03135182051241105
3.607012,0.011969156187364802,0.01796120255653849,0.00024147424088485567,0.03017183298478815
