Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,d_NH3_CH3OH_50_10K_I10m_Baselined,CH3OH,all
3.061528,0.9758039873965068,3.603684844470933e-05,0.2478835194940333,1.2237235437389848
3.063829,0.9749375225265422,3.627874989704477e-05,0.24865801878686455,1.2236318200633038
3.066131,0.9772625117387193,3.6474082085828996e-05,0.24860979899777305,1.225908784818578
3.068433,0.975804981618962,3.661249628582841e-05,0.24870922124332265,1.224550815358571
3.070734,0.9746646084625084,3.668235018115523e-05,0.24950509631894704,1.2242063871316369
3.073036,0.9735943279891672,3.668105659050103e-05,0.2495314432140177,1.2231624522597755
3.075337,0.9719573407161934,3.660861551386581e-05,0.24951106165367995,1.221505010985387
3.077639,0.9698128028796892,3.647149490452059e-05,0.24868585701561846,1.218535131390212
3.079941,0.9647333203545609,3.629297939424097e-05,0.2487122039106891,1.2134818172446444
3.082242,0.9631505182054118,3.6100234386765134e-05,0.2486436025612599,1.2118302210010583
3.084544,0.9582877761755818,3.591783810452291e-05,0.2478805368266669,1.206204230840353
3.086846,0.9541423656473922,3.576519440732729e-05,0.2470369390731787,1.2012150699149782
3.089147,0.9511323571633784,3.5660413564337074e-05,0.2462793415620909,1.1974473591390336
3.0914490000000003,0.9452863291250632,3.563066097929046e-05,0.24534576667638036,1.1906677264624228
3.09375,0.936111644305748,3.5703102055925675e-05,0.2440865839364949,1.1802339313442989
3.096052,0.9345397786036092,3.58971406540557e-05,0.2429854825670333,1.1775611583112966
3.098354,0.9272744980100736,3.6173969054054544e-05,0.24220501793946916,1.169515689918597
3.100655,0.9217978236139752,3.6474082085828996e-05,0.2405148397651263,1.1623491374611872
3.102957,0.9144385889983953,3.673538739797744e-05,0.239407275949704,1.1538826003354972
3.105259,0.9078941196850944,3.689191186713566e-05,0.23732835679526226,1.1452593683922236
3.10756,0.8998951029194029,3.6877682369939456e-05,0.2357634506503119,1.1356954312520846
3.109862,0.892934054397249,3.669140531573464e-05,0.2341567871622307,1.1271275329647954
3.112163,0.8855435017743211,3.6397760237231184e-05,0.23189045707492803,1.1174703566094863
3.114465,0.8770498593370205,3.606660102975593e-05,0.22953912096768045,1.1066250469057306
3.116767,0.8697393416217599,3.5730267459663864e-05,0.2272643399895061,1.0970394118787257
3.119068,0.861204936063784,3.540686979611383e-05,0.22486229853702824,1.0861026414706083
3.12137,0.8539933434828452,3.511322471761038e-05,0.22215005967843568,1.0761785163859985
3.123672,0.8455598515041023,3.4866148902658136e-05,0.2195064221692724,1.0651011398222774
3.125973,0.8370125210542048,3.468633980172431e-05,0.21670370906722974,1.0537509164612362
3.128275,0.8284388437092369,3.4575091005463094e-05,0.21381101883296472,1.042284437633207
3.130576,0.8194152807031571,3.4497475566211084e-05,0.21074185411284924,1.0301916322915723
3.132878,0.8109370487139167,3.441856653630487e-05,0.2070239592405227,1.0179954265209756
3.13518,0.8018294739103474,3.432930878116505e-05,0.2042644948152941,1.0061282980344226
3.137481,0.7936032773135753,3.4237463844716845e-05,0.20061072729134707,0.994248242068767
3.139783,0.7839319783777399,3.4150793270885425e-05,0.19697237021546024,0.9809384993864708
3.142085,0.7764966857443146,3.406024192509142e-05,0.19338819826339787,0.9699189442496376
3.144386,0.765267937331945,3.395546108210119e-05,0.1899074254467071,0.9552093182397342
3.146688,0.7576780431066902,3.3824808426026975e-05,0.18633717260902166,0.944049040524138
3.148989,0.7474479911508661,3.366181600359776e-05,0.18215298740506766,0.9296346403719374
3.151291,0.7377876286620414,3.3465190224159306e-05,0.17890287419805193,0.9167239680503176
3.153593,0.7276266751668744,3.323751826902008e-05,0.17470526699094868,0.902365179676092
3.155894,0.7189406506844354,3.2996910407338845e-05,0.17079946407453345,0.8897731116693761
3.158196,0.7089556745638911,3.275500895500341e-05,0.16650939417906907,0.8754978237519152
3.160498,0.6985794719071092,3.251310750266797e-05,0.1628605977673995,0.8614725827820113
3.162799,0.6894684173249457,3.225568296248212e-05,0.15865603100310782,0.8481567040110161
3.165101,0.6795972796755558,3.197368019986648e-05,0.15528412554529386,0.8349133789010496
3.167402,0.6689247987270361,3.166192485220423e-05,0.15114716590797586,0.8201036265598641
3.1697040000000003,0.6595796047566034,3.131653614753278e-05,0.14758784951730086,0.8071987708100518
3.172006,0.6495150908396196,3.094786281108572e-05,0.1436949714928071,0.7932410101952377
3.174307,0.6387680432069378,3.058048306529286e-05,0.13993183949875554,0.7787304631887586
3.176609,0.628320753644588,3.0244149495200812e-05,0.13676225831063493,0.765113256104718
3.1789110000000003,0.6188299060844251,2.9938862100809557e-05,0.13321884947924792,0.7520786944257738
3.181212,0.609517024343796,2.9641336250343514e-05,0.13002540695219544,0.7395720726322418
3.183514,0.5987973178286404,2.933087449333546e-05,0.12643874944399436,0.7252653981471281
3.1858150000000003,0.5887850005905699,2.9011357601748012e-05,0.1233755500586118,0.7121895620067834
3.188117,0.5795407201993701,2.869830866343156e-05,0.12040183069422393,0.6999712492022575
3.190419,0.5690730490766825,2.840336999427392e-05,0.11739132509898262,0.6864927775456595
3.19272,0.558702314643406,2.813042236623767e-05,0.11450609153313385,0.6732365365989061
3.1950220000000003,0.548965397025508,2.7883346551285438e-05,0.11164720486235567,0.6606404852344149
3.197323,0.5390515078105316,2.7656968186800403e-05,0.1086893930572557,0.6477685578359741
3.199625,0.5292270986165499,2.7446112910165766e-05,0.10609298111472842,0.6353475258441885
3.201927,0.5191471742515059,2.724172558680213e-05,0.1035860491931958,0.6227604651702885
3.204228,0.5094152277458852,2.7056742123251503e-05,0.10086834211109802,0.6103106265991065
3.20653,0.4996196510031128,2.691444715128948e-05,0.09845784976774848,0.5981044152180126
3.208832,0.4892136216726661,2.6831657349420666e-05,0.09641720817784337,0.5856576615078589
3.211133,0.4796422420936082,2.6794143220448848e-05,0.09420257765822647,0.573871613895055
3.213435,0.4701528858671286,2.6776032951290062e-05,0.09129497408712904,0.5614746359872089
3.215736,0.4599606143646134,2.6766977816710652e-05,0.08919070226007217,0.5491780836025023
3.218038,0.4506482297352121,2.6777326541944253e-05,0.08715204911507808,0.5378270561768321
3.22034,0.44130055020864056,2.6818721442878666e-05,0.08510494507921222,0.5264323140092957
3.222641,0.4312439900713007,2.688857533820548e-05,0.08341625823855263,0.5146871368851915
3.224943,0.4219281256633051,2.6961016414840686e-05,0.08130999796658478,0.5032650846463047
3.227245,0.4125724923570897,2.7019227994279692e-05,0.07928924082578957,0.4918887524108736
3.229546,0.403501206673146,2.7067090848485104e-05,0.07809865943533335,0.4816269331993278
3.231848,0.3938875726397294,2.7116247293344713e-05,0.07613457297450141,0.4700492618615242
3.234149,0.38533775663369335,2.7175752463437923e-05,0.07423262541713796,0.4595975578032947
3.236451,0.3760149326685093,2.723655122418533e-05,0.0729833849018075,0.44902555412154094
3.238753,0.3671380174746151,2.728441407839073e-05,0.07099096310099393,0.4381562649896874
3.241054,0.3585867101348958,2.730769871016634e-05,0.06972979191619752,0.42834380974980346
3.2433560000000003,0.3499489054415483,2.729864357558694e-05,0.06786313925600418,0.417839343341128
3.245658,0.34183157620365284,2.724819354007313e-05,0.06667802608905317,0.4085368504862461
3.247959,0.3328517589856149,2.7175752463437923e-05,0.06470847140471601,0.3975874061427944
3.250261,0.3249501760205621,2.711495370269051e-05,0.06346171644552429,0.38843900741978893
3.252562,0.3172548942150246,2.7095549842877504e-05,0.06220700770668858,0.3794889974715561
3.254864,0.3100358449656697,2.7109779340073708e-05,0.060318979263702076,0.3703819340087118
3.257166,0.3017539719113897,2.713823833446611e-05,0.059128894984473615,0.36091000513419774
3.259467,0.29504992989398154,2.7170578100821122e-05,0.05785778157512224,0.3529348820472046
3.261769,0.2874416425533,2.719515632325092e-05,0.056631408176268175,0.3441002458858914
3.264071,0.2807554965400908,2.7206798639138722e-05,0.05503518402396968,0.33581788736269963
3.266372,0.2742791314649912,2.7206798639138722e-05,0.05413292714560725,0.3284392654092376
3.2686740000000003,0.2678395526207449,2.7200330685867724e-05,0.05233835561343733,0.32020510856486817
3.270975,0.2613651759905563,2.7196449913905124e-05,0.0511050226573948,0.312497395097865
3.273277,0.25537597991864963,2.718998196063412e-05,0.04985578214206434,0.30525895204267456
3.275579,0.24990576796851174,2.7170578100821122e-05,0.04864929319232019,0.2985822317389328
3.27788,0.24440224956611484,2.713047679054091e-05,0.04746517424782471,0.2918945542907301
3.280182,0.2389394942843932,2.7065797257830906e-05,0.04622836151318794,0.285194921594839
3.282484,0.2339658964507755,2.6976539502691084e-05,0.045626359816385235,0.27961923280666345
3.284785,0.2288749803674093,2.6863997115775666e-05,0.0443443099600234,0.2732461543245485
3.287087,0.22414496703538805,2.673205086904725e-05,0.04314975167974521,0.2673214507660023
3.289388,0.2197017868817773,2.658587512512263e-05,0.041994465186459086,0.26172283794336154
3.29169,0.2156269661479278,2.6419001930730802e-05,0.041365619483358006,0.2570190046332165
3.293992,0.21132844536159176,2.621849537932977e-05,0.04013526919468196,0.2514899330516531
3.296293,0.20759762559734374,2.597530033634013e-05,0.0392523996542017,0.2468760005518818
3.298595,0.2041794887953492,2.570105911764969e-05,0.0382944663183315,0.2424996561727984
3.300897,0.201222174101477,2.5415175583071438e-05,0.03765319283453671,0.2389007821115968
3.3031980000000005,0.1981326278210238,2.512541127653059e-05,0.03656203368963008,0.2347197869219304
3.3055,0.19608403245147474,2.4825298244756146e-05,0.03600477200332468,0.23211362975304414
3.307801,0.19443909139885693,2.450578135316869e-05,0.03543806520369208,0.22990166238390214
3.310103,0.19319681044071496,2.4179796508310246e-05,0.0351383071333601,0.2283592973705834
3.3124050000000005,0.1921762410901485,2.3887445020461e-05,0.03497376331697555,0.2271738918521445
3.314706,0.1916458234101415,2.365847947466756e-05,0.03496332398119285,0.226632805870809
3.317008,0.1913346317815713,2.346832164850013e-05,0.03553102500328094,0.2268891251065008
3.31931,0.19013709083392666,2.3260053553173897e-05,0.03605746579346596,0.2262178166809458
3.321611,0.1878429225178701,2.299874824102545e-05,0.036801641301404564,0.2246675625675157
3.323913,0.1846077226476868,2.270251598121361e-05,0.03894468780422575,0.22357511296789373
3.326214,0.18194519491186906,2.2406283721401762e-05,0.04126818568271942,0.2232357868783099
3.3285160000000005,0.17772124080969515,2.212428095878612e-05,0.044037095221275205,0.2217804603119292
3.330818,0.1724936191386983,2.1846158968133068e-05,0.04818151152700942,0.22069697682467584
3.3331190000000004,0.16693939539107105,2.1564156205517426e-05,0.05243529230284817,0.21939625185012476
3.335421,0.1621015089226285,2.1289914986826983e-05,0.057232415650615376,0.2193552144882307
3.3377230000000004,0.15727157623382992,2.1053187897108347e-05,0.06257487001522202,0.21986749943694905
3.340024,0.1537236934013932,2.087855315879132e-05,0.06786264214477641,0.2216072140993284
3.3423260000000004,0.15062221645147406,2.0766010771875898e-05,0.07351131702567577,0.2241542994879217
3.344627,0.1476668902025128,2.070521201112849e-05,0.07785507493373689,0.22554267034826084
3.3469290000000003,0.14462755215606218,2.0692276104586488e-05,0.08165151338004759,0.2262997578122144
3.349231,0.14224837782006075,2.0732377414866694e-05,0.08451089716205347,0.2267800073595291
3.351532,0.14072522901824114,2.083198389524011e-05,0.08683190948440841,0.2275779704865448
3.3538339999999995,0.13935171069597374,2.0984627592435734e-05,0.08775405081188076,0.2271267461354469
3.356135,0.1380333717199863,2.1168317465332164e-05,0.0883948271844478,0.22644936722189946
3.3584370000000003,0.13695563457822887,2.1359768882153797e-05,0.08835058428517824,0.22532757863228925
3.360739,0.1350735714699753,2.153052284850822e-05,0.08830733560836418,0.22340243760118803
3.3630400000000003,0.13301901076569328,2.165212037000304e-05,0.08894612353602023,0.2219867864220835
3.365342,0.13065226421038556,2.169739604290005e-05,0.0908535393168889,0.22152750092331736
3.3676440000000003,0.12940053813891633,2.164435882607784e-05,0.09340322280400787,0.22282540530175027
3.3699449999999995,0.12748914546822565,2.1473604859723413e-05,0.09712211189878987,0.22463273097187525
3.372247,0.12583774196964714,2.120583159430397e-05,0.09991786544364406,0.22577681324488555
3.3745480000000003,0.12504982067366674,2.0921241650379925e-05,0.10277526078073897,0.2278460026960561
3.37685,0.1241505464626708,2.0707799192436893e-05,0.10536371894362227,0.2295349732054855
3.3791519999999995,0.12318913334820634,2.0615954255988683e-05,0.10688686774544183,0.23009661704790416
3.381453,0.12196524550549105,2.0668991472810884e-05,0.10825988895648153,0.23024580345344536
3.3837550000000003,0.12104807529029618,2.088372752140812e-05,0.1088907231044936,0.2299596821223112
3.386057,0.12054002761553782,2.121100595692077e-05,0.10893944000481287,0.22950067862630766
3.388358,0.1199484652545178,2.1584853655984634e-05,0.1089459024507736,0.2289159525589474
3.39066,0.1192808448756524,2.195352699243169e-05,0.10828325318418566,0.2275860515868305
3.392961,0.11878771053772648,2.2306677241028346e-05,0.10833793541923792,0.22714795263420545
3.395263,0.11886128299943315,2.26378364485036e-05,0.10765142481371807,0.22653534564959976
3.397565,0.11872060052198052,2.2947004614857445e-05,0.10770113593649287,0.22644468346308824
3.3998660000000003,0.11846906224074008,2.3239356102706688e-05,0.10765490459231232,0.22614720618915515
3.402168,0.11774427407068365,2.351230373074293e-05,0.10838267542973523,0.22615046180414966
3.40447,0.1174107124368648,2.3706342328872965e-05,0.1083304787508217,0.22576489753001536
3.406771,0.1168927225375515,2.372833336999437e-05,0.1083250105273165,0.225241461398238
3.409073,0.11628028150496607,2.352523963728494e-05,0.10830960007925633,0.22461340682385966
3.411374,0.11581796806316055,2.318631888588449e-05,0.10790097465004753,0.22374212903209395
3.413676,0.11535963151117698,2.283446222794203e-05,0.10724528494064806,0.22262775091405296
3.415978,0.11481877449538724,2.2543404330746985e-05,0.1065856183414266,0.2214269362411446
3.418279,0.11375495646800678,2.2309264422336745e-05,0.10598162819971292,0.21975889393214204
3.420581,0.11369480600944927,2.212428095878612e-05,0.1047527692447201,0.21846969953512815
3.422883,0.11318924389082967,2.2027261659721106e-05,0.10347718183431899,0.2166884529868084
3.425184,0.1134875106274784,2.2094528373739512e-05,0.1022224730954833,0.21573207825133545
3.427486,0.11292030671661805,2.239334781485976e-05,0.1010393483734433,0.21398204843787624
3.429787,0.11267672221502158,2.292242639242764e-05,0.10038316155281607,0.2130828061942301
3.432089,0.11271897666938015,2.3657185884013362e-05,0.09853142222945516,0.21127405608471933
3.434391,0.11221590010689927,2.4554937798028306e-05,0.0972811874916692,0.2095216425363665
3.436692,0.11180876601137377,2.5521250016715852e-05,0.09609657143594597,0.20793085869733646
3.438994,0.11165714708691064,2.645263528774001e-05,0.09426173389432847,0.20594533361652684
3.441296,0.11170138998618022,2.725336790268993e-05,0.0917781662005,0.2035068095545829
3.443597,0.11136236012885614,2.7829015743809028e-05,0.0894636163241058,0.20085380546870574
3.445899,0.11032140921795204,2.809549541857427e-05,0.08705411820321173,0.1974036229165824
3.4482,0.10966621661978034,2.804892615502305e-05,0.0846386547475847,0.19433292029352006
3.450502,0.10893248044762442,2.7730702854089807e-05,0.08224059018492884,0.19120080133540732
3.452804,0.10785325197218372,2.722102813633493e-05,0.07997276876394292,0.187853241764263
3.455105,0.10723136582627113,2.676309704474805e-05,0.0782587292506682,0.18551685817398408
3.457407,0.10663930635402337,2.6638912341944832e-05,0.07585668779819035,0.18252263306455568
3.459709,0.10620234558483296,2.696619077745749e-05,0.07363460061015725,0.17986391238576765
3.46201,0.10546314118917187,2.7588407882127783e-05,0.07132701029095151,0.17681773988800548
3.464312,0.10514151022481898,2.83257545550219e-05,0.06905670331382686,0.17422653929320087
3.466613,0.10462898854901086,2.9037229414832014e-05,0.067250201112191,0.1719082268906167
3.468915,0.10423726490154554,2.9611583665296905e-05,0.06571363030722226,0.1699805067924331
3.471217,0.10282845168210801,2.9966027504547767e-05,0.06398219190097633,0.16684060961058889
3.473518,0.10163488762428527,3.015230455875259e-05,0.06283883607715618,0.1645038760060002
3.47582,0.10070678096207997,3.0276489261555816e-05,0.061226704365569734,0.16196376181691127
3.478122,0.10014653660840807,3.0417490642863635e-05,0.060672922457858575,0.16084987655690952
3.4804230000000005,0.09956889336176504,3.058177665594706e-05,0.05955094241683157,0.15915041755525255
3.482725,0.09850855511297876,3.0768053710151894e-05,0.05900461717753664,0.15754394034422556
3.4850260000000004,0.0976048069009331,3.0958211536319315e-05,0.057930359814373424,0.15556612492684285
3.487328,0.09702517520937903,3.1118616777440145e-05,0.05681683066421815,0.15387312449037466
3.4896300000000005,0.09623228280112114,3.1216929667159364e-05,0.055719706184578534,0.15198320591536685
3.491931,0.0954607661756564,3.126737970267317e-05,0.0546867090533184,0.15017874260867747
3.4942330000000004,0.09469223221755817,3.130877460360757e-05,0.05400516956007604,0.1487287105522378
3.496535,0.09423190722066363,3.136698618304658e-05,0.053437965649215685,0.14770123985606234
3.4988360000000003,0.09342807836539524,3.141872980921459e-05,0.052818565059441804,0.14627806215464628
3.501138,0.09251687348493336,3.1430372125102395e-05,0.052862310847483635,0.14541061470454208
3.503439,0.09173392330123042,3.137604131762599e-05,0.052829998617680014,0.14459529796022808
3.5057410000000004,0.09118212983843026,3.1244095070897573e-05,0.05376158505847957,0.1449749589919807
3.508043,0.09051749212693133,3.102935902230033e-05,0.05437899720334246,0.14492751868929607
3.5103440000000004,0.08951730433670256,3.077710884473129e-05,0.05621433185618768,0.14576241330173498
3.512646,0.0888193601729445,3.057142793071346e-05,0.05893353027196869,0.1477834618728439
3.5149470000000003,0.08843061919284566,3.0484757356882044e-05,0.06343934644027563,0.15190045039047814
3.517249,0.08749207319485762,3.0465353497069043e-05,0.06918843778918006,0.15671097633753475
3.5195510000000003,0.08659826720736691,3.041360987090104e-05,0.07717104988435579,0.1637997307015936
3.5218519999999995,0.08634324914753222,3.027131489893901e-05,0.08531174334995535,0.17168526381238652
3.524154,0.08590529415588632,3.0086331435388377e-05,0.09522911234352588,0.1811644928308476
3.526456,0.08529185890084544,2.992592619426756e-05,0.10529810026155953,0.19061988508859926
3.528757,0.08480966100992998,2.9839255620436134e-05,0.11448272730542967,0.1993222275709801
3.5310589999999995,0.08417087308227393,2.9848310755015544e-05,0.12293411528837167,0.20713483668140065
3.53336,0.08372844408957829,2.9980257001743964e-05,0.12885520712207688,0.2126136314686569
3.5356620000000003,0.0829594130202523,3.0272608489593213e-05,0.13148890240668526,0.21447858803542716
3.537964,0.0820596416980286,3.0775815254077086e-05,0.13041265659861104,0.21250307411189373
3.540265,0.08122648328032314,3.150928115500861e-05,0.12553301278703768,0.20679100534851586
3.542567,0.08050517488886093,3.237210612136014e-05,0.1181205872700888,0.1986581342650711
3.5448690000000003,0.07976348493706106,3.323105031574908e-05,0.11027070387272177,0.19006741986009856
3.5471699999999995,0.07895468496951524,3.39619290353722e-05,0.10260176896225497,0.1815904158608056
3.549472,0.07815582722652438,3.4456080665276674e-05,0.09594097562166087,0.17413125892885056
3.5517730000000003,0.07734603303652304,3.46151923157433e-05,0.08960479591278618,0.16698544414162494
3.554075,0.07665305998504247,3.4434089624155275e-05,0.08392132324594448,0.1606088173206111
3.556377,0.07547987748755744,3.39916816204188e-05,0.07835715727376226,0.15387102644294012
3.558678,0.07484009533744589,3.337075810640271e-05,0.07328910830687246,0.14816257440242475
3.5609800000000003,0.0737255719648351,3.265798965593839e-05,0.06818278177544605,0.1419410117299371
3.563282,0.07315737383151928,3.194134043351148e-05,0.06422875906993927,0.13741807424189206
3.565583,0.07227500140226675,3.1289370743794576e-05,0.060509869975157275,0.13281616074816782
3.567885,0.0713508716298834,3.071113572136708e-05,0.05726174521305252,0.1286433279786573
3.570186,0.07065690435594732,3.0205341775574797e-05,0.054780165964135014,0.12546727566185792
3.572488,0.06977900592774455,2.9765520953146727e-05,0.052073395329047714,0.1218821667777454
3.57479,0.06904129286576667,2.9372269394269875e-05,0.049470023829331966,0.11854068896449292
3.577091,0.06822404200734912,2.9011357601748012e-05,0.04684776210296181,0.1151008154679127
