Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,CH3OH,H2O_CH3OH_CO_NH3_100K_NASA,all
3.003987,0.013494072420232121,0.1827390639818102,0.3967837671200406,0.5930169035220829
3.006289,0.01328539107321958,0.1864835438696164,0.4006259589797421,0.600394893922578
3.0085900000000003,0.013145942831921791,0.19029774787807152,0.4049159564593858,0.6083596471693791
3.010892,0.013064925367787509,0.19414092176764128,0.40881854315598737,0.6160243902914162
3.013194,0.013026626202924031,0.1979845866721452,0.4129411045430869,0.6239523174181562
3.015495,0.013018769963977677,0.20188079017460286,0.4169831394809863,0.6318826996195669
3.0177970000000003,0.01303202736719965,0.20492802885592015,0.4203426636604211,0.6383027198835409
3.020098,0.013059033188577741,0.20896318958474144,0.42426341790958616,0.6462856406829054
3.0224,0.013089967129429012,0.2121655889852492,0.4272836507695253,0.6525392068842034
3.024702,0.013111571786531486,0.21516618124782247,0.4303485659884718,0.6586263190228258
3.027003,0.013112553816399782,0.21786578135576354,0.433956052709651,0.6649343878818144
3.029305,0.013094386263836338,0.22149389070417685,0.4363605528421696,0.6709488298101828
3.031607,0.013064925367787509,0.2241767963043569,0.4395840658848457,0.6768257875569901
3.0339080000000003,0.013032518382133795,0.2261526403993651,0.44264210689471417,0.6818272656762131
3.03621,0.013007967635426441,0.2290275328387967,0.44466705248313704,0.68670255295736
3.038511,0.013001584441282526,0.231087340487544,0.4470199960475702,0.6911089209763968
3.040813,0.013019260978911821,0.2331324176882669,0.4497957034703041,0.6959473821374829
3.043115,0.013057560143775302,0.2351617824110971,0.4517307933257781,0.6999501358806504
3.045416,0.013112553816399782,0.2368508737845633,0.4536914159578277,0.7036548435587907
3.047718,0.0131783498175755,0.23847466017178795,0.4545855541529095,0.7062385641422729
3.05002,0.013249546983026838,0.24002381228902225,0.4568152529688718,0.7100886122409209
3.052321,0.013320253133544029,0.24164268852690535,0.4577540735229612,0.7127170151834106
3.054623,0.013395378418468544,0.2423968874657554,0.4594397277918884,0.7152319936761122
3.056924,0.013480815017010149,0.24316434380782745,0.459538421793652,0.7161835806184895
3.059226,0.013578526988905434,0.2440123265990996,0.4605641519910854,0.7181550055790904
3.061528,0.01367869403547145,0.2448436148826107,0.4618805630295338,0.720402871947616
3.063829,0.01377051382815697,0.245608616150012,0.4625345949218178,0.7219137248999867
3.066131,0.013844657083213191,0.2455609877013997,0.4628832155250624,0.7222888603096752
3.068433,0.013897195681166936,0.2456591906882291,0.46306881917016995,0.7226252055395661
3.070734,0.013923710487610885,0.2464453055977988,0.46308256758832594,0.7234515836737356
3.073036,0.013923219472676735,0.2464713293893085,0.4630835496181943,0.7234780984801796
3.075337,0.013895722636364495,0.2464511977770085,0.4630835496181943,0.7234304700315672
3.077639,0.013843675053344896,0.2456361129863242,0.4628267488076354,0.7223065368473045
3.079941,0.013775914992432591,0.245662136777834,0.4617695936544166,0.7212076454246832
3.082242,0.013702753767244662,0.2455943767169217,0.4618059287595434,0.7211030592437099
3.084544,0.013633520661529916,0.24484066879300584,0.4612230940327108,0.7196972834872466
3.086846,0.013575580899300551,0.2440074164497581,0.4603731471817021,0.7179561445307607
3.089147,0.01353580868963463,0.24325910969011785,0.4592988065057881,0.7160937248855406
3.0914490000000003,0.013524515346149246,0.2423369836437895,0.4577054630444806,0.7135669620344194
3.09375,0.013552012182461486,0.24109324281559474,0.4567862830877571,0.7114315380858134
3.096052,0.01362566442258356,0.2400056447364588,0.4549695278314126,0.7086008369904548
3.098354,0.013730741618491051,0.2392347512898477,0.4538858578717498,0.7068513507800886
3.100655,0.013844657083213191,0.2375653005137474,0.4519394746727906,0.7033494322697512
3.102957,0.01394384209991092,0.2364713192404676,0.4506672549784153,0.7010824163187939
3.105259,0.014003254906942722,0.2344178947858641,0.4483943468482481,0.6968154965410549
3.10756,0.013997853742667104,0.2328721797731689,0.4462937849599665,0.6931638184758024
3.109862,0.013927147592149913,0.2312852195060053,0.4445492088989417,0.6897615759970971
3.112163,0.013815687202098508,0.2290466824212284,0.4428650276748169,0.6857273972981438
3.114465,0.013689987378956835,0.2267241817827124,0.440886237490204,0.6813004066518731
3.116767,0.013562323496078577,0.22447729744405495,0.4380103630209041,0.6760499839610377
3.119068,0.013439569762541787,0.22210471328225595,0.4352960324649385,0.6708403155097362
3.12137,0.013328109372490385,0.21942573580154906,0.4334336128197184,0.6661874579937578
3.123672,0.013234325520068277,0.2168145183817545,0.4312397580939489,0.6612886019957718
3.125973,0.01316607444422182,0.21404617618303284,0.4278350605405726,0.6550473111678272
3.128275,0.013123847159885169,0.21118896028123046,0.4259750959700231,0.6502879034111387
3.130576,0.013094386263836338,0.20815743407780601,0.4230707426345427,0.6443225629761851
3.132878,0.01306443435285336,0.2044851333853194,0.42027539461444297,0.6378249623526158
3.13518,0.013030554322397208,0.20175950948586852,0.4174874118183554,0.6322774756266212
3.137481,0.012995692262072759,0.19815054971988694,0.4147082672910825,0.6258545092730422
3.139783,0.0129627942614849,0.194556811416864,0.4120199605266268,0.6195395662049756
3.142085,0.0129284232160946,0.19101659374166294,0.4088244353351972,0.6127694522929548
3.144386,0.01288865100642868,0.18757850717276456,0.4052689961970376,0.6057361543762309
3.146688,0.012839058498079816,0.1840520379157197,0.4026018030747502,0.5994928994885497
3.148989,0.012777190616377276,0.1799191652150031,0.4000608007905387,0.5927571566219191
3.151291,0.012702556346386906,0.176708909575549,0.39610960361545655,0.5855210695373925
3.153593,0.012616137717977007,0.17256277947161042,0.3935774396000597,0.5787563567896471
3.155894,0.01252480894022564,0.16870487513401622,0.3898599655336316,0.5710896496078735
3.158196,0.012432989147540121,0.16446741625232625,0.3870783659316879,0.5639787713315543
3.160498,0.0123411693548546,0.16086336663568612,0.3835779204661528,0.5567824564566936
3.162799,0.012243457382959316,0.1567103623226695,0.3804143112454427,0.5493681309510715
3.165101,0.012136416127315235,0.15337980802434936,0.3773577432803767,0.5428739674320413
3.167402,0.012018081528185771,0.14929358174237672,0.3731841163401258,0.5344957796106884
3.1697040000000003,0.011886980540768484,0.14577791481388305,0.37009808747901096,0.5277629828336625
3.172006,0.011747041284536543,0.1419327768645767,0.3666452704620882,0.5203250886112014
3.174307,0.011607593043238752,0.13821579381308274,0.3626783608091133,0.5125017476654348
3.176609,0.011479929160360492,0.13508508259296048,0.3595805475895789,0.5061455593428998
3.1789110000000003,0.011364049635901765,0.13158512814235954,0.3560751919747024,0.4990243697529637
3.181212,0.011251116201047916,0.12843084820539824,0.35255952504620874,0.4922414894526549
3.183514,0.0111332726168526,0.12488817545552652,0.3486201122295461,0.4846415603019252
3.1858150000000003,0.011011991928118251,0.12186254143131173,0.3447577887575446,0.4776323221169746
3.188117,0.010893166314054641,0.11892529009524347,0.3414434379520513,0.4712618943613494
3.190419,0.01078121490906909,0.11595170365404825,0.3367856702867313,0.4635185888498487
3.19272,0.010677610757964041,0.1131018529762582,0.33300583732366656,0.4567853010578888
3.1950220000000003,0.01058382690554193,0.11027802608997793,0.3295927925164097,0.4504546455119295
3.197323,0.01049789929206618,0.10735648723180233,0.32608301776712584,0.4439374042909944
3.199625,0.010417863857800191,0.10479191623075174,0.3216108537469136,0.4368206338354655
3.201927,0.010340283498204943,0.10231572791784764,0.3172550602660942,0.4299110716821468
3.204228,0.0102700683626219,0.09963134927286513,0.3129262726066528,0.42282769024213984
3.20653,0.010216056719865713,0.09725041785718558,0.30904283549248296,0.41650931006953423
3.208832,0.010184631764080295,0.0952348015525115,0.3049458068819591,0.4103652401985509
3.211133,0.010170392330990027,0.09304733002088593,0.3004834631604298,0.4037011855123057
3.213435,0.010163518121911968,0.09017538367105922,0.2959533593779881,0.3962922611709593
3.215736,0.010160081017372936,0.08809691745481431,0.2918627139616082,0.3901197124337954
3.218038,0.010164009136846114,0.08608326520987683,0.2868327569762047,0.3830800313229277
3.22034,0.010179721614738823,0.08406126571105882,0.282636052334049,0.37687703965984665
3.222641,0.010206236421182771,0.08239328797976096,0.2780588111179291,0.3706583355188728
3.224943,0.01023373325749501,0.08031285770377948,0.2728388313530108,0.3633854223142853
3.227245,0.010255828929531632,0.07831688199647127,0.2682208358973568,0.3567935468233597
3.229546,0.010273996482095078,0.07714090122918882,0.2631599449711021,0.350574842682386
3.231848,0.01029265504959267,0.07520090122437341,0.2586494817860262,0.3441430380599923
3.234149,0.010315241736563441,0.0733222780863264,0.25378254175875964,0.3374200615816495
3.236451,0.010338319438468356,0.0720883575568146,0.2488070874310465,0.33123376442632946
3.238753,0.0103564869910318,0.0701203697007528,0.24365830483157944,0.3241351615233641
3.241054,0.010365325259846448,0.06887466481282148,0.23846533088803915,0.3177053209607071
3.2433560000000003,0.01036188815530742,0.0670309037350989,0.23392687985171695,0.3113196717421233
3.245658,0.01034273857287568,0.06586032413209209,0.22864503220509605,0.3048480949100638
3.247959,0.010315241736563441,0.06391492296300108,0.22332439437867746,0.297554559078242
3.250261,0.010292164034658522,0.06268345750816001,0.21806169631448827,0.2910373178573068
3.252562,0.010284798810646315,0.06144413581437257,0.21310981070361415,0.2848387453286331
3.254864,0.010290199974921931,0.05957926109448169,0.20868478411708,0.27855424518648364
3.257166,0.01030100230347317,0.058403771342133384,0.2036238931908253,0.2723286668364319
3.259467,0.010313277676826849,0.05714824615551911,0.19858755301127792,0.2660490768436239
3.261769,0.010322606960575648,0.055936912312978086,0.1936106256387624,0.2598701449123161
3.264071,0.010327026094982969,0.05436026335943156,0.18877069143287387,0.2534579808872884
3.266372,0.010327026094982969,0.05346907125395448,0.18375791997016555,0.24755401731910298
3.2686740000000003,0.010324571020312236,0.05169650734168324,0.17919393615726772,0.2412150145192632
3.270975,0.010323097975509794,0.05047829929006415,0.1744954142524136,0.23529681151798754
3.273277,0.010320642900839058,0.04924437876055235,0.16970900067434716,0.22927402233573854
3.275579,0.010313277676826849,0.0480526855153772,0.16502962835192475,0.2233955915441288
3.27788,0.010298056213868288,0.04688308794223869,0.16071704418531027,0.21789818834141725
3.280182,0.01027350546716093,0.04566144278608057,0.1561864493879345,0.21212139764117602
3.282484,0.010239625436704777,0.04506682370082836,0.15174669235337587,0.207053141490909
3.284785,0.010196907137433972,0.04380049618566284,0.1475033412924762,0.201500744615573
3.287087,0.010146823614150964,0.042620587298907234,0.1435226832213452,0.1962900941344034
3.289388,0.010091338926592336,0.04147946859194924,0.1392037158605868,0.1907745233791284
3.29169,0.010027998000087355,0.04085833470025308,0.13553337922783684,0.18641971192817727
3.293992,0.009951890685294543,0.03964307273823888,0.1316126249786718,0.1812075884022052
3.296293,0.00985957987767488,0.038771030215193535,0.12788091147915345,0.17651152157202182
3.298595,0.00975548471163568,0.03782484443709196,0.12425967633981815,0.17184000548854578
3.300897,0.009646970411189159,0.03719143517204213,0.1207219137392879,0.1675603193225192
3.3031980000000005,0.009536983065940195,0.03611365739158913,0.11730985096189933,0.16296049141942864
3.3055,0.009423067601218056,0.035563229650410165,0.1143284082817578,0.15931470553338598
3.307801,0.00930178691248371,0.03500347262548241,0.11094727944522048,0.15525253898318658
3.310103,0.009178051149078627,0.034707390620191673,0.10804390813960836,0.15192934990887866
3.3124050000000005,0.00906708177396137,0.034544864676988966,0.10530453582200136,0.1489164822729517
3.314706,0.008980172130617322,0.034534553363371884,0.10318335130648564,0.14669807680047486
3.317008,0.00890799293529769,0.035095292418167924,0.10082893469725004,0.14483222005071567
3.31931,0.0088289395309,0.03561527723342976,0.09922331586258884,0.1436675326269186
3.321611,0.008729754514202274,0.036350326589848055,0.0979118149734818,0.14299189607753213
3.323913,0.008617312094282575,0.038467091970956435,0.0969322401798582,0.14401664424509722
3.326214,0.008504869674362876,0.040762095773160235,0.09675105566915793,0.14601802111668105
3.3285160000000005,0.008397828418718797,0.0434970489563599,0.09679917513270436,0.14869405250778306
3.330818,0.00829226020787716,0.04759064046234473,0.09805224524464788,0.1539351459148698
3.3331190000000004,0.008185218952233078,0.051792255253841936,0.09931415362540608,0.1592916278314811
3.335421,0.008081123786193882,0.056530549368361986,0.10061632523076433,0.1652279983853202
3.3377230000000004,0.007991268053244953,0.06180748686564146,0.1018978742088884,0.1716966291277748
3.340024,0.007924981037135088,0.06703041272016476,0.1031514353357661,0.17810682909306594
3.3423260000000004,0.007882262737864285,0.07260981541687889,0.10377060516772564,0.1842626833224688
3.344627,0.007859185035959367,0.07690030391145672,0.10384229334811113,0.1886017822955272
3.3469290000000003,0.007854274886617897,0.08065018496353855,0.1031858063811564,0.19169026623131288
3.349231,0.007869496349576458,0.08347450286475297,0.10142453581237056,0.19276853502670002
3.351532,0.007907304499505791,0.08576705159228605,0.09927732750534504,0.19295168359713688
3.3538339999999995,0.007965244261735154,0.08667788429512903,0.09700049125570467,0.1916436198125689
3.356135,0.00803496838238405,0.08731080254524473,0.0948316782915767,0.19017744921920546
3.3584370000000003,0.008107638592637828,0.08726710221610562,0.09338563931051333,0.1887603801192568
3.360739,0.008172452563945252,0.08722438391683482,0.09282342721091484,0.18822026369169487
3.3630400000000003,0.008218607967755084,0.08785533810721391,0.0932835082042107,0.1893574542791797
3.365342,0.008235793490450236,0.08973936240953655,0.094605811421869,0.1925809673218558
3.3676440000000003,0.008215661878150203,0.0922577780067773,0.09642845885742322,0.19690189874235076
3.3699449999999995,0.008150847906842779,0.09593106072913216,0.09837042292197523,0.2024523315579502
3.372247,0.008049207815474317,0.09869252871877578,0.10021909414903928,0.20696083068328933
3.3745480000000003,0.007941184529961945,0.10151488256025362,0.10186890432777372,0.21132497141798928
3.37685,0.007860167065827662,0.10407159732235786,0.10240951177026976,0.21434127615845527
3.3791519999999995,0.007825305005503214,0.10557606708058474,0.102750767149502,0.21615213923559
3.381453,0.007845436617803247,0.1069322503286992,0.1016720073391807,0.2164496942856832
3.3837550000000003,0.007926945096871675,0.10755534828013193,0.10040322474934446,0.21588551812634807
3.386057,0.008051171875210905,0.10760346774367834,0.09859972689622196,0.2142543665151112
3.388358,0.008193075191179434,0.10760985093782226,0.0966852596679822,0.21248818579698392
3.39066,0.008333014447411373,0.1069553280306041,0.09462790709390563,0.2099162495719211
3.392961,0.008467061524433545,0.10700933967336028,0.09307875497667137,0.2085551561744652
3.395263,0.00859276134757522,0.10633124804930306,0.09179180483427166,0.20671581423114996
3.397565,0.008710113916836388,0.10638034954271776,0.09134007109485627,0.20643053455441046
3.3998660000000003,0.008821083291953646,0.1063346851538421,0.09127132900407567,0.20642709744987145
3.402168,0.008924687443058694,0.10705353101743352,0.09075036215894554,0.20672858061943775
3.40447,0.008998339683180768,0.10700197444934807,0.09080879293610906,0.20680910706863792
3.406771,0.00900668693706127,0.10699657328507248,0.09050239961720123,0.206505659839335
3.409073,0.008929597592400166,0.10698135182211392,0.08925522168446745,0.20516617109898155
3.411374,0.008800951679653612,0.10657773754624494,0.08779101515084063,0.2031697043767392
3.413676,0.008667395617565585,0.10593008884810484,0.08585788935510327,0.20045537382077366
3.415978,0.008556917257382475,0.10527851203049156,0.08280721356924703,0.19664264285712105
3.418279,0.00846804355430184,0.10468192888550278,0.08049256916967731,0.1936425416094819
3.420581,0.008397828418718797,0.103468139968291,0.07815190097859782,0.1900178693656076
3.422883,0.008361002298657761,0.1022081956472694,0.07621140995884826,0.1867806079047754
3.425184,0.008386535075233414,0.10096887395348196,0.07455668963077236,0.18391209865948774
3.427486,0.008499959525021406,0.09980025841021176,0.07340771468486801,0.18170793262010115
3.429787,0.008700784633087592,0.09915211869713753,0.072753682792584,0.1806065861228091
3.432089,0.008979681115683176,0.09732308806743936,0.07168621632574809,0.17798898550887066
3.434391,0.0093204454799813,0.09608818550805928,0.07051956484221444,0.175928195830255
3.436692,0.009687233635789229,0.09491809691998658,0.06988320948755973,0.17448854004333553
3.438994,0.01004076438837518,0.09310576079804944,0.06828691993664733,0.17143344512307196
3.441296,0.010344702632612269,0.09065265018705024,0.06732502168065306,0.16832237450031556
3.443597,0.010563204278307751,0.0883664846536611,0.06600222744806063,0.1649319163800295
3.445899,0.010664353354742064,0.08598653526784984,0.06424684905848455,0.16089773768107646
3.4482,0.010646676817112769,0.08360069370282881,0.06318331071112179,0.15743068123106338
3.450502,0.01052588714331257,0.08123203766050294,0.06188113910576354,0.15363906390957904
3.452804,0.010332427259258587,0.0789920275309236,0.060447866512988,0.1497723213031702
3.455105,0.010158607972570495,0.07729900803798423,0.05954881816856456,0.1470064341791193
3.457407,0.010111470538892369,0.07492642387618517,0.05823142510024774,0.1432693195153253
3.459709,0.0102356973172316,0.07273158712054738,0.0575823033573052,0.14054958779508414
3.46201,0.01047187550055638,0.07045229579623627,0.05651139978593025,0.13743557108272292
3.464312,0.010751754013020259,0.06820983059198624,0.05595311580580493,0.13491470041081144
3.466613,0.011021812226801195,0.06642548232129546,0.05483998495009333,0.13228727949818994
3.468915,0.011239822857562531,0.0649077551598466,0.05434258682180226,0.1304901648392114
3.471217,0.011374360949518854,0.06319755014421206,0.053872194514889296,0.1284441056086202
3.473518,0.011445067100036043,0.06206821579567361,0.05330114414647615,0.1268144270421858
3.47582,0.01149220453371417,0.06047585436423439,0.053329623012656674,0.12529768191060525
3.478122,0.01154572516153621,0.05992886372759445,0.05331292850489568,0.12478751739402635
3.4804230000000005,0.011608084058172898,0.05882064302122433,0.053313910534763975,0.1237426376141612
3.482725,0.011678790208690091,0.0582810176085966,0.053310964445159086,0.1232707722624458
3.4850260000000004,0.01175096940400972,0.0572199343359046,0.05328886877312247,0.12225977251303677
3.487328,0.011811855255843969,0.056120060883414966,0.053672351436691385,0.12160426757595033
3.4896300000000005,0.01184917239083915,0.05503639092375219,0.05424536586484113,0.12113092917943248
3.491931,0.011868321973270892,0.054016061890594415,0.054693171484783344,0.12057755534864865
3.4942330000000004,0.0118840344511636,0.05334288041587867,0.055366843974433234,0.1205937588414755
3.496535,0.011906130123200222,0.05278263237601676,0.05586227804298772,0.1205510405422047
3.4988360000000003,0.011925770720566107,0.0521708277680694,0.05655853721960837,0.12065513570824388
3.501138,0.011930189854973431,0.052214037082274366,0.0572533233514266,0.12139755028867437
3.503439,0.011909567227739252,0.052182121111554784,0.057993282857186364,0.1220849711964804
3.5057410000000004,0.011859483704456242,0.05310228309814656,0.05886237929062683,0.1238241460932296
3.508043,0.011777975225387816,0.05371212364635733,0.05950560885435961,0.12499570772610474
3.5103440000000004,0.01168222731322912,0.05552495078322861,0.061220724019335614,0.12842790211579333
3.512646,0.011604155938699722,0.058210802473013565,0.0629657910952946,0.13278074950700788
3.5149470000000003,0.011571257938111862,0.06266136183612338,0.06534033931683025,0.13957295909106548
3.517249,0.011563892714099655,0.06833994954953522,0.0686748217346236,0.14857866399825848
3.5195510000000003,0.011544252116733768,0.07622466736207023,0.07330165545909223,0.16107057493789625
3.5218519999999995,0.01149024047397758,0.08426552792366407,0.07796875240816095,0.17372452080580258
3.524154,0.011420025338394537,0.09406127585989983,0.08319560638215741,0.18867690758045172
3.526456,0.011359139486560293,0.10400678335105044,0.08865569244987377,0.2040216152874845
3.528757,0.01132624148597243,0.11307877527435327,0.09246204021938252,0.21686705697970826
3.5310589999999995,0.011329678590511462,0.12142652016978905,0.0958500432649979,0.2286062420252984
3.53336,0.01137976211379447,0.12727499905041584,0.09641618348406956,0.23507094464827985
3.5356620000000003,0.01149073148891173,0.12987639617152744,0.09471481673724967,0.2360819443976889
3.537964,0.011681736298294972,0.12881334883909887,0.09103515082075088,0.23153023595814476
3.540265,0.01196014176595641,0.1239935462455104,0.08574986606959091,0.22170355408105769
3.542567,0.012287648727032559,0.11667202256244215,0.08110535580749298,0.21006502709696767
3.5448690000000003,0.012613682643306272,0.10891840573732443,0.07602777037347723,0.19755985875410792
3.5471699999999995,0.012891106081099415,0.10134351834823628,0.07222976985784897,0.18646439428718464
3.549472,0.013078673785943629,0.09476440924559854,0.0685167149258282,0.17635979795737036
3.5517730000000003,0.013139068622843728,0.0885059328949589,0.06498140739996869,0.1666264089177713
3.554075,0.013070326532063126,0.08289215915285446,0.061747092028741374,0.15770957771365895
3.556377,0.0129023994245848,0.07739622899494535,0.0586964162428851,0.14899504466241525
3.558678,0.012666712256194168,0.07239033174131511,0.055859331953382836,0.1409163759508921
3.5609800000000003,0.012396163027479085,0.06734662633775552,0.053183300562280836,0.13292608992751542
3.563282,0.012124140753961558,0.06344109355154905,0.0503059530481785,0.1258711873536891
3.565583,0.011876669227151393,0.059767810829194176,0.04794171614025995,0.11958619619660553
3.567885,0.011657185551587613,0.05655951924947668,0.04524211603231889,0.11345882083338317
3.570186,0.011465198712336077,0.05410837269821407,0.04288328028867595,0.1084568516992261
3.572488,0.011298253634726044,0.05143479638178281,0.04030594289933754,0.1030389929158464
3.57479,0.011148985094745307,0.04886335117165416,0.038133201815736366,0.09814553808213584
3.577091,0.011011991928118251,0.04627324739402792,0.036151956556452605,0.09343719587859878
3.579393,0.010883837030305843,0.04369149087028218,0.034198208133481074,0.0887735360340691
3.581695,0.010763047356505644,0.04160762348976165,0.032108939588684916,0.08447961043495221
3.583996,0.010648640876849358,0.03928070371683828,0.03010608967229868,0.08003543426598632
3.586298,0.010545527740678457,0.036775545522819496,0.028388519432651933,0.07570959269614988
3.588599,0.010457145052531966,0.034767785457091784,0.0264868185927,0.07171174910232374
3.590901,0.01038398382734404,0.032576876820927164,0.025136036508861176,0.06809689715713238
3.593203,0.01031475072162929,0.030394315438643058,0.02358148322735128,0.06429054938762363
3.595504,0.010236679347099892,0.028403740895610492,0.022262126099297872,0.060902546342008264
3.597806,0.010150260718689994,0.02655065053413913,0.020970756822490853,0.057671668075319975
3.600108,0.010066297164950829,0.02515371304649047,0.019548286558266542,0.05476829676970785
3.602409,0.009993135939762905,0.023236299728645837,0.01858442424253568,0.05181385991094442
3.604711,0.00993028602819207,0.021760308836599483,0.017644621658578028,0.04933521652336959
3.607012,0.009870382206226115,0.019915565729008617,0.01670285501488378,0.046488802950118514
3.609314,0.00980900533945772,0.018696375647521232,0.015795950431513984,0.04430133141849293
3.611616,0.009743209338282002,0.0174162997141996,0.014830615070980682,0.04199012412346228
3.613917,0.009672994202698959,0.01593638070268007,0.013922237442808441,0.039531612348187466
3.616219,0.00959688688790615,0.015000015223261446,0.013104697577453427,0.037701599688621024
3.618521,0.009515378408837722,0.013781807171642357,0.012571946373903764,0.035869131954383834
