Wavelength,H2O_CH3OH_CO_NH3_120K_NASA,CO_CH3OH_10K,H2O_CH3OH_CO_NH3_100K_NASA,all
3.125973,0.4737723339870176,0.0015654149430920482,0.434391678832646,0.9097294277627556
3.128275,0.4706933522390761,0.0014522464105818905,0.4325032101051196,0.9046488087547776
3.130576,0.4675281231073272,0.0013485501340968122,0.4295543472425751,0.8984310204839991
3.132878,0.4644516340583396,0.0012593115115447494,0.4267161602135869,0.8924271057834712
3.13518,0.4614175208915695,0.0011820378439717347,0.4238854512814607,0.8864850100170019
3.137481,0.4583903872818704,0.0011102481140974492,0.4210637160655686,0.8805643514615364
3.139783,0.4553821981842216,0.0010369627648507836,0.4183342107109734,0.8747533716600457
3.142085,0.4513210930484166,0.0009636774156041173,0.4150897137524884,0.867374484216509
3.144386,0.4481753069685086,0.0008943803846838008,0.4114797871273516,0.8605494744805441
3.146688,0.4451451821200648,0.0008320629108345951,0.4087717189837604,0.8547489640146598
3.148989,0.4416090393839655,0.0007747308348933255,0.40619177556640335,0.8485755457852622
3.151291,0.43828726875790747,0.0007203899976968183,0.4021800258698868,0.8411876846254911
3.153593,0.43428000591950816,0.0006680433196634857,0.399609056168764,0.8345571054079357
3.155894,0.431228942399851,0.0006211805793288829,0.39583461141266535,0.8276847343918452
3.158196,0.4272894809729996,0.000582793015437772,0.3930103834978193,0.8208826574862567
3.160498,0.4232064400863996,0.0005498893892453915,0.3894562933292514,0.8132126228048964
3.162799,0.4198627337095467,0.0005174843028438045,0.3862442014571679,0.8066244194695584
3.165101,0.4156241484082191,0.00048109089811586834,0.3831407912594775,0.7992460305658124
3.167402,0.4123258091523284,0.00044120771485237667,0.3789032030377315,0.7916702199049123
3.1697040000000003,0.408178456632716,0.0003988318326349167,0.3757698804525935,0.7843471689179443
3.172006,0.4038845334146104,0.0003579515697898378,0.3722641486437326,0.7765066336281328
3.174307,0.4000846631291812,0.00032554648338825083,0.3682364456739107,0.7686466552864801
3.176609,0.3954278029433777,0.00030759905091967953,0.3650911581337936,0.760826560128091
3.1789110000000003,0.3915945304919654,0.00030460781217491763,0.3615320825673177,0.7534312208714581
3.181212,0.3872996101942781,0.00030859613050126687,0.3579625376652352,0.7455707439900146
3.183514,0.3832006160343728,0.00031308298861840964,0.3539627529236978,0.7374764519466891
3.1858150000000003,0.3786539331423347,0.00031308298861840964,0.350041238929315,0.7290082550602681
3.188117,0.3741830282984973,0.00030311219280253665,0.3466760953414579,0.7211622358327576
3.190419,0.3703058843454951,0.00028267206137999726,0.3419469468859893,0.7125355032928644
3.19272,0.3654301651915333,0.0002617333901666641,0.33810918757645986,0.7038010861581598
3.1950220000000003,0.3606860605423409,0.00025126405455999754,0.3346438374906532,0.6955811620875539
3.197323,0.3558816325784625,0.00025525237288634667,0.33108027506606025,0.6872171600174091
3.199625,0.3511165892580569,0.00026871294723777514,0.3265395746515117,0.6779248768568065
3.201927,0.3464771779649312,0.00028616183991555285,0.3221170281673813,0.668880367972228
3.204228,0.34187565569590583,0.00030311219280253665,0.3177219013717445,0.6599006692604529
3.20653,0.3372227838284288,0.0003150771477815842,0.31377895016635754,0.6513168111425679
3.208832,0.3317208986972301,0.00031956400589872703,0.3096191341519754,0.6416595968551042
3.211133,0.3273387339361539,0.00032355232422507616,0.3050884045332428,0.6327506907936218
3.213435,0.3218418342028632,0.00033551727920412376,0.30048887642338057,0.6226662279054478
3.215736,0.3168369932430858,0.00035745302999904414,0.2963355414262787,0.6135299876993636
3.218038,0.31237107379715634,0.00037938878079396457,0.2912284998093886,0.6039789623873388
3.22034,0.30669021288106274,0.0003903566561914248,0.2869674802174753,0.5940480497547295
3.222641,0.3020647607020793,0.00039135373577301206,0.2823200922876969,0.5847762067255492
3.224943,0.2965952806572822,0.00039733621326253576,0.2770201157717697,0.5740127326423143
3.227245,0.2913626070131121,0.00041927196405745613,0.27233134903935546,0.5641132280165251
3.229546,0.2865497038727902,0.0004501814310866622,0.2671928994156453,0.5541927847195223
3.231848,0.2815169446847284,0.0004741113410447573,0.26261331289741485,0.544604368923188
3.234149,0.2761815718436548,0.00048109089811586834,0.25767178649106826,0.5343344492328389
3.236451,0.2711518038943377,0.0004776011195803128,0.2526200827909562,0.5242494878048742
3.238753,0.266072680505732,0.00047361280125396367,0.2473923945446941,0.5139386878516801
3.241054,0.2603484466278394,0.00047560696041713807,0.2421198377172605,0.5029438913055171
3.2433560000000003,0.2555839018472245,0.00048657483581459834,0.2375118344309548,0.4935823111139938
3.245658,0.25043049602979056,0.0005095076661911062,0.2321490419013876,0.4830890455973693
3.247959,0.24520430340290075,0.000536428814893963,0.2267468647283476,0.4724875969461424
3.250261,0.2405324870233735,0.0005543762473625342,0.22140351525062127,0.4624903785213573
3.252562,0.23491843043924626,0.0005553733269441216,0.21637574146046734,0.4518495452266578
3.254864,0.2296623254249089,0.0005503879290361852,0.21188290086583506,0.4420956142197801
3.257166,0.2251794556260924,0.0005558718667349154,0.20674445124212493,0.43247977873495225
3.259467,0.2198764878714204,0.0005783061573206293,0.20163092860795453,0.4220857226366955
3.261769,0.21469267112674809,0.0006022360672787242,0.19657772928847012,0.41187263648249695
3.264071,0.2099799744843757,0.0006097141641406291,0.1916636225706172,0.4022533112191335
3.266372,0.205188508555058,0.000601238987697137,0.18657402984640484,0.39236377738916
3.2686740000000003,0.2002390055120587,0.0005937608908352322,0.1819401024909779,0.3827728688938719
3.270975,0.19526906233763686,0.0006027346070695179,0.1771695752328735,0.3730413721775798
3.273277,0.19029862062342415,0.0006211805793288829,0.17230980935221704,0.3632296105549701
3.275579,0.18618467026979504,0.0006306528353539621,0.16755872514595355,0.3543740482511025
3.27788,0.18148792690072807,0.0006206820395380893,0.163180050163413,0.3452886591036791
3.280182,0.1767388368536278,0.0006047287662326924,0.15858002351376005,0.3359235891336205
3.282484,0.17212534962962342,0.0005987462887431687,0.15407222672540385,0.32679632264377045
3.284785,0.16796902339377676,0.0006107112437222162,0.14976384585336522,0.3183435804908642
3.287087,0.1633281164812787,0.0006361367730526923,0.1457221837694011,0.3096864370237325
3.289388,0.1596095081817489,0.0006680433196634857,0.14133702776958018,0.30161457927099256
3.29169,0.1556331548103788,0.0007079265029269772,0.1376104428333977,0.29395152414670345
3.293992,0.15118667841629027,0.0007587775615879291,0.13362960260391046,0.2855750585817887
3.296293,0.14763109262834995,0.0008260804333450713,0.12984070019387872,0.27829787325557376
3.298595,0.1436891385025446,0.0009183102946418957,0.1261639692367756,0.2707714180339621
3.300897,0.1401121155036002,0.001045936481085069,0.12257199004410735,0.26373004202879263
3.3031980000000005,0.13652512170883993,0.0012179327089088768,0.11910763703788235,0.2568506914556312
3.3055,0.13302188259893294,0.0014447683137199859,0.11608050342818332,0.25054715434083624
3.307801,0.12946280703245716,0.001735915551543475,0.11264755842877827,0.2438462810127789
3.310103,0.12672881481974474,0.002090377342797757,0.10969969264581544,0.238518884808358
3.3124050000000005,0.12327842092766195,0.0024961887325037854,0.10691833915297767,0.23269294881314345
3.314706,0.12098364227063885,0.002941384765682511,0.10476464725674912,0.2286896742930705
3.317008,0.11829402009930708,0.0034140004873548877,0.1023741489598936,0.2240821695465556
3.31931,0.11638311708119504,0.003902070942541866,0.10074392384399837,0.2210291118677353
3.321611,0.11454799211128365,0.004392634096682814,0.09941232406278856,0.218352950270755
3.323913,0.11318199308450905,0.0048677425173091595,0.09841773718015523,0.21646747278197345
3.326214,0.11192268157296432,0.005308451692370742,0.09823377599735236,0.2154649092626874
3.3285160000000005,0.1118135013587805,0.005693822950654229,0.09828263289685016,0.21578995720628488
3.330818,0.11115742299409603,0.006001920541364703,0.09955490644295553,0.21671424997841626
3.3331190000000004,0.11198150926827796,0.006209811634125654,0.1008361537052952,0.2190274746076988
3.335421,0.1127078817434643,0.006312510831029143,0.10215828123047996,0.2211786738049734
3.3377230000000004,0.1139472516633773,0.006317496228937082,0.10345947008445136,0.22372421797676573
3.340024,0.11457591033956807,0.00623673278282851,0.10473224217034756,0.2255448852927441
3.3423260000000004,0.11541744550642775,0.006117083233038035,0.10536090084653832,0.2268954295860041
3.344627,0.11551117098709696,0.00601388549634375,0.1054336876559942,0.2269587441394349
3.3469290000000003,0.11478978390981855,0.005969515454963117,0.1047671399557031,0.2255264393204848
3.349231,0.11345519288986396,0.005995938063875179,0.10297887772612632,0.22243000867986545
3.351532,0.11148147385811193,0.00609863726077867,0.10079876322098567,0.21837887433987627
3.3538339999999995,0.1092300681628878,0.006281102824209146,0.09848703421107556,0.2139982051981725
3.356135,0.10663865833034243,0.006539844975631048,0.09628498395514,0.20946348726111352
3.3584370000000003,0.1047516852221885,0.006872371016090408,0.09481678427125273,0.20644084050953165
3.360739,0.1031748038639082,0.007276686786424056,0.094245956210794,0.20469744686112626
3.3630400000000003,0.10246637882119042,0.0077498010478872234,0.09471308799476763,0.20492926786384527
3.365342,0.10264585314587614,0.008287226942362775,0.09605565565137494,0.20698873573961385
3.3676440000000003,0.10383138076838344,0.008870518497591342,0.09790623535480092,0.2106081346207757
3.3699449999999995,0.10511811196842184,0.009478737042359587,0.09987796022738983,0.21447480923817125
3.372247,0.10693628658544624,0.010065518376123713,0.10175496253972788,0.21875676750129786
3.3745480000000003,0.108949390260671,0.010543618035494818,0.10343005623679452,0.22292306453296035
3.37685,0.11024210393819893,0.010821803238757671,0.10397894854645837,0.22504285572341493
3.3791519999999995,0.1111210295893681,0.010807345584824657,0.10432543370105993,0.2262538088752527
3.381453,0.11152833659844652,0.010405522513444976,0.10323014178068628,0.2251640008925778
3.3837550000000003,0.11091662827514273,0.009557007789514193,0.10194191496127553,0.2224155510259324
3.386057,0.11043952569535323,0.008397404236128172,0.10011077830969044,0.21894770824117185
3.388358,0.10925599223200907,0.007128121928767548,0.09816697166538603,0.21455108582616264
3.39066,0.10745227526891768,0.005934617669607562,0.09607808994196064,0.20946498288048587
3.392961,0.1059357172253234,0.004967949015258682,0.0945051969020067,0.2054088631425888
3.395263,0.10418434694026532,0.004370698345887894,0.09319852411033656,0.20175356939648972
3.397565,0.1029853587434066,0.0041952123395285305,0.09273986750280637,0.19992043858574152
3.3998660000000003,0.10121105562797204,0.004394628255845989,0.09267007193209527,0.1982757558159133
3.402168,0.1003730102396479,0.004911115479108206,0.09214112121406323,0.19742524693281926
3.40447,0.09914311257576,0.005642473352202485,0.09220044744916768,0.19698603337713014
3.406771,0.0978708390296546,0.006464066927430413,0.09188935861971244,0.19622426457679745
3.409073,0.0966544019401181,0.007237302142951357,0.09062306755109656,0.19451477163416606
3.411374,0.09503514469962034,0.007783701753661194,0.08913642189494993,0.19195526834823146
3.413676,0.09252449831318356,0.00791731041759389,0.08717367073859532,0.1876154794693728
3.415978,0.09005523072938262,0.007609212826883416,0.08407624301839442,0.18174068657466047
3.418279,0.08761238575449375,0.00708724166592247,0.08172612644459316,0.17642575386500936
3.420581,0.08523484949219885,0.006595681432199936,0.07934958726187986,0.17118011818627865
3.422883,0.08324418010755981,0.00626265685194978,0.07737935800866336,0.16688619496817295
3.425184,0.08101321454375826,0.006125059869690735,0.07569927891368879,0.1628375533271378
3.427486,0.07981322926731796,0.0061873773435399395,0.07453269580323164,0.16053330241408953
3.429787,0.0785938009390367,0.006284592602744701,0.07386864080189451,0.15874703434367593
3.432089,0.0774162499531821,0.006189870042493908,0.07278481529670912,0.15639093529238512
3.434391,0.07622075153485895,0.005781067414043118,0.07160028475378342,0.1536021037026855
3.436692,0.07489264153218468,0.005193787540488203,0.07095417718491487,0.15104060625758775
3.438994,0.07329432296290024,0.004599029570071384,0.06933342432504473,0.14722677685801633
3.441296,0.07110722890068852,0.004071075931620914,0.06835678487487998,0.14353508970718942
3.443597,0.06947102130730376,0.0035700434418732977,0.0670137186784819,0.14005478342765895
3.445899,0.06755563143107457,0.0030580430767282248,0.0652314389263946,0.1358451134341974
3.4482,0.06597027489635078,0.002559004746143784,0.06415160173953556,0.13268088138203013
3.450502,0.06476380860263016,0.002133251764806011,0.06282947421435081,0.12972653458178698
3.452804,0.0630109426981997,0.0018231600149323632,0.061374236565024165,0.12620833927815622
3.455105,0.061898201885148274,0.0016097849844726824,0.06046141020808099,0.12396939707770195
3.457407,0.06075505014485845,0.0014567332686990333,0.05912382794938165,0.12133561136293912
3.459709,0.0596607553040664,0.0013380807984901455,0.05846475834595245,0.119463594448509
3.46201,0.058534055376872764,0.0012453523974025275,0.05737744306223151,0.1171568508365068
3.464312,0.057414335006750236,0.0011710699685742742,0.05681060332009912,0.11539600829542365
3.466613,0.05627616866436833,0.0011127408130514175,0.05568041361436993,0.11306932309178967
3.468915,0.05562657131696422,0.0010708634706247514,0.05517539280629597,0.11187282759388494
3.471217,0.054618523859979465,0.0010439423219218943,0.05469779168671566,0.11036025786861699
3.473518,0.054027754207889,0.001022505110917768,0.05411798991002265,0.1091682492288294
3.47582,0.0533836407981836,0.0009935898030517362,0.05414690521788867,0.108524135819124
3.478122,0.053024692148812176,0.0009517124606250699,0.05412995486500169,0.10810635947443896
3.4804230000000005,0.052596446468520436,0.000912327817152372,0.05413095194458328,0.10763972623025607
3.482725,0.052102892075634726,0.00089288476531142,0.054127960705838515,0.10712373754678467
3.4850260000000004,0.05191494257450552,0.0009018584815457056,0.054105526415252805,0.10692232747130404
3.487328,0.051913446955133134,0.0009372548066920543,0.05449488599186264,0.10734558775368784
3.4896300000000005,0.05192192213157664,0.0009980766611688788,0.055076681927718835,0.10799668072046434
3.491931,0.05188054332894077,0.0011172276711685603,0.05553135021692264,0.10852912121703197
3.4942330000000004,0.052534128994671234,0.0013440632759796696,0.056215346809891514,0.1100935390805424
3.496535,0.05250421660722362,0.0017294345342631573,0.0567183734588023,0.11095202460028908
3.4988360000000003,0.052956890737264235,0.002320702726144421,0.057425302882147686,0.11270289634555634
3.501138,0.05387569957169694,0.003162736432794889,0.0581307366861207,0.11516917269061253
3.503439,0.054452510109645184,0.004225124726976149,0.05888203615084672,0.11755967098746806
3.5057410000000004,0.055523872120060734,0.005336369920655185,0.05976445158055148,0.1206246936212674
3.508043,0.05659772682943024,0.006311513751447557,0.060417538706491164,0.12332677928736895
3.5103440000000004,0.05842637078206134,0.006973574593621518,0.06215893819573335,0.1275588835714162
3.512646,0.06054067803481718,0.007153048918307231,0.06393074861221397,0.13162447556533838
3.5149470000000003,0.06398907776773684,0.006735771113412951,0.06634168704049205,0.13706653592164186
3.517249,0.06813294050881362,0.005964031517264386,0.06972727075977171,0.1438242427858497
3.5195510000000003,0.07315174058273326,0.005221705768772646,0.07442501120842022,0.15279845755992613
3.5218519999999995,0.07896122476485161,0.004768034559150429,0.07916363191991384,0.16289289124391587
3.524154,0.08414803274826871,0.004514776345427257,0.0844705879929122,0.17313339708660816
3.526456,0.08892603810323499,0.004318850207645354,0.09001435046653752,0.1832592387774179
3.528757,0.0925903055655683,0.004096501460951389,0.09387903092476987,0.1905658379512896
3.5310589999999995,0.09439651522761368,0.003844240326809804,0.09731895548124604,0.19555971103566952
3.53336,0.09467918728899367,0.003564060964383774,0.09789377186003108,0.19613702011340856
3.5356620000000003,0.0925180172959032,0.003270919567397111,0.09616633148493113,0.19195526834823146
3.537964,0.08824702690817406,0.0029887460458079074,0.09243027429272356,0.18366604724670552
3.540265,0.08341168947726647,0.002737481991247909,0.08706399198462074,0.17321316345313512
3.542567,0.0785449440395389,0.002514136164972356,0.08234830410350362,0.16340738430801488
3.5448690000000003,0.07358048480281579,0.002311230470119343,0.07719290412690655,0.1530846193998417
3.5471699999999995,0.06978759407445773,0.002124776588362519,0.07333669884511769,0.14524906950793792
3.549472,0.06608693320739649,0.0019607569971914094,0.06956674094713615,0.13761443115172406
3.5517730000000003,0.06293117633167271,0.0018236585547231567,0.0659772544534219,0.13073208933981778
3.554075,0.06014882575925338,0.0017109885620037928,0.06269337285146415,0.12455318717272132
3.556377,0.05770797494352769,0.0016117791436358571,0.05959594513126323,0.11891569921842675
3.558678,0.054989936004120735,0.0015165580435942707,0.05671538222005755,0.11322187626777255
3.5609800000000003,0.05257401217793472,0.0014238296425066526,0.05399834036023217,0.10799618218067354
3.563282,0.05045970492517887,0.0013370837189085585,0.051076897186181414,0.10287368583026883
3.565583,0.04790568557694303,0.0012578158921723688,0.04867642809351,0.09783992956262537
3.567885,0.04585768411636272,0.0011835334633441153,0.04593545632372653,0.09297667390343337
3.570186,0.04383710234427608,0.0011117437334698308,0.043540471168753855,0.08848931724649976
3.572488,0.04123372755675166,0.0010429452423403073,0.040923635806878016,0.08320030860596997
3.57479,0.039255023127091684,0.000978633609327927,0.038717597232616134,0.07895125396903574
3.577091,0.03725388440684598,0.000923295692549832,0.03670598917676377,0.07488316927615958
3.579393,0.03522781869706061,0.0008784271113784041,0.03472229934919585,0.07082854515763487
3.581695,0.033720732909491416,0.000846022024976817,0.03260101253936888,0.06716776747383711
3.583996,0.03184871599506128,0.0008265789731358648,0.030567468732721606,0.06324276370091875
3.586298,0.02994977793192828,0.0008081330008765001,0.028823576544525432,0.05958148747733021
3.588599,0.028408292898794332,0.000775727914474913,0.02689273193478164,0.05607675274805088
3.590901,0.02678056048185307,0.0007223841568599928,0.025521248970308327,0.05302419360902138
3.593203,0.025283944029890548,0.0006570754442660252,0.02394287199265564,0.04988389146681221
3.595504,0.02406202300265532,0.0005902711122996768,0.022603295574793108,0.047255589689748106
3.597806,0.022814676446089616,0.0005244638599149155,0.021292135925005826,0.04463127623101035
3.600108,0.02130908627789281,0.000454668289203805,0.019847866151076636,0.04161162071817325
3.602409,0.02034640594187028,0.00037789316142158364,0.018869232541748705,0.039593531645040564
3.604711,0.018949995987857283,0.00030211511322094937,0.017915027382169667,0.03716713848324789
3.607012,0.017984822952880782,0.00024179179853491827,0.016958828063427453,0.03518544281484315
3.609314,0.017050559384933484,0.00020489985401618847,0.016038025069831586,0.03329348430878126
3.611616,0.01610233670284397,0.00018096994405809343,0.015057895841131284,0.03134120248803335
