Wavelength,H2O_CH3OH_CO_NH3_120K_NASA,CO_CH3OH_10K,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,0.05599299806319755,0.003634355074885679,0.07336561415298372,0.13299296729106694
2.854382,0.05957650207942228,0.0039100475791945645,0.07844174630284463,0.14192829596146145
2.8566830000000003,0.06343868983870064,0.004215153931160276,0.08364450755956711,0.15129835132942804
2.858985,0.06762143868345934,0.004562137625552654,0.08876899806913499,0.160952574378147
2.861286,0.07147216002754947,0.00494850596341773,0.09471009675602288,0.17113076274699007
2.863588,0.07555220967540466,0.005370270626429154,0.099674555992746,0.18059703629457985
2.8658900000000003,0.07977334608405448,0.005823443296260578,0.10460810576243992,0.19020489514275496
2.868191,0.08396556718483822,0.006303038575004066,0.10954215407192466,0.19981075983176694
2.870493,0.08818620505369723,0.0068035725249608854,0.11472846351555095,0.20971824109420906
2.872795,0.09256089171791147,0.007317567049269134,0.11906825239440964,0.21894671116159026
2.875096,0.0965063356222524,0.00783505135211294,0.12405714008088164,0.22839852705524696
2.877398,0.1005933648271787,0.008348547336630395,0.12842833696656036,0.23737024913036944
2.879699,0.10465945536089168,0.00886353894052023,0.13292716003868218,0.2464501543400941
2.882001,0.10870759846213608,0.009389996959598322,0.13722158179657865,0.25531917721831304
2.884303,0.11292225385350554,0.009927921393864664,0.14123881543079386,0.2640889906781641
2.886604,0.11690508824215598,0.01046385166896783,0.14541109493994586,0.2727800348510697
2.888906,0.12120349831837883,0.01098133597181164,0.14973443200570838,0.2819192662958988
2.891208,0.124766562203181,0.011474391824906552,0.15370280874042574,0.2899437627685133
2.893509,0.12917315541400606,0.011946509006788135,0.15760936654108482,0.29872903096187897
2.895811,0.13381007400817774,0.01239968167661956,0.1615333732344216,0.3077431289192189
2.898112,0.13809402643046753,0.012831417135446858,0.1661937231987606,0.317119166764675
2.900414,0.14235454748259002,0.013235234365989713,0.17014863935912658,0.32573842120770635
2.902716,0.14684190413952367,0.013609139209084948,0.1748005141470221,0.33525155749563074
2.905017,0.15174653860135154,0.01396260392075764,0.17890798348337092,0.3446171260054801
2.907319,0.15601254359117275,0.014307593455986848,0.18332205479105787,0.35364219183821743
2.909621,0.16078207376969558,0.01464709905351732,0.18777900052075308,0.363208173343966
2.911922,0.16573307243206725,0.014969155758370012,0.19255949857467336,0.3732617267651106
2.9142240000000004,0.1707055083054431,0.015261798615565881,0.19744020312654312,0.3834075100475521
2.916525,0.17602592495279287,0.01551455828949826,0.2027431708812152,0.3942836541235063
2.918827,0.18138472916403375,0.0157154698251881,0.20784871687873288,0.4049489158679548
2.921129,0.18664133271816197,0.015855559506401114,0.2127932345238243,0.4152901267483874
2.92343,0.1920689354205324,0.015937818571882062,0.2179596023758188,0.4259663563682333
2.925732,0.1976221701501828,0.015967232419538888,0.2234909013546743,0.43708030392439595
2.928034,0.20380406355602404,0.015948786447279532,0.2294170438478384,0.4491698938511419
2.930335,0.2089220730483116,0.015886468973430323,0.2340230529749809,0.4588315949967228
2.932637,0.21670128794385565,0.015784268316317625,0.2412080084398989,0.4736935647000722
2.9349380000000003,0.2228801901109521,0.01564966257280334,0.24691678758427696,0.4854466402680324
2.93724,0.2290167163958311,0.015494118158075722,0.25273674110200195,0.4972475756559087
2.939542,0.2360820223109587,0.015328602947532232,0.25889769583662986,0.5103083210951207
2.941843,0.2427101088295601,0.015161093577825566,0.2650731082251908,0.5229443106325764
2.944145,0.24926790123765974,0.014998569606026838,0.27094291572199514,0.5352093865656817
2.946447,0.2555081237990238,0.01484402227088081,0.27666266274177065,0.5470148088116753
2.948748,0.2614417443890498,0.014685486617408428,0.282986639987988,0.5591138709944463
2.95105,0.2684781349963113,0.014510997690630653,0.28887439491726097,0.571863527604203
2.953351,0.2744715803612325,0.014320056950756685,0.2946828820197977,0.583474519331787
2.955653,0.27869421238925474,0.014134101608790656,0.2986702032665653,0.5914985172646108
2.957955,0.2864599667104473,0.013973571796155104,0.3053376744286396,0.6057712129352419
2.960256,0.2914314055042416,0.0138404616720132,0.3105818144879979,0.6158536816642527
2.962558,0.2964621705331403,0.013722307741595104,0.3142376067738877,0.6244220850486231
2.96486,0.3036984755965101,0.013607643589712564,0.32078891816470695,0.6380950373509297
2.967161,0.3089206799050735,0.013490985278666852,0.32627883834092664,0.6486905035246671
2.969463,0.31501134052919944,0.01336784595034082,0.3312014202352231,0.6595806067147634
2.971764,0.3200994376340394,0.013238225604734474,0.3364719829034935,0.6698096461422673
2.974066,0.3251825493409714,0.013109602338709713,0.34181034698331186,0.6801024986629929
2.976368,0.3303783310406228,0.012990949868500823,0.34604294980714995,0.6894122307162736
2.978669,0.3355691273423663,0.012879276955363046,0.350526816685548,0.6989752209832774
2.980971,0.3407220346200093,0.012762120104526542,0.356035182834027,0.7095193375585629
2.983273,0.34610576582078995,0.012627015821221464,0.3605025978993289,0.7192353795413402
2.985574,0.3513424277832864,0.012471471406493849,0.3655288760701104,0.7293427752598907
2.987876,0.3561403747298844,0.012296483939925277,0.3702919252313529,0.7387287839011626
2.990177,0.36140545346045616,0.012105044660260515,0.3750180824480767,0.7485285805687933
2.992479,0.3667921758999815,0.011905130204152264,0.3796096339212861,0.7583069400254199
2.994781,0.3715342863900106,0.011704717208253218,0.3842884298578845,0.7675274334561484
2.997082,0.3764753142565665,0.011507295451098931,0.3889657301751105,0.7769483398827759
2.999384,0.3807821995092328,0.01130538683582751,0.392643956751586,0.7847315430966463
3.001686,0.3863478977336531,0.011092011805367829,0.3977051327077231,0.795145042246744
3.003987,0.3916583435851869,0.010866173280138306,0.4028645210026466,0.8053890378679718
3.006289,0.3965186080056343,0.010631859578465292,0.4067655948656068,0.8139160624497064
3.0085900000000003,0.40148406432193895,0.010392560478884342,0.4111213370177709,0.8229979618185942
3.010892,0.4057405970557351,0.010147278901813871,0.4150837312749988,0.8309716072325477
3.013194,0.4110380808727084,0.009896513387044665,0.4192694713585023,0.8402040656182553
3.015495,0.41531156395939145,0.00963876831520435,0.4233734509163156,0.8483237831909114
3.0177970000000003,0.4195715864717232,0.00937204952712975,0.4267844601649257,0.8557280961637788
3.020098,0.4243839910722543,0.009094362863657687,0.43076530039441296,0.8642436543303249
3.0224,0.4290662767873881,0.008809696643114517,0.4338318186475846,0.8717077920780872
3.024702,0.43313834979859067,0.008526526041943726,0.43694370402171856,0.8786085798622529
3.027003,0.43731760886481374,0.008252827696798014,0.4406064758646796,0.8861769124262913
3.029305,0.441129444105222,0.007986108908723413,0.44304782522019603,0.8921633782341414
3.031607,0.4450689055320735,0.007717395961485639,0.4463207389467562,0.8991070404403153
3.0339080000000003,0.4496649438634001,0.007442700536758339,0.4494256447638191,0.9065332891639776
3.03621,0.4527499080888312,0.007172990509938976,0.4514816228610521,0.9114045214598222
3.038511,0.4567033286298247,0.006924219154332947,0.4538706255385352,0.9174981733226928
3.040813,0.4603960128602333,0.006699377708685014,0.4566888709758918,0.9237842615448101
3.043115,0.4636689265867936,0.0064855041384345394,0.4586536162914095,0.9288080470166376
3.045416,0.4668909892546929,0.006267642249857717,0.4606442856760485,0.9338029171805992
3.047718,0.4702521445242237,0.0060497803612808935,0.4615521266350837,0.9378540515205884
3.05002,0.4734996327214535,0.005847871746009465,0.4638159958250777,0.9431635002925406
3.052321,0.4768882076794778,0.0056753769783948645,0.4647692039050752,0.947332788562948
3.054623,0.4786669976530296,0.00552282380241201,0.4664806910068697,0.9506705124623114
3.056924,0.4821009397320162,0.005373261865173915,0.4665808975048192,0.9540550991020094
3.059226,0.4846075978001267,0.0052197116096094716,0.4676223471277872,0.9574496565375236
3.061528,0.4876795999909971,0.00507712922944249,0.468958932306905,0.9617156615273446
3.063829,0.4896393599086069,0.004963960696932332,0.469622987308242,0.9642263079137812
3.066131,0.4917372153482666,0.004878710392706619,0.4699769505597055,0.9665928763006788
3.068433,0.493697972345458,0.0047994425659704295,0.4701653986006256,0.9686628135120541
3.070734,0.495297287994324,0.0047047200057196365,0.4701793577147677,0.9701813657148112
3.073036,0.4968108547991735,0.0045970354109082096,0.4701803547943493,0.9715882450044312
3.075337,0.4983702872647761,0.004490347895678369,0.4701803547943493,0.9730409899548038
3.077639,0.4991704436289999,0.004395625335427576,0.4699196184837643,0.9734856874481916
3.079941,0.4998594256198766,0.00430588817308472,0.4688462623141855,0.9730115761071471
3.082242,0.5003828924002099,0.004209669993461546,0.4688831542587042,0.9734757166523758
3.084544,0.5019054329212937,0.004100988319068532,0.4682913875270322,0.9742978087673946
3.086846,0.5018924708867333,0.0039773504509517076,0.4674284151491685,0.9732982364868534
3.089147,0.5018705351359383,0.003840252008483454,0.466337610086912,0.9720483972313336
3.0914490000000003,0.5006521038872386,0.0036921856906177416,0.4647198484657866,0.9690641380436428
3.09375,0.5005219850018414,0.0035406295942164725,0.4637865819774208,0.9678491965734788
3.096052,0.4991769246462802,0.00339106765697838,0.4619419847514844,0.9645099770547428
3.098354,0.4991325546048994,0.0032430013391126665,0.4608417074332027,0.9632172633772148
3.100655,0.4977142089000917,0.003091943782502192,0.4588654957024969,0.9596716483850908
3.102957,0.4958207547746573,0.002936897907565368,0.4575737791045505,0.9563314317867732
3.105259,0.4949124152758313,0.0027813534928377505,0.4552660384129666,0.9529598071816356
3.10756,0.4931276428247901,0.002628301777064101,0.4531332851879514,0.9488892297898056
3.109862,0.4907565875797754,0.002480235459198389,0.4513619733112617,0.9445987963502356
3.112163,0.4892933732937962,0.0023361574596590245,0.44965198182883936,0.9412815125822946
3.114465,0.4868385633639283,0.0021955692386552168,0.447642866471941,0.9366769990745244
3.116767,0.4839221055877855,0.002058470796186964,0.4447229189172626,0.9307034953012352
3.119068,0.4821742250812629,0.0019268562914174414,0.4419669909537553,0.9260680723264356
3.12137,0.4788818683028617,0.001801722803928236,0.44007602952727504,0.9207596206340648
3.123672,0.476419081736341,0.0016820732541377615,0.4378485537420091,0.915949708732488
