Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,d_NH3_CH3OH_50_10K_I10m_Baselined,CO_CH3OH_10K,all
3.024702,0.8743523240984515,0.012731848945558216,0.008154619799868262,0.8952387928438781
3.027003,0.8779974196004099,0.012732802534963568,0.007892859508099117,0.8986230816434726
3.029305,0.8858411692541333,0.012715161130964556,0.0076377743421674376,0.9061941047272652
3.031607,0.8926393081248881,0.012686553448803994,0.0073807819974250535,0.9127066435711172
3.0339080000000003,0.8962715301698742,0.012655084998427376,0.007118068116250556,0.916044683284552
3.03621,0.9010790511569567,0.012631245263293574,0.00686012218210282,0.9205704186023532
3.038511,0.9059623825017644,0.012625046932158785,0.0066222016254674785,0.9252096310593908
3.040813,0.9111637359132576,0.01264221154145512,0.0064071672145605855,0.9302131146692733
3.043115,0.9142033021428172,0.012679401528263851,0.006202622287112565,0.9330853259581936
3.045416,0.9196988378858612,0.012732802534963568,0.005994263002043137,0.938425903422868
3.047718,0.9221414571476706,0.012796693025122156,0.00578590371697371,0.9407240538897664
3.05002,0.925347901523167,0.012865828257010182,0.005592801862389914,0.9438065316425672
3.052321,0.9279869602024788,0.01293448669419553,0.005427830895264005,0.9463492777919384
3.054623,0.931654465055463,0.013007436283704966,0.005281931716245138,0.9499438330554132
3.056924,0.931263016604566,0.013090398561970595,0.005138893305442327,0.9494923084719791
3.059226,0.9341280759729464,0.01318528070780313,0.004992040537018108,0.9523053972177676
3.061528,0.9359236848232242,0.013282546827149038,0.0048556772520527616,0.954061908902426
3.063829,0.9350926316564601,0.013371707436549458,0.0047474448545453,0.9532117839475548
3.066131,0.9373226004808758,0.013443703436653541,0.004665912960387698,0.955432216877917
3.068433,0.9359246384126296,0.013494720469839877,0.00459010260266221,0.9540094614851315
3.070734,0.9348308713646908,0.01352046738378438,0.004499511609153762,0.9528508503576288
3.073036,0.9338043323698292,0.013519990589081706,0.004396523953375737,0.9517208469122866
3.075337,0.932234247413917,0.013493290085731849,0.004294489887003065,0.950022027386652
3.077639,0.9301773550665726,0.013442749847248187,0.004203898893494619,0.9478240038073154
3.079941,0.9253054667946288,0.013376952178278894,0.004118075847012932,0.9428004948199208
3.082242,0.9237873524613084,0.013305909767580164,0.004026054469396457,0.9411193166982847
3.084544,0.9191233466797314,0.013238681714502844,0.003922113224213081,0.9362841416184472
3.086846,0.915147355654116,0.013182419939587072,0.003803868137949424,0.9321336437316524
3.089147,0.9122603637294124,0.013143799568670312,0.003672749594713513,0.929076912892796
3.0914490000000003,0.9066532580259424,0.013132833290508765,0.0035311415680187304,0.9233172328844698
3.09375,0.8978535349933533,0.013159533793858622,0.0033861959784052147,0.9143992647656172
3.096052,0.8963459101434917,0.013231052999260029,0.003243157567602404,0.912820120710354
3.098354,0.8893775555638813,0.0133330870656327,0.003101549540907621,0.9058121921704216
3.100655,0.8841247083244995,0.013443703436653541,0.0029570807459967817,0.9005254925071499
3.102957,0.8770662395460834,0.0135400159665941,0.002808797593464534,0.8934150531061421
3.105259,0.8707892372853535,0.0135977081256179,0.0026600376462296107,0.8870469830572009
3.10756,0.8631171337245934,0.013592463383888463,0.0025136616725080674,0.87922325878099
3.109862,0.8564405775030208,0.013523804946703114,0.002372053645813284,0.8723364360955372
3.112163,0.8493520706583362,0.013415572549195651,0.002234259976739909,0.8650019031842717
3.114465,0.8412055563684134,0.013293513105310588,0.002099803870585267,0.8565988733443093
3.116767,0.8341938134708596,0.013169546482614815,0.0019686853273493572,0.8493320452808238
3.119068,0.8260082020153173,0.013050347806945807,0.0018428115258428829,0.840901361348106
3.12137,0.8190913412635961,0.01294211540943835,0.0017231360554711976,0.8337565927285057
3.123672,0.8110025191326973,0.012851047621227223,0.001608705326828949,0.8254622720807535
3.125973,0.8028045110148853,0.012784773157555256,0.0014971353664027561,0.8170864195388432
3.128275,0.7945812327778318,0.012743768813125115,0.0013889029688952956,0.8087139045598521
3.130576,0.7859264553348564,0.012715161130964556,0.0012897296707386802,0.7999313461365597
3.132878,0.7777947216807165,0.012686076654101316,0.0012043834189596695,0.7916851817537774
3.13518,0.7690593659329888,0.01265317781961667,0.0011304802400448838,0.7828430239926505
3.137481,0.7611693671931058,0.012619325395726673,0.0010618218028595344,0.774850514391692
3.139783,0.7518933262525435,0.012587380150647377,0.000991732981566157,0.7654724393847571
3.142085,0.7447619078846179,0.012554004521460056,0.0009216441602727793,0.7582375565663508
3.144386,0.7339920691405716,0.012515384150543296,0.0008553696966008104,0.7473628229877157
3.146688,0.7267123676201139,0.012467227885573015,0.0007957703587663057,0.7399753658644532
3.148989,0.7169004094337437,0.012407151753035837,0.0007409389679585613,0.7300485001547381
3.151291,0.7076348579766404,0.012334678958229076,0.0006889683453668733,0.7206585052802363
3.153593,0.6978891742539421,0.012250763090558094,0.0006389049015858896,0.7107788422460861
3.155894,0.6895581404140837,0.012162079275860351,0.0005940861995343422,0.7023143058894784
3.158196,0.6799812420161329,0.01207291866645993,0.0005573730074282873,0.6926115336900212
3.160498,0.6700291061871759,0.011983758057059514,0.0005259045570516689,0.6825387688012872
3.162799,0.6612904128765295,0.011888875911226985,0.0004949129013777265,0.6736742016891342
3.165101,0.6518227004654915,0.011784934666043606,0.00046010688808237576,0.6640677420196175
3.167402,0.6415863949937396,0.01167002714269868,0.00042196331186829266,0.6536783854483066
3.1697040000000003,0.6326231313781328,0.01154272295708418,0.0003814357621408296,0.6445472900973577
3.172006,0.6229699458277539,0.011406836466821509,0.00034233859652139465,0.6347191208910968
3.174307,0.6126621211506006,0.011271426771261516,0.0003113469408474522,0.6242448948627095
3.176609,0.6026418036791609,0.011147460148565746,0.00029418233155111483,0.6140834461592777
3.1789110000000003,0.5935388392156701,0.011034936598734202,0.00029132156333505865,0.6048650973777394
3.181212,0.5846065672557372,0.010925273817118712,0.00029513592095646693,0.5958269769938124
3.183514,0.5743249662872312,0.010810843088476465,0.00029942707328055123,0.5854352364489882
3.1858150000000003,0.5647218441806329,0.010693074796915484,0.00029942707328055123,0.5757143460508289
3.188117,0.5558553698896695,0.010577690478867882,0.00028989117922703054,0.5667229515477645
3.190419,0.5458155038354201,0.010468981286657743,0.00027034259641731297,0.5565548277184952
3.19272,0.5358686127481926,0.0103683776043931,0.00025031721890491943,0.5464873075714907
3.1950220000000003,0.5265296349068771,0.010277309816181978,0.00024030453014872266,0.5370472492532078
3.197323,0.5170209181514089,0.010193870743213672,0.0002441188877701309,0.5274589077823927
3.199625,0.5075980244424224,0.010116153206677476,0.000256992344742384,0.5179711699938423
3.201927,0.4979300582562605,0.010040819643654664,0.00027368015933604533,0.5082445580592512
3.204228,0.4885958483619716,0.00997263800117199,0.00028989117922703054,0.4988583775423706
3.20653,0.4792006087457402,0.009920190583877627,0.00030133425209125537,0.4894221335817091
3.208832,0.4692198652346228,0.009889675722906359,0.0003056254044153397,0.4794151663619445
3.211133,0.4600396600292984,0.009875848676528754,0.00030943976203674805,0.4702249484678639
3.213435,0.4509381259499156,0.009869173550691291,0.0003208828349009729,0.4611281823355078
3.215736,0.4411624041609488,0.009865835987772558,0.0003418618018187185,0.4513701019505401
3.218038,0.4322306089957186,0.009869650345393966,0.0003628407687364642,0.44246310010984896
3.22034,0.4232649614065983,0.0098849077758796,0.000373330252195337,0.4335231994346732
3.222641,0.4136194045714621,0.009910654689824107,0.000374283841600689,0.4239043431028869
3.224943,0.4046842718433133,0.009937355193173965,0.0003800053780328015,0.41500163241452
3.227245,0.39571099553895017,0.009958810954794384,0.0004009843449505472,0.4060707908386951
3.229546,0.3870104458045178,0.0099764523587934,0.00043054561651646137,0.3974174437798277
3.231848,0.377789713049466,0.009994570557495091,0.00045343176224491125,0.388237715369206
3.234149,0.3695893209581408,0.010016503113818187,0.00046010688808237576,0.3800659309600414
3.236451,0.3606475131041544,0.010038912464843959,0.00045676932516364345,0.37114319489416203
3.238753,0.35213339009846845,0.010056553868842973,0.0004529549675422352,0.3626428989348536
3.241054,0.34393156762303523,0.010065136173491142,0.00045486214635293926,0.3544515659428793
3.2433560000000003,0.3356467828693364,0.010061798610572407,0.0004653516298118121,0.3461739331097206
3.245658,0.3278612021693393,0.010043203617168043,0.0004872841861349099,0.3383916899726423
3.247959,0.3192483826601995,0.010016503113818187,0.0005130311000794158,0.32977791687409713
3.250261,0.3116697308611639,0.009994093762792413,0.0005301957093757531,0.32219402033333205
3.252562,0.3042889488637388,0.00998694184225227,0.0005311492987811052,0.3148070400047722
3.254864,0.29736493619147736,0.009992186583981709,0.000526381351754345,0.30788350412721344
3.257166,0.2894215364448946,0.01000267606744058,0.0005316260934837814,0.299955838605819
3.259467,0.2829914830846056,0.010014595935007479,0.0005530818551042028,0.2935591608747173
3.261769,0.2756941401601488,0.010023655034358326,0.0005759680008326527,0.2862937631953398
3.264071,0.2692812514091561,0.01002794618668241,0.0005831199213727934,0.2798923175172113
3.266372,0.2630695700226927,0.01002794618668241,0.0005750144114273005,0.27367253062080243
3.2686740000000003,0.2568931714442273,0.010025562213169031,0.0005678624908871602,0.2674865961482835
3.270975,0.2506833972365746,0.010024131829061004,0.0005764447955353288,0.2612839738611709
3.273277,0.2449389746587337,0.010021747855547622,0.0005940861995343422,0.25555480871381564
3.275579,0.2396923257504866,0.010014595935007479,0.0006031452988851867,0.25031006698437924
3.27788,0.23441373159716025,0.009999815299224524,0.0005936094048316661,0.2450071563012164
3.280182,0.2291742346094533,0.009975975564090724,0.0005783519743460331,0.23972856214789004
3.282484,0.22440390360917956,0.009943076729606077,0.0005726304379139205,0.2349196107766995
3.284785,0.2195210490590742,0.00990159559047326,0.0005840735107781452,0.2300067181603256
3.287087,0.2149843474631117,0.009852962530800305,0.0006083900406146232,0.22544570003452666
3.289388,0.2107227564105933,0.009799084729397913,0.0006389049015858896,0.2211607460415771
3.29169,0.20681447023275784,0.009737578212752705,0.0006770484777999724,0.21722909692331047
3.293992,0.20269162643871813,0.00966367503383792,0.0007256815374729284,0.21308098301002895
3.296293,0.19911328219513447,0.009574037629734824,0.0007900488223341934,0.20947736864720348
3.298595,0.19583484181953406,0.009472957152767504,0.0008782558423292603,0.2061860548146308
3.300897,0.1929983901333143,0.0093675855234761,0.0010003152862143258,0.20336629094300476
3.3031980000000005,0.1900351110561827,0.009260783510076668,0.0011648094586375586,0.20046070402489694
3.3055,0.1880702400864548,0.009150167139055828,0.0013817510483551552,0.19860215827386574
3.307801,0.18649252641529976,0.009032398847494846,0.0016601991547179607,0.19718512441751254
3.310103,0.18530101645331234,0.008912246582420484,0.001999200188320623,0.19621246322405345
3.3124050000000005,0.18432215692871845,0.0088044909796157,0.0023873110762989173,0.19551395898463306
3.314706,0.18381341698096312,0.00872009831724204,0.0028130887457886184,0.1953466040439938
3.317008,0.1835149434970879,0.008650009495948663,0.003265090123925502,0.19543004311696208
3.31931,0.18236634505834132,0.00857324554881782,0.003731872137845341,0.19467146274500446
3.321611,0.18016593750549145,0.008476933018877263,0.004201038125278562,0.19284390864964726
3.323913,0.17706295758047574,0.00836774703196445,0.004655423476928825,0.19008612808936906
3.326214,0.17450924515294294,0.008258561045051637,0.005076909994094443,0.18784471619208898
3.3285160000000005,0.17045792056430464,0.008154619799868262,0.005445472299263018,0.1840580126634359
3.330818,0.16544394747096344,0.008052108938792914,0.005740131425516809,0.17923618783527315
3.3331190000000004,0.16011672025796406,0.007948167693609535,0.005938954816532717,0.17400384276810632
3.335421,0.1554765542115209,0.007847087216642217,0.006037174525283981,0.1693608159534471
3.3377230000000004,0.1508440168803205,0.007759833786052503,0.006041942472310741,0.16464579313868374
3.340024,0.14744113308732162,0.007695466501191238,0.005964701730477222,0.1611013013189901
3.3423260000000004,0.14446641093732582,0.0076539853620584235,0.005850271001834975,0.1579706673012192
3.344627,0.1416318664299168,0.007631576011032648,0.005751574498381034,0.15501501693933048
3.3469290000000003,0.13871674361775552,0.007626808064005887,0.005709139769842868,0.15205269145160427
3.349231,0.136434804170748,0.007641588699788845,0.005734409889084697,0.14981080275962153
3.351532,0.13497390520174862,0.0076783018918949,0.00583262959783596,0.14848483669147947
3.3538339999999995,0.1336565214382547,0.007734563666810672,0.00600713645901539,0.14739822156408075
3.356135,0.13239206188675787,0.007802268514590671,0.0062545929097042536,0.1464489233110528
3.3584370000000003,0.13135837097135622,0.007872834130586722,0.006572614976389168,0.14580382007833212
3.360739,0.12955322622702475,0.00793577103133996,0.006959295480259437,0.14444829273862414
3.3630400000000003,0.12758263372086467,0.007980589733391507,0.007411773653098994,0.14297499710735515
3.365342,0.12531261414142408,0.007997277547985168,0.007925758342583763,0.14123565003199304
3.3676440000000003,0.12411204508008583,0.007977728965175452,0.008483608144714726,0.14057338218997598
3.3699449999999995,0.12227876944829645,0.007914792064422214,0.009065297681979492,0.13925885919469816
3.372247,0.12069485744600668,0.007816095560968277,0.009626485047029187,0.13813743805400416
3.3745480000000003,0.11993913784226515,0.007711200726379546,0.010083731166895508,0.1377340697355402
3.37685,0.11907661622512418,0.007632529600438001,0.010349782610988735,0.1370589284365509
3.3791519999999995,0.11815449527014872,0.007598677176548002,0.01033595556461113,0.13608912801130785
3.381453,0.11698062671216032,0.007618225759357718,0.009951659034254243,0.1345505115057723
3.3837550000000003,0.11610094048572304,0.007697373680001941,0.00914015445029963,0.13293846861602462
3.386057,0.11561365629958813,0.00781800273977898,0.008031129971875169,0.13146278901124228
3.388358,0.11504627060340365,0.007955796408852356,0.006817210658861976,0.12981927767111798
3.39066,0.11440593531770972,0.008091682899115025,0.005675764140655545,0.1281733823574803
3.392961,0.1139329549726551,0.008221847852945581,0.004751259212166709,0.1269060620377674
3.395263,0.11400352058865115,0.008343907296830648,0.004180059158360817,0.12652748704384262
3.397565,0.11386858768779386,0.00845786123077022,0.004012227423018853,0.1263386763415829
3.3998660000000003,0.11362732956823975,0.008565616833575006,0.0042029453040892655,0.12639589170590404
3.402168,0.1129321628917381,0.00866622051583965,0.004696904616061641,0.1262952880236394
3.40447,0.11261223364624247,0.008737739721241054,0.0053963624448873865,0.12674633581237096
3.406771,0.11211541356605403,0.008745845231186548,0.006182120114897496,0.1270433789121381
3.409073,0.11152800249235716,0.00867098846286641,0.006921628698748029,0.1271206196539716
3.411374,0.11108458341886847,0.008546068250765291,0.007444195692880966,0.12707484736251473
3.413676,0.11064497870300116,0.008416380091637405,0.007571976673198144,0.1266333354678367
3.415978,0.1101262260664896,0.008309101283535299,0.007277317546944353,0.12571264489696926
3.418279,0.1091058854027629,0.008222801442350934,0.006778113493242542,0.1241068003383564
3.420581,0.10904819324373913,0.008154619799868262,0.0063079939164039705,0.12351080696001135
3.422883,0.10856329303111756,0.008118860197167559,0.005989495055016377,0.1226716482833015
3.425184,0.1088493698527232,0.008143653521706713,0.005857899717077791,0.12285092309150768
3.427486,0.10830534709696983,0.008253793098024877,0.005917499054912296,0.122476639249907
3.429787,0.10807171769265858,0.008448802131419375,0.006010474021934123,0.12253099384601207
3.432089,0.10811224524238604,0.008719621522539366,0.005919883028425676,0.12275174979335107
3.434391,0.1076297290032779,0.009050517046196534,0.005528911372231325,0.12220915742170575
3.436692,0.10723923414178622,0.009406682689095534,0.004967247212478954,0.12161316404336073
3.438994,0.10709381175747,0.009749974875022282,0.004398431132186442,0.12124221776467875
3.441296,0.1071362464860082,0.010045110795978748,0.003893505542052518,0.12107486282403948
3.443597,0.10681107249878312,0.010257284438669585,0.0034143268658631013,0.1204826838033158
3.445899,0.10581266439137953,0.010355504147420848,0.002924658706214811,0.1190928272450152
3.4482,0.10518424897325253,0.010338339538124509,0.0024473872088360982,0.11796997572021313
3.450502,0.10448049999210267,0.010221048041266206,0.0020402045327507627,0.11674175256611966
3.452804,0.103445378692593,0.010033190928411848,0.0017436382276862677,0.1152222078486911
3.455105,0.10284890851954527,0.00986440560366453,0.0015395700949409235,0.11425288421815072
3.457407,0.1022810460286581,0.00981863331220763,0.0013931941212193802,0.11349287346208513
3.459709,0.10186194348500588,0.00993926237198467,0.0012797169819824836,0.11308092283897303
3.46201,0.1011529497621266,0.010168600623971845,0.0011910331672847405,0.1125125835533832
3.464312,0.10084446358949524,0.010440373604497184,0.001119990756586011,0.11240482795057842
3.466613,0.1003528882510362,0.010702610690969002,0.0010642057763729149,0.11211970471837812
3.468915,0.0999771740253275,0.010914307538957162,0.0010241550213481276,0.1119156365856328
3.471217,0.0986259378379436,0.011044949287490398,0.0009984081074036217,0.11066929523283764
3.473518,0.09748115375681844,0.01111360772467575,0.0009779059351885519,0.10957266741668274
3.47582,0.09659097804692228,0.011159380016132649,0.0009502518424333418,0.10870060990548827
3.478122,0.0960536304170064,0.011211350638724334,0.0009102010874085547,0.10817518214313927
3.4804230000000005,0.09549959497249684,0.01127190356596419,0.0008725343058971478,0.10764403284435818
3.482725,0.09448259187168884,0.011340562003149542,0.0008539393124927825,0.10667709318733117
3.4850260000000004,0.09361577910222382,0.011410650824442916,0.000862521617140951,0.10588895154380767
3.487328,0.09305983647890356,0.01146977336757475,0.0008963740410309498,0.10542598388750923
3.4896300000000005,0.09229934892813528,0.011506009764978124,0.000954542994757426,0.10475990168787083
3.491931,0.09155936354958208,0.011524604758382493,0.001068496928696999,0.10415246523666156
3.4942330000000004,0.0908222389392449,0.011539862188868124,0.0012854385184145956,0.10364753964652762
3.496535,0.0903807270445669,0.011561317950488544,0.0016540008235831725,0.10359604581863864
3.4988360000000003,0.08960975001033973,0.011580389738595587,0.002219479340956952,0.10340961908989227
3.501138,0.08873578532033458,0.011584680890919671,0.003024785593776779,0.10334525180503104
3.503439,0.08798483366361981,0.01156465551340728,0.004040835105179413,0.1035903242822065
3.5057410000000004,0.08745559154364943,0.011516022453734322,0.0051036104974443,0.10407522449482803
3.508043,0.08681811702617155,0.0114368745330901,0.006036220935878628,0.10429121249514027
3.5103440000000004,0.08585880608438738,0.011343899566068271,0.006669404301032405,0.10387210995148803
3.512646,0.08518938632183021,0.011268089208342784,0.006841050393995779,0.10329852592416876
3.5149470000000003,0.08481653286433756,0.011236143963263487,0.0064419732278559365,0.10249465005545698
3.517249,0.08391634446568519,0.01122899204272335,0.005703895028113431,0.10084923153652196
3.5195510000000003,0.08305906759027368,0.011209920254616307,0.0049939477158288115,0.0992629355607188
3.5218519999999995,0.08281447190780088,0.01115747283732194,0.004560064536393618,0.09853200928151644
3.524154,0.08239441577474327,0.011089291194839269,0.00431785282743419,0.09780155979701674
3.526456,0.08180605111164105,0.011030168651707441,0.004130472509282508,0.09696669227263101
3.528757,0.0813435602500453,0.010998223406628144,0.003917822071888996,0.09625960572856243
3.5310589999999995,0.08073087905710659,0.011001560969546879,0.0036765639523349213,0.0954090039789884
3.53336,0.0803065317717249,0.011050194029219834,0.003408605329430988,0.09476533113037572
3.5356620000000003,0.07956893036668508,0.01115794963202462,0.0031282500442574787,0.09385513004296717
3.537964,0.07870593195484146,0.011343422771365595,0.002858384242542842,0.0929077389687499
3.540265,0.07790682403315642,0.01161376536778291,0.002618079712394119,0.09213866911333346
3.542567,0.0772149949195735,0.011931787434467827,0.002404475685595255,0.09155125803963657
3.5448690000000003,0.07650361722318083,0.012248379117044714,0.0022104202416061078,0.09096241658183166
3.5471699999999995,0.07572787224192692,0.012517768124056677,0.0020320990228052697,0.09027773938878887
3.549472,0.07496166315472652,0.012699903700478922,0.0018752335656248536,0.08953680042083031
3.5517730000000003,0.07418496458406727,0.012758549448908071,0.0017441150223889436,0.08868762905536429
3.554075,0.07352031276853688,0.01269179819053343,0.001636359419584159,0.08784847037865448
3.556377,0.07239507727022143,0.012528734402218224,0.0015414772737516276,0.08646528894619128
3.558678,0.07178144248787736,0.012299872944933728,0.0014504094855405047,0.0855317249183516
3.5609800000000003,0.07071246876447769,0.012037159063759231,0.0013617256708427618,0.08411135349907968
3.563282,0.07016749241931901,0.011773014798476705,0.0012787633925771312,0.08321927061037282
3.565583,0.06932118182206902,0.011532710268327985,0.0012029530348516414,0.08205684512524866
3.567885,0.06843482046979428,0.011319583036231795,0.0011319106241529115,0.08088631413017898
3.570186,0.06776921506485853,0.011133156307485464,0.0010632521869675627,0.07996562355931154
3.572488,0.06692719561993264,0.010971046108575612,0.0009974545179982695,0.07889569624650652
3.57479,0.06621963228116139,0.010826100518962095,0.0009359480013530606,0.07798168080147655
3.577091,0.06543578178996201,0.010693074796915484,0.0008830237893560205,0.07701188037623351
3.579393,0.06450793929855443,0.010568631379517036,0.0008401122661151773,0.07591668294418663
3.581695,0.06405784509922825,0.010451339882658731,0.0008091206104412348,0.07531830559232823
3.583996,0.06328257691267702,0.010340246716935215,0.0007905256170368692,0.07441334924664911
3.586298,0.06258454946795929,0.010240119829373246,0.0007728842130378562,0.07359755351037038
3.588599,0.061696757731576526,0.010154296782891559,0.0007418925573639138,0.07259294707183199
3.590901,0.061207089571928226,0.01008325437219283,0.0006908755241775776,0.07198121946829865
3.593203,0.06056150954450488,0.010016026319115507,0.0006284154181270168,0.0712059512817474
3.595504,0.059873971583246026,0.009940215961390018,0.0005645249279684279,0.07037871247260445
3.597806,0.059367615609004075,0.009856300093719036,0.0005015880272151909,0.0697255037299383
3.600108,0.058576613197264524,0.009774768199561436,0.0004348367688405457,0.0687862181656665
3.602409,0.058250485620634125,0.009703725788862706,0.000361410384628436,0.06831562179412526
3.604711,0.0577832268120116,0.009642696066920172,0.00028893758982167844,0.06771486046875345
