Wavelength,CO_NH3_10K,H2O_CH4_10_0.6_a_V3,H2O_CH3OH_CO_NH3_120K_NASA,all
3.024702,0.005478181064625038,0.8133270511441149,0.4299088071069585,1.2487140393156984
3.027003,0.0054341418527424955,0.8143731061319766,0.4340569050082097,1.2538641529929286
3.029305,0.005326270524760536,0.8189571427486043,0.43784031864926504,1.26212373192263
3.031607,0.0052129561481189385,0.8206825891737102,0.4417504068773083,1.2676459521991374
3.0339080000000003,0.005138732757305665,0.8211645463913911,0.446312176476692,1.2726154556253888
3.03621,0.005097167658450232,0.8215747543312857,0.4493741387590424,1.2760460607487782
3.038511,0.005071931705573718,0.8204524966621892,0.4532980820200374,1.2788225103878004
3.040813,0.0050531284465676896,0.8220161360953221,0.4569632330583968,1.2840324976002866
3.043115,0.0050447164622755185,0.8215643630565719,0.4602117434629912,1.2868208229818383
3.045416,0.005051149156146002,0.820088802047204,0.4634097819618324,1.2885497331651825
3.047718,0.005071931705573718,0.8188433335493573,0.4667458759675864,1.2906611412225175
3.05002,0.005102610707109872,0.817363813959146,0.4699691504193042,1.29243557508556
3.052321,0.00514021722512193,0.8155799784666004,0.4733324596683563,1.2940526553600786
3.054623,0.005184751259609896,0.8133696058881809,0.4750979867245013,1.2936523438722922
3.056924,0.005236707633179186,0.8083238997806946,0.4785063248306469,1.2920669322445208
3.059226,0.005297075991040649,0.8067186952487063,0.4809942928907079,1.2930100641304552
3.061528,0.005361402929745487,0.8041466073457235,0.4840433897853171,1.2935514000607862
3.063829,0.005426224691055746,0.7997901891275899,0.4859885374472303,1.291204951265876
3.066131,0.00550044808186902,0.7971582276893512,0.4880707509708454,1.2907294267420657
3.068433,0.005608319409850978,0.7918344312776178,0.4900168882779694,1.287459638965438
3.070734,0.005773095337456446,0.7874517874613967,0.4916042791961626,1.2848291619950156
3.073036,0.006008136075031814,0.7826025259282627,0.4931065606262233,1.2817172226295181
3.075337,0.006322843252080095,0.7779818724388338,0.4946543657359828,1.2789590814268967
3.077639,0.006698908432200683,0.7730573978696758,0.4954485560176848,1.275204862319561
3.079941,0.0070185638353031845,0.7661595707500954,0.4961324008583777,1.2693105354437764
3.082242,0.0071427643092640625,0.76123806511657,0.4966519645940706,1.2650327940199046
3.084544,0.007015594899670652,0.7554026221308304,0.4981631528310289,1.26058136986153
3.086846,0.0067221650946555096,0.7498606089501059,0.498150287443288,1.2547330614880494
3.089147,0.006361439415302998,0.7433324143167759,0.4981285152486494,1.2478223689807284
3.0914490000000003,0.006040794366989654,0.7370402500662319,0.4969191688009985,1.24000021323422
3.09375,0.00587651326198961,0.7284575519751902,0.4967900201009834,1.231124085338163
3.096052,0.005966570976176379,0.7230506253657459,0.4954549887115554,1.2244721850534777
3.098354,0.0063109675095499715,0.7163690357247351,0.4954109494996727,1.2180909527339576
3.100655,0.006872096344098322,0.7090971227154559,0.4940031791872477,1.2099723982468018
3.102957,0.007594042525408766,0.7017994789306948,0.4921238429318555,1.2015173643879589
3.105259,0.008376851887186097,0.6938808327761293,0.49122227614477704,1.1934799608080924
3.10756,0.009112653101448352,0.6862061341660367,0.4894508112173669,1.184769598484852
3.109862,0.00971336774443045,0.6782251403631882,0.4870974349059806,1.1750359430135993
3.112163,0.010110710296584174,0.6700397848243003,0.4856451305590676,1.1657956256799522
3.114465,0.01024777615828602,0.661864325737521,0.4832086240499706,1.1553207259457774
3.116767,0.010140399652909485,0.6533989006039642,0.4803139118082529,1.1438532120651266
3.119068,0.009849938783526873,0.6445648326293685,0.4785790637536439,1.1329938351665394
3.12137,0.009428349923707476,0.6361716515962034,0.4753112552674382,1.1209112567873492
3.123672,0.008898889735906123,0.6272262485353877,0.4728668315966544,1.1089919698679482
3.125973,0.008278877011312575,0.6180789578515598,0.4702398183844699,1.0965976532473425
3.128275,0.00759206323498708,0.6090692278520392,0.4671837939733847,1.0838450850604109
3.130576,0.006877539392757964,0.5998957115701239,0.4640421652515616,1.0708154162144434
3.132878,0.006175880938269813,0.5904277758379827,0.4609886149535034,1.057592271729756
3.13518,0.0055058911305286605,0.5810053637855402,0.4579771245769062,1.0444883794929751
3.137481,0.0048720233729833,0.5714538030330827,0.4549725617167849,1.0312983881228508
3.139783,0.0042777414238716885,0.5623391706412126,0.4519868021156696,1.0186037141807538
3.142085,0.003727993509248039,0.5527435706768726,0.4479559771719034,1.004427541358024
3.144386,0.003228717500377416,0.5428015948887374,0.4448336465316917,0.9908639589208064
3.146688,0.002784366800708616,0.5332668581048642,0.44182611473593775,0.9778773396415106
3.148989,0.0023924672972145296,0.5242724676061116,0.4383163379956808,0.9649812728990068
3.151291,0.002051534522078892,0.5138668430366962,0.4350193349757551,0.9509377125345302
3.153593,0.001756620249247483,0.5045072734551421,0.43104195087337455,0.9373058445777642
3.155894,0.0015042607204823516,0.4948616964076546,0.4280136365281929,0.92437959365633
3.158196,0.0012880232419130136,0.4850612398846698,0.4241035483001497,0.9104528114267324
3.160498,0.0011054337005123598,0.4753706339800888,0.4200509511617449,0.8965270188423459
3.162799,0.0009520386928315935,0.4659452529920138,0.4167321759471808,0.8836294676320262
3.165101,0.0008253641058436061,0.4557702157567249,0.4125251941558843,0.8691207740184528
3.167402,0.0007194720682833352,0.4466466765579572,0.4092514477984136,0.8566175964246541
3.1697040000000003,0.0006289195314911412,0.4369357829265539,0.4051350185439093,0.8426997210019543
3.172006,0.000549253092018227,0.4261827928881322,0.4008731114434112,0.8276051574235617
3.174307,0.00048096757247001524,0.4171285288541236,0.39710157354488596,0.8147110699714797
3.176609,0.00042406297284650513,0.4080594201419523,0.3924794355876408,0.8009629187024396
3.1789110000000003,0.0003775496479368534,0.3986657078006245,0.3886747445745524,0.7877180020231136
3.181212,0.0003384586621085292,0.3888964251017813,0.3844118478288433,0.7736467315927331
3.183514,0.00030332625712357946,0.3797966373880739,0.3803434163670649,0.7604433800122625
3.1858150000000003,0.00027165761037658263,0.3701832238099387,0.37583063420561796,0.7462855156259333
3.188117,0.0002439475444729603,0.3610977859517885,0.371393065080195,0.7327347985764565
3.190419,0.00021970123680729086,0.351654096527313,0.3675448296778295,0.7194186274419498
3.19272,0.00019792904216873046,0.3428229974883497,0.362705464596804,0.7057263911273224
3.1950220000000003,0.00017714649274101383,0.33331300183474755,0.35799673268361004,0.6914868810110986
3.197323,0.00015537429810245345,0.32463925638430835,0.3532281272351598,0.6780227579175706
3.199625,0.00013409692606931493,0.3160130139039897,0.348498612772538,0.664645723602597
3.201927,0.00011281955403617637,0.30710620700639685,0.3438937936064825,0.6511128201669155
3.204228,9.302664981930332e-05,0.2979851419206563,0.339326580958439,0.6374047495289146
3.20653,7.570785862953942e-05,0.28964787584190393,0.33470840158203713,0.6244319852825706
3.208832,6.135800307230645e-05,0.2805149350136333,0.32924753930860184,0.6098238323253075
3.211133,4.898743793676079e-05,0.2726947585575468,0.32489804860694393,0.5976417946024275
3.213435,3.6616872801215134e-05,0.26460292449108364,0.3194421345595629,0.5840816759234477
3.215736,2.325666245482583e-05,0.2564972353916687,0.3144746104237333,0.5709951024778568
3.218038,1.1380919924702004e-05,0.2484083702608381,0.3100419895243645,0.5584617407051273
3.22034,2.968935632530957e-06,0.2408410481561221,0.3044034859355828,0.5452475030273375
3.222641,3.463758237952784e-06,0.2330659005571289,0.2998125218024791,0.5328818861178459
3.224943,1.2370565135545654e-05,0.22529075295813575,0.2943838229983962,0.5196869465216676
3.227245,2.771006590362227e-05,0.21769819490054326,0.2891901649318887,0.5069160698983357
3.229546,4.601850230422985e-05,0.21046933145793584,0.2844131474991464,0.4949284974593865
3.231848,6.135800307230645e-05,0.2032627350325724,0.2794179132974131,0.4827420063330578
3.234149,7.02648099698993e-05,0.1961249189493625,0.2741223217741887,0.4703175055335211
3.236451,7.719232644580489e-05,0.1890346058362732,0.2691300565080879,0.4582418546708069
3.238753,8.807842376508504e-05,0.1825469866565876,0.2640888038040503,0.44672386888440296
3.241054,0.00010341792453316169,0.17599553536080262,0.258407250648597,0.4345062039339328
3.2433560000000003,0.00011974707051208196,0.1693505625925929,0.2536782310085805,0.4231485406716855
3.245658,0.00013112799043678397,0.1631316320876514,0.2485632497363351,0.4118260098144233
3.247959,0.00013805550691268952,0.1571037031084027,0.2433760243636981,0.4006177829790135
3.250261,0.00014201408775606415,0.15123807594373234,0.23873904172829016,0.3901191317597785
3.252562,0.0001454778459940169,0.14586133351321884,0.233166844368635,0.3791736557278479
3.254864,0.00014993124944281334,0.14053011476240407,0.2279499296396727,0.3686299756515196
3.257166,0.00015685876591871892,0.1354705536219659,0.2235004847717196,0.35912789715960425
3.259467,0.00016576557281631178,0.12994783852285288,0.21823705671784766,0.34835066081351684
3.261769,0.0001751672023193265,0.12507334103684248,0.21309189126667152,0.3383403995058333
3.264071,0.00018159989618981017,0.1205051387435882,0.20841433317761893,0.3291010718173969
3.266372,0.00018555847703318485,0.11608043500590623,0.2036585931169098,0.3199245865998492
3.2686740000000003,0.00019001188048198126,0.11167948275328447,0.19874599429028195,0.31061548892404844
3.270975,0.00019743421956330864,0.10761303058192792,0.19381310773683172,0.301623572538323
3.273277,0.00020683584906632332,0.10341742971055626,0.18887972636077613,0.2925039919203987
3.275579,0.0002172271237801817,0.09987202574270887,0.1847964502208352,0.28488570308732425
3.27788,0.00022613393067777462,0.09606535543919877,0.1801347264551562,0.27642621582503274
3.280182,0.00023306144715368011,0.09273223036907734,0.17542104631590788,0.2683863381321389
3.282484,0.00023652520539163292,0.08959554987330838,0.17084195792533433,0.2606740330040344
3.284785,0.00023800967320789838,0.08644155058634967,0.16671662186393252,0.2533961821234901
3.287087,0.0002399889636295857,0.08368439902893925,0.16211031823006075,0.2460347062226296
3.289388,0.0002454320122892258,0.08102274823437525,0.15841943641621933,0.2396876166628838
3.29169,0.00025384399658139685,0.07872182311916376,0.15447273131537487,0.23344839843112006
3.293992,0.00026225598087356794,0.07654064507446434,0.1500594084976176,0.2268623095529555
3.296293,0.00026918349734947344,0.07465487612520176,0.1465303336757491,0.2214543932983004
3.298595,0.0002731420781928481,0.07323226113461401,0.14261777133467873,0.2161231745474856
3.300897,0.0002756161912199572,0.07207140730229443,0.13906741914077714,0.21141444263429152
3.3031980000000005,0.00027759548164164454,0.07164981844247502,0.1355071704947671,0.20743458441888374
3.3055,0.00028105923987959726,0.0718150891926859,0.13203005204646792,0.2041262004790334
3.307801,0.0002889764015663465,0.0727626744820687,0.12849751346636154,0.2015491643499966
3.310103,0.0002983780310693612,0.07508240285628623,0.12578390629822822,0.20116468718558375
3.3124050000000005,0.00029887285367478304,0.07914093786595605,0.12235923904610375,0.2017990497657346
3.314706,0.00028353335290670645,0.08553948897666568,0.1200815705933471,0.2059045929229195
3.317008,0.0002597818678464588,0.09338787032126128,0.11741200263709635,0.21105965482620406
3.31931,0.000241968254051273,0.10142082049767917,0.11551534759051447,0.21717813634224487
3.321611,0.0002399889636295857,0.107796114945934,0.11369390557995675,0.22173000948952035
3.323913,0.00024889577052717864,0.110897663036718,0.11233809164110094,0.22348465044834606
3.326214,0.00025928704524103696,0.1076011548393978,0.11108816973980544,0.21894861162444426
3.3285160000000005,0.00026720420692778616,0.0982811710662777,0.11097980358921804,0.20952817886242356
3.330818,0.0002746265460091135,0.08463297396353289,0.1103286170404829,0.1952362175500249
3.3331190000000004,0.00028452299811755014,0.07010201333271554,0.1111465588072452,0.1815330951380783
3.335421,0.0002954090954368302,0.058203014140136886,0.1118675153433448,0.17036593857891852
3.3377230000000004,0.0003023366119127358,0.0503432518756166,0.11309764434042345,0.16374323282795278
3.340024,0.0003023366119127358,0.045699836546338184,0.11372161564586035,0.15972378880411128
3.3423260000000004,0.00029887285367478304,0.0425285184681897,0.1145568762038124,0.1573842675256769
3.344627,0.0002973883858585176,0.040640770228505436,0.1146499028536317,0.15558806146799564
3.3469290000000003,0.0003008521440964704,0.03907614115016162,0.11393389454358632,0.1533108878378444
3.349231,0.00030679001536153223,0.037738140825101,0.1126092544288721,0.15065418526933466
3.351532,0.0003112434188103287,0.03681826560162183,0.11065025173400707,0.14777976075443924
3.3538339999999995,0.0003122330640211723,0.03592412115362458,0.10841563284792212,0.14465198706556787
3.356135,0.0003127278866265942,0.03528629481523585,0.10584354494493947,0.1414425676468019
3.3584370000000003,0.0003147071770482815,0.0344168914975097,0.10397064138341787,0.13870224005797582
3.360739,0.00031767611268081235,0.03371770715604866,0.10240551748246862,0.13644090075119808
3.3630400000000003,0.0003196554031024997,0.03310313748011475,0.1017023745601642,0.13512516744338146
3.365342,0.0003201502257079216,0.032570213534075444,0.10188051069811606,0.13477087445789945
3.3676440000000003,0.00032064504831334333,0.031844308771921626,0.10305719885380918,0.13522215267404414
3.3699449999999995,0.00032311916134045247,0.031340084536996785,0.1043343359984029,0.13599753969674014
3.372247,0.00032806738739467073,0.030708690892478536,0.10613895404037628,0.1371757123202495
3.3745480000000003,0.00033202596823804536,0.030177251414255493,0.10813704772106962,0.13864632510356314
3.37685,0.00033153114563262356,0.029590391804225208,0.10942012273692844,0.13934204568678624
3.3791519999999995,0.00032905703260551443,0.02894811206238768,0.1102924949902871,0.1395696640852803
3.381453,0.00032856221000009264,0.028482978813291163,0.11069676505891674,0.13950830608220802
3.3837550000000003,0.0003345000812651545,0.028050503856152487,0.11008961772206416,0.1384746216594818
3.386057,0.00034340688816274743,0.027653656126604174,0.10961607248867547,0.1376131355034424
3.388358,0.00035033440463865293,0.027039581273275697,0.10844136362340404,0.1358312793013184
3.39066,0.00035231369506034016,0.026552675829540615,0.10665109543698788,0.13355608496158886
3.392961,0.00035429298548202766,0.0261736417137875,0.10514584507129472,0.13167377977056424
3.395263,0.0003592412115362458,0.02593018899191996,0.1034075332584478,0.129696963461904
3.397565,0.0003686428410392605,0.02550860013210056,0.10221748489240833,0.12809472786554812
3.3998660000000003,0.0003755703575151661,0.02533145363935955,0.10045641123971204,0.12616343523658674
3.402168,0.0003765600027260098,0.025044951350820317,0.09962461443999797,0.12504612579354427
3.40447,0.00037210659927721333,0.02456101484271777,0.09840388707242233,0.12333700851441733
3.406771,0.00036616872801215137,0.024309150136558055,0.09714109978338582,0.12181641864795605
3.409073,0.00036319979237962034,0.024035513235759785,0.09593373262615656,0.12033244565429595
3.411374,0.00036319979237962034,0.02375148506024766,0.09432654880374644,0.11844123365637375
3.413676,0.0003666635506175732,0.023136420561708327,0.09183462216284216,0.11533770627516805
3.415978,0.000373096244488057,0.023038445685834803,0.08938376579818785,0.11279530772851072
3.418279,0.0003800237609639625,0.02262477398770216,0.0869591350316209,0.10996393278028703
3.420581,0.0003849719870181808,0.022343714747822558,0.0845993260263642,0.10732801276120496
3.422883,0.00038744610004528987,0.022038409200277297,0.08262349936291484,0.10504935466323742
3.425184,0.00038893056786155536,0.021837016399870613,0.08040916820365218,0.10263511517138436
3.427486,0.00039140468088866455,0.021627706437777183,0.07921813019240186,0.1012372413110677
3.429787,0.00039437361652119553,0.02161137729179826,0.07800779409954006,0.10001354500785953
3.432089,0.00039783737475914825,0.02128528919482528,0.0768390231055337,0.09852214967511813
3.434391,0.0004003114877862574,0.021220467433515012,0.07565243849773218,0.09727321741903344
3.436692,0.00040328042341878837,0.0213288335841024,0.07433423107688841,0.0960663450844096
3.438994,0.0004067441816567411,0.02154408141746089,0.07274782980390605,0.09469865540302368
3.441296,0.0004107027625001158,0.02177664804200915,0.0705770430339205,0.09276439383842976
3.443597,0.0004131768755272249,0.02192212588800316,0.06895303524292606,0.09128833800645646
3.445899,0.0004121872303163812,0.02200921466655741,0.0670519267928954,0.08947332868976919
3.4482,0.0004092182946838502,0.021737557056180832,0.06547839090765399,0.08762516625851867
3.450502,0.0004062493590513194,0.020976519889042058,0.06428092020253318,0.08566368945062655
3.452804,0.0004047648912350538,0.02018183478473461,0.06254112392187004,0.08312772359783971
3.455105,0.0004052597138404757,0.019501453702279598,0.061436679866568526,0.08134339328268858
3.457407,0.00040872347207842854,0.01914716071679757,0.060302051632336276,0.07985793582121227
3.459709,0.0004131768755272249,0.018698851436285392,0.059215916013435364,0.07832794432524798
3.46201,0.000415650988554334,0.018647884707926943,0.058097616925182026,0.07716115262166331
3.464312,0.0004131768755272249,0.018405421631270246,0.056986245353404616,0.07580484386020209
3.466613,0.000407239004262163,0.018244604284508158,0.05585656534522659,0.07450840863399691
3.468915,0.0004017959556025228,0.018130300262655708,0.055211811490361945,0.07374390770862019
3.471217,0.00040229077820794467,0.018007089433905683,0.054211280182199006,0.07262066039431263
3.473518,0.0004047648912350538,0.01791851618753517,0.05362491539477415,0.07194819647354436
3.47582,0.00040328042341878837,0.017747307566059217,0.05298560458856915,0.07113619257804715
3.478122,0.00039536326173203923,0.017515235764116385,0.052629332312665436,0.07053993133851386
3.4804230000000005,0.00038546680962360264,0.017355408062565133,0.052204279694608086,0.06994515456679681
3.482725,0.0003795289383585407,0.0174182505334537,0.051714405315240485,0.06951218478705272
3.4850260000000004,0.0003800237609639625,0.01712630519625483,0.05152785719299645,0.06903418615021524
3.487328,0.000384477164412759,0.017057524854101194,0.05152637272518019,0.06896837474369412
3.4896300000000005,0.0003894253904669773,0.017096121017324096,0.05153478470947236,0.06902033111726343
3.491931,0.0003918995034940864,0.01684079255292643,0.05149371443322235,0.06872640648964287
3.4942330000000004,0.0003894253904669773,0.016668594286239638,0.052142426868930364,0.06920044654563698
3.496535,0.0003795289383585407,0.016546867925305866,0.052112737512605055,0.06903913437626946
3.4988360000000003,0.0003671583732229951,0.016678490738348074,0.05256203643832807,0.06960768554989913
3.501138,0.0003577567437199804,0.01658991749197757,0.0534739945001205,0.07042166873581804
3.503439,0.00035379816287660576,0.016445924113799814,0.05404650425459355,0.07084622653126997
3.5057410000000004,0.00035280851766576206,0.016295992864357,0.05510987803364505,0.07175867941566781
3.508043,0.00034983958203323114,0.01615100984096841,0.05617572592572367,0.0726765753487253
3.5103440000000004,0.00034538617858443466,0.01599514072026053,0.057990735242410926,0.07433126214125589
3.512646,0.00034241724295190374,0.015859064503769532,0.060089277912004885,0.07629075965872632
3.5149470000000003,0.000344396533373591,0.015920422506841836,0.06351196587370765,0.07977678491392308
3.517249,0.00034934475942780934,0.015768511966977334,0.06762493136997387,0.08374278809637903
3.5195510000000003,0.00035478780808744935,0.015659156171179113,0.07260631053875541,0.08862025451802197
3.5218519999999995,0.0003582515663254022,0.015664599219838753,0.07837247835973593,0.0943953291459001
3.524154,0.0003607256793525113,0.01570517467348334,0.08352061274654464,0.09958651309938048
3.526456,0.00036270496977419865,0.01568290765623936,0.08826299259690741,0.10430860522292096
3.528757,0.00036270496977419865,0.015565139876148963,0.09189993874675782,0.10782778359268097
3.5310589999999995,0.0003607256793525113,0.015780882532112885,0.09369268104620113,0.1098342892576665
3.53336,0.000355777453298293,0.015517636906028469,0.09397324546347527,0.10984665982280203
3.5356620000000003,0.00034835511421696565,0.015467659822880862,0.09182818946897166,0.10764420440606948
3.537964,0.00034241724295190374,0.015572067392624869,0.08758904420832288,0.10350352884389966
3.540265,0.00034043795253021645,0.015863517907218325,0.08278975975833658,0.09899371561808512
3.542567,0.00033895348471395085,0.016011964688844874,0.07795930148420872,0.09431021965776756
3.5448690000000003,0.0003354897264759982,0.016240572732549755,0.07303185797941818,0.08960792043844393
3.5471699999999995,0.00032806738739467073,0.016520642327218508,0.06926724759736892,0.0861159573119821
3.549472,0.00031767611268081235,0.01672945746670652,0.06559417939732269,0.08264131297671003
3.5517730000000003,0.0003072848379669541,0.016508271762082968,0.06246195230500254,0.07927750890505246
3.554075,0.000301841789307314,0.016082229498814774,0.059700347344143326,0.07608441863226542
3.556377,0.00030679001536153223,0.015319213041254316,0.05727769586799807,0.07290369892461393
3.558678,0.00032806738739467073,0.014690788332368598,0.05457992302323828,0.06959877874300155
3.5609800000000003,0.00035181887245491853,0.014189533033076287,0.0521820126773641,0.06672336458289531
3.563282,0.0003577567437199804,0.0138451364997027,0.05008347000777014,0.06428636325119283
3.565583,0.00034241724295190374,0.013711039573633382,0.04754849380019412,0.061601950616779415
3.567885,0.0003488499368223875,0.01338148771842245,0.045515762537121265,0.059246100192366084
3.570186,0.0004280215536898797,0.013302316101554952,0.0435102465173466,0.057240584172591424
3.572488,0.0005640977701808818,0.013251349373196507,0.04092628287183383,0.05474173001521122
3.57479,0.0006536606617622325,0.01306826500919043,0.0389623319509146,0.052684257621867264
3.577091,0.0005992301751658316,0.01303659636244343,0.03697611401275139,0.050611940550360654
3.579393,0.00043593871537662895,0.013091521671645257,0.03496515494431709,0.048492615331338966
3.581695,0.0002830385303012846,0.01288122206434098,0.033469306208126916,0.04663356680276917
3.583996,0.000233556269759102,0.012651624375425255,0.031611247324767944,0.0444964279699523
3.586298,0.0002587922226356151,0.012525939433648109,0.029726468020716205,0.042511199676999935
3.588599,0.0002944194502259866,0.012557113257789684,0.028196476524751924,0.0410480092327676
3.590901,0.00030283143451815766,0.012587297436720414,0.02658088071804966,0.03947100958928823
3.593203,0.00029788320846393934,0.012437366187277605,0.02509542325657334,0.037830672652314885
3.595504,0.0002968935632530957,0.012263683452774541,0.02388261305068444,0.03644319006671208
3.597806,0.00030481072493984495,0.0121924289975938,0.022644566891919037,0.03514180661445268
3.600108,0.00031173824141575055,0.01222013906349742,0.021150202623545118,0.033682079928458286
3.602409,0.0003082744831777978,0.012185996303723313,0.020194700172475568,0.03268897095937668
