Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_CH4_10_0.6_a_V3,H2O_CH3OH_CO_NH3_100K_NASA,all
3.003987,0.0136845202961521,0.7949485331298554,0.402383753787834,1.2110168072138414
3.006289,0.013472893736008565,0.7977693906903568,0.406280172218712,1.2175224566450775
3.0085900000000003,0.013331477399347943,0.8018032418991163,0.41063071635041576,1.2257654356488799
3.010892,0.013249316499527512,0.8053769920688814,0.4145883819975235,1.2332146905659325
3.013194,0.01321047680143058,0.8079752682825967,0.41876912693626506,1.2399548720202924
3.015495,0.013202509683872234,0.8117940073172807,0.4228682089200335,1.2478647259211864
3.0177970000000003,0.013215954194751944,0.814596938863276,0.4262751475659207,1.2540880406239487
3.020098,0.013243341161358752,0.8173037670537237,0.4302512371723822,1.2607983453874645
3.0224,0.013274711686744736,0.8184341018573139,0.4333140959287183,1.2650229094727772
3.024702,0.013296621260030185,0.8184589990996837,0.4364222676661677,1.2681778880258814
3.027003,0.013297617149724977,0.81951165450708,0.44008066845999017,1.2728899401167952
3.029305,0.013279193190371305,0.8241246155733616,0.44251910437769104,1.2799229131414238
3.031607,0.013249316499527512,0.8258609492562334,0.4457881123008494,1.2848983780566103
3.0339080000000003,0.01321645213959934,0.8263459475375977,0.4488893128104352,1.2884517124876322
3.03621,0.013191554897229512,0.8267587438160893,0.4509428373610985,1.2908931360744174
3.038511,0.013185081614213357,0.8256294049021942,0.4533289890698228,1.2921434755862304
3.040813,0.01320300762871963,0.8272029106199672,0.4561438712921556,1.2965497895408424
3.043115,0.013241847326816564,0.826748286974294,0.4581062719357454,1.298096406236856
3.045416,0.013297617149724977,0.8252634154393576,0.4600945657113999,1.2986555983004824
3.047718,0.013364341759276114,0.8240100882584604,0.461001323278509,1.2983757532962454
3.05002,0.013436543762148614,0.8225212331647447,0.4632624908305367,1.2992202677574298
3.052321,0.013508247820173718,0.8207261419898803,0.4642145613787589,1.2984489511888129
3.054623,0.013584433381825392,0.8185018223565597,0.4659240060398713,1.2980102617782563
3.056924,0.013671075785272394,0.813424278747657,0.466024092954198,1.2931194474871273
3.059226,0.013770166809904307,0.8118089456627027,0.4670642997404094,1.2926434122130164
3.061528,0.013871747558773205,0.8092206283459353,0.4683992898762796,1.291491665780988
3.063829,0.01396486324523636,0.8048367219094561,0.4690625524130118,1.2878641375677042
3.066131,0.01404005291719324,0.8021881532661538,0.4694160932546633,1.2856442994380104
3.068433,0.014093333015864669,0.7968307646530143,0.4696043164069793,1.2805284140758582
3.070734,0.014120222037624084,0.7924204671396231,0.4696182588627063,1.2761589480399531
3.073036,0.014119724092776688,0.7875406076351368,0.469619254752401,1.2712795864803146
3.075337,0.014091839181322481,0.7828907986501478,0.469619254752401,1.2666018925838711
3.077639,0.014039057027498449,0.7779352515288573,0.4693588295972127,1.2613331381535684
3.079941,0.013970340638557722,0.7709939003561493,0.4682867543407679,1.2532509953354751
3.082242,0.013896146856295631,0.7660413409039432,0.4683236022594752,1.2482610900197142
3.084544,0.013825936632812723,0.7601690773185956,0.4677325417256156,1.2417275556770242
3.086846,0.01376717914081993,0.7545920950277542,0.4668705991947722,1.2352298733633462
3.089147,0.013726845608180807,0.7480227086560516,0.4657810958686685,1.2275306501329009
3.0914490000000003,0.013715392876690685,0.7416908419765571,0.4641652648388666,1.2195714996921143
3.09375,0.013743277788144893,0.7330539885984637,0.4632331120845402,1.2100303784711488
3.096052,0.013817969515254377,0.7276129452509614,0.461390716149173,1.2028216309153887
3.098354,0.013924529712597238,0.7208891959765659,0.4602917518709688,1.1951054775601322
3.100655,0.01404005291719324,0.7135713984992261,0.458317898495889,1.1859293499123085
3.102957,0.014140637776367343,0.7062277078898217,0.4570277233962845,1.1773960690624734
3.105259,0.014200889102902325,0.6982590964969346,0.4547227366976858,1.1671827222975226
3.10756,0.014195411709580963,0.6905359719138141,0.4525925286405233,1.1573239122639185
3.109862,0.014123707651555859,0.6825046194701552,0.4508233305977234,1.1474516577194345
3.112163,0.014010674171196842,0.6742676158045213,0.4491153797711532,1.1373936697468714
3.114465,0.013883200290263324,0.6660405710358355,0.4471086620361451,1.1270324333622441
3.116767,0.013753734629940218,0.6575217305865751,0.4441921990649435,1.115467664281459
3.119068,0.01362924841809108,0.6486319212260045,0.4414395599485353,1.1037007295926309
3.12137,0.013516214937732064,0.6401857807244641,0.43955085514236014,1.0932528508045565
3.123672,0.013421107471879322,0.6311839337732292,0.4373260375641924,1.0819310788093008
3.125973,0.0133518931380912,0.6219789253242566,0.4338732879923448,1.0692041064546924
3.128275,0.013309069881215095,0.6129123455428601,0.4319870729104065,1.0582084883344818
3.130576,0.013279193190371305,0.6036809460169754,0.4290417291380559,1.0460018683454029
3.132878,0.013248818554680113,0.5941532693068897,0.42620692912182734,1.0336090169833971
3.13518,0.013214460360209752,0.5846714035227645,0.4233795982783097,1.021265462161284
3.137481,0.013179106276044598,0.5750595741334689,0.4205612304420453,1.0087999108515586
3.139783,0.013145743971269028,0.5658874300444242,0.4178349824025491,0.9968681564182424
3.142085,0.01311088783195127,0.5562312835637103,0.4145943573356923,0.9839365287313541
3.144386,0.01307055429931215,0.5462265756898188,0.41098873869569386,0.9702858686848248
3.146688,0.013020261869725096,0.5366316764253346,0.4082839022846357,0.9579358405796954
3.148989,0.012957520818953131,0.5275805329342074,0.4057070376993586,0.9462450914525192
3.151291,0.012881833202148855,0.5171092507383054,0.4017000755123585,0.9316911594528128
3.153593,0.012794194909007059,0.5076906239497994,0.3991321739343345,0.9196169927931408
3.155894,0.012701577167391304,0.4979841850394985,0.3953622334946952,0.906047995701585
3.158196,0.012608461480928146,0.4881218893919622,0.3925413759341937,0.8932717268070841
3.160498,0.012515345794464993,0.4783701375005481,0.3889915271171037,0.8798770104121167
3.162799,0.012416254769833077,0.4688852840473386,0.3857832684653277,0.8670848072824994
3.165101,0.012307702793100629,0.4586460441503233,0.3826835617902842,0.8536373087337081
3.167402,0.012187698084878056,0.4494649370540256,0.3784510305874134,0.840103665726317
3.1697040000000003,0.012054746810623178,0.4396927694238682,0.3753214472215261,0.8270689634560174
3.172006,0.01191283252911516,0.4288719299450937,0.3718198990546335,0.8126046615288425
3.174307,0.01177141619245454,0.4197605351274316,0.3677970026325168,0.7993289539524029
3.176609,0.011641950532131436,0.4106342019643475,0.3646554685902919,0.7869316210867711
3.1789110000000003,0.01152443554814585,0.4011812169813713,0.3611006403247279,0.7738062928542451
3.181212,0.01140990823324464,0.3913502918592212,0.35753535521736857,0.7602955553098343
3.183514,0.011290401469869468,0.38219308611559855,0.35354034370670595,0.747023831292174
3.1858150000000003,0.01116740909256252,0.3725190136203783,0.3496235095370847,0.7333099322500255
3.188117,0.011046906439492552,0.36337624827733017,0.346262381817158,0.7206855365339807
3.190419,0.01093337501428614,0.3538729708647669,0.3415388769947543,0.7063452228738074
3.19272,0.010828308651485466,0.3449861491732806,0.3377056975594956,0.6935201553842616
3.1950220000000003,0.010733201185632724,0.33541614715116624,0.3342444829252421,0.680393831262041
3.197323,0.010646060837338326,0.3266876719211521,0.3306851731560516,0.6680189059145419
3.199625,0.010564895827212687,0.318006999396488,0.3261498914859637,0.6547217867096644
3.201927,0.010486220541324032,0.30904399214334993,0.3217326227447089,0.6412628354293829
3.204228,0.010415014428146326,0.2998653747712893,0.3173427409700609,0.6276231301694966
3.20653,0.010360240494932706,0.2914755020375047,0.31340449517200153,0.6152402377044389
3.208832,0.010328372024699323,0.2822849339891065,0.30924964336532473,0.6018629493791305
3.211133,0.010313931624124823,0.27441541362085137,0.30472432059218485,0.589453665837161
3.213435,0.010306960396261274,0.26627252153137554,0.30013028143010423,0.5767097633577409
3.215736,0.010303474782329495,0.2581156869861725,0.29598190290644355,0.5644010646749456
3.218038,0.010307458341108671,0.2499757825657811,0.29088095588971324,0.551164196796603
3.22034,0.01032339257622536,0.2423607120145456,0.2866250212790149,0.5393091258697859
3.222641,0.010350281597984774,0.23453650462740355,0.2819831794115842,0.5268699656369725
3.224943,0.01037816650943898,0.2267122972402615,0.2766895277389114,0.5137799914886119
3.227245,0.010400574027571824,0.2190718315018088,0.27200635644914684,0.5014787619785275
3.229546,0.0104189979869255,0.21179735522619253,0.2668740389070306,0.4890903921201486
3.231848,0.010437919891126569,0.2045452864687091,0.2622999175388458,0.4772831238986814
3.234149,0.01046082535410681,0.1973624320450138,0.2573642882114512,0.4651875456105718
3.236451,0.010484228761934446,0.19022738032666855,0.25231861307278186,0.4530302221613849
3.238753,0.01050265272128812,0.18369882543245236,0.24709716340298166,0.4412986415567221
3.241054,0.010511615728541257,0.17710603565292196,0.24183089869691565,0.4294485500783789
3.2433560000000003,0.010508130114609479,0.17041913429723365,0.2372283944724293,0.4181556588842724
3.245658,0.010488710265561016,0.16416096345515374,0.2318720017489846,0.40652167546969936
3.247959,0.01046082535410681,0.15809499932416893,0.2264762713825955,0.3950320960608713
3.250261,0.01043742194627917,0.1521923611031302,0.22113929850819924,0.3837690815576086
3.252562,0.010429952773568221,0.14678169239131925,0.21611752472220494,0.3733291698870924
3.254864,0.010435430166889584,0.14141683460546875,0.21163004575746724,0.3634823105298256
3.257166,0.010446384953532306,0.13632534854083903,0.20649772821535095,0.3532694617097223
3.259467,0.01045883357471722,0.13076778609904605,0.20139030791560453,0.3426169275893678
3.261769,0.010468294526817756,0.1258625314073426,0.19634313894239305,0.33267396487655343
3.264071,0.010472776030444324,0.12126550457617764,0.19143489658160526,0.3231731771882272
3.266372,0.010472776030444324,0.11681288175075764,0.1863513776345338,0.3136370354157357
3.2686740000000003,0.010470286306207343,0.11238416027801268,0.18172298027798284,0.30457742686220285
3.270975,0.010468792471665154,0.1082920495221078,0.1769581460332452,0.2957189880270181
3.273277,0.01046630274742817,0.1040699751610324,0.1721041796608236,0.2866404575692842
3.275579,0.01045883357471722,0.10050220032943608,0.16735876526513446,0.2783197991692877
3.27788,0.010443397284447929,0.0966715106184144,0.1629853156704505,0.2701002235733128
3.280182,0.010418500042078102,0.0933173541263512,0.1583907785635225,0.2621266327319518
3.282484,0.010384141847607735,0.09016088173870447,0.15388836125336286,0.25443338483967504
3.284785,0.010340820645884236,0.08698698128139884,0.14958512188216186,0.2469129238094449
3.287087,0.01029003027144979,0.08421243259170523,0.14554828300431796,0.24005074586747305
3.289388,0.01023376250369398,0.08153398725755916,0.14116836012661788,0.232936109887871
3.29169,0.010169527618379824,0.07921854371716519,0.13744622239232865,0.2268342937278737
3.293992,0.01009234616703336,0.07702360282984116,0.13347013278586714,0.22058608178274167
3.296293,0.009998732535722806,0.07512593501641293,0.12968575194565335,0.21481041949778906
3.298595,0.009893168228074735,0.07369434358014781,0.12601340869610375,0.2096009205043263
3.300897,0.0097831224168001,0.0725261649681555,0.12242571607061158,0.2047350034555672
3.3031980000000005,0.00967158277098327,0.07210191595817364,0.11896549732605295,0.20073899605520984
3.3055,0.009556059566387269,0.07226822953720408,0.11594197621266104,0.1977662653162524
3.307801,0.00943306718908032,0.0732217939199685,0.1125131279934884,0.1951679891025372
3.310103,0.00930758508753639,0.07555615936456353,0.10956878011083256,0.19443252456293247
3.3124050000000005,0.009195049552024768,0.07964030300291007,0.10679074580720717,0.19562609836214204
3.314706,0.009106913314035578,0.0860792278245949,0.10463962406645406,0.19982576520508452
3.317008,0.009033715421468285,0.09397713104915166,0.1022519785231876,0.20526282499380755
3.31931,0.008953546301037441,0.1020607677017873,0.10062369887220086,0.2116380128750256
3.321611,0.008852961441863334,0.10847628911564453,0.09929368818480466,0.21662293874231253
3.323913,0.008738932071809525,0.1115974074191261,0.09830028821424852,0.21863662770518416
3.326214,0.008624902701755713,0.10828009884577028,0.0981165465655592,0.2150215481130852
3.3285160000000005,0.008516350725023264,0.09890130764505617,0.09816534516060407,0.20558300353068354
3.330818,0.008409292582833006,0.08516699286416443,0.09943610041116008,0.1930123858581575
3.3331190000000004,0.008300740606100556,0.0705443444755172,0.10071581866896924,0.17956090375058698
3.335421,0.008195176298452487,0.058570264730172274,0.10203636840426487,0.16880180943288964
3.3377230000000004,0.00810405239137892,0.05066090877412541,0.10333600445596987,0.16210096562147422
3.340024,0.008036829836980383,0.04598819432615615,0.1046072576513733,0.15863228181450986
3.3423260000000004,0.007993508635256883,0.04279686579919164,0.10523516610394036,0.15602554053838888
3.344627,0.007970105227429244,0.040897206206373785,0.10530786605166023,0.15417517748546328
3.3469290000000003,0.00796512577895528,0.03932270459890588,0.10464211379069104,0.1519299441685522
3.349231,0.007980562069224572,0.037976261731545585,0.10285598562307964,0.14881280942384978
3.351532,0.008018903822474107,0.0370505822602354,0.10067847280541448,0.14574795888812395
3.3538339999999995,0.0080776613144669,0.03615079592098983,0.09836950254803667,0.14259795978349338
3.356135,0.008148369482797211,0.03550894501269567,0.09617008015708607,0.13982739465257896
3.3584370000000003,0.008222065320211901,0.03463405591581992,0.09470363258150324,0.13755975381753505
3.360739,0.008287794040068245,0.03393045984644859,0.0941334857312342,0.13635173961775102
3.3630400000000003,0.008334600855723523,0.03331201234598207,0.09460006005324473,0.13624667325495032
3.365342,0.008352028925382402,0.03277572574533598,0.09594102552728367,0.13706878019800206
3.3676440000000003,0.008331613186639143,0.032045240654205234,0.09778939680081966,0.13816625064166405
3.3699449999999995,0.0082658844667828,0.03153783485470815,0.09975876867227304,0.139562487993764
3.372247,0.008162809883371713,0.03090245722943015,0.10163353102272106,0.14069879813552294
3.3745480000000003,0.008053262016944469,0.03036766446332625,0.10330662570997348,0.1417275521902442
3.37685,0.007971101117124041,0.02977710187431393,0.10385486298695708,0.14160306597839506
3.3791519999999995,0.007935747032958882,0.029130769462393208,0.10420093465589768,0.14126745115124978
3.381453,0.00795616277170214,0.02866270130584045,0.10310694982616747,0.13972581390371006
3.3837550000000003,0.008038821616369969,0.02822749750921586,0.10182026034049478,0.1380865794660806
3.386057,0.008164801662761297,0.027828145741603826,0.09999130891600724,0.13598425632037234
3.388358,0.008308707723658904,0.027210196185984702,0.09804982195600807,0.1335687258656517
3.39066,0.008450622005166919,0.02672021845614649,0.0959634330454165,0.1311342735067299
3.392961,0.008586560948506178,0.02633879270304073,0.09439241705188038,0.1293177707034273
3.395263,0.008714034829439698,0.026093803838121626,0.093087303606854,0.12789514227441534
3.397565,0.008833043647967472,0.02566955482813976,0.09262919434724916,0.1271317928233564
3.3998660000000003,0.008945579183479095,0.0254912905727718,0.09255948206861364,0.12699635182486455
3.402168,0.009050645546279766,0.025202980506129187,0.09203116258552592,0.12628478863793488
3.40447,0.00912533727338925,0.02471599044537536,0.09209041802236613,0.12593174574113072
3.406771,0.009133802335794992,0.024462536518050512,0.09177970043759066,0.12537603929143618
3.409073,0.00905562499475373,0.02418717301744022,0.0905149205252034,0.12375771853739735
3.411374,0.008925163444735838,0.0239013526750346,0.0890300489902669,0.12185656511003735
3.413676,0.008789722446243974,0.02328240722972068,0.08706964012606665,0.1191417698020313
3.415978,0.00867768485557975,0.023183814149936158,0.08397590878919188,0.11583740779470778
3.418279,0.008587556838200972,0.022767532257512643,0.0816285967785645,0.11298368587427812
3.420581,0.008516350725023264,0.0224846995841914,0.07925489369102512,0.1102559440002398
3.422883,0.008479004861468523,0.02217746761334773,0.07728701565411394,0.1079434881289302
3.425184,0.008504897993533144,0.02197480406045733,0.07560894151838758,0.10608864357237804
3.427486,0.008619923253281748,0.021764173390008586,0.07444375057547963,0.10482784721876996
3.429787,0.008823582695866939,0.0217477412100445,0.07378048803874741,0.10435181194465884
3.432089,0.00910641536918818,0.02141959555561017,0.07269795594050732,0.10322396686530567
3.434391,0.009451989093281387,0.021354364780601227,0.0715148389830931,0.10232119285697573
3.436692,0.009823953894286615,0.02146341470218107,0.07086950246086716,0.10215687105733484
3.438994,0.010182474184412135,0.021680020710798567,0.06925068376198097,0.10111317865719167
3.441296,0.010490702044950602,0.02191405478907495,0.06827520980593113,0.10067996663995668
3.443597,0.010712287502042069,0.022060450574209533,0.0669337463870448,0.0997064844632964
3.445899,0.010814864140605758,0.022148088867351333,0.06515359355760213,0.0981165465655592
3.4482,0.01079693812609948,0.021874717146130623,0.06407504501814118,0.09674670029037127
3.450502,0.010674443693639929,0.02110887797083472,0.06275449528284552,0.09453781694732016
3.452804,0.010478253423765687,0.020309178545915855,0.061300994273294974,0.09208842624297653
3.455105,0.010301980947787307,0.0196245043807456,0.06038925725771189,0.0903157425862448
3.457407,0.010254178242437238,0.019267975870009658,0.05905327123214694,0.08857542534459384
3.459709,0.01038015828882857,0.01881683783826838,0.05839498814388869,0.08759198427098562
3.46201,0.010619669760426309,0.01876554951898654,0.057308970431716816,0.08669418971112966
3.464312,0.010903498323442343,0.018521556543762224,0.05674280714022693,0.0861678620074315
3.466613,0.011177367989510448,0.018359724468358343,0.05561396617117893,0.08515105862904772
3.468915,0.011398455501754518,0.01824469920860974,0.05510954804076623,0.08475270275113048
3.471217,0.011534892389941176,0.018120710941608,0.05463251687696033,0.08428812020850951
3.473518,0.011606596447966279,0.018031578813924014,0.054053407019438136,0.08369158228132842
3.47582,0.01165439915331635,0.01785928989672481,0.054082287820587126,0.08359597687062828
3.478122,0.011708675141682574,0.017625753763295827,0.05406535769577565,0.08339978660075405
3.4804230000000005,0.011771914137301935,0.017464917577586742,0.05406635358547045,0.08330318530035913
3.482725,0.011843618195327041,0.0175281565732061,0.05406336591638607,0.08343514068491921
3.4850260000000004,0.011916816087894331,0.017234369113242134,0.05404095839825322,0.08319214359938969
3.487328,0.011978561248971505,0.017165154779454014,0.05442985332406992,0.08357356935249544
3.4896300000000005,0.012016405057373643,0.017203994477550943,0.05501095496098171,0.0842313544959063
3.491931,0.01203582490642211,0.01694705493629432,0.055465080661807366,0.0844479605045238
3.4942330000000004,0.012051759141538798,0.016773770129400317,0.05614826099243543,0.08497379026337455
3.496535,0.012074166659671644,0.01665127569694077,0.056650687343458565,0.08537612970007097
3.4988360000000003,0.012094084453567506,0.01678372902634825,0.05735677313706688,0.08623458661698262
3.501138,0.012098565957194073,0.016694596898664267,0.058061365096132994,0.08685452795199135
3.503439,0.01207765227360342,0.016549694948071868,0.05881176798115961,0.0874391152028349
3.5057410000000004,0.012026861899168972,0.016398817659310713,0.05969313036105151,0.0881188099195312
3.508043,0.011944203054501144,0.016252919819023524,0.06034543811114099,0.08854256098466566
3.5103440000000004,0.011847103809258814,0.01609606719209361,0.06208475946309715,0.09002793046444957
3.512646,0.011767930578522764,0.01595913235905956,0.0638544554507445,0.09158151838832684
3.5149470000000003,0.011734568273747194,0.01602087752013673,0.06626251673275424,0.09401796252663816
3.517249,0.011727099101036243,0.01586800845198599,0.06964406019142426,0.09723916774444648
3.5195510000000003,0.011707181307140385,0.015757962640711352,0.07433619448844198,0.10180133843629373
3.5218519999999995,0.01165240737392676,0.01576344003403271,0.07906916026294622,0.10648500767090573
3.524154,0.011581201260749057,0.015804271511519228,0.08436978316348254,0.11175525593575082
3.526456,0.011519456099671884,0.015781863993386384,0.08990692986653223,0.11720824995959048
3.528757,0.011486093794896313,0.015663353119706003,0.09376699832355033,0.12091644523815265
3.5310589999999995,0.011489579408828091,0.015880457073170904,0.09720281777058652,0.12457285425258552
3.53336,0.011540369783262536,0.015615550414355937,0.09777694817963477,0.12493286837725325
3.5356620000000003,0.01165290531877416,0.015565257984768882,0.0960515692834057,0.12326973258694875
3.537964,0.01184660586441142,0.015670324347569556,0.09231997059701592,0.1198369008089969
3.540265,0.012128940592885265,0.015963613862686125,0.08696009225963942,0.11505264671521083
3.542567,0.012461069806098766,0.01611299731690509,0.0822500319481154,0.11082409907111926
3.5448690000000003,0.012791705184770078,0.0163430478364023,0.07710078428118765,0.10623553730236003
3.5471699999999995,0.013073044023549132,0.01662488462002875,0.07324918088657527,0.10294710953015317
3.549472,0.013263258955254615,0.016835017345630098,0.06948372195056256,0.09958199825144727
3.5517730000000003,0.01332450617148439,0.01661243599884384,0.06589851904930738,0.0958354612196356
3.554075,0.013254793892848874,0.01618370548523541,0.06261855633950626,0.09205705571759054
3.556377,0.013084496755039251,0.015415874530549916,0.059524825002631475,0.08802519628822064
3.558678,0.012845483228288908,0.014783484574356296,0.056647699674374184,0.0842766674770194
3.5609800000000003,0.012571115617373405,0.014279066443943585,0.05393390025606297,0.08078408231737996
3.563282,0.012295254171915713,0.013932496830155584,0.051015943450319165,0.07724369445239046
3.565583,0.012044289968827851,0.013797553776511116,0.04861833901010475,0.07446018275544372
3.567885,0.01182170862204159,0.013465922508145012,0.0458806382391185,0.07116826936930509
3.570186,0.011627012186709538,0.013386251332561562,0.04348851119222544,0.06850177471149654
3.572488,0.01145771093859471,0.013334963013279721,0.04087479868824094,0.06566747264011538
3.57479,0.011306335704986157,0.013150723419742995,0.03867139273851118,0.06312845186324034
3.577091,0.01116740909256252,0.013118854949509613,0.03666218527926609,0.06094844932133822
3.579393,0.011037445487392016,0.013174126827570631,0.0346808627314752,0.05889243504643785
3.581695,0.010914951054932466,0.012962500267427096,0.032562107405802856,0.05643955872816243
3.583996,0.01079892990548907,0.012731453858235096,0.03053099037327232,0.05406137413699648
3.586298,0.010694361487535792,0.01260497586699637,0.02878917929707917,0.052088516651611336
3.588599,0.010604731415004412,0.012636346392382355,0.02686063890311232,0.05010171671049908
3.590901,0.010530537632742329,0.012666721028073542,0.0254907926279244,0.04868805128874026
3.593203,0.010460327409259413,0.012515843739312388,0.023914299241066903,0.0468904703896387
3.595504,0.01038115417852336,0.012341065097876195,0.02257632143611236,0.045298540712511916
3.597806,0.010293515885381566,0.012269361039851094,0.021266726487459427,0.043829603412692084
3.600108,0.010208367316476754,0.0122972459513053,0.01982418026455161,0.04232979353233367
3.602409,0.01013417353421467,0.012262887756834935,0.01884671452911217,0.04124377582016178
3.604711,0.010070436593747909,0.01212645086864828,0.017893648091195168,0.040090535553591364
3.607012,0.010009687322365532,0.01197059413141316,0.01693858987388858,0.03891887132766728
3.609314,0.009947444216440962,0.011852083257732779,0.016018885740747144,0.03781841321492088
3.611616,0.009880719606889823,0.01186502982376509,0.015039926170765518,0.03678567560142043
