Wavelength,CO_NH3_10K,H2O_CH3OH_CO_NH3_120K_NASA,HNCO_NH3,all
2.85208,0.00015636414759976128,0.05592956329146367,0.000351072369610929,0.05643699980867435
2.854382,0.0001688135224086595,0.059509007536518076,0.0003660116193816069,0.06004383267830834
2.8566830000000003,0.00017827504726342214,0.06336681980229944,0.00038095086915228467,0.06392604571871514
2.858985,0.0001807649222252017,0.06754482998816567,0.0003958901189229625,0.06812148502931384
2.861286,0.00017976897224048993,0.07139118882912288,0.0004108293686936403,0.07198178717005703
2.863588,0.00017827504726342214,0.07546661616656378,0.00042576861846431815,0.07607065983229151
2.8658900000000003,0.00017927099724813402,0.07968297042684143,0.000440707868234996,0.08030294929232455
2.868191,0.00018225884720226952,0.08387044213756241,0.0004556471180056738,0.08450834810277036
2.870493,0.00018574467214876102,0.0880862984228477,0.00047058636777635163,0.0887426294627728
2.872795,0.00018823454711054064,0.09245602898077096,0.0004855256175470295,0.09312978914542856
2.875096,0.00018773657211818476,0.09639700307027577,0.0005004648673177073,0.09708520450971166
2.877398,0.00018325479718698138,0.10047940205760966,0.0005154041170883851,0.10117806097188503
2.879699,0.0001777770722710662,0.10454088609526463,0.0005303433668590628,0.10524900653439474
2.882001,0.00017827504726342214,0.10858444303319474,0.0005447846416373848,0.10930750272209556
2.884303,0.00018624264714111696,0.11279432361857175,0.0005597238914080627,0.11354029015712093
2.886604,0.00019520619700352364,0.11677264583250326,0.0005741651661863847,0.11754201719569315
2.888906,0.000199687971934727,0.12106618621659608,0.0005891044159570624,0.12185497860448788
2.891208,0.00020167987190415068,0.12462521348696387,0.0006035456907353843,0.12543043904960344
2.893509,0.00021263532173598112,0.12902681444439795,0.0006184849405060622,0.12985793470664
2.895811,0.00024002394631555718,0.1336584798483004,0.0006329262152843841,0.13453143000990034
2.898112,0.00026890649587220096,0.1379375789576149,0.0006478654650550619,0.13885435091854215
2.900414,0.0002733882708034043,0.14219327324228864,0.0006623067398333838,0.14312896825292545
2.902716,0.00024948547117031975,0.14667554614848438,0.0006767480146117057,0.1476017796342664
2.905017,0.0002594449710174384,0.151574624123282,0.0006911892893900277,0.15252525838368944
2.907319,0.0003764690942210813,0.15583579613287166,0.0007061285391607053,0.15691839376625344
2.909621,0.000585618591010571,0.1605999228847408,0.0007235576638931629,0.16190909913964455
2.911922,0.0007504483134803831,0.1655453125338275,0.0008057235376318909,0.1671014843849398
2.9142240000000004,0.0007424807136026881,0.17051211510758554,0.0008953590362559582,0.17214995485744422
2.916525,0.0006209748154678418,0.17582650422600798,0.000984994534880025,0.17743247357635586
2.918827,0.0005696833912551812,0.18117923741884187,0.001074132058511736,0.1828230528686088
2.921129,0.0007424807136026881,0.1864298857382428,0.0011617756571663793,0.18833414210901187
2.92343,0.0011408607074874305,0.19185133948002175,0.0012504152058057346,0.19424261539331492
2.925732,0.0017185116986203062,0.19739828291987446,0.0013435365293762928,0.20046033114787104
2.928034,0.00243708961258991,0.20357317282508794,0.0014331720280003598,0.2074434344656782
2.930335,0.003267711899839597,0.20868538409661394,0.0015168318267161558,0.2134699278231697
2.932637,0.0041824919607974355,0.2164557858773358,0.0016477992497057649,0.22228607708783896
2.9349380000000003,0.005132130271220191,0.2226276879325952,0.0019157097955932534,0.2296755279994086
2.93724,0.006048404257155097,0.2287572621135043,0.002166191216748285,0.2369718575874077
2.939542,0.006869067044557665,0.2358145637051725,0.0024276280877351475,0.2451112588374653
2.941843,0.007586151033550203,0.2424351412285445,0.0026885669837296536,0.2527098592458244
2.944145,0.008219575223826943,0.2489855042779944,0.002949007904731804,0.2601540874065532
2.946447,0.008824116864547038,0.2552186572573136,0.003198991350894479,0.2672417654727551
2.948748,0.00957954492795098,0.2611455556163338,0.003469889746736105,0.2741949902910209
2.95105,0.01068504941098114,0.2681739746584454,0.0039658728391226096,0.2828248969085491
2.953351,0.012232755687223365,0.27416063001654833,0.0044857587311421965,0.2908791444349139
2.955653,0.014155935107701956,0.27837847820180306,0.004918498999499497,0.2974529123090045
2.957955,0.016361466348846363,0.2861354346577313,0.005201348795157664,0.3076982498017353
2.960256,0.018576957089837882,0.29110124128150466,0.005500133790571222,0.31517833216191377
2.962558,0.020407513161738274,0.2961263069293683,0.005445356541412069,0.3219791766325187
2.96486,0.02150704194486016,0.3033544139434146,0.005355223067795647,0.3302166789560704
2.967161,0.0217958674404266,0.30857070198834297,0.005251146294393258,0.33561771572316285
2.969463,0.021277475473384082,0.3146544624699553,0.005149061420960293,0.3410809993642997
2.971764,0.020031542042509547,0.31973679524193993,0.005058429972351513,0.34482676725680106
2.974066,0.01830705464398097,0.32481414826400096,0.004955847123926192,0.3480770500319081
2.976368,0.016370429898708766,0.33000404363433444,0.004853762250493227,0.3512282357835364
2.978669,0.014389983354109244,0.33518895925474435,0.004761138901915024,0.3543400815107686
2.980971,0.012433937584135158,0.3403360287757352,0.004661045928451483,0.3574310122883217
2.983273,0.010566531362800427,0.3457136607181869,0.004558961055018518,0.36083915313600573
2.985574,0.008859971063996665,0.3509443900378936,0.004470819481371519,0.36427518058326175
2.987876,0.007389948886561967,0.3557369013643269,0.00436773865795384,0.3674945889088428
2.990177,0.006211242079655486,0.3609960152585979,0.0042382651599413,0.3714455224981947
2.992479,0.005305923543552409,0.3663766350510037,0.004084888862295675,0.3757674474568518
2.994781,0.004641126928757246,0.3711133731782933,0.003933504464619472,0.37968800457167
2.997082,0.0041795041108433,0.3760488033275329,0.0037826180419356266,0.3840109254803119
2.999384,0.0038772332904832532,0.3803508092864958,0.0036317316192517814,0.3878597741962308
3.001686,0.0036904926683497797,0.3859102021011574,0.0034813431715602907,0.39308203794106733
3.003987,0.0035908976698785944,0.3912146317197327,0.0033304567488764442,0.3981359861384877
3.006289,0.0035585292953754593,0.3960693899202107,0.0031656270264066324,0.4027935462419928
3.0085900000000003,0.0035854199449626787,0.4010292208440757,0.003185048051108513,0.40779968884014695
3.010892,0.0037099136930516608,0.4052809313288106,0.0033015741993198005,0.4122924192211821
3.013194,0.0039857918388168465,0.4105724135975847,0.0034121246476228164,0.4179703300840243
3.015495,0.0044145483072353,0.4148410552320597,0.003523173070918188,0.4227787766102132
3.0177970000000003,0.004877167075133956,0.4190962515417411,0.0036347194692059157,0.427608138086081
3.020098,0.005241186794546139,0.4239032041429529,0.003756723342333118,0.4329011142798322
3.0224,0.005446352491396782,0.4285801852711597,0.0038672737906361343,0.4378938115531926
3.024702,0.005513081140372475,0.4326476450087229,0.003977326263946796,0.4421380524130422
3.027003,0.0054687613660527965,0.4368221693696426,0.004086880762265098,0.4463778114979605
3.029305,0.0053602028177192045,0.4406296861611961,0.004196933235575759,0.4501868222144911
3.031607,0.005246166544469698,0.4445646845507927,0.004318937108702961,0.4541297882039654
3.0339080000000003,0.005171470295616309,0.4491555160053219,0.00442898958201362,0.4587559758829519
3.03621,0.005129640396258412,0.4522369852580205,0.004543523830255484,0.4619101494845344
3.038511,0.005104243671648259,0.4561859269474029,0.004707357602740585,0.4659975282217918
3.040813,0.005085320621938734,0.4598744277157832,0.004890612399927566,0.4698503607376495
3.043115,0.005076855047068683,0.46314363354059995,0.005074365172106903,0.4732948537597756
3.045416,0.0050833287219693105,0.4663620459161963,0.005253636169355037,0.4766990108075207
3.047718,0.005104243671648259,0.46971939331465995,0.0054363929915496635,0.4802600299778579
3.05002,0.005135118121174326,0.4729632024148665,0.005607696388920102,0.483706016924961
3.052321,0.0051729642205933755,0.4763479384379097,0.0057874653611605905,0.4873083680196637
3.054623,0.00521778196990541,0.4781247132106357,0.005969724208362861,0.4893122193889039
3.056924,0.005270069344102783,0.4815547649579833,0.0061519830555651295,0.4929768173576513
3.059226,0.005330822293170207,0.484058583219549,0.006325278352904994,0.4957146838656242
3.061528,0.005395559042176476,0.4871271051224461,0.006491602000351874,0.4990142661649745
3.063829,0.005460793766175103,0.4890846448173972,0.006648962097936347,0.5011944006815087
3.066131,0.005535490015028492,0.4911801235852311,0.0068023383955819715,0.5035179519958415
3.068433,0.005644048563362085,0.4931386592301669,0.006947747093349903,0.5057304548868788
3.070734,0.005809874235816608,0.4947361630056447,0.007103613265957308,0.5076496505074186
3.073036,0.006046412357185674,0.4962480150824373,0.007246532088763459,0.5095409595283865
3.075337,0.006363124452324044,0.4978056808585266,0.007402896236363221,0.511571701547214
3.077639,0.006741585446514549,0.4986049307212579,0.007547806959138795,0.5128943231269113
3.079941,0.00706327729157648,0.4992931321606938,0.007699191356814999,0.5140556008090852
3.082242,0.0071882690146578155,0.4998160059026674,0.007847089929544708,0.51485136484687
3.084544,0.007060289441622344,0.5013368215293226,0.007995486477266776,0.5163925974482116
3.086846,0.006764990271155277,0.5013238741795213,0.008132927575157009,0.5162217920258336
3.089147,0.006401966501727806,0.5013019632798577,0.00825791929823835,0.5159618490798238
3.0914490000000003,0.006079278706681165,0.5000849123985398,0.00837842924638848,0.5145426203516094
3.09375,0.005913951009218998,0.4999549409255348,0.008509894644370448,0.5143787865791243
3.096052,0.006004582457827775,0.4986114043961586,0.008637376242413565,0.5132533630963999
3.098354,0.0063511730525075034,0.4985670846218388,0.008756392265586633,0.513674649939933
3.100655,0.006915876693839123,0.4971503457685862,0.008884869813614462,0.5129510922760399
3.102957,0.007642422207686422,0.4952590367476184,0.009002889886802815,0.5119043488421077
3.105259,0.0084302186455935,0.494351726311546,0.009082565885579765,0.5118645108427192
3.10756,0.009170707459226764,0.4925689758389117,0.009118420085029392,0.5108581033831678
3.109862,0.00977524909994686,0.4902006067752669,0.009153776309486664,0.5091296321847004
3.112163,0.010175123018808671,0.4887390501727023,0.009178177084112105,0.5080923502756229
3.114465,0.010313062091691262,0.4862870213103418,0.009212537358584662,0.5058126207606176
3.116767,0.010205001518350026,0.4833738676050596,0.009244905733087798,0.5028237748564974
3.119068,0.009912690197837096,0.4816279672818597,0.009280759932537424,0.5008214174122342
3.12137,0.009488415504349843,0.4783393404323411,0.00931661413198705,0.49714437006867795
3.123672,0.008955582262529004,0.4758793439701029,0.00931810805696412,0.494153034289596
3.125973,0.008331619597107025,0.4732355947356852,0.00925685713290434,0.4908240714656966
3.128275,0.007640430307716999,0.470160101182895,0.009207557608661102,0.4870080890992731
3.130576,0.0069213544187550395,0.4669984579564273,0.00915029048454017,0.4830701028597225
