Wavelength,CO_NH3_10K,H2O_CH3OH_CO_NH3_120K_NASA,HNCO_NH3,all
3.132878,0.0062152258795943344,0.4639254542785988,0.009093023360419238,0.4792337035186123
3.13518,0.005540967739944407,0.4608947784751206,0.00904073598622187,0.4754764822012868
3.137481,0.0049030617747364644,0.4578710743215354,0.008981476962131512,0.4717556130584034
3.139783,0.004304993808916995,0.4548662932176598,0.008923213888025871,0.4680945009146026
3.142085,0.0037517435924095603,0.4508097889299284,0.008874412338774987,0.4634359448611129
3.144386,0.0032492868251224284,0.4476675667281624,0.008817643189646411,0.4597344967429313
3.146688,0.002802105281986805,0.4446408747246231,0.008765853790441395,0.4562088337970513
3.148989,0.00240770908804091,0.4411087381038425,0.008707092741343396,0.4522235399332268
3.151291,0.0020646043183076765,0.43779073072977504,0.008648829667237753,0.4485041647153204
3.153593,0.0017678112228635434,0.4337880077412181,0.008601024067971582,0.4441568430320532
3.155894,0.00151384397676202,0.4307404007879997,0.008544752893835363,0.4407989976585972
3.158196,0.0012962289051024801,0.4268054023984032,0.008488481719699145,0.4365901130232048
3.160498,0.0011124761329231424,0.42272698721100815,0.008435696370509414,0.4322751597144407
3.162799,0.0009581038852928046,0.41938706893727706,0.00837743329640377,0.4287226061189736
3.165101,0.0008306222872496874,0.4151532855522668,0.008320166172282841,0.4243040740117993
3.167402,0.0007240556388855187,0.4118586830028401,0.008276344372955517,0.42085908301468106
3.1697040000000003,0.0006329262152843841,0.4077160290414311,0.008233020548620554,0.416581975805336
3.172006,0.0005527522415150796,0.4034269704322695,0.008198660274147992,0.4121783829479326
3.174307,0.00048403169256996183,0.39963140504053263,0.008165295949660145,0.4082807326827627
3.176609,0.00042676456844903,0.3949798206369359,0.008131433650179943,0.4035380188555648
3.1789110000000003,0.0003799549191675728,0.3911508909207112,0.008097571350699741,0.3996284171905785
3.181212,0.00034061489477145456,0.3868608363615648,0.008064207026211892,0.39526565828254817
3.183514,0.00030525867031418365,0.3827664859744144,0.008031340676716401,0.391103085321445
3.1858150000000003,0.0002733882708034043,0.3782249540441284,0.008008931802060386,0.38650727411699215
3.188117,0.0002455016712314724,0.3737591143126803,0.007975069502580182,0.38197968548649197
3.190419,0.00022110089660603189,0.3698863627971283,0.007941207203099978,0.3780486708968344
3.19272,0.00019918999694237106,0.36501616737188736,0.007907344903619776,0.3731227022724495
3.1950220000000003,0.00017827504726342214,0.3602774373446284,0.007873482604139573,0.36832919499603134
3.197323,0.00015636414759976128,0.3554784523432942,0.007839620304659371,0.36347443679555336
3.199625,0.0001349512229284564,0.3507188073663563,0.007805758005179167,0.35865951659446393
3.201927,0.00011353829825715149,0.3460846520874921,0.007793806605362623,0.35399199699111183
3.204228,9.361929856291441e-05,0.3414883429080468,0.007843106129605861,0.3494250683362156
3.20653,7.619017383045693e-05,0.33684074230438893,0.007895891478795589,0.3448128239570151
3.208832,6.174889905213503e-05,0.3313450902887489,0.007939713278122911,0.33934655246592405
3.211133,4.929952424323684e-05,0.3269678901059403,0.007995486477266776,0.33501267610745034
3.213435,3.685014943433865e-05,0.3214772178402239,0.00803881030160174,0.32955287829125995
3.215736,2.3404824640728602e-05,0.31647804689196274,0.00808313007592142,0.3245845817925249
3.218038,1.1453424824186336e-05,0.31201718691043834,0.00813541745011879,0.3201640577853813
3.22034,2.9878499541355665e-06,0.30634276187254256,0.008181231149415536,0.3145269808719122
3.222641,3.485824946491494e-06,0.3017225498934642,0.008223559023765788,0.3099495947421765
3.224943,1.2449374808898191e-05,0.2962592662523273,0.008281324122879078,0.3045530397500153
3.227245,2.7886599571931952e-05,0.29103252073255953,0.008323651997229332,0.2993840593293608
3.229546,4.6311674289101284e-05,0.2862250701563554,0.00836896772153372,0.2946403495521782
3.231848,6.174889905213503e-05,0.28119801260852234,0.008421255095731094,0.2896810166033056
3.234149,7.071244891454174e-05,0.2758686842403292,0.008464578920066058,0.2844039756093098
3.236451,7.768409880752471e-05,0.27084461454245023,0.008518360219240498,0.2794406588604983
3.238753,8.863954863935513e-05,0.26577124532032803,0.00856218201856782,0.27442206688753523
3.241054,0.00010407677340238888,0.2600534964580973,0.008604509892918073,0.2687620831244177
3.2433560000000003,0.0001205099481501345,0.25529434945615165,0.008672732466870836,0.26408759187117264
3.245658,0.00013196337297432086,0.25014678196016843,0.008741950990808309,0.2590206963239511
3.247959,0.00013893502286730383,0.24492651011530125,0.008809177614776361,0.2538746227529449
3.250261,0.00014291882280615127,0.24025998646193386,0.00888138398866797,0.249284289273408
3.252562,0.00014640464775264275,0.2346522900730137,0.008945622762681883,0.2437443174834483
3.254864,0.00015088642268384607,0.2294021397286052,0.009020319011535272,0.2385733451628243
3.257166,0.00015785807257682907,0.2249243485973407,0.009085055760541545,0.2341672624304591
3.259467,0.00016682162243923578,0.2196273886036507,0.00914780060957839,0.2289420108356683
3.261769,0.0001762831472939984,0.21444944463313376,0.009225484708385915,0.2238512124888137
3.264071,0.00018275682219462544,0.20974208703039315,0.009288229557422764,0.21921307341001053
3.266372,0.00018674062213347288,0.20495604937886036,0.009352966306429034,0.21449575630742285
3.2686740000000003,0.00019122239706467626,0.20001215365475072,0.009426168630305352,0.20962954468212075
3.270975,0.00019869202195001517,0.19504784095595448,0.009488913479342205,0.2047354464572467
3.273277,0.00020815354680477776,0.19008303028216586,0.00956510365317266,0.1998562874821433
3.275579,0.00021861102164425224,0.1859737406452448,0.009625856602240085,0.1958182082691291
3.27788,0.00022757457150665897,0.1812823182422596,0.009619880902331812,0.19112977371609804
3.280182,0.00023454622139964195,0.176538608465077,0.0096064355775382,0.18637959026401485
3.282484,0.00023803204634613345,0.17193034788581527,0.00959797000266815,0.18176634993482954
3.284785,0.00023952597132320121,0.16777873037454386,0.009586516577843963,0.17760477292371102
3.287087,0.0002415178712926249,0.16314308117070253,0.009565601628165015,0.17295020067016018
3.289388,0.00024699559620854013,0.15942868570271967,0.009557634028287321,0.16923331532721553
3.29169,0.0002554611710785909,0.1554568371636888,0.009549666428409627,0.165261964763177
3.293992,0.0002639267459486417,0.15101539820686627,0.009528751478730677,0.16080807643154554
3.296293,0.00027089839584162466,0.1474638405613838,0.009518294003891202,0.15725303296111662
3.298595,0.0002748821957804721,0.14352635229682548,0.009506840579067016,0.15330807507167296
3.300897,0.0002773720707422517,0.13995338172667168,0.009494889179250472,0.1497256429766644
3.3031980000000005,0.00027936397071167546,0.13637045165667078,0.009477460054518015,0.14612727568190048
3.3055,0.0002828497956581669,0.13287118138538567,0.009469990429632676,0.14262402161067653
3.307801,0.00029081739553586184,0.12931613791495675,0.009460528904777913,0.13906748421527051
3.310103,0.00030027892039062435,0.1265852430568768,0.009438618005114252,0.13632413998238166
3.3124050000000005,0.0003007768953829803,0.12313875813478145,0.009431646355221273,0.13287118138538567
3.314706,0.00028533967061994663,0.12084657924496713,0.009414715205481169,0.13054663412106826
3.317008,0.00026143687098686204,0.11816000416120688,0.009402763805664629,0.12782420483785836
3.31931,0.00024350977126204863,0.1162512660155066,0.009391808355832795,0.12588658414260145
3.321611,0.0002415178712926249,0.11441822006864445,0.009380852906000966,0.12404059084593802
3.323913,0.00025048142115503163,0.1130537685895892,0.009360933906306728,0.12266518391705095
3.326214,0.00026093889599450613,0.11179588375889814,0.009353962256413743,0.1214107849113064
3.3285160000000005,0.00026890649587220096,0.11168682723557218,0.009345496681543695,0.12130123041298807
3.330818,0.0002763761207575398,0.11103149214563177,0.009323585781880032,0.12063145404826932
3.3331190000000004,0.0002863356206046584,0.11185464480799613,0.009314622232017629,0.12145560266061843
3.335421,0.0002972910704364888,0.11258019437185872,0.009307650582124644,0.12218513602441985
3.3377230000000004,0.0003042627203294718,0.11381816020285555,0.009288229557422764,0.1234106524806078
3.340024,0.0003042627203294718,0.11444610666821635,0.009277274107590931,0.12402764349613678
3.3423260000000004,0.0003007768953829803,0.1152866884553132,0.0092663186577591,0.12485378400845527
3.344627,0.0002992829704059125,0.11538030775387607,0.009253869282950205,0.1249334600072322
3.3469290000000003,0.000302768795352404,0.11465973793993706,0.009238432058187172,0.12420093879347666
3.349231,0.00030874449526067515,0.11332665888540025,0.00923096243330183,0.12286636581396275
3.351532,0.00031322627019187853,0.11135517589066313,0.00922000698347,0.120888409144325
3.3538339999999995,0.0003142222201765904,0.10910632082518376,0.009200585958768121,0.11862112900412845
3.356135,0.00031472019516894627,0.10651784681491763,0.009194610258859849,0.11602717726894644
3.3584370000000003,0.00031671209513837003,0.10463301146885046,0.009174193284173257,0.11412391684816207
3.360739,0.0003196999450925056,0.10305791656802864,0.009164233784326136,0.1125418502974473
3.3630400000000003,0.0003216918450619293,0.10235029410389088,0.00915776010942551,0.11182974605837832
3.365342,0.00032218982005428523,0.10252956510113903,0.00913933503470834,0.11199108995590164
3.3676440000000003,0.00032268779504664115,0.1037137496329614,0.009127881609884156,0.11316431903789223
3.3699449999999995,0.0003251776700084208,0.10499902308823207,0.00911742413504468,0.11444162489328515
3.372247,0.00033015741993197995,0.10681513788535413,0.00910497476023578,0.11625027006552187
3.3745480000000003,0.0003341412198708275,0.10882596090448736,0.009090035510465104,0.11825013763482327
3.37685,0.00033364324487847156,0.11011721005966628,0.009082565885579765,0.11953341919012453
3.3791519999999995,0.0003311533699166919,0.11099513997118976,0.009041731936206578,0.12036802527731305
3.381453,0.000330655394924336,0.11140198553994457,0.009015339261611714,0.12074798019648066
3.3837550000000003,0.00033663109483260715,0.11079097022432384,0.00898795063703214,0.1201155519561886
3.386057,0.0003455946446950138,0.11031440815663923,0.008958072137490782,0.11961807493882505
3.388358,0.0003525662945879968,0.10913221552478626,0.00891823413810231,0.11840301595747656
3.39066,0.0003545581945574205,0.10733054200244252,0.0088923394384998,0.11657743963549975
3.392961,0.00035655009452684427,0.1058157020756958,0.008864452838927867,0.1150367050091505
3.395263,0.0003615298444504034,0.1040663159275494,0.0088335783894018,0.1132614241614016
3.397565,0.0003709913693051661,0.1028686860709334,0.00879573228998275,0.11203540973022133
3.3998660000000003,0.00037796301919814913,0.10109639307313864,0.008769837590380244,0.11024419368271704
3.402168,0.000378958969182861,0.10025929711098834,0.008740955040823598,0.1093792111209948
3.40447,0.00037447719425165763,0.09903079280484628,0.00870908464131282,0.10811435464041076
3.406771,0.00036850149434338646,0.09775996062435396,0.008674226391847905,0.10680268851054524
3.409073,0.00036551364438925087,0.09654490164300547,0.00864783371725304,0.10555824900464776
3.411374,0.00036551364438925087,0.09492747886783344,0.00861745724271933,0.10391044975494199
3.413676,0.00036899946933574237,0.09241967680632897,0.008585088868216195,0.10137376514388093
3.415978,0.0003754731442363695,0.08995320666919007,0.008554214418690125,0.09888289423211656
3.418279,0.0003824447941293525,0.08751312920664601,0.008525331869133481,0.09642090586990884
3.420581,0.00038742454405291175,0.08513828646810061,0.008493461469622703,0.0940191724817762
3.422883,0.0003899144190146914,0.08314987232362338,0.00846208904510428,0.09200187578774237
3.425184,0.00039140834399175917,0.0809214342328306,0.008435198395517058,0.08974804097233942
3.427486,0.00039389821895353884,0.07972280842622989,0.008401834071029212,0.08851854071621264
3.429787,0.0003968860689076743,0.0785047615949273,0.008370461646510789,0.08727210931034575
3.432089,0.0004003718938541658,0.07732854466298257,0.008341579096954144,0.08607049565379088
3.434391,0.00040286176881594544,0.07613440063131309,0.008316680347336349,0.08485394274746537
3.436692,0.0004058496187700811,0.07480779525167687,0.008278834247917298,0.08349247911836426
3.438994,0.0004093354437165726,0.07321128742618377,0.008249453723368298,0.08187007659326866
3.441296,0.00041331924365542005,0.07102667113471832,0.008223559023765788,0.07966354940213953
3.443597,0.0004158091186171996,0.06939231720980618,0.008197664324163282,0.07800579065258666
3.445899,0.0004148131686324877,0.06747909728917469,0.008157826324774808,0.07605173678258198
3.4482,0.00041182531867835215,0.06589553681348284,0.0081319316251723,0.07443929375733349
3.450502,0.0004088374687242167,0.0646904373319815,0.008106036925569791,0.07320531172627551
3.452804,0.0004073435437471488,0.06293955725885805,0.008077154376013146,0.07142405517861834
3.455105,0.00040784151873950473,0.06182807707591963,0.008039806251586453,0.07027572484624557
3.457407,0.0004113273436859963,0.060686220418447484,0.008015405476961012,0.0691129532390945
3.459709,0.0004158091186171996,0.05959316531022622,0.007985526977419657,0.06799450140626308
3.46201,0.0004182989935789793,0.05846774182750183,0.007971583677633691,0.06685762449871449
3.464312,0.0004158091186171996,0.05734928999467041,0.007960130252809505,0.06572522936609712
3.466613,0.0004098334187089285,0.05621241308712183,0.007951664677939453,0.0645739111837702
3.468915,0.0004043556937930132,0.05556355167208205,0.007945191003038827,0.06391309836891389
3.471217,0.0004048536687853692,0.05455664623753837,0.00793722340316113,0.06289872330948487
3.473518,0.0004073435437471488,0.053966545871596584,0.0079262679533293,0.06230015736867304
3.47582,0.0004058496187700811,0.05332316218147273,0.007913818578520403,0.061642830378763225
3.478122,0.0003978820188923862,0.05296462018697647,0.007903859078673284,0.061266361284542124
3.4804230000000005,0.00038792251904526767,0.052536859668542726,0.007897385403772656,0.06082216759136065
3.482725,0.0003819468191369966,0.052043864426110364,0.007890413753879673,0.06031622499912704
3.4850260000000004,0.0003824447941293525,0.05185612785399217,0.007880454254032556,0.06011902690215407
3.487328,0.0003869265690605558,0.05185463392901511,0.007868004879223659,0.06010956537729933
3.4896300000000005,0.00039190631898411513,0.051863099503885166,0.007857049429391827,0.0601120552522611
3.491931,0.0003943961939458947,0.05182176757951962,0.007849579804506488,0.060065743577972
3.4942330000000004,0.00039190631898411513,0.052474612794498235,0.007843604104598216,0.060710123218080565
3.496535,0.0003819468191369966,0.052444734294956885,0.00783464055473581,0.06066132166882969
3.4988360000000003,0.0003694974443280984,0.052896895588016066,0.007822689154919269,0.06108908218726342
3.501138,0.0003600359194733357,0.053814663498928036,0.007810737755102727,0.0619854371735041
3.503439,0.0003560521195344883,0.05439082056508385,0.007803268130217388,0.06255014081483573
3.5057410000000004,0.00035505616954977637,0.05546096882365673,0.007796794455316759,0.06361281944852328
3.508043,0.0003520683195956409,0.0565336069571914,0.007789822805423776,0.06467549808221082
3.5103440000000004,0.0003475865446644376,0.05836017922915295,0.007741021256172895,0.06644878702999027
3.512646,0.000344598694710302,0.060472091171734424,0.007705665031715625,0.06852235489816036
3.5149470000000003,0.0003465905946797257,0.06391658419386037,0.0076588553824341685,0.07192203017097429
3.517249,0.00035157034460328487,0.06805575233032286,0.007609555858190929,0.07601687853311707
3.5195510000000003,0.0003570480695192001,0.07306886657836999,0.00756324418390183,0.08098915883179103
3.5218519999999995,0.0003605338944656917,0.0788717691642936,0.0075214142845439315,0.08675371734330323
3.524154,0.0003630237694274713,0.0840527009847647,0.007478090460208965,0.09189381521440113
3.526456,0.000365015669396895,0.08882529331150389,0.007433770685889287,0.09662407966679007
3.528757,0.000365015669396895,0.09248540950531996,0.007391940786531391,0.10024236596124823
3.5310589999999995,0.0003630237694274713,0.09428957290262548,0.007346625062227001,0.10199922173427996
3.53336,0.000358044019503912,0.09457192472329128,0.007298321487968476,0.10222829023076367
3.5356620000000003,0.00035057439461857315,0.09241320313142834,0.007251511838687019,0.10001528936473393
3.537964,0.000344598694710302,0.08814705137191511,0.007216653589222103,0.09570830365584752
3.540265,0.00034260679474087827,0.08331719192105498,0.0071668560899865105,0.09082665480578236
3.542567,0.00034111286976381037,0.0784559600456764,0.007123034290659189,0.0859201072060994
3.5448690000000003,0.000337627044817319,0.07349712507179608,0.007081702366293649,0.08091645448290705
3.5471699999999995,0.00033015741993197995,0.06970853132995218,0.007036884616981614,0.07707557336686577
3.549472,0.0003196999450925056,0.06601206296169412,0.006987585092738377,0.07331934799952501
3.5517730000000003,0.0003092424702530311,0.0628598812600811,0.0069537227932581725,0.07012284652359231
3.554075,0.0003037647453371158,0.060080682827742676,0.00690641516898436,0.06729086274206414
3.556377,0.00030874449526067515,0.05764259726516805,0.006858609569718192,0.06480995133014691
3.558678,0.00033015741993197995,0.054927637606843535,0.006815783720375583,0.0620735787471511
3.5609800000000003,0.00035406021956506465,0.052514450793886704,0.00677445179601004,0.05964296280946181
3.563282,0.0003600359194733357,0.05040253885130522,0.00672814012172094,0.05749071489249949
3.565583,0.000344598694710302,0.0478514129654658,0.006690294022301888,0.054886305682478
3.567885,0.000351072369610929,0.04580573169686765,0.006646970197966922,0.0528037742644455
3.570186,0.00043074836838787744,0.043787439052849084,0.006599164598700754,0.050817352019937714
3.572488,0.0005676914912857576,0.041187013642766425,0.006553350899404008,0.048308056033456184
3.57479,0.0006578249649021805,0.03921055089810575,0.006500565550214279,0.0463689414132222
3.577091,0.0006030477157430282,0.03721167927878905,0.006447282226032196,0.04426200922056428
3.579393,0.0004387159682655723,0.035187908909854564,0.006394496876842467,0.0420211217549626
3.581695,0.0002848416956275906,0.0336825305079626,0.006341711527652739,0.04030908373124293
3.583996,0.00023504419639199786,0.03181263441166608,0.006288926178463011,0.03833660478652109
3.586298,0.0002604409210021502,0.029915847665782362,0.006236140829273283,0.0364124294160578
3.588599,0.000296295120451777,0.028376108989417833,0.006183355480083554,0.03485575958995316
3.590901,0.00030476069532182773,0.026750220639375717,0.006131068105886182,0.03318604944058373
3.593203,0.00029978094539826844,0.02525529971232323,0.006078282756696453,0.03163336341441796
3.595504,0.00029878499541355656,0.02403476300605885,0.006025995382499081,0.030359543383971486
3.597806,0.00030675259529125144,0.02278882957518432,0.0059737080083017095,0.029069290178777275
3.600108,0.00031372424518423444,0.02128494509826942,0.0059209226591119815,0.02751959200256564
3.602409,0.000310238420237743,0.02032335538803012,0.005869133259906964,0.026502727068174824
