Wavelength,CO_NH3_10K,H2O_CH3OH_CO_NH3_120K_NASA,CH3OH,all
3.010892,0.0035099284914332928,0.3834340110309956,0.1862792075761524,0.5732231470985812
3.013194,0.003770935254420413,0.3884402526618641,0.1899672237145336,0.5821784116308181
3.015495,0.004176579339135053,0.39247879051804735,0.1937056509064159,0.5903610207635983
3.0177970000000003,0.004614260355046668,0.3965046078280203,0.19662949200948104,0.597748360192548
3.020098,0.0049586573654141495,0.40105243866396734,0.20050124937090366,0.6065123454002851
3.0224,0.005152763477960527,0.4054773042198789,0.20357396797776645,0.6142040356756058
3.024702,0.0052158950776722115,0.409325505014245,0.206453051603424,0.6209944516953412
3.027003,0.005173964388311466,0.4132749990469544,0.20904333171696768,0.6274922951522335
3.029305,0.005071257755944693,0.4168772692812496,0.2125245211965919,0.6344730482337861
3.031607,0.004963368678825468,0.42060014913887456,0.2150987828445371,0.6406623006622372
3.0339080000000003,0.004892698977655671,0.4249435089727703,0.2169946153612522,0.6468308233116782
3.03621,0.004853123945000586,0.4278588697116951,0.21975308936358,0.6524650830202756
3.038511,0.004829096246602853,0.4315949412468717,0.22172948533962866,0.6581535228331031
3.040813,0.004811193255639838,0.4350846110906362,0.2236917473754434,0.6635875517217195
3.043115,0.004803184022840593,0.4381775883451678,0.2256389332083419,0.6686197055763503
3.045416,0.004809308730275309,0.4412225102029038,0.2272596250218359,0.6732914439550151
3.047718,0.004829096246602853,0.4443988777048157,0.2288176563669594,0.678045630318378
3.05002,0.004858306389753036,0.44746782726094936,0.2303040757482308,0.6826302093989332
3.052321,0.004894112371679067,0.4506701069866235,0.2318573957799429,0.6874216151382455
3.054623,0.004936514192380946,0.4523511036117824,0.2325810535199217,0.689868671324085
3.056924,0.0049859829831998045,0.4555962562894996,0.23331743180611095,0.6938996710788103
3.059226,0.005043461006817906,0.4579651046727112,0.23413107563224594,0.697139641311775
3.061528,0.005104708081165064,0.4608682159967664,0.23492870099278235,0.7009016250707139
3.063829,0.005166426286853354,0.4627202332987562,0.235662723622266,0.7035493832078756
3.066131,0.005237095988023153,0.4647027539822397,0.2356170238821762,0.7055568738524389
3.068433,0.0053398026203899255,0.4665557135469118,0.2357112501504026,0.7076067663177042
3.070734,0.0054966893569868775,0.4680671028892632,0.2364655314275549,0.710029323673805
3.073036,0.005720476744024571,0.4694974576409399,0.2364905013886349,0.7117084357735994
3.075337,0.0060201162769845116,0.4709711564760008,0.2364711850036485,0.7134624577566337
3.077639,0.006378176096244821,0.4717273222785176,0.2356891069773694,0.7137946053521318
3.079941,0.006682526942616084,0.4723784257919619,0.23571407693844934,0.7147750296730273
3.082242,0.006800780909240214,0.4728731137001505,0.2356490608133732,0.7153229554227639
3.084544,0.0066797001545692925,0.4743119488159677,0.2349258742047356,0.7159175231752726
3.086846,0.006400319269278025,0.4742996994010983,0.23412636431883455,0.7148263829892109
3.089147,0.006056864521592807,0.4742789696220884,0.23340836015494945,0.7137441942986307
3.0914490000000003,0.005751571412539281,0.4731275246243618,0.2325235754963036,0.7114026715332047
3.09375,0.0055951558072834615,0.4730045593443264,0.2313301998092163,0.7099299149608261
3.096052,0.005680901711369482,0.4717334469859524,0.2302866438886089,0.7077009925859308
3.098354,0.0060088091247973464,0.4716915162965915,0.2295469676830317,0.7072472931044206
3.100655,0.006543072065641016,0.4703511476310711,0.2279451211231829,0.704839340819895
3.102957,0.0072304526923525824,0.4685617907974518,0.2268954404951409,0.7026876839849452
3.105259,0.007975782474023384,0.4677033894939093,0.2249251692265269,0.7006043411944596
3.10756,0.008676354778286646,0.4660167392926568,0.22344204776464344,0.6981351418355869
3.109862,0.00924830822642088,0.463776038634233,0.22191935127010487,0.6949436981307588
3.112163,0.009626626693349865,0.4623932681480107,0.21977146348588414,0.6917913583272447
3.114465,0.009757130074843422,0.4600734174242768,0.21754301224232986,0.6873735597414501
3.116767,0.00965489457381778,0.4573172990786547,0.21538711522530984,0.6823593088777824
3.119068,0.009378340476573306,0.4556655125966459,0.2131106085849601,0.6781544616581794
3.12137,0.008976936573928855,0.4525541612198103,0.210540115987744,0.6720712137814828
3.123672,0.00847282603891763,0.4502267723946184,0.2080346395156041,0.6667342379491401
3.125973,0.007882498468479252,0.4477255361045486,0.205378401014302,0.6609864355873298
3.128275,0.0072285681669880565,0.4448158289417175,0.20263688774025493,0.6546812848489605
3.130576,0.006548254510393469,0.4418246160568705,0.19972812284010608,0.64810099340737
3.132878,0.005880190268668314,0.438917264550745,0.19620453153977996,0.6410019863591933
3.13518,0.005242278432775604,0.4360499592086157,0.19358928146515628,0.6348815191065476
3.137481,0.00463875918478553,0.4331892497052623,0.1901264661078362,0.627954474997884
3.139783,0.004072930444086016,0.4303464431928719,0.1866782558220912,0.6210976294590491
3.142085,0.0035495035240883798,0.4265086072880108,0.1832813988525296,0.6133395096646287
3.144386,0.0030741320008862067,0.4235357685254679,0.1799825372019234,0.6065924377282775
3.146688,0.0026510560565496826,0.4206722322340677,0.1765988719099135,0.5999221602005309
3.148989,0.0022779200343731503,0.4173304976314185,0.17263335941160554,0.5922417770773972
3.151291,0.0019533105403332124,0.4141913495054561,0.16955310270328466,0.5856977627490739
3.153593,0.001672516261018549,0.4104043957854373,0.16557486965876614,0.577651781705222
3.155894,0.0014322392770412364,0.4075210719777094,0.16187319071149214,0.5708265019662428
3.158196,0.0012263548809665586,0.4037981921200845,0.1578073272375231,0.5628318742385742
3.160498,0.0010525074160888561,0.3999396264362136,0.15434922319361433,0.5553413570459167
3.162799,0.0009064567003379405,0.39677974853124137,0.15036439431032,0.5480505995418994
3.165101,0.0007858470770081519,0.3927741898689371,0.14716871042342175,0.540728747369367
3.167402,0.0006850249700059071,0.389657184916008,0.14324795540252136,0.5335901652885352
3.1697040000000003,0.0005988079345787537,0.3857378432891309,0.13987465500001633,0.5262113062237259
3.172006,0.000522955788656504,0.3816799890479612,0.13618522546761175,0.5183881703042295
3.174307,0.00045793966358029014,0.3780890259658532,0.13261876121524266,0.5111657268446761
3.176609,0.00040375955935011165,0.3736881881083393,0.12961482778418507,0.5037067754518745
3.1789110000000003,0.000359473213283705,0.37006565922637547,0.1262566035845963,0.4966817360242554
3.181212,0.0003222538373342782,0.3660068627225234,0.12323005584916445,0.4895591724090221
3.183514,0.0002888035121139072,0.3621332208357361,0.11983084322289715,0.4822528675707473
3.1858150000000003,0.00025865110628146013,0.3578365030046125,0.11692773189884186,0.4750228860097359
3.188117,0.0002322677511780689,0.35361139713734085,0.11410942421619033,0.4679530891047092
3.190419,0.00020918231546260168,0.3499474086973574,0.111256252814295,0.461412843827115
3.19272,0.0001884525364527943,0.3453397441810866,0.10852180651036496,0.4540500032279043
3.1950220000000003,0.00016866502012525086,0.3408564583388746,0.10581233016751493,0.4468374535265148
3.197323,0.00014793524111544347,0.33631616560438565,0.1030090986877796,0.4394731995332807
3.199625,0.0001276765934467681,0.3318130922458461,0.10054837969304724,0.43248914853234016
3.201927,0.00010741794577809273,0.32742874398527194,0.09817246433971866,0.4257086262707687
3.204228,8.85726921328133e-05,0.3230802017066237,0.09559678929775006,0.4187655636965065
3.20653,7.20830951931938e-05,0.31868313289983885,0.09331227342460106,0.4120674894196331
3.208832,5.842028630036622e-05,0.31348372741910624,0.09137827926925426,0.4049204269746609
3.211133,4.664200277206657e-05,0.30934248293055605,0.08927938914451128,0.3986685140778394
3.213435,3.4863719243766936e-05,0.3041477887632348,0.0865237419302303,0.3907063944127088
3.215736,2.2143173033203327e-05,0.2994181012296108,0.0845294429632186,0.3839696873658627
3.218038,1.083602084603567e-05,0.2951977066757505,0.08259733333323632,0.3778058760298329
3.22034,2.826788046791914e-06,0.28982916504355155,0.0806572144704548,0.3704892063020532
3.222641,3.2979193879239e-06,0.2854580084605289,0.07905678130462945,0.3645180876845463
3.224943,1.1778283528299644e-05,0.28028922651697,0.07706059781225323,0.35736160261275146
3.227245,2.63833551033912e-05,0.2753442319604486,0.07514544891055171,0.3505160642261037
3.229546,4.381521472527467e-05,0.27079592999316043,0.0740170893485406,0.34485683455642635
3.231848,5.842028630036622e-05,0.26603985910443306,0.07215564941972813,0.3382539288104616
3.234149,6.690065044074196e-05,0.2609978114916385,0.07035310090855715,0.33141781305063645
3.236451,7.349648921658974e-05,0.256244567390958,0.06916914784829246,0.32548721172846695
3.238753,8.386137872149343e-05,0.25144468128750525,0.06728085343303547,0.31880939609926223
3.241054,9.8466450296585e-05,0.24603515122862785,0.06608559322058362,0.3122192108995081
3.2433560000000003,0.00011401378455394053,0.24153254900142934,0.06431649503463302,0.30596305782061634
3.245658,0.0001248498053999762,0.2366624643281481,0.06319331791737437,0.2999806320509224
3.247959,0.00013144564417582398,0.23172359447906146,0.061326695543809435,0.29318173566704675
3.250261,0.0001352146949048799,0.2273086226813136,0.06014509814025041,0.2875889355164689
3.252562,0.00013851261429280378,0.22200321264882636,0.058955962635233276,0.28109768789835243
3.254864,0.00014275279636299164,0.2170360749192718,0.057166605801614014,0.2743454335172488
3.257166,0.00014934863513883944,0.21279966189981295,0.056038717370944034,0.2689877279058959
3.259467,0.0001578289992792152,0.20778823782419206,0.054834034531669545,0.26278010135514085
3.261769,0.0001667804947607229,0.20288941413910166,0.053671753513096936,0.2567279481469594
3.264071,0.00017290520219543872,0.19843580957138104,0.052158950776722134,0.25076766555029856
3.266372,0.00017667425292449462,0.1939077662517615,0.051303847392567575,0.2453882878972536
3.2686740000000003,0.00018091443499468248,0.1892303742970032,0.0496030632510811,0.23901435198307894
3.270975,0.00018798140511166228,0.1845336659572584,0.04843418639373265,0.2331558337561027
3.273277,0.00019693290059317,0.1798364864861725,0.04725023333346797,0.22728365272023365
3.275579,0.0002068266587569417,0.17594871065915135,0.046106797568540636,0.22226233488644886
3.27788,0.00021530702289731743,0.17151018229434692,0.044984562713964255,0.2167100520312085
3.280182,0.0002219028616731652,0.16702218513872366,0.043812387937227866,0.21105647593762467
3.282484,0.00022520078106108915,0.16266233570788824,0.04324184788311704,0.20612938437206635
3.284785,0.00022661417508448511,0.15873451371687086,0.042026800154337636,0.200987928046293
3.287087,0.00022849870044901305,0.1543487520622732,0.04089467154159748,0.1954719223043197
3.289388,0.00023368114520146488,0.15083458338876973,0.039799762304806745,0.190868026838778
3.29169,0.00024169037800070859,0.147076839811901,0.03920378115827478,0.18652231134817648
3.293992,0.0002496996107999524,0.14287481938034485,0.038037731088973126,0.1811622500801179
3.296293,0.00025629544957580017,0.1395147106553915,0.03720100182712272,0.17697200793209006
3.298595,0.00026006450030485604,0.13578947514106088,0.03629313173276138,0.17234267137412712
3.300897,0.000262420157010516,0.1324091077684389,0.03568537230270112,0.16835690022815053
3.3031980000000005,0.000264304682375044,0.12901931776899425,0.03465123900891641,0.16393486146028569
3.3055,0.00026760260176296783,0.12570867783485978,0.03412310077550745,0.16009938121213022
3.307801,0.00027514070322107956,0.12234527119051855,0.033586011046616994,0.15620642294035664
3.310103,0.0002840921987025873,0.11976158691575076,0.033301918847914405,0.15334759796236774
3.3124050000000005,0.00028456333004371934,0.11650088690377627,0.03314597437399972,0.14993142460781972
3.314706,0.00026995825846862784,0.11433226934054574,0.03313608061583595,0.14773830821485034
3.317008,0.00024734395409429236,0.11179051575513868,0.03367411260740867,0.14571197231664162
3.31931,0.00023038322581354093,0.10998466932457976,0.03417304069766745,0.14438809324806076
3.321611,0.00022849870044901305,0.10825043485787296,0.034878324315342026,0.143357257873664
3.323913,0.00023697906458938878,0.1069595349831713,0.03690937152696202,0.1441058855747227
3.326214,0.0002468728227531605,0.10576945721547193,0.03911143941541292,0.145127769453638
3.3285160000000005,0.00025441092421127224,0.105666279451764,0.04173564098551808,0.14765633136149334
3.330818,0.000261477894328252,0.1050462706068343,0.04566346297653544,0.150971211477698
3.3331190000000004,0.00027090052115089167,0.10582505071372547,0.04969493386260184,0.1557908850974782
3.335421,0.0002812654106557954,0.1065114890777548,0.0542413513045255,0.1610341057929361
3.3377230000000004,0.00028786124943164324,0.10768272159180887,0.05930459982767095,0.16727518266891148
3.340024,0.00028786124943164324,0.10827681821297633,0.06431602390329189,0.17288070336569986
3.3423260000000004,0.00028456333004371934,0.10907208791680713,0.06966948933257464,0.17902614057942548
3.344627,0.00028314993602032327,0.10916066060893992,0.07378623499138592,0.1832300455363462
3.3469290000000003,0.00028644785540824733,0.10847893355832194,0.07738426504361091,0.1861496464573411
3.349231,0.0002921014315018311,0.10721771495811162,0.08009421251780208,0.18760402890741554
3.351532,0.00029634161357201897,0.10535250597857007,0.08229392474954733,0.18794277234168946
3.3538339999999995,0.00029728387625428286,0.10322487684201803,0.08316787338734716,0.1866900341056195
3.356135,0.00029775500759541494,0.10077593613081401,0.08377516168606629,0.18484885282447566
3.3584370000000003,0.00029963953295994287,0.09899270400462942,0.08373323099670554,0.1830255745342949
3.360739,0.00030246632100673474,0.09750251557262896,0.08369224257002708,0.1814972244636628
3.3630400000000003,0.00030435084637126273,0.0968330379368804,0.08429764634338166,0.18143503512663334
3.365342,0.0003048219777123947,0.09700264521968792,0.08610537729930509,0.18341284449670545
3.3676440000000003,0.0003052931090535267,0.09812299554889978,0.08852180994797104,0.18695009860592435
3.3699449999999995,0.00030764876575918663,0.09933898554036144,0.09204634351097944,0.19169297781710004
3.372247,0.00031236007917050644,0.10105720154146976,0.09469598617350572,0.196065547794146
3.3745480000000003,0.0003161291298995624,0.10295962989696074,0.09740404912233236,0.20067980814919267
3.37685,0.0003156579985584304,0.104181273464516,0.09985723001560662,0.20435416147868105
3.3791519999999995,0.00031330234185277043,0.10501187801893166,0.101300776444835,0.20662595680561946
3.381453,0.00031283121051163846,0.1053967923246365,0.10260204120904158,0.20831166474418966
3.3837550000000003,0.0003184847866052222,0.10481871416906756,0.10319990688093804,0.2083371058366108
3.386057,0.00032696515074559805,0.10436784147560428,0.10324607775236898,0.20794088437871885
3.388358,0.0003335609895214458,0.1032493756717569,0.1032522024598037,0.20683513912108206
3.39066,0.00033544551488597367,0.1015448224795414,0.10262418438207477,0.2045044523765021
3.392961,0.0003373300402505017,0.10011164093981788,0.10267600882959928,0.20312497980966768
3.395263,0.00034204135366182163,0.09845655653842122,0.102025376447496,0.20082397433957905
3.397565,0.0003509928491433293,0.0973234856629988,0.1020724895816092,0.19974696809375134
3.3998660000000003,0.00035758868791917707,0.09564672921991006,0.10202867436688394,0.1980329922747132
3.402168,0.00035853095060144107,0.0948547574354672,0.10271841065030116,0.1979316990363698
3.40447,0.0003542907685312532,0.0936924764168946,0.10266894185948228,0.19671570904490812
3.406771,0.0003486371924376693,0.09249014923432576,0.10266375941472987,0.1955025458414933
3.409073,0.00034581040439087744,0.09134058876196373,0.10264915434315476,0.19433555350950935
3.411374,0.00034581040439087744,0.08981035416596701,0.10226188438074428,0.19241804895110212
3.413676,0.00034910832377880134,0.08743773673202634,0.10164046214179118,0.18942730719759632
3.415978,0.00035523303121351717,0.08510422319939963,0.10101527085210904,0.18647472708272214
3.418279,0.00036182886998936496,0.08279567962785289,0.10044284627263368,0.18360035477047595
3.420581,0.00036654018340068483,0.08054885426199446,0.0992782095973554,0.18019360404275053
3.422883,0.00036889584010634484,0.07866762681685442,0.09806928657601073,0.17710580923297148
3.425184,0.0003703092341297407,0.0765593140652888,0.0968801510709936,0.17380977437041215
3.427486,0.0003726648908354007,0.07542530092718411,0.09575885847909947,0.171556824297119
3.429787,0.0003754916788821925,0.07427291366677527,0.09513696510880526,0.16978537045446274
3.432089,0.00037878959827011637,0.0731601014390215,0.0933820008630886,0.16692089190038026
3.434391,0.00038114525497577633,0.07203032848298703,0.09219710554014167,0.16460857927810446
3.436692,0.0003839720430225683,0.07077523459021141,0.09107439955422414,0.16223360618745813
3.438994,0.0003872699624104922,0.06926478751054227,0.08933545377410597,0.15898751124705873
3.441296,0.0003910390131395481,0.06719793431699625,0.08698168159381059,0.1545706549239464
3.443597,0.000393394669845208,0.06565168125540106,0.08478809406950008,0.15083316999474633
3.445899,0.000392452407162944,0.06384159464277198,0.08250452045903332,0.14673856750896824
3.4482,0.0003896256191161521,0.06234339697797226,0.08021529327247301,0.14294831586956142
3.450502,0.00038679883106936013,0.06120325913243285,0.07794255568285231,0.13953261364635453
3.452804,0.0003853854370459642,0.0595467613370128,0.07579325450460818,0.13572540127866695
3.455105,0.0003858565683870962,0.0584951961836062,0.0741687936403851,0.1330498463923784
3.457407,0.00038915448777502014,0.05741489201839056,0.07189228700003535,0.1296963335062009
3.459709,0.000393394669845208,0.05638075872460585,0.06978632990517537,0.12656048329962644
3.46201,0.000395750326550868,0.05531600189364756,0.06759933821964069,0.12331109043983912
3.464312,0.000393394669845208,0.054257840901465126,0.06544768138469093,0.12009891695600125
3.466613,0.0003877410937516242,0.0531822480496608,0.06373559009101727,0.11730557923442968
3.468915,0.0003825586489991723,0.05256836391216582,0.06227932311557832,0.11523024567674332
3.471217,0.0003830297803403043,0.051615736340396935,0.0606383726544156,0.11263713877515286
3.473518,0.0003853854370459642,0.051057445701155536,0.05955477056981204,0.11099760170801354
3.47582,0.0003839720430225683,0.05044874400841302,0.058026891630521014,0.1088596076819566
3.478122,0.00037643394156445647,0.050109529442797986,0.05750205131649998,0.10798801470086243
3.4804230000000005,0.0003670113147418168,0.04970482762076561,0.056438707879565085,0.10651054681507252
3.482725,0.000361357738648233,0.049238407593044944,0.055920934535661035,0.1055206998673542
3.4850260000000004,0.00036182886998936496,0.04906079107743819,0.05490281970747481,0.10432543965490236
3.487328,0.00036606905205955286,0.0490593776834148,0.05384748550333917,0.10327293223881352
3.4896300000000005,0.0003707803654708727,0.04906738691621404,0.05280769863346087,0.10224586591514577
3.491931,0.00037313602217653257,0.04902828301490009,0.051828687706588605,0.10123010674366524
3.4942330000000004,0.0003707803654708727,0.049645936203124116,0.05118276663789666,0.10119948320649164
3.496535,0.000361357738648233,0.049617668322656204,0.05064520577766506,0.1006242318389695
3.4988360000000003,0.00034957945511993337,0.05004545558040404,0.050058176126614604,0.10045321116213857
3.501138,0.0003406279596384256,0.050913750642110296,0.05009963568463423,0.10135401428638297
3.503439,0.00033685890890936974,0.051458849603800004,0.05006901214746064,0.10186472066017
3.5057410000000004,0.0003359166462271057,0.052471310855892635,0.05095191228074199,0.10375913978286172
3.508043,0.0003330898581803139,0.05348612776469094,0.051537057406427916,0.10535627502929916
3.5103440000000004,0.000328849676110126,0.05521423752396306,0.053276474317887186,0.10881956151796038
3.512646,0.00032602288806333406,0.0572123055417038,0.05585356275387916,0.11339189118364627
3.5149470000000003,0.000327907413427862,0.06047112102831375,0.06012389722989949,0.12092292567164108
3.517249,0.00033261872683918185,0.06438716473580282,0.06557253119009089,0.1302923146527329
3.5195510000000003,0.0003378011715916337,0.06913004394697851,0.07313795826598833,0.14260580338455847
3.5218519999999995,0.00034109909097955764,0.07462013746518954,0.08085320510836573,0.1558144416645348
3.524154,0.0003434547476852176,0.07952178793832672,0.09025227536394884,0.17011751804996078
3.526456,0.00034533927304974553,0.08403711071173567,0.09979504067857717,0.1841774906633626
3.528757,0.00034533927304974553,0.08749992606905578,0.10849966333733176,0.19634492867943729
3.5310589999999995,0.0003434547476852176,0.08920683491797696,0.11650936726791665,0.2060596569335788
3.53336,0.00033874343427389773,0.08947396638839879,0.12212101267213972,0.2119337224948124
3.5356620000000003,0.0003316764641569178,0.08743161202459163,0.124617066517457,0.2123803550062056
3.537964,0.00032602288806333406,0.08339542982511391,0.12359706716390625,0.2073185198770835
3.540265,0.0003241383626988061,0.07882592694747477,0.11897244191935467,0.19812250722952826
3.542567,0.00032272496867541016,0.07422674279534433,0.11194740249173564,0.18649687025575534
3.5448690000000003,0.0003194270492874862,0.06953521690035203,0.10450776748392043,0.17436241143355996
3.5471699999999995,0.00031236007917050644,0.06595084965701987,0.0972396242842773,0.16350283402046767
3.549472,0.00030246632100673474,0.06245364171179714,0.09092693544444982,0.1536830434772537
3.5517730000000003,0.00029257256284296316,0.059471380322431676,0.08492189537038154,0.14468584825565614
3.554075,0.00028739011809051116,0.05684199630757406,0.07953545074721954,0.1366648371728841
3.556377,0.0002921014315018311,0.05453533726139186,0.07426207764592922,0.12908951633882293
3.558678,0.00031236007917050644,0.05196672918954028,0.06945889362308864,0.12173798289179945
3.5609800000000003,0.0003349743835448418,0.049683626710414666,0.06461943248698089,0.1146380335809404
3.563282,0.0003406279596384256,0.04768555869267393,0.06087205379961706,0.10889824045192943
3.565583,0.00032602288806333406,0.04527195283205476,0.057347520236608676,0.10294549595672678
3.567885,0.00033214759549804983,0.04333654528268457,0.0542691480536523,0.09793784093183493
3.570186,0.00040752861007916757,0.041427049957076634,0.051917260398721424,0.09375183896587723
3.572488,0.0005370897288904636,0.0389668020936854,0.04935195024625776,0.08885584206883362
3.57479,0.0006223645016353531,0.03709688180073255,0.04688463541274954,0.08460388171511744
3.577091,0.0005705400541108344,0.035205760597428755,0.044399417588278325,0.08017571823981792
3.579393,0.00041506671153727936,0.03329108282706837,0.04192220899660635,0.07562835853521199
3.581695,0.0002694871271274958,0.03186685278282638,0.039922727584842194,0.07205906749479607
3.583996,0.00022237399301429717,0.03009775459687577,0.03769003615921772,0.06801016474910779
3.586298,0.00024640169141202853,0.02830321531850404,0.03528632405676233,0.06383594106667839
3.588599,0.00028032314797353145,0.02684647721172394,0.03335986800287364,0.06048666836257111
3.590901,0.0002883323807727752,0.025308233382927998,0.03125767995874272,0.0568542457224435
3.593203,0.00028362106736145535,0.023893897096849786,0.029163501147411036,0.05334101931162228
3.595504,0.00028267880467919136,0.022739154179735283,0.02725353469046197,0.05027536767487645
3.597806,0.0002902169061373032,0.021560383564223056,0.02547548500902986,0.04732608547939022
3.600108,0.00029681274491315094,0.020137566914004458,0.024135116343509358,0.044569496002426975
3.602409,0.00029351482552522715,0.0192278122942786,0.02229534845638896,0.04181667557619279
3.604711,0.0002840921987025873,0.017908173407767906,0.02087912764494621,0.0390713932514167
3.607012,0.0002756118345622116,0.01699606313133638,0.019109087196313337,0.036380762162211935
