Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH4_10_0.6_a_V3,CH3OH,all
2.969463,0.7349481833494259,0.22765571979151636,0.13895959624255605,1.1015634993834984
2.971764,0.7420430337472047,0.22948936334627024,0.1414114568986737,1.1129438539921486
2.974066,0.7474234510818675,0.2312434659963995,0.14387069675018502,1.1225376138284522
2.976368,0.7532476040328661,0.23261698643164136,0.1458871848780795,1.131751775342587
2.978669,0.7583574508697629,0.23418772472629515,0.1480866770517356,1.1406318526477937
2.980971,0.7653421052829971,0.2358215042467279,0.1505001658918065,1.1516637754215315
2.983273,0.7731994725381156,0.237058357530775,0.15326588832533247,1.1635237183942229
2.985574,0.7766317822888646,0.2376931281942968,0.15620821950194558,1.1705331299851072
2.987876,0.7851478657194529,0.23966810862067356,0.1591156224870289,1.1839315968271555
2.990177,0.7936600135791648,0.241312161526048,0.16204417916557395,1.1970163542707868
2.992479,0.7986247362399874,0.2422098374496699,0.1658198674753057,1.2066544411649631
2.994781,0.8062115329973404,0.2436099752913517,0.16876367449099752,1.2185851827796896
2.997082,0.8144039157233289,0.2446447853382112,0.17247688561306335,1.2315255866746035
2.999384,0.8199998055634851,0.24598873087740855,0.17625700144003126,1.2422455378809252
3.001686,0.8276126754778954,0.2474637399032871,0.17992200181885884,1.2549984172000412
3.003987,0.8354164205798204,0.2485005734956653,0.18308570885728032,1.2670027029327662
3.006289,0.8420926246256014,0.2493823723698318,0.18683729179539293,1.2783122887908258
3.0085900000000003,0.8496144844634906,0.2506433525427573,0.1906587311165651,1.290916568122813
3.010892,0.8576878161704623,0.25176050532649824,0.1945091952729521,1.303957516769913
3.013194,0.864908604836292,0.2525727253662866,0.1983601513756987,1.3158414815782773
3.015495,0.8740327339673141,0.25376646156504784,0.20226374573891973,1.3300629412712817
3.0177970000000003,0.8814596481578052,0.25464265677470066,0.20531676484643707,1.341419069778943
3.020098,0.8890892442484409,0.25548881011626623,0.20935958002941754,1.3539376343941243
3.0224,0.8969008604921193,0.2558421522953233,0.21256805418656027,1.3653110669740027
3.024702,0.9021376294897864,0.2558499351627034,0.215574338389918,1.3735619030424078
3.027003,0.9058985594087308,0.2561789947955344,0.21827905947485685,1.380356613679122
3.029305,0.9139915689700856,0.2576210044637212,0.22191405112575036,1.3935266245595572
3.031607,0.921005740164894,0.2581637816348101,0.22460204603446365,1.4037715678341676
3.0339080000000003,0.92475338753213,0.25831539189137465,0.2265816381853901,1.4096504176088944
3.03621,0.9297136826757164,0.25844443183253685,0.22946198412069685,1.4176200986289498
3.038511,0.9347521972904748,0.2580914009681751,0.2315256990991105,1.4243692973577606
3.040813,0.9401188401270696,0.25858327818659804,0.2335746556867369,1.4322767740004043
3.043115,0.9432549981693548,0.2584411630282372,0.2356078699908569,1.437304031188449
3.045416,0.9489251719098069,0.25797699281768743,0.2373001654677921,1.4442023301952862
3.047718,0.9514454131099052,0.2575852032737727,0.2389270320789039,1.4479576484625818
3.05002,0.9547537523780416,0.2571197878044421,0.2404791228433604,1.4523526630258443
3.052321,0.9574766754782844,0.2565586430663362,0.2421010699908764,1.456136388535497
3.054623,0.9612607268761292,0.25586332169459713,0.2428566995991823,1.4599807481699083
3.056924,0.9608568389149188,0.25427608372109745,0.24362561175919675,1.4587585343952132
3.059226,0.9638129445896,0.253771131285476,0.2444752031221813,1.4620592789972573
3.061528,0.9656656145797562,0.25296202439263965,0.2453080683089404,1.4639357072813362
3.063829,0.9648081520750186,0.25159161710434985,0.246074520737157,1.4624742899165255
3.066131,0.9671089851987471,0.2507636756724537,0.2460268019402783,1.463899462811479
3.068433,0.9656665984724752,0.24908895826960165,0.2461251912121931,1.46088074795427
3.070734,0.964538073523612,0.24771030114188894,0.2469127973338714,1.4591611719993725
3.073036,0.9634789130114492,0.24618485913538735,0.2469388704909288,1.4566026426377652
3.075337,0.9618589336493713,0.244731330823478,0.24691870069018626,1.4535089651630355
3.077639,0.9597366770541684,0.24318222890014085,0.24610206973329316,1.4490209756876025
3.079941,0.9547099691520394,0.2410123654745661,0.2461281428903505,1.441850477516956
3.082242,0.9531436119431552,0.23946419749531464,0.24606025429272935,1.4386680637311993
3.084544,0.9483313926538008,0.23762853039504184,0.24530511663078294,1.4312650396796256
3.086846,0.9442290519613118,0.2358851681018972,0.2444702836585856,1.4245845037217943
3.089147,0.94125031675409,0.2338315807149813,0.24372055740659454,1.418802454875666
3.0914490000000003,0.9354650275654979,0.2318522418828717,0.2427966821433143,1.4101139515916843
3.09375,0.926385665553197,0.2291523651887115,0.2415505820145129,1.3970886127564217
3.096052,0.9248301311642236,0.2274514973514622,0.2404609208280561,1.3927425493437418
3.098354,0.917640335119047,0.2253496561867897,0.2396885650435247,1.382678556349361
3.100655,0.9122205620756184,0.2230621158064277,0.2380159474209725,1.3732986253030186
3.102957,0.9049377881684824,0.22076648124399045,0.2369198909318413,1.3626241603443139
3.105259,0.8984613143446886,0.2182754967103124,0.2348625712561021,1.351599382311103
3.10756,0.8905454054727806,0.21586125124900216,0.23331392411616256,1.339720580837945
3.109862,0.8836566805996634,0.2133506538895263,0.2317239534820189,1.3287312879712083
3.112163,0.8763429140718743,0.2107757700454906,0.22948117002872026,1.3165998541460848
3.114465,0.8679375185721899,0.20820399934840705,0.2271542637479344,1.3032957816685315
3.116767,0.8607029554082923,0.20554101344562853,0.224903117206523,1.2911470860604441
3.119068,0.8522572203071229,0.2027620628188864,0.22252603239706065,1.27754531552307
3.12137,0.8451205544687804,0.20012180288885786,0.21984197305922396,1.2650843304168622
3.123672,0.8367746844786048,0.19730782935890526,0.21722580231900854,1.2513083161565186
3.125973,0.8283161587720863,0.1944303476311309,0.2144522087437294,1.2371987151469468
3.128275,0.8198315599085108,0.19159613864599,0.21158957287736724,1.223017271431868
3.130576,0.8109017495895204,0.18871040707879275,0.20855229605335635,1.2081644527216695
3.132878,0.8025116044269829,0.1857320593897722,0.20487302923010112,1.1931166930468564
3.13518,0.7934986551732246,0.18276803217673104,0.2021422349881049,1.1784089223380607
3.137481,0.7853579268149913,0.1797633783959657,0.1985264292452348,1.1636477344561915
3.139783,0.7757871103894758,0.17689617005313313,0.19492587383951146,1.1476091542821203
3.142085,0.7684290686893249,0.17387766276843122,0.19137894058698168,1.1336856720447377
3.144386,0.7573169843192635,0.17075019534040775,0.1879343321772433,1.1160015118369149
3.146688,0.7498059473012851,0.1677508339094609,0.18440117342278164,1.1019579546335276
3.148989,0.7396821831676083,0.16492145030209565,0.18026046091424586,1.0848640943839496
3.151291,0.7301221895620035,0.16164813193936894,0.17704411561534994,1.0688144371167223
3.153593,0.7200668059723075,0.15870387320947327,0.17289012055510564,1.0516607997368863
3.155894,0.7114710272314679,0.15566964453266355,0.1690248980079314,1.0361655697720629
3.158196,0.7015897926530612,0.1525866951060543,0.1647794009248063,1.0189558886839218
3.160498,0.6913213962896696,0.14953830161061274,0.16116851464553192,1.0020282125458142
3.162799,0.6823050034113942,0.146573340453486,0.1570076323362536,0.9858859762011338
3.165101,0.67253642454933,0.1433725584147419,0.15367076017926198,0.9695797431433341
3.167402,0.6619748281556321,0.14050254823965247,0.14957678257488574,0.9520541589701704
3.1697040000000003,0.6527267285419972,0.13744777279295925,0.1460544466403347,0.9362289479752912
3.172006,0.6427667825460587,0.1340651829722158,0.1422020146985094,0.9190339802167841
3.174307,0.6321313941984248,0.13121696482579065,0.13847798075653295,0.9018263397807484
3.176609,0.6217926495056141,0.12836407695893748,0.13534133076788799,0.8854980572324395
3.1789110000000003,0.6124004096086241,0.12540907787205727,0.13183473711684335,0.8696442245975246
3.181212,0.6031842865083614,0.12233593485834697,0.1286744737029389,0.8541946950696474
3.183514,0.5925759552105041,0.11947339623594247,0.12512508071861125,0.8371744321650578
3.1858150000000003,0.5826676635823207,0.11644928528672685,0.1220937072509152,0.8212106561199627
3.188117,0.5735194290796795,0.11359126072740283,0.11915088412794254,0.8062615739350247
3.190419,0.5631605145861261,0.11062054024841478,0.11617165697436135,0.7899527118089023
3.19272,0.5528975296326899,0.10784252356575827,0.11331640030339288,0.7740564535018409
3.1950220000000003,0.5432617762877106,0.10485094500219153,0.11048721678948184,0.7585999380793839
3.197323,0.5334508900387229,0.10212242735607248,0.10756013595001554,0.743133453344811
3.199625,0.5237285541344586,0.0994088528153233,0.10499070011395964,0.7281281070637415
3.201927,0.5137533578013732,0.09660702055848364,0.10250981462262714,0.712870192982484
3.204228,0.5041225239199896,0.09373778867013224,0.09982034387483513,0.6976806564649569
3.20653,0.4944287209045806,0.09111511802038272,0.09743489597725996,0.6829787349022233
3.208832,0.4841308077596145,0.08824215035568883,0.09541545617120803,0.6677884142865114
3.211133,0.4746588725523735,0.08578214163418364,0.0932238351393051,0.6536648493258622
3.213435,0.4652681084944622,0.08323667702884482,0.09034644088215578,0.6388512264054629
3.215736,0.45518173228411296,0.08068685401777312,0.08826403194207832,0.6241326182439645
3.218038,0.4459661011302101,0.07814232335651991,0.08624655992146465,0.6103549844081947
3.22034,0.4367155417847773,0.07576185553963942,0.08422072481273822,0.596698122137155
3.222641,0.4267634669305921,0.07331601163676603,0.08254958302926478,0.5826290615966228
3.224943,0.417544392152172,0.0708701677338926,0.08046520630374902,0.5688797661898136
3.227245,0.40828596166498615,0.0684817613922844,0.07846544435208001,0.5552331674093506
3.229546,0.3993089244954767,0.06620776320116381,0.07728723282089987,0.5428039205175403
3.231848,0.3897951738476718,0.06394076959068533,0.07534355275422233,0.5290794961925795
3.234149,0.3813341884093557,0.06169541235152354,0.07346136598249156,0.5164909667433708
3.236451,0.3721082263819017,0.05946499821773159,0.07222510478088168,0.5037983293805149
3.238753,0.3633235402389858,0.05742417473331909,0.07025338377170841,0.4910010987440133
3.241054,0.3548610789615909,0.05536327145106593,0.06900531585746875,0.4792296662701256
3.2433560000000003,0.3463130190176301,0.053272948930115936,0.06715805727726773,0.4667440252250138
3.245658,0.3382800269121435,0.05131664738545146,0.0659852571560429,0.4555819314536378
3.247959,0.3293935078727957,0.04942042957696143,0.06403616567941006,0.4428501031291672
3.250261,0.32157402048736433,0.047575267378484914,0.06280236420959802,0.4319516520754473
3.252562,0.3139586908411562,0.04588389463943938,0.061560691598032825,0.4214032770786284
3.254864,0.3068146458074201,0.044206842376373234,0.05969227932437015,0.41071376750816346
3.257166,0.29861881945691443,0.04261524599714072,0.058514559739549575,0.3997486251936048
3.259467,0.2919844308516972,0.040877954340552525,0.057256652898118425,0.3901190380903681
3.261769,0.2844551918184145,0.039344573809323234,0.05604302122904895,0.3798427868567867
3.264071,0.27783851328214193,0.037907545176259695,0.054463381468456286,0.370209439926858
3.266372,0.2714294361096096,0.036515657174000786,0.053570498825829184,0.3615155921094396
3.2686740000000003,0.2650567629676859,0.0351312407244268,0.05179457246776642,0.3519825761598791
3.270975,0.2586496535805919,0.0338520486418319,0.050574053549662906,0.3430757557720867
3.273277,0.2527226838404423,0.03253222999151281,0.049337792348053015,0.3345927061800081
3.275579,0.2473093060996881,0.031416945095943026,0.048143838533366505,0.3268700897289976
3.27788,0.2418629679528425,0.030219473120839287,0.04697202230486085,0.31905446337854265
3.280182,0.236456969407482,0.02917096522739084,0.04574805976224031,0.3113759943971132
3.282484,0.2315350460799424,0.02818425330094048,0.045152312720795985,0.3048716121016789
3.284785,0.2264970234115433,0.02719209336732404,0.0438835830594542,0.29757269983832163
3.287087,0.2218161538001951,0.026324770626484563,0.042701435957397484,0.2908423603840771
3.289388,0.2174191372383212,0.025487489753732315,0.041558152617747104,0.2844647796098006
3.29169,0.21338665292889167,0.024763683087382072,0.04093584047288578,0.2790861764891596
3.293992,0.20913279275765387,0.02407754549915156,0.03971827323293972,0.2729286114897451
3.296293,0.20544073532904966,0.023484335347439562,0.03884457649833599,0.2677696471748253
3.298595,0.20205811216061773,0.023036820473083232,0.037896595863436564,0.26299152849713753
3.300897,0.19913152326751105,0.022671648335608464,0.03726198505958589,0.2590651566627053
3.3031980000000005,0.19607407664275756,0.022539028275451387,0.03618216280032058,0.2547952677185295
3.3055,0.1940467656949524,0.02259101782955052,0.035630690931237934,0.25226847445574085
3.307801,0.19241891519112145,0.022889101650208743,0.03506987208132339,0.2503778889226536
3.310103,0.1911895412385456,0.023618823295767862,0.034773228426500165,0.24958159296081364
3.3124050000000005,0.19017957536233984,0.02489552486080114,0.03461039418148111,0.2496854944046221
3.314706,0.1896546685966742,0.026908330022645224,0.034600063307930064,0.25116306192724946
3.317008,0.1893467101755808,0.02937721121296376,0.035161866050563755,0.2538857874391083
3.31931,0.1881616113953666,0.031904152593937925,0.0356828372453528,0.2557486012346573
3.321611,0.18589127894593185,0.03390964186044471,0.03641928094563533,0.2562202017520119
3.323913,0.18268969203782312,0.034885302115215316,0.038540061701759575,0.256115055854798
3.326214,0.18005482733594388,0.033848312865489436,0.040839418986409234,0.2547425591878425
3.3285160000000005,0.17587475911864214,0.030916506723401956,0.04357956020923737,0.2503708260512815
3.330818,0.17070145120136018,0.026623165761837986,0.04768091700900722,0.24500553397220534
3.3331190000000004,0.16520493452583798,0.02205213209215169,0.05189050200788338,0.23914756862587305
3.335421,0.16041731255446218,0.018309039854361518,0.05663778437777413,0.23536413678659784
3.3377230000000004,0.15563756172483956,0.015836578545048132,0.06192473190411772,0.2333988721740054
3.340024,0.1521265405565587,0.014375889995149056,0.06715756533090815,0.2336599958826159
3.3423260000000004,0.14905728721917544,0.01337828205436654,0.07274755181474946,0.23518312108829145
3.344627,0.146132666111507,0.012784449273264135,0.07704617910470854,0.2359632944894797
3.3469290000000003,0.14312490606907055,0.012292260740145966,0.08080317345277648,0.236220340261993
3.349231,0.1407704507921486,0.011871363272229613,0.08363284891304709,0.2362746629774253
3.351532,0.1392631271464133,0.011581996263037115,0.08592974646589889,0.2367748698753493
3.3538339999999995,0.1379038793549099,0.011300723435919934,0.08684230696290897,0.2360469097537388
3.356135,0.1365992376093192,0.011100081114860695,0.08747642582040008,0.23517574454458
3.3584370000000003,0.1355326979017624,0.010826591155123622,0.08743264259439798,0.23379193165128398
3.360739,0.13367018898441455,0.01060664732296171,0.08738984326111503,0.2316666795684913
3.3630400000000003,0.13163697468029453,0.010413320897239776,0.08802199433316782,0.23007228991070214
3.365342,0.12929481806236193,0.010245677933872205,0.08990959251485392,0.2294500885110881
3.3676440000000003,0.12805609712895416,0.01001732860493977,0.09243278539310984,0.23050621112700376
3.3699449999999995,0.12616456337639145,0.009858713767733129,0.0961130361090842,0.2321363132532088
3.372247,0.1245303175698861,0.009660094992192716,0.09887974243532932,0.2330701549974081
3.3745480000000003,0.12375058258996105,0.009492919000867949,0.10170745011016163,0.23495095170099065
3.37685,0.12286065162549135,0.009308309386611736,0.10426901480446436,0.23643797581656745
3.3791519999999995,0.12190922736607493,0.009106266149424077,0.1057763384501996,0.23679183196569856
3.381453,0.12069805542880332,0.008959948242678007,0.10713509429534347,0.2367930979668248
3.3837550000000003,0.11979041439538897,0.008823903720873681,0.10775937422564308,0.2363736923419057
3.386057,0.11928764521590415,0.008699066528096714,0.10780758496888132,0.2357942967128822
3.388358,0.1187022290480109,0.008505895759722382,0.1078139802715558,0.2350221050792891
3.39066,0.1180415450871028,0.008352728929681813,0.10715821577424343,0.23355248979102805
3.392961,0.11755353429840522,0.008233495401418527,0.1072123298737966,0.23299935957362036
3.395263,0.1176263423596222,0.008156911986398242,0.10653295195122467,0.2323162062972451
3.397565,0.11748712153986272,0.008024291926241166,0.10658214658718207,0.232093560053286
3.3998660000000003,0.11723819668191818,0.007968566595799576,0.1065363955757417,0.2317431588534595
3.402168,0.11652093888965905,0.0078784409915379,0.10725660504615828,0.23165598492735526
3.40447,0.11619084288238478,0.007726208105582945,0.10720495067840298,0.2311220016663707
3.406771,0.11567823477570847,0.007646978515653423,0.10719953926844768,0.2305247525598096
3.409073,0.11507215686071308,0.007560900002429406,0.10718428893130087,0.22981734579444335
3.411374,0.11461464674630915,0.007471552684905743,0.10677990902373093,0.2288661084549458
3.413676,0.11416107220278175,0.0072780706018362035,0.10613103177545258,0.2275701745800705
3.415978,0.11362583456356505,0.0072472504470109675,0.10547821895629764,0.22635130396687364
3.418279,0.11257306935407634,0.007117120904415525,0.10488050412941503,0.2245706943879069
3.420581,0.11251354384456788,0.007028707530977474,0.10366441272854768,0.22320666410409304
3.422883,0.11201323439688092,0.0069326669475069155,0.10240207836988037,0.22134797971426826
3.425184,0.11230840221262542,0.0068693144070328185,0.10116040575831516,0.2203381223779734
3.427486,0.11174709141635132,0.006803471348997087,0.09998957342252864,0.21854013618787704
3.429787,0.11150603770015996,0.006798334656526214,0.09934020422789076,0.21764457658457687
3.432089,0.11154785314072377,0.006695756464456363,0.09750770403847696,0.21575131364365707
3.434391,0.1110500034248347,0.0066753653519204745,0.09627045894414793,0.2139958277209031
3.436692,0.11064709935634344,0.006709454311045357,0.09509815076928267,0.21245470443667147
3.438994,0.11049705571667333,0.006777165257252315,0.09328237675609442,0.21055659773002008
3.441296,0.11054083894267544,0.00685032421062535,0.09082461274366188,0.20821577589696266
3.443597,0.11020533152544584,0.006896087470820397,0.08853411049348454,0.2056355294897508
3.445899,0.10917519584849754,0.006923483163998386,0.08614964648862854,0.20224832550112448
3.4482,0.1085268105465788,0.006838027280164778,0.08375927912745765,0.19912411695420126
3.450502,0.10780069771984732,0.006598626279552588,0.08138612988887188,0.19578545388827176
3.452804,0.1067326821732118,0.00634864057930345,0.0791418705964945,0.19222319334900967
3.455105,0.10611725727738452,0.006134611726350421,0.07744563954868276,0.18969750855241768
3.457407,0.10553134916313166,0.006023161065467244,0.07506855473922038,0.18662306496781927
3.459709,0.10509892831306596,0.005882135508539647,0.07286955451192384,0.18385061833352945
3.46201,0.1043674040763792,0.005866102801736621,0.07058593951078054,0.18081944638889635
3.464312,0.1040491147817347,0.005789830701411541,0.06833922048660533,0.17817816596975156
3.466613,0.10354191808501373,0.005739242063440825,0.06655148741591277,0.1758326475643673
3.468915,0.10315426435366927,0.005703285216144717,0.06503088121846902,0.17388843078828306
3.471217,0.10176008837063608,0.005664526536591768,0.06331743204807219,0.17074204695530004
3.473518,0.1005789251612985,0.005636663871370975,0.0621859554210516,0.16840154445372107
3.47582,0.09966046130797353,0.005582806429100612,0.060590573376952575,0.16583384111402671
3.478122,0.09910603776073344,0.005509803133075179,0.06004254513238695,0.16465838602619556
3.4804230000000005,0.09853439609090824,0.0054595258097996655,0.05893222219882805,0.16292614409953596
3.482725,0.09748507450593656,0.0054792942929451464,0.05839157314965604,0.16135594194853775
3.4850260000000004,0.09659071602423072,0.005387456457859847,0.057328477066616264,0.15930664954870682
3.487328,0.09601710656896724,0.005365820086543141,0.05622651722117012,0.1576094438766805
3.4896300000000005,0.09523245212544644,0.005377961359656112,0.05514079160558992,0.15575120509069246
3.491931,0.09446895137538733,0.005297642168293375,0.0541185270703948,0.1538851206140755
3.4942330000000004,0.09370840230348564,0.00524347341132781,0.05344406861141862,0.15239594432623207
3.496535,0.09325285997451996,0.005205181703817665,0.05288275781514449,0.15134079949348211
3.4988360000000003,0.09245738271108854,0.005246586558279853,0.05226979265111507,0.14997376192048345
3.501138,0.09155564503398908,0.00521872389305906,0.052313083930757606,0.14908745285780572
3.503439,0.09078082951765976,0.005173427604906818,0.05228110741738528,0.14823536453995187
3.5057410000000004,0.09023476905853244,0.005126263428583349,0.05320301489522728,0.14856404738234308
3.508043,0.08957703677578177,0.005080655825735904,0.053814012273818386,0.14847170487533606
3.5103440000000004,0.08858724070031855,0.0050316237612412105,0.05563027823336621,0.14924914269492598
3.512646,0.08789654801147642,0.0049888179906506045,0.058321224820236925,0.15120659082236396
3.5149470000000003,0.08751184595828942,0.005008119501753278,0.0627802266234172,0.1553001920834599
3.517249,0.08658305123141337,0.004960332696039402,0.06846958627189248,0.16001297019934524
3.5195510000000003,0.08569853167689903,0.004925932422219315,0.07636926091393449,0.16699372501305282
3.5218519999999995,0.08544616319443749,0.004927644653042938,0.08442537449832109,0.1747991823458015
3.524154,0.08501275845165263,0.0049404085555463184,0.09423970437182576,0.1841928713790247
3.526456,0.08440569664393811,0.00493340397490422,0.10420407788500057,0.1935431785038429
3.528757,0.08392850867515117,0.004896357526174896,0.11329327882449293,0.20211814502581896
3.5310589999999995,0.08329635760309836,0.004964224129729457,0.12165685888361336,0.2099174406164412
3.53336,0.08285852534307735,0.004881414420805085,0.1275164319725013,0.21525637173638373
3.5356620000000003,0.08209748432481613,0.0048656930286972615,0.13012276378552526,0.21708594113903865
3.537964,0.08120706141398686,0.0048985367290413275,0.12905769991704716,0.21516329806007534
3.540265,0.08038255931534058,0.004990218906779025,0.12422875445146712,0.20960153267358672
3.542567,0.07966874514759842,0.0050369161110596855,0.11689334228385667,0.2015990035425148
3.5448690000000003,0.07893476117911377,0.005108829805651903,0.10912501731982097,0.19316860830458665
3.5471699999999995,0.0781343644520866,0.00519693186439475,0.10153576083067026,0.18486705714715165
3.549472,0.07734380665225091,0.00526261926508288,0.09494417155873597,0.17755059747606974
3.5517730000000003,0.07654242603250459,0.005193040430704695,0.0886738232596036,0.17040928972281288
3.554075,0.0758566528072582,0.005059019454419199,0.08304940053059212,0.16396507279226952
3.556377,0.07469565939866316,0.0048189958244166005,0.07754304492787845,0.1570577001509582
3.558678,0.07406252443389119,0.004621310992961804,0.0725276517920198,0.1512114872188728
3.5609800000000003,0.0729595806957259,0.004463630099840772,0.06747437878647393,0.1448975895820406
3.563282,0.07239728600673265,0.004355292585909639,0.06356143744242097,0.14031401603506327
3.565583,0.0715240812184885,0.004313109444709441,0.05988118672644663,0.13571837738964454
3.567885,0.0706095529360401,0.004209441651206375,0.05666680921298901,0.13148580380023547
3.570186,0.06992279581807456,0.004184536475590021,0.05421101298599475,0.12831834527965935
3.572488,0.06905401854706658,0.004168503768786996,0.051532365058113386,0.12475488737396698
3.57479,0.0683239701494585,0.004110910550174179,0.04895604197302346,0.12139092267265615
3.577091,0.06751521033431858,0.004100948479927639,0.04636102492626972,0.11797718374051595
3.579393,0.06655788271858724,0.0041182264455114845,0.04377437096762874,0.11445048013172746
3.581695,0.06609348535514922,0.0040520720727805475,0.04168655061759596,0.11183210804552574
3.583996,0.06529358057448162,0.003979847063493126,0.039355216819573983,0.10862864445754873
3.586298,0.06457337110406504,0.0039403100972021645,0.036845306493026565,0.10535898769429378
3.588599,0.06365736698253795,0.003950116510101105,0.034833737828727784,0.10244122132136683
3.590901,0.06315213807125528,0.003959611608304839,0.032638673172307835,0.09975042285186796
3.593203,0.06248604270039185,0.003912447431981371,0.030451971604000656,0.09685046173637388
3.595504,0.061776656049885886,0.0038578117029729976,0.028457621062286977,0.09409208881514586
3.597806,0.061254209016018135,0.0038353970449182813,0.026601015501254058,0.09169062156219047
3.600108,0.060438070005484575,0.0038441138563840038,0.025201428108265547,0.08948361197013413
3.602409,0.06010157869553585,0.0038333734993994525,0.02328037757412842,0.08721532976906371
3.604711,0.05961947126315316,0.003790723386156449,0.02180158681724846,0.08521178146655807
3.607012,0.058884011455589774,0.0037420026363569592,0.01995334434432831,0.08257935843627505
3.609314,0.058257763739851864,0.0037049561876276354,0.01873184153350565,0.08069456146098514
3.611616,0.057770736843873426,0.003709003278665292,0.017449337374095788,0.07892907749663451
3.613917,0.05715039248445041,0.003666820137465095,0.01596661104633924,0.07678382366825474
3.616219,0.05664713135860602,0.003657947668651769,0.0150284693386313,0.0753335483658891
3.618521,0.05607745747421915,0.003672735116673978,0.013807950420527786,0.07355814301142091
