Wavelength,CO_NH3_10K,H2O_CH3OH_CO_NH3_120K_NASA,H2O_CH3OH_CO_NH3_100K_NASA,all
2.921129,0.0007374493155214836,0.18516654926067805,0.21111180663446105,0.3970158052106606
2.92343,0.0011331296994364312,0.19055126468528055,0.2162373514075993,0.4079217457923163
2.925732,0.0017068662561131051,0.19606061943081632,0.2217249437320197,0.4194924294189492
2.928034,0.002420574748599692,0.202193665381498,0.22760425963651595,0.4322184997666136
2.930335,0.003245568349062358,0.2072712339080866,0.2321738734702537,0.44269067572740267
2.932637,0.004154149430627056,0.2149889797963476,0.2393020555864815,0.4584451848134562
2.9349380000000003,0.005097352545784313,0.22111905814414992,0.24496572568174405,0.4711821363716783
2.93724,0.0060074174287886905,0.2272070954511613,0.2507396916840229,0.4839542045639729
2.939542,0.0068225190196534845,0.23421657345221464,0.2568519644145491,0.4978910568864172
2.941843,0.007534743710700391,0.24079228683240114,0.2629785805589921,0.5113056111020937
2.944145,0.008163875521125156,0.2472982615449227,0.2688020066092604,0.5242641436753082
2.946447,0.008764320503716089,0.2534891757517519,0.2744765579150807,0.5367300541705486
2.948748,0.009514629431714808,0.25937591066344656,0.28075056500253204,0.5496411050976935
2.95105,0.010612642497078788,0.26635670183666604,0.28659179667007645,0.5635611410038213
2.953351,0.01214986078858836,0.2723027888059479,0.29235438686131776,0.5768070364558541
2.955653,0.014060007841937769,0.2764920548706474,0.29631020149950743,0.5868622642120926
2.957955,0.0162505933673869,0.2841964465459513,0.3029249883176056,0.6033720282309437
2.960256,0.0184510709024339,0.2891286025314512,0.3081276907656072,0.6157073641994923
2.962558,0.020269222266523085,0.29411961597405833,0.3117545960846677,0.626143434325249
2.96486,0.02136130012612834,0.3012987419397152,0.3182541409909505,0.6409141830567939
2.967161,0.02164816840446668,0.3064796819666015,0.32370068147553976,0.6518285318466079
2.969463,0.02113328930489735,0.3125222160294626,0.32858436661401,0.66223987194837
2.971764,0.01989579890420335,0.3175701085272576,0.33381328288744605,0.671279190318907
2.974066,0.018182997442331518,0.3226130550202536,0.3391094648261476,0.6799055172887327
2.976368,0.016259496176024985,0.3277677812217056,0.343308622900445,0.6873359002981756
2.978669,0.014292470067487803,0.33291756141835865,0.3477570596166088,0.6949670911024552
2.980971,0.012349679382465407,0.3380297519785397,0.3532219003189542,0.7036013316799592
2.983273,0.010494927582864091,0.3433709425609117,0.3576540152192815,0.7115198853630572
2.985574,0.008799931738268435,0.3485662260017149,0.3626405772575696,0.7200067349975529
2.987876,0.0073398711216222795,0.3533262610202117,0.36736599024247385,0.7280321223843078
2.990177,0.006169151785713927,0.3585497366883689,0.3720548027918661,0.7367736912659488
2.992479,0.005269968113267208,0.36389389487362017,0.3766100732116868,0.7457739361985741
2.994781,0.004609676472609139,0.3685985346383689,0.3812518987154889,0.754460109826467
2.997082,0.004151181827747695,0.3735005199945952,0.3858922404178517,0.7635439422401946
2.999384,0.0038509593364522273,0.3777733735403968,0.3895414027585072,0.7711657356353563
3.001686,0.0036654841564920963,0.3832950932979299,0.3945625868303879,0.7815231642848098
3.003987,0.0035665640605133586,0.38856357760975735,0.3996812071968077,0.7918113488670784
3.006289,0.003534415029320269,0.3933854376882409,0.4035514559519757,0.800471308669537
3.0085900000000003,0.0035611234552345283,0.39831165846798205,0.4078727803448069,0.8097455622680234
3.010892,0.003684773575207949,0.40253455736531424,0.4118038649590018,0.8180231958995241
3.013194,0.003958782241069051,0.40779018206466455,0.4159565305881892,0.8277054948939229
3.015495,0.004384633254257514,0.4120298973783132,0.4200280817386741,0.8364426123712447
3.0177970000000003,0.004844117100078746,0.4162562584790048,0.42341213822210666,0.8445125138011902
3.020098,0.005205670050881029,0.4210306369114185,0.4273615230540577,0.8535978300163573
3.0224,0.0054094454485972285,0.42567592461858,0.4304038106058837,0.8614891806730609
3.024702,0.005475721912902981,0.4297158213383516,0.4334911068013801,0.8686826500526346
3.027003,0.005431702470192442,0.4338620571613003,0.4371249365271591,0.8764186961586518
3.029305,0.005323879565575619,0.4376437724305675,0.4395469950771984,0.8825146470733415
3.031607,0.005210616055679965,0.4415521054226874,0.4427940472277004,0.8895567687060677
3.0339080000000003,0.005136425983695914,0.4461118272468272,0.4458744190164783,0.8971226722470014
3.03621,0.005094879543384844,0.4491724150164094,0.4479141513955598,0.902181445955354
3.038511,0.005069654918910265,0.4530945968219662,0.4502842768952103,0.9084485286360868
3.040813,0.0050508601006743065,0.4567581025765388,0.4530802534080494,0.9148892160852624
3.043115,0.005042451892516114,0.4600051547270408,0.4550294738993104,0.9200770805188674
3.045416,0.005048881698754731,0.4632017576285937,0.4570044136155259,0.9252550529428744
3.047718,0.005069654918910265,0.46653635406403704,0.4579050810894122,0.9295110900723595
3.05002,0.0051003201486636745,0.4697581815900644,0.4601510618686095,0.9350095636073376
3.052321,0.005137909785135594,0.4731199810519018,0.4610967379861662,0.9393546288232036
3.054623,0.005182423828326026,0.4748847155641624,0.4627947014336412,0.9428618408261296
3.056924,0.005234356878714863,0.4782915236696702,0.4628941161300998,0.9464199966784848
3.059226,0.005294698137261892,0.4807783748825756,0.4639273365325978,0.9500004095524353
3.061528,0.005358996199648071,0.4838261030396805,0.4652533604191928,0.9544384596585214
3.063829,0.005423788862514144,0.4857703775261425,0.4659121682584111,0.9571063346470676
3.066131,0.005497978934498196,0.4878516563455352,0.4662633345991356,0.959612969879169
3.068433,0.00560580183911502,0.48979692003295705,0.4664502935805354,0.9618530154526076
3.070734,0.005770503798919617,0.4913835983724559,0.4664641423939724,0.9636182445653481
3.073036,0.006005439026869118,0.4928852054294132,0.4664651315949322,0.9653557760512144
3.075337,0.0063200049320815,0.4944323157305207,0.4664651315949322,0.9672174522575344
3.077639,0.006695901296800701,0.4952261495007501,0.4662064555439479,0.9681285063414986
3.079941,0.007015413206812021,0.49590968736396296,0.4651415807107367,0.9680666812815116
3.082242,0.007139557927265336,0.4964290178678514,0.4651781811462489,0.9687467569413656
3.084544,0.007012445603932658,0.4979395277334467,0.4645910903766151,0.9695430637139943
3.086846,0.006719147519355704,0.4979266681209696,0.4637349369459192,0.9683807525862445
3.089147,0.006358583769513208,0.4979049056998542,0.4626527510959118,0.9669162405652793
3.0914490000000003,0.0060380826585421,0.4966961021269941,0.4610477725386568,0.9637819573241928
3.09375,0.005873875299217398,0.4965670114017418,0.4601218804402957,0.9625627671412548
3.096052,0.005963892586558047,0.4952325793069887,0.4582918586646891,0.9594883305582358
3.098354,0.006308134520564053,0.495188559864278,0.4572002754055637,0.9586969697904058
3.100655,0.00686901146476349,0.4937814214989806,0.4552396791032653,0.9558901120670094
3.102957,0.007590633564928377,0.4919029288763443,0.4539581692598607,0.9534517317011334
3.105259,0.008373091524120184,0.4910017668019781,0.4516686636384328,0.9510435219645309
3.10756,0.009108562437722094,0.4892310970839587,0.4495527627854475,0.9478924223071284
3.109862,0.009709007420313028,0.4868787772015842,0.4477954472803854,0.9443832319022828
3.112163,0.010106171605667656,0.4854271247930964,0.44609896763435,0.941632264033114
3.114465,0.010243175938598206,0.4829917120300999,0.4441057277003785,0.9373406156690766
3.116767,0.010135847634461277,0.4800982992227218,0.4412088526896412,0.9314429995468244
3.119068,0.009845517152763685,0.4783642299402145,0.4384747012367888,0.9266844483297668
3.12137,0.009424117543894264,0.4750978883709967,0.4365986816165521,0.9211206875314429
3.123672,0.00889489503040802,0.4726545620003218,0.4343888066723872,0.915938263703117
3.125973,0.008275160629101235,0.4700287280525663,0.4309592469448044,0.909263135626472
3.128275,0.0075886551630088015,0.4669740754887429,0.429085700326967,0.9036484309787188
3.130576,0.006874452070042321,0.4638338570418979,0.4261601384883959,0.8968684476003361
3.132878,0.006173108589553077,0.4607816774804739,0.4233443779563612,0.8902991640263882
3.13518,0.0055034195397770285,0.457771538959841,0.4205360364315249,0.8838109949311428
3.137481,0.004869836325033217,0.4547683248459265,0.4177365977153266,0.8773747588862864
3.139783,0.0042758211486809035,0.4517839055502481,0.4150286600879087,0.8710883867868376
3.142085,0.0037263200155190188,0.4477548900410341,0.4118098001647606,0.8632910102213137
3.144386,0.0032272681313062915,0.4446339610129049,0.4082283980898504,0.8560896272340617
3.146688,0.0027831169003617626,0.4416277792961111,0.40554172828306784,0.8499526244795407
3.148989,0.0023913933202859643,0.4381195780922252,0.4029821707996181,0.8434931422121292
3.151291,0.002050613589639216,0.4348240550946936,0.3990021207379136,0.8358767894222463
3.153593,0.0017558317036225801,0.4308484564373082,0.3964514660631019,0.8290557542040327
3.155894,0.0015035854588768007,0.4278215015003588,0.3927068458298268,0.8220319327890624
3.158196,0.0012874450491632608,0.4239131685082389,0.38990493411122906,0.8151055476686313
3.160498,0.001104937472082491,0.4198623905779096,0.38637892729006695,0.8073462553400591
3.162799,0.0009516113233154491,0.4165451051592627,0.383192216398112,0.8006889328806901
3.165101,0.0008249936004626657,0.41234001187920655,0.3801133284107738,0.793278333890443
3.167402,0.0007191490977654173,0.40906773510423,0.3759092243316775,0.7856961085336729
3.1697040000000003,0.000628637209944873,0.4049531537119944,0.3728006603155457,0.7783824512374848
3.172006,0.0005490065326819899,0.4006931597786701,0.3693226297409333,0.7705647960522853
3.174307,0.0004807516664566613,0.3969233149209204,0.3653267524638722,0.7627308190512493
3.176609,0.00042387261126888766,0.3923032518382335,0.3622063180362229,0.7549334424857252
3.1789110000000003,0.00037738016615888127,0.388500268748331,0.3586753652102619,0.7475530141247517
3.181212,0.00033830672824728016,0.3842392856140469,0.35513402577422315,0.7397116181165173
3.183514,0.00030319009417482864,0.38017268046836106,0.3511658461240361,0.731641716686572
3.1858150000000003,0.0002715356634616328,0.3756619240917306,0.3472753187491924,0.7232087785043846
3.188117,0.00024383803658758641,0.371226346988044,0.34393676550991,0.7154069505345415
3.190419,0.00021960261307279598,0.3673798390559109,0.3392449853576385,0.7068444270266222
3.19272,0.0001978401919574738,0.3625426463625506,0.3354375508634169,0.698178037417925
3.1950220000000003,0.00017706697180193903,0.35783602819588234,0.3319995829276759,0.6900126780953602
3.197323,0.00015530455068661693,0.3530695633711469,0.32846417869739586,0.6816890466192294
3.199625,0.00013403673005118848,0.34834217198432305,0.3239593575265242,0.6724355662408985
3.201927,0.00011276890941576004,0.34373941991843243,0.31957175666938736,0.6634239454972355
3.204228,9.298489022001269e-05,0.3391742574890137,0.3152113588386446,0.6544786012178783
3.20653,7.567387342373373e-05,0.334558151210166,0.3112995636431654,0.6459333887267551
3.208832,6.133045950681688e-05,0.32909974031405925,0.3071726172389326,0.6363336880124986
3.211133,4.8965447509474765e-05,0.3247522020957937,0.3026776880776588,0.6274788556209621
3.213435,3.6600435512132646e-05,0.31929873720448604,0.2981145040501596,0.6174498416901577
3.215736,2.324622255500317e-05,0.3143334429868333,0.2939939874521653,0.6083506766615536
3.218038,1.1375811037554746e-05,0.3099028118879457,0.28892730013613444,0.5988414878351177
3.22034,2.9676028793621067e-06,0.3042668394195572,0.2846999498344831,0.5889697568569197
3.222641,3.462203359255792e-06,0.29967793616710353,0.28008928416091416,0.5797706825313771
3.224943,1.2365011997342113e-05,0.29425167430219,0.27483118645916443,0.5690952257733517
3.227245,2.769762687404633e-05,0.2890603476652258,0.27017946894576433,0.5592675142378642
3.229546,4.599784463011266e-05,0.28428547463233217,0.2650816217995001,0.5494130942764623
3.231848,6.133045950681688e-05,0.27929248278780544,0.2605382217911967,0.5398920350385089
3.234149,7.023326814490319e-05,0.27399926845198325,0.2556357418344905,0.5297052435546187
3.236451,7.715767486341478e-05,0.2690092442103359,0.2506239551717278,0.5197103570569271
3.238753,8.803888542107584e-05,0.2639702545211789,0.24543757453956264,0.5094958679461626
3.241054,0.00010337150029778005,0.2582912518110397,0.24020667986420705,0.4986013031755445
3.2433560000000003,0.00011969331613427163,0.2535643550246957,0.2356350876285497,0.4893191359693797
3.245658,0.00013106912717182642,0.24845166986403475,0.2303146702663333,0.4788974092575399
3.247959,0.000137993533890338,0.24326677303330926,0.22495517946620536,0.4683599460334051
3.250261,0.00014195033772948748,0.2386318719362255,0.21965405152270487,0.4584278737966598
3.252562,0.00014541254108874324,0.2330621759321428,0.21466600568297706,0.4478735941562085
3.254864,0.0001498639454077864,0.2278476030726236,0.2102086661581752,0.43820613317620655
3.257166,0.000156788352126298,0.2234001555574196,0.20511081901191094,0.4286677629214569
3.259467,0.00016569116076438432,0.2181390902527905,0.20003770188964146,0.4183424833031963
3.261769,0.0001750885698823643,0.212996234462856,0.19502443142543907,0.4081957544581775
3.264071,0.00018151837612098218,0.20832077612642091,0.19014915449512698,0.3986514489976689
3.266372,0.0001854751799601317,0.2035671709141628,0.1850997781958924,0.3888524242900153
3.2686740000000003,0.00018992658427917488,0.1986567773497783,0.1805024667352806,0.3793491706693381
3.270975,0.0001973455914775801,0.19372610516571812,0.17576963474317792,0.3696930855003736
3.273277,0.0002067430005955601,0.18879493838117808,0.17094826926517429,0.3599499506469479
3.275579,0.00021712961067332749,0.18471349522109545,0.16623472669178746,0.3511653515235562
3.27788,0.00022603241931141383,0.180053864100017,0.16189065067688124,0.34217054719620965
3.280182,0.00023295682602992538,0.17534229992854974,0.15732697204890222,0.3329022288034819
3.282484,0.0002364190293891812,0.17076526708761364,0.1528547945097035,0.3238564806267063
3.284785,0.00023790283082886226,0.16664178288673998,0.14858045716246232,0.3154601428800312
3.287087,0.00023988123274843693,0.16203754701940964,0.1445707310719642,0.30684815932412224
3.289388,0.0002453218380272676,0.15834832203988267,0.14022022525081934,0.2988138691287293
3.29169,0.00025373004618546016,0.15440338861225064,0.13652308666361407,0.2911802053220501
3.293992,0.00026213825434365283,0.14999204693207888,0.13257370183166298,0.2828278870180855
3.296293,0.00026906266106216435,0.1464645563094771,0.12881473818447098,0.27554835715501025
3.298595,0.00027301946490131384,0.14255375031495773,0.12516705964525504,0.2679938294251141
3.300897,0.00027549246730078234,0.13900499187172055,0.12160346318762105,0.26088394752664235
3.3031980000000005,0.00027747086922035697,0.13544634141888548,0.11816648445283985,0.2538902967409457
3.3055,0.0002809330725796128,0.13197078384667255,0.1151632703389254,0.2474149872581776
3.307801,0.00028884668025791173,0.12843983102071158,0.11175745143437747,0.24048612913534695
3.310103,0.0002982440893758917,0.1257274419889746,0.10883287879676612,0.23485856487511664
3.3124050000000005,0.00029873868985578545,0.1223043120676304,0.10607350271943927,0.2286765534769255
3.314706,0.0002834060749790813,0.1200276660586798,0.10393682864629854,0.2242479007799574
3.317008,0.0002596652519441844,0.11735929646965335,0.10156521934520832,0.21918418106680587
3.31931,0.00024185963466801167,0.11546349283022085,0.099947875775956,0.21565322824084485
3.321611,0.00023988123274843693,0.1136428684637322,0.09862679789415994,0.21250954759064056
3.323913,0.00024878404138652327,0.11228766314882352,0.09764006993677203,0.21017651712698207
3.326214,0.0002591706514642907,0.11103830233661208,0.09745756235969127,0.20875503534776765
3.3285160000000005,0.0002670842591425896,0.11092998483151537,0.09750603320672084,0.2087031022973788
3.330818,0.00027450326634099494,0.11027909059997526,0.09876825363140954,0.2093218474977258
3.3331190000000004,0.0002843952759388686,0.11109666519323952,0.10003937686473632,0.2114204373339147
3.335421,0.00029527648649652966,0.11181729809244463,0.10135105733741437,0.21346363191635556
3.3377230000000004,0.00030220089321504124,0.11304687488546032,0.10264196458993688,0.21599104036861225
3.340024,0.00030220089321504124,0.11367056609060625,0.10390467961510544,0.21787744659892674
3.3423260000000004,0.00029873868985578545,0.1145054517006668,0.1045283708202514,0.219332561210774
3.344627,0.00029725488841610435,0.1145984365908868,0.10460058249031584,0.21949627396961874
3.3469290000000003,0.0003007170917753602,0.11388274969648066,0.103939301648698,0.218122768436954
3.349231,0.0003066522975340844,0.11255870421180524,0.10216516972731936,0.2150305262366587
3.351532,0.0003111037018531276,0.11060058091190614,0.10000228182874428,0.21091396644250354
3.3538339999999995,0.0003120929028129149,0.10836696514470627,0.09770881940347728,0.2063878774509965
3.356135,0.00031258750329280865,0.10579603185021892,0.09552416908378686,0.2016327884372986
3.3584370000000003,0.0003145659052123834,0.1039239690338213,0.09406757067049996,0.19830610560953368
3.360739,0.00031753350809174543,0.10235954771591757,0.0935012531210217,0.196178334345031
3.3630400000000003,0.0003195119100113202,0.10165672043398866,0.09396469377068206,0.19594092611468208
3.365342,0.0003200065104912139,0.10183477660675036,0.09529665286303578,0.19745143598027734
3.3676440000000003,0.00032050111097110763,0.10301093654793757,0.09713260984440113,0.2004640475033098
3.3699449999999995,0.00032297411337057596,0.10428750038654316,0.09908875474238066,0.2036992292422944
3.372247,0.0003279201181695128,0.1060913083367154,0.10095092554918036,0.20737015400406528
3.3745480000000003,0.00033187692200866234,0.10808850507452612,0.10261278316162313,0.21103316515815795
3.37685,0.00033138232152876864,0.10937100411889046,0.10315733828998608,0.21285972473040526
3.3791519999999995,0.0003289093191293002,0.110242984764943,0.1035010856235122,0.2140729797075845
3.381453,0.0003284147186494065,0.11064707335701617,0.10241444836918577,0.21338993644485127
3.3837550000000003,0.00033434992440813067,0.1100401985681866,0.1011364007291405,0.21151094922173524
3.386057,0.00034325273304621715,0.10956686590892836,0.099319733166491,0.2092298518084656
3.388358,0.0003501771397647286,0.10839268436966074,0.09739128589538552,0.206134147404811
3.39066,0.00035215554168430336,0.1066032198334054,0.095318909884631,0.2022742852597207
3.392961,0.0003541339436038781,0.10509864517356883,0.0937584453705664,0.1992112244877391
3.395263,0.00035907994840281494,0.10336111368770227,0.09246209751276506,0.19618229114887012
3.397565,0.00036847735752079495,0.10217159953355798,0.09200706507126287,0.19454714196234166
3.3998660000000003,0.0003754017642393065,0.10041131642561636,0.09193782100407777,0.19272453919393345
3.402168,0.0003763909651990939,0.09957989301891508,0.09141304989491056,0.19136933387902472
3.40447,0.00037193956088005074,0.09835971363501736,0.09147190735201792,0.19020356054791526
3.406771,0.0003660043551213265,0.09709749321032868,0.09116327665256424,0.18862677421801427
3.409073,0.00036303675224196437,0.09589066803938807,0.08990699143363429,0.18616069622526432
3.411374,0.00036303675224196437,0.0942842056806934,0.08843209280259133,0.18307933523552666
3.413676,0.00036649895560122016,0.0917933976639488,0.08648485071324988,0.1786447473327999
3.415978,0.00037292876183983814,0.08934364148703539,0.08341189793167042,0.17312846818054567
3.418279,0.0003798531685583497,0.08692009913555633,0.0810803512694516,0.16838030357356626
3.420581,0.00038479917335728655,0.08456134944694335,0.0787225907817984,0.16366873940209906
3.422883,0.000387272175756755,0.08258640973072785,0.07676792968525856,0.15974161159174316
3.425184,0.000388755977196436,0.08037307258320363,0.07510112606801685,0.15586295462841693
3.427486,0.0003912289795959045,0.07918256922809952,0.07394376094506562,0.15351755915276105
3.429787,0.0003941965824752665,0.07797277645427958,0.07328495310584722,0.1516519261426021
3.432089,0.0003976587858345223,0.07680453012077068,0.07220969166255838,0.14941188056916355
3.434391,0.00040013178823399074,0.07561847816998565,0.07103452092233098,0.1470531308805506
3.436692,0.0004030993911133529,0.07430086249154885,0.07039351870038875,0.14509748058305094
3.438994,0.0004065615944726087,0.07271517335300971,0.06878557254025439,0.14190730748773672
3.441296,0.0004105183983117582,0.07054536104771612,0.06781665020014266,0.13877252964617054
3.443597,0.0004129914007112265,0.06892208227270502,0.06648419650730908,0.13581927018072534
3.445899,0.0004120021997514392,0.0670218272289535,0.06471599979168915,0.1321498292203941
3.4482,0.00040903459687207706,0.06544899770289159,0.06364469515223943,0.12950272745200309
3.450502,0.00040606699399271497,0.06425206454154887,0.06233301467956137,0.12699114621510296
3.452804,0.0004045831925530339,0.06251304925424267,0.06088927587875171,0.12380690832554743
3.455105,0.00040507779303292757,0.061409100983119976,0.059983662400066376,0.12179784117621928
3.457407,0.0004085399963921834,0.06027498208272376,0.058656649312511626,0.11934017139162754
3.459709,0.0004129914007112265,0.059189334029357124,0.05800278747809218,0.11760511290816053
3.46201,0.00041546440311069504,0.058071536944797386,0.05692406383144405,0.11541106517935212
3.464312,0.0004129914007112265,0.056960664266956174,0.056361703085804925,0.11373535875347232
3.466613,0.00040705619495250237,0.055831491371358885,0.05524044379788594,0.11147899136419734
3.468915,0.00040161558967367184,0.05518702694605742,0.05473941351175363,0.11032805604748472
3.471217,0.0004021101901535655,0.054186944775712384,0.05426558625201549,0.10885464121788144
3.473518,0.0004045831925530339,0.053600843207038375,0.05369036589389913,0.10769579229349056
3.47582,0.0004030993911133529,0.05296181938701573,0.05371905272173296,0.10708397149986204
3.478122,0.00039518578343505386,0.05260570704149228,0.05370223630541658,0.10670312913034392
3.4804230000000005,0.0003852937738371802,0.052180845229263605,0.05370322550637637,0.10626936450947716
3.482725,0.000379358568078456,0.051691190754168864,0.053700257903497015,0.10577080722574432
3.4850260000000004,0.0003798531685583497,0.05150472637324894,0.053678000881901784,0.10556258042370907
3.487328,0.00038430457287739285,0.051503242571809264,0.05406428385669875,0.10595183100138543
3.4896300000000005,0.0003892505776763297,0.051511650779967465,0.05464148261673469,0.10654238397437847
3.491931,0.0003917235800757981,0.05147059894013628,0.05509255825439774,0.10695488077460982
3.4942330000000004,0.0003892505776763297,0.052119020169276886,0.055771150112811856,0.10827942085976508
3.496535,0.000379358568078456,0.05208934414048328,0.056270201997024594,0.10873890470558634
3.4988360000000003,0.00036699355608111386,0.052538441376226735,0.05697154547751384,0.10987698040982168
3.501138,0.0003575961469631339,0.0534499900606708,0.0576714051565634,0.11147899136419734
3.503439,0.00035363934312398435,0.0540222428159078,0.058416768079763176,0.11279265023879495
3.5057410000000004,0.000352650142164197,0.05508513924719932,0.05929221092917501,0.11473000031853853
3.508043,0.00034968253928483497,0.05615050868089032,0.059940137557835727,0.11644032877801087
3.5103440000000004,0.0003452311349657918,0.057964703241140364,0.061667777034104365,0.11997771141021052
3.512646,0.0003422635320864297,0.060062303876369474,0.06342558713964652,0.12383015454810242
3.5149470000000003,0.0003442419340060044,0.06348345539579409,0.06581747506041237,0.12964517239021248
3.517249,0.0003491879388049412,0.0675945745846704,0.0691763069193704,0.13712006944284574
3.5195510000000003,0.00035462854408377175,0.07257371761576012,0.07383692724140857,0.14676527340125248
3.5218519999999995,0.00035809074744302765,0.07833729700796123,0.07853810480279806,0.1572334925582023
3.524154,0.000360563749842496,0.08348312040077513,0.08380312691126633,0.16764681106188395
3.526456,0.0003625421517620708,0.08822337140007619,0.0893030842476841,0.17788899779952236
3.528757,0.0003625421517620708,0.09185868492729476,0.09313722716781994,0.1853584542468768
3.5310589999999995,0.000360563749842496,0.0936506224659496,0.09654997047908637,0.19056115669487844
3.53336,0.0003556177450435592,0.0939310609380493,0.09712024483240377,0.19140692351549665
3.5356620000000003,0.0003481987378451539,0.09178696785771018,0.09540645416957218,0.1875416207651275
3.537964,0.0003422635320864297,0.08754972554646097,0.09169991817324888,0.1795919072517963
3.540265,0.00034028513016685495,0.08275259549197214,0.08637603860767328,0.16946891922981228
3.542567,0.0003388013287271738,0.07792430560724999,0.08169761266835891,0.15996071960433605
3.5448690000000003,0.00033533912536791807,0.07299907402846867,0.07658294910577833,0.14991736225961494
3.5471699999999995,0.0003279201181695128,0.06923615357743752,0.07275721439380066,0.1423212880894077
3.549472,0.00031753350809174543,0.0655647342151867,0.06901704556484463,0.13489931328812307
3.5517730000000003,0.00030714689801397807,0.06243391317745967,0.06545592210961011,0.12819698218508374
3.554075,0.00030170629273514754,0.05967354789917303,0.06219798874855041,0.1221732429404586
3.556377,0.0003066522975340844,0.05725198394961355,0.05912503596697094,0.11668367221411854
3.558678,0.0003279201181695128,0.05455542213323319,0.05626723439414524,0.11115057664554794
3.5609800000000003,0.00035166094120440966,0.05215858820766839,0.053571661778724654,0.10608191092759743
3.563282,0.0003575961469631339,0.050060987572439285,0.050673302966547665,0.10109188668595008
3.565583,0.0003422635320864297,0.04752714931394393,0.04829180165585957,0.09616121450188994
3.567885,0.00034869333832504763,0.045495330542540666,0.04557248821740409,0.0914165120982698
3.570186,0.0004278294151080371,0.04349071479753157,0.04319642751199483,0.08711497172463444
3.572488,0.0005638445470788003,0.040907911091526764,0.04060026959303288,0.08207202523163844
3.57479,0.0006533672339395573,0.03894484178682872,0.038411662469503324,0.07800987149027161
3.577091,0.0005989611811512517,0.03695951546053547,0.03641594953313231,0.07397442617481903
3.579393,0.00043574302278633607,0.03494945911024753,0.03444793422363534,0.06983313635666921
3.581695,0.0002829114744991876,0.03345428185952893,0.03234340918168771,0.06608060251571582
3.583996,0.00023345142650981908,0.03159705705752814,0.030325933824201377,0.06215644230823932
3.586298,0.00025867605098439704,0.029713123829613095,0.028595821345533262,0.05856762122613075
3.588599,0.0002942872855367423,0.028183819145781826,0.02668023368690502,0.055158340118223584
3.590901,0.00030269549369493494,0.02656894857892894,0.025319587766717496,0.05219123183934137
3.593203,0.00029774948889599805,0.025084157938288103,0.02375368264737409,0.049135590074558186
3.595504,0.00029676028793621065,0.02387189216206868,0.02242469115789976,0.04659334360790465
3.597806,0.0003046738956145097,0.022634401761374684,0.02112389189577937,0.04406296755276856
3.600108,0.0003115983023330213,0.02114070831209576,0.01969103430552737,0.04114334091995615
3.602409,0.00030813609897376547,0.02018563478542105,0.018720133563496062,0.039213904447890885
3.604711,0.0002982440893758917,0.018800258841238843,0.017773468244979555,0.036871971175594286
