Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH4_10_0.6_a_V3,H2O_CH3OH_CO_NH3_100K_NASA,all
2.976368,0.7164240946727729,0.05865746692235176,0.34092257324276976,1.1160041348378944
2.978669,0.7212841398616864,0.059053549474084935,0.345340092614609,1.1256777819503805
2.980971,0.7279273401690121,0.05946552870934324,0.3507669518028959,1.138159820681251
2.983273,0.7354005895920718,0.05977741771499896,0.3551682627981207,1.1503462701051914
2.985574,0.7386651063228937,0.059937483580222224,0.3601201674353103,1.1587227573384262
2.987876,0.7467648697064769,0.06043550116186831,0.36481273804666814,1.1720131089150134
2.990177,0.7548608899147917,0.06085007096777515,0.36946896260137535,1.1851799234839422
2.992479,0.7595829055156883,0.06107643189095871,0.3739925731656003,1.1946519105722473
2.994781,0.7667988116390562,0.06142949526949801,0.3786021372421749,1.2068304441507292
2.997082,0.7745906988568257,0.06169043638573249,0.3832102278299663,1.2194913630725246
2.999384,0.7799130261913677,0.062029330127845686,0.3868340279106233,1.228776384229837
3.001686,0.7871537308508877,0.062401273271262964,0.3918203139527529,1.2413753180749034
3.003987,0.7945759795109176,0.06266272465141308,0.3969033590916416,1.2541420632539722
3.006289,0.8009258084565942,0.06288508196541252,0.4007467090009858,1.2645575994229925
3.0085900000000003,0.8080799521880359,0.06320305488698526,0.4050379995004032,1.2763210065754245
3.010892,0.8157586083539409,0.06348475981947849,0.4089417624498559,1.2881851306232754
3.013194,0.8226263991773616,0.06368957190499466,0.4130655663909236,1.29938153747328
3.015495,0.8313044831398892,0.06399058836414061,0.4171088196118466,1.3124038911158764
3.0177970000000003,0.8383683227679842,0.0642115326396045,0.4204693563632502,1.323049211770839
3.020098,0.8456249359223942,0.06442490145847493,0.4243912923410284,1.3344411297218974
3.0224,0.8530546709329607,0.06451400138835646,0.4274124355093831,1.3449811078307004
3.024702,0.8580354335242751,0.06451596394187807,0.4304782745041597,1.353029671970313
3.027003,0.861612505389996,0.06459894070477212,0.4340868485340578,1.3602982946288258
3.029305,0.8693098774322422,0.06496256262125773,0.4364920733910621,1.3707645134445618
3.031607,0.8759811515540796,0.06509943110385545,0.4397165580114896,1.3807971406694246
3.0339080000000003,0.8795455902032701,0.0651376616464566,0.4427755207252783,1.387458772575005
3.03621,0.88426339473199,0.06517020078384503,0.4448010766391614,1.3942346721549963
3.038511,0.8890555948691661,0.06508117935610441,0.447154729388756,1.4012915036140263
3.040813,0.8941598822443326,0.06520521273867072,0.4499312734191104,1.4092963684021138
3.043115,0.8971427250362188,0.06516937651136596,0.4518669465172224,1.4141790480648067
3.045416,0.9025357048039492,0.06505232981933659,0.4538281600875753,1.4214161947108608
3.047718,0.9049327406663544,0.06495353487505827,0.4547225677789383,1.424608843320351
3.05002,0.9080793473762266,0.06483617417446545,0.4569529386336772,1.4298684601843692
3.052321,0.9106691567649464,0.06469467406555672,0.4578920421514621,1.433255872981965
3.054623,0.9142682197853684,0.06451933953393525,0.4595782044822964,1.4383657638016
3.056924,0.9138840764234644,0.06411909636873624,0.4596769282307665,1.4376801010229672
3.059226,0.9166956689468282,0.06399176589625359,0.4607029675867563,1.4413904024298383
3.061528,0.9184577687043566,0.06378773883214604,0.4620197753959514,1.444265282932454
3.063829,0.9176422243927868,0.06344217240805934,0.4626740044156634,1.4437584012165097
3.066131,0.9198305782339872,0.06323339596442949,0.4630227300943388,1.4460867042927552
3.068433,0.9184587044981736,0.06281109369764748,0.4632083896810138,1.444478187876835
3.070734,0.9173853489900029,0.06246344696682786,0.4632221422429896,1.4430709381998206
3.073036,0.9163779669459354,0.062078786476590486,0.463223124568845,1.4416798779913709
3.075337,0.9148371824261424,0.061712259980892886,0.463223124568845,1.4397725669758803
3.077639,0.9128186751627388,0.061321633327949814,0.4629662463576519,1.4371065548483406
3.079941,0.9080377045513672,0.06077447340612236,0.4619087725742885,1.4307209505317782
3.082242,0.906547920794604,0.06038408225960189,0.4619451186309392,1.4288771216851448
3.084544,0.901970953235352,0.059921194385992776,0.4613621082357454,1.4232542558570902
3.086846,0.8980691609151107,0.059481582397150075,0.4605119052078765,1.418062648520137
3.089147,0.8952360451339543,0.05896374302493565,0.4594372407220431,1.4136370288809332
3.0914490000000003,0.8897335774896279,0.05846462641331746,0.4578434170216186,1.406041620924564
3.09375,0.8810980721457765,0.057783816596667766,0.4569239600209422,1.3958058487633864
3.096052,0.8796185821210011,0.057354920150053085,0.4551066571884088,1.3920801594594627
3.098354,0.8727802688028178,0.05682491294600463,0.454022660606949,1.3836278423557715
3.100655,0.8676254485615299,0.05624807921493031,0.4520756907614998,1.37594921853796
3.102957,0.8606987027276345,0.055669204428193515,0.4508030876157987,1.3671709947716266
3.105259,0.8545388399268216,0.05504106954806407,0.4485294944234211,1.3581094038983068
3.10756,0.8470099107716466,0.054432285445657785,0.4464282994186703,1.3478704956359746
3.109862,0.8404579503614845,0.05379920493065389,0.4446831975365106,1.3389403528286492
3.112163,0.8335017270223516,0.05314991372356138,0.44299850869445934,1.3296501494403723
3.114465,0.8255072404431879,0.052501407537877534,0.4410191220957812,1.319027770076847
3.116767,0.8186263485063285,0.05182990022492032,0.4381423808281735,1.3085986295594223
3.119068,0.8105934943806653,0.05112915086449097,0.4354272321637831,1.2971498774089394
3.12137,0.8038057139286036,0.05046337420781687,0.4335642511789725,1.2878333393153931
3.123672,0.7958678428753724,0.04975379335654024,0.4313697352179566,1.2769913714498693
3.125973,0.7878228234300872,0.049028198068527186,0.4279640114772035,1.264815032975818
3.128275,0.7797530054486501,0.04831351457809435,0.4261034863070314,1.2541700063337757
3.130576,0.7712597407649924,0.04758583898334838,0.4231982575896165,1.2420438373379572
3.132878,0.7632797589899932,0.04683480900169515,0.4204020670421537,1.230516635033842
3.13518,0.7547074197287935,0.0460873901185217,0.4176132439386065,1.2184080537859217
3.137481,0.7469646616864197,0.045329726705965384,0.4148332617677581,1.2071276501601431
3.139783,0.7378617273309458,0.044606721988600884,0.4121441447385365,1.194612594058083
3.142085,0.7308633932700451,0.043845565230776096,0.4089476564049885,1.1836566149058096
3.144386,0.7202945379001428,0.04305693272364864,0.4053911456454279,1.1687426162692192
3.146688,0.7131506879006889,0.04230060384748703,0.40272314862209774,1.1581744403702736
3.148989,0.7035218374200258,0.04158713714023759,0.4001813804711896,1.1452903550314528
3.151291,0.6944291967965397,0.040761726380115,0.3962289923918933,1.1314199155685478
3.153593,0.6848653839861625,0.04001929238288645,0.393696065173684,1.118580741542733
3.155894,0.6766898213033973,0.039254171266947996,0.3899774706479785,1.1059214632183236
3.158196,0.6672916439986402,0.0384767645659642,0.3871950326624916,1.092963441227096
3.160498,0.6575252318268691,0.03770807160261639,0.3836935321508346,1.0789268355803199
3.162799,0.6489496172873096,0.03696041721302035,0.380528969407588,1.0664390039079181
3.165101,0.6396585883746062,0.03615329745171924,0.3774714801825825,1.053283366008908
3.167402,0.6296133096453504,0.03542958621508695,0.3732965952970328,1.0383394911574702
3.1697040000000003,0.6208173156618729,0.034659283957851415,0.3702096362963646,1.0256862359160892
3.172006,0.6113442748517509,0.03380631894628528,0.3667557785886958,1.011906372386732
3.174307,0.6012288115862154,0.033088102859513524,0.3627876732957127,0.9971045877414416
3.176609,0.5913954901565243,0.03236870924062879,0.3596889263847794,0.9834531257819324
3.1789110000000003,0.5824624023788472,0.031623566919540415,0.3561825142438454,0.9702684835422328
3.181212,0.5736968216944242,0.03084863303599386,0.3526657876814295,0.9572112424118476
3.183514,0.5636070927588579,0.030126805850742323,0.3487251875123982,0.9424590861219986
3.1858150000000003,0.5541831811241316,0.02936423605438197,0.3448616999230178,0.9284091171015314
3.188117,0.545482170213086,0.028643547150172977,0.34154635016096363,0.9156720675242224
3.190419,0.535629665010145,0.027894440470970925,0.3368871786286902,0.9004112841098061
3.19272,0.5258683997043677,0.027193926616964167,0.3331062064111653,0.8861685327324973
3.1950220000000003,0.5167037029569677,0.026439560294324184,0.3296921329006411,0.8728353961519328
3.197323,0.5073724349101305,0.02575152828071493,0.3261813002933577,0.8593052634842031
3.199625,0.4981253883068289,0.025067264369867184,0.3217077883477593,0.8449004410244554
3.201927,0.4886378426925424,0.024360745102084275,0.3173506820160286,0.8303492698106554
3.204228,0.4794778249142275,0.02363723012080414,0.31302058964532203,0.8161356446803536
3.20653,0.4702579163316207,0.022975888835088904,0.30913598205004994,0.8023697872167596
3.208832,0.4604634303453377,0.022251431828118395,0.3050377185812233,0.7877525807546795
3.211133,0.4514545432684786,0.021631107911005004,0.30057402989417914,0.7736596810736627
3.213435,0.4425228591815271,0.020989235156224237,0.29604256072311075,0.7595546550608621
3.215736,0.4329295688659124,0.02034626337147135,0.29195068237234434,0.7452265146097281
3.218038,0.4241644560783979,0.01970462612311317,0.2869192093408654,0.7307882915423766
3.22034,0.4153661226103777,0.019104359502990727,0.2827212397977133,0.7171917219110817
3.222641,0.4059005681507922,0.01848760743328668,0.27814261898558457,0.7025307945696635
3.224943,0.397132180084918,0.01787085536358263,0.27292106590108123,0.6879241013495818
3.227245,0.3883263602663613,0.01726858693886814,0.26830167856595244,0.6738966257711818
3.229546,0.3797881774794845,0.01669516805092144,0.2632392622700277,0.6597226078004336
3.231848,0.3707395191654001,0.0161235154611442,0.2587274396160677,0.6455904742426121
3.234149,0.3626921602355725,0.015557318770157062,0.2538590326765891,0.6321085116823186
3.236451,0.35391722161297884,0.014994890181931437,0.2488820787300861,0.6177941905249964
3.238753,0.34556198651733777,0.01448026939749245,0.243731744270101,0.6037740001849312
3.241054,0.3375132238967845,0.013960585224967688,0.2385372051466217,0.5900110142683739
3.2433560000000003,0.3293830472141468,0.013433482600131205,0.23399738620578225,0.5768139160200603
3.245658,0.3217427585947413,0.012940175146937006,0.22871394659238725,0.5633968803340655
3.247959,0.3132906688390343,0.012462018606929704,0.22339170510770293,0.5491443925536671
3.250261,0.30585344747793125,0.011996736418024229,0.21812742084848868,0.5359776047444442
3.252562,0.2986104033338687,0.011570234286705946,0.2131740427225159,0.5233546803430905
3.254864,0.29181560442817894,0.011147343253867441,0.2087476824179778,0.5117106301000243
3.257166,0.2840204419320497,0.010746001058696318,0.20368526612205307,0.4984517091127991
3.259467,0.2777103842235983,0.010307919861600479,0.19864740797251387,0.4866657120577126
3.261769,0.27054922203852866,0.009921257566771069,0.19366898053722784,0.4741394601425276
3.264071,0.2642560086187844,0.009558891684539302,0.18882758755877332,0.462642487862097
3.266372,0.2581602476944403,0.009207908612732924,0.1838133052297643,0.4511814615369375
3.2686740000000003,0.2520991111413275,0.008858809592307303,0.17924794581668382,0.44020586655031857
3.270975,0.2460052218046175,0.008536244295493973,0.1745480077614103,0.42908947386152174
3.273277,0.2403679998506339,0.008203434469297789,0.1697601515420764,0.41833158586200814
3.275579,0.2352192622691569,0.007922200549649759,0.16507936884098362,0.4082208316597903
3.27788,0.2300391755948083,0.007620242064813431,0.16076548484689154,0.3984249025065133
3.280182,0.22489745646695927,0.007355846854380893,0.15623352451289546,0.3884868278342356
3.282484,0.2202161478971049,0.007107034318910013,0.15179242932052595,0.3791156115365409
3.284785,0.21542441565683715,0.006856847995973998,0.14754779929924128,0.3698290629520524
3.287087,0.21097237657216306,0.0066381410315247535,0.14356594144428228,0.36117645904796997
3.289388,0.2067903140037114,0.0064270095236689615,0.13924567233212992,0.35246299585951024
3.29169,0.2029549630444814,0.006244492046158377,0.1355742294474848,0.34477368453812457
3.293992,0.19890905847641235,0.006071473327692429,0.13165229346970664,0.33663282527381144
3.296293,0.19539749217788588,0.005921887498274614,0.12791945521909753,0.329238834895258
3.298595,0.19218023303482554,0.00580904067078151,0.12429712862722353,0.32228640233283057
3.300897,0.1893967143259736,0.005716957659547138,0.12075829973306056,0.3158719717185813
3.3031980000000005,0.18648873503945235,0.005683515747538747,0.11734520854839176,0.3095174593353829
3.3055,0.1845605318793954,0.005696625605063163,0.11436286725132615,0.3046200247357847
3.307801,0.18301226100906573,0.005771791404941179,0.11098071933110322,0.2997647717451101
3.310103,0.18184298663464635,0.005955800423128193,0.10807647293954377,0.2958752599973183
3.3124050000000005,0.18088239428143185,0.006277737702814607,0.10533627496584004,0.2924964069500865
3.314706,0.18038314828002908,0.006785293294575761,0.10321445111812537,0.2903828926927302
3.317008,0.18009024481528854,0.007407854522703801,0.10085932487974764,0.28835742421774
3.31931,0.17896308116263698,0.008045056400103119,0.09925322210613033,0.2862613596688704
3.321611,0.1768037369297656,0.008550767191553954,0.09794132592621227,0.28329583004753184
3.323913,0.17375866384904476,0.008796792901024135,0.0969614558854274,0.2795169126354963
3.326214,0.1712526080069518,0.008535302269803594,0.09678021676510176,0.2765681270418572
3.3285160000000005,0.1672768879751624,0.007796008358209645,0.09682835073201752,0.2719012470653896
3.330818,0.16235648408504866,0.006713385333543634,0.09808179852353784,0.2671516679421301
3.3331190000000004,0.1571286719260298,0.00556073839922625,0.09934408724775698,0.26203349757301303
3.335421,0.15257509921220444,0.0046168679085387175,0.10064665133204848,0.2578386184527917
3.3377230000000004,0.1480290128489156,0.003993403905790731,0.10192858657337607,0.2539510033280824
3.340024,0.1446896326127286,0.003625071860853241,0.10318252552782413,0.25149723000140595
3.3423260000000004,0.14177042380040258,0.0033735117504520933,0.1038018819796686,0.2489458175305233
3.344627,0.13898877667918474,0.003223768916752549,0.10387359176711453,0.24608613736305185
3.3469290000000003,0.1361280549804252,0.003099657032045352,0.10321690693276396,0.2424446189452345
3.349231,0.13388870037619502,0.002993522137596185,0.101455105511062,0.2383373280248532
3.351532,0.1324550642484555,0.002920554397662384,0.0993072500281786,0.2346828686742965
3.3538339999999995,0.13116226509018386,0.0028496277133910662,0.09702972753237933,0.2310416203359543
3.356135,0.1299214024887592,0.002799033083603724,0.09486026088067663,0.2275806964530395
3.3584370000000003,0.1289070019910636,0.002730068952854025,0.0934137860585656,0.22505085700248326
3.360739,0.12713554429536458,0.0026746071903330673,0.09285140450633568,0.22266155599203333
3.3630400000000003,0.12520172637240526,0.002625857360856046,0.09331162416960154,0.22113920790286284
3.365342,0.12297406919088835,0.002583583958000369,0.09463432593392923,0.220191979082818
3.3676440000000003,0.12179590477520685,0.002526002637676061,0.09645752272159516,0.22077943013447807
3.3699449999999995,0.11999684116190447,0.002486005796905463,0.09840007210069504,0.22088291905950502
3.372247,0.11844248763176395,0.002435921431033741,0.10024930052352968,0.22112770958632735
3.3745480000000003,0.11770087103174205,0.0023937657813893607,0.10189960796064107,0.2219942447737725
3.37685,0.11685444552420915,0.0023472140118565533,0.1024403783440517,0.22164203788011735
3.3791519999999995,0.11594953290310984,0.002296266122435319,0.10278173657881133,0.2210275356043565
3.381453,0.11479757071430613,0.0022593701162288786,0.10170265162662867,0.2187595924571637
3.3837550000000003,0.11393430091806613,0.002225064680670975,0.10043348662142157,0.21659285222015867
3.386057,0.11345611027754725,0.002193585322184203,0.0986294451879364,0.21427914078766785
3.388358,0.11289931295639513,0.0021448747437776148,0.0967144009327884,0.21175858863296115
3.39066,0.11227092740823776,0.002106251690472149,0.09465642826567626,0.2090336073643862
3.392961,0.11180677367497484,0.0020761853705209433,0.09310680922874576,0.2069897682742416
3.395263,0.11187602241743748,0.00205687384386821,0.09181947119521333,0.20575236745651895
3.397565,0.11174360759232314,0.002023431931859819,0.09136760130171853,0.2051346408259015
3.3998660000000003,0.11150685175660638,0.0020093800486450262,0.0912988384918389,0.20481507029709028
3.402168,0.11082465806396792,0.0019866536788646755,0.09077771462553676,0.20358902636836934
3.40447,0.11051069923834353,0.0019482661319818039,0.09083616301393446,0.20329512838425975
3.406771,0.11002315065965404,0.0019282873371317206,0.09052967734704234,0.2024811153438281
3.409073,0.1094467016683436,0.0019065814951826124,0.08928212351065454,0.2006354066741808
3.411374,0.10901155754340963,0.0018840513807544237,0.08781747566021818,0.19871308458438225
3.413676,0.10858015659374387,0.001835262300206971,0.0858837672138171,0.196299186107768
3.415978,0.10807108475726196,0.0018274905882613587,0.08283217194394417,0.19273074728946749
3.418279,0.10706978537300528,0.0017946766933798859,0.08051682990271107,0.18938129196909625
3.420581,0.10701316984707301,0.0017723820853742921,0.07817545622630928,0.18696100815875652
3.422883,0.1065373186910968,0.0017481641749175114,0.07623438033599253,0.1845198632020068
3.425184,0.1068180568362155,0.0017321889892515313,0.07457916126960401,0.18312940709507106
3.427486,0.10628418646358144,0.0017155857864586323,0.07342984001875856,0.1814296122687986
3.429787,0.10605491697840116,0.001714290501134364,0.07277561099904654,0.1805448184785821
3.432089,0.1060946882156263,0.0016884240457194233,0.07170782279420126,0.17949093505554695
3.434391,0.10562117654419276,0.0016832821554927811,0.0705408196779582,0.17784527837764375
3.436692,0.10523796897610573,0.001691878139917473,0.0699042725236438,0.17683411963966697
3.438994,0.1050952604190037,0.00170895235555556,0.06830750184565297,0.17511171462021224
3.441296,0.105136903243863,0.0017274003586587802,0.06734531367026571,0.1742096172727875
3.443597,0.10481779755224473,0.0017389401733659009,0.06602212074301031,0.17257885846862092
3.445899,0.10383802142578047,0.001745848361762001,0.06426621327644089,0.16985008306398336
3.4482,0.10322133330033638,0.001724299524094622,0.06320235437501727,0.1681479871994483
3.450502,0.10253071746334436,0.0016639313777696155,0.06189979029072577,0.16609443913183974
3.452804,0.10151491327492318,0.0016008941586552073,0.06046608570473525,0.16358189313831364
3.455105,0.10092957424235068,0.0015469239368106793,0.059566766384095075,0.16204326456325646
3.457407,0.10037230902429004,0.0015188201703810926,0.05824897624904452,0.16014010544371565
3.459709,0.09996102764169117,0.0014832587005693526,0.05759965885860961,0.15904394520087012
3.46201,0.09926526493870533,0.0014792158403148176,0.05652843251327035,0.15727291329229048
3.464312,0.09896253563888566,0.0014599828158029491,0.055969980264462114,0.15639249871915073
3.466613,0.09848013392618997,0.0014472262179124245,0.054856513907339616,0.15478387405144198
3.468915,0.09811143116226743,0.0014381592206425438,0.05435896586156764,0.1539085562444776
3.471217,0.0967854113234901,0.0014283857041048802,0.05388843177681981,0.1521022288044148
3.473518,0.09566199084610674,0.0014213597624974836,0.05331720929189106,0.15040055990049528
3.47582,0.09478842731787904,0.0014077788921278787,0.05334569674169834,0.14954190295170527
3.478122,0.0942611075019644,0.001389370140095091,0.05332899720215615,0.14897947484421564
3.4804230000000005,0.0937174112942512,0.0013766920443454304,0.05332997952801157,0.1484240828666082
3.482725,0.0927193871883542,0.001381676930290343,0.0533270325504453,0.14742809666908985
3.4850260000000004,0.09186875060864454,0.001358518798735237,0.05330493021869828,0.14653219962607805
3.487328,0.09132318281329717,0.0013530628999451355,0.05368852846524113,0.14636477417848345
3.4896300000000005,0.09057688724418997,0.0013561244834388614,0.05426171560188072,0.14619472732950956
3.491931,0.08985071124214959,0.0013358709310957516,0.054709656191953816,0.14589623836519916
3.4942330000000004,0.08912734262156037,0.001322211558585282,0.0553835317287743,0.14583308590891994
3.496535,0.08869407008426053,0.0013125557952589153,0.055879115122835436,0.1458857410023549
3.4988360000000003,0.08793748078316561,0.0013229965799939295,0.056575584154330665,0.1458360615174902
3.501138,0.08707982574982798,0.001315970638386533,0.057270579697042766,0.1456663760852573
3.503439,0.08634288811889139,0.0013045485768907092,0.058010762229104326,0.1456581989248864
3.5057410000000004,0.08582352255042179,0.0012926555025496967,0.05888012061115409,0.14599629866412558
3.508043,0.08519794438371561,0.0012811549389130082,0.05952354404645645,0.14600264336908508
3.5103440000000004,0.08425653580375089,0.0012687908517268075,0.0612391761529535,0.1467645028084312
3.512646,0.08359960854417313,0.001257996807357902,0.06298476919804097,0.14784237454957197
3.5149470000000003,0.08323371316170175,0.0012628639400915176,0.0653600331164549,0.14985661021824814
3.517249,0.08235032379839488,0.0012508138614687756,0.06869552055854522,0.15229665821840888
3.5195510000000003,0.08150904515685584,0.0012421393749032187,0.07332374882637284,0.15607493335813188
3.5218519999999995,0.08126901404277935,0.001242571136677975,0.0779922524542728,0.1605038376337301
3.524154,0.08085679686636338,0.0012457897244534304,0.08322068181976412,0.16532326841058093
3.526456,0.08027941208123593,0.0012440234262839733,0.08868241357591852,0.17020584908343844
3.528757,0.07982555207996067,0.0012346816715210658,0.09248990859153984,0.17355014234302155
3.5310589999999995,0.07922430455249813,0.0012517951382295855,0.09587893279275074,0.17635503248347845
3.53336,0.07880787630390539,0.001230913568759557,0.09644524364840236,0.17648403352106729
3.5356620000000003,0.07808403978640767,0.001226949210645886,0.09474336410388123,0.17405435310093476
3.537964,0.07723714638196624,0.0012352311865071193,0.09106258912360957,0.16953496669208293
3.540265,0.076452951163268,0.001258350066991793,0.08577571136972054,0.16348701259998033
3.542567,0.07577403274898926,0.0012701253881215087,0.0811298012364953,0.15817395937360607
3.5448690000000003,0.07507593056146074,0.0012882593826612698,0.07605068540102834,0.15241487534515036
3.5471699999999995,0.07431466229128053,0.0013104754885259991,0.07225154015517812,0.14787667793498466
3.549472,0.07356275195927094,0.001327039440248465,0.06853736609582206,0.14342715749534146
3.5517730000000003,0.07280054789527368,0.0013094942117651894,0.06500099301629764,0.1391110351233365
3.554075,0.07214829960478121,0.001275699040122907,0.061765702811460474,0.1351897014563646
3.556377,0.07104406290064763,0.0012151738895161712,0.058714107541587526,0.13097334433175134
3.558678,0.07044187957936801,0.0011653250300670435,0.055876168145269176,0.12748337275470426
3.5609800000000003,0.06939285471044113,0.0011255636957190386,0.053199330189240265,0.1237177485954004
3.563282,0.06885804854399001,0.0010982449506980998,0.05032111543284954,0.12027740892753765
3.565583,0.06802753153134718,0.0010876079106109237,0.047956165935917575,0.11707130537787568
3.567885,0.06715771117838773,0.001061466697702956,0.045255752159358495,0.11347493003544915
3.570186,0.0665045270940782,0.0010551865264337745,0.04289620545463136,0.11045591907514332
3.572488,0.06567822115361215,0.0010511436661792392,0.040318091247072516,0.1070474560668639
3.57479,0.06498386214135188,0.0010366207701192572,0.03814469529194812,0.10416517820341924
3.577091,0.06421463962372664,0.0010341087016115843,0.0361628528786313,0.10141160120396953
3.579393,0.06330411223972499,0.0010384655704295794,0.03420851558926634,0.0985510933994209
3.581695,0.06286241755807155,0.001021783865495816,0.032118617331852936,0.0960028187554203
3.583996,0.062101617184799875,0.00100357136881519,0.030115163749716813,0.09322035230333188
3.586298,0.06141661611071024,0.0009936015969253644,0.028397075828581187,0.09080729353621678
3.588599,0.0605453920670252,0.0009960744143626048,0.026494801809553672,0.08803626829094148
3.590901,0.060064861941963685,0.0009984687296589801,0.025143612595418717,0.08620694326704137
3.593203,0.05943132952781247,0.0009865756553179678,0.023588590766283387,0.08400649594941384
3.595504,0.05875662218571051,0.000972798529596201,0.02226883597952197,0.08199825669482869
3.597806,0.05825971566885041,0.0009671463754539377,0.02097707747964013,0.08020393952394449
3.600108,0.0574834746975972,0.0009693444353981511,0.019554178478059264,0.07800699761105462
3.602409,0.05716343321216188,0.0009666361115383168,0.018590025650961142,0.07672009497466134
3.604711,0.05670489424180133,0.0009558813182398436,0.0176499398073209,0.07531071536736207
3.607012,0.056005388363547216,0.0009435957331945075,0.016707889311969808,0.07365687340871155
3.609314,0.05540975559898704,0.0009342539784316,0.015800711384486247,0.07214472096190487
3.611616,0.054946537659541175,0.000935274506262842,0.014835085068604996,0.07071689723440902
3.613917,0.05435651965788337,0.0009246374661756661,0.0139264336523383,0.06920759077639732
