Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CH3OH,H2O_CH3OH_CO_NH3_100K_NASA,all
3.003987,0.6155057572782022,0.12507123236605094,0.4028384055989831,1.1434153952432362
3.006289,0.6204245521758298,0.12763404900707542,0.40673922657762784,1.1547978277605329
3.0085900000000003,0.6259663968434833,0.13024458659788027,0.4110946863719306,1.1673056698132942
3.010892,0.6319145468003741,0.13287495190725587,0.4150568237697923,1.1798463224774225
3.013194,0.6372345727017356,0.1355056532796581,0.4192422925156967,1.1919825184970905
3.015495,0.6439569136468609,0.13817231339590896,0.4233460060359783,1.2054752330787482
3.0177970000000003,0.6494288056643602,0.14025792053912922,0.42675679416836,1.2164435203718496
3.020098,0.6550500266552456,0.14301968649191427,0.43073737634273424,1.228807089489894
3.0224,0.6608053537630069,0.1452114895515473,0.4338036958110592,1.2398205391256134
3.024702,0.6646636229904216,0.1472651707072384,0.43691537945945547,1.2488441731571154
3.027003,0.6674345453242483,0.14911284522760984,0.4405779138658584,1.2571253044177166
3.029305,0.6733971932397202,0.15159601493132469,0.4430191049626537,1.2680123131336989
3.031607,0.6785649905759793,0.15343226330879095,0.4462918065249288,1.278289060409699
3.0339080000000003,0.6813261267877637,0.15478458092792055,0.4493965110686987,1.285507218784383
3.03621,0.6849806996971131,0.15675222994879626,0.45145235588862603,1.2931852855345354
3.038511,0.6886929019918223,0.15816201434547833,0.4538412037007238,1.3006961200380245
3.040813,0.6926468577458728,0.15956171685136175,0.456659266447341,1.3088678410445755
3.043115,0.6949574698947473,0.16095066534039326,0.4586238843996526,1.3145320196347932
3.045416,0.6991350566599124,0.1621067221519752,0.4606144247405764,1.3218562035524641
3.047718,0.7009918827051961,0.16321808258101636,0.4615222068494724,1.3257321721356847
3.05002,0.7034293519916559,0.16427836143001084,0.4637859292857697,1.3314936427074364
3.052321,0.7054355070103256,0.16538636122878578,0.4647390755747369,1.3355609438138485
3.054623,0.7082234644454853,0.1659025540376782,0.4664504517306075,1.340576470213771
3.056924,0.7079258938456068,0.16642782054828942,0.4665506517327427,1.3409043661266389
3.059226,0.7101038496734635,0.1670082013952668,0.4675920338444857,1.344704084913216
3.061528,0.7114688324738809,0.16757715609933893,0.4689285323804277,1.3479745209536476
3.063829,0.7108370839287064,0.16810074229481706,0.4695925443348756,1.3485303705583993
3.066131,0.7125322577358101,0.16806814418123467,0.4699464846409251,1.3505468865579695
3.068433,0.7114695573718098,0.1681353567865592,0.4701349204658361,1.3497398346242049
3.070734,0.7106380994471796,0.1686733936921821,0.4701488786750886,1.3494603718144504
3.073036,0.709857746826548,0.1686912050325931,0.4701498756900353,1.3486988275491765
3.075337,0.708664202386353,0.16867742644850153,0.4701498756900353,1.34749150452489
3.077639,0.7071005975533734,0.16811956182430793,0.4698891562814946,1.345109315659176
3.079941,0.7033970940338128,0.1681373731647189,0.4688158696914598,1.3403503368899914
3.082242,0.7022430565307514,0.16809099646704506,0.4688527592444847,1.3391868122422812
3.084544,0.6986975807597254,0.1675751397211792,0.4682610308736666,1.3345337513545712
3.086846,0.6956751188445154,0.16700484076500052,0.4673981144373684,1.3300780740468845
3.089147,0.6934804903642902,0.1664926807124276,0.4663073800857677,1.3262805511624856
3.0914490000000003,0.6892180905414254,0.16586155434843025,0.4646897233348793,1.3197693682247351
3.09375,0.6825287324520721,0.16501030670199504,0.4637565173448444,1.3112955564989115
3.096052,0.6813826688262304,0.16426592709802582,0.4619120396936002,1.3075606356178564
3.098354,0.6760854772096342,0.16373830814622825,0.4608118337000068,1.3006356190558692
3.100655,0.6720923769674146,0.16259569385571118,0.458835750075809,1.2935238208989348
3.102957,0.6667266824965224,0.1618469454323959,0.4575441172124648,1.2861177451413832
3.105259,0.6619550418784939,0.16044152985505988,0.4552365261185163,1.27763309785207
3.10756,0.6561228755902525,0.15938360344725172,0.4531039111476994,1.2686103901852035
3.109862,0.6510475027399483,0.1582974477452073,0.4513327140950318,1.2606776645801874
3.112163,0.6456589739842907,0.15676533640683454,0.44962283346158105,1.2520471438527063
3.114465,0.6394661709763426,0.15517575829090932,0.4476138483441449,1.242255777611397
3.116767,0.6341359965039742,0.15363793388108402,0.4446940900729727,1.232468020458031
3.119068,0.6279134726809348,0.15201407733644332,0.4419383407605193,1.2218658907778974
3.12137,0.6226554255525077,0.15018051746319006,0.4400475019142573,1.2128834449299553
3.123672,0.6165064788692678,0.1483933342876107,0.4378201705235118,1.2027199836803903
3.125973,0.6102745313731504,0.14649861094351213,0.4343635197035856,1.191136662020248
3.128275,0.6040233740819132,0.1445430601915948,0.43247517339469016,1.1810416076681982
3.130576,0.5974442004777768,0.14246820706522648,0.4295265016900661,1.1694389092330693
3.132878,0.5912626333877291,0.13995479168911554,0.42668849864451663,1.1579059237213611
3.13518,0.5846222059085873,0.13808930582833315,0.4238579732110668,1.1465694849479873
3.137481,0.5786244004435559,0.13561924258265656,0.4210364209121366,1.1352800639383491
3.139783,0.5715729558386379,0.1331595972908053,0.4183070924957685,1.1230396456252116
3.142085,0.5661518066761727,0.13073658286885584,0.4150628058594721,1.1119511954045005
3.144386,0.5579648094653842,0.12838346955644395,0.4114531132452399,1.0978013922670682
3.146688,0.5524309386749504,0.12596986489923995,0.4087452206502241,1.0871460242244146
3.148989,0.5449721014339013,0.12314122240415698,0.4061654444758489,1.0742787683139072
3.151291,0.5379286307062029,0.12094404233609801,0.4021539548381295,1.0610266278804303
3.153593,0.5305201738712234,0.1181063261392962,0.3995831517982738,1.048209651808793
3.155894,0.5241871031140025,0.11546587893912193,0.3958089517178496,1.035461933770974
3.158196,0.5169069532124664,0.11256565501936833,0.3929849068815529,1.0224575151133877
3.160498,0.5093415559758457,0.11009895240395796,0.3894310471043313,1.008871555484135
3.162799,0.5026985913539521,0.10725653132478344,0.3862191634537999,0.9961742861325354
3.165101,0.4955014422652934,0.10497701581520193,0.38311595443245,0.9835944125129452
3.167402,0.4877200254458131,0.10218029930764808,0.3788786409093215,0.9687789656627828
3.1697040000000003,0.4809063473616263,0.0997740880370298,0.375745521439573,0.9564259568382292
3.172006,0.4735682056257656,0.0971423784755477,0.37224001688726255,0.9429506009885756
3.174307,0.46573242146160604,0.09459838136401412,0.3682125750103972,0.9285433778360171
3.176609,0.4581151940230576,0.092455643506268,0.3650674913612893,0.9156383288906148
3.1789110000000003,0.4511953183922637,0.09006018625250166,0.3615086465093347,0.9027641511541
3.181212,0.4444051994907712,0.08790131736947766,0.3579393330004406,0.8902458498606896
3.183514,0.4365893500196608,0.08547662263239511,0.3539398075420806,0.8760057801941366
3.1858150000000003,0.4292892654250756,0.08340580226234626,0.35001854775703023,0.862713615444452
3.188117,0.4225491644806882,0.08139547323708947,0.3466536223121929,0.8505982600299705
3.190419,0.4149170766345941,0.0793602755478626,0.34192478042038155,0.8362021326028383
3.19272,0.4073556663365833,0.07740976574134466,0.3380872698908471,0.8228527019687751
3.1950220000000003,0.4002563784683473,0.07547706727523773,0.3346221444438746,0.8103555901874597
3.197323,0.3930280587687389,0.07347749226683285,0.3310588130246602,0.797564364060232
3.199625,0.38586497988274576,0.07172223507878266,0.3265184069577598,0.7841056219192882
3.201927,0.3785156022289846,0.07002746923552458,0.3220961471620336,0.7706392186265427
3.204228,0.3714199388503939,0.06819021266897844,0.3177013052773394,0.7573114567967119
3.20653,0.36427788200434347,0.06656064305288514,0.31375860967093666,0.7445971347281652
3.208832,0.35669073782985106,0.0651811043285991,0.3095990633136445,0.7314709054720947
3.211133,0.3497121454668034,0.06368394354499513,0.3050686273962102,0.7184647164080087
3.213435,0.34279335718290305,0.06171831090227916,0.3004693974474592,0.7049810655326414
3.215736,0.3353620660631582,0.060295756110585415,0.29631633168732,0.6919741538610636
3.218038,0.32857230961063033,0.05891756163840586,0.2912096211307402,0.6786994923797764
3.22034,0.32175681928162075,0.05753365409477373,0.28694887775636624,0.6662393511327607
3.222641,0.3144244767291925,0.056392047993336525,0.2823017910901776,0.6531183158127065
3.224943,0.3076321831339129,0.0549681489495363,0.2770021581414272,0.6396024902248764
3.227245,0.3008108936214709,0.05360205274631516,0.2723136953549539,0.6267266417227401
3.229546,0.2941969249167397,0.05279718179755388,0.2671755788275557,0.6141696855418493
3.231848,0.28718752439170697,0.05146939677936772,0.26259628917773703,0.6012532103488117
3.234149,0.2809537646507671,0.0501836196395094,0.2576550831022959,0.5887924673925724
3.236451,0.27415639676998405,0.049339093253606636,0.25260370687525346,0.5760991968988441
3.238753,0.2676841456103839,0.047992152642903005,0.2473763575101329,0.5630526557634198
3.241054,0.26144929852255033,0.0471395607443613,0.24210414247241446,0.5506930017393261
3.2433560000000003,0.25515138531488873,0.04587764407939319,0.23749643789661726,0.5385254672908992
3.245658,0.2492329561730893,0.04507646982392476,0.23213399300622986,0.5264434190032439
3.247959,0.2426856780778316,0.04374498811244576,0.22673216602545104,0.5131628322157283
3.250261,0.2369245517866379,0.04290214204167611,0.22138916292652264,0.5012158567548367
3.252562,0.2313138418157239,0.0420539189624805,0.21636171505819904,0.4897294758364034
3.254864,0.22605035795282896,0.04077755158736762,0.2118691657087363,0.4786970752489329
3.257166,0.22001195820377034,0.03997301670163296,0.20673104918133808,0.4667160240867413
3.259467,0.2151239714681278,0.0391137035425588,0.20161785802760526,0.4558555330382919
3.261769,0.20957669006600646,0.038284636055880686,0.19656498627814287,0.4444263124000301
3.264071,0.20470175149308695,0.0372055376773953,0.19165119811373385,0.4335584872842161
3.266372,0.19997976638319886,0.03659558328407517,0.18656193531871987,0.4231372849859939
3.2686740000000003,0.195284602496686,0.03538239575796734,0.18192830835431054,0.4125953066089639
3.270975,0.190564067182656,0.03454862338891651,0.17715809034221455,0.4022707809137871
3.273277,0.18619728205800665,0.03370409700301375,0.17229863949239618,0.3922000185534166
3.275579,0.1822088936523259,0.032888472037400536,0.1675478632717592,0.3826452289614856
3.27788,0.1781962211660217,0.03208796990798536,0.1631694721336842,0.3734536632076913
3.280182,0.17421326949480895,0.031251845097748164,0.15856974367745996,0.3640348582700171
3.282484,0.170586967604693,0.03084487277250812,0.15406223910379785,0.355494079480999
3.284785,0.16687512775894814,0.029978166226848256,0.1497541375194595,0.346607431505256
3.287087,0.16342642586145156,0.029170606773873994,0.14571273743334154,0.33830977006866714
3.289388,0.16018685701648844,0.028389596300002918,0.14132786569811354,0.3299043190146049
3.29169,0.15721586285424155,0.027964476571325246,0.1376015223351271,0.3227818617606939
3.293992,0.15408176665795645,0.02713272058043415,0.13362094016075288,0.3148354273991435
3.296293,0.1513615871791638,0.026535872645152298,0.12983228336360272,0.30772974318791885
3.298595,0.14886938809906014,0.02588827919285042,0.12615579074794714,0.3009134580398577
3.300897,0.14671317920907515,0.025454757888507186,0.12256404440275412,0.2947319815003365
3.3031980000000005,0.1444605588945254,0.024717099545070436,0.11909991597072828,0.2882775744103241
3.3055,0.14296690671170004,0.02434037289222642,0.11607297859279465,0.2833802581967211
3.307801,0.14176756308807248,0.023957261041876586,0.11264025613158728,0.27836508026153634
3.310103,0.1408618031257137,0.023754615036823117,0.1096925814419098,0.2743089996044466
3.3124050000000005,0.140117695401535,0.02364337817501101,0.1069114082483176,0.2706724818248636
3.314706,0.1397309623563822,0.02363632085145194,0.10475785596362172,0.2681251391714558
3.317008,0.13950406930458684,0.024020104827855018,0.10236751262910394,0.2658916867615458
3.31931,0.13863092974903568,0.024375995573048426,0.10073739319138277,0.2637443185134669
3.321611,0.13695822777773284,0.02487908192390256,0.0994058797301738,0.26124318943180924
3.323913,0.13459940991657596,0.026327849631672864,0.09841135732092188,0.2593386168691707
3.326214,0.13265813326255688,0.027898608218107204,0.09822740806327078,0.2587841495439349
3.3285160000000005,0.12957840441095114,0.02977047927639545,0.09827626179565507,0.2576251454830017
3.330818,0.12576689109996075,0.032572236729348614,0.09954845286754024,0.2578875806968496
3.3331190000000004,0.12171724881927455,0.035447928048158765,0.10082961707394496,0.25799479394137825
3.335421,0.11818989549647516,0.03869093625506748,0.10215165889316104,0.2590324906447037
3.3377230000000004,0.1146683413571082,0.04230260560218127,0.10345276339849814,0.2604237103577876
3.340024,0.11208154309726236,0.045877308016366566,0.1047254529778566,0.2626843040914856
3.3423260000000004,0.10982022400756387,0.04969599218787992,0.10535407090169954,0.2648702870971433
3.344627,0.10766546491343702,0.05263251091450877,0.10542685299280267,0.2657248288207485
3.3469290000000003,0.10544945194430473,0.05519902424882607,0.10476034850098824,0.2654088246941191
3.349231,0.10371477120006736,0.05713205877795964,0.10297220219422804,0.26381903217225505
3.351532,0.10260422757274948,0.05870113704926086,0.10079222901344677,0.26209759363545715
3.3538339999999995,0.10160278108375496,0.05932453396364591,0.09848064985971187,0.2594079649071127
3.356135,0.10064156642982318,0.05975771920496253,0.09627874235010499,0.2566780279848907
3.3584370000000003,0.0998557770747236,0.05972780959559311,0.09481063784120933,0.254394224511526
3.360739,0.09848354529501556,0.059698572112276936,0.09423984678427023,0.2524219641915627
3.3630400000000003,0.09698554372461583,0.06013041310148706,0.094706948286761,0.2518229051128639
3.365342,0.09525992420449172,0.06141988693463823,0.09604942891238276,0.2527292400515127
3.3676440000000003,0.09434727771180686,0.06314355419818588,0.0978998886533066,0.25539072056329937
3.3699449999999995,0.09295366144319156,0.06565764170035003,0.09987148571024464,0.2584827888537862
3.372247,0.09174960598302516,0.06754766016207593,0.10174836634725387,0.26104563249235496
3.3745480000000003,0.0911751243742462,0.06947935043910299,0.10342335145757288,0.264077826270922
3.37685,0.0905194541974126,0.07122923061872721,0.10397220818568637,0.2657208930018262
3.3791519999999995,0.0898184779000129,0.07225892773229907,0.10431867087963627,0.26639607651194824
3.381453,0.08892612854934169,0.07318713381183088,0.1032234499607759,0.26533671232194844
3.3837550000000003,0.08825741020978509,0.07361359779261502,0.10193530664974483,0.263806314652145
3.386057,0.0878869873680361,0.07364653196922404,0.10010428870028004,0.26163780803754016
3.388358,0.0874556731002462,0.07365090078857013,0.09816060806184734,0.2592671819506637
3.39066,0.08696890414088332,0.07320292877408212,0.09607186174868168,0.2562436946636471
3.392961,0.08660935476807023,0.07323989570701063,0.09449907067039104,0.2543483211454719
3.395263,0.08666299721482056,0.07277579266724472,0.09319248258284757,0.25263127246491285
3.397565,0.08656042415785876,0.07280939896990699,0.09273385570740306,0.2521036788351688
3.3998660000000003,0.08637702498180692,0.07277814510843109,0.09266406466113976,0.2518192347513777
3.402168,0.08584857439152317,0.07327014137940666,0.09213514823195867,0.2512538640028885
3.40447,0.08560537113632398,0.07323485476161128,0.09219447062128247,0.2510346965192177
3.406771,0.08522769931528441,0.07323115806831844,0.09188340195793752,0.2503422593415404
3.409073,0.08478116219098428,0.07322074011449313,0.09061719297573206,0.24861909528120946
3.411374,0.08444408465397203,0.0729444963066093,0.08913064369032395,0.2465192246509053
3.413676,0.08410990670867596,0.072501229174494,0.08716801976790549,0.24377915565107544
3.415978,0.08371556223526806,0.07205527353816572,0.08407079283623525,0.23984162860966904
3.418279,0.0829399214511753,0.07164695696081919,0.08172082860705553,0.23630770701905
3.420581,0.08289606512646726,0.07081620915900795,0.07934444348179043,0.23305671776726564
3.422883,0.08252745452954093,0.0699538714326942,0.07737434194727234,0.22985566790950746
3.425184,0.08274492390825852,0.06910564835349857,0.07569437176222024,0.2275449440239773
3.427486,0.08233136963973056,0.06830581835013665,0.07452786427467664,0.22516505226454386
3.429787,0.08215376964711119,0.06786221515499473,0.07386385232022874,0.22387983712233467
3.432089,0.08218457780909619,0.0666103803808253,0.07278009707325449,0.22157505526317603
3.434391,0.0818177794569925,0.0657651818688693,0.07159564331667173,0.21917860464253355
3.436692,0.08152093375504298,0.06496434367642748,0.07094957763126299,0.2174348550627334
3.438994,0.08141038682086152,0.06372393504516323,0.06932892983553468,0.21446325170155944
3.441296,0.08144264477870465,0.06204496416415639,0.06835235369532189,0.21183996263818292
3.443597,0.08119545458489565,0.06048025471220126,0.06700937456222683,0.20868508385932366
3.445899,0.08043648645317124,0.058851357222161185,0.06522721034514632,0.2045150540204788
3.4482,0.07995877871792158,0.057218426975801664,0.06414744315795852,0.20132464885168175
3.450502,0.07942380404627629,0.055597258935373935,0.06282540133874244,0.19784646432039266
3.452804,0.07863692734428311,0.05406413940792132,0.0613702580241528,0.19407132477635725
3.455105,0.07818350368965693,0.052905394092126384,0.06045749084052359,0.1915463886223069
3.457407,0.07775182697290249,0.051281537547485656,0.05911999528963492,0.1881533598100231
3.459709,0.0774332343330812,0.04977933581848234,0.05846096840992013,0.18567353856148366
3.46201,0.0768942727228261,0.048219331248899926,0.0573737236106327,0.18248732758235872
3.464312,0.07665976824277564,0.04668453140631421,0.0568069206134801,0.18015122026257
3.466613,0.07628608336034587,0.04546327836756744,0.05567680417148807,0.17742616589940138
3.468915,0.07600047357629679,0.04442450755227679,0.05517181610102582,0.1755967972295994
3.471217,0.07497329321082066,0.043254000030550036,0.05469424594159558,0.17292153918296627
3.473518,0.07410305324698574,0.04248105506931791,0.05411448175013694,0.1706985900664406
3.47582,0.07342636103020947,0.04139120267398061,0.05414339518358887,0.16896095888777896
3.478122,0.07301788104718493,0.04101682846232296,0.054126445929496364,0.16816115543900426
3.4804230000000005,0.07259671535040185,0.040258334211235605,0.05412744294444298,0.16698249250608044
3.482725,0.07182361170906079,0.039889000944977285,0.054124451899603125,0.16583706455364122
3.4850260000000004,0.07116467949154648,0.039162768744445714,0.05410201906330421,0.16442946729929642
3.487328,0.07074206399890527,0.03840998756481094,0.05449135339995872,0.16364340496367494
3.4896300000000005,0.07016395790048101,0.03766829646505472,0.055073111621310594,0.16290536598684632
3.491931,0.06960143710753149,0.03696995749573282,0.05552775043696862,0.16209914504023293
3.4942330000000004,0.06904109100836914,0.036509215086233136,0.05621170269034887,0.16176200878495114
3.496535,0.06870546326721498,0.03612576717285668,0.0567146967309179,0.16154592717098956
3.4988360000000003,0.06811938329157106,0.03570703264168484,0.057421580328070376,0.16124799626132627
3.501138,0.0674550143395888,0.03573660618802764,0.05812696840280294,0.16131858893041934
3.503439,0.06688415722045511,0.03571476209129716,0.05887821916507995,0.1614771384768322
3.5057410000000004,0.06648183886982756,0.036344544203188035,0.059760577392837286,0.1625869604658529
3.508043,0.06599724460425184,0.036761934482253386,0.060413622182872384,0.1631728012693776
3.5103440000000004,0.06526799728761884,0.03800267917654426,0.06215490878714153,0.16542558525130466
3.512646,0.06475911894141965,0.03984094393217025,0.06392660434728252,0.16852666722087245
3.5149470000000003,0.06447568385115772,0.042887019205478084,0.06633738648820597,0.17370008954484178
3.517249,0.06379138020612635,0.04677358810836922,0.06972275073944897,0.18028771905394453
3.5195510000000003,0.06313969696790261,0.05217008818987599,0.07442018666044184,0.18972997181822046
3.5218519999999995,0.06295376064909908,0.057673456313848764,0.0791585001942461,0.19978571715719395
3.524154,0.06263444311134872,0.06437791369497094,0.08446511224762285,0.21147746905394246
3.526456,0.06218718108911954,0.07118487029921301,0.0900085153508215,0.22338056673915405
3.528757,0.061835605593526084,0.0773939707790934,0.09387294528391464,0.2331025216565341
3.5310589999999995,0.0613698586741059,0.08310737829470533,0.09731264684974834,0.2417898838185596
3.53336,0.0610472790956748,0.08711022500480789,0.09788742596647387,0.2460449300669565
3.5356620000000003,0.06048657054754794,0.08889068691985479,0.0961600975714574,0.2455373550388601
3.537964,0.05983053792174985,0.08816311046721671,0.09242428256647804,0.2404179309554446
3.540265,0.0592230734571987,0.08486431579788863,0.08705834812377747,0.2311457373788648
3.542567,0.05869716000966664,0.07985328000791805,0.08234296593374545,0.22089340595133014
3.5448690000000003,0.058156386154588874,0.07454650875451954,0.0771879001522547,0.2098907950613631
3.5471699999999995,0.05756668168929966,0.06936206444281168,0.07333194484620778,0.2002606909783191
3.549472,0.05698422620330103,0.06485915594909457,0.06956223133304339,0.191405613485439
3.5517730000000003,0.05639379684008276,0.06057569661176209,0.06597297752521693,0.1829424709770618
3.554075,0.05588854298352887,0.05673348802838515,0.06268930879852902,0.17531133981044306
3.556377,0.05503316342723965,0.052971934571397664,0.05959208186685878,0.16759717986549608
3.558678,0.0545666916098904,0.04954577201497959,0.056711705686078036,0.16082416931094806
3.5609800000000003,0.05375408103141565,0.04609373260551156,0.05399483995654273,0.15384265359346996
3.563282,0.05333980186495864,0.043420687291754884,0.051073586162950636,0.14783407531966414
3.565583,0.05269645495291908,0.04090659978959072,0.048673272678966685,0.14227632742147647
3.567885,0.05202266232785905,0.03871076397363823,0.04593247859071253,0.1366659048922098
3.570186,0.0515166835733761,0.03703313734473788,0.04353764868893499,0.13208746960704898
3.572488,0.050876598702017314,0.03520327416477746,0.04092098296153484,0.12700085582832962
3.57479,0.05033872443865578,0.03344331209435456,0.03871508739214149,0.12249712392515184
3.577091,0.049742858340969566,0.031670579628920004,0.03670360973733874,0.11811704770722832
3.579393,0.0490375326559955,0.02990356023493803,0.034720048501041316,0.11366114139197485
3.581695,0.048695380833479816,0.028477308749951438,0.03259889920211053,0.10977158878554176
3.583996,0.04810603881715513,0.026884706066786626,0.030565487218482183,0.10555623210242393
3.586298,0.04757541353308418,0.025170112504957785,0.02882170807684649,0.10156723411488844
3.588599,0.04690053356113059,0.02379595078909771,0.026890988632719843,0.09758747298294812
3.590901,0.046528298474558964,0.02229643756430737,0.025519594573646148,0.09434433061251248
3.593203,0.046037542576586266,0.020802637410969625,0.023941319913149118,0.090781499900705
3.595504,0.045514891169734964,0.019440237901041338,0.022601830332367217,0.08755695940314352
3.597806,0.04512997036940482,0.018171936038567395,0.02129075567756394,0.08459266208553616
3.600108,0.044528667537250655,0.01721583672782591,0.0198465795273871,0.08159108379246366
3.602409,0.044280752445512585,0.015903510608864403,0.01886800935728108,0.07905227241165808
3.604711,0.04392555246027385,0.014893305150836669,0.017913866053367214,0.07673272366447774
3.607012,0.043383691258302506,0.013630716359815316,0.016957728719560108,0.07397213633767794
3.609314,0.042922293726456666,0.012796271864711236,0.016036985416357955,0.07175555100752587
3.611616,0.04256346925157263,0.011920155554305948,0.01505691972383201,0.06954054452971059
3.613917,0.04210642110730115,0.010907261592065232,0.014134680898209934,0.06714836359757631
3.616219,0.04173563581658765,0.010266389400295813,0.013304665955150062,0.06530669117203353
3.618521,0.041315919915662684,0.009432617031244978,0.012763785346609548,0.06351232229351722
