Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_CH4_10_0.6_a_V3,CH3OH,all
3.003987,0.013421468822377634,0.7796675895023716,0.18175585349497836,0.9748449118197277
3.006289,0.013213910265885729,0.78243422296714,0.18548018655805426,0.98112831979108
3.0085900000000003,0.013075212312841731,0.7863905332404129,0.18927386859765213,0.9887396141509068
3.010892,0.01299463075561546,0.7898955867932185,0.19309636464862184,0.9959865821974558
3.013194,0.012956537655835772,0.7924439174938651,0.19691934907266567,1.0023198042223669
3.015495,0.012948723686650192,0.7961892505991272,0.20079458941563805,1.0099325637014154
3.0177970000000003,0.012961909759650857,0.7989383026332281,0.203825432713494,1.015725645106373
3.020098,0.012988770278726277,0.8015930986640281,0.20783888263643616,1.0224207515791903
3.0224,0.013019537782394487,0.8027017055422321,0.21102405182570724,1.0267452951503335
3.024702,0.013041026197654829,0.8027261241959369,0.21400849968152372,1.0297756500751154
3.027003,0.013042002943803024,0.8037585448745813,0.21669357484291785,1.033494122661302
3.029305,0.013023933140061377,0.8082828330330306,0.22030216348743234,1.0416089296605242
3.031607,0.01299463075561546,0.8099857899424124,0.22297063396430716,1.045951054662335
3.0339080000000003,0.012962398132724956,0.8104614653165845,0.22493584721447987,1.0483597106637892
3.03621,0.012937979479020027,0.8108663265950121,0.2277952715633272,1.0515995776373592
3.038511,0.012931630629056744,0.8097586964629567,0.2298439966091708,1.0525343237011842
3.040813,0.012949212059724291,0.8113019553771083,0.23187807046279146,1.0561292378996239
3.043115,0.012987305159503984,0.8108560707604562,0.2338965163780409,1.057739892298001
3.045416,0.013042002943803024,0.8093997422534941,0.2355765197529401,1.0580182649502372
3.047718,0.013107444935732236,0.8081705072259879,0.2371915695089841,1.0584695216707043
3.05002,0.013178259031476531,0.8067102717344332,0.2387323865577652,1.058620917323675
3.052321,0.01324858475414673,0.8049496868023078,0.2403425525830683,1.0585408241395229
3.054623,0.013323305834483816,0.8027681242803093,0.2410926936248837,1.0571841237396769
3.056924,0.013408282749376972,0.7977881840437259,0.24185602073969986,1.053052487532803
3.059226,0.013505468991122592,0.7962039017913501,0.2426994410386681,1.0524088118211408
3.061528,0.013605097098238705,0.7936653385521855,0.24352625665311706,1.0507966923035412
3.063829,0.013696422863095144,0.7893657020078215,0.2442871419025627,1.0473492667734794
3.066131,0.013770167197284031,0.7867680456266911,0.2442397697143751,1.0447779825383503
3.068433,0.013822423116212582,0.7815136397224642,0.24433744432919485,1.0396735071678718
3.070734,0.013848795262213907,0.7771881194051731,0.2451193296208267,1.0361562442882135
3.073036,0.013848306889139808,0.7724020632790068,0.2451452133937539,1.0313955835619006
3.075337,0.013820957996990286,0.767841635513074,0.24512519009771586,1.02678778360778
3.077639,0.013769190451135836,0.7629813466796449,0.24431449079471215,1.021065027925493
3.079941,0.01370179496691023,0.7561734260267103,0.24434037456763935,1.01421559556126
3.082242,0.013629027378869537,0.7513160674317257,0.24427297908341386,1.009218073894009
3.084544,0.013560166775421635,0.745556683768881,0.2435233264146725,1.002640176958975
3.086846,0.013502538752678005,0.7400869053389767,0.24269455730792716,0.9962840013995818
3.089147,0.013462980533676016,0.7336437993723941,0.2419502767430009,0.9890570566490708
3.0914490000000003,0.013451747952971748,0.7274336473621562,0.2410331121098437,0.9819185074249716
3.09375,0.013479096845121271,0.7189628163919161,0.23979606311315196,0.9722379763501894
3.096052,0.013552352806236059,0.7136263638112406,0.2387143167540236,0.9658930333715
3.098354,0.013656864644093158,0.7070318621916873,0.2379475710276888,0.9586362978634692
3.100655,0.013770167197284031,0.6998547314947343,0.23628710257575355,0.949912001267772
3.102957,0.013868818558251951,0.6926522053979283,0.2351990073666619,0.941720031322842
3.105259,0.01392791170021788,0.6848367710931283,0.23315663117078156,0.9319213139641278
3.10756,0.013922539596402795,0.6772621047138591,0.2316192327335192,0.9228038770437809
3.109862,0.013852213873732595,0.6693851354017231,0.2300408109580325,0.913278160233488
3.112163,0.013741353185912216,0.6613064680099839,0.22781431811321698,0.9028621393091132
3.114465,0.013616329678942976,0.6532375680797269,0.22550431347273064,0.8923582112314005
3.116767,0.013489352679677338,0.6448824815280481,0.22326951828565544,0.8816413524933808
3.119068,0.013367259411152691,0.6361635570361659,0.22090969959161105,0.8704405160389297
3.12137,0.01325639872333231,0.6278797729533054,0.21824513609932908,0.8593813077759668
3.123672,0.013163119466179476,0.6190509645197511,0.2156479680912728,0.8478620520772032
3.125973,0.013095235608879771,0.6100228998719645,0.21289452069950487,0.8360126561803491
3.128275,0.013053235524507292,0.6011306029387772,0.2100526777813251,0.8242365162446096
3.130576,0.013023933140061377,0.5920766545180632,0.2070374624218404,0.812138050079965
3.132878,0.012994142382541363,0.5827321241182607,0.203384920200657,0.7991111867014591
3.13518,0.012960444640428559,0.5734325240412752,0.2006739612663357,0.7870669299480394
3.137481,0.01292577015216756,0.56400545859195,0.19708441917171102,0.7740156479158284
3.139783,0.012893049156202955,0.5550096265670538,0.19351001664238335,0.7614126923656401
3.142085,0.012858863041016052,0.5455390959141339,0.18998884677813246,0.7483868057332823
3.144386,0.012819304822014066,0.5357267041093449,0.1865692585132941,0.7351152674446529
3.146688,0.012769979141530108,0.5263162433445391,0.183061763095118,0.7221479855811871
3.148989,0.012708444134193685,0.5174390859766488,0.1789511269304301,0.7090986570412726
3.151291,0.012634211426930695,0.5071690886014295,0.1757581437719735,0.6955614438003337
3.153593,0.012548257765889343,0.4979315119048544,0.17163432153428493,0.6821140912050286
3.155894,0.012457420374107006,0.4884116555714506,0.16779717429109225,0.6686662502366498
3.158196,0.01236609460925057,0.4787389384658536,0.16358251466162135,0.6546875477367256
3.160498,0.01227476884439413,0.4691746401827067,0.15999785629773766,0.6414472653248385
3.162799,0.012177582602648509,0.4598721098672767,0.15586719683701172,0.6279168893069369
3.165101,0.012071117272495014,0.4498296943445873,0.15255456227540096,0.6144553738924833
3.167402,0.011953419361637251,0.44082507160435735,0.14849032155275246,0.6012688125187471
3.1697040000000003,0.011823023750852929,0.4312407500251724,0.14499357034220645,0.5880573441182317
3.172006,0.011683837424734828,0.4206279147519358,0.14116912079894034,0.5734808729756109
3.174307,0.011545139471690826,0.4116916642420797,0.137472136628014,0.5607089403417844
3.176609,0.011418162472425192,0.4027407625400006,0.1343582699075613,0.5485171949199871
3.1789110000000003,0.011302906426937922,0.3934694881013128,0.13087714663538655,0.5356495411636373
3.181212,0.011190580619895243,0.3838275384993842,0.12773983800737715,0.5227579571266566
3.183514,0.011073371082111582,0.37484635766671104,0.12421622627775578,0.5101359550265784
3.1858150000000003,0.010952742932809229,0.36535824558312346,0.12120687139516023,0.4975178599110929
3.188117,0.010834556648877369,0.3563912275695992,0.11828542366590244,0.48551120788437896
3.190419,0.010723207587982888,0.34707062745042744,0.1153278363291613,0.4731216713675717
3.19272,0.010620160869348085,0.3383546331969898,0.11249331900709306,0.4614681130734309
3.1950220000000003,0.010526881612195251,0.32896859108588883,0.10968468545795204,0.4491801581560361
3.197323,0.010441416324227995,0.3204078994700145,0.10677886566706538,0.4376281814613079
3.199625,0.010361811513149927,0.3118940916692537,0.1042280931010484,0.4264839962834521
3.201927,0.010284648567442349,0.30310337633547896,0.1017652276883692,0.4151532525912905
3.204228,0.010214811217846249,0.2941011954606195,0.09909529209227216,0.4034112987707379
3.20653,0.010161090179695405,0.2858725975351323,0.09672717105596804,0.39276085877079575
3.208832,0.010129834302953092,0.2768586957064945,0.09472239958679332,0.3817109295962409
3.211133,0.01011567148380423,0.26914044764344025,0.09254669754168407,0.37180281666892856
3.213435,0.010108834260766857,0.261154082762706,0.08969020343128138,0.3609531204547542
3.215736,0.010105415649248162,0.2531540434358968,0.08762292020862203,0.3508823792937669
3.218038,0.010109322633840952,0.24517060879360705,0.08562010223174367,0.34090003365919164
3.22034,0.010124950572212106,0.2377019193714172,0.08360898191260566,0.331435851856235
3.222641,0.01015132271821343,0.23002811325810596,0.08194997857989272,0.3221294145562121
3.224943,0.010178671610362951,0.22235430714479468,0.07988074186493697,0.3124137206200946
3.227245,0.010200648398697387,0.21486071069582585,0.07789550531872617,0.3029568644132494
3.229546,0.010218718202439038,0.20772606845631944,0.07672585180626003,0.2946706384650185
3.231848,0.010237276379254786,0.20061340300514746,0.07479628979049648,0.28564696917489873
3.234149,0.01025974154066332,0.1935686214112752,0.07292777440899524,0.2767561373609337
3.236451,0.010282695075145952,0.1865707236325164,0.07170049287378548,0.2685539115814478
3.238753,0.010300764878887602,0.18016766425800967,0.06974309359279829,0.26021152272969555
3.241054,0.010309555594221377,0.17370160475694427,0.06850409110381016,0.2525152514549758
3.2433560000000003,0.010306136982702687,0.16714324274487422,0.06667025021056992,0.24411962993814684
3.245658,0.01028709043281284,0.16100536994960307,0.06550596880191888,0.2367984291843348
3.247959,0.01025974154066332,0.15505600916093396,0.06357103468234024,0.2288867853839375
3.250261,0.010236788006180686,0.1492668347405692,0.06234619501250095,0.22184981775925086
3.252562,0.010229462410069206,0.14396017291741384,0.0611135413734761,0.21530317670095914
3.254864,0.010234834513884293,0.13869844141707555,0.059258700438049636,0.2081919763690095
3.257166,0.01024557872151446,0.1337048267344174,0.05808953529865759,0.20203994075458948
3.259467,0.010257788048366924,0.12825409485440298,0.05684076534818747,0.19535264825095736
3.261769,0.0102670671367748,0.1234431317014577,0.055635948974386236,0.18934614781261871
3.264071,0.010271462494441686,0.11893447148137945,0.054067783033455635,0.1832737170092768
3.266372,0.010271462494441686,0.1145674394527898,0.05318138590396669,0.1780202878511982
3.2686740000000003,0.010269020629071193,0.11022384933175687,0.051418359106470746,0.17191122906729886
3.270975,0.010267555509848895,0.10621039940881463,0.05020670550963213,0.16668466042829566
3.273277,0.010265113644478404,0.1020694841135326,0.04897942397442236,0.16131402173243334
3.275579,0.010257788048366924,0.09857029103761616,0.04779414252358506,0.15662222160956815
3.27788,0.010242648483069869,0.09481323697857566,0.04663083786108221,0.15168672332272776
3.280182,0.010218229829364937,0.09152355595144752,0.045415765652724906,0.14715755143353734
3.282484,0.010184532087252134,0.08842775903473651,0.0448243458599915,0.14343663698198014
3.284785,0.010142043629805557,0.08531486906043206,0.04356483170189122,0.13902174439212886
3.287087,0.0100922295762475,0.08259365429155467,0.042391271204832284,0.13507715507263446
3.289388,0.01003704341887436,0.07996669552597832,0.04125629218062715,0.13126003112547985
3.29169,0.00997404329231564,0.07769576073141986,0.04063850024189242,0.12830830426562792
3.293992,0.009898345465830358,0.07554301222079322,0.039429776883498406,0.12487113457012199
3.296293,0.009806531327899822,0.07368182243540349,0.0385624263038993,0.1220507800672026
3.298595,0.009702996236190921,0.07227774984737001,0.0376213313901113,0.11960207747367226
3.300897,0.00959506578681513,0.07113202661553471,0.03699133012452411,0.11771842252687395
3.3031980000000005,0.009485670218217043,0.07071593275640271,0.035919351226877685,0.11612095420149746
3.3055,0.009372367665026169,0.07087904936315162,0.03537188501081316,0.11562330203899095
3.307801,0.009251739515723816,0.07181428380005045,0.034815139706340766,0.11588116302211506
3.310103,0.00912866950105097,0.07410377677142466,0.034520650742659316,0.11775309701513495
3.3124050000000005,0.009018297186304687,0.07810941272518138,0.034358999255132666,0.12148670916661874
3.314706,0.008931855152189234,0.08442456494635031,0.0343487434205766,0.12770516351911615
3.317008,0.00886006431029674,0.09217065027462816,0.0349064654711972,0.1359371800561221
3.31931,0.00878143624536687,0.10009889875954477,0.035423652556667615,0.14430398756157925
3.321611,0.00868278488439895,0.1063910974462311,0.03615474704859322,0.15122862937922327
3.323913,0.008570947450430372,0.1094522198746811,0.03826012337103226,0.15628329069614372
3.326214,0.008459110016461794,0.10619867845503624,0.0405427791193691,0.15520056759086714
3.3285160000000005,0.0083526446863083,0.0970001716043892,0.043263017142098285,0.14861583343279575
3.330818,0.0082476444753771,0.08352986547460169,0.04733458346085829,0.13911209341083708
3.3331190000000004,0.008141179145223606,0.06918830178062227,0.05151359185591998,0.12884307278176588
3.335421,0.008037644053514705,0.05744439446777335,0.05622639202097144,0.1217084305422595
3.3377230000000004,0.007948271780954662,0.049687076558791225,0.06147493744830905,0.11911028578805495
3.340024,0.00788234141595135,0.04510418363145,0.06666976183749583,0.11965628688489717
3.3423260000000004,0.007839852958504773,0.0419742005995521,0.0722191450784782,0.12203319863653507
3.344627,0.007816899424022139,0.04011105732186595,0.07648654899995172,0.12441450574583983
3.3469290000000003,0.0078120156932811515,0.03856682166156618,0.08021625416684271,0.12659509152169005
3.349231,0.00782715525857821,0.03724626086920357,0.08302537608905783,0.12809879221683962
3.351532,0.007864759985283801,0.03633837532445428,0.08530558997202417,0.12950872528176227
3.3538339999999995,0.007922388008027434,0.03545588517955812,0.08621152202447707,0.12958979521206265
3.356135,0.007991736984549436,0.03482637228704503,0.08684103491699018,0.12965914418858465
3.3584370000000003,0.008064016199516029,0.033968300795853786,0.08679756971339539,0.12882988670876522
3.360739,0.008128481445297044,0.03327822964215248,0.08675508125594883,0.12816179234339836
3.3630400000000003,0.008174388514262311,0.032671670284122024,0.08738264065616551,0.12822869945454984
3.365342,0.008191481571855763,0.03214569248331784,0.08925652814148183,0.12959370219665542
3.3676440000000003,0.00817145827581772,0.031429249183615185,0.09176139363853353,0.13136210109796645
3.3699449999999995,0.008106993030036706,0.030931597021108724,0.09541491260586513,0.13445350265701056
3.372247,0.008005899803698296,0.030308432978558918,0.09816152277459564,0.13647585555685288
3.3745480000000003,0.007898457727396604,0.029783920296977018,0.10096869120451436,0.13865106922888798
3.37685,0.007817876170170338,0.02920470983109608,0.10351164980134576,0.14053423580261218
3.3791519999999995,0.0077832016819093346,0.028570801580916107,0.10500802490038386,0.1413620281632093
3.381453,0.0078032249779473786,0.028111730891263426,0.1063569113310442,0.142271867200255
3.3837550000000003,0.007884294908247744,0.02768489282450125,0.10697665676207532,0.1425458444948243
3.386057,0.008007853295994691,0.027293217619074172,0.10702451732333697,0.14232558823840585
3.388358,0.008148993114409184,0.02668714663411782,0.10703086617330024,0.14186700592182727
3.39066,0.008288179440527284,0.0262065875292048,0.10637986486552682,0.1408746318352589
3.392961,0.008421505289756201,0.025832493754445275,0.10643358590367767,0.14068758494787914
3.395263,0.008546528796725444,0.02559221420198876,0.1057591426883475,0.1398978856870617
3.397565,0.008663249961435006,0.02517612034285676,0.10580797999575736,0.13964735030004913
3.3998660000000003,0.008773622276181291,0.025001282782329458,0.1057625612998662,0.13953746635837694
3.402168,0.008876668994816093,0.024718514772426373,0.10647753948034656,0.140072723247589
3.40447,0.008949924955930883,0.024240885905957944,0.10642626030756618,0.139617071169455
3.406771,0.00895822729819056,0.02399230401124176,0.10642088820375112,0.13937141951318344
3.409073,0.008881552725557079,0.02372223370126524,0.10640574863845406,0.1390095350652764
3.411374,0.00875359898014325,0.023441907556732644,0.106004305971545,0.1381998125084209
3.413676,0.00862076150398843,0.02283485982562809,0.10536014188680896,0.13681576321642547
3.415978,0.008510877562316246,0.02273816195695656,0.10471207081748013,0.13596111033675293
3.418279,0.0084224820359044,0.022329882067010136,0.10411869753245033,0.13487106163536486
3.420581,0.0083526446863083,0.022052486160922133,0.1029114392932786,0.13331657014050902
3.422883,0.008316016705750905,0.0217511599742033,0.1016582739851416,0.1317254506650958
3.425184,0.008341412105604032,0.02155239213304517,0.10042562034611673,0.13031942458476592
3.427486,0.008454226285720807,0.021345810322701463,0.09926329242976208,0.12906332903818435
3.429787,0.008653970873027134,0.02132969401125621,0.09861863997195193,0.12860230485623528
3.432089,0.008931366779115138,0.02100785615542524,0.09679945027093466,0.12673867320547502
3.434391,0.009270297692539562,0.02094387928271832,0.09557119198957667,0.12578536896483455
3.436692,0.009635112378891215,0.021050832985945917,0.09440739895399973,0.12509334431883684
3.438994,0.009986740992242204,0.021263275273178804,0.0926048139375018,0.12385483020292283
3.441296,0.010289043925109235,0.02149281061800514,0.09016490205930522,0.1219467566024196
3.443597,0.010506369943083113,0.021636392301790132,0.08789103702630216,0.1200337992711754
3.445899,0.010606974796347422,0.021722345962831485,0.08552389273614626,0.11785321349532515
3.4482,0.010589393365679873,0.021454229145151358,0.08315088796910118,0.1151945104799324
3.450502,0.010469253589451616,0.02070311135718771,0.08079497625964954,0.11196734120628887
3.452804,0.01027683459825677,0.01991878420018537,0.07856701829561175,0.10876263709405387
3.455105,0.010103950530025869,0.019247271223299795,0.07688310793611977,0.10623432968944543
3.457407,0.010057066714912402,0.0188975961022452,0.07452328924207538,0.10347795205923296
3.459709,0.010180625102659348,0.018455130097111867,0.07234026160085465,0.10097601680062586
3.46201,0.010415532551300772,0.01840482767047972,0.07007323379088895,0.09889359401266944
3.464312,0.010693905203536972,0.018165524864171403,0.06784283396148066,0.09670226402918904
3.466613,0.0109625103942912,0.01800680361508936,0.06606808621020635,0.09503740021958693
3.468915,0.011179348039190977,0.01789398943497258,0.0645585250381676,0.09363186251233116
3.471217,0.011313162261493993,0.01777238453952203,0.06285752162108219,0.0919430684220982
3.473518,0.01138348798416419,0.01768496575925839,0.061734263550655415,0.090802717294078
3.47582,0.011430371799277656,0.017515988675620268,0.06015046967135367,0.0890968301462516
3.478122,0.011483604464354405,0.01728694170386803,0.05960642206680782,0.08837696823503026
3.4804230000000005,0.011545627844764924,0.01712919720093418,0.0585041640385673,0.08717898908426641
3.482725,0.011615953567435123,0.0171912205813447,0.05796744203013294,0.08677461617891277
3.4850260000000004,0.011687744409327615,0.016903080467626532,0.056912067817005876,0.08550289269396003
3.487328,0.011748302670515843,0.016835196610326827,0.05581811213102501,0.08440161141186768
3.4896300000000005,0.011785419024147335,0.016873289710106515,0.054740272756489405,0.08339898149074326
3.491931,0.01180446557403718,0.01662128920387164,0.05372543350851252,0.08215118828642133
3.4942330000000004,0.011820093512408337,0.01645133537408533,0.05305587402392335,0.08132730291041701
3.496535,0.011842070300742772,0.016331195597857073,0.052498640346376864,0.0806719062449767
3.4988360000000003,0.011861605223706715,0.0164611028355673,0.05189012749605,0.08021283555532402
3.501138,0.011866000581373605,0.016373684055303653,0.05193310432657068,0.08017278896324792
3.503439,0.011845488912261464,0.01623156749074096,0.05190136007675427,0.0799784164797567
3.5057410000000004,0.011795674858703406,0.016083590449289083,0.05281657121761504,0.08069583652560754
3.508043,0.01171460492840304,0.015940497138578195,0.0534231305756455,0.08107823264262673
3.5103440000000004,0.011619372178953813,0.015786659620237137,0.05522620396521751,0.08263223576440845
3.512646,0.011541720860172137,0.015652357024860026,0.05789760468053684,0.08509168256556901
3.5149470000000003,0.011508999864207529,0.015712915286048252,0.062324218224166526,0.0895461333744223
3.517249,0.01150167426809605,0.015562984752299981,0.06797225282611677,0.0950369118465128
3.5195510000000003,0.011482139345132108,0.01545505430292419,0.07581454764999206,0.10275174129804836
3.5218519999999995,0.011428418306981259,0.015460426406739275,0.08381214511143069,0.11070098982515122
3.524154,0.011358580957385164,0.01550047299881536,0.09355518793969768,0.1204142418958982
3.526456,0.011298022696196936,0.015478496210480926,0.10344718455556473,0.1302237034622426
3.528757,0.011265301700232329,0.01536226341884546,0.11247036547261044,0.1390979305916882
3.5310589999999995,0.01126872031175102,0.015575194079152447,0.12077319610536065,0.14761711049626414
3.53336,0.011318534365309076,0.01531537960373199,0.12659020779094904,0.15322412175999012
3.5356620000000003,0.011428906680055362,0.015266053923248032,0.12917760833752345,0.15587256894082682
3.537964,0.011618883805879714,0.015369100641882837,0.12812028063209996,0.1551082650798625
3.540265,0.01189579133889362,0.01565675238252691,0.12332641053674813,0.15087895425816866
3.542567,0.012221536179317382,0.015803264304756492,0.11604427962886395,0.1440690801129378
3.5448690000000003,0.01254581590051885,0.01602889266499004,0.10833238041577302,0.1369070889812819
3.5471699999999995,0.01282174668738456,0.01630531182492985,0.10079824900165396,0.12992530751396836
3.549472,0.01300830520169022,0.016511405262199456,0.09425453818180687,0.12377424864569656
3.5517730000000003,0.013068375089804348,0.016293102498077385,0.08802973497934616,0.1173912125672279
3.554075,0.013000002859430546,0.015872613281278494,0.0824461656231769,0.11131878176388592
3.556377,0.012832979268088823,0.015119542001018452,0.0769798058047913,0.10493232707389856
3.558678,0.0125985601925215,0.014499308196913238,0.07200084231435612,0.09909871070379088
3.5609800000000003,0.012329466628693171,0.014004586272851359,0.06698427409721533,0.09331832699875986
3.563282,0.01205890794564255,0.013664678613278736,0.06309975466583508,0.08882334122475635
3.565583,0.011812767916296858,0.013532329510198015,0.059446235698503484,0.08479133312499837
3.567885,0.011594465152174785,0.013207073042848351,0.05625520603234326,0.08105674422736639
3.570186,0.011403511280202231,0.013128933350992574,0.05381724764644306,0.07834969227763787
3.572488,0.011237464435008709,0.01307863092436042,0.0511580562579762,0.07547415161734533
3.57479,0.011088999020482736,0.012897932886943941,0.04860044646892184,0.07258737837634853
3.577091,0.010952742932809229,0.012866677010201628,0.04602427850305176,0.06984369844606261
3.579393,0.010825277560469491,0.012920886421426572,0.04345641287944133,0.0672025768613374
3.581695,0.010705137784241241,0.012713327864934669,0.04138375755296689,0.0648022232021428
3.583996,0.010591346857976268,0.01248672275855292,0.03906935755481364,0.06214742717134283
3.586298,0.010488788512415562,0.012362675997731876,0.0365776781307626,0.05942914264091004
3.588599,0.010400881359077813,0.012393443501400087,0.034580720630773436,0.05737504549125135
3.590901,0.010328113771037123,0.012423234258920102,0.0324015999741455,0.055152948004102725
3.593203,0.01025925316758922,0.012275257217468229,0.030230781659777238,0.05276529204483468
3.595504,0.010181601848807544,0.01210383826845962,0.028250917217381526,0.05053635733464869
3.597806,0.01009564818776619,0.012033512545789424,0.026407797235733426,0.04853695796928904
3.600108,0.01001213639209533,0.012060861437938943,0.025018375839922908,0.04709137366995719
3.602409,0.009939368804054641,0.01202716369582614,0.02311127898556789,0.045077811485448684
3.604711,0.00987685705057002,0.011893349473523126,0.021643229524827508,0.043413436048920666
3.607012,0.009817275535529992,0.011740488701330263,0.01980841188543908,0.041366176122299335
3.609314,0.009756228901267669,0.0116242559096948,0.018595781542452262,0.03997626635341473
3.611616,0.009690786909338452,0.011636953609621362,0.017322592938277225,0.038650333457237035
3.613917,0.009620949559742357,0.011504604506540641,0.015850636492944055,0.03697619055922705
3.616219,0.009545251733257073,0.011476767241317022,0.014919309040638032,0.035941328015212125
3.618521,0.009464181802956705,0.011523162683356387,0.013707655443799413,0.034694999930112505
