Wavelength,CO_NH3_10K,H2O_CH4_10_0.6_a_V3,CH3OH,all
3.275579,0.00021935674745985096,0.10085113842098303,0.04890006545196094,0.14997056062040384
3.27788,0.0002283508737793893,0.09700714876674926,0.047709842735675384,0.14494534237620402
3.280182,0.0002353463053612524,0.09364134682850424,0.04646665460884142,0.1403433477427069
3.282484,0.00023884402115218397,0.09047391534297353,0.045861549777010256,0.13657430914113594
3.284785,0.00024034304220544038,0.08728899527848813,0.04457289134489417,0.13210222966558774
3.287087,0.00024234173694311548,0.0845048135089066,0.04337217548123581,0.12811933072708553
3.289388,0.0002478381474717223,0.08181706876041789,0.04221093383864653,0.12427584074653615
3.29169,0.0002563326001068418,0.0794935861278705,0.04157884662785676,0.12132876535583408
3.293992,0.00026482705274196133,0.07729102452695244,0.04034215425892024,0.11789800583861465
3.296293,0.00027182248432382444,0.07538676811563243,0.03945473379539247,0.11511332439534873
3.298595,0.0002758198737991748,0.07395020627292838,0.03849186260551745,0.11271788875224499
3.300897,0.0002783182422212688,0.0727779718092819,0.0378472835526172,0.11090357360412036
3.3031980000000005,0.000280316936958944,0.07235224983015709,0.03675049981531794,0.10938306658243398
3.3055,0.0002838146527498755,0.07251914084075295,0.03619036561508447,0.1089933211085873
3.307801,0.0002918094317005762,0.07347601594641495,0.03562073761484705,0.1093885629929626
3.310103,0.0003013032317045333,0.07581848617897026,0.03531943438314252,0.11143922379381732
3.3124050000000005,0.0003018029053889522,0.07991680973857324,0.0351540423935999,0.11537265503756207
3.314706,0.00028631302117196946,0.08637809015179265,0.035143549246227104,0.12180795241919172
3.317008,0.00026232868431986736,0.09430341446035916,0.035714176593833365,0.1302799197385124
3.31931,0.0002443404316807907,0.10241511705321386,0.03624333102563287,0.1389027885105275
3.321611,0.00024234173694311548,0.10885291280326563,0.0369913425312078,0.14608659707141655
3.323913,0.00025133586326265384,0.11198486745720262,0.039145435784737226,0.1513816391052025
3.326214,0.00026182901063544857,0.10865604137160463,0.04148091058571067,0.15039878096795073
3.3285160000000005,0.00026982378958614927,0.09924468752557664,0.04426409300792336,0.14377860432308615
3.330818,0.0002773188948524311,0.08546268796193741,0.04842987251492285,0.1341698793717127
3.3331190000000004,0.00028731236854080705,0.07078927054529509,0.052705580232494484,0.12378216314633038
3.335421,0.00029830518959802056,0.05877361745607634,0.05752743128713585,0.1165993539328102
3.3377230000000004,0.0003053006211798837,0.05083680065276819,0.06289742437358464,0.11403952564753272
3.340024,0.0003053006211798837,0.04614786279818222,0.06821245335474736,0.11466561677410947
3.3423260000000004,0.0003018029053889522,0.04294545415474217,0.07389024543079814,0.11713750249092927
3.344627,0.0003003038843356957,0.04103919904868447,0.07825639408524956,0.11959589701826973
3.3469290000000003,0.0003038016001266273,0.039459230858552234,0.08207240201315591,0.12183543447183474
3.349231,0.0003097976843396528,0.03810811321588381,0.08494652504593281,0.12336443594615627
3.351532,0.000314294747499422,0.03717921983654928,0.08727950147848416,0.12477301606253285
3.3538339999999995,0.00031529409486825955,0.03627630948880451,0.08820639616308103,0.1247979997467538
3.356135,0.00031579376855267834,0.03563223010958868,0.08885047554229686,0.12479849942043822
3.3584370000000003,0.0003177924632903536,0.034754303446064866,0.08880600458438358,0.1238781004937388
3.360739,0.00032079050539686634,0.0340482645299811,0.08876253297383915,0.12313158800921713
3.3630400000000003,0.0003227892001345415,0.03342766981393296,0.0894046136583173,0.1231550726723848
3.365342,0.0003232888738189603,0.032889521255813924,0.09132186158543222,0.1245346717150651
3.3676440000000003,0.0003237885475033791,0.032156499960771544,0.0938846879128162,0.12636497642109112
3.3699449999999995,0.0003262869159254731,0.031647332476348794,0.0976227467459532,0.12959636613822748
3.372247,0.000331283652769661,0.03100974885503041,0.10043291154712453,0.1317739440549246
3.3745480000000003,0.00033528104224501135,0.030473099317964623,0.10330503588516374,0.13411341624537335
3.37685,0.0003347813685605926,0.02988048632824393,0.1059068367599324,0.13612210445673695
3.3791519999999995,0.00033228300013849865,0.029231909885868337,0.1074378369289916,0.13700202981499846
3.381453,0.00033178332645407985,0.028762216622514675,0.10881793564535633,0.13791193559432507
3.3837550000000003,0.0003377794106671053,0.02832550182233265,0.10945202155088377,0.1381153027838835
3.386057,0.0003467735369866437,0.02792476352742877,0.1095009895719568,0.1377725266363722
3.388358,0.00035376896856850683,0.02730466848506505,0.10950748532985424,0.1371659227834878
3.39066,0.000355767663306182,0.026812989579596956,0.108841420308524,0.13601017755142716
3.392961,0.0003577663580438572,0.02643023953733216,0.10889638441381004,0.13568439030918608
3.395263,0.000362763094888045,0.026184400084598103,0.10820633505562773,0.13475349823511387
3.397565,0.0003722568948920022,0.025758678105473297,0.10825630242406957,0.13438723742443487
3.3998660000000003,0.0003792523264738653,0.02557979492645137,0.10820983277141864,0.13416888002434388
3.402168,0.00038025167384270295,0.025290483863172883,0.10894135504540776,0.13461209058242335
3.40447,0.00037575461068293375,0.024801802999811304,0.10888888930854378,0.13406644691903802
3.406771,0.0003697585264699082,0.024547469094442137,0.1088833928980152,0.13380062051892722
3.409073,0.00036676048436339536,0.024271149546958543,0.1088679030137982,0.13350581304512013
3.411374,0.00036676048436339536,0.023984336852102155,0.10845717124520594,0.1328082685816715
3.413676,0.000370258200154327,0.023363242462369597,0.10779810165545754,0.13153160231798147
3.415978,0.00037675395805177134,0.023264307072854668,0.1071350346762338,0.13077609570714024
3.418279,0.0003837493896336345,0.02284657987268056,0.10652793114966498,0.1297582604119792
3.420581,0.00038874612647782245,0.022562765219930683,0.10529273780178172,0.1282442491481902
3.422883,0.00039124449489991636,0.022254466556644287,0.10401057512756308,0.1266562861791073
3.425184,0.0003927435159531728,0.022051099367085842,0.10274939874809004,0.12519324163112905
3.427486,0.0003952418843752668,0.021839737398576687,0.1015601753791733,0.12379515466212525
3.429787,0.00039823992648177947,0.021823248166990862,0.1009006061157405,0.12312209420921315
3.432089,0.00040173764227271103,0.021493963208958883,0.0990393216412805,0.12093502249251208
3.434391,0.00040423601069480505,0.02142850595630002,0.09778264232496724,0.11961538429196206
3.436692,0.0004072340528013178,0.021537934493187732,0.09659191993499723,0.11853708848098628
3.438994,0.00041073176859224937,0.02175529254590991,0.09474762436580747,0.11691364868030962
3.441296,0.00041472915806759983,0.021990139177586743,0.09225125463845116,0.11465612297410553
3.443597,0.0004172275264896937,0.02213704324080587,0.08992477396379726,0.11247904473109284
3.445899,0.00041622817912085615,0.022224985809263582,0.08750285561541936,0.1101440696038038
3.4482,0.00041323013701434334,0.021950664956517662,0.08507494118282842,0.10743883627636044
3.450502,0.0004102320949078307,0.02118216682988155,0.08266451532919218,0.10425691425398156
3.452804,0.0004087330738545742,0.020379690892704968,0.08038500398087363,0.10117342794743316
3.455105,0.00040923274753899304,0.019692639576629128,0.07866212911699763,0.09876400144116576
3.457407,0.0004127304633299246,0.01933487321858527,0.07624770587388603,0.0959953095558012
3.459709,0.0004172275264896937,0.01888216886050184,0.07401416450453399,0.09331356089152552
3.46201,0.0004197258949117877,0.01883070247100671,0.07169467926146195,0.09094510762738044
3.464312,0.0004172275264896937,0.01858586236564149,0.06941266954472132,0.08841575943685251
3.466613,0.00041123144227666816,0.018423468418205385,0.0675968553755434,0.08643155523602546
3.468915,0.0004057350317480614,0.018308043797104646,0.06605236401700491,0.08476614284585762
3.471217,0.00040623470543248033,0.01818362504968437,0.06431200057417424,0.08290186032929109
3.473518,0.0004087330738545742,0.018094183460173403,0.06316275110001103,0.08166566763403899
3.47582,0.0004072340528013178,0.0179212963653645,0.06154230934144087,0.0798708397596067
3.478122,0.0003992392738506171,0.017686949407372084,0.060985672856998324,0.07907186153822103
3.4804230000000005,0.0003892458001622412,0.017525554807304812,0.05985790935126512,0.07777270995873217
3.482725,0.00038324971594921566,0.017589013365225996,0.05930876797208887,0.07728103105326407
3.4850260000000004,0.0003837493896336345,0.01729420589141891,0.058228973140059835,0.07590692842111238
3.487328,0.0003882464527934036,0.0172247512492847,0.05710970408696175,0.07472270178903985
3.4896300000000005,0.0003932431896375916,0.017263725796669363,0.05600692426544946,0.07366389325175643
3.491931,0.0003957415580596856,0.017005894175509264,0.054968602349227215,0.07237023808279616
3.4942330000000004,0.0003932431896375916,0.016832007733331524,0.05428354972788905,0.07150880065085816
3.496535,0.00038324971594921566,0.0167090880069645,0.0537134220539672,0.07080575977688093
3.4988360000000003,0.0003707578738387458,0.0168420012070199,0.053090828643181376,0.07030358772404002
3.501138,0.00036126407383478884,0.016752559617508937,0.053134799927410235,0.07024862361875396
3.503439,0.0003572666843594384,0.016607154575343067,0.05310232113792301,0.07006674239762553
3.5057410000000004,0.0003562673369906008,0.016455753448964168,0.054038709622523835,0.07085073040847861
3.508043,0.00035326929488408804,0.016309349059429462,0.05465930433857198,0.07132192269288554
3.5103440000000004,0.00034877223172431884,0.016151951848837543,0.056504099581446164,0.07300482366200801
3.512646,0.00034577418961780613,0.016014541585622374,0.059237314635216975,0.07559763041045718
3.5149470000000003,0.00034777288435548125,0.016076501122490306,0.06376635691078893,0.08019063091763473
3.517249,0.00035276962119966913,0.015923101301373737,0.06954508307109229,0.0858209539936657
3.5195510000000003,0.00035826603172827586,0.015812673417117184,0.07756884309548931,0.09373978254433477
3.5218519999999995,0.00036176374751920753,0.015818169827645792,0.0857514993515315,0.10193143292669647
3.524154,0.0003642621159413015,0.015859143069768128,0.09571998935568644,0.11194339454139587
3.526456,0.00036626081067897673,0.015836657753969287,0.10584087983358913,0.1220437983982374
3.528757,0.00036626081067897673,0.015717735417077612,0.1150728508269108,0.13115684705466735
3.5310589999999995,0.0003642621159413015,0.01593559314348421,0.12356780313571472,0.13986765839514026
3.53336,0.0003592653790971136,0.015669766743373406,0.12951941639082698,0.1455484485132975
3.5356620000000003,0.00035177027383083165,0.015619299701247109,0.13216668757087774,0.1481377575459557
3.537964,0.00034577418961780613,0.015724730848659475,0.13108489404411106,0.14715539908238834
3.540265,0.00034377549488013085,0.016019038648782145,0.1261800971578562,0.14254291130151847
3.542567,0.00034227647382687447,0.016168940754107783,0.11872946284948753,0.13524068007742218
3.5448690000000003,0.00033877875803594296,0.016399789996309266,0.11083911569883034,0.12757768445317555
3.5471699999999995,0.000331283652769661,0.016682605301690304,0.1031306497693016,0.12014453872376155
3.549472,0.00032079050539686634,0.016893467596515038,0.09643552207177417,0.11364978017368607
3.5517730000000003,0.00031029735802407167,0.016670113459579836,0.0900666812901722,0.1070470921077761
3.554075,0.0003048009474954649,0.016239894417295255,0.08435391205621211,0.10089860742100283
3.556377,0.0003097976843396528,0.01546939759592147,0.07876106450651252,0.09454025978677366
3.558678,0.000331283652769661,0.014834812016709603,0.07366689129386292,0.0888329869633422
3.5609800000000003,0.00035526798962176316,0.014328642574393362,0.06853424320751307,0.08321815377152819
3.563282,0.00036126407383478884,0.013980869690037884,0.06455983872164597,0.07890197248551864
3.565583,0.00034577418961780613,0.013845458121560386,0.060821779888508974,0.07501301219968716
3.567885,0.0003522699475152504,0.01351267544773747,0.05755691203451657,0.0714218574297693
3.570186,0.0004322177370222576,0.013432727658230462,0.05506254100189794,0.06892748639715066
3.572488,0.0005696280002374263,0.013381261268735328,0.0523418177902376,0.06629270705921035
3.57479,0.0006600689371172281,0.013196382005500374,0.04972502670493637,0.06358147764755398
3.577091,0.0006051048318311607,0.01316440288969757,0.04708924801962723,0.060858755741155963
3.579393,0.0004402125159729583,0.013219866668668057,0.04446196378695321,0.05812204297159423
3.581695,0.00028581334748755067,0.013007505352790069,0.04234134867027984,0.055634667370557465
3.583996,0.00023584597904567118,0.012775656763219748,0.03997339507981917,0.05298489782208459
3.586298,0.00026132933695102966,0.012648739647377371,0.037424059941914486,0.05033412892624289
3.588599,0.00029730584222918303,0.012680219089495758,0.03538089424632603,0.048358419178050976
3.590901,0.00030580029486430247,0.012710699184245305,0.033151350266449366,0.046167849745558966
3.593203,0.0003008035580201145,0.01255929805786641,0.030930300739207817,0.04379040235509435
3.595504,0.00029980421065127684,0.012383912594635412,0.028904623622574024,0.04158834042786072
3.597806,0.00030779898960197764,0.012311959584079107,0.0270188551375775,0.03963861371125858
3.600108,0.0003147944211838408,0.012339941310406558,0.025597283505406018,0.03825201923699642
