Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH3OH_CO_NH3_120K_NASA,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,0.06966767728792392,0.054964618096348984,0.07201816482074194,0.19665046020501484
2.854382,0.07363633938709628,0.05848230667369957,0.07700106758849153,0.2091197136492874
2.8566830000000003,0.07725102061986097,0.06227356062594432,0.0821082737645114,0.2216328550103167
2.858985,0.08156222472078037,0.06637948816684187,0.08713864673148232,0.23508035961910456
2.861286,0.08536616716883941,0.07015948629865269,0.09297062986674766,0.2484962833342397
2.863588,0.08956173474700753,0.07416460083914203,0.09784391073114072,0.26157024631729026
2.8658900000000003,0.09385630049932964,0.07830821090931839,0.10268684981871187,0.2748513612273599
2.868191,0.09839773774896424,0.08242343673666135,0.10753027828978022,0.2883514527754058
2.870493,0.10294728619354004,0.08656655742334059,0.1126213348103949,0.3021351784272755
2.872795,0.10755985238342816,0.09086089761063212,0.11688141815288755,0.31530216814694784
2.875096,0.11233859407993184,0.0947338786068971,0.12177867880863982,0.32885115149546873
2.877398,0.11705868559763005,0.09874584451634624,0.1260695933114515,0.3418741234254278
2.879699,0.12223300403203467,0.102737256318916,0.1304857899895277,0.3554560503404784
2.882001,0.12728669443910884,0.1067110503155892,0.13470133943378176,0.3686990841884797
2.884303,0.13249408159135062,0.11084829840030287,0.13864479165363308,0.3819871716452866
2.886604,0.1375390368654112,0.11475798315885245,0.14274044214109094,0.39503746216535457
2.888906,0.14293194160451295,0.11897744767108352,0.1469843758281784,0.4088937651037749
2.891208,0.14852637834099955,0.1224750715250519,0.1508798684653112,0.42188131833136266
2.893509,0.15345819284459847,0.1268007322561596,0.1547146775488003,0.4349736026495584
2.895811,0.15909318555579102,0.13135248816294004,0.1585666150546888,0.4490122887734199
2.898112,0.16468803825099254,0.13555776055375446,0.16314137198583428,0.4633871707905813
2.900414,0.17015851929042924,0.13974003192020384,0.16702365126854465,0.4769222024791777
2.902716,0.17554539262816446,0.14414497277784616,0.17159008868023895,0.4912804540862496
2.905017,0.1812500584241082,0.14895952762258394,0.17562211931307029,0.5058317053597624
2.907319,0.18651463989965325,0.15314718220750173,0.1799551207966349,0.5196169429037899
2.909621,0.19220765885157887,0.15782911412451806,0.1843302092609524,0.5343669822370494
2.911922,0.19788986287691626,0.16268918163448867,0.18902290761490556,0.5496019521263105
2.9142240000000004,0.20358766535406364,0.1675702926348358,0.1938139720517812,0.5649719300406807
2.916525,0.20953774679181766,0.1727929933161777,0.1990195443107237,0.5813502844187189
2.918827,0.21546911008739972,0.17805337652679842,0.20403132070480376,0.5975538073190021
2.921129,0.2215294205846109,0.18321343612050808,0.20888502622931174,0.6136278829344308
2.92343,0.22855496327982325,0.18854135425373236,0.21395650741004132,0.6310528249435969
2.925732,0.2348665128408537,0.19399259702823266,0.2193862173106681,0.6482453271797545
2.928034,0.2419694238570436,0.20006095239261049,0.2252035189410196,0.6672338951906736
2.930335,0.24811334205595625,0.20508496337411874,0.22972493307097824,0.6829232385010532
2.932637,0.2537196336158184,0.21272130346329216,0.23677792803157602,0.7032188651106865
2.9349380000000003,0.2590740621737889,0.2187867225266872,0.24238185845718,0.7202426431576561
2.93724,0.26423964547518,0.22481054399282646,0.24809492140264344,0.7371451108706498
2.939542,0.26868374838552034,0.2317460869141137,0.2541427226601419,0.754572557959776
2.941843,0.27256734692748896,0.2382524405084204,0.26020471603905704,0.7710245034749663
2.944145,0.27727246393144955,0.2446897910296321,0.2659667173342332,0.7879289722953148
2.946447,0.2812708670787396,0.2508154042631738,0.271581414196774,0.8036676855386875
2.948748,0.2855119821361929,0.25664004664598217,0.27778924385783305,0.8199412726400082
2.95105,0.2898265139068317,0.2635472053244361,0.28356886295890577,0.8369425821901735
2.953351,0.29311570744516163,0.26943057372689977,0.2892706700839353,0.8518169512559968
2.955653,0.29710183981036115,0.2735756519475675,0.2931847592939589,0.8638622510518876
2.957955,0.29959447240959497,0.2811987786823185,0.2997297741845387,0.8805230252764522
2.960256,0.30189659591738977,0.2860789109156714,0.3048775991908201,0.8928531060238813
2.962558,0.3050279331234027,0.2910172797851824,0.30846624837525416,0.9045114612838392
2.96486,0.3068496243154502,0.29812068124598434,0.31489723691100324,0.9198675424724378
2.967161,0.30914051693794176,0.3032469733783922,0.3202863279813684,0.9326738182977024
2.969463,0.3107128408803872,0.3092257715627956,0.3251185006320028,0.9450571130751856
2.971764,0.3137123191737665,0.3142204195344763,0.330292262963632,0.9582250016718749
2.974066,0.31598698940637565,0.31921017367118565,0.3355325814508705,0.9707297445284316
2.976368,0.31844925701941945,0.32431052847824576,0.3396874473414808,0.9824472328391459
2.978669,0.3206095386054222,0.3294059894503346,0.3440889625146432,0.9941044905704001
2.980971,0.323562429522729,0.3344642572766417,0.3494961607744021,1.0075228475737728
2.983273,0.3268842758201811,0.33974910966211885,0.3538815262921593,1.0205149117744592
2.985574,0.3283353477972236,0.34488959391594337,0.3588154907101961,1.0320404324233632
2.987876,0.33193567845432315,0.34959942069229594,0.3634910606417498,1.045026159788369
2.990177,0.3355343452765629,0.35476779980545675,0.3681304161945161,1.0584325612765355
2.992479,0.33763327295211304,0.3600555884919165,0.372637638203058,1.0703264996470874
2.994781,0.3408407306029587,0.3647106043165909,0.37723050232359706,1.0827818372431466
2.997082,0.3443042108428453,0.3695608841566189,0.3818218982936449,1.0956869932931093
2.999384,0.3466699760340247,0.3737886681883012,0.3854325697354497,1.1058912139577757
3.001686,0.3498884565908161,0.37925214555022974,0.3904007909982854,1.1195413931393312
3.003987,0.3531876331383044,0.3844650585616291,0.3954654208100553,1.1331181125099887
3.006289,0.35601012099847984,0.3892360582751226,0.3992948466750759,1.1445410259486783
3.0085900000000003,0.35919012537414,0.3941103179065099,0.4035705902894766,1.1568710335701264
3.010892,0.3626032746095197,0.3982886742049823,0.4074602103246439,1.1683521591391461
3.013194,0.3656559956184105,0.4034888632454564,0.4115690741665243,1.1807139330303908
3.015495,0.3695133887613383,0.407683858582831,0.4155976791148757,1.192794926459045
3.0177970000000003,0.3726532531210073,0.41186564056578334,0.4189460410022203,1.203464934689011
3.020098,0.37587880497595255,0.41658965946355264,0.4228537682267813,1.2153222326662867
3.0224,0.3791813091931603,0.4211859492685716,0.4258639661176109,1.2262312245793427
3.024702,0.3813952494533893,0.42518323367310695,0.4289186979066792,1.2354971810331754
3.027003,0.3829852516412194,0.4292857355295245,0.43251419846007305,1.2447851856308172
3.029305,0.3864067200508978,0.4330275617485595,0.4349107094455051,1.2543449912449625
3.031607,0.3893720897296526,0.43689467014285904,0.4381235121041455,1.2643902719766569
3.0339080000000003,0.390956476474831,0.441406296602875,0.441171392524254,1.27353416560196
3.03621,0.39305353233616397,0.4444346016830984,0.44318961006640667,1.280677744085669
