Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CO_NH3_10K,H2O_CH4_10_0.6_a_V3,all
3.162799,0.6899406048156147,0.00010955493739512212,0.310793426818364,1.0008435865713738
3.165101,0.6800627068453753,9.497798106812043e-05,0.3040065035262963,0.9841641883527396
3.167402,0.6693829167701839,8.279255663851744e-05,0.29792094734970986,0.9673866566765325
3.1697040000000003,0.6600313226752789,7.237231051413733e-05,0.2914436157537933,0.9515473107395864
3.172006,0.6499599160022936,6.320477157410891e-05,0.2842711880895457,0.9342943088634134
3.174307,0.639205508175401,5.534688105408457e-05,0.2782318396288027,0.9174926946852578
3.176609,0.6287510637103482,4.879863895406427e-05,0.2721825895146648,0.9009824518639671
3.1789110000000003,0.6192537162737861,4.3446162802743336e-05,0.2659168232462888,0.8852139856828776
3.181212,0.6099344565379515,3.894780518620766e-05,0.2594005451470185,0.8693739494901562
3.183514,0.5992074085533495,3.490497745489077e-05,0.25333083161586417,0.8525731451466685
3.1858150000000003,0.5891882343065551,3.126073837314036e-05,0.2469185208772417,0.83613801592217
3.188117,0.579937622902286,2.807202917660873e-05,0.2408583789443693,0.8208240738758319
3.190419,0.5694627829184348,2.528190862964357e-05,0.2345592771095633,0.8040473419366277
3.19272,0.5590849460117955,2.2776494260940156e-05,0.22866878350485906,0.7877765060109155
3.1950220000000003,0.5493413599946186,2.038496236354144e-05,0.22232545428488867,0.7716871992418709
3.197323,0.5394206811800704,1.7879547994838017e-05,0.2165399182061717,0.7559784789342369
3.199625,0.5295895436675637,1.543107486178695e-05,0.2107860674183189,0.7403910421607445
3.201927,0.5195027159925603,1.2982601728735885e-05,0.20484507538129995,0.7243607739755892
3.204228,0.5097641044921634,1.070495230264187e-05,0.19876116948027936,0.7085359789247453
3.20653,0.4999618191769814,8.712009054809607e-06,0.19320007087851648,0.6931706020645527
3.208832,0.4895486632012034,7.0607132208914455e-06,0.18710824365477988,0.6766639675692041
3.211133,0.4799707285928038,5.637182329582686e-06,0.18189205264627725,0.6618684184214106
3.213435,0.4704748735112758,4.2136514382739264e-06,0.17649466138064554,0.6469737485433597
3.215736,0.460275621757042,2.6762380756604685e-06,0.17108802857184513,0.6313663265669628
3.218038,0.4509568594728855,1.3096484200040586e-06,0.16569261763689244,0.616650786758198
3.22034,0.4416027781195902,3.4164741391410226e-07,0.16064508479121853,0.6022482045582227
3.222641,0.4315393306734531,3.9858864956645264e-07,0.15545892879801415,0.5869986580601169
3.224943,0.42221708622755055,1.4235308913087598e-06,0.15027277280480975,0.5724912825632517
3.227245,0.4128550456474071,3.188709196531621e-06,0.1452084071483643,0.558066641504968
3.229546,0.4037775474270853,5.295534915668585e-06,0.1403866320000971,0.5441694749620979
3.231848,0.3941573294260549,7.0607132208914455e-06,0.13557970933192245,0.5297440994711982
3.234149,0.3856016580159653,8.085655462633753e-06,0.13081866432447808,0.5164284079959061
3.236451,0.3762724492465705,8.882832761766658e-06,0.12608930460789786,0.5023706366872301
3.238753,0.36738945463235056,1.0135539946118367e-05,0.12176195201915585,0.4891615421914525
3.241054,0.3588322908672269,1.1900718251341229e-05,0.11739202232081528,0.4762362139062936
3.2433560000000003,0.3501885705101296,1.3779779027868789e-05,0.11295971220608594,0.4631620624952434
3.245658,0.34206568205990845,1.5089427447872849e-05,0.10881157954379407,0.4508923510311504
3.247959,0.3330797149483405,1.5886604747005755e-05,0.10479084815518493,0.4378864497082724
3.250261,0.3251727205263756,1.6342134632224562e-05,0.1008783748436948,0.42606743750470255
3.252562,0.31747216855078475,1.674072328179101e-05,0.09729199598401436,0.4147809052580809
3.254864,0.3102481752827272,1.7253194402662163e-05,0.09373598219474537,0.4040014106718752
3.257166,0.3019606303270849,1.805037170179507e-05,0.09036116866260543,0.3923398493613921
3.259467,0.2952519969974455,1.907531394353737e-05,0.08667742354454051,0.3819484958559295
3.261769,0.2876384990655063,2.0157197420932033e-05,0.08342605062472531,0.37108470688765255
3.264071,0.2809477739962753,2.0897433484412587e-05,0.08037898181996095,0.3613476532497207
3.266372,0.2744669735351643,2.135296336963139e-05,0.0774276289980152,0.35191595549654914
3.2686740000000003,0.2680229844982261,2.1865434490502545e-05,0.0744921188215015,0.3425369687542181
3.270975,0.2615441738438272,2.2719553025287803e-05,0.07177972590148919,0.3333466192983417
3.273277,0.2555508760271657,2.380143650268245e-05,0.0689811885969401,0.3245558660606085
3.275579,0.2500769177623465,2.4997202451381812e-05,0.06661634371109339,0.3167182586758913
3.27788,0.2445696302351007,2.6022144693124123e-05,0.06407722972549412,0.30867288210528804
3.280182,0.23910313374545164,2.681932199225703e-05,0.061853978483196376,0.30098393155064024
3.282484,0.2341261297069641,2.721791064182348e-05,0.0597617591208262,0.2939151067384322
3.284785,0.2290317270724664,2.738873434878053e-05,0.057657987829495175,0.2867171036363103
3.287087,0.2242984743562036,2.7616499291389928e-05,0.05581892073892463,0.2801450115944196
3.289388,0.21985225125815253,2.8242852883565782e-05,0.05404355428519547,0.2739240483962315
3.29169,0.21577463985350667,2.9210853889655743e-05,0.05250879800896558,0.2683126487163619
3.293992,0.2114731751937564,3.0178854895745698e-05,0.05105391507012227,0.2625572691187744
3.296293,0.20773980035029324,3.09760321948786e-05,0.0497960750338401,0.25756685141632824
3.298595,0.20431932261229827,3.14315620800974e-05,0.0488471665834829,0.2531979207578613
3.300897,0.2013599825798183,3.171626825835916e-05,0.04807285728799143,0.2494645561360681
3.3031980000000005,0.1982683204009877,3.194403320096856e-05,0.04779165033157254,0.24609191476576125
3.3055,0.1962183220359096,3.234262185053501e-05,0.04790188873937055,0.24415255339713066
3.307801,0.19457225443337534,3.325368162097262e-05,0.04853394428108674,0.24313945239608306
3.310103,0.193329122690029,3.433556509836728e-05,0.05008124265161701,0.2434447009067444
3.3124050000000005,0.19230785439507495,3.4392506334019626e-05,0.052788354689818635,0.24513060159122765
3.314706,0.19177707345463854,3.262732802879677e-05,0.057056297358190414,0.24886599814085775
3.317008,0.19146566870420448,2.9894148717483947e-05,0.0622913015081436,0.2537868643610656
3.31931,0.190267307611879,2.784426423399933e-05,0.06764941621530833,0.2579445680914213
3.321611,0.18797156811786406,2.7616499291389928e-05,0.07190184629336124,0.25990103091051664
3.323913,0.18473415259737666,2.864144153313224e-05,0.0739706317426965,0.2587334257816063
3.326214,0.18206980140995646,2.9837207481831604e-05,0.07177180457877316,0.2538714431962115
3.3285160000000005,0.17784295450190762,3.07482672522692e-05,0.06555521652225918,0.2434289192914191
3.330818,0.17261175265595718,3.1602385787054456e-05,0.05645163639086714,0.2290949914326114
3.3331190000000004,0.16705372505755428,3.2741210500101464e-05,0.046759237937583915,0.21384570420563828
3.335421,0.16221252532716346,3.3993917684453165e-05,0.038822402631239775,0.2010689218760877
3.3377230000000004,0.1573792848236208,3.479109498358608e-05,0.033579807213683734,0.1909938831322881
3.340024,0.15382897219766525,3.479109498358608e-05,0.03048257003171785,0.18434633332436667
3.3423260000000004,0.15072537117856244,3.4392506334019626e-05,0.028367246811425943,0.1791270104963224
3.344627,0.1477680209527945,3.4221682627062566e-05,0.0271080865546911,0.17491032919011268
3.3469290000000003,0.14472660139344296,3.4620271276629026e-05,0.026064452286854767,0.17082567395157436
3.349231,0.1423457976624883,3.5303566104457234e-05,0.025171983260849254,0.16755308448944198
3.351532,0.14082160572106645,3.581603722532839e-05,0.024558410805470464,0.16541583256376224
3.3538339999999995,0.13944714673472552,3.592991969663308e-05,0.0239620012159764,0.16344507787039855
3.356135,0.1381279048846437,3.5986860932285434e-05,0.023536560175103208,0.16170045192067914
3.3584370000000003,0.13704942964671854,3.621462587489484e-05,0.022956653341267518,0.16004229761386096
3.360739,0.13516607759377364,3.655627328880894e-05,0.02249028546636153,0.157692919333424
3.3630400000000003,0.1331101098085594,3.678403823141834e-05,0.022080357015807232,0.15522725086259806
3.365342,0.13074174236955502,3.6840979467070695e-05,0.0217248876589256,0.1525034710079477
3.3676440000000003,0.12948915904432648,3.689792070272304e-05,0.021240696807908552,0.15076675377293774
3.3699449999999995,0.127576457342379,3.71826268809848e-05,0.02090437064759065,0.14851801061685066
3.372247,0.12592392286803064,3.7752039237508296e-05,0.02048322032318864,0.14644489523045678
3.3745480000000003,0.1251354619583852,3.8207569122727104e-05,0.02012874113164651,0.14530241065915445
3.37685,0.12423557187286555,3.815062788707475e-05,0.019737295767429597,0.14401101826818224
3.3791519999999995,0.12327350032759472,3.7865921708813e-05,0.01930888423053789,0.14262025047984142
3.381453,0.12204877429633472,3.780898047316065e-05,0.01899863242416024,0.14108521570096813
3.3837550000000003,0.12113097595040676,3.849227530098885e-05,0.018710164255251654,0.1398796324809594
3.386057,0.1206225803354808,3.951721754273117e-05,0.01844546005449114,0.13910755760751467
3.388358,0.1200306128386492,4.0314394841864066e-05,0.01803586165905001,0.13810678889254105
3.39066,0.1193625352350821,4.0542159784473466e-05,0.017711087427692968,0.13711416482255953
3.392961,0.11886906317049645,4.0769924727082866e-05,0.017458265211006498,0.13636809830622998
3.395263,0.11894268601884188,4.1339337083606374e-05,0.017295878095327975,0.13627990345125346
3.397565,0.11880190719396512,4.242122056100103e-05,0.01701467113890908,0.1358589995534352
3.3998660000000003,0.1185501966448922,4.3218397860133936e-05,0.016896511408395036,0.13548992645114735
3.402168,0.11782491209835401,4.333228033143864e-05,0.016705409497870926,0.13457365387655634
3.40447,0.11749112202240945,4.281980921056748e-05,0.0163826155971929,0.13391655742881292
3.406771,0.1169727773739233,4.213651438273928e-05,0.01621461754459053,0.13322953143289654
3.409073,0.11635991690661528,4.179486696882517e-05,0.016032097067008783,0.1324338088405929
3.411374,0.11589728684606625,4.179486696882517e-05,0.01584264543205051,0.13178172714508554
3.413676,0.11543863639894125,4.2193455618391635e-05,0.015432386926383037,0.13091321678094267
3.415978,0.11489740897326665,4.293369168187218e-05,0.015367036013975825,0.13030737867892433
3.418279,0.1138328623823258,4.373086898100509e-05,0.015091109939367613,0.1289677031906744
3.420581,0.11377267072928662,4.4300281337528604e-05,0.01490363863508835,0.1287206096457125
3.422883,0.1132667623727507,4.458498751579033e-05,0.014699994630263868,0.12801134199053035
3.425184,0.11356523337955655,4.47558112227474e-05,0.014565662199204606,0.1281756513899839
3.427486,0.11299764101494746,4.504051740100915e-05,0.014426048886334659,0.12746873041868312
3.429787,0.11275388969272265,4.5382164814923245e-05,0.014415157067600125,0.1272144289251377
3.432089,0.11279617308535347,4.5780753464489706e-05,0.0141976507480226,0.12703960458684058
3.434391,0.11229275198720763,4.606545964275145e-05,0.014154413528197627,0.126493230975048
3.436692,0.11188533906291764,4.640710705666556e-05,0.01422669559798136,0.12615844176795568
3.438994,0.11173361630112466,4.6805695706232013e-05,0.014370269572209316,0.1261506915690402
3.441296,0.11177788950046752,4.726122559145082e-05,0.014525395475398144,0.12635054620145714
3.443597,0.11143862745606488,4.754593176971256e-05,0.014622431678669454,0.12610860506650404
3.445899,0.1103969636423125,4.743204929840786e-05,0.014680521378586973,0.12512491707019788
3.4482,0.10974132233069564,4.709040188449376e-05,0.014499321121457897,0.12428773385403805
3.450502,0.10900708365395326,4.674875447057967e-05,0.013991696357405941,0.12304552876582978
3.452804,0.1079271160609941,4.65779307636226e-05,0.013461627845658587,0.12143532183741633
3.455105,0.10730480401180392,4.663487199927495e-05,0.013007802065052972,0.12035924094885615
3.457407,0.1067123390632943,4.7033460648841414e-05,0.012771482604024885,0.11953085512796804
3.459709,0.10627507903832374,4.754593176971256e-05,0.012472452671494931,0.1187950776415884
3.46201,0.10553536839312326,4.783063794797432e-05,0.012438456994838658,0.11802165602590987
3.464312,0.10521351715745096,4.754593176971256e-05,0.012276729989386474,0.11753779307860715
3.466613,0.10470064447742287,4.686263694188436e-05,0.012169462077606968,0.11691696919197175
3.468915,0.10430865255515123,4.62362833497085e-05,0.012093219346465222,0.11644810818496615
3.471217,0.1028988744996716,4.629322458536086e-05,0.012011035623286459,0.11495620334754345
3.473518,0.1017044930207702,4.65779307636226e-05,0.01195195575802944,0.11370302670956328
3.47582,0.100775750737926,4.640710705666556e-05,0.01183775668887341,0.11265991453385607
3.478122,0.10021512269680903,4.5496047286227945e-05,0.01168296084079775,0.111943579584893
3.4804230000000005,0.09963708384696172,4.435722257318094e-05,0.011576353039244577,0.11125779410877948
3.482725,0.09857601941776692,4.3673927745352736e-05,0.011618270038616874,0.11023796338412914
3.4850260000000004,0.09767165226714522,4.373086898100509e-05,0.011423537521847922,0.10913892065797416
3.487328,0.09709162361058583,4.424334010187624e-05,0.01137765986111761,0.10851352681180533
3.4896300000000005,0.09629818818416032,4.4812752458399744e-05,0.011403404159944687,0.1077464050965634
3.491931,0.0955261431798892,4.509745863666149e-05,0.011233095721550145,0.106804336360076
3.4942330000000004,0.09475708288568613,4.4812752458399744e-05,0.01111823654216778,0.1059201321803123
3.496535,0.09429644263184912,4.3673927745352736e-05,0.011037042984328522,0.10537715954392296
3.4988360000000003,0.09349206326850734,4.225039685404398e-05,0.011124837644431135,0.10465915130979253
3.501138,0.09258023434271548,4.116851337664932e-05,0.011065757779174115,0.10368716063526624
3.503439,0.09179674794985014,4.071298349143052e-05,0.010969711741242307,0.10280717267458388
3.5057410000000004,0.09124457658725932,4.059910102012582e-05,0.010869705041952487,0.10215488073023192
3.508043,0.09057948369376027,4.025745360621172e-05,0.010772998893794343,0.10139274004116083
3.5103440000000004,0.08957861091760469,3.974498248534057e-05,0.010669031533146515,0.10028738743323654
3.512646,0.08888018876167901,3.940333507142646e-05,0.010578266377025393,0.09949785847377582
3.5149470000000003,0.0884911815494754,3.963110001403586e-05,0.01061919321105819,0.09915000586054762
3.517249,0.08755199278139299,4.0200512370559366e-05,0.0105178662913157,0.09811005958507923
3.5195510000000003,0.08665757466433148,4.082686596273522e-05,0.010444924111305634,0.09714332564159983
3.5218519999999995,0.08640238195351248,4.122545461230168e-05,0.010448554717550478,0.09689216212567524
3.524154,0.08596412702518587,4.151016079056343e-05,0.010475619236830231,0.09648125642280668
3.526456,0.08535027165452187,4.173792573317283e-05,0.010460766756737684,0.09585277633699273
3.528757,0.08486774352685242,4.173792573317283e-05,0.010382213639803769,0.09529169509238936
3.5310589999999995,0.08422851812060989,4.151016079056343e-05,0.010526117669144894,0.09479614595054536
3.53336,0.08378578612718121,4.094074843403992e-05,0.010350528348939668,0.09417725522455493
3.5356620000000003,0.08301622838130014,4.0086629899254666e-05,0.010317192782509723,0.09337350779370912
3.537964,0.0821158408441025,3.940333507142646e-05,0.010386834411388116,0.09254207859056204
3.540265,0.08128211183175818,3.917557012881706e-05,0.010581236873043902,0.0919025242749309
3.542567,0.08056030944696604,3.900474642186e-05,0.010680253406994215,0.09127956760038212
3.5448690000000003,0.0798181115433755,3.8606157772293564e-05,0.010832738869277705,0.09068945657042547
3.5471699999999995,0.07900875766325365,3.7752039237508296e-05,0.011019550063330634,0.09006605976582177
3.549472,0.07820935281669199,3.655627328880894e-05,0.01115883332108741,0.08940474241106823
3.5517730000000003,0.07739900403321412,3.536050734010959e-05,0.011011298685501441,0.08844566322605568
3.554075,0.07670555639406852,3.4734153747933726e-05,0.010727121233064034,0.0874674117808805
3.556377,0.07553157043396554,3.5303566104457234e-05,0.01021817624855941,0.0857850502486294
3.558678,0.07489135012436697,3.7752039237508296e-05,0.009799006254836408,0.08472810841844089
3.5609800000000003,0.07377606346226914,4.048521854882112e-05,0.009464660425197507,0.08328120910601547
3.563282,0.07320747619430401,4.116851337664932e-05,0.009234942066432777,0.08248358677411344
3.565583,0.07232449946583673,3.940333507142646e-05,0.009145497130764324,0.08150939993167246
3.567885,0.07139973679641659,4.014357113490701e-05,0.008925680425394624,0.08036556079294613
3.570186,0.07070529425391499,4.925416883928308e-05,0.008872871607287789,0.07962742003004207
3.572488,0.06982679459054979,6.491300864367942e-05,0.008838875930631514,0.07873058352982497
3.57479,0.06908857630038331,7.521937229675485e-05,0.008716755538759459,0.07788055121143952
3.577091,0.06827076574173531,6.89558363749963e-05,0.008695632011516723,0.07703535358962703
3.579393,0.06730272477632834,5.016522860972069e-05,0.008732268129078341,0.0760851581340164
3.581695,0.06683313039228714,3.2570386793144424e-05,0.00859199470598206,0.07545769548506234
3.583996,0.0660242739638433,2.6876263227909374e-05,0.008438849133472237,0.07448999936054346
3.586298,0.06529600470723702,2.9780266246179247e-05,0.008355015134727637,0.07368080010821085
