Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,d_NH3_CH3OH_50_10K_I10m_Baselined,CO_NH3_10K,all
3.001686,0.8330225205492604,0.013883353809678738,0.0036696460191001186,0.8505755203780393
3.003987,0.8408772762908587,0.013608043704885909,0.003570613607304137,0.8580559336030488
3.006289,0.8475971205932751,0.013397599829819444,0.003538428073470442,0.8645331484965649
3.0085900000000003,0.855168148475078,0.013256973805069152,0.0035651668246553577,0.8719902891048026
3.010892,0.8632942530249974,0.013175272065337466,0.003688957339400335,0.8801584824297352
3.013194,0.8705622417267045,0.013136649424737034,0.003963277120075206,0.8876621682715167
3.015495,0.8797460124346049,0.013128726831793357,0.00438961165285691,0.8972643509192552
3.0177970000000003,0.8872214740390245,0.013142096207385812,0.004849617205649246,0.9052131874520596
3.020098,0.8949009424117439,0.013169330120629706,0.0052115806707635605,0.9132818532031372
3.0224,0.9027636207462859,0.013200525330345441,0.005415587439063284,0.9213797335156948
3.024702,0.9080346208641272,0.013222312460940557,0.005481939154966592,0.9267388724800344
3.027003,0.9118201348050288,0.013223302785058516,0.00543786973171738,0.9304813073218046
3.029305,0.9199660458373072,0.013204981788876259,0.005329924402859759,0.9385009520290432
3.031607,0.9270260664742426,0.013175272065337466,0.005216532291353359,0.9454178708309332
3.0339080000000003,0.9307982110395516,0.013142591369444793,0.005142257982506374,0.9490830603915028
3.03621,0.935790930080246,0.013117833266495795,0.005100664369552061,0.954009427716294
3.038511,0.940862379888318,0.013111396159729059,0.005075411104544085,0.9590491871525912
3.040813,0.9462641027897299,0.013129221993852332,0.00505659494630285,0.9644499197298853
3.043115,0.9494207609157268,0.01316784463445277,0.005048177191300191,0.96763678274148
3.045416,0.9551279988075296,0.013223302785058516,0.0050546142980669295,0.9734059158906552
3.047718,0.9576647140356837,0.013289654500961824,0.005075411104544085,0.9760297796411896
3.05002,0.9609946788823236,0.013361452999513912,0.00510611115220084,0.9794622430340384
3.052321,0.9637354008787772,0.013432756336007018,0.005143743468683314,0.9823119006834676
3.054623,0.9675441874364508,0.013508516131030945,0.005188308053991505,0.9862410116214734
3.056924,0.9671376593860284,0.013594674329293451,0.005240300070184396,0.985972633785506
3.059226,0.9701130881984386,0.013693211579030454,0.0053007098413799456,0.9891070096188491
3.061528,0.971977868512557,0.013794224639062352,0.005365080909047333,0.9911371740606666
3.063829,0.9711148010437549,0.013886819944091598,0.005429947138773703,0.9904315681266204
3.066131,0.973430673993604,0.013961589414997564,0.005504221447620688,0.9928964848562224
3.068433,0.9719788588366748,0.014014571755308416,0.00561216677647831,0.9916055973684617
3.070734,0.9708429570733748,0.01404131050649333,0.005777055742118619,0.9906613233219868
3.073036,0.9697768731603912,0.014040815344434349,0.006012257720134077,0.9898299462249596
3.075337,0.9681463045001704,0.014013086269131477,0.0063271807896453,0.9884865715589471
3.077639,0.966010175377731,0.013960599090879605,0.006703503954470032,0.9866742784230808
3.079941,0.9609506094590744,0.013892266726740377,0.007023378644571055,0.9818662548303856
3.082242,0.9593740134632822,0.013818487579952368,0.007147664321375012,0.9803401653646096
3.084544,0.9545303382023408,0.013748669729636205,0.007020407672217175,0.975299415604194
3.086846,0.9504011817925072,0.013690240606676576,0.006726776571242089,0.9708181989704259
3.089147,0.9474029755253838,0.0136501324798992,0.006365803430245733,0.9674189114355288
3.0914490000000003,0.9415798697117802,0.013638743752542662,0.006044938416026751,0.9612635518803496
3.09375,0.9324411587512468,0.013666472827845538,0.005880544612445421,0.951988176191538
3.096052,0.9308754563207524,0.013740747136692523,0.005970664107179764,0.9505868675646248
3.098354,0.9236386628287611,0.013846711817314223,0.006315296900229783,0.9438006715463051
3.100655,0.9181834624249794,0.013961589414997564,0.006876810675113001,0.93902186251509
3.102957,0.9108530833038408,0.014061612150911508,0.007599252119164691,0.9325139475739168
3.105259,0.9043342747973704,0.014121526760048075,0.00838259849647091,0.9268384000538892
3.10756,0.8963666221063246,0.014116079977399297,0.009118904478174036,0.9196016065618978
3.109862,0.8894328677944289,0.014044776640906191,0.009720031217775649,0.9131976756531108
3.112163,0.8820712934635745,0.013932374853517749,0.010117646351136515,0.9061213146682288
3.114465,0.8736109545238437,0.013805613366418891,0.010254806241473952,0.8976713741317366
3.116767,0.8663291012844851,0.013676871231084114,0.010147356074675313,0.8901533285902445
3.119068,0.857828159055918,0.013553080716339138,0.009856695946054105,0.8812379357183112
3.12137,0.8506448430662964,0.0134406789289507,0.00943481787180322,0.8735203398670504
3.123672,0.8422444187357024,0.013346102975685534,0.008904994468694716,0.8644955161800827
3.125973,0.8337306022936016,0.013277275449487327,0.008284556408792887,0.8552924341518818
3.128275,0.8251905422623752,0.013234691512415056,0.007597271470928772,0.8460225052457191
3.130576,0.816202360567772,0.013204981788876259,0.006882257457761781,0.8362895998144101
3.132878,0.8077573716518694,0.013174776903278486,0.006180117658128267,0.8271122662132763
3.13518,0.7986855075692986,0.013140610721208873,0.005509668230269467,0.8173357865207769
3.137481,0.7904915658172991,0.013105454215021298,0.004875365632716201,0.8084723856650364
3.139783,0.7808581879598449,0.013072278357069644,0.004280675999881329,0.7982111423167958
3.142085,0.7734520490436824,0.013037617012941052,0.003730550952354648,0.7902202170089779
3.144386,0.7622673284554441,0.01299750888616368,0.003230932434843918,0.7784957697764516
3.146688,0.7547071941389388,0.012947497518206707,0.0027862769058799577,0.7704409685630255
3.148989,0.7445172541271912,0.012885107098775241,0.0023941085551678685,0.7597964697811342
3.151291,0.7348947698350347,0.012809842465810291,0.0020529418965307107,0.7497575541973757
3.153593,0.7247736573494853,0.012722693943429826,0.0017578253093786837,0.7392541766022939
3.155894,0.7161216906929292,0.012630593800459566,0.0015052926592989287,0.7302575771526877
3.158196,0.7061758655762587,0.01253799849543032,0.0012889068395247078,0.7200027709112138
3.160498,0.695840347919171,0.012445403190401078,0.0011061920397611208,0.7093919431493333
3.162799,0.6867650177021872,0.012346865940664076,0.0009526918014773484,0.7000645754443287
3.165101,0.6769325846970232,0.012238920611806457,0.0008259303143784912,0.6899974356232081
3.167402,0.6663019504527834,0.012119586555592294,0.0007199656337567902,0.6791415026421325
3.1697040000000003,0.65699339890602,0.011987378285844659,0.0006293509769634666,0.6696101281688281
3.172006,0.646968347859913,0.011846257099035386,0.0005496298854677008,0.6593642348444161
3.174307,0.6362634393068262,0.011705631074285093,0.0004812975213284732,0.6484503679024398
3.176609,0.6258571134753044,0.011576888938950316,0.0004243538845457836,0.6378583562988005
3.1789110000000003,0.61640347944526,0.011460030693031056,0.00037780865100167193,0.6282413187892927
3.181212,0.6071271134323303,0.011346143419465677,0.00033869084834225896,0.6188119477001383
3.183514,0.5964494387924875,0.011227304525310495,0.0003035343421546853,0.6079802776599527
3.1858150000000003,0.586476379762573,0.011104999496742459,0.000271843970379971,0.5978532232296955
3.188117,0.5772683461137827,0.01098517027846932,0.000244114895077096,0.5884976312873292
3.190419,0.5668417186378427,0.010872273329021902,0.0002198519541870804,0.5779338439210516
3.19272,0.5565116477634038,0.01076779413457714,0.00019806482359196434,0.5674775067215729
3.1950220000000003,0.5468129085141643,0.010673218181311978,0.00017726801711480806,0.5576633947125911
3.197323,0.5369378915719278,0.010586564820990492,0.000155480886519692,0.5476799372794381
3.199625,0.5271520038003079,0.01050585340537677,0.0001341889179835558,0.5377920461236683
3.201927,0.5171116027303724,0.010427617800057942,0.00011289694944741964,0.5276521174798777
3.204228,0.5074178151017226,0.010356809625623816,9.309046708822322e-05,0.5178677151944346
3.20653,0.4976606467295234,0.010302341799136024,7.575979502392635e-05,0.5080387483236833
3.208832,0.4872954193488969,0.01027065142736131,6.140009531350895e-05,0.4976274708715717
3.211133,0.4777615690652978,0.010256291727650892,4.902104383901117e-05,0.4880668818367877
3.213435,0.4683094205214303,0.010249359458825174,3.6641992364513396e-05,0.47859542197262
3.215736,0.4581571128261651,0.010245893324412314,2.3272616772055805e-05,0.4684262787673495
3.218038,0.4488812419752944,0.010249854620884152,1.1388727356537947e-05,0.4591424853235351
3.22034,0.43957021461823614,0.010265699806771509,2.970972353879465e-06,0.4498388853973615
3.222641,0.4295530861650727,0.010292438557956429,3.4661344128593764e-06,0.439848990857442
3.224943,0.4202737491797891,0.0103201676332593,1.2379051474497771e-05,0.4306062958645229
3.227245,0.4109547992297872,0.010342449925913395,2.772907530287501e-05,0.4213249782310034
3.229546,0.40191908197752174,0.010360770922095652,4.60500714851317e-05,0.4123259029711025
3.231848,0.3923431429189093,0.01037958708033689,6.140009531350895e-05,0.4027841300945597
3.234149,0.3838268506665138,0.010402364535049969,7.031301237514731e-05,0.3942995282139389
3.236451,0.3745405814124045,0.010425637151822022,7.724528120086608e-05,0.38504346384542737
3.238753,0.36569847252520027,0.01044395814800428,8.813884649842412e-05,0.37623056951970296
3.241054,0.35718069478662784,0.010452871065065915,0.00010348887032680136,0.36773705472202056
3.2433560000000003,0.3485767588497929,0.010449404930653057,0.00011982921827313841,0.3591459929987191
3.245658,0.3404912575887099,0.01043009361035284,0.00013121794562967636,0.3510525691446925
3.247959,0.33154665015529683,0.010402364535049969,0.00013815021445539512,0.3420871649048022
3.250261,0.3236760492278112,0.010379091918277909,0.0001421115109272344,0.33419725265701633
3.252562,0.3160109405548021,0.01037166448739321,0.00014557764534009376,0.32652818268753536
3.254864,0.3088201971342959,0.01037711127004199,0.00015003410387091296,0.3193473425082088
3.257166,0.3005707972316905,0.010388004835339549,0.00015696637269663172,0.31111576843972666
3.259467,0.2938930417042874,0.010400383886814043,0.00016587928975827013,0.3044593048808597
3.261769,0.2863145863915999,0.010409791965934664,0.00017528736887888842,0.29689966572641346
3.264071,0.2796546566983201,0.010414248424465485,0.00018172447564562724,0.29025062959843123
3.266372,0.2732036853939298,0.010414248424465485,0.00018568577211746656,0.2838036195905128
3.2686740000000003,0.2667893560819041,0.010411772614170584,0.0001901422306482857,0.27739127092672305
3.270975,0.2603403654257497,0.010410287127993644,0.0001975696615329844,0.2709482222152764
3.273277,0.2543746529391597,0.010407811317698744,0.0002069777406536027,0.2649894419975121
3.275579,0.2489258896421448,0.010400383886814043,0.00021737614389218083,0.259543649672851
3.27788,0.24344395048717826,0.01038503386298567,0.0002262890609538193,0.2540552734111177
3.280182,0.238002614621048,0.010360275760036671,0.000233221329779538,0.24859611171086424
3.282484,0.233048518220954,0.010326109577967058,0.00023668746419239732,0.2436113152631135
3.284785,0.2279775635749408,0.010283030478835806,0.00023817295036933706,0.2384987670041459
3.287087,0.22326609658374685,0.010232523948819856,0.0002401535986052567,0.233738774131172
3.289388,0.21884033810058445,0.010176570636155126,0.0002456003812540358,0.2292625091179936
3.29169,0.21478149470312613,0.01011269473054672,0.00025401813625669425,0.22514820756992954
3.293992,0.2104998283791268,0.010035944611404831,0.00026243589125935266,0.220798208881791
3.296293,0.20678363712648254,0.009942854144316608,0.0002693681600850715,0.21699585943088426
3.298595,0.2033789028089367,0.00983787978781287,0.0002733294565569107,0.21349011205330648
3.300897,0.2004331837200652,0.009728448972778308,0.0002758052668518103,0.21043743795969533
3.3031980000000005,0.19735575152350507,0.009617532671566807,0.00027778591508773,0.2072510701101596
3.3055,0.19531518867844885,0.00950265507388347,0.0002812520495005893,0.2050990958018329
3.307801,0.19367669742528434,0.00938035004531543,0.0002891746424442679,0.20334622211304404
3.310103,0.19243928743989355,0.009255569206452492,0.00029858272156488616,0.20199343936791087
3.3124050000000005,0.19142271973280775,0.009143662581123032,0.00029907788362386616,0.2008654601975547
3.314706,0.19089438181587626,0.009056018896683588,0.0002837278597954889,0.2002341285723553
3.317008,0.1905844103669548,0.00898323007401354,0.0002599600809644532,0.1998276005219328
3.31931,0.18939156496687215,0.008903508982517776,0.00024213424684117637,0.1985372081962311
3.321611,0.1871063920646799,0.008803486246603834,0.0002401535986052567,0.19615003190988906
3.323913,0.18388387738483866,0.008690094135097434,0.0002490665156668952,0.19282303803560294
3.326214,0.18123178939694226,0.008576702023591034,0.0002594649189054733,0.1900679563394388
3.3285160000000005,0.17702439738178993,0.008468756694733414,0.0002673875118491519,0.1857605415883725
3.330818,0.17181727316955722,0.008362296852052734,0.00027481494273385047,0.1804543849643438
3.3331190000000004,0.16628482748457465,0.008254351523195109,0.0002847181839134487,0.17482389719168326
3.335421,0.16146591032658214,0.008149377166691372,0.00029561174921100675,0.16991089924248454
3.3377230000000004,0.15665491576153334,0.008058762509898048,0.0003025440180367255,0.16501622228946813
3.340024,0.15312094414659375,0.007991915631935761,0.0003025440180367255,0.16141540379656624
3.3423260000000004,0.15003162806061804,0.007948836532804508,0.00029907788362386616,0.15827954247704645
3.344627,0.14708788961998248,0.007925563916032451,0.00029759239744692634,0.15531104593346184
3.3469290000000003,0.14406046879137935,0.007920612295442653,0.00030105853185978575,0.1522821396186818
3.349231,0.1416906231771015,0.00793596231927103,0.0003070004765675447,0.14993358597294004
3.351532,0.14017344662838702,0.007974089797812483,0.0003114569350983638,0.14845899336129784
3.3538339999999995,0.13880531385942552,0.008032518920772112,0.0003124472592163237,0.14715028003941394
3.356135,0.1374921440790108,0.008102831933147259,0.00031294242127530373,0.14590791843343334
3.3584370000000003,0.13641863273514235,0.008176115917876288,0.00031492306951122327,0.14490967172252986
3.360739,0.1345439491798444,0.008241477309661634,0.0003178940418651028,0.14310332053137115
3.3630400000000003,0.13249744439008046,0.008288022543205747,0.0003198746901010224,0.1411053416233872
3.365342,0.1301399778272771,0.008305353215270045,0.0003203698521600023,0.13876570089470713
3.3676440000000003,0.1288931597627657,0.008285051570851867,0.0003208650142189822,0.13749907634783656
3.3699449999999995,0.1269892616459879,0.008219690179066519,0.00032334082451388173,0.1355322926495683
3.372247,0.12534433328605668,0.00811719163285768,0.00032829244510368085,0.13378981736401804
3.3745480000000003,0.12455950142257352,0.008008255979882094,0.00033225374157552014,0.13290001114403113
3.37685,0.12366375325787884,0.007926554240150412,0.00033175857951654026,0.13192206607754578
3.3791519999999995,0.12270610983581168,0.007891397733962838,0.00032928276922164067,0.13092679033899618
3.381453,0.12148702084660315,0.007911699378381012,0.00032878760716266073,0.12972750783214682
3.3837550000000003,0.12057344684778525,0.00799389628017168,0.00033472955187041967,0.12890207267982734
3.386057,0.12006739122350775,0.008119172281093595,0.00034364246893205813,0.1285302059735334
3.388358,0.11947814837332164,0.008262274116138793,0.00035057473775777683,0.1280909972272182
3.39066,0.11881314572811165,0.008403395302948065,0.0003525553859936965,0.12756909641705338
3.392961,0.11832194496560355,0.00853857454504958,0.0003545360342296161,0.12721505554488274
3.395263,0.11839522895033258,0.008665336032148441,0.00035948765481941524,0.12742005263730044
3.397565,0.11825509808764127,0.008783679764244634,0.0003688957339400335,0.12740767358582594
3.3998660000000003,0.11800454608579745,0.008895586389574097,0.0003758280027657523,0.1272759604781373
3.402168,0.11728259980380472,0.009000065584018856,0.0003768183268837121,0.1266594837147073
3.40447,0.1169503460622292,0.009074339892865844,0.0003723618683528929,0.12639704782344796
3.406771,0.11643438719677215,0.009082757647868504,0.00036641992364513394,0.12588356476828574
3.409073,0.11582434754010887,0.009005017204608657,0.0003634489512912545,0.1251928136960088
3.411374,0.1153638468252576,0.008875284745155922,0.0003634489512912545,0.12460258052170475
3.413676,0.11490730740687807,0.008740600665113386,0.0003669150857041139,0.1240148231576956
3.415978,0.11436857108670795,0.008629189201842906,0.0003733521924708527,0.12337111248102173
3.418279,0.11330892428049096,0.008539564869167541,0.0003802844612965714,0.12222877361095505
3.420581,0.1132490096713544,0.008468756694733414,0.0003852360818863706,0.12210300244797415
3.422883,0.1127454298573718,0.00843161954030992,0.00038771189218127016,0.12156476128986302
3.425184,0.11304252709275975,0.008457367967376877,0.00038919737835820987,0.12188909243849486
3.427486,0.11247754718346367,0.008571750403001236,0.0003916731886531095,0.12144097077511805
3.429787,0.11223491777456353,0.008774271685124018,0.00039464416100698887,0.12140383362069453
3.432089,0.1122770065495768,0.009055523734624607,0.0003981102954198482,0.12173064057962127
3.434391,0.11177590254588916,0.009399166203556663,0.0004005861057147478,0.12157565485516054
3.436692,0.1113703648195846,0.009769052261614659,0.00040355707806862727,0.12154297415926787
3.438994,0.11121934039159573,0.010125568944080196,0.0004070232124814867,0.1217519325481574
3.441296,0.11126340981484494,0.01043207425858876,0.00041098450895332597,0.12210646858238702
3.443597,0.11092570929062064,0.010652421374834822,0.00041346031924822555,0.12199159098470368
3.445899,0.1098888399391167,0.01075442475898468,0.0004124699951302657,0.12105573469323165
3.4482,0.1092362163453812,0.010736598924861406,0.00040949902277638615,0.120382314293019
3.450502,0.10850535714632682,0.010614789058352348,0.00040652805042250685,0.11952667425510168
3.452804,0.10743036031628143,0.010419695207114265,0.000405042564245567,0.11825509808764124
3.455105,0.10681091258049756,0.010244407838235374,0.00040553772630454686,0.1174608581450375
3.457407,0.10622117456825247,0.010196872280573305,0.0004090038607174063,0.1168270507095432
3.459709,0.10578592711840916,0.010322148281495221,0.00041346031924822555,0.1165215357191526
3.46201,0.10504962113670603,0.010560321231864558,0.00041593612954312514,0.11602587849811373
3.464312,0.10472925128454603,0.010842563605483106,0.00041346031924822555,0.1159852752092774
3.466613,0.10421873920173773,0.011114902737922056,0.0004075183745404666,0.11574116031420024
3.468915,0.10382855149926158,0.011334754692109136,0.0004020715918916875,0.1155653777832624
3.471217,0.10242526222411252,0.011470429096269634,0.0004025667539506675,0.11429825807433283
3.473518,0.10123637812050174,0.011541732432762741,0.000405042564245567,0.11318315311751005
3.47582,0.10031191055638623,0.011589267990424814,0.00040355707806862727,0.11230473562487968
3.478122,0.09975386291591587,0.011643240654853622,0.0003956344851249488,0.11179273805589446
3.4804230000000005,0.09917848460338123,0.01170612623634407,0.00038573124394535046,0.11127034208367063
3.482725,0.09812230393157707,0.011777429572837178,0.0003797892992375916,0.11027952280365184
3.4850260000000004,0.0972220993083516,0.011850218395507223,0.0003802844612965714,0.1094526021651554
3.487328,0.09664474034758104,0.011911618490820734,0.0003847409198273906,0.10894109975822916
3.4896300000000005,0.09585495686350808,0.011949250807303208,0.0003896925404171898,0.10819390021122847
3.491931,0.09508646534797124,0.011968562127603423,0.0003921683507120893,0.10744719582628676
3.4942330000000004,0.0943209448047883,0.01198440731349078,0.0003896925404171898,0.10669504465869628
3.496535,0.09386242473817293,0.012006689606144877,0.0003797892992375916,0.10624890364355538
3.4988360000000003,0.0930617476888024,0.012026496088504071,0.0003674102477630938,0.10545565402506957
3.501138,0.0921541156346922,0.012030952547034892,0.0003580021686424755,0.10454307035036957
3.503439,0.09137423539179887,0.012010155740557736,0.00035404087217063624,0.10373843200452723
3.5057410000000004,0.09082460550633116,0.011959649210541785,0.0003530505480526764,0.10313730526492562
3.508043,0.090162573833475,0.01187745230875112,0.00035007957569879695,0.10239010571792492
3.5103440000000004,0.08916630777080745,0.011780895707250036,0.00034562311716797783,0.10129282659522544
3.512646,0.08847110023999964,0.011702164939872231,0.00034265214481409825,0.10051591732468597
3.5149470000000003,0.08808388350987736,0.011668989081920577,0.0003446327930500179,0.10009750538484796
3.517249,0.08714901754252327,0.011661561651035879,0.00034958441363981696,0.09916016360719897
3.5195510000000003,0.0862587161604774,0.01164175516867668,0.000355031196288596,0.09825550252544267
3.5218519999999995,0.08600469802422071,0.011587287342188892,0.00035849733070145536,0.09795048269711104
3.524154,0.0855684602502594,0.011516479167754765,0.000360973140996355,0.09744591255901053
3.526456,0.08495743026947819,0.011455079072441256,0.00036295378923227465,0.09677546313115172
3.528757,0.08447712307226768,0.0114219032144896,0.00036295378923227465,0.09626198007598956
3.5310589999999995,0.0838408398264785,0.011425369348902462,0.000360973140996355,0.09562718231637732
3.53336,0.08340014559398637,0.011475875878918412,0.00035602152040655583,0.09523204299331132
3.5356620000000003,0.08263412988874445,0.011587782504247874,0.0003485940895218572,0.09457050648251418
3.537964,0.08173788656199081,0.011780400545191055,0.00034265214481409825,0.09386093925199596
3.540265,0.08090799495114047,0.012061157432632669,0.0003406714965781786,0.09330982388035132
3.542567,0.08018951480356064,0.012391430525972266,0.00033918601040123885,0.09292013133993414
3.5448690000000003,0.0794507330115626,0.012720218133134929,0.0003357198759883795,0.0925066710206859
3.5471699999999995,0.07864510434160228,0.01299998469645858,0.00032829244510368085,0.09197338148316454
3.549472,0.07784937891282158,0.013189136602988904,0.0003178940418651028,0.09135640955767556
3.5517730000000003,0.0770427599187433,0.01325004153624343,0.0003074956386265246,0.09060029709361328
3.554075,0.07635250400852531,0.013180718847986243,0.0003020488559777456,0.0898352717124893
3.556377,0.07518392154933272,0.013011373423815116,0.0003070004765675447,0.08850229544971537
3.558678,0.07454664797942556,0.01277369563550476,0.00032829244510368085,0.08764863606003401
3.5609800000000003,0.0734364946431926,0.012500861341006829,0.0003520602239347166,0.08628941620813416
3.563282,0.07287052440977858,0.012226541560331957,0.0003580021686424755,0.08545506813875299
3.565583,0.07199161175508924,0.01197697988260608,0.00034265214481409825,0.08431124378250943
3.567885,0.07107110548744558,0.011755642442242059,0.0003490892515808372,0.08317583718126846
3.570186,0.0703798592531096,0.011562034077180915,0.0004283151810176229,0.08237020851130814
3.572488,0.06950540305695109,0.011393678977127746,0.0005644847472370982,0.08146356678131593
3.57479,0.0687705825614249,0.011243149711197857,0.0006541090799124622,0.08066784135253523
3.577091,0.06795653613646194,0.011104999496742459,0.0005996412534246719,0.07966117688662906
3.579393,0.06699295076968703,0.0109757621993487,0.00043623777396130137,0.07840495074299704
3.581695,0.06652551778600999,0.010853952332839643,0.000283232697736509,0.07766270281658615
3.583996,0.06572038427810868,0.010738579573097326,0.00023371649183851788,0.07669268034304452
3.586298,0.06499546702376206,0.010634595540711543,0.00025896975684649336,0.0758890323213201
3.588599,0.06407347526994148,0.01054546637009516,0.00029462142509304693,0.07491356306512968
3.590901,0.06356494383536912,0.010471687223307151,0.0003030391800957054,0.07433967023877197
3.593203,0.06289449440751031,0.010401869372990985,0.0002980875595059063,0.0735944513400072
3.595504,0.06218047071846128,0.010323138605613178,0.00029709723538794646,0.07280070655946239
3.597806,0.061654608611824625,0.010235990083232714,0.00030501982833162504,0.07219561852338896
3.600108,0.06083313475597694,0.01015131737114715,0.0003119520971573438,0.07129640422428142
3.602409,0.06049444390763468,0.010077538224359145,0.00030848596274448445,0.0708804680947383
