Wavelength,H2O_CH4_10_0.6_a_V3,H2O_CH3OH_CO_NH3_120K_NASA,CH3OH,all
3.1950220000000003,0.3070760826743751,0.3615105020489299,0.11222398069921737,0.7808105654225224
3.197323,0.2990850959430621,0.3566950923192941,0.10925088866940176,0.7650310769317581
3.199625,0.2911378729590369,0.351919157256945,0.1066410635144897,0.7496980937304716
3.201927,0.28293217034259377,0.3472691413864469,0.10412118063947122,0.7343224923685118
3.204228,0.27452907499098833,0.3426571011452371,0.10138943372737004,0.7185756098635955
3.20653,0.2668480814696299,0.33799359393275497,0.09896648864290353,0.7038081640452885
3.208832,0.2584340451812025,0.3324791328166129,0.09691530498199714,0.6878284829798127
3.211133,0.2512294382839655,0.3280869514818097,0.09468923355463102,0.6740056233204061
3.213435,0.24377455745692686,0.32257748715899515,0.09176660913742238,0.6581186537533444
3.215736,0.23630691220359595,0.3175612063375971,0.08965146652192499,0.6435195850631179
3.218038,0.2288547666107628,0.31308507887489323,0.08760228157834958,0.6295421270640056
3.22034,0.22188311049335915,0.30739123287829684,0.08554460208611754,0.6148189454577736
3.222641,0.2147199879815718,0.30275520802911543,0.08384719139279258,0.6013223874034799
3.224943,0.20755686546978444,0.2972732260696017,0.08173005005996424,0.5865601415993504
3.227245,0.20056195986163425,0.2920285917931404,0.07969885357236753,0.5722894052271421
3.229546,0.1939021204436554,0.2872046875148481,0.07850212157045015,0.5596089295289536
3.231848,0.1872627952822177,0.2821604246508164,0.07652788852678605,0.5459511084598202
3.234149,0.1806868363798736,0.2768128564318103,0.07461611539971473,0.5321158082113986
3.236451,0.17415464122481727,0.2717715916437751,0.07336042123653379,0.5192866541051261
3.238753,0.16817769861347354,0.26668085860179835,0.07135770647090338,0.5062162636861752
3.241054,0.162141948466712,0.2609435405032534,0.07009002000373664,0.4931755089737021
3.2433560000000003,0.1560200384424778,0.25616810512023697,0.06821372410928997,0.4804018676720048
3.245658,0.15029063452673014,0.2510029198576817,0.06702248858003279,0.4683160429644447
3.247959,0.14473719734486842,0.2457647814125461,0.06504275906370853,0.4555447378211231
3.250261,0.139333286299573,0.2410822863854197,0.06378956329719129,0.444205135982184
3.252562,0.1343797771534468,0.2354553974194108,0.0625283726613502,0.4323635472342078
3.254864,0.12946820826513794,0.23018727821431065,0.06063059055559565,0.4202860770350443
3.257166,0.12480691330663066,0.22569416165429354,0.05943435823301101,0.4099354331939352
3.259467,0.11971892181206828,0.22037907259191564,0.058156678179189424,0.3982546725831733
3.261769,0.11522812311903595,0.2151834068900632,0.05692396926531462,0.38733549927441374
3.264071,0.11101950942153578,0.21045993815765188,0.055319498927879684,0.37679894650706736
3.266372,0.10694309871063384,0.20565752009066746,0.05441258093895274,0.367013199740254
3.2686740000000003,0.10288856987337572,0.20069670367520373,0.0526087385477537,0.3561940120963332
3.270975,0.09914221075660183,0.1957154004070976,0.05136903412322051,0.34622664528691993
3.273277,0.0952768689518895,0.19073359745965865,0.05011333996003957,0.3361238063715877
3.275579,0.09201054343817752,0.18661024360587072,0.04890061821947445,0.3275214052635227
3.27788,0.08850351731438323,0.1819027646121072,0.04771038204888274,0.3181166639753732
3.280182,0.08543276104636315,0.17714281928840586,0.04646717986902035,0.3090427602037893
3.282484,0.0825429861082724,0.1725187867432103,0.04586206819706965,0.30092384104855235
3.284785,0.07963725563731636,0.16835296014613926,0.044573395197927725,0.2925636109813833
3.287087,0.0770971348051596,0.1637014452376429,0.043372665761348426,0.2841712458041509
3.289388,0.07464499733994583,0.15997433709471945,0.04221141099205575,0.27683074542672104
3.29169,0.07252519083069801,0.15598889473676836,0.04157931663613697,0.2700934022036033
3.293992,0.07051570543440458,0.1515322547680414,0.040342610287600236,0.2623905704900462
3.296293,0.06877837584155652,0.14796854176692462,0.03945517979265024,0.25620209740113137
3.298595,0.06746774278476353,0.1440175772829327,0.03849229771845618,0.2499776177861524
3.300897,0.06639826621042041,0.14043237807050804,0.03784771137921885,0.2446783556601473
3.3031980000000005,0.06600986295324211,0.13683718527142852,0.036750915243849915,0.2395979634685205
3.3055,0.06616212432401387,0.13332593860024966,0.03619077471184599,0.2356788376361095
3.307801,0.06703511990792993,0.1297587278438037,0.03562114027251998,0.2324149880242536
3.310103,0.0691722495671458,0.12701848638304591,0.03531983363487648,0.2315105695850682
3.3124050000000005,0.07291131472603843,0.12356020572113775,0.035154439775738844,0.231625960222915
3.314706,0.07880620031121767,0.1212601817525258,0.035143946509751264,0.23521032857349475
3.317008,0.08603679193340688,0.11856441175238208,0.03571458030774275,0.2403157839935317
3.31931,0.09343742394870347,0.11664914086998153,0.036243740721116656,0.24633030553980165
3.321611,0.09931088353260648,0.1148098212461578,0.0369917606822316,0.2511124654609959
3.323913,0.10216829153259904,0.1134406998744444,0.03914587828568286,0.2547548696927263
3.326214,0.0991312698197799,0.11217850987993784,0.04148137948691951,0.25279115918663725
3.3285160000000005,0.09054491377640726,0.11206908010606732,0.0442645933702931,0.2468785872527677
3.330818,0.0779710421338108,0.11141150210417868,0.04843041996736412,0.2378129642053536
3.3331190000000004,0.06458389418745131,0.1122374720412014,0.05270617601763841,0.2295275422462911
3.335421,0.05362153136425079,0.11296550482900668,0.057528081578599836,0.2241151177718573
3.3377230000000004,0.04638045467760725,0.11420770765020355,0.06289813536757935,0.22348629769539016
3.340024,0.04210254838023486,0.11483780328879135,0.06821322442995724,0.22515357609898345
3.3423260000000004,0.03918086237641352,0.11568126200246008,0.07389108068790592,0.2287532050667795
3.344627,0.03744170929409514,0.11577520171701555,0.07825727869740652,0.23147418970851724
3.3469290000000003,0.036000240867806614,0.11505216572253772,0.08207332976155808,0.2331257363519024
3.349231,0.03476756198586981,0.11371452414878708,0.0849474852834907,0.23342957141814766
3.351532,0.03392009525453826,0.11173629367046103,0.08728048808806366,0.23293687701306295
3.3538339999999995,0.03309633388632088,0.10947974180379763,0.08820739325030028,0.2307834689404188
3.356135,0.03250871440451003,0.10688240863220412,0.08885147991020488,0.22824260294691906
3.3584370000000003,0.03170774665467165,0.10499112235777522,0.08880700844959083,0.2255058774620377
3.360739,0.031063598999280864,0.10341063662831193,0.08876353634764228,0.22323777197523506
3.3630400000000003,0.030497405518746287,0.10270059229648536,0.08940562429021587,0.22260362210544754
3.365342,0.030006430978862436,0.10288047685627252,0.09132289388994738,0.22420980172508234
3.3676440000000003,0.02933766621562232,0.10406871430953328,0.09388574918758168,0.2272921297127373
3.3699449999999995,0.028873132273058117,0.10535838666734068,0.09762385027582546,0.2318553692162243
3.372247,0.028291439132025805,0.10718071719385117,0.10043404684316712,0.2359062031690441
3.3745480000000003,0.0278018322092447,0.10919842233946384,0.1033062036477688,0.2403064581964773
3.37685,0.02726116758129461,0.11049409084926416,0.10590803393335703,0.2436632923639158
3.3791519999999995,0.02666944524817554,0.1113750255128885,0.10743905140887884,0.2454835221699429
3.381453,0.02624092522265017,0.1117832635277388,0.1088191657259126,0.2468433544763016
3.3837550000000003,0.025842492773385097,0.11117015698646422,0.10945325879916233,0.24646590855901165
3.386057,0.025476883134585796,0.11069196386503004,0.10950222737377104,0.2456710743733869
3.388358,0.0249111455264188,0.10950572512910024,0.10950872320509668,0.2439255938606157
3.39066,0.0244625671167199,0.10769788530323927,0.10884265065455144,0.24100310307451064
3.392961,0.024113368883153487,0.10617786077303776,0.10889761538115307,0.23918884503734436
3.395263,0.02388907967830404,0.1044224872771147,0.10820755822263622,0.23651912517805496
3.397565,0.02350067642112573,0.1032207584818699,0.10825752615591044,0.23497896105890606
3.3998660000000003,0.023337474113532024,0.10144239973664072,0.10821105597796543,0.23299092982813815
3.402168,0.0230735240127031,0.10060243877830123,0.10894258652109988,0.23261854931210416
3.40447,0.022627680837209684,0.09936972986442642,0.10889012019116194,0.2308875308927981
3.406771,0.02239564180211137,0.09809454820726854,0.1088846237185018,0.2293748137278817
3.409073,0.022143544382839532,0.09687533063537776,0.1088691336591868,0.2278880086774041
3.411374,0.02188187364384852,0.09525237216263137,0.10845839724767277,0.22559264305415264
3.413676,0.021315224290946358,0.09273598704294207,0.1077993202077859,0.22185053154167436
3.415978,0.02122496156216548,0.0902610753078704,0.10713624573323713,0.21862228260327302
3.418279,0.020843852262868445,0.08781264657743401,0.10652913534395546,0.2151856341842579
3.420581,0.02058491675808291,0.08542967583958687,0.10529392803341693,0.21130852063108674
3.422883,0.020303643507285942,0.08343445626394759,0.10401175086560067,0.2077498506368342
3.425184,0.02011810345368081,0.08119839124992663,0.10275056022975956,0.20406705493336705
3.427486,0.01992526944219439,0.07999566309601636,0.10156132341783332,0.20148225595604408
3.429787,0.019910225654064247,0.07877344744812914,0.10090174669861376,0.19958541980080716
3.432089,0.019609805763828914,0.07759320486419223,0.09904044118414937,0.1962434518121705
3.434391,0.01955008648367591,0.07639497382427668,0.09778374766230294,0.19372880797025552
3.436692,0.01964992253217597,0.07506382808185166,0.09659301181237846,0.1913067624264061
3.438994,0.019848227012073345,0.07346185614108043,0.09474869539522733,0.1880587785483811
3.441296,0.020062487024836026,0.07126976290834078,0.09225229744884772,0.1835845473820245
3.443597,0.0201965135009046,0.06962981533828115,0.08992579047560043,0.1797521193147862
3.445899,0.020276747037598717,0.06771004734188593,0.08750384474979939,0.17549063912928406
3.4482,0.020026473107797198,0.06612106706376601,0.08507590287200542,0.17122344304356862
3.450502,0.01932534140645888,0.06491184307853007,0.08266544977085748,0.16690263425584645
3.452804,0.01859321038412512,0.06315497054460881,0.08038591265488794,0.16213409358362185
3.455105,0.017966385878702373,0.0620396862739284,0.07866301831559312,0.1586690904682239
3.457407,0.017639981263514966,0.06089392156395072,0.07624856777978323,0.15478247060724892
3.459709,0.017226960898487322,0.05979712542858179,0.07401500116242596,0.15103908748949507
3.46201,0.017180006044626567,0.0586678501365846,0.07169548969983705,0.14754334588104825
3.464312,0.01695662858451228,0.05754557035524581,0.06941345418720382,0.14391565312696192
3.466613,0.016808470065048722,0.05640480243859556,0.06759761949201895,0.14081089199566324
3.468915,0.0167031635481377,0.05575372026803258,0.06605311067451307,0.13850999449068335
3.471217,0.016589651328610237,0.054743368657228016,0.06431272755857229,0.13564574754441056
3.473518,0.016508050174813386,0.05415124864792861,0.06316346509326541,0.1338227639160074
3.47582,0.016350318335630644,0.0535056629500258,0.06154300501718275,0.1313989863028392
3.478122,0.01613651419523554,0.05314589383045148,0.060986362240508026,0.13026877026619504
3.4804230000000005,0.015989267420507144,0.052716669283626,0.059858585986509075,0.1285645226906422
3.482725,0.016047163211189822,0.0522219867442113,0.059309438399825484,0.12757858835522662
3.4850260000000004,0.015778198514317526,0.052033607635767525,0.058229631361769764,0.1260414375118548
3.487328,0.015714832255223878,0.0520321085977693,0.057110349656427424,0.1248572905094206
3.4896300000000005,0.015750390299895133,0.05204060314642592,0.05600755736906557,0.1237985508153866
3.491931,0.015515160158223757,0.051999129761808316,0.054969223715627465,0.12248351363565955
3.4942330000000004,0.015356516574305857,0.05265420936703323,0.05428416335043802,0.1222948892917771
3.496535,0.01524437197188113,0.05262422860706871,0.05371402923177927,0.12158262981072908
3.4988360000000003,0.01536563402165746,0.05307793744119855,0.05309142878318258,0.1215350002460386
3.501138,0.01528403286786061,0.05399884645144228,0.0531354005644639,0.12241827988376675
3.503439,0.015151374008894778,0.0545769754394249,0.053102921407835665,0.12283127085615532
3.5057410000000004,0.015013244681517981,0.055650786325487714,0.05403932047739438,0.12470335148440008
3.508043,0.014879674077816988,0.05672709560821423,0.054659922208660096,0.1262666918946913
3.5103440000000004,0.014736074282029237,0.05855991940071231,0.05650473830514398,0.12980073198788553
3.512646,0.014610709380944687,0.06067905945087161,0.05923798425524336,0.13452775308705964
3.5149470000000003,0.014667237554524629,0.06413534139544884,0.0637670777272179,0.14256965667719138
3.517249,0.014527284737677513,0.06828867600920131,0.06954586921038047,0.1523618299572593
3.5195510000000003,0.014426536944442294,0.07331894785191619,0.07756971993555338,0.16531520473191186
3.5218519999999995,0.014431551540485674,0.07914171111636006,0.08575246868853828,0.17932573134538402
3.524154,0.014468933074627247,0.08434037489420906,0.09572107137674347,0.19453037934557985
3.526456,0.014448418818086143,0.0891293016192095,0.10584207626143503,0.20941979669873068
3.528757,0.014339921194602059,0.09280194471486404,0.11507415161317837,0.22221601752264447
3.5310589999999995,0.014538681546867018,0.09461228293738874,0.1235691999491271,0.2327201644333829
3.53336,0.014296157447314363,0.09489560111905353,0.12952088048141844,0.2387126390477863
3.5356620000000003,0.014250114338188763,0.09272949121161644,0.13216818158628618,0.23914778713609136
3.537964,0.014346303407748182,0.08844873836801473,0.1310863758308995,0.2338814176066624
3.540265,0.014614812232252906,0.08360234851974893,0.12618152350070289,0.2243986842527047
3.542567,0.01475157394252696,0.0787244788735204,0.1187308049701852,0.21220685778623252
3.5448690000000003,0.014962186976349,0.07374867207807441,0.11084036862685444,0.19955122768127787
3.5471699999999995,0.015220210736399384,0.0699471117145724,0.1031318155606418,0.1882991380116136
3.549472,0.015412588875518215,0.06623799202762766,0.0964366121812302,0.1780871930843761
3.5517730000000003,0.015208813927209882,0.06307502185137005,0.09006769940609917,0.1683515351846791
3.554075,0.014816307818723347,0.06028631149533632,0.08435486559485858,0.15945748490891826
3.556377,0.014113352627914709,0.05783988148223091,0.07876195482347606,0.15071518893362168
3.558678,0.013534394721087887,0.055115629760120896,0.0736677240261702,0.142317748507379
3.5609800000000003,0.013072596012729169,0.0526941837136526,0.06853501792024318,0.13430179764662495
3.563282,0.012755308844893364,0.05057504366349329,0.06456056850761238,0.12789092101599905
3.565583,0.012631767433279135,0.04801518644185543,0.060822467419368614,0.12146942129450315
3.567885,0.012328156436470738,0.04596250374295082,0.05755756265923163,0.11584822283865318
3.570186,0.012255216857657908,0.04393730340734701,0.05506316343018298,0.1112556836951879
3.572488,0.012208262003797151,0.041327977931767686,0.05234240946340215,0.105878649398967
3.57479,0.012039589227792486,0.03934475066011423,0.04972558879783169,0.1011099286857384
3.577091,0.012010413396267352,0.037339037818487374,0.047089780317617035,0.09643923153237176
3.579393,0.012061015229068751,0.03530834101022341,0.04446246638605898,0.09183182262535114
3.581695,0.011867269472847178,0.033797810387343995,0.04234182729790144,0.08800690715809263
3.583996,0.011655744694289977,0.031921514492897346,0.03997384694003655,0.08355110612722387
3.586298,0.011539953112924613,0.030018235914482636,0.03742448298438628,0.07898267201179351
3.588599,0.011568673072082165,0.028473227417644013,0.03538129419280377,0.07542319468252995
3.590901,0.011596481286504551,0.026841774396240997,0.033151725010108435,0.07158998069285401
3.593203,0.01145835195912776,0.02534173703934917,0.03093065037606973,0.06773073937454666
3.595504,0.011298340758107116,0.02411702299479824,0.028904950361133195,0.06432031411403855
3.597806,0.011232695137175572,0.022866825304277458,0.02701916055936445,0.061118681000817486
3.600108,0.011258223989760063,0.021357793719396275,0.025597572857713125,0.05821359056686945
3.602409,0.011226768796397028,0.020392912927871244,0.023646325063355164,0.05526600678762344
3.604711,0.011101859767680059,0.018993311116860583,0.02214428898913236,0.052239459873673004
3.607012,0.010959171716627464,0.018025931928671843,0.02026699373602023,0.04925209738131954
3.609314,0.010850674093143385,0.017089532859113115,0.01902628995282156,0.04696649690507805
3.611616,0.010862526774700466,0.01613914276823761,0.01772362593236286,0.044725295475300936
3.613917,0.010738985363086238,0.015286190147246819,0.016217592423478124,0.04224276793381118
3.616219,0.010713000638134169,0.01479350632516309,0.015264703935938909,0.04077121089923617
