Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CO_NH3_10K,CO_CH3OH_10K,all
3.006289,0.8513928659335246,0.0035542740120011,0.010607115530357605,0.8655542554758834
3.0085900000000003,0.8589977987131913,0.0035811325057945593,0.010368373363304637,0.8729473045822904
3.010892,0.8671602939288293,0.0037054773844679813,0.010123662642075345,0.8809894339553727
3.013194,0.8744608304455033,0.003981025635608286,0.009873480746184415,0.8883153368272959
3.015495,0.8836857283045272,0.004409269397759552,0.009616335537087779,0.8977113332393745
3.0177970000000003,0.8911946668378576,0.004871334966909989,0.009350237496726655,0.9054162393014944
3.020098,0.8989085257312421,0.005234919392151074,0.00907319710704227,0.9132166422304354
3.0224,0.9068064150450632,0.005439839752204875,0.008789193404152174,0.9210354482014204
3.024702,0.9121010199789776,0.005506488607173828,0.008506681839806159,0.9261141904259576
3.027003,0.9159034863688108,0.00546222183036609,0.008233620486239324,0.9295993286854164
3.029305,0.9240858767650366,0.005353793096162866,0.0079675224458782,0.9374071923070776
3.031607,0.9311775138855392,0.005239893187298011,0.007699434887458303,0.9441168419602955
3.0339080000000003,0.9349665510284756,0.0051652862600939575,0.00742537877486208,0.9475572160634316
3.03621,0.9399816286751324,0.005123506380859689,0.0071562964574127955,0.9522614315134048
3.038511,0.9450757896646248,0.00509814002561031,0.006908104079580643,0.9570820337698158
3.040813,0.9505017027904183,0.00507923960405195,0.00668378591845379,0.962264728312924
3.043115,0.9536724971965906,0.005070784152302158,0.006470410106650198,0.9652136914555428
3.045416,0.9594052934829502,0.005077250085993175,0.006253055258729055,0.9707355988276724
3.047718,0.9619533687367259,0.00509814002561031,0.006035700410807914,0.9730872091731442
3.05002,0.9652982459730409,0.005128977555521319,0.0058342617073569684,0.9762614852359194
3.052321,0.9680512415868704,0.005166778398638039,0.005662168395272954,0.9788801883807816
3.054623,0.9718770848138946,0.005211542554960471,0.005509970263776684,0.9825985976326316
3.056924,0.971468736232331,0.005263767404003309,0.0053607564093685785,0.9820932600457031
3.059226,0.9744574897361252,0.005324447704795938,0.005207563518842922,0.984989500959764
3.061528,0.9763306209884618,0.005389107041706118,0.005065312977640527,0.9867850410078084
3.063829,0.9754636884943508,0.00545426375813099,0.0049524078278050596,0.9858703600802868
3.066131,0.9777899324845732,0.005528870685335044,0.004867355930792438,0.9881861591007006
3.068433,0.9763316157474909,0.005637299419538269,0.004788272587956142,0.9867571877549854
3.070734,0.9751906271407838,0.005802926797931267,0.0046937704801643405,0.9856873244188794
3.073036,0.9741197690456485,0.0060391820674107685,0.004586336504990504,0.9847452876180496
3.075337,0.9724818983037621,0.006355515438755954,0.004479897288846055,0.9833173110313641
3.077639,0.9703362030773734,0.0067335238699231595,0.004385395181054254,0.9814551221283508
3.079941,0.9652539791962332,0.0070548310364152815,0.00429586686840939,0.9766046771010579
3.082242,0.9636703228214486,0.0071796732946033965,0.004199872622073509,0.9750498687381256
3.084544,0.9588049564087148,0.00705184675932712,0.004091443887870284,0.9699482470559124
3.086846,0.9546573086356844,0.006756900707113761,0.00396809376822625,0.9653823031110244
3.089147,0.951645675674214,0.006394311040902064,0.003831314401685485,0.9618713011168014
3.0914490000000003,0.9457964925814162,0.006072009115380553,0.0036835926858214594,0.955552094382618
3.09375,0.9366168562582294,0.005906879116502249,0.0035323893133545783,0.9460561246880862
3.096052,0.935044142232768,0.005997402188176499,0.003383175458946471,0.9444247198798912
3.098354,0.9277749406255196,0.006343578330403308,0.003235453743082445,0.9373539726990054
3.100655,0.9222953105121394,0.00690760670006595,0.003084747750130258,0.9322876649623356
3.102957,0.914932104176614,0.0076332834120040405,0.0029300627210605205,0.9254954503096786
3.105259,0.9083841028656716,0.008420137804249458,0.0027748803124760892,0.9195791209823972
3.10756,0.9003807690947355,0.009159741142598972,0.0026221848014651274,0.9121626950387997
3.109862,0.8934159637504797,0.009763559873437112,0.002474463085601102,0.905653986709518
3.112163,0.8860214225055286,0.010162955623736144,0.002330720405854625,0.8985150985351193
3.114465,0.8775231961174723,0.010300729749306294,0.002190459382711005,0.8900143852494896
3.116767,0.8702087329743871,0.010192798394617763,0.002053680016170241,0.8824552113851749
3.119068,0.8616697214661256,0.00990083661949257,0.0019223718242911074,0.8734929299099093
3.12137,0.8544542368464643,0.009477069272973546,0.0017975295661029915,0.8657288356855408
3.123672,0.8460161933796859,0.008944873192251299,0.0016781584825765062,0.8566392250545138
3.125973,0.8374642500040425,0.008321656660340106,0.0015617716761381828,0.8473476783405207
3.128275,0.8288859455141205,0.0076312938939452684,0.0014488665263027154,0.8379661059343685
3.130576,0.8198575125634008,0.006913077874727581,0.0013454115872464285,0.8281160020253748
3.132878,0.8113747049402998,0.00620779372289193,0.001256380654116258,0.8188388793173079
3.13518,0.8022622148515968,0.005534341859996675,0.0011792868293387362,0.8089758435409322
3.137481,0.7940315786424456,0.004897198701674059,0.0011076641792228446,0.8000364415233424
3.139783,0.7843550601840799,0.0042998459045269395,0.0010345493905628731,0.7896894554791697
3.142085,0.7769157547828065,0.0037472572637022522,0.0009614346019029004,0.7816244466484117
3.144386,0.7656809463049052,0.00324540133337632,0.0008922988493604777,0.7698186464876421
3.146688,0.7580869558745621,0.002798754529181387,0.0008301264100237668,0.7617158368137673
3.148989,0.7478513828416806,0.0024048299535439853,0.0007729277658339923,0.7510291405610586
3.151291,0.7381858067326382,0.002062135467920034,0.0007187133987323803,0.7409666555992906
3.153593,0.7280193694522993,0.0017656972771625953,0.0006664885496895429,0.7304515552791514
3.155894,0.7193286571920564,0.0015120337246688138,0.0006197348753083363,0.7214604257920335
3.158196,0.7093382922599191,0.0012946788767476721,0.0005814366526769221,0.7112144077893436
3.160498,0.6989564896497176,0.0011111458358257008,0.0005486096047071388,0.7006162450902504
3.162799,0.6898405179044116,0.0009569581862706573,0.000516279936252049,0.6913137560269342
3.165101,0.6799640528811391,0.0008296290305090728,0.00047997123167940964,0.6812736531433277
3.167402,0.6692858120801802,0.0007231898143646235,0.0004401808705039145,0.6704491827650487
3.1697040000000003,0.6599355745834536,0.0006321693631756785,0.00039790361175495113,0.6609656475583843
3.172006,0.6498656289289653,0.0005520912613099946,0.00035711849155006857,0.6507748386818253
3.174307,0.6391127812008024,0.0004834528882822656,0.0003247888230949788,0.6399210229121796
3.176609,0.6286598533199997,0.0004262542440924913,0.000306883160566006,0.6293929907246583
3.1789110000000003,0.6191638836254679,0.00037950056971128456,0.00030389888347784387,0.619847283078657
3.181212,0.6098459757971963,0.0003402075880504832,0.00030787791959539334,0.6104940613048423
3.183514,0.5991204839423416,0.0003048936425072312,0.00031235433522763654,0.5997377319200764
3.1858150000000003,0.589102763136896,0.0002730613535668352,0.00031235433522763654,0.5896881788256905
3.188117,0.5798534936816523,0.00024520810074398847,0.0003024067449337628,0.5804011085273301
3.190419,0.5693801732407472,0.00022083650452399785,0.0002820141848313216,0.5698830239301025
3.19272,0.5590038418052075,0.00019895180587747556,0.0002611242452141866,0.5594639178562991
3.1950220000000003,0.5492616692509021,0.00017806186626034062,0.00025067927540561917,0.5496904103925682
3.197323,0.5393424295893661,0.0001561771676138183,0.00025465831152316864,0.5397532650685031
3.199625,0.5295127182404745,0.00013478984848198965,0.00026808755841989824,0.5299155956473764
3.201927,0.5194273538210307,0.00011340252935016103,0.0002854958414341774,0.5198262521918151
3.204228,0.5096901550618723,9.350734876241348e-05,0.0003024067449337628,0.5100860691555685
3.20653,0.4998892917248331,7.609906574813439e-05,0.00031434385328641133,0.5002797346438677
3.208832,0.4894776463437501,6.167505982201741e-05,0.0003188202689186545,0.4898581416724908
3.211133,0.4799011011678379,4.9240571954675187e-05,0.0003227993050362041,0.4802731410448288
3.213435,0.4704066236118501,3.680608408733297e-05,0.00033473641338885264,0.4707781661093263
3.215736,0.4602088514220854,2.337683719060337e-05,0.00035662111203537485,0.4605888493713114
3.218038,0.4508914409733285,1.1439728837954844e-05,0.00037850581068189716,0.4512813865128483
3.22034,0.4415387165790283,2.984277088162133e-06,0.0003894481600051584,0.4419311490161216
3.222641,0.431476728996775,3.481656602855822e-06,0.0003904429190345457,0.4318706535724125
3.224943,0.42215583689141534,1.243448786734222e-05,0.00039641147321087,0.4225646828524936
3.227245,0.4127951544248801,2.7853252822846577e-05,0.0004182961718573923,0.4132413038495603
3.229546,0.4037189730407496,4.625629486651306e-05,0.0004491337017684009,0.4042143630373845
3.231848,0.3941001506060884,6.167505982201741e-05,0.00047300791847369804,0.3946348335843841
3.234149,0.3855457203328717,7.062789108650379e-05,0.00047997123167940964,0.3860963194556376
3.236451,0.3762178649143062,7.759120429221545e-05,0.0004764895750765538,0.376771945693675
3.238753,0.36733615892042093,8.85335536154766e-05,0.0004725105389590044,0.3678972030129956
3.241054,0.3587802365086602,0.00010395231857098095,0.0004745000570177791,0.3593586888842489
3.2433560000000003,0.3501377700613426,0.00012036584255587268,0.0004854424063410401,0.3507435783102395
3.245658,0.3420160599659093,0.00013180557139382752,0.0005083218640169501,0.3426561874013201
3.247959,0.33303139641248264,0.00013876888459953918,0.0005351803578104091,0.33370534565489257
3.250261,0.32512554902642643,0.0001427479207170887,0.0005530860203393818,0.3258213829674829
3.252562,0.3174261141389681,0.0001462295773199445,0.0005540807793687694,0.3181264244956568
3.254864,0.31020316882658633,0.0001507059929521877,0.0005491069842218324,0.3109029818037604
3.257166,0.3019168261117895,0.00015766930615789936,0.000554578158883463,0.3026290735768309
3.259467,0.2952091659766304,0.00016662213742238576,0.000576960237044679,0.2959527483510975
3.261769,0.2875967725042435,0.00017607234820156582,0.0006008344537499761,0.288373679306195
3.264071,0.2809070180316134,0.00018253828189258376,0.0006082951464703813,0.28169785145997633
3.266372,0.274427157714184,0.0001865173180101333,0.0005998396947205888,0.27521351472691474
3.2686740000000003,0.26798410348084195,0.00019099373364237648,0.0005923790020001832,0.2687674762164846
3.270975,0.2615062326814714,0.00019845442636278184,0.0006013318332646697,0.26230601894109884
3.273277,0.2555138042884418,0.0002079046371419619,0.0006197348753083363,0.2563414438008921
3.275579,0.25004064010875243,0.00021834960695052937,0.0006291850860875162,0.2508881748017905
3.27788,0.24453415150157864,0.00022730243821501582,0.0006192374957936426,0.2453806914355873
3.280182,0.2390684480146097,0.00023426575142072745,0.0006033213513234446,0.23990603511735384
3.282484,0.2340921659700993,0.00023774740802358325,0.0005973527971471202,0.23492726617527004
3.284785,0.2289985023601213,0.00023923954656766431,0.0006092899054997688,0.2298470318121887
3.287087,0.2242659362778108,0.00024122906462643905,0.0006346562607491469,0.2251418216031864
3.289388,0.21982035817547865,0.00024670023928806964,0.0006664885496895429,0.22073354696445624
3.29169,0.21574333829353448,0.0002551556910378624,0.000706278910865038,0.21670477289543735
3.293992,0.21144249762997813,0.00026361114278765504,0.0007570116213637943,0.2124631203941296
3.296293,0.207709664372202,0.0002705744559933667,0.0008241578558474422,0.2088043966840428
3.298595,0.20428968282916815,0.0002745534921109162,0.0009161730660657748,0.20548040938734488
3.300897,0.20133077209625544,0.00027704038968438463,0.0010435022218273592,0.2026513147077672
3.3031980000000005,0.19823955841243412,0.00027902990774315953,0.0012150981543966814,0.19973368647457398
3.3055,0.19618985743238146,0.00028251156434601517,0.0014414058335823102,0.1979137748303098
3.307801,0.19454402861826006,0.00029046963658111433,0.0017318754701634244,0.19656637372500455
3.310103,0.19330107721104053,0.00029991984736029434,0.002085512305110637,0.19568650936351148
3.3124050000000005,0.1922799570673744,0.00030041722687498807,0.0024903792300713,0.19507075352432066
3.314706,0.19174925312519625,0.0002849984619194837,0.002934539136692764,0.1949687907238085
3.317008,0.191437893548998,0.0002611242452141866,0.003406054916622381,0.19510507271083447
3.31931,0.19023970629810089,0.00024321858268521381,0.0038929894615075023,0.1943759143422936
3.321611,0.18794429983778949,0.00024122906462643905,0.004382410903966092,0.19256793980638204
3.323913,0.18470735395616295,0.00025018189589092545,0.004856413581469177,0.1898139494335231
3.326214,0.1820433892754636,0.00026062686569949296,0.005296097072458399,0.18760011321362147
3.3285160000000005,0.1778171555391113,0.000268584937934592,0.005680571437316618,0.1837663119143625
3.330818,0.17258671256259248,0.00027604563065499724,0.0059879519773973185,0.1788507101706448
3.3331190000000004,0.16702949124491984,0.00028599322094887097,0.0061953592350245884,0.17351084370089334
3.335421,0.1621889938079209,0.00029693557027213216,0.0062978194150514885,0.1687837487932445
3.3377230000000004,0.15735645444315702,0.00030389888347784387,0.006302793210198424,0.16396314653683328
3.340024,0.15380665684678815,0.00030389888347784387,0.006222217728818047,0.16033277345908406
3.3423260000000004,0.15070350605461422,0.00030041722687498807,0.006102846645291561,0.15710676992678074
3.344627,0.14774658483976025,0.00029892508833090695,0.005999889085749968,0.15404539901384112
3.3469290000000003,0.14470560648692304,0.0003024067449337628,0.005955622308942229,0.15096363554079906
3.349231,0.14232514812959907,0.00030837529911008707,0.005981983423220995,0.14861550685193015
3.351532,0.1408011772965776,0.00031285171474233027,0.006084443603247895,0.1471984726145678
3.3538339999999995,0.13942691769747892,0.0003138464737717176,0.006266484505625784,0.14600724867687642
3.356135,0.13810786722451127,0.00031434385328641133,0.00652462447375181,0.1449468355515495
3.3584370000000003,0.13702954843665535,0.0003163333713451861,0.0068563766100525,0.14420225841805304
3.360739,0.13514646959402504,0.0003193176484333482,0.007259751396469082,0.14272553863892748
3.3630400000000003,0.13309080005979598,0.0003213071664921229,0.00773176455591339,0.14114387178220153
3.365342,0.1307227761903394,0.00032180454600681666,0.008267939672753187,0.1393125204090994
3.3676440000000003,0.12947037457234067,0.00032230192552151033,0.008849873704944805,0.138642550202807
3.3699449999999995,0.1275579503383434,0.0003247888230949788,0.009456676712871105,0.13733941587430948
3.372247,0.12590565559053102,0.00032976261824191566,0.010042092401665577,0.1362775106104385
3.3745480000000003,0.1251173090597415,0.0003337416543594652,0.010519079356256823,0.13597013007035774
3.37685,0.1242175495176606,0.00033324427484477146,0.010796617125455902,0.13534741091796124
3.3791519999999995,0.12325561753624302,0.000330757377271303,0.010782193119529786,0.13436856803304412
3.381453,0.12203106917106715,0.00033025999775660933,0.010381305230686672,0.13274263439951045
3.3837550000000003,0.12111340396645733,0.00033622855193293365,0.009534765296678014,0.13098439781506827
3.386057,0.12060508210244035,0.00034518138319742004,0.008377860545500495,0.12932812403113828
3.388358,0.12001320047995485,0.00035214469640313165,0.007111532301090361,0.12747687747744835
3.39066,0.11934521979172125,0.0003541342144619064,0.005920805742913672,0.12562015974909682
3.392961,0.1188518193131451,0.00035612373252068123,0.00495638686392261,0.1241643299095884
3.395263,0.11892543148131975,0.00036109752766761804,0.0043605262053195695,0.12364705521430695
3.397565,0.11878467307866145,0.00037054773844679816,0.0041854486161473905,0.12334066943325565
3.3998660000000003,0.11853299904422646,0.0003775110516525098,0.0043844004220248665,0.12329491051790382
3.402168,0.11780781971180306,0.00037850581068189716,0.004899685599247528,0.12308601112173248
3.40447,0.1174740780574436,0.000374029395049654,0.00562934134730317,0.1234774487997964
3.406771,0.11695580860313275,0.0003680608408733297,0.006449022787518369,0.12377289223152445
3.409073,0.11634303704103012,0.00036507656378516757,0.00722045841480828,0.12392857201962355
3.411374,0.11588047409236503,0.00036507656378516757,0.0077655863629125625,0.12401113701906274
3.413676,0.1154218901798174,0.0003685582203880233,0.00789888407285047,0.1236893324730559
3.415978,0.11488074126783067,0.00037502415407904136,0.0075915035327697705,0.1228472689546795
3.418279,0.1138163491063862,0.00038198746728475297,0.00707074718088548,0.12126908375455644
3.420581,0.11375616618510828,0.0003869612624316899,0.006580330979397503,0.12072345842693745
3.422883,0.11325033121866478,0.0003894481600051584,0.006248081463582119,0.11988786084225204
3.425184,0.11354875892748101,0.00039094029854923936,0.0061108047175266605,0.12005050394355687
3.427486,0.1129812489012155,0.0003934271961227079,0.006172977156863372,0.11954765325420155
3.429787,0.1127375329390156,0.00039641147321087,0.00626996616222864,0.1194039105744551
3.432089,0.11277981019776455,0.00039989312981372576,0.00617546405443684,0.11935516738201513
3.434391,0.11227646212889454,0.00040238002738719416,0.005767612852388014,0.11844645500866975
3.436692,0.1118691083063604,0.0004053643044753564,0.00518169978407885,0.1174561723949146
3.438994,0.1117174075543788,0.0004088459610782122,0.00458832602304928,0.1167145795385063
3.441296,0.11176167433118656,0.0004128249971957617,0.0040616011169886624,0.11623610044537101
3.443597,0.11142246150216546,0.00041531189476923014,0.0035617347047215047,0.1153995081016562
3.445899,0.1103809487983969,0.00041431713573984274,0.0030509259431310875,0.11384619187726785
3.4482,0.1097254025980306,0.0004113328586516806,0.002553049048922705,0.112689784505605
3.450502,0.10899127043434273,0.0004083485815635185,0.002128286943374294,0.11152790595928053
3.452804,0.10791145950794273,0.00040685644301943736,0.00181891688523482,0.11013723283619696
3.455105,0.10728923773506092,0.0004073538225341311,0.0016060384529459214,0.10930263001054097
3.457407,0.10669685873306073,0.0004108354791369869,0.0014533429419349587,0.10856103715413268
3.459709,0.10625966213964498,0.00041531189476923014,0.0013349666174378608,0.10800994065185207
3.46201,0.10552005880129547,0.00041779879234269865,0.0012424540277048348,0.107180311621343
3.464312,0.10519825425528866,0.00041531189476923014,0.001168344480015475,0.10678191063007336
3.466613,0.10468545597563944,0.00040934334059290593,0.0011101510767963132,0.10620495039302866
3.468915,0.10429352091806084,0.0004038721659312752,0.0010683711975620436,0.10576576428155417
3.471217,0.10288394737341892,0.000404369545445969,0.0010415127037685843,0.10432982962263347
3.473518,0.10168973915863937,0.00040685644301943736,0.0010201253846367556,0.10311672098629557
3.47582,0.10076113160470623,0.0004053643044753564,0.0009912773727845216,0.10215777328196612
3.478122,0.10020058489164646,0.00039740623224025735,0.000949497493550252,0.10154748861743697
3.4804230000000005,0.0996226298955724,0.0003874586419463836,0.0009102045118894504,0.10092029304940822
3.482725,0.09856171939073076,0.00038149008777005935,0.0008908067108163967,0.0998340161893172
3.4850260000000004,0.09765748343301764,0.00038198746728475297,0.0008997595420808832,0.09893923044238327
3.487328,0.0970775389188848,0.00038646388291699616,0.000935073487624135,0.09839907628942593
3.4896300000000005,0.09628421859294836,0.0003914376780639331,0.0009957537884167649,0.09767141005942906
3.491931,0.09551228558614376,0.0003939245756374015,0.0011146274924285565,0.09702083765420973
3.4942330000000004,0.0947433368564273,0.0003914376780639331,0.001340935171614185,0.09647570970610543
3.496535,0.09428276342582097,0.00038149008777005935,0.0017254095364724064,0.0963896630500634
3.4988360000000003,0.09347850075056126,0.00036905559990271715,0.002315301640899121,0.0961628579913631
3.501138,0.09256680410012773,0.00035960538912353703,0.0031553756412167613,0.09608178513046804
3.503439,0.09178343136448518,0.0003556263530059875,0.004215291387029013,0.09635434910452018
3.5057410000000004,0.09123134010317516,0.00035463159397660016,0.0053239503252812456,0.096909922022433
3.508043,0.0905663436920297,0.00035164731688843803,0.0062968246560221,0.09721481566494024
3.5103440000000004,0.08956561610846601,0.00034717090125619483,0.006957344651535319,0.09687013166125752
3.512646,0.08886729526983607,0.0003441866241680326,0.007136401276825047,0.09634788317082917
3.5149470000000003,0.08847834448934562,0.0003461761422268074,0.006720094623026429,0.09554461525459887
3.517249,0.08753929196560392,0.00035114993737374425,0.0059501511342805995,0.09384059303725828
3.5195510000000003,0.08664500359818468,0.00035662111203537485,0.005209553036901696,0.09221117774712173
3.5218519999999995,0.08638984790714681,0.00036010276863823065,0.0047569376785304394,0.09150688835431547
3.524154,0.08595165655470166,0.0003625896662116992,0.004504268885066045,0.0908185151059794
3.526456,0.08533789023356966,0.0003645791842704739,0.004308798735791425,0.09001126815363157
3.528757,0.08485543210431679,0.0003645791842704739,0.004086967472238041,0.0893069787608253
3.5310589999999995,0.08421629942793539,0.0003625896662116992,0.0038352934378030334,0.08841418253195013
3.53336,0.083773631659858,0.00035761587106476224,0.003555766150545181,0.08768701368146795
3.5356620000000003,0.08300418555062687,0.00035015517834435686,0.0032633069959052924,0.08661764772487653
3.537964,0.08210392862903129,0.0003441866241680326,0.0029817901905886644,0.08542990544378799
3.540265,0.08127032056240467,0.00034219710610925786,0.002731110915183045,0.08434362858369697
3.542567,0.08054862288658413,0.0003407049675651768,0.0025082848926002727,0.08339761274674957
3.5448690000000003,0.07980653265066114,0.000337223310962321,0.0023058514301199412,0.0824496073917434
3.5471699999999995,0.07899729618025451,0.00032976261824191566,0.002119831491624502,0.08144689029012094
3.549472,0.07819800730014176,0.0003193176484333482,0.001956193631290278,0.08047351857986539
3.5517730000000003,0.07738777607070574,0.00030887267862478074,0.0018194142647495132,0.07951606301408004
3.554075,0.07669442902722272,0.0003034015039631501,0.00170700649442874,0.07870483702561462
3.556377,0.07552061337254562,0.00030837529911008707,0.001608027971004696,0.0774370166426604
3.558678,0.07488048593713484,0.00032976261824191566,0.001513028483698201,0.07672327703907496
3.5609800000000003,0.07376536106519159,0.00035363683494721277,0.0014205158939651751,0.07553951379410398
3.563282,0.07319685627989672,0.00035960538912353703,0.0013339718584084734,0.07489043352742872
3.565583,0.07231400764131543,0.0003441866241680326,0.0012548885155721768,0.07391308278105563
3.567885,0.07138937912349984,0.00035065255785905064,0.001180778967882817,0.07292081064924172
3.570186,0.07069503732098745,0.0004302332802100408,0.001109156317766926,0.07223442691896441
3.572488,0.0698166650980384,0.0005670126467508052,0.0010405179447391972,0.0714241956895284
3.57479,0.06907855389823296,0.000657038338910363,0.0009763559873437113,0.07071194822448702
3.577091,0.06826086197607655,0.000602326592294057,0.0009211468612127117,0.06978433542958333
3.579393,0.06729296144048262,0.00043819135244513996,0.0008763827048902798,0.06860753549781802
3.581695,0.06682343517861178,0.00028450108240479,0.0008440530364351897,0.06795198929745175
3.583996,0.06601469608771986,0.0002347631309354211,0.0008246552353621358,0.06707411445401741
3.586298,0.06528653247820827,0.00026012948618479924,0.0008062521933184697,0.06635291415771154
3.588599,0.06436041182184864,0.00029594081124274487,0.0007739225248633798,0.06543027515795477
3.590901,0.06384960306025822,0.00030439626299253754,0.0007207029167911551,0.06487470224004192
3.593203,0.06317615119736297,0.0002994224678456007,0.0006555462003662817,0.06413111986557486
3.595504,0.06245892993717466,0.00029842770881621333,0.0005888973453973275,0.0633462549913882
3.597806,0.061930712892569975,0.0003063857810513123,0.0005232432494577606,0.06276034192307905
