Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CO_CH3OH_10K,H2O_CH3OH_CO_NH3_100K_NASA,all
2.918827,0.497758722543289,0.0151454309513134,0.20030953097950152,0.713213684474104
2.921129,0.5117587451455261,0.015280439234069453,0.20507469876731127,0.7321138831469067
2.92343,0.5279885664675883,0.015359714560242937,0.21005366970752828,0.7534019507353595
2.925732,0.5425689805487198,0.015388061495056485,0.21538433482204214,0.7733413768658184
2.928034,0.558977531697064,0.015370284603732737,0.2210955215021888,0.7954433378029855
2.930335,0.5731706978212511,0.015310227538449796,0.22553445931138166,0.8140153846710825
2.932637,0.5861218838353871,0.015211733951385769,0.2324587987102437,0.8337924164970164
2.9349380000000003,0.5984912370010615,0.015082010690374615,0.2379605063466834,0.8515337540381196
2.93724,0.6104243356445211,0.014932108255428391,0.24356935578758795,0.8689257996875375
2.939542,0.6206907306122482,0.0147725966900369,0.24950683748972066,0.8849701647920059
2.941843,0.6296622952524753,0.01461116329855635,0.2554582524309991,0.8997317109820308
2.944145,0.6405316631556431,0.014454534472298438,0.2611151475241299,0.9161013451520714
2.946447,0.6497684397961596,0.014305592950396741,0.2666274252040595,0.930701457950616
2.948748,0.6595659091981576,0.014152807776316938,0.2727220161889724,0.9464407331634468
2.95105,0.6695329797525147,0.0139846479935247,0.2783962077169047,0.9619138354629442
2.953351,0.6771313996521126,0.013800633145497766,0.2839940066577972,0.9749260394554076
2.955653,0.6863398293578153,0.013621422862693468,0.2878366979228609,0.9877979501433698
2.957955,0.6920981007771438,0.013466715862524613,0.29426232345161346,0.999827140091282
2.960256,0.697416274022079,0.013338433971080248,0.29931624560930353,1.0100709536024628
2.962558,0.7046500274212787,0.01322456577530379,0.30283943328706203,1.0207140264836445
2.96486,0.7088583460997849,0.013114060775183177,0.30915311244612714,1.0311255193210953
2.967161,0.7141505746925177,0.01300163394897351,0.3144438996692932,1.0415961083107843
2.969463,0.7177828260008301,0.012882961187974416,0.31918792737012336,1.0498537145589275
2.971764,0.7247119699649147,0.0127580424921859,0.32426731372349343,1.061737326180594
2.974066,0.7299667229489112,0.012634084709441905,0.32941204216389136,1.0720128498222443
2.976368,0.7356548477159891,0.012519736057143184,0.3334911180379088,1.081665701811041
2.978669,0.7406453496127405,0.01241211379615615,0.3378123439991469,1.0908698074080436
2.980971,0.7474668713158381,0.012299206513424222,0.3431209081136368,1.1028869859428991
2.983273,0.7551407228894312,0.012169002795890805,0.34742627900964035,1.1147360046949624
2.985574,0.7584928680452641,0.01201910036094458,0.35227024166710125,1.1227822100733098
2.987876,0.766810050902168,0.01185046012163008,0.3568605232808071,1.1355210343046052
2.990177,0.7751233901068939,0.011665964817080885,0.3614152511118655,1.1482046060358404
2.992479,0.7799721573295775,0.011473301751653208,0.3658402556819125,1.1572857147631432
2.994781,0.7873817578159258,0.011280158229703264,0.3703493401433558,1.1690112561889852
2.997082,0.7953828002811804,0.011089897446886906,0.3748569832352324,1.1813296809632996
2.999384,0.800847993221928,0.010895312555370174,0.3784017914564927,1.1901450972337908
3.001686,0.8082830579039563,0.01068967716384138,0.3832793860705121,1.2022521211383097
3.003987,0.8159045397166227,0.010472030359256,0.3882516306194174,1.2146282006952962
3.006289,0.8224248151802611,0.010246215793792136,0.3920112029061296,1.2246822338801828
3.0085900000000003,0.8297709954056707,0.010015596663105641,0.3962089515411461,1.2359955436099224
3.010892,0.8376557673925376,0.009779212054151984,0.4000276199800966,1.2474625994267858
3.013194,0.8447079082263217,0.009537542423453423,0.4040615329410213,1.2583069835907963
3.015495,0.8536189353447435,0.009289146401443177,0.4080166510322947,1.2709247327784814
3.0177970000000003,0.860872387461356,0.009032102162032186,0.4113039345576218,1.28120842418101
3.020098,0.8683237876651411,0.0087644878791314,0.41514037988789615,1.2922286554321687
3.0224,0.8759529567821639,0.008490147204918919,0.4180956679563391,1.3025387719434218
3.024702,0.8810674164616592,0.008217247900273231,0.4210946775683081,1.3103793419302403
3.027003,0.884740506574364,0.00795347726955055,0.4246245916373783,1.3173185754812928
3.029305,0.8926444968221213,0.007696433030139559,0.4269773872269028,1.3273183170791638
3.031607,0.8994948459165547,0.007437466964639516,0.4301315842955629,1.337063897176757
3.0339080000000003,0.9031549637031584,0.007172735420872308,0.4331238675162202,1.343451566640251
3.03621,0.9079994068171416,0.0069128084423277355,0.435105270214035,1.3500174854735043
3.038511,0.9129202425181646,0.006673060637718231,0.4374076178687219,1.3570009210246048
3.040813,0.9181615427195376,0.0064563747461773785,0.4401236385890777,1.3647415560547926
3.043115,0.9212244530489676,0.006250258898126321,0.4420171177433183,1.3694918296904122
3.045416,0.9267621949245772,0.006040299397897157,0.44393558063671656,1.3767380749591909
3.047718,0.9292235736881332,0.005830339897667992,0.4448104919637584,1.3798644055495597
3.05002,0.9324546438003556,0.00563575500615126,0.4469922450313572,1.3850826438378638
3.052321,0.935113970651084,0.005469517049448078,0.447910877901925,1.388494365602457
3.054623,0.9388096422203354,0.005322497353635436,0.4495602851428557,1.3936924247168263
3.056924,0.9384151874155571,0.005178360396956376,0.4496568569038307,1.3932504047163439
3.059226,0.9413022506578386,0.005030379788099207,0.4506605305788393,1.396993161024777
3.061528,0.9431116499206831,0.004892969222731836,0.4519486345150278,1.3999532536584427
3.063829,0.9422742142023776,0.004783905592178013,0.4525886026026827,1.3996467223972384
3.066131,0.9445213093570044,0.004701747526870949,0.4529297267334898,1.402152783617365
3.068433,0.9431126108337274,0.004625354939831047,0.4531113392989055,1.400849305072464
3.070734,0.9420104435716548,0.0045340682006009755,0.4531247920815288,1.3996693038537846
3.073036,0.9409760206792216,0.004430289591792053,0.4531257529945734,1.3985320632655869
3.075337,0.9393938773514078,0.004327471896027656,0.4531257529945734,1.3968471022420088
3.077639,0.9373211879143628,0.004236185156797584,0.4528744742334296,1.39443184730459
3.079941,0.932411883169874,0.0041497029827901495,0.4518400513409962,1.3884016374936603
3.082242,0.9308821096029868,0.004056974873993286,0.4518756051236437,1.3868146896006242
3.084544,0.9261822839022049,0.003952235352139836,0.4513053032317169,1.3814398224860618
3.086846,0.9221757569630494,0.00383308213461848,0.4504736329916788,1.3764824720893467
3.089147,0.9192665927207436,0.003700956590996007,0.4494223941209661,1.3723899434327058
3.0914490000000003,0.9136164240189244,0.0035582610038837367,0.4478633127062209,1.3650379977290292
3.09375,0.9047491184440288,0.003412202221115623,0.4469638980965436,1.3551252187616878
3.096052,0.9032299149206316,0.003268065264436562,0.4451862089641685,1.3516841891492366
3.098354,0.8962080428477498,0.0031253696773242924,0.4441258414195329,1.3434592539446069
3.100655,0.8909148533419725,0.002979791351078441,0.4422213117652803,1.3361159564583311
3.102957,0.8838021749863831,0.002830369372654482,0.44097644891609533,1.3276089932751332
3.105259,0.8774769648707837,0.0026804669377082594,0.4387524156745375,1.3189098474830296
3.10756,0.8697459389710414,0.0025329667853733547,0.4366970226722941,1.3089759284287088
3.109862,0.8630181062897849,0.0023902711982610853,0.43498996064869183,1.300398338136738
3.112163,0.8558751591732929,0.002251419263326923,0.4333419947773278,1.291468573213948
3.114465,0.8476660790338982,0.002115930524048607,0.4314057549926058,1.2811877645505527
3.116767,0.8406004854174907,0.0019838049804261344,0.4285917211417083,1.2711760115396251
3.119068,0.8323520078432702,0.001856964458548561,0.4259357574866354,1.2601447297884545
3.12137,0.8253820250747932,0.001736369871460414,0.4241133858976898,1.2512317808439437
3.123672,0.8172310801745925,0.0016210603061171658,0.4219667061562165,1.240818846636926
3.125973,0.8089701107307931,0.0015086334799074984,0.4186352206308411,1.2291139648415417
3.128275,0.8006836770913139,0.0013995698493536762,0.4168152513245068,1.2188984982651745
3.130576,0.7919624302991863,0.001299634892722861,0.413973350995318,1.2072354161872272
3.132878,0.7837682443119818,0.0012136331752376885,0.4112381120140717,1.1962199895012913
3.13518,0.7749658003675914,0.0011391624142868407,0.40851007988065935,1.1846150426625377
3.137481,0.7670152058371745,0.0010699766750808914,0.4057906959646477,1.1738758784769032
3.139783,0.7576679241965375,0.000999349566308152,0.4031601965052549,1.1618274702681006
3.142085,0.7504817359930418,0.0009287224575354123,0.4000333854583639,1.151443843908941
3.144386,0.7396291840681529,0.0008619390009407809,0.3965543997806536,1.1370455228497471
3.146688,0.7322935738862334,0.0008018819356578392,0.39394455995171795,1.1270400157736091
3.148989,0.722406259114572,0.0007466294355975326,0.3914581974490042,1.1146110859991738
3.151291,0.7130695475174249,0.0006942596746708074,0.3875919638143496,1.1013557710064452
3.153593,0.7032490162023582,0.0006438117398331364,0.3851142495290365,1.0890070774712282
3.155894,0.6948539993888475,0.0005986488267403641,0.3814767131989793,1.0769293614145672
3.158196,0.6852035496826621,0.0005616536745260719,0.3787549270003564,1.0645201303575444
3.160498,0.6751749806934554,0.0005299435440566787,0.3753297524531396,1.0510346766906515
3.162799,0.6663691735534092,0.0004987138701095488,0.3722341710801957,1.0391020585037145
3.165101,0.6568287483908223,0.00046364054398431086,0.3692433292291052,1.026535718163912
3.167402,0.6465138273143464,0.00042520402220322807,0.3651594487898651,1.0120984801264148
3.1697040000000003,0.6374817251523143,0.0003843652178108277,0.3621397795474388,1.000005869917564
3.172006,0.6277544024025669,0.00034496778298521785,0.3587612092828817,0.9868605794684338
3.174307,0.6173674128477514,0.0003137381090380881,0.3548796010395145,0.972560751996304
3.176609,0.607270138575861,0.00029644167423660084,0.3518484008405539,0.9594149810906516
3.1789110000000003,0.5980972626528056,0.0002935589351030196,0.3484184217281145,0.9468092433160232
3.181212,0.5890963901647205,0.00029740258728112797,0.3449783530287077,0.9343721457807092
3.183514,0.5787358257186297,0.0003017266959814997,0.3411236503505873,0.9201612027651984
3.1858150000000003,0.5690589509037197,0.0003017266959814997,0.33734437934646233,0.9067050569461635
3.188117,0.5601243814157072,0.00029211756553622906,0.3341012978211835,0.8945177968024269
3.190419,0.5500074084264038,0.00027241884812342405,0.3295436872509916,0.8798235145255189
3.19272,0.5399841244589421,0.00025223967418835566,0.3258451329426069,0.8660814970757372
3.1950220000000003,0.5305734225573662,0.00024215008722082144,0.322505479656353,0.85332105230094
3.197323,0.5209916781338645,0.0002459937393989297,0.3190711764352133,0.8403088483084767
3.199625,0.5114964158843702,0.0002589660655000451,0.31469517843043704,0.8264505603803073
3.201927,0.5017541989824326,0.0002757820437792689,0.3104330486214373,0.8124630296476492
3.204228,0.4923483016460793,0.00029211756553622906,0.30619734392116194,0.7988377631327774
3.20653,0.4828809058748763,0.00030364852207055384,0.3023974132865796,0.7855819676835265
3.208832,0.4728235094943338,0.00030797263077092567,0.2983884840648127,0.7715199661899175
3.211133,0.4635727996146717,0.00031181628294903396,0.2940220951904817,0.7579067110881025
3.213435,0.4544013650611832,0.0003233472394833588,0.2895894033160783,0.7443141156167448
3.215736,0.4445505649852139,0.00034448732646295426,0.2855867200291008,0.7304817723407777
3.218038,0.4355501729536511,0.0003656274134425498,0.28066492341503313,0.7165807237821267
3.22034,0.4265156685090075,0.00037619745693234763,0.27655846151924673,0.7034503274851867
3.222641,0.4167960330636163,0.00037715836997687465,0.27207964581870603,0.6892528372522992
3.224943,0.4077922778363977,0.000382923848244037,0.26697191253052244,0.6751471142151642
3.227245,0.39875008608739787,0.0004040639352236326,0.2624532189386339,0.6616073689612554
3.229546,0.3899827154691329,0.0004338522396039717,0.25750115356366365,0.6479177212724005
3.231848,0.3806911667850784,0.0004569141526726214,0.25308767995015075,0.6342357608879018
3.234149,0.3724277950586679,0.00046364054398431086,0.24832539490147465,0.6212168305041268
3.236451,0.3634173134401376,0.0004602773483284661,0.24345692896137824,0.6073345197498443
3.238753,0.35483780132207765,0.0004564336961503578,0.23841886186892286,0.5937130968871508
3.241054,0.3465729882261003,0.000458355522239412,0.2333375536894637,0.5803688974378033
3.2433560000000003,0.3382245756952491,0.00046892556572920976,0.2288966940541818,0.5675901953151601
3.245658,0.33037920114320785,0.0004910265657533324,0.22372842324419295,0.5545986509531542
3.247959,0.32170023452503943,0.0005169712179555632,0.21852219636894527,0.5407394021119403
3.250261,0.3140633781036605,0.0005342676527570504,0.21337266336332475,0.5279703091197423
3.252562,0.306625911139021,0.0005352285658015776,0.20852725933629696,0.5156883990411195
3.254864,0.29964872152270994,0.0005304240005789421,0.20419738515765806,0.5043765306809469
3.257166,0.29164431586179945,0.0005357090223238411,0.1992453197826878,0.4914253446668111
3.259467,0.2851648792025534,0.0005573295658257002,0.19431727723383072,0.4800394860022098
3.261769,0.27781149212931,0.0005803914788943497,0.18944736992416755,0.4678392535323719
3.264071,0.2713493519048655,0.0005875983267283029,0.18471150998421587,0.4566484602158096
3.266372,0.2650899643328161,0.0005794305658498228,0.17980652934842745,0.44547592424709337
3.2686740000000003,0.25886613054341434,0.0005722237180158697,0.1753406859739879,0.4347790402354181
3.270975,0.25260866479745403,0.0005808719354166133,0.17074319751244812,0.4239327342453187
3.273277,0.24682012461722294,0.0005986488267403641,0.1660597073334232,0.4134784807773866
3.275579,0.24153318104623506,0.0006077775006633713,0.1614809566762517,0.4036219152231501
3.27788,0.23621404688825545,0.0005981683702181006,0.15726110704121107,0.3940733222996846
3.280182,0.2309343101651015,0.0005827937615056675,0.15282793471028547,0.3843450386368926
3.282484,0.22612734265985485,0.0005770282832385051,0.14848364683597856,0.3751880177790719
3.284785,0.221206987415354,0.0005885592397728297,0.14433154157057712,0.366127088225704
3.287087,0.2166354436060164,0.0006130625224082701,0.14043648054458666,0.3576849866730113
3.289388,0.21234112321002493,0.0006438117398331364,0.13621038497475654,0.3491953199246146
3.29169,0.2084028210970308,0.000682248261614219,0.13261897247083668,0.3417040418294817
3.293992,0.204248313549018,0.0007312548268850996,0.12878252714056235,0.3337620955164654
3.296293,0.20064248734943013,0.0007961164573906768,0.12513105757135948,0.3265696613781803
3.298595,0.19733886830234607,0.0008850009140094307,0.1215876907196659,0.3198115599360214
3.300897,0.19448063245140032,0.0010079977837088958,0.11812600147675716,0.3136146317118663
3.3031980000000005,0.19149459516553244,0.001173755283889815,0.11478730910354785,0.3074556595529701
3.3055,0.1895146338372844,0.0013923630015197233,0.11186997710036366,0.3027769739391678
3.307801,0.1879248032051144,0.0016729496105216276,0.10856155348805696,0.298159306303693
3.310103,0.1867241423559778,0.0020145541978510003,0.10572061407191267,0.2944593106257415
3.3124050000000005,0.1857377651157708,0.0024056458069735176,0.10304014713420442,0.29118355805694873
3.314706,0.1852251180065156,0.002834693481354854,0.10096457495802597,0.2890243864458964
3.317008,0.1849243522235786,0.0032901662644606853,0.0986607859337723,0.2868753044218116
3.31931,0.18376693246144574,0.003760533199756685,0.09708969310597054,0.28461715876717303
3.321611,0.1815496256111996,0.004233302417664003,0.09580639373500464,0.2815893217638682
3.323913,0.17842281456430847,0.004691177483381152,0.09484788297308888,0.2779618750207785
3.326214,0.175849489431065,0.005115901049062117,0.09467059451637364,0.2756359849965008
3.3285160000000005,0.17176705036139173,0.005487293940771828,0.09471767925555548,0.27197202355771904
3.330818,0.1667145695732684,0.005784216071530693,0.095943804300372,0.2684425899451711
3.3331190000000004,0.1613464288500179,0.005984566441314587,0.0971785775625893,0.2645095728539218
3.335421,0.1566706259753492,0.006083540484900875,0.0984527482596322,0.2612069147198823
3.3377230000000004,0.1520025104050367,0.00608834505012351,0.09970673978274,0.25779759523790025
3.340024,0.14857349220564187,0.006010511093516818,0.10093334528407882,0.2555173485832375
3.3423260000000004,0.14557592396323965,0.005895201528173568,0.10153920095865314,0.2530103264500664
3.344627,0.14271960993838292,0.005795747028065017,0.1016093476109036,0.25012470457735153
3.3469290000000003,0.1397820987612637,0.005752986397583563,0.10096697724063726,0.2465020623994845
3.349231,0.13748263384571044,0.0057784505932635295,0.09924357969527796,0.24250466413425195
3.351532,0.13601051506149495,0.005877424636849818,0.09714254332341954,0.2390304830217643
3.3538339999999995,0.1346830136904808,0.006053271723998272,0.09491466642968352,0.2356509518441626
3.356135,0.13340884299343791,0.006302628659053048,0.0927924899708455,0.23250396162333645
3.3584370000000003,0.13236721325317058,0.006623093159402824,0.09137754551277938,0.2303678519253528
3.360739,0.1305482048598808,0.007012743398958551,0.09082742279478764,0.22838837105362697
3.3630400000000003,0.12856247805336565,0.007468696638586644,0.09127761055614857,0.22730878524810086
3.365342,0.12627502455086898,0.007986628769586734,0.09257147997060426,0.22683313329106
3.3676440000000003,0.12506523502780936,0.00854876290063507,0.0943549345812465,0.2279689325096909
3.3699449999999995,0.12321787969970605,0.009134919857796582,0.0962551401267988,0.22860793968430146
3.372247,0.12162180313274665,0.009700417184500765,0.09806405893312098,0.2293862792503684
3.3745480000000003,0.12086027954495893,0.010161174989351492,0.09967839284792646,0.2306998473822369
3.37685,0.11999113369618418,0.010429269728774546,0.1002073754789386,0.2306277789038973
3.3791519999999995,0.1190619307821265,0.010415336489628902,0.10054129276191176,0.2300185600336672
3.381453,0.11787904682431367,0.010028088532684493,0.09948572978249877,0.22739286513949694
3.3837550000000003,0.11699260454073747,0.009210351531791958,0.0982442301289698,0.22444718620149925
3.386057,0.11650157797498413,0.008092809661006978,0.09647951332269583,0.22107390095868693
3.388358,0.11592983471349053,0.006869567355324017,0.09460621334239032,0.21740561541120484
3.39066,0.1152845816040906,0.005719354441025116,0.09259310051410613,0.21359703655922185
3.392961,0.11480796873400514,0.004787749244356122,0.09107726018636468,0.210672978164726
3.395263,0.11487907629930015,0.004212162330684408,0.08981798364151193,0.2089092222714965
3.397565,0.1147431071034996,0.004043041634847644,0.0893759636410295,0.20816211237937676
3.3998660000000003,0.11449999610323425,0.004235224243753057,0.0893086997279126,0.2080439200748999
3.402168,0.113799490493774,0.0047329772008180785,0.088798935357791,0.2073314030523831
3.40447,0.11347710416733517,0.005437806918978686,0.08885610968394038,0.20777102077025425
3.406771,0.11297646847113656,0.006229599267668989,0.0885563048140479,0.20776237255285346
3.409073,0.1123845460357079,0.0069747873336997316,0.08733594524749852,0.20669527861690612
3.411374,0.11193772147000282,0.007501367682100565,0.08590322389810867,0.20534231305021208
3.413676,0.11149474055647583,0.007630130030067192,0.08401166656995712,0.20313653715650012
3.415978,0.1109720038602531,0.007333207899308328,0.08102659019713379,0.19933180195669525
3.418279,0.10994382690260916,0.006830169920498407,0.07876171815118349,0.19553571497429106
3.420581,0.10988569166341527,0.006356439789546563,0.07647138190955323,0.19271351336251505
3.422883,0.10939706738027324,0.006035494832674521,0.07457261773356773,0.1900051799465155
3.425184,0.10968534129363136,0.005902888832529786,0.07295347925353962,0.1885417093797008
3.427486,0.10913714040172867,0.0059629458978127286,0.07182921099144295,0.18692929729098434
3.429787,0.10890171670581954,0.006056634919654118,0.07118924290378792,0.1861475945292616
3.432089,0.10894255551021194,0.005965348180424045,0.07014473042438701,0.18505263411502296
3.434391,0.10845633350968126,0.005571373832167947,0.06900316572748884,0.18303087306933805
3.436692,0.1080628396179474,0.005005396048941503,0.0683804940746353,0.1814487297415242
3.438994,0.10791630037865703,0.0044322114178811075,0.06681852992075654,0.17916704171729467
3.441296,0.10795906100913848,0.0039234079608040226,0.0658773155936423,0.17775978456358482
3.443597,0.10763138966095476,0.0034405491559291717,0.06458296572266432,0.17565490453954824
3.445899,0.10662531370333493,0.0029471203075645213,0.06286533365557219,0.17243776766647162
3.4482,0.10599207200699158,0.0024661833287787233,0.06182466482834936,0.17028292016411967
3.450502,0.1052829181801306,0.0020558734587656645,0.060550494131306476,0.16788928577020273
3.452804,0.10423984707029646,0.001757029501917746,0.05914804154281921,0.16514491811503346
3.455105,0.1036387959609448,0.0015513941103889534,0.058268325650554675,0.16345851572188844
3.457407,0.10306657224292892,0.0014038939580540476,0.05697926080132161,0.1614497270023046
3.459709,0.10264425095985928,0.0012895453057553267,0.05634409727888923,0.16027789354450386
3.46201,0.1019298121112534,0.0012001803926143095,0.05529622160383246,0.15842621410770014
3.464312,0.1016189567413489,0.0011285923707970427,0.05474994253801882,0.15749749165016474
3.466613,0.10112360606689516,0.001072378957692209,0.05366074760204738,0.15585673262663474
3.468915,0.10074500632735152,0.0010320206098220724,0.053174045144994415,0.15495107208216802
3.471217,0.09938339254325666,0.0010060759576198414,0.05271376779666597,0.15310323629754247
3.473518,0.0982298164333019,0.0009854163271625096,0.05215499686127346,0.15137022962173788
3.47582,0.09733280410623588,0.0009575498488712244,0.05218286333956475,0.15047321729467186
3.478122,0.09679132960564488,0.0009171915010010873,0.05216652781780779,0.14987504892445375
3.4804230000000005,0.09623303912677464,0.0008792354357422682,0.05216748873085232,0.14927976329336926
3.482725,0.09520822536478653,0.0008604976313739903,0.052164605991718745,0.14823332898787928
3.4850260000000004,0.09433475540731144,0.0008691458487747341,0.05214298544821688,0.14734688670430307
3.487328,0.09377454310235214,0.0009032582618554453,0.05251822199210469,0.14719602335631227
3.4896300000000005,0.09300821494934182,0.0009618739575715963,0.05307891475358625,0.14704900366049967
3.491931,0.0922625464267888,0.0010767030663925811,0.0535170911018906,0.146856340595072
3.4942330000000004,0.09151976064336938,0.0012953107840224893,0.05417627745043616,0.14699134887782805
3.496535,0.09107485790375336,0.0016667036757322016,0.054661058081400066,0.14740261966088564
3.4988360000000003,0.0902979597072532,0.002236525111136753,0.05534234542996975,0.1478768302483597
3.501138,0.08941728290194416,0.0030480161772398627,0.05602219140897266,0.14848749048815668
3.503439,0.0886605638793791,0.004071869026183454,0.05674623938802381,0.14947867229358636
3.5057410000000004,0.08812725713966657,0.005142806614308874,0.05759664743243026,0.1508667111864057
3.508043,0.08748488676940022,0.006082579571856347,0.0582260454765955,0.15179351181785206
3.5103440000000004,0.08651820824660601,0.006720625833422321,0.059904280108862014,0.15314311418889034
3.512646,0.08584364728934799,0.006893590181437194,0.06161182258898661,0.15434906005977178
3.5149470000000003,0.08546793028893791,0.006491448072302617,0.06393531033065307,0.1558946886918936
3.517249,0.08456082837490435,0.005747701375838664,0.06719809057334475,0.15750662032408774
3.5195510000000003,0.0836969675478745,0.005032301614188261,0.07172543238263403,0.1604547015446968
3.5218519999999995,0.08345049335195333,0.004595086178928445,0.07629217162674892,0.1643377511576307
3.524154,0.08302721115583914,0.004351014265618569,0.08140663130624425,0.16878485672770194
3.526456,0.08243432780736595,0.004162194852368999,0.08674930783381475,0.1733458304935497
3.528757,0.08196828498077031,0.003947911243439464,0.09047380679440167,0.17639000301861146
3.5310589999999995,0.08135089834966168,0.003704800243174115,0.09378895679802006,0.17884465539085587
3.53336,0.08092329204484712,0.0034347836776620084,0.0943429231681899,0.17870099889069904
3.5356620000000003,0.08018002580490545,0.0031522752425710504,0.09267814131854678,0.17601044236602328
3.537964,0.07931039949960844,0.00288033685096989,0.08907760014070384,0.17126833649128215
3.540265,0.07850515436829476,0.002638186763749068,0.08390596613505916,0.16504930726710298
3.542567,0.07780801195449037,0.002422942241775005,0.07936132789096838,0.15959228208723375
3.5448690000000003,0.07709117082327317,0.0022273964372137465,0.07439292699424117,0.15371149425472808
3.5471699999999995,0.07630946806155041,0.0020477056978871846,0.07067659579453273,0.14903376955397032
3.549472,0.0755373744302729,0.0018896355020624812,0.06704338357317588,0.14447039350551127
3.5517730000000003,0.07475471075550562,0.0017575099584400096,0.06358409661287844,0.14009631732682407
3.554075,0.07408495436347025,0.0016489267844084507,0.06041932950072852,0.13615321064860722
3.556377,0.0729510769709283,0.0015533159364780073,0.057434253127905184,0.1319386460353115
3.558678,0.07233272942677513,0.0014615487407256722,0.05465817534226649,0.12845245350976728
3.5609800000000003,0.07125554590386028,0.0013721838275846548,0.05203968729593023,0.12466741702737515
3.563282,0.07070638409891307,0.0012885843927107998,0.049224212075465915,0.12121918056708975
3.565583,0.0698535737718953,0.001212191805670898,0.046910813920766986,0.11797657949833318
3.567885,0.06896040509700738,0.001140603783853631,0.04426926396136208,0.11437027284222308
3.570186,0.06828968779192747,0.0010714180446476822,0.04196115082840805,0.11132225666498323
3.572488,0.06744120157361007,0.0010051150445753144,0.03943923454304677,0.10788555116123216
3.57479,0.06672820409457099,0.0009431361532033183,0.03731321443203062,0.10498455467980493
3.577091,0.06593833357196975,0.0008898054792320662,0.035374572364697265,0.10220271141589908
3.579393,0.0650033651796449,0.0008465643922283481,0.03346283586261066,0.0993127654344839
3.581695,0.06454981422262814,0.0008153347182812183,0.031418493360379315,0.09678364230128866
3.583996,0.06376859191742762,0.0007965969139129402,0.029458711206066364,0.09402390003740692
3.586298,0.06306520356883381,0.0007788200225891897,0.027778074291188514,0.09162209788261153
3.588599,0.06217059352437913,0.0007475903486420599,0.025917266180461845,0.08883545005348302
3.590901,0.06167716467601447,0.0006961815007598617,0.024595530287714863,0.0869688764644892
3.593203,0.061026626544869636,0.0006332416963433387,0.023074404938228512,0.08473427317944149
3.595504,0.06033380823976561,0.0005688605223600249,0.021783418262906397,0.08268608702503204
3.597806,0.05982356341312175,0.0005054402614212384,0.020519817609353296,0.08084882128389627
3.600108,0.05902648604268654,0.0004381763483043435,0.019127935064355842,0.07859259745534672
3.602409,0.058697853781458274,0.00036418604387575916,0.01818479891115252,0.07724683873648656
3.604711,0.058227006389640026,0.00029115665249170193,0.017265205127540116,0.07578336816967184
3.607012,0.057508723888856035,0.00023302141329781427,0.016343689517838655,0.0740854348199925
3.609314,0.05689710273601455,0.00019746763065031276,0.015456286321217906,0.07255085668788278
3.611616,0.05642145077897365,0.00017440571758166304,0.0145117087984478,0.07110756529500313
