Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_40K,CH3OH,all
2.976368,0.02314554545317107,0.33422570421884784,0.14566711905100452,0.5030383687230234
2.978669,0.021908693087910356,0.3363840558046125,0.14786329336596898,0.5061560422584919
2.980971,0.020612405005335684,0.3394059445063933,0.15027314154069862,0.5102914910524275
2.983273,0.019346080383555654,0.3420550091632047,0.1530346919765587,0.5144357815233189
2.985574,0.018169646144159543,0.3446809872190759,0.15597258474725936,0.5188232181104948
2.987876,0.017131240306128906,0.3473776986905935,0.1588756020144122,0.5233845410111346
2.990177,0.01626279114735967,0.3500444467013164,0.16179974106540387,0.5281069789140801
2.992479,0.015550544948142815,0.3527111947120394,0.16556973387849994,0.5338314735386822
2.994781,0.01496895908616161,0.3553931700552973,0.1685091002620266,0.5388712294034855
2.997082,0.01449396455192527,0.35810314404224863,0.1722167101321568,0.5448138187263307
2.999384,0.01410247474449366,0.3608293277702856,0.17599112378373075,0.55092292629851
3.001686,0.0137723854714773,0.3635437225957147,0.17965059563487945,0.5569667037020715
3.003987,0.013499275894398286,0.36625369658266604,0.18280953032947506,0.5625625028065393
3.006289,0.01329051407738645,0.3682194960925045,0.18655545413308036,0.5680654643029713
3.0085900000000003,0.013151012063195012,0.3708695431578666,0.1903711289437814,0.574391684164843
3.010892,0.013069963357766886,0.3735014156650416,0.1942157848067264,0.580787163829535
3.013194,0.013031649424291776,0.3758007428778238,0.19806093187394674,0.5868933241760623
3.015495,0.013023790155886622,0.3776958089720159,0.20195863779862655,0.5926782369265291
3.0177970000000003,0.013037052671320316,0.37978490075496013,0.20500705153127471,0.5978290049575553
3.020098,0.013064068906463024,0.3816391968943007,0.2090437682658706,0.6037470340666342
3.0224,0.013095014775808309,0.3830145688652022,0.2122474025495205,0.6083569861905309
3.024702,0.013116627763922473,0.3842386499193045,0.21524915187601296,0.61260442955924
3.027003,0.013117610172473116,0.3854435740066693,0.2179497929817332,0.6165109771608756
3.029305,0.013099435614286205,0.386968763281544,0.2215793013720872,0.6216475002679174
3.031607,0.013069963357766886,0.3885357049198209,0.2242632415324464,0.6258689098100343
3.0339080000000003,0.013037543875595638,0.3887867103045106,0.226239847536342,0.6280641017164483
3.03621,0.013012983661829541,0.3896364937008176,0.2291158485683521,0.6317653259309992
3.038511,0.013006598006250354,0.3896232311853839,0.23117645050332775,0.6338062796949621
3.040813,0.013024281360161942,0.3904617168833585,0.23322231631004375,0.6367083145535641
3.043115,0.013062595293637059,0.3906670402704431,0.2352524635799495,0.6389820991440296
3.045416,0.013117610172473116,0.38955004174836094,0.23694220628705698,0.6396098582078911
3.047718,0.01318343154536626,0.3895922853160386,0.2385666188255468,0.6413423356869516
3.05002,0.013254656165287943,0.38924893352758855,0.2401163683141876,0.6426199580070641
3.052321,0.013325389580934308,0.3877522341006825,0.2417358688099241,0.642813492491541
3.054623,0.01340054383505857,0.3870689689537097,0.2424903585768186,0.6429598713655869
3.056924,0.013486013378964592,0.3855182370565183,0.2432581108591469,0.6422623612946298
3.059226,0.013583763029753664,0.3849739827194616,0.2441064206426279,0.6426641663918431
3.061528,0.013683968701919343,0.3830484619601993,0.24493802948074803,0.6416704601428667
3.063829,0.013775823901404551,0.38170354465436784,0.24570332574169965,0.641182694297472
3.066131,0.013849995746978169,0.3797441308001085,0.2456556789269934,0.6392498054740801
3.068433,0.01390255460443762,0.3772679700482105,0.2457539197820578,0.6369244444347061
3.070734,0.013929079635305007,0.3757511312460163,0.2465403378268483,0.6362205487081696
3.073036,0.013928588431029685,0.3730141410239223,0.24656637165344036,0.6335091011083923
3.075337,0.013901080991611655,0.3703434633789967,0.2465462322781521,0.6307907766487605
3.077639,0.013849013338427526,0.3688084500186156,0.24573083318111766,0.6283882965381608
3.079941,0.013781227148433096,0.36623208359455184,0.2457568670077097,0.6257701777506947
3.082242,0.013708037711410121,0.362599627978546,0.2456890808177153,0.6219967465076713
3.084544,0.013638777908589727,0.3599923156851369,0.2449350822550961,0.6185661758488228
3.086846,0.013580815804101731,0.3568525379572789,0.2441015085998747,0.6145348623612553
3.089147,0.013541028257800654,0.3538065802460074,0.243352913284284,0.6107005217880921
3.0914490000000003,0.013529730559468248,0.3508613194111769,0.24243043165522934,0.6068214816258746
3.09375,0.013557237998886277,0.3476797893199165,0.24118621122583886,0.6024232385446415
3.096052,0.013630918640184573,0.3443366530220752,0.24009819375600064,0.5980657654182604
3.098354,0.013736036355103471,0.3409930255199585,0.2393270030437452,0.5940560649188071
3.100655,0.013849995746978169,0.33700149957869224,0.2376569085076505,0.5885084038333208
3.102957,0.01394921901059321,0.3340071183163296,0.2365625053822332,0.5845188427091559
3.105259,0.014008654727907164,0.32980732176232674,0.23450828910283664,0.5783242655930706
3.10756,0.014003251480878623,0.32625149401327097,0.23296197804412316,0.5732167235382728
3.109862,0.01393251806523226,0.3216395770722731,0.2313744058262825,0.566946500963788
3.112163,0.013821014694734172,0.3180955382258251,0.2291350055350897,0.5610515584556489
3.114465,0.01369526640025175,0.31434666719656784,0.2268116093128168,0.5548535429096364
3.116767,0.013567553288668035,0.3099788787804049,0.22456385854894345,0.5481102906180164
3.119068,0.013444752219837548,0.3063700009696144,0.2221903594905877,0.5420051126800397
3.12137,0.013333248849339462,0.3018253790143356,0.21951034896443106,0.5346689768281061
3.123672,0.013239428832752965,0.2974084701706405,0.21689812462826885,0.5275460236316623
3.125973,0.013171151438483209,0.2929851756713661,0.2141287149240036,0.520285042033853
3.128275,0.013128907870805522,0.28864342108179525,0.21127039724590507,0.5130427261985058
3.130576,0.013099435614286205,0.2843832064019279,0.20823770205006725,0.5057203440662814
3.132878,0.013069472153491564,0.2802231973942261,0.20456398527493427,0.497856654822652
3.13518,0.013035579058494349,0.2751839327336981,0.20183731034262198,0.4900568221348144
3.137481,0.01300070355494649,0.2709748032984641,0.1982269589190056,0.4822024657724162
3.139783,0.012967792868499918,0.26601658734336425,0.19463183482792407,0.4736162150397883
3.142085,0.01293340856922738,0.2612587827325956,0.19109025200285276,0.4652824433046757
3.144386,0.012893621022926302,0.2568541539957836,0.18765083966704832,0.4573986146857582
3.146688,0.012844009391118785,0.25177068095047656,0.18412301056168595,0.4487377009032813
3.148989,0.012782117652428216,0.24759102377176195,0.17998854417630095,0.4403616856004912
3.151291,0.012707454602579276,0.2425178660162367,0.17677705062424595,0.432002371243062
3.153593,0.012621002650122608,0.2375562116312095,0.17262932172342724,0.42280653600475937
3.155894,0.012529638654912727,0.2328814205429703,0.16876992973222255,0.4141809889301056
3.158196,0.012437783455427516,0.22775275670433365,0.16453083683619402,0.4047213769959551
3.160498,0.012345928255942308,0.223100069808484,0.16092539745533074,0.396371395519757
3.162799,0.012248178605153237,0.2183717374542348,0.15677079169465755,0.3873907077540456
3.165101,0.012141096073133049,0.21349457020456294,0.15343895309514868,0.3790746193728447
3.167402,0.012022715842780451,0.2081374963779016,0.14935115111591926,0.3695113633366013
3.1697040000000003,0.01189156430126949,0.20363560919457574,0.14583412850461394,0.3613613020004592
3.172006,0.011751571082802729,0.1988444026930853,0.14198750782456765,0.3525834816004557
3.174307,0.011612069068611293,0.19386359134132053,0.13826909146038038,0.34374475187031217
3.176609,0.01148435595702758,0.18876685578057986,0.1351371730009275,0.3353883847385349
3.1789110000000003,0.011368431748051595,0.1842094625141426,0.13163586892643253,0.3272137631886267
3.181212,0.011255454764727543,0.1794172736041015,0.12848037266176426,0.31915310103059324
3.183514,0.01113756573865027,0.17436425522386445,0.12493633381531626,0.3104381547778309
3.1858150000000003,0.011016238282645745,0.16946007173904992,0.12190953307078227,0.302385843092478
3.188117,0.010897366848017828,0.16453132804046933,0.11897114909580628,0.2943998439842935
3.190419,0.010785372273244422,0.16018466140814525,0.11599641600445645,0.2869664496858461
3.19272,0.010681728171151487,0.1557967336166941,0.11314546639048775,0.2796239281783333
3.1950220000000003,0.010587908154564993,0.15056589928879047,0.11032055060311112,0.2714743580464666
3.197323,0.010501947406383643,0.1463778916373954,0.10739788516494543,0.2642777242087244
3.199625,0.010421881109506164,0.14115982862065016,0.10483232523493878,0.25641403496509513
3.201927,0.010344270834005295,0.13717861796916558,0.10235518207449013,0.249878070877661
3.204228,0.010274028622634254,0.1326575738191022,0.0996697683013049,0.2426013707430414
3.20653,0.010219996152348835,0.12827701409178094,0.0972879187702687,0.2357849290143985
3.208832,0.01018855907872823,0.1238728765592442,0.09527152522007204,0.22933296085804444
3.211133,0.010174314154743892,0.11943533713598553,0.09308321017351268,0.2226928614642421
3.213435,0.010167437294889387,0.11509751218061726,0.09021015636715447,0.2154751058426611
3.215736,0.010163998864962132,0.1107876858689423,0.08813088866971659,0.20908257340362105
3.218038,0.010167928499164708,0.1066149055500822,0.08611645993662123,0.20289929398586806
3.22034,0.010183647035975012,0.1024332835542663,0.08409368073084535,0.19671061132108664
3.222641,0.010210172066842398,0.09891626094296102,0.08242505980757664,0.19155149281738004
3.224943,0.010237679506260429,0.09473955098989836,0.08034382729303748,0.18532105778919625
3.227245,0.010259783698649915,0.0906237503669756,0.07834708191385367,0.17923061597947915
3.229546,0.01027795825683683,0.0872118454705892,0.07717064767445755,0.17466045140188358
3.231848,0.010296624019299065,0.08349146428930063,0.07522989958266046,0.16901798789126016
3.234149,0.010319219415963877,0.07985557024336742,0.07335055202527863,0.16352534168460992
3.236451,0.010342306016904008,0.07647559362487699,0.07211615568139453,0.1589340553231755
3.238753,0.010360480575090921,0.07305975909428801,0.07014740894590407,0.15356764861528302
3.241054,0.010369322252046715,0.07011842789366009,0.06890122369941226,0.14938897384511907
3.2433560000000003,0.010365883822119459,0.066520847781202,0.06705675164557827,0.14394348324889972
3.245658,0.010346726855381905,0.06388258961844773,0.0658857206532107,0.14011503712704032
3.247959,0.010319219415963877,0.060750671158994865,0.06393956931438508,0.13500945988934382
3.250261,0.010296132815023742,0.05791052803908325,0.06270762899187758,0.13091428984598458
3.252562,0.010288764750893912,0.05524918327538883,0.06146782940096492,0.12700577742724767
3.254864,0.010294167997922451,0.05278824985602579,0.05960223556329211,0.12268465341724034
3.257166,0.010304974491979537,0.05033664931789385,0.058426292528171324,0.1190679163380447
3.259467,0.010317254598862586,0.047865891813024364,0.05717028319617305,0.11535342960805998
3.261769,0.010326587480093704,0.04543983389720917,0.055958482248953764,0.11172490362625664
3.264071,0.0103310083185716,0.043093351073996124,0.05438122532089491,0.10780558471346263
3.266372,0.0103310083185716,0.04116930392755999,0.05348968956118556,0.10499000180731714
3.2686740000000003,0.010328552297194992,0.0393739523012582,0.05171644212727325,0.10141894672572643
3.270975,0.010327078684369028,0.0372475289933894,0.05049776432019945,0.09807237199795787
3.273277,0.010324622662992416,0.03564276462591254,0.049263367976315336,0.09523075526522028
3.275579,0.010317254598862586,0.03389898944851956,0.04807121520010894,0.09228745924749107
3.27788,0.010302027266327604,0.03229324267249205,0.04690116661629202,0.08949643655511166
3.280182,0.010277467052561507,0.030588272632849505,0.045679050379290966,0.08654479006470198
3.282484,0.01024357395756429,0.02934110497780703,0.045084202001876066,0.08466888093724738
3.284785,0.01020083918561128,0.027705394740984882,0.04381738617582071,0.08172362010241686
3.287087,0.010150736349528441,0.02660853559419093,0.04263702230222202,0.07939629424594137
3.289388,0.010095230266417057,0.025443399053127227,0.04149546356637377,0.07703409288591806
3.29169,0.010031864914900523,0.02431706764981396,0.04087409015809148,0.07522302272280595
3.293992,0.009955728252225621,0.02317108807548781,0.03965835957666962,0.07278517590438305
3.296293,0.009863381848465087,0.022043774263623896,0.038785980783697806,0.0706931368957868
3.298595,0.009759246542096832,0.020932670192845605,0.037839430145152377,0.06853134688009481
3.300897,0.009650690397250678,0.019833355024675044,0.03720577662998704,0.06668982205191276
3.3031980000000005,0.009540660639578556,0.01918496538125005,0.03612758324565532,0.06485320926648393
3.3055,0.00942670124770386,0.01806845806344322,0.03557694325301939,0.06307210256416647
3.307801,0.009305373791699337,0.017331651650460266,0.035016970379152364,0.06165399582131196
3.310103,0.0091815903143182,0.016330086133078778,0.03472077420113321,0.06023245064853019
3.3124050000000005,0.009070578148095436,0.01582611054659844,0.034558185586001634,0.05945487428069551
3.314706,0.008983634991363447,0.015172808860420226,0.03454787029621988,0.05870431414800355
3.317008,0.008911427962891117,0.014459580252652732,0.035108825578637565,0.05847983379418141
3.31931,0.008832344074564279,0.013792524846765502,0.035629010906203525,0.058253879827533314
3.321611,0.008733120810949244,0.013310653452674652,0.036364343706360505,0.0584081179699844
3.323913,0.008620635031900513,0.012399469521952405,0.0384819253372735,0.05950202989112643
3.326214,0.00850814925285178,0.011970648189596323,0.040777814120128375,0.061256611562576474
3.3285160000000005,0.008401066720831595,0.011508916170793677,0.04351382193367173,0.06342380482529701
3.330818,0.008295457801637372,0.0108855779454101,0.047608991977030966,0.06679002772407844
3.3331190000000004,0.00818837526961718,0.010595276218694818,0.05181222696096103,0.07059587844927304
3.335421,0.008084239963248927,0.009919379135851794,0.056552348217818016,0.07455596731691873
3.3377230000000004,0.007994349580865007,0.009485645760742498,0.061831320564703175,0.07931131590631069
3.340024,0.007928037003696542,0.009192396808375282,0.06705626044130295,0.08417669425337476
3.3423260000000004,0.007885302231743531,0.008770452335873714,0.07263781462178645,0.0892935691894037
3.344627,0.007862215630803396,0.008409417193512068,0.0769299575795498,0.09320159040386528
3.3469290000000003,0.007857303588050178,0.007914283283987527,0.08068128463018366,0.09645287150222136
3.349231,0.007872530920585158,0.007589106053724384,0.0835066916218356,0.09896832859614514
3.351532,0.00791035364978495,0.007335153443382928,0.08580012438331387,0.10104563147648177
3.3538339999999995,0.007968315754272945,0.006915173787982645,0.08671130831403613,0.1015947978562917
3.356135,0.008038066761368659,0.0064691603059903,0.08734447062492612,0.1018516976922851
3.3584370000000003,0.008110764994116311,0.006478001982946096,0.08730075344442248,0.10188952042148487
3.360739,0.008175603958458809,0.0058954337124142425,0.08725801867246948,0.10132905634334252
3.3630400000000003,0.008221777160339077,0.005696004776633524,0.0878892161662582,0.1018069981032308
3.365342,0.008238969309975345,0.00540521184564292,0.08977396697066857,0.10341814812628686
3.3676440000000003,0.008218829934687146,0.005127190225810686,0.09229335369879496,0.10563937385929277
3.3699449999999995,0.008153990970344645,0.004967057632055728,0.09596805288247856,0.10908910148487896
3.372247,0.008052311685353001,0.004496483936297283,0.09873058572688932,0.1112793813485396
3.3745480000000003,0.007944246744782165,0.004434592197606714,0.10155402790143997,0.11393286684382885
3.37685,0.007863198039354044,0.0042774068295036854,0.10411172856304146,0.1162523334318992
3.3791519999999995,0.007828322535806181,0.003940440696632816,0.10561677846262796,0.11738554169506694
3.381453,0.007848461911094382,0.003792097005485583,0.10697348467106724,0.1186140435876472
3.3837550000000003,0.007930001820797828,0.003427132228921361,0.1075968228964508,0.11895395694616999
3.386057,0.008054276502454286,0.003451201238412137,0.10764496091543237,0.11915043865629878
3.388358,0.008196234538022335,0.0032227912503874226,0.10765134657101157,0.1190703723594213
3.39066,0.008336227756489095,0.0029418224049032587,0.10699657127200736,0.11827462143339973
3.392961,0.008470326523651992,0.002969329844321288,0.10705060374229278,0.11849026011026605
3.395263,0.008596074818134417,0.002763515252961384,0.10637225063807317,0.11773184070916895
3.397565,0.008713472639936364,0.0025493501889210066,0.10642137106560534,0.11768419389446272
3.3998660000000003,0.008824484806159131,0.0026191011960167263,0.1063756890680004,0.11781927507017627
3.402168,0.008928128908252064,0.002480581590375931,0.10709481212707177,0.11850352262569976
3.40447,0.00900180954955036,0.0024648630535656284,0.10704323567816294,0.11850990828127893
3.406771,0.009010160022230831,0.0023715342412544546,0.10703783243113443,0.11841952669461972
3.409073,0.008933040951005285,0.0019343624362179047,0.10702260509859944,0.11789000848582262
3.411374,0.008804345430870929,0.0019633434884619005,0.10661883518428478,0.1173865241036176
3.413676,0.008670737867983355,0.001967764326939798,0.1059709367451351,0.11660943894005825
3.415978,0.008560216906035912,0.0020139375288200628,0.10531910867178283,0.11589326310663882
3.418279,0.008471308932202638,0.0014515086335764116,0.10472229547726666,0.11464511304304573
3.420581,0.008401066720831595,0.0014691919874880019,0.10350803850867077,0.11337829721699035
3.422883,0.008364226400182449,0.0014691919874880019,0.1022476083381946,0.11208102672586504
3.425184,0.00838976902249919,0.0014687007832126801,0.10100780874728196,0.11086627855299383
3.427486,0.008503237210098564,0.0014687007832126801,0.09983874257201568,0.1098106805653269
3.429787,0.00870413975870525,0.0014682095789373582,0.09919035292859067,0.10936270226623328
3.432089,0.008983143787088125,0.0014623151276334945,0.09736061700301636,0.10780607591773796
3.434391,0.00932403955416157,0.0014593679019815626,0.0961252382505816,0.10690864570672473
3.436692,0.00969096914782708,0.0009991094960048802,0.09495469846248936,0.10564477710632132
3.438994,0.010044636226058895,0.0009833909591945768,0.09314166348227597,0.10416969066752946
3.441296,0.010348691672483193,0.0009819173463686114,0.09068760692276744,0.10201821594161924
3.443597,0.010567277575001468,0.0009819173463686114,0.08840055981686837,0.09994975473823844
3.445899,0.010668465655717793,0.0009819173463686114,0.08601969269438277,0.09767007569646917
3.4482,0.010650782301806204,0.0009819173463686114,0.08363293112059335,0.09526563076876816
3.450502,0.010529946050076998,0.0009819173463686114,0.08126336169644019,0.0927752250928858
3.452804,0.010336411565600143,0.0009819173463686114,0.07902248779242138,0.09034081670439012
3.455105,0.010162525252136166,0.0009819173463686114,0.07732881545111124,0.08847325804961602
3.457407,0.010115369641705256,0.0009819173463686114,0.07495531639275549,0.08605260338082936
3.459709,0.010239644323361715,0.0009819173463686114,0.0727596332820663,0.08398119495179664
3.46201,0.010475913579791584,0.0009819173463686114,0.07047946303602172,0.08193729396218193
3.464312,0.010755900016725104,0.000983882163469899,0.06823613311062633,0.07997591529082132
3.466613,0.011026062368152184,0.000997144678903592,0.06645109677410628,0.07847430382116205
3.468915,0.011244157066395135,0.0006822827384222116,0.06493278435908609,0.07685922416390344
3.471217,0.011378747037833356,0.0004941515009738983,0.06322191986813967,0.07509481840694693
3.473518,0.01144948045347972,0.00052951820879708,0.06209215003489915,0.07407114869717595
3.47582,0.01149663606391063,0.0006380743536432347,0.060499174570030026,0.07263388498758389
3.478122,0.011550177329920723,0.0004887482539453566,0.05995197300732135,0.07199089859118743
3.4804230000000005,0.011612560272886612,0.0004912042753219666,0.05884332495791968,0.07094708950612824
3.482725,0.011683293688532976,0.0004916954795972884,0.05830349145934083,0.0704784806274711
3.4850260000000004,0.011755500717005304,0.0004916954795972884,0.05724199902037005,0.06948919521697265
3.487328,0.011816410047145228,0.0004912042753219666,0.056141701443648856,0.06844931576611606
3.4896300000000005,0.011853741572069698,0.0004912042753219666,0.05505761360801326,0.06740255945540492
3.491931,0.011872898538807256,0.0004912042753219666,0.05403689112389422,0.06640099393802344
3.4942330000000004,0.011888617075617556,0.0004916954795972884,0.05336345006242781,0.06574376261764266
3.496535,0.011910721268007044,0.0004916954795972884,0.05280298598428545,0.06520540273188978
3.4988360000000003,0.011930369439019924,0.0004916954795972884,0.052190945457234274,0.06461301037585149
3.501138,0.011934790277497822,0.0004912042753219666,0.052234171433462616,0.06466016598628241
3.503439,0.0119141596979343,0.0004912042753219666,0.05220224315556668,0.06460760712882295
3.5057410000000004,0.01186405686185146,0.0004916954795972884,0.05312275996752005,0.0654785123089688
3.508043,0.011782516952148013,0.0004916954795972884,0.05373283567746994,0.06600704810921522
3.5103440000000004,0.011686732118460228,0.0004916954795972884,0.05554636186195862,0.06772478946001613
3.512646,0.011608630638684036,0.00048825704967003466,0.05823324924796978,0.07033013693632385
3.5149470000000003,0.011575719952237464,0.00047057369575844403,0.0626855247994881,0.07473181844748401
3.517249,0.011568351888107635,0.0008542042347849,0.06836630224358663,0.08078885836647916
3.5195510000000003,0.011548703717094756,0.0009883030019477966,0.07625406049670679,0.08879106721574934
3.5218519999999995,0.01149467124680934,0.0007481041113153551,0.0842980217093793,0.096540797067504
3.524154,0.0114244290354383,0.0007451568856634232,0.09409754700205254,0.10626713292315426
3.526456,0.011363519705298376,0.0009745492822387816,0.10404688959869897,0.11638495858623613
3.528757,0.011330609018851802,0.0009828997549192553,0.11312237978954763,0.12543588856331864
3.5310589999999995,0.011334047448779055,0.0009819173463686114,0.12147334367429635,0.13378930846944406
3.53336,0.011384150284861895,0.0009819173463686114,0.1273240777976563,0.13969014542888686
3.5356620000000003,0.011495162451084664,0.0009819173463686114,0.12992647804831212,0.1424035578457654
3.537964,0.011686240914184907,0.0009819173463686114,0.12886302079224002,0.14153117905279353
3.540265,0.011964753738292463,0.0009819173463686114,0.1240413596256796,0.13698803071034069
3.542567,0.012292386989932213,0.0009819173463686114,0.11671701267635375,0.1299913170126546
3.5448690000000003,0.012618546628746,0.0009819173463686114,0.1089604059647446,0.1225608699398592
3.5471699999999995,0.012896077044302913,0.0009819173463686114,0.1013825976093526,0.11526059200002416
3.549472,0.013083717077475902,0.0009819173463686114,0.0948009515243136,0.1088665859481581
3.5517730000000003,0.013144135203340505,0.0009819173463686114,0.0885400618310598,0.1026661143807689
3.554075,0.013075366604795429,0.0009819173463686114,0.08292412335130375,0.0969814073024678
3.556377,0.012907374742635315,0.0009819173463686114,0.07742607389762497,0.0913153659866289
3.558678,0.012671596690480774,0.0009828997549192553,0.07241824631071754,0.08607274275611758
3.5609800000000003,0.012400943134778368,0.0009740580779634598,0.06737259599461029,0.08074759720735211
3.563282,0.012128815966249998,0.000895956598187267,0.06346555718869938,0.07649032975313662
3.565583,0.01188124901148773,0.0008360296765979871,0.05979085800501574,0.07250813669310145
3.567885,0.011661680700418809,0.000987320593397153,0.056581329270062014,0.06923033056387798
3.570186,0.011469619828767921,0.0009819173463686114,0.054129237527654764,0.06658077470279129
3.572488,0.01130261037515845,0.0009814261420932893,0.05145463024852665,0.06373866676577837
3.57479,0.011153284275460574,0.0009819173463686114,0.0488821934586655,0.061017395080494675
3.577091,0.011016238282645745,0.0009814261420932893,0.04629109090634213,0.058288755331081174
3.579393,0.01088803396678671,0.0009814261420932893,0.043708338826699236,0.05557779893557924
3.581695,0.010767197715057507,0.000987320593397153,0.0416236678822328,0.05337818619068746
3.583996,0.01065274711890749,0.0007613666267490481,0.039295850821482015,0.05070996456713855
3.586298,0.010549594221089876,0.0004749945342363417,0.03678972660878933,0.04781431536411555
3.588599,0.010461177451531922,0.0004892394582206788,0.03478119232699781,0.04573160923675042
3.590901,0.010387988014508949,0.0004916954795972884,0.032589438850511195,0.04346912234461743
3.593203,0.010318728211688551,0.0004916954795972884,0.03040603584670505,0.041216459537990885
3.595504,0.010240626731912358,0.0004912042753219666,0.028414693714549806,0.039146524721784134
3.597806,0.010154174779455693,0.0004912042753219666,0.0265608887794847,0.03720626783426236
3.600108,0.010070178848375636,0.0004916954795972884,0.025163412616193703,0.03572528694416663
3.602409,0.009996989411352663,0.0004916954795972884,0.023245259921061426,0.033733944812011384
3.604711,0.009934115264111452,0.0004912042753219666,0.0217686998694436,0.03219401940887702
3.607012,0.009874188342522171,0.0004912042753219666,0.01992324540705897,0.030288638024903107
3.609314,0.009812787808106928,0.0004916954795972884,0.018703585191434526,0.029008068479138737
3.611616,0.009746966435213784,0.0004916954795972884,0.017423015645670156,0.027661677560481227
3.613917,0.00967672422384274,0.0004916954795972884,0.015942525959849747,0.026110945663289774
