Wavelength,CO_NH3_10K,CO_CH3OH_10K,H2O_CH3OH_CO_NH3_100K_NASA,all
3.024702,0.005461517374705697,0.008437208170860043,0.4323665900558833,0.44626531560144905
3.027003,0.005417612122574109,0.008166376896475305,0.4359909932852179,0.4495749823042673
3.029305,0.005310068920723703,0.007902452066246098,0.4384067687873346,0.4516192897743044
3.031607,0.0051970992270368105,0.007636553966258171,0.4416453977788387,0.4544790509721337
3.0339080000000003,0.005123101611084696,0.00736473605699407,0.44471777879317054,0.4572056164612493
3.03621,0.005081662946151513,0.00709785132212678,0.4467522199144139,0.4589317341826922
3.038511,0.005056503756727794,0.006851685919726079,0.44911619708536415,0.461024386761818
3.040813,0.005037757694019924,0.006629199754430057,0.4519049205718796,0.4635718780203296
3.043115,0.0050293712975453524,0.006417566572807011,0.4538490846016615,0.4652960224720138
3.045416,0.005035784424261202,0.006201986851666518,0.4558189011383068,0.4670566724142345
3.047718,0.005056503756727794,0.0059864071305260275,0.4567172321959653,0.4677601430832192
3.05002,0.005087089437988,0.005786613567455318,0.4589573866895557,0.4698310896949989
3.052321,0.005124581563403738,0.005615925733325775,0.4599006096342253,0.4706411169309548
3.054623,0.005168980132975006,0.005464970596783463,0.4615941684046493,0.4722281191344078
3.056924,0.005220778464141486,0.005316975364879234,0.4616933252100252,0.4722310790390459
3.059226,0.005280963191782538,0.00516503359345756,0.4627238653415183,0.4731698621267584
3.061528,0.005345094458941039,0.005023944805708863,0.4640464493973024,0.4744154886619522
3.063829,0.005409719043539218,0.004911961746901329,0.4647035482269571,0.4750252290173977
3.066131,0.005483716659491331,0.00482760446471592,0.4650538036091305,0.4753651247333378
3.068433,0.005591259861341738,0.004749166991806679,0.4652402776013298,0.4755807044544783
3.070734,0.0057555345687554296,0.004655436678267335,0.4652540904896408,0.4756650617366636
3.073036,0.00598986035260379,0.004548880111296291,0.4652550771245202,0.4757938175884203
3.075337,0.006303610244240755,0.0044433101792046075,0.4652550771245202,0.4760019975479656
3.077639,0.006678531498398133,0.004349579865665264,0.4649970721035672,0.4760251834676306
3.079941,0.006997214564431905,0.004260782726522728,0.4639349596559345,0.4751929569468891
3.082242,0.007121037241791775,0.00416557246066434,0.4639714651464709,0.475258074848927
3.084544,0.00699425465979382,0.004058029258813935,0.4633858973455698,0.4744381812641776
3.086846,0.006701717418063129,0.003935686533773106,0.4625319648574825,0.4731693688093187
3.089147,0.006342089004535854,0.0038000242378608967,0.461452586299461,0.4715946995418577
3.0914490000000003,0.006022419303622722,0.003653508958275711,0.459851771207697,0.4695276994695954
3.09375,0.00585863791364871,0.00350354045661276,0.4589282809606145,0.46829045933087604
3.096052,0.005948421687670608,0.0033555452247085314,0.4571030064337957,0.4664069733461748
3.098354,0.006291770625688417,0.003209029945123345,0.4560142548444202,0.465515055415232
3.100655,0.0068511926022863994,0.0030595547609000755,0.4540587445135258,0.4639694918767122
3.102957,0.007570942746780628,0.002906133037159359,0.4527805590273129,0.4632576348112529
3.105259,0.00835137093635559,0.002752217995978961,0.4504969925990306,0.4616005815313652
3.10756,0.009084933969160882,0.0026007695419969683,0.44838658059207626,0.4600722841032341
3.109862,0.009683821340933324,0.0024542542624117827,0.4466338237288906,0.4587718993322357
3.112163,0.010079955244996977,0.002311685522344043,0.4449417449107855,0.4573333856781266
3.114465,0.010216604175788546,0.0021725700043540683,0.44295367562887217,0.4553428498090148
3.116767,0.010109554291377821,0.002036907708441859,0.440064315384662,0.4522107773844816
3.119068,0.009819976954285214,0.0019066719043661386,0.4373372565781066,0.449063905436758
3.12137,0.009399670495677206,0.0017828492270062675,0.4354661035293975,0.446648623252081
3.123672,0.008871820835218794,0.0016644530414828855,0.43326196120890403,0.4437982350856057
3.125973,0.0082536940832988,0.0015490167605975876,0.4298412980821576,0.4396440089260539
3.128275,0.007568969477021906,0.0014370337017900548,0.4279726116206468,0.4369786147994587
3.130576,0.006856619094122888,0.0013344236743364564,0.4250546389649351,0.4332456817333944
3.132878,0.00615709496465557,0.0012461198526336006,0.4222461827808325,0.4296493975981217
3.13518,0.00548914315132782,0.0011696556494830831,0.4194451263583252,0.4261039251591361
3.137481,0.004857203511096766,0.0010986179381690534,0.4166529496497321,0.4226087710989979
3.139783,0.004264729266040173,0.0010261002745359817,0.4139520366674799,0.4192428662080561
3.142085,0.0037166535905548475,0.0009535826109029095,0.4107415267700376,0.4154117629714953
3.144386,0.003218896293916961,0.000885011486787284,0.4071694151893092,0.4112733229700134
3.146688,0.0027758972330836377,0.000823346806827189,0.4044897148569632,0.4080889588968741
3.148989,0.0023851898208564763,0.0007666153012639014,0.40193679710661534,0.4050886022287357
3.151291,0.0020452941049164323,0.0007128437003386986,0.3979670716695041,0.40072520947475937
3.153593,0.001751276910866699,0.0006610453691722187,0.3954230336330706,0.3978353559131095
3.155894,0.0014996850166295113,0.0006146735298422273,0.3916881272972475,0.3938024858437192
3.158196,0.0012841052954890193,0.0005766880869868088,0.38889348400145596,0.3907542773839318
3.160498,0.0011020711602468185,0.0005441291359678786,0.3853766239739718,0.3870228242701865
3.162799,0.0009491427539457828,0.0005120635023886293,0.3821981797101087,0.3836593859664431
3.165101,0.0008228534893875082,0.0004760513292919338,0.379127278648096,0.3804261834667755
3.167402,0.0007172835572958255,0.0004365859341174729,0.3749340804108095,0.3760879499022228
3.1697040000000003,0.0006270064658342463,0.00039465395174460827,0.37183358030241603,0.3728552407199948
3.172006,0.0005475823580456438,0.0003542019216907859,0.3683645720665809,0.3692663563463173
3.174307,0.00047950455136969915,0.0003221362881115365,0.3643790604714,0.3651807013108813
3.176609,0.0004227730458064116,0.00030437686028302914,0.3612667207444541,0.3619938706505436
3.1789110000000003,0.0003764012064764201,0.00030141695564494457,0.35774492754257314,0.3584227457046945
3.181212,0.00033742912874164005,0.00030536349516239065,0.3542127746744589,0.3548555672983629
3.183514,0.000302403590524306,0.00030980335211951745,0.3502548888559001,0.3508670957985439
3.1858150000000003,0.0002708312743847374,0.00030980335211951745,0.3463744538753713,0.3469550885018756
3.188117,0.0002432054977626148,0.0002999370033259023,0.3430445611575261,0.34358770365861463
3.190419,0.0002190329432182576,0.0002797109882989911,0.33836495192471444,0.3388636958562317
3.19272,0.00019732697587230414,0.0002589916558323992,0.334567394274052,0.3350237129057567
3.1950220000000003,0.00017660764340571218,0.00024863198959910315,0.331138344750831,0.3315635843838358
3.197323,0.00015490167605975873,0.00025257852911654934,0.3276121116919929,0.3280195918971692
3.199625,0.00013368902615348602,0.0002658980999879298,0.3231189764513805,0.323518563577522
3.201927,0.00011247637624721333,0.0002831642103767565,0.31874275744397257,0.3191383980305965
3.204228,9.274367865998294e-05,0.0002999370033259023,0.3143936708957469,0.3147863515777328
3.20653,7.547756827115632e-05,0.00031177662187824057,0.3104920232653118,0.3108792774554612
3.208832,6.117136252041428e-05,0.0003162164788353673,0.3063757825486156,0.3067531703899713
3.211133,4.883842652839527e-05,0.00032016301835281345,0.3018925136567968,0.30226151510167804
3.213435,3.650549053637626e-05,0.0003320026369051517,0.2973411669583021,0.29770967508574364
3.215736,2.318591966499573e-05,0.0003537086042511052,0.2932313393683217,0.2936082338922378
3.218038,1.1346301112657487e-05,0.00037541457159705866,0.288177795516232,0.2885645563889417
3.22034,2.9599046380845618e-06,0.00038626755527003534,0.2839614113592805,0.28435063881918865
3.222641,3.453222077765323e-06,0.0003872541901493968,0.27936270618657644,0.2797534135988036
3.224943,1.2332935992019008e-05,0.00039317399942556593,0.27411824848533034,0.2745237554207479
3.227245,2.7625776622122583e-05,0.00041487996677151934,0.2694785979651328,0.2699211037085265
3.229546,4.5878521890310715e-05,0.00044546564803172646,0.2643939751143432,0.26488531928426523
3.231848,6.117136252041428e-05,0.00046914488513640304,0.2598623611134357,0.2603926773610925
3.234149,7.005107643466796e-05,0.0004760513292919338,0.25497259865132,0.2555187010570466
3.236451,7.695752059019861e-05,0.00047259810721416833,0.24997381303503485,0.2505233686628392
3.238753,8.781050426317533e-05,0.00046865156769672226,0.2448008863625424,0.2453573484345023
3.241054,0.00010310334489327891,0.0004706248374554453,0.2395835611204787,0.2401572893028274
3.2433560000000003,0.00011938282040274399,0.00048147782112842205,0.23502382802550945,0.2356246886670406
3.245658,0.0001307291215154015,0.0005041704233537371,0.2297172123268635,0.23035211187173266
3.247959,0.00013763556567093213,0.0005308095650964982,0.2243716245504828,0.2250400696812502
3.250261,0.00014158210518837826,0.0005485689929250054,0.2190842482319844,0.21977439933009776
3.252562,0.00014503532726614353,0.0005495556278043669,0.21410914185280389,0.2148037328078744
3.254864,0.00014947518422327036,0.0005446224534075594,0.20966336508640088,0.21035746272403166
3.257166,0.000156381628378801,0.0005500489452440479,0.2045787422356113,0.20528517280923414
3.259467,0.00016526134229305467,0.0005722482300296821,0.19951878525680572,0.2002562948291285
3.261769,0.00017463437364698914,0.0005959274671343585,0.19451851968820155,0.1952890815289829
3.264071,0.00018104750036283904,0.00060332722872957,0.1896558896852683,0.1904402644143607
3.266372,0.00018499403988028512,0.000594940832254997,0.1846196119435674,0.1853995468157027
3.2686740000000003,0.00018943389683741195,0.0005875410706597855,0.18003422634173474,0.18081120130923195
3.270975,0.00019683365843262336,0.0005964207845740393,0.17531367176142956,0.1761069262044362
3.273277,0.00020620668978655783,0.0006146735298422273,0.17050481335942153,0.1713256935790503
3.275579,0.00021656635601985375,0.0006240465611961619,0.16580349815926385,0.16664411107647986
3.27788,0.00022544606993410752,0.0006141802124025466,0.16147069108654774,0.1623103173688844
3.280182,0.0002323525140896381,0.0005983940543327622,0.15691885107061335,0.1577495976390358
3.282484,0.00023580573616740341,0.0005924742450565931,0.15245827478101992,0.15328655476224393
3.284785,0.0002372856884864457,0.0006043138636089312,0.14819502546729882,0.1490366250193942
3.287087,0.00023925895824516874,0.0006294730530326503,0.14419570098380688,0.1450644329950847
3.289388,0.0002446854500816572,0.0006610453691722187,0.1398564807843749,0.14076221160362878
3.29169,0.00025307184655622996,0.0007005107643466796,0.13616893292276125,0.13712251553366414
3.293992,0.00026145824303080295,0.0007508291431941173,0.13222979316691036,0.13324208055313527
3.296293,0.0002683646871863336,0.0008174269975510199,0.12848058062533654,0.12956637231007392
3.298595,0.0002723112267037797,0.0009086907238919606,0.12484236450769096,0.12602336645828668
3.300897,0.00027477781390218347,0.0010349799884502352,0.12128801235479107,0.1225977701571435
3.3031980000000005,0.0002767510836609066,0.0012051745051400973,0.1178599494664495,0.1193418750552505
3.3055,0.00028020430573867184,0.0014296339401948435,0.11486452597270792,0.11657436421864142
3.307801,0.000288097384773564,0.0017177313249684071,0.1114675420830662,0.11347337079280817
3.310103,0.0002974704161274985,0.002068480024581428,0.10855055606223386,0.1109165065029428
3.3124050000000005,0.00029796373356717927,0.0024700404204815673,0.10579833806625492,0.10856634222030366
3.314706,0.0002826708929370757,0.002910572894116486,0.103667206726834,0.10686045051388757
3.317008,0.0002589916558323992,0.003378237826933847,0.10130174960356476,0.104938979086331
3.31931,0.00024123222800389175,0.00386119560038131,0.09968860157580868,0.10379102940419388
3.321611,0.00023925895824516874,0.004346619961027178,0.09837095069442137,0.1029568296136937
3.323913,0.0002481386721594225,0.0048167514810429435,0.09738678240225823,0.10245167255546063
3.326214,0.00025849833839271843,0.0052528440977207365,0.09720474826701606,0.10271609070312952
3.3285160000000005,0.0002663914174276106,0.005634178478593963,0.09725309337610476,0.10315366327212634
3.330818,0.000273791179022822,0.005939048656316673,0.09851203948217008,0.10472487931750957
3.3331190000000004,0.0002836575278164372,0.0061447620286635505,0.09977986530214962,0.1062082848586296
3.335421,0.00029451051148941386,0.006246385421237787,0.101088143152183,0.1076290390849102
3.3377230000000004,0.00030141695564494457,0.006251318595634593,0.10237570166974977,0.10892843722102932
3.340024,0.00030141695564494457,0.0061714011704063106,0.10363514109325477,0.11010795921930602
3.3423260000000004,0.00029796373356717927,0.0060530049848829285,0.1042572143846922,0.1106081831031423
3.344627,0.00029648378124813693,0.005950888274869011,0.10432923873088558,0.11057661078700272
3.3469290000000003,0.0002999370033259023,0.005906983022737424,0.10366967331403243,0.10987659334009574
3.349231,0.0003058568126020713,0.005933128847040504,0.10190014365789754,0.10813912931754012
3.351532,0.00031029666955919823,0.0060347522396147395,0.09974286649417356,0.1060879154033475
3.3538339999999995,0.00031128330443855974,0.006215306422537899,0.09745535352637387,0.10398194325335036
3.356135,0.00031177662187824057,0.0064713381737322145,0.09527637039530397,0.1020594851909144
3.3584370000000003,0.00031374989163696364,0.00680038090599928,0.09382355053544413,0.10093768133308036
3.360739,0.00031670979627504816,0.0072004613495803785,0.09325870206700966,0.10077587321286507
3.3630400000000003,0.00031868306603377117,0.007668619599837419,0.09372094050799053,0.1017082431738617
3.365342,0.00031917638347345184,0.008200415799813277,0.09504944437305082,0.10356903655633756
3.3676440000000003,0.0003196697009131327,0.008777597204239767,0.0968806387091458,0.10597790561429868
3.3699449999999995,0.0003221362881115365,0.009379444480650295,0.0988317091830832,0.10853328995184504
3.372247,0.00032706946250834405,0.009960079107154551,0.10068904934348126,0.11097619791314416
3.3745480000000003,0.0003310160020257902,0.0104331705318084,0.1023465959408086,0.1131107824746428
3.37685,0.00033052268458610935,0.010708441663150265,0.10288973844189714,0.11392870278963353
3.3791519999999995,0.0003280560973877056,0.01069413545739952,0.10323259406247526,0.11425478561726247
3.381453,0.00032756277994802483,0.010296521601016828,0.10214877564749664,0.11277286002846147
3.3837550000000003,0.0003334825892241939,0.009456895318680174,0.10087404338336156,0.11066442129126593
3.386057,0.0003423623031384477,0.008309438953982727,0.09906208842741412,0.10771388968453527
3.388358,0.00034926874729397834,0.007053452752555509,0.09713864373009884,0.10454136522994832
3.39066,0.0003512420170527013,0.005872450801959772,0.09507164365783644,0.10129533647684892
3.392961,0.00035321528681142437,0.004915908286418778,0.09351522713564367,0.09878435070887387
3.395263,0.000358148461208232,0.0043249139936812255,0.09222224212624038,0.09690530458112984
3.397565,0.0003675214925621665,0.004151266254913598,0.09176839008173407,0.09628717782920984
3.3998660000000003,0.0003744279367176971,0.004348593230785902,0.09169932564017877,0.09642234680768236
3.402168,0.00037541457159705866,0.004859670098295171,0.09117591583667747,0.09641100050656973
3.40447,0.00037097471463993175,0.005583366782306845,0.09123462061199952,0.09718896210894627
3.406771,0.00036505490536376266,0.006396353922900738,0.0909267905296387,0.0976881993579032
3.409073,0.000362095000725678,0.0071614892718455956,0.08967376423284956,0.09719734850542083
3.411374,0.000362095000725678,0.007702165185735711,0.08820269162772154,0.09626695181418292
3.413676,0.0003655482228034434,0.007834374259570153,0.08626050086769838,0.09446042335007196
3.415978,0.00037196134951929325,0.007529504081847444,0.08319551961496183,0.09109698504632856
3.418279,0.00037886779367482385,0.007013000722501688,0.08087002120430671,0.08826188972048322
3.420581,0.00038380096807163154,0.006526589726976459,0.07851837696934852,0.08542876766439662
3.422883,0.00038626755527003534,0.006197053677269711,0.07656878644773016,0.0831521076802699
3.425184,0.0003877475075890776,0.006060898063917821,0.07490630667600601,0.08135495224751291
3.427486,0.0003902140947874814,0.006122562743877917,0.07375194386715303,0.08026472070581843
3.429787,0.00039317399942556593,0.006218759644615665,0.07309484503749825,0.07970677868153947
3.432089,0.0003966272215033312,0.006125029331076321,0.07202237292363227,0.07854402947621192
3.434391,0.00039909380870173513,0.005720509030538096,0.07085025068695079,0.07696985352619062
3.436692,0.0004020537133398197,0.005139381086594161,0.07021091128512454,0.07575234608505851
3.438994,0.000405506935417585,0.0045508533810550145,0.06860713628872238,0.07356349660519497
3.441296,0.0004094534749350311,0.004028430212433089,0.06764072742438777,0.0720786111117559
3.443597,0.0004119200621334348,0.003532646185553925,0.0663117302418878,0.07025629648957515
3.445899,0.0004109334272540733,0.003026009175001784,0.0645481203950291,0.06798506299728495
3.4482,0.0004079735226159888,0.0025321984178813426,0.06347959482068055,0.06641976676117789
3.450502,0.0004050136179779043,0.002110905324393973,0.06217131697064718,0.06468723591301906
3.452804,0.0004035336656588619,0.0018040618769125407,0.06073132336421904,0.06293891890679043
3.455105,0.0004040269830985426,0.001592922012729175,0.059828059132163575,0.061825008127991285
3.457407,0.000407480205176308,0.0014414735587471815,0.05850448844150009,0.06035344220542356
3.459709,0.0004119200621334348,0.0013240640081031607,0.057852322786242125,0.05958830685647872
3.46201,0.0004143866493318386,0.0012323069643225394,0.05677639745029839,0.05842309106395276
3.464312,0.0004119200621334348,0.0011588026658101056,0.056215495521381366,0.0577862182493249
3.466613,0.00040600025285726584,0.001101084525367457,0.055097144885625074,0.05660422966384979
3.468915,0.0004005737610207773,0.0010596458604342732,0.05459741431922846,0.05605763394068351
3.471217,0.00040106707846045803,0.0010330067186915118,0.0541248162120143,0.05555889000916627
3.473518,0.0004035336656588619,0.0010117940687852395,0.053551088029665565,0.05496641576410968
3.47582,0.0004020537133398197,0.0009831816572837553,0.05357970044116705,0.05496493581179062
3.478122,0.0003941606343049275,0.0009417429923505713,0.05356292764821791,0.054898831274873404
3.4804230000000005,0.00038429428551131227,0.0009027709146157914,0.05356391428309727,0.05485097948322438
3.482725,0.0003783744762351432,0.0008835315344682418,0.05356095437845919,0.05482286038916257
3.4850260000000004,0.00037886779367482385,0.0008924112483824953,0.05353875509367356,0.05481003413573087
3.487328,0.0003833076506319507,0.0009274367865998293,0.053924036014064224,0.055234780451296005
3.4896300000000005,0.0003882408250287584,0.000987621514240882,0.054499737466171684,0.055875599805441316
3.491931,0.0003907074122271621,0.0011055243823245838,0.05494964297116053,0.05644587476571228
3.4942330000000004,0.0003882408250287584,0.00132998381737933,0.055626474498402516,0.05734469914081061
3.496535,0.0003783744762351432,0.0017113181982525575,0.056124231795040426,0.058213924469528125
3.4988360000000003,0.00036604154024312416,0.002296392681713939,0.056823755924507724,0.059486190146464786
3.501138,0.0003566685088891897,0.0031296058373347434,0.057521800101656015,0.06100807444787995
3.503439,0.00035272196937174364,0.004180865301294443,0.058265229483254924,0.0627988167539211
3.5057410000000004,0.00035173533449238214,0.005280469874342858,0.059138401351489865,0.0647706065603251
3.508043,0.0003487754298542976,0.0062453987863584255,0.05978464719747166,0.06637882141368437
3.5103440000000004,0.0003443355728971707,0.006900524346254475,0.06150780501427655,0.0687526649334282
3.512646,0.00034137566825908613,0.007078118624539548,0.06326105519490198,0.0706805494877006
3.5149470000000003,0.0003433489380178092,0.006665211927526753,0.06564673833319813,0.0726552991987427
3.517249,0.00034828211241461673,0.005901556530900936,0.06899685706607019,0.07524669570938572
3.5195510000000003,0.0003537086042511052,0.005167006863216283,0.07364538730018197,0.07916610276764938
3.5218519999999995,0.0003571618263288705,0.0047180879931067905,0.07833436956434761,0.08340961938378327
3.524154,0.0003596284135272743,0.004467482733748964,0.08358573370974931,0.08841284485702555
3.526456,0.0003616016832859973,0.004273608979954426,0.08907142363899935,0.09370663430223976
3.528757,0.0003616016832859973,0.004053589401856807,0.09289562043140462,0.09731081151654744
3.5310589999999995,0.0003596284135272743,0.003803970777378343,0.09629951076520184,0.10046310995610748
3.53336,0.00035469523913046665,0.0035267263762777546,0.09686830577315377,0.100749727388562
3.5356620000000003,0.00034729547753525517,0.0032366557217454683,0.09515896084465994,0.09874291204394066
3.537964,0.00034137566825908613,0.0029574380508861587,0.09146203995169233,0.09476085367083756
3.540265,0.0003394023985003631,0.002708806061287055,0.08615197103096862,0.08920017949075604
3.542567,0.0003379224461813208,0.0024877998483100747,0.0814856813690283,0.08431140366351969
3.5448690000000003,0.00033446922410355554,0.002287019650360005,0.07638428572528956,0.07900577459975312
3.5471699999999995,0.00032706946250834405,0.0021025189279194004,0.07256847532935888,0.07499806371978662
3.549472,0.00031670979627504816,0.0019402174902644301,0.06883800885049297,0.07109493613703245
3.5517730000000003,0.0003063501300417521,0.0018045551943522207,0.06528612328479151,0.06739702860918548
3.554075,0.00030092363820526384,0.0016930654529843695,0.062036641309614324,0.06403063040080396
3.556377,0.0003058568126020713,0.0015948952824878981,0.058971660056877775,0.06087241215196774
3.558678,0.00032706946250834405,0.0015006716515088728,0.056121271890402336,0.05794901300441956
3.5609800000000003,0.00035074869961302063,0.0014089146077282517,0.053432691844142184,0.05519235515148346
3.563282,0.0003566685088891897,0.001323077373223799,0.05054185164761293,0.05222159752972592
3.565583,0.00034137566825908613,0.0012446399003145582,0.04816652817555008,0.04975254374412372
3.567885,0.000347788794974936,0.0011711356018021249,0.045454268892185255,0.046973193288962316
3.570186,0.0004267195853238577,0.0011000978904880958,0.04308437191195888,0.04461118938777083
3.572488,0.0005623818812360667,0.0010320200838121506,0.040494948671074574,0.04208935063612279
3.57479,0.0006516723378182845,0.0009683821340933324,0.0383120190004872,0.03993207347239882
3.577091,0.0005974074194534006,0.0009136238982887679,0.036321483131375336,0.03783251444911751
3.579393,0.0004346126643587498,0.0008692253287174997,0.034358573038885586,0.03566241103196184
3.581695,0.00028217757549739485,0.0008371596951382503,0.03225950733304395,0.0333788446036796
3.583996,0.00023284583152931884,0.0008179203149907005,0.03024726549658614,0.03129803164310616
3.586298,0.00025800502095303765,0.0007996675697225124,0.028521641092582838,0.029579313683258387
3.588599,0.0002935238766100524,0.0007676019361432631,0.026611022648699245,0.027672148461452568
3.590901,0.0003019102730846253,0.0007148169700974217,0.025253906372137484,0.02627063361531953
3.593203,0.00029697709868781766,0.0006501923854992421,0.023692063358108195,0.02463923284229525
3.595504,0.0002959904638084561,0.0005840878485820201,0.02236651939768599,0.023246597710076467
