Wavelength,CO_CH3OH_10K,CH3OH,H2O_CH3OH_CO_NH3_100K_NASA,all
2.928034,0.01516749133389489,0.08194266706947959,0.21817841977584576,0.31528857817922024
2.930335,0.015108226652680272,0.08514248573761928,0.2225587908937807,0.32280950328408026
2.932637,0.015011032575488296,0.08884818772460694,0.2293917715791013,0.3332509918791966
2.9349380000000003,0.01488302086406472,0.09212149459745277,0.2348208904958101,0.3418254059573276
2.93724,0.014735096219753038,0.09576840602067553,0.24035573760380574,0.35085923984423434
2.939542,0.01457768922644701,0.0989459411686785,0.2462148810474078,0.3597385114425333
2.941843,0.014418385763342112,0.10279387839058124,0.2520877738970517,0.3693000380509751
2.944145,0.014263823474734387,0.10605248762248587,0.257670032750019,0.3779863438472392
2.946447,0.014116847065322131,0.1093362250792254,0.26310958225062153,0.38656265439516907
2.948748,0.013966077716312144,0.11268539074402592,0.269123762100281,0.3957752305606191
2.95105,0.013800136608911209,0.11543005666043735,0.2747230891814382,0.4039532824507868
2.953351,0.013618549625669621,0.11812351789227934,0.2802470315880904,0.4119890991060393
2.955653,0.013441703816925195,0.12075629209055755,0.2840390229509265,0.4182370188584093
2.957955,0.013289037998116341,0.12301688409080795,0.29037986972344104,0.4266857918123653
2.960256,0.013162448639041915,0.12525092551387426,0.29536711117701353,0.4337804853299297
2.962558,0.013050082803459,0.1277481021215334,0.2988438144357879,0.4396419993607803
2.96486,0.0129410357900241,0.12994468826607206,0.3050741918425183,0.4479599158986145
2.967161,0.012830092306790336,0.13232428374620134,0.3102951731988013,0.455449549251793
2.969463,0.012712985296710248,0.13392348190409664,0.3149766088973065,0.4616130760981134
2.971764,0.012589714759783844,0.13628648327348591,0.3199889785757141,0.4688651766089839
2.974066,0.012467392457756868,0.13865659640462094,0.32506582822728314,0.476189817089661
2.976368,0.012354552504724234,0.1406000038310107,0.3290910853753801,0.482045641711115
2.978669,0.012248350195987636,0.14271978294869514,0.3333552977181343,0.488323430862817
2.980971,0.012136932595304156,0.14504580315700655,0.33859382142005684,0.4957765571723676
2.983273,0.012008446766430864,0.14771129145931522,0.3428423878869704,0.5025621261127164
2.985574,0.011860522122119176,0.15054698792607227,0.3476224400150167,0.5100299500632082
2.987876,0.011694106897268526,0.15334902205389944,0.3521521581296124,0.5171952870807803
2.990177,0.011512045796577221,0.15617144323206444,0.3566467915529291,0.5243302805815708
2.992479,0.011321924699240723,0.15981029465864202,0.36101341326482217,0.532145632622705
2.994781,0.011131329484454508,0.16264741347774822,0.3654630055304157,0.5392417484926184
2.997082,0.010943578974366595,0.16622605198821175,0.3699111754436602,0.5470808064062386
2.999384,0.010751561407231236,0.16986917047183678,0.3734092139876719,0.5540299458667399
3.001686,0.01054863913875238,0.17340134547222805,0.3782224543371983,0.5621724389481787
3.003987,0.010333863934030605,0.17645039479135774,0.383129095824319,0.5699133545497073
3.006289,0.010111028732663636,0.1800660144628992,0.3868390648683541,0.5770161080639169
3.0085900000000003,0.009883452356799502,0.18374895881230044,0.3909814290265311,0.584613840195631
3.010892,0.009650186571538764,0.187459876091235,0.3947497145168813,0.5918597771796551
3.013194,0.009411705494331141,0.19117126748761928,0.3987304046247049,0.5993133776066553
3.015495,0.009166586772827476,0.19493338945112326,0.4026333394707748,0.6067333156947256
3.0177970000000003,0.008912933937228909,0.19787576234406665,0.40587725106173816,0.6126659473430337
3.020098,0.008648850517736568,0.2017720595458405,0.40966307889772796,0.620083988961305
3.0224,0.008378129453948191,0.20486425355289445,0.4125793753309369,0.6258217583377795
3.024702,0.008108830742508965,0.2077615852881147,0.4155388164520701,0.6314092324826938
3.027003,0.00784854026261436,0.2103682830266585,0.4190221573551405,0.6372389806444134
3.029305,0.007594887427015792,0.21387153686261698,0.4213439105064044,0.6428103347960372
3.031607,0.007339338121618358,0.21646211460787046,0.42445649156379617,0.648257944293285
3.0339080000000003,0.007078099406824319,0.21836996322553145,0.42740929504063335,0.6528573576729891
3.03621,0.00682160186652745,0.22114592089362414,0.429364555403266,0.6573320781634177
3.038511,0.006585017259118693,0.2231348435951868,0.4316365262223096,0.661356387076615
3.040813,0.00637119028929635,0.22510954277325787,0.4343167121655596,0.6657974452281139
3.043115,0.006167793903367778,0.22706907019293804,0.4361852090348941,0.6694220731311998
3.045416,0.005960604577841473,0.2287000342199643,0.4380783600116139,0.6727389988094197
3.047718,0.0057534152523151675,0.23026794062617825,0.4389417278875484,0.6749630837660419
3.05002,0.005561397685179803,0.2317637811800352,0.44109469522671296,0.678419874091928
3.052321,0.005397353047577738,0.233326946411752,0.44200120779057184,0.6807255072499016
3.054623,0.005252273107964353,0.2340551908145172,0.4436288529954501,0.6829363169179317
3.056924,0.005110037873049267,0.2347962363884248,0.4437241506028433,0.6836304248643174
3.059226,0.0049640096985364476,0.23561503722408603,0.444714581955302,0.6852936288779243
3.061528,0.0048284121079174005,0.2364177180664568,0.44598569083799305,0.6872318210123672
3.063829,0.004720787446831653,0.2371563930531158,0.4466172152810161,0.6884943957809635
3.066131,0.004639713362930055,0.2371104036604933,0.4469538386703151,0.6887039556937384
3.068433,0.00456432868842506,0.23720522715043665,0.4471330550663081,0.6889026109051698
3.070734,0.004474246372978841,0.2379642891874335,0.4471463303549001,0.6895848659153124
3.073036,0.0043718370038399795,0.2379894174122685,0.4471472785897996,0.6895085330059081
3.075337,0.004270375869600552,0.2379699785968301,0.4471472785897996,0.6893876330562302
3.077639,0.0041802935541543325,0.23718294363029996,0.4468993151635976,0.6882625523480519
3.079941,0.004094952413205281,0.2372080718551349,0.4458785402943571,0.6871815645626972
3.082242,0.00400344774540991,0.23714264364707405,0.4459136249856361,0.68705971637812
3.084544,0.0039000901413716155,0.2364148733617585,0.4453508475728221,0.6856658110759521
3.086846,0.0037825090138418134,0.2356102960495888,0.4445301502673621,0.6839229553307927
3.089147,0.003652126715169652,0.23488774105622015,0.4434927812873813,0.6820326490587711
3.0914490000000003,0.0035113138326037185,0.23399734848565176,0.4419542701630499,0.6794629324813054
3.09375,0.003367182127889766,0.2327964089855188,0.4410667222971797,0.6772303134105883
3.096052,0.003224946892974681,0.2317462388343957,0.439312487733227,0.6742836734605974
3.098354,0.003084134010408748,0.2310018744383401,0.4382661105217017,0.6723521189704506
3.100655,0.0029404764231445125,0.22938987510930245,0.43638670895102377,0.6687170604834707
3.102957,0.002793025896282541,0.22833354143133314,0.4351582706388072,0.6662848379664229
3.105259,0.002645101251970854,0.2263507822566168,0.43296358096406734,0.6619594644726551
3.10756,0.0024995471949077514,0.22485826052490787,0.4309353065141782,0.6582931142339938
3.109862,0.0023587343123418173,0.2233259129274227,0.42925076721533395,0.6549354144550985
3.112163,0.0022217143693736194,0.22116441147416316,0.4276245443628048,0.6510106702063415
3.114465,0.0020880132485534397,0.218921835937002,0.4257138510404455,0.6467237002260009
3.116767,0.001957630949881279,0.2167522744870972,0.4229369451374534,0.6416468505744318
3.119068,0.0018324639431560048,0.21446133897006486,0.4203160238754181,0.6366098267886391
3.12137,0.0017134604632770508,0.21187455416440926,0.4185176963886416,0.6321057110163281
3.123672,0.0015996722753449833,0.20935319756681453,0.4163993396233064,0.6273522094654659
3.125973,0.0014887287921112173,0.2066801233853104,0.4131118092269691,0.6212806614043906
3.128275,0.00138110413102547,0.20392123394540745,0.4113158523274412,0.6166181904038741
3.130576,0.001282487701484345,0.200994032810855,0.4085114476123655,0.6107879681247048
3.132878,0.0011976206779850114,0.19744810840442195,0.4058122969711269,0.6044580260535339
3.13518,0.0011241324732788843,0.19481628244104315,0.4031202580916341,0.5990606730059561
3.137481,0.0010558595605196436,0.1913315191856236,0.4004367533262362,0.5928241320723794
3.139783,0.0009861642954112524,0.18786145357114525,0.3978409602890359,0.5866885781555924
3.142085,0.0009164690303028607,0.18444306675868605,0.394755403926278,0.5801149397152672
3.144386,0.0008505667047922049,0.181123296375768,0.3913223194728776,0.5732961825534377
3.146688,0.0007913020235775866,0.17771818485190086,0.38874691348601503,0.5672564003614935
3.148989,0.0007367785168601374,0.17372753827763332,0.38629335568372986,0.5607576724782233
3.151291,0.0006850997148409901,0.17062775839138392,0.3824781325658576,0.5537909906720825
3.153593,0.0006353173826207105,0.166624310645974,0.3800331088776673,0.547292736906262
3.155894,0.0005907503423473175,0.16289916984354794,0.3764435656658603,0.5399334858517555
3.158196,0.0005542432987191124,0.15880753625249064,0.37375769031321376,0.5331194698644235
3.160498,0.0005229515470377939,0.15532751417156826,0.3703777070141816,0.5262281727327877
3.162799,0.0004921339128061921,0.1513174287818623,0.3673229682856553,0.5191325309803239
3.165101,0.0004575233389768551,0.14810149012043225,0.36437158716116735,0.5129306006205765
3.167402,0.00041959394299949913,0.14415588470388782,0.3603415888385733,0.5049170674854606
3.1697040000000003,0.00037929395977355865,0.14076120376391446,0.35736176066710224,0.4985022583907902
3.172006,0.0003404163288967688,0.13704839001518104,0.3540277667606927,0.4914165731047705
3.174307,0.0003095986946651672,0.13345932092082374,0.35019737188442945,0.4839662914999184
3.176609,0.00029253046647535703,0.13043634806142848,0.3472061648941652,0.477935043422069
3.1789110000000003,0.00028968576177705536,0.1270568388798461,0.3438214404206359,0.471167965062259
3.181212,0.000293478701374791,0.12401110838286443,0.3404267594806626,0.4647313465649018
3.183514,0.00029774575842224344,0.1205903509831566,0.3366229151815835,0.4575110119231624
3.1858150000000003,0.00029774575842224344,0.11766883925800077,0.33289350732211,0.45086009233853297
3.188117,0.00028826340942790453,0.11483266867379402,0.32969321453652056,0.4448141466197425
3.190419,0.00026882459398950957,0.11196141339830816,0.32519573640850563,0.4374259744008033
3.19272,0.0002489116611013978,0.109209635720151,0.32154598028058456,0.43100452766183694
3.1950220000000003,0.0002389551946573419,0.10648298626682884,0.318250389887602,0.4249723313490882
3.197323,0.0002427481342550775,0.103661987441013,0.3148613983570253,0.4187661339322934
3.199625,0.0002555493053974351,0.10118567200114137,0.3105431366250033,0.4119843579315421
3.201927,0.00027214341613752827,0.0987946977022188,0.30633724072856433,0.4054040818469207
3.204228,0.00028826340942790453,0.09620269760461624,0.3021574212918597,0.3986483823059038
3.20653,0.0002996422282211113,0.09390370209093876,0.2984076263820483,0.3926109707012082
3.208832,0.00030390928526856376,0.09195744995985068,0.2944515903816101,0.38671294962672936
3.211133,0.0003077022248662994,0.08984525672136168,0.2901428109985825,0.3802957699448105
3.213435,0.00031908104365950616,0.08707214375796726,0.28576860340749394,0.3731598282091207
3.215736,0.00033994221144705185,0.0850652045933154,0.28181873093390203,0.3672238777386645
3.218038,0.0003608033792345976,0.0831208489320262,0.2769618717790016,0.3604435240902624
3.22034,0.00037123396312837046,0.0811684332740918,0.27290958993627085,0.3544492571734911
3.222641,0.0003721821980278043,0.07955785629740335,0.26848986707000944,0.34841990556544056
3.224943,0.00037787160742440765,0.07754902066295262,0.2634495244620686,0.3413764167324456
3.227245,0.00039873277521195344,0.07562173322985324,0.2589904498474807,0.3350109158525459
3.229546,0.0004281280570944042,0.07448622193778115,0.2541037212932481,0.3290180712881237
3.231848,0.0004508856946808178,0.07261298389394948,0.2497484784001482,0.32281234798877845
3.234149,0.0004575233389768551,0.07079901053133242,0.24504902623855385,0.3163055601088631
3.236451,0.00045420451682883634,0.06960755338019375,0.24024479412057195,0.3103065520175945
3.238753,0.00045041157723110076,0.06770729064172823,0.2352731985428401,0.3034309007617993
3.241054,0.00045230804702996847,0.06650445467179633,0.2302589323946336,0.2972156951134599
3.2433560000000003,0.0004627386309237415,0.06472414364810918,0.22587666480689986,0.2910635470859328
3.245658,0.0004845480336107211,0.06359384764798398,0.22077658340029466,0.2848549790818894
3.247959,0.0005101503758954362,0.061715394312205435,0.21563904671516185,0.2778645914032627
3.250261,0.0005272186040852463,0.06052630774831533,0.21055745588909555,0.2716109822414961
3.252562,0.0005281668389846803,0.059329635305229736,0.2057759814087001,0.2656337835529145
3.254864,0.0005234256644875108,0.05752893723120479,0.201503234951851,0.2595555978475433
3.257166,0.0005286409564343973,0.05639390005658241,0.19661650639761846,0.2535390474106353
3.259467,0.0005499762416716599,0.055181581737656166,0.19175348371587167,0.2474850416951995
3.261769,0.0005727338792580733,0.05401193398920446,0.1869478292455407,0.24153249711400324
3.264071,0.0005798456410038278,0.05248954285816333,0.18227445354368074,0.2353438420428479
3.266372,0.0005717856443586397,0.05162901968692708,0.1774341884995204,0.2296349938308061
3.2686740000000003,0.0005646738826128852,0.04991745569344889,0.17302726680440134,0.22350939638046316
3.270975,0.0005732079967077904,0.04874117030070114,0.1684904369280599,0.2178048152254688
3.273277,0.0005907503423473175,0.04754971314956245,0.1638687400282191,0.21200920352012886
3.275579,0.0005997585738919394,0.04639903009909942,0.15935040073241655,0.20634918940540792
3.27788,0.0005902762248976005,0.04526968233387365,0.15518622717155262,0.20104618573032387
3.280182,0.0005751044665066582,0.04409007811897788,0.15081154546301434,0.1954767280484989
3.282484,0.0005694150571100547,0.043515921887370655,0.14652457548267367,0.1906099124271544
3.284785,0.0005807938759032615,0.04229317298455064,0.14242725248221982,0.1853012193426737
3.287087,0.0006049738658388257,0.041153868752880816,0.13858358231736453,0.18034242493608416
3.289388,0.0006353173826207105,0.04005201979973863,0.13441324522965425,0.17510058241201354
3.29169,0.0006732467785980662,0.03945226122584669,0.13086921729302006,0.17099472529746482
3.293992,0.0007216067584691952,0.03827882053779725,0.12708338945703024,0.1660838167532967
3.296293,0.0007856126141809832,0.037436787947099946,0.12348009683918144,0.16170249740046236
3.298595,0.0008733243423786187,0.03652316362149539,0.11998348064751893,0.15737996861139292
3.300897,0.0009946984095061573,0.035911552111360524,0.11656746442230832,0.153473714943175
3.3031980000000005,0.0011582689296585045,0.03487086430923182,0.11327282226422525,0.1493019555031156
3.3055,0.0013739923692797158,0.03433937864809912,0.11039398110954393,0.14610735212692275
3.307801,0.0016508769599144135,0.0337988847554218,0.10712920835079304,0.14257897006612924
3.310103,0.0019879744666631643,0.03351299193324248,0.10432575187061673,0.13982671827052234
3.3124050000000005,0.00237390607073276,0.033356059057386166,0.10168065061864587,0.1374106157467648
3.314706,0.002797292953329994,0.03334610259094212,0.09963246323586863,0.13577585878014076
3.317008,0.0032467562956616613,0.03388754471851887,0.09735907006447587,0.1344933710786564
3.31931,0.003710917278934553,0.03438963509776912,0.09580870600390146,0.13390925838060513
3.321611,0.00417744884945603,0.035099388919995395,0.09454233829570748,0.13381917606515892
3.323913,0.004629282779036282,0.03714330924572516,0.09359647398352217,0.1353690660082836
3.326214,0.005048402604586065,0.039359334205702166,0.09342152464457662,0.13782926145486485
3.3285160000000005,0.005414895393217265,0.04200016840062557,0.09346798815464888,0.14088305194849174
3.330818,0.005707899977142339,0.04595288557891577,0.09467793588632653,0.14633872144238466
3.3331190000000004,0.005905606953674307,0.05000990859614369,0.09589641773209907,0.15181193328191708
3.335421,0.006003275148315997,0.05458514198591224,0.09715377720874843,0.1577421943429767
3.3377230000000004,0.006008016322813167,0.059680482218020275,0.09839122375250968,0.1640797222933431
3.340024,0.005931209295959022,0.06472366953065946,0.09960164560163703,0.17025652442825553
3.3423260000000004,0.005817421108026954,0.07011106611179316,0.10019950770573012,0.17612799492555026
3.344627,0.005719278795935545,0.07425390438741984,0.10026872885338878,0.18024191203674414
3.3469290000000003,0.005677082342910738,0.07787473935090818,0.09963483382311723,0.18318665551693614
3.349231,0.005702210567745736,0.08060186292168005,0.09793417453098256,0.18423824802040836
3.351532,0.005799878762387427,0.08281551729440849,0.09586085892337033,0.18447625498016626
3.3538339999999995,0.00597340574898383,0.08369500516363343,0.09366237630903283,0.18333078722165008
3.356135,0.006219472705386927,0.08430614255631858,0.09156819953363307,0.1820938147953386
3.3584370000000003,0.00653570904434813,0.08426394610329377,0.09017192364421664,0.18097157879185852
3.360739,0.006920218296068577,0.08422269788516841,0.08962905916429076,0.18077197534552772
3.3630400000000003,0.00737015575584996,0.08483193880805467,0.09007330721467552,0.18227540177858012
3.365342,0.00788125436664483,0.0866511274626186,0.09135010550676327,0.18588248733602672
3.3676440000000003,0.00843597178281366,0.08908287586221683,0.09311002948011256,0.19062887712514304
3.3699449999999995,0.009014395071468336,0.09262974850354933,0.09498516399374313,0.1966293075687608
3.372247,0.009572431309785185,0.09529618504075743,0.09677021619192742,0.2016388325424701
3.3745480000000003,0.010027109944063738,0.09802141214173044,0.09836325082297637,0.20641177290877052
3.37685,0.010291667481005795,0.1004901417024066,0.09888525413511473,0.20966706331852716
3.3791519999999995,0.010277918074964,0.10194283756833933,0.09921476576266801,0.21143552140597133
3.381453,0.009895779410492142,0.10325234996445756,0.09817312972563988,0.2113212591005896
3.3837550000000003,0.009088831511073895,0.10385400500814834,0.09694801023557127,0.20989084675479355
3.386057,0.007986034323032276,0.1039004685182206,0.09520657684276093,0.2070930796840138
3.388358,0.006778931296052925,0.10390663204506692,0.09335799290631457,0.2040435562474344
3.39066,0.005643894121430552,0.10327463348459424,0.09137144079200052,0.20028996839802526
3.392961,0.004724580386429388,0.1033267864040631,0.08987560023814357,0.19792696702863607
3.395263,0.004156587681668485,0.10267203020600399,0.08863293840243544,0.19546155629010792
3.397565,0.0039896983393681185,0.10271944195097568,0.08819675034869585,0.19490589063903965
3.3998660000000003,0.0041793453192548995,0.10267534902815202,0.08813037390573547,0.1949850682531424
3.402168,0.004670530997161657,0.10336945697453764,0.08762733529158581,0.1956673232632851
3.40447,0.005366061295896419,0.10331967464231734,0.08768375526810213,0.1963694912063159
3.406771,0.006147406853029951,0.10331445935037048,0.08738790597947875,0.1968497721828792
3.409073,0.006882763017540937,0.10329976170942924,0.08618364765719769,0.19636617238416787
3.411374,0.007402395742430712,0.1029100371657619,0.08476982942214176,0.1950822623303344
3.413676,0.007529459218954855,0.10228467624958523,0.08290322902260612,0.19271736449114624
3.415978,0.007236454635029779,0.10165552239381086,0.07995753730751473,0.18884951433635536
3.418279,0.006740053665176135,0.10107946969240476,0.07772254764954903,0.18554207100712994
3.420581,0.006272573859755225,0.09990745135670448,0.07546242976674834,0.181642454983208
3.422883,0.005955863403344303,0.0986908659807308,0.07358871760546695,0.17823544698954205
3.425184,0.005825006987222425,0.0974941935376452,0.07199094179992085,0.17531014232478848
3.427486,0.0058842716684370435,0.09636579400731887,0.07088150696758319,0.17313157264333912
3.429787,0.005976724571131849,0.0957399589736925,0.07024998252456023,0.17196666606938454
3.432089,0.005886642255685629,0.09397387147349688,0.06921925118887558,0.16907976491805807
3.434391,0.005497865946917729,0.09278146608745874,0.0680927481283481,0.1663720801627246
3.436692,0.004939355591151167,0.09165164420478324,0.06747829191351494,0.16406929170944934
3.438994,0.004373733473638847,0.089901676697878,0.06593693608448514,0.16021234625600198
3.441296,0.003871643094388599,0.08753298591909213,0.06500814000048964,0.1564127690139704
3.443597,0.003395155057423066,0.08532549507321002,0.06373086759095219,0.15245151772158527
3.445899,0.002908236436563761,0.08302744779443197,0.062035897708214084,0.14797158193920984
3.4482,0.002433644869397095,0.08072371110625731,0.06100895931212717,0.14416631528778154
3.450502,0.002028748567338821,0.07843656852882276,0.05975159983547783,0.1402169169316394
3.452804,0.0017338475136148795,0.07627364472321403,0.058367650999754064,0.13637514323658298
3.455105,0.0015309252451360257,0.07463888775659001,0.05749954194932232,0.13366935495104834
3.457407,0.0013853711880729225,0.07234795223955771,0.05622748483173176,0.1299608082593624
3.459709,0.001272531235040289,0.07022864723932297,0.05560070156320595,0.1271018800375692
3.46201,0.0011843453893929368,0.06802779403773687,0.054566651405373284,0.1237787908325031
3.464312,0.0011137018893851113,0.06586249964487959,0.05402757986504511,0.1210037813993098
3.466613,0.0010582301477682283,0.06413955683260818,0.05295275560653679,0.11815054258691317
3.468915,0.0010184042819920047,0.0626740597955331,0.052472474629973516,0.11616493870749862
3.471217,0.0009928019397072894,0.061022708718168964,0.052018270113144686,0.11403378077102096
3.473518,0.0009724148893694608,0.059932238583819984,0.051466871519123866,0.11237152499231333
3.47582,0.0009449160772858775,0.05839467569438792,0.051494370331207455,0.11083396210288128
3.478122,0.0009050902115096539,0.05786650885540324,0.05147825033791708,0.11024984940482996
3.4804230000000005,0.0008676349329820153,0.0567964257713921,0.05147919857281651,0.10914325927719062
3.482725,0.0008491443524430543,0.05627537069415317,0.05147635386811822,0.10860086891471443
3.4850260000000004,0.0008576784665379593,0.05525080288531484,0.05145501858288095,0.10756349993473374
3.487328,0.0008913408054678627,0.05418877979794888,0.05182530431110989,0.10690542491452662
3.4896300000000005,0.0009491831343333303,0.05314240258642357,0.05237859937492957,0.10647018509568648
3.491931,0.0010624972048156806,0.05215718652591175,0.05281099448907143,0.10603067821979886
3.4942330000000004,0.0012782206444368926,0.05150717150234983,0.053461483630083066,0.10624687577686978
3.496535,0.0016447134330680932,0.05096620349222279,0.05393986813684748,0.10655078506213836
3.4988360000000003,0.0022070167284323934,0.05037545314987546,0.0546121666805461,0.10719463655885396
3.501138,0.003007801101004319,0.05041717548545056,0.0552830428718956,0.10870801945835047
3.503439,0.004018145386351136,0.05038635785121896,0.05599753786861903,0.11040204110618912
3.5057410000000004,0.0050749531817702144,0.05127485395198852,0.056836725754618025,0.11318653288837675
3.508043,0.006002326913416563,0.05186370782453697,0.05745781961374724,0.11532385435170076
3.5103440000000004,0.00663195488664067,0.05361414944889193,0.05911391186560853,0.11936001620114113
3.512646,0.006802637168538773,0.056207571898843636,0.06079892528190256,0.12380913434928498
3.5149470000000003,0.006405800863125689,0.06050497246307807,0.06309175726873373,0.1300025305949375
3.517249,0.005671867050963851,0.06598814076905457,0.06631148886976153,0.13797149668977995
3.5195510000000003,0.004965906168335315,0.07360151877660932,0.07077909759844432,0.14934652254338898
3.5218519999999995,0.004534459289092892,0.08136566613317407,0.07528558395800393,0.16118570938027088
3.524154,0.004293607624636683,0.0908243092550272,0.08033256421024082,0.1754504810899047
3.526456,0.0041072794668979215,0.10042755819904396,0.08560475025109329,0.1901395879170352
3.528757,0.003895823084324164,0.1091873522000143,0.08928010872129909,0.20236328400563755
3.5310589999999995,0.0036559196547673884,0.11724782296265213,0.09255151912434602,0.21345526174176555
3.53336,0.0033894656480264627,0.1228950359062307,0.09309817654386963,0.2193826780981268
3.5356620000000003,0.003110684587592897,0.1254069101548311,0.09145535958060044,0.21997295432302444
3.537964,0.002842334111053105,0.1243804458761939,0.08790232341242163,0.21512510339966864
3.540265,0.002603378916395762,0.11972650898977236,0.08279892318366841,0.20512881108983647
3.542567,0.0023909742989225696,0.11265694369704292,0.07831424622679578,0.19336216422276128
3.5448690000000003,0.002198008496887772,0.1051701550485626,0.07341139767927282,0.1807795612247232
3.5471699999999995,0.0020206885706936326,0.09785594515177924,0.06974409920571223,0.1696207329281851
3.549472,0.001864703929736757,0.09150324544302184,0.06615882305095266,0.15952677242371127
3.5517730000000003,0.0017343216310645965,0.08546014442892963,0.06274517741299064,0.14993964347298488
3.554075,0.0016271710874285665,0.08003955962631576,0.059622165771705114,0.14128889648544946
3.556377,0.0015328217149348936,0.07473276301163395,0.0566764740566137,0.13294205878318255
3.558678,0.0014422652820389565,0.06989913561176968,0.05393702343214919,0.12527842432595782
3.5609800000000003,0.0013540794363916038,0.06502900116827719,0.05135308333119181,0.1177361639358606
3.563282,0.0012715830001408552,0.06125787097322856,0.0485747550758505,0.11110420904921993
3.565583,0.0011961983256358606,0.057710998331896086,0.046291879555463385,0.10519907621299536
3.567885,0.0011255548256280349,0.05461311491544555,0.043685181816919605,0.0994238515579932
3.570186,0.0010572819128687946,0.052246320606458535,0.04140752158847938,0.09471112410780673
3.572488,0.0009918537048078557,0.04966475109274976,0.03891887909491513,0.08957548389247275
3.57479,0.0009306925537943693,0.0471817980085821,0.03682090937991763,0.0849333999422941
3.577091,0.000878065516875788,0.0446808284613252,0.034907845470309735,0.08046673944851074
3.579393,0.0008353949464012627,0.04218791891071349,0.033021332137886016,0.07604464599500077
3.581695,0.000804577312169661,0.04017576445411476,0.031003962389340386,0.0719843041556248
3.583996,0.0007860867316307,0.03792892185990614,0.029070037311944963,0.0677850459034818
3.586298,0.0007685443859911732,0.035509974631450274,0.02741157447283508,0.06369009349027653
3.588599,0.0007377267517595714,0.03357130837955767,0.02557531759008133,0.059884352721398575
3.590901,0.0006869961846398579,0.03145579631892065,0.02427102048591001,0.05641381298947053
3.593203,0.0006248867987269378,0.029348344254928813,0.022769964640106152,0.0527431956937619
3.595504,0.0005613550604648667,0.027426272113776302,0.021496011052716712,0.04948363822695788
3.597806,0.0004987715571022295,0.025636952858544542,0.02024908215996114,0.04638480657560791
3.600108,0.0004323951141418568,0.02428808871409982,0.01887556390813114,0.043596047736372816
3.602409,0.0003593810268854467,0.022436660072955143,0.017944871354336773,0.040740912454177367
3.604711,0.0002873151745284706,0.021011463019106,0.017037410555578534,0.038336188749213004
3.607012,0.00022994696311271984,0.01923020376051942,0.016128053287021427,0.03558820401065357
3.609314,0.0001948622718336657,0.01805297013287224,0.015252358357394222,0.033500190762100125
3.611616,0.00017210463424725218,0.016816945941460153,0.014320243451250703,0.031309294026958104
