Wavelength,H2O_40K,CH3OH,H2O_CH3OH_CO_NH3_100K_NASA,all
3.151291,0.2421875373574317,0.17653626619463078,0.3957226072758458,0.8144464108279084
3.153593,0.23723264114105155,0.17239418683109115,0.3931929171671564,0.8028197451392991
3.155894,0.23256421749079026,0.16854005163931818,0.3894790750471471,0.7905833441772555
3.158196,0.22744253930098474,0.16430673272561055,0.3867001930487515,0.7784494650753467
3.160498,0.22279618973544146,0.1607062042404873,0.3832031674941951,0.7667055614701239
3.162799,0.2180742977466409,0.15655725738392426,0.3800426490977851,0.7546742042283503
3.165101,0.2132037735874053,0.15322995701408895,0.3769890673784537,0.7434227979799479
3.167402,0.2078539965221799,0.14914772294689607,0.3728195180428205,0.7298212375118964
3.1697040000000003,0.2033582412679354,0.145635490800645,0.3697365042105317,0.7187302362791121
3.172006,0.19857356077149224,0.1417941095244869,0.3662870605719232,0.7066547308679023
3.174307,0.19359953368168975,0.13808075793969354,0.36232402656220775,0.6940043181835911
3.176609,0.18850974028092154,0.13495310540275268,0.35922923988473604,0.6826920855684102
3.1789110000000003,0.18395855454727386,0.13145657038341227,0.35572730897802,0.6711424339087062
3.181212,0.17917289298039885,0.1283053721561055,0.35221507683176895,0.6596933419682733
3.183514,0.17412675721385076,0.1247661605729768,0.34827951279414715,0.6471724305809747
3.1858150000000003,0.16922925361773755,0.12174348257225068,0.3444209627854306,0.6353936989754189
3.188117,0.16430722326082653,0.11880910091039686,0.3411098500777219,0.6242261742489452
3.190419,0.15996647713482434,0.11583841964256213,0.3364566330191552,0.6122615297965417
3.19272,0.15558452605068182,0.11299135324914858,0.33268049292671936,0.6012563722265498
3.1950220000000003,0.15036081653595731,0.11017028522218077,0.3292707826406033,0.5898018843987414
3.197323,0.14617851328470924,0.10725160068723748,0.3257644369169438,0.5791945508888905
3.199625,0.14096755768559965,0.10468953525429486,0.3212966421700088,0.5669537351099033
3.201927,0.13699176976026933,0.10221576616022447,0.3169451042692556,0.5561526401897494
3.204228,0.13247688363260252,0.09953401013458836,0.31262054580538,0.5446314395725709
3.20653,0.12810229057669933,0.0971554048724136,0.3087409027823773,0.5339985982314902
3.208832,0.12370415183043025,0.09514175781091072,0.3046478769404333,0.5234937865817744
3.211133,0.11927265668947605,0.092956423423823,0.3001898928978175,0.5124189730111166
3.213435,0.1149407401973611,0.09008728294569138,0.2956642149953996,0.500692238138452
3.215736,0.11063678421255572,0.08801084737654602,0.29157756611126306,0.4902251977003648
3.218038,0.10646968755300226,0.08599916245590697,0.28655252335900105,0.4790213733679103
3.22034,0.10229376125956162,0.08397913843659667,0.2823599188682179,0.4686328185643762
3.222641,0.09878152911331058,0.08231279030799127,0.2777871495850681,0.45888146900637
3.224943,0.09461050817202947,0.0802343925979821,0.2725722697042309,0.4474171704742425
3.227245,0.09050031359752704,0.0782403669451175,0.2679587859981567,0.4366994665408013
3.229546,0.08709305598749077,0.07706553510290085,0.2629028395272895,0.4270614306176811
3.231848,0.08337774226183359,0.07512743046465532,0.2583967830335098,0.4169019557599987
3.234149,0.07974680059332097,0.07325064272840442,0.25353459797294553,0.4065320412946709
3.236451,0.0763714277723219,0.07201792773070488,0.24856400462965475,0.3969533601326816
3.238753,0.07296024588055795,0.07005186258514981,0.2434202523551313,0.38643236082083904
3.241054,0.07002292100740838,0.06880737474226728,0.2382323519111716,0.3770626476608473
3.2433560000000003,0.06643024108574039,0.06696541500634931,0.2336983349100825,0.36709399100217216
3.245658,0.06379557644083615,0.06579597905150818,0.22842164759203465,0.358013203084379
3.247959,0.06066792390389528,0.06385247852588714,0.2231062079919262,0.3476266104217086
3.250261,0.05783164928523276,0.06262221620426736,0.2178486515473007,0.3383025170368008
3.252562,0.05517392948517856,0.06138410531919228,0.21290160389437585,0.3294596386987467
3.254864,0.05271634805323475,0.059521052568988174,0.20848090052817272,0.3207183011503957
3.257166,0.050268086790394115,0.058346711261987476,0.2034249540573055,0.3120397521096871
3.259467,0.047800694654131164,0.0570924127147858,0.19839353434723608,0.30328664171615305
3.261769,0.04537794122252028,0.05588226233702026,0.19342146939829746,0.29468167295783804
3.264071,0.0430346544958944,0.054307153758582805,0.1885862637746108,0.28592807202908804
3.266372,0.04111322805499143,0.05341683234162113,0.1835783897549073,0.27810845015151986
3.2686740000000003,0.03932032184066914,0.051646000212016895,0.1790188649225884,0.2699851869752744
3.270975,0.03719679489079194,0.05042898234122795,0.1743249334410973,0.2619507106731172
3.273277,0.03559421634026092,0.04919626734352839,0.16954319615594995,0.2543336798397393
3.275579,0.0338528163236141,0.04800573837440112,0.16486839554788116,0.2467269502458964
3.27788,0.03224925670265116,0.046837283489991915,0.16056002474613215,0.23964656493877526
3.280182,0.03054660896806493,0.04561683187269127,0.1560338563084983,0.2321972971492545
3.282484,0.02930114005475049,0.04502279372616752,0.15159843688581645,0.2259223706667345
3.284785,0.02766765778561418,0.0437577034042148,0.14735923154951738,0.2187845927393464
3.287087,0.02657229264838254,0.042578947280270486,0.1433824625537552,0.21253370248240824
3.289388,0.02540874311613289,0.041438943438386784,0.13906771479419874,0.2059154013487184
3.29169,0.02428394586594384,0.04081841639020136,0.1354009640549213,0.2005033263110665
3.293992,0.023139527207116508,0.03960434173070816,0.13148404035550587,0.19422790929333056
3.296293,0.022013748886495536,0.0387331511871688,0.1277559727142338,0.18850287278789807
3.298595,0.02090415822800114,0.037787889826019945,0.12413827549655206,0.1828303235505731
3.300897,0.019806340414689712,0.03715509939743561,0.12060396926558295,0.17756540907770826
3.3031980000000005,0.019158833929626667,0.036078374598410325,0.1171952400498988,0.1724324485779358
3.3055,0.01804384738375675,0.035528484621322694,0.1142167102186088,0.16778904222368826
3.307801,0.017308044559821475,0.03496927447513189,0.11083888472152996,0.1631162037564833
3.310103,0.01630784325448546,0.03467348173990991,0.10793834998957708,0.15891967498397247
3.3124050000000005,0.01580455412291373,0.03451111458342819,0.10520165401975384,0.15551732272609575
3.314706,0.015152142285691126,0.0345008133438931,0.10308254188682024,0.15273549751640444
3.317008,0.014439885152121782,0.035061004560515814,0.10073042552630714,0.15023131523894473
3.31931,0.013773738328852378,0.03558048135421412,0.09912637537012824,0.14848059505319472
3.321611,0.013292523281998708,0.036314812572501534,0.09781615580830748,0.14742349166280772
3.323913,0.012382580456398751,0.0384295098884915,0.09683753805247357,0.14764962839736384
3.326214,0.011954343212868422,0.04072227148787382,0.0966565305577855,0.14933314525852776
3.3285160000000005,0.011493240109868984,0.04345455264075347,0.09670460300894927,0.15165239575957173
3.330818,0.010870750920819742,0.04754414473618572,0.09795644888007116,0.15637134453707666
3.3331190000000004,0.010580844608189244,0.05174165457912848,0.09921712438508024,0.16153962357239798
3.335421,0.00990586815103262,0.056475319413112075,0.10051802377779782,0.16689921134194252
3.3377230000000004,0.009472725555342721,0.06174710137900034,0.1017983206914452,0.17301814762578827
3.340024,0.00917987603141648,0.06696492447113335,0.10305065709778304,0.17919545760033287
3.3423260000000004,0.00875850628090955,0.07253887613005104,0.10366922200510463,0.1849666044160652
3.344627,0.008397962897181262,0.07682517284708199,0.1037408401466343,0.1889639758908976
3.3469290000000003,0.00790350339949676,0.08057139029134447,0.10308499456290003,0.19155988825374126
3.349231,0.007578769086533325,0.08339294885352824,0.1013254447432628,0.1922971626833244
3.351532,0.007325162379883635,0.08568325777683078,0.09918033424388348,0.1921887544005979
3.3538339999999995,0.0069057547702405285,0.08659320060243073,0.0969057224474916,0.19040467782016285
3.356135,0.006460348794151707,0.08722550049579911,0.09473902839861018,0.18842487768856095
3.3584370000000003,0.006469178428038932,0.08718184286157894,0.09329440218761724,0.18694542347723514
3.360739,0.005887403661914107,0.08713916629779071,0.09273273936534666,0.18575930932505147
3.3630400000000003,0.005688246364235626,0.08776950405029525,0.09319237086269823,0.18665012127722908
3.365342,0.005397849516389172,0.08965168767392169,0.09451338219927002,0.1895629193895809
3.3676440000000003,0.005120206584157595,0.09216764279656436,0.09633424892090184,0.1936220983016238
3.3699449999999995,0.004960292103755664,0.09583733674713757,0.0982743157000112,0.19907194455090446
3.372247,0.004490359366869001,0.09859610680167888,0.10012118078808872,0.20320764695663665
3.3745480000000003,0.004428551929658436,0.10141570322299884,0.10176937911370372,0.20761363426636106
3.37685,0.004271580660552245,0.10396992009248616,0.10230945838647224,0.21055095913951066
3.3791519999999995,0.003935073502405847,0.10547291999417796,0.10265038036156222,0.212058373858146
3.381453,0.003786931867186878,0.1068277782606508,0.10157267449210504,0.2121873846199427
3.3837550000000003,0.003422464201730939,0.10745026744970003,0.10030513149407254,0.2111778631455035
3.386057,0.003446500427312825,0.10749833990086376,0.09850339564586304,0.20944823597403964
3.388358,0.003218401551892889,0.10750471685867123,0.09659079883884727,0.2073139172494114
3.39066,0.0029378154083655717,0.10685083341580076,0.09453545628398807,0.2043241051081544
3.392961,0.0029652853804591553,0.106904792289556,0.09298781767764423,0.20285789534765936
3.395263,0.0027597511249732357,0.1062273631563196,0.09170212487662133,0.20068923915791412
3.397565,0.002545877770816049,0.10627641667791526,0.091250832477941,0.20007312692667234
3.3998660000000003,0.002615533771481921,0.10623079690283127,0.09118215754770706,0.20002848822202027
3.402168,0.00247720284058209,0.10694894045899213,0.09066169968357683,0.20008784298315105
3.40447,0.002461505713671471,0.10689743426131663,0.09072007337427572,0.2000790133492638
3.406771,0.002368304022639669,0.10689203837394114,0.09041397939951863,0.19967432179609945
3.409073,0.0019317276804380733,0.10687683178224648,0.08916801995098822,0.1979765794136728
3.411374,0.0019606692581795268,0.10647361183472992,0.0877052439370049,0.1961395250299144
3.413676,0.0019650840751231392,0.10582659588488284,0.08577400679178279,0.1935656867517888
3.415978,0.0020111943854230828,0.1051756556533081,0.08272631149504289,0.18991316153377408
3.418279,0.0014495315631524903,0.10457965536592052,0.0804139284870223,0.18644311541609526
3.420581,0.001467190830926937,0.1033670523120752,0.078075547112556,0.18290979025555812
3.422883,0.001467190830926937,0.10210833894792992,0.07613695193909452,0.17971248171795134
3.425184,0.00146670029571098,0.10087022806285482,0.07448384826131994,0.17682077661988574
3.427486,0.00146670029571098,0.09970275424887752,0.07333599585598091,0.17450545040056942
3.429787,0.001466209760495023,0.0990552477638145,0.07268260294832639,0.17320406047263592
3.432089,0.001460323337903541,0.09722800408437522,0.07161617938883623,0.17030450681111498
3.434391,0.0014573801266078,0.09599430801624376,0.07045066771572273,0.16790235585857427
3.436692,0.000997748629256232,0.09482536259661856,0.06981493407584265,0.16563804530171744
3.438994,0.0009820515023456127,0.09301479711452183,0.06822020408876693,0.16221705270563438
3.441296,0.0009805798966977422,0.09056408317560144,0.06725924560070748,0.15880390867300664
3.443597,0.0009805798966977422,0.08828015121010635,0.06593774372891972,0.1551984748357238
3.445899,0.0009805798966977422,0.08590252701836347,0.06418408033187398,0.1510671872469352
3.4482,0.0009805798966977422,0.08351901640402916,0.06312158105411142,0.14762117735483832
3.450502,0.0009805798966977422,0.08115267452225333,0.06182068166139387,0.14395393608034493
3.452804,0.0009805798966977422,0.07891485286705817,0.06038880936601582,0.14028424212977172
3.455105,0.0009805798966977422,0.07722348744243895,0.059490639385598836,0.13769470672473552
3.457407,0.0009805798966977422,0.07485322127893546,0.05817453340118661,0.13400833457681982
3.459709,0.0009805798966977422,0.07266052886360834,0.05752604584569165,0.13116715460599773
3.46201,0.0009805798966977422,0.07038346439113664,0.056456188539689776,0.12782023282752414
3.464312,0.0009825420375615696,0.06814319005986172,0.05589844999914683,0.12502418209657012
3.466613,0.0009957864883924047,0.0663605850850745,0.05478640666457265,0.12214277823803955
3.468915,0.000681353414964064,0.0648443407325519,0.05428949449080836,0.11981518863832433
3.471217,0.0004934784272525906,0.06313580657537418,0.053819561753921705,0.11744884675654847
3.473518,0.0005287969628014837,0.062007575578673424,0.053249069297763886,0.1157854418392388
3.47582,0.0006372052455279474,0.06041676987332537,0.053277520340289375,0.1143314954591427
3.478122,0.00048808253987706534,0.05987031364274944,0.05326084214294685,0.11361923832557334
3.4804230000000005,0.0004905352159568496,0.058763175660334836,0.053261823213378766,0.11251553408967044
3.482725,0.0004910257511728063,0.05822407745799825,0.053258880002083016,0.11197398321125407
3.4850260000000004,0.0004910257511728063,0.0571640308563155,0.05323680591736497,0.11089186252485328
3.487328,0.0004905352159568496,0.05606523197257216,0.05361991392102726,0.11017568110955628
3.4896300000000005,0.0004905352159568496,0.05498262075095538,0.054192368518048914,0.10966552448496114
3.491931,0.0004905352159568496,0.053963288572197066,0.05463973663500156,0.10909356042315546
3.4942330000000004,0.0004910257511728063,0.053290764791120215,0.055312750951294336,0.10909454149358737
3.496535,0.0004910257511728063,0.052731064109713455,0.05580770098419482,0.10902979084508108
3.4988360000000003,0.0004910257511728063,0.05211985723063122,0.056503279920421624,0.10911416290222564
3.501138,0.0004905352159568496,0.05216302432963543,0.05719738725100056,0.10985094679659284
3.503439,0.0004905352159568496,0.05213113954059823,0.057936623821447535,0.11055829857800263
3.5057410000000004,0.0004910257511728063,0.05305040253530136,0.058804871153691166,0.11234629944016533
3.508043,0.0004910257511728063,0.053659647273519774,0.05944747228659464,0.11359814531128723
3.5103440000000004,0.0004910257511728063,0.05547070329083245,0.0611609117959319,0.11712264083793715
3.512646,0.0004875920046611084,0.05815393092211641,0.06290427395344254,0.12154579688022007
3.5149470000000003,0.0004699327368866618,0.06260014211954931,0.06527650225780987,0.12834657711424585
3.517249,0.0008530407405489614,0.06827318189209026,0.06860772690937285,0.13773394954201207
3.5195510000000003,0.0009869568545051812,0.07615019638992537,0.07323004024933424,0.15036719349376482
3.5218519999999995,0.0007470851339022817,0.08418320108643472,0.0778925774770041,0.1628228636973411
3.524154,0.0007441419226065407,0.09396937864477388,0.08311432485086476,0.17782784541824515
3.526456,0.0009732218684583894,0.10390516944397986,0.08856907645230491,0.19344746776474314
3.528757,0.0009815609671296561,0.1129682980939986,0.0923717054464024,0.2063215645075307
3.5310589999999995,0.0009805798966977422,0.12130788730048099,0.09575639843650467,0.21804486563368344
3.53336,0.0009805798966977422,0.12715065225774305,0.09632198554050292,0.22445321769494367
3.5356620000000003,0.0009805798966977422,0.12974950783188244,0.09462228101721246,0.22535236874579265
3.537964,0.0009805798966977422,0.12868749908933586,0.09094621010883182,0.2206142890948654
3.540265,0.0009805798966977422,0.12387240540950342,0.0856660890442723,0.21051907435047346
3.542567,0.0009805798966977422,0.11655803480437085,0.08102611643653644,0.19856473113760506
3.5448690000000003,0.0009805798966977422,0.10881199320919624,0.07595349176832666,0.18574606487422066
3.5471699999999995,0.0009805798966977422,0.10124450643262993,0.07215920187290042,0.17438428820222807
3.549472,0.0009805798966977422,0.09467182507402408,0.06844977456983474,0.16410217954055656
3.5517730000000003,0.0009805798966977422,0.08841946321143808,0.06491792101494542,0.15431796412308124
3.554075,0.0009805798966977422,0.08281117408740342,0.06168676554743765,0.1454785195315388
3.556377,0.0009805798966977422,0.0773206134151984,0.05863907025069775,0.1369402635625939
3.558678,0.0009815609671296561,0.07231960688851832,0.05580475777289908,0.12910592562854706
3.5609800000000003,0.0009727313332424326,0.06728082915020958,0.05313134084593425,0.12138490132938624
3.563282,0.0008947362339052936,0.06337911204248878,0.0502568044804271,0.11453065275682114
3.565583,0.0008348909375585577,0.059709418091915586,0.047894877415594866,0.10843918644506904
3.567885,0.0009859757840732675,0.05650426099085355,0.04519791479826411,0.10268815157319093
3.570186,0.0009805798966977422,0.05405550919279695,0.04284138362080741,0.09787747271030207
3.572488,0.0009800893614817854,0.0513845449419119,0.040266564272249915,0.0926311985756436
3.57479,0.0009805798966977422,0.04881561201594588,0.03809594594164085,0.08789213785428446
3.577091,0.0009800893614817854,0.046228038751773504,0.036116636345254964,0.08332476445851025
3.579393,0.0009800893614817854,0.043648804586272384,0.03416479672096265,0.07879369066871683
3.581695,0.0009859757840732675,0.041566973129751515,0.03207756937706625,0.07463051829089103
3.583996,0.0007603295847331168,0.039242326741332,0.030076676231178268,0.0700793325572434
3.586298,0.00047434755383027354,0.03673961606952016,0.02836078404576121,0.06557474766911164
3.588599,0.0004885730750930221,0.034733817571472606,0.02646094115436033,0.061683331800925965
3.590901,0.0004910257511728063,0.03254504943787314,0.02511147877526304,0.05814755396430898
3.593203,0.0004910257511728063,0.030364620402944936,0.023558444281543654,0.0544140904356614
3.595504,0.0004905352159568496,0.02837599063745588,0.0222403761562676,0.05110690200968032
3.597806,0.0004905352159568496,0.026524710732434724,0.020950268538301085,0.04796551448669266
3.600108,0.0004910257511728063,0.02512913804303749,0.01952918801767409,0.04514935181188438
3.602409,0.0004910257511728063,0.02321359802472599,0.0185662673887508,0.04227089116464959
3.604711,0.0004905352159568496,0.0217390491655597,0.017627382985409387,0.039856967366925934
3.607012,0.0004905352159568496,0.019896108359209817,0.016686536441204148,0.03707318001637082
3.609314,0.0004910257511728063,0.018678109417988958,0.01578051789733185,0.03494965306649361
3.611616,0.0004910257511728063,0.017399284109989453,0.014816125662760684,0.032706435523922946
