Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH4_10_0.6_a_V3,HNCO_NH3,all
3.102957,0.9170685743277164,0.4667077042543936,0.00901312187532558,1.3927894004574355
3.105259,0.910505282691638,0.461441679872,0.00909288842768202,1.38103985099132
3.10756,0.9024832602293412,0.4563378844479593,0.00912878337624242,1.3679499280535428
3.109862,0.8955021912752958,0.4510303978977108,0.00916417978385059,1.355696768956857
3.112163,0.8880903829385258,0.4455870075750492,0.00918860829050975,1.3428659988040847
3.114465,0.8795723122287624,0.4401501985488725,0.009223007616213466,1.3289455183938483
3.116767,0.872240768985301,0.4345205575356881,0.00925541277810827,1.3160167392990976
3.119068,0.8636818179174549,0.4286457632284412,0.009291307726668668,1.3016188888725648
3.12137,0.8564494843234868,0.4230641656795965,0.009327202675229069,1.2888408526783124
3.123672,0.8479917370689432,0.4171153317868946,0.00932869829808575,1.2744357671539237
3.125973,0.8394198239363392,0.41103223944590056,0.009267377760961737,1.2597194411432011
3.128275,0.8308214881332672,0.4050406271260466,0.009218022206691188,1.2450801374660048
3.130576,0.8217719727684287,0.3989400943493676,0.009160689997184996,1.2298727571149812
3.132878,0.8132693568281844,0.3926437680022628,0.009103357787678805,1.215016482618126
3.13518,0.8041355880424197,0.3863777156189885,0.009051010987694893,1.199564314649103
3.137481,0.7958857323649547,0.3800257773165862,0.008991684614379788,1.1849031942959207
3.139783,0.7861866181393639,0.3739644032539923,0.008933355322969141,1.1690843767163253
3.142085,0.7787299411168933,0.3675831781822324,0.00888449830965082,1.1551976176087764
3.144386,0.7674688980879727,0.3609716077335007,0.008827664641096857,1.1372681704625704
3.146688,0.7598571748293594,0.3546308576351229,0.00877581638206517,1.1232638488465476
3.148989,0.7495977005734643,0.3486494463248205,0.008716988549702294,1.106964135447987
3.151291,0.7399095542488224,0.3417295421357714,0.008658659258291648,1.0902977556428854
3.153593,0.7297193771852871,0.3355052809851761,0.00861079932687778,1.073835457497341
3.155894,0.7210083711270115,0.32909082036616744,0.008554464199276047,1.058653655692455
3.158196,0.7109946775605649,0.32257336245716983,0.008498129071674309,1.042066169089409
3.160498,0.700588632264715,0.3161289569391547,0.00844528373073817,1.0251628729346078
3.162799,0.6914513736922846,0.309860930166935,0.008386954439327519,1.0096992582985471
3.165101,0.6815518460038982,0.3030943701859841,0.00832962222982133,0.9929758384197036
3.167402,0.6708486703005204,0.2970270729565537,0.008285750626025287,0.9761614938830996
3.1697040000000003,0.6614765989395909,0.2905691757807446,0.008242377563181472,0.9602881522835168
3.172006,0.6513831388207879,0.2834182680850754,0.008207978237477756,0.9430093851433412
3.174307,0.6406051819745759,0.2773970399310394,0.008174575993678497,0.9261767978992941
3.176609,0.6301278453225574,0.2713659398322761,0.00814067520892701,0.9096344603637604
3.1789110000000003,0.6206097014626252,0.2651189732088081,0.008106774424175523,0.8938354490956087
3.181212,0.6112700352635904,0.258622246383738,0.008073372180376263,0.8779656538277046
3.183514,0.6005194981697511,0.25257074426587145,0.008040468477529232,0.8611307109131519
3.1858150000000003,0.5904783848509318,0.2461776728604386,0.008018034134678982,0.8446740918460494
3.188117,0.5812075173033046,0.2401357136224752,0.007984133349927496,0.8293273642757073
3.190419,0.5707097404722447,0.2338555114517584,0.007950232565176006,0.8125154844891791
3.19272,0.5603091791268693,0.2279826915334569,0.00791633178042452,0.7962082024407507
3.1950220000000003,0.5505442574955842,0.22165839467629128,0.007882430995673035,0.7800850831675484
3.197323,0.5406018552853061,0.21589021737209976,0.007848530210921545,0.7643406028683275
3.199625,0.530749190446429,0.2101536302910358,0.00781462942617006,0.7487174501636349
3.201927,0.5206402755581069,0.20423046345462487,0.007802664443316591,0.7326734034560484
3.204228,0.510880339336344,0.1981648115493158,0.007852019997587141,0.7168971708832471
3.20653,0.5010565898726961,0.19262039832561093,0.007904865338523281,0.7015818535368303
3.208832,0.4906206321197125,0.18654684886452,0.007948736942319325,0.6851162179265519
3.211133,0.4810217246255194,0.1813463083821512,0.008004573528968833,0.6703726065366394
3.213435,0.4715050763884438,0.17596511131127188,0.008047946591812648,0.6555181342915283
3.215736,0.4612834912449181,0.17057470042531364,0.008092316736560917,0.6399505084067927
3.218038,0.4519443235868356,0.16519547774337978,0.008144663536544833,0.6252844648667603
3.22034,0.4425697595211448,0.16016308938620022,0.008190529304149784,0.6109233782114948
3.222641,0.4324842760575774,0.1549924938028377,0.008232905285089144,0.5957096751455042
3.224943,0.4231416186128293,0.1498218982194752,0.008290736035547565,0.581254252867852
3.227245,0.4137590778919029,0.14477272755625914,0.008333112016486923,0.566864917464649
3.229546,0.4046617025956508,0.13996541953886316,0.00837847924313965,0.5530056013776536
3.231848,0.3950204191205183,0.13517291943855822,0.008430826043123564,0.5386241646022001
3.234149,0.3864460132831531,0.13042615934882335,0.008474199105967377,0.5253463717379439
3.236451,0.3770963762650738,0.12571098948221598,0.008528041528807975,0.5113354072760977
3.238753,0.3681939304811429,0.1213966205715391,0.008571913132604018,0.49816246418528604
3.241054,0.3596180290209209,0.11703980229853465,0.008614289113543377,0.4852721204329989
3.2433560000000003,0.3509553814350115,0.1126207907737478,0.00868258922399858,0.4722587614327578
3.245658,0.34281470622608445,0.108485104062636,0.008751886416358238,0.4600516967050786
3.247959,0.3338090624650423,0.1044764363736828,0.008819189444908985,0.4471046882836341
3.250261,0.32588475402938216,0.10057570194708194,0.008891477882982009,0.4353519338594461
3.252562,0.3181673400888965,0.0970000835668352,0.008955789665819388,0.4241232133215511
3.254864,0.310927528380645,0.09345473915041902,0.009030570808653552,0.4134128383397176
3.257166,0.30262183611653065,0.09009005132251337,0.00909538113244316,0.4018072685714872
3.259467,0.29589851283478713,0.08641735881911433,0.009158197292423856,0.3914740689463253
3.261769,0.2882683435609413,0.08317574123547633,0.009235969680971387,0.38068005447738906
3.264071,0.2815629677534781,0.08013781477804602,0.009298785840952086,0.3709995683724761
3.266372,0.27506797622785484,0.07719531711964676,0.009363596164741693,0.3616268895122433
3.2686740000000003,0.2686098767326965,0.07426861457281128,0.009436881684719171,0.35231537299022697
3.270975,0.26211687937088224,0.07156435984716543,0.00949969784469987,0.34318093706274755
3.273277,0.25611045797844223,0.06877421920239163,0.009575974610390718,0.3344606517912246
3.275579,0.25062451334012803,0.06641646973667582,0.009636796606562505,0.3266777796833664
3.27788,0.24510516645801456,0.06388497404375865,0.00963081411513577,0.318620954616909
3.280182,0.23962669993398375,0.061668393387643974,0.00961735350942562,0.3109124468310533
3.282484,0.2346387977069451,0.05958245146675459,0.009608878313237748,0.30383012748693744
3.284785,0.22953323981518065,0.057484992277016624,0.00959741187133651,0.2966156439635338
3.287087,0.22478962265473354,0.055651443076323186,0.009576473151342944,0.2900175388823997
3.289388,0.22033366362372184,0.05388140338670906,0.0095684964961073,0.2837835635065382
3.29169,0.21624712343831096,0.05235125195396957,0.009560519840871657,0.2781588952331522
3.293992,0.2119362398243976,0.050900734208697375,0.00953958112087809,0.2723765551539731
3.296293,0.20819468997792825,0.04964666816349949,0.009529111760881307,0.267370469902309
3.298595,0.20476672239041024,0.04870060679379496,0.00951764531898007,0.26298497450318525
3.300897,0.20180090226560726,0.04792862071611608,0.0095056803361266,0.25923520331785
3.3031980000000005,0.1987024702475118,0.04764825748585929,0.009488231402798631,0.2558389591361697
3.3055,0.19664798298338124,0.04775816513715713,0.009480753288515215,0.2538869014090536
3.307801,0.1949983109724596,0.04838832427558641,0.009471281010422886,0.2528579162584689
3.310103,0.19375245713284245,0.0499309801716472,0.009449345208524864,0.2531327825130145
3.3124050000000005,0.1927289525579189,0.05262996986010514,0.009442365635193678,0.2548012880532177
3.314706,0.19219700936189185,0.0568851071024179,0.009425415242817934,0.2585075317071277
3.317008,0.19188492272579727,0.062104404279768675,0.009413450259964469,0.2634027772655304
3.31931,0.1906839375718806,0.06744644263656284,0.009402482359015456,0.2675328625674589
3.321611,0.18838317107734956,0.07168611383213609,0.009391514458066448,0.2694607993675521
3.323913,0.1851386665602513,0.07374869215050407,0.009371572819977336,0.2682589315307327
3.326214,0.18246848122011944,0.07155646229138354,0.009364593246646149,0.2633895367581491
3.3285160000000005,0.1782323787490402,0.06535852632672799,0.009356118050458277,0.2529470231262265
3.330818,0.17298972209541313,0.05628226034440096,0.009334182248560256,0.23860616468837434
3.3331190000000004,0.1674195240361724,0.04661894271562076,0.009325208511420156,0.22336367526321327
3.335421,0.16256772348909193,0.038705920887,0.009318228938088969,0.2105918733141809
3.3377230000000004,0.15772389959724706,0.033479055218691586,0.009298785840952086,0.20050174065689075
3.340024,0.15416581282119754,0.030391110907976027,0.009287817940003074,0.19384474166917667
3.3423260000000004,0.1510554158202486,0.028282134449389488,0.009276850039054063,0.18861440030869212
3.344627,0.14809158985925458,0.02702675214489461,0.009264386515248371,0.1843827285193976
3.3469290000000003,0.1450435104773341,0.025986249170631758,0.00924893174572931,0.18027869139369515
3.349231,0.1426574934799721,0.025096457885873138,0.009241453631445894,0.17699540499729113
3.351532,0.14112996400234626,0.024484726377601584,0.009230485730496882,0.1748451761104447
3.3538339999999995,0.13975249535134093,0.02389010624019077,0.00921104263336,0.17285364422489172
3.356135,0.13843036474603293,0.023465941681738902,0.009205060141933265,0.1711013665697051
3.3584370000000003,0.13734952796160316,0.022887774785540344,0.009184619962891927,0.16942192271003545
3.360739,0.13546205191646887,0.022422806188882087,0.009174649143847372,0.16705950724919835
3.3630400000000003,0.13340158216091155,0.02201410767716973,0.009168168111468412,0.16458385794954972
3.365342,0.13102802868735525,0.021659704861457817,0.009149722096235987,0.16183745564504906
3.3676440000000003,0.12977270256964574,0.02117696676429032,0.00913825565433475,0.1600879249882708
3.3699449999999995,0.12785581260833,0.02084164970838461,0.009127786294337964,0.1578252486110526
3.372247,0.12619965956502946,0.020421762992647932,0.009115322770532272,0.15573674532820966
3.3745480000000003,0.12540947215574846,0.02006834737140874,0.009100366541965438,0.15457818606912266
3.37685,0.12450761157316842,0.019678076489854108,0.00909288842768202,0.15327857649070456
3.3791519999999995,0.12354343337155994,0.019250950347984037,0.009052008069599346,0.15184639178914333
3.381453,0.12231602554717523,0.01894162941319369,0.009025585399131274,0.1502832403595002
3.3837550000000003,0.121396217490315,0.01865402675680351,0.00899816564675875,0.14904840989387727
3.386057,0.12088670863713825,0.018390116767758976,0.008968253189625082,0.1482450785945223
3.388358,0.1202934449039872,0.017981747320870867,0.008928369913446864,0.14720356213830493
3.39066,0.11962390440514535,0.017657947533813736,0.008902445783931017,0.1461842977228901
3.392961,0.1191293517805354,0.017405883878442028,0.008874527490606264,0.1454097631495837
3.395263,0.11920313584146512,0.01724398398491346,0.008843617951568144,0.14529073777794674
3.397565,0.11906204875198464,0.016963620754656676,0.008805728839198834,0.14483139834584016
3.3998660000000003,0.1188097870301574,0.01684581554757695,0.008779804709682993,0.14443540728741733
3.402168,0.11808291432180935,0.016655287014339062,0.008750889334453782,0.1434890906706022
3.40447,0.11774839334286452,0.016333461616227403,0.008718982713511205,0.14280083767260313
3.406771,0.1172289136706432,0.01616596762068667,0.008684084846855263,0.14207896613818513
3.409073,0.1166147112174986,0.015983994772879158,0.008657662176387191,0.14125636816676496
3.411374,0.1161510681319268,0.015795111563762496,0.0086272511783013,0.14057343087399055
3.413676,0.1156914133739728,0.015386083987225897,0.008594846016406496,0.1396723433776052
3.415978,0.115149000817949,0.015320929152025375,0.008563936477368373,0.13903386644734272
3.418279,0.1140821231801816,0.015045830958956513,0.008535021102139164,0.1376629752412773
3.420581,0.11402179972496207,0.014858922138785325,0.008503114481196589,0.13738383634494394
3.422883,0.11351478357654644,0.014655889142226129,0.008471706401206239,0.1366423791199788
3.425184,0.11381390814788307,0.01452195975875839,0.00844478518978594,0.13678065309642742
3.427486,0.11324507292139123,0.014382765338102732,0.008411382945986682,0.13603922120548062
3.429787,0.1130007878547996,0.014371906198902646,0.008379974865996332,0.1357526689196986
3.432089,0.11304316383573895,0.01415505247972516,0.008351059490767122,0.13554927580623125
3.434391,0.11253864039208447,0.014111944987749056,0.008326132443155734,0.13497671782298926
3.436692,0.11213033535220997,0.014184010184258725,0.008288243330786425,0.1346025888672551
3.438994,0.11197828036178048,0.01432715338280532,0.008258829414604988,0.1345642631591908
3.441296,0.11202265050652876,0.014481813850200496,0.008232905285089144,0.1347373696418184
3.443597,0.11168264557710944,0.014578558908528537,0.008206981155573301,0.13446818564121127
3.445899,0.11063870082314453,0.014636474317595669,0.008167097879395081,0.13344227302013525
3.4482,0.10998162384810832,0.014455817729085137,0.008141173749879237,0.1325786153270727
3.450502,0.10924577740262016,0.013949716029396243,0.008115249620363394,0.1313107430523798
3.452804,0.1081634449953337,0.013421237921658693,0.008086334245134184,0.1296710171621266
3.455105,0.1075397702640968,0.012968773788321746,0.008048943673717102,0.12855748772613565
3.457407,0.10694600798999353,0.012733163374162287,0.008024515167057943,0.12770368653121375
3.459709,0.10650779049298532,0.01243503064339627,0.007994602709924279,0.12693742384630588
3.46201,0.10576646009702266,0.012401136966499032,0.007980643563261901,0.1261482406267836
3.464312,0.10544390410093132,0.012239895202618957,0.007969177121360662,0.1256529764249109
3.466613,0.10492990837918446,0.012132949134739312,0.007960701925172791,0.12502355943909654
3.468915,0.10453705810882903,0.012056935160338705,0.00795422089279383,0.12454821416196155
3.471217,0.10312419305021556,0.011974998019101688,0.007946244237558185,0.12304543530687545
3.473518,0.10192719622391673,0.011916095415561823,0.007935276336609173,0.12177856797608773
3.47582,0.10099642026610747,0.011802238986373037,0.00792281281280348,0.120721472065284
3.478122,0.10043456461294682,0.011647907583802108,0.007912841993758926,0.11999531419050785
3.4804230000000005,0.09985526002645816,0.011541619645570954,0.007906360961379966,0.1193032406334091
3.482725,0.09879187217535636,0.011583410878250074,0.007899381388048776,0.1182746644416552
3.4850260000000004,0.09788552472420632,0.011389262631945495,0.00788941056900422,0.11716419792515605
3.487328,0.09730422597390874,0.011343522621375434,0.007876947045198528,0.1165246956404827
3.4896300000000005,0.09650905315510548,0.011369189677666546,0.007865979144249517,0.11574422197702156
3.491931,0.095735317597248,0.0111993922283561,0.0078585010299661,0.1147932108555702
3.4942330000000004,0.09496457328510388,0.011084877669518822,0.007852518538539367,0.11390196949316207
3.496535,0.094502924363341,0.01100392772275454,0.007843544801399269,0.1133503968874948
3.4988360000000003,0.09369678364358873,0.011091458966003723,0.007831579818545802,0.11261982242813826
3.501138,0.09278295807815523,0.01103255636246386,0.007819614835692336,0.11163512927631143
3.503439,0.09199775607839653,0.01093679849860855,0.007812136721408919,0.110746691298414
3.5057410000000004,0.09144437562142373,0.010837091856862295,0.00780565568902996,0.11008712316731596
3.508043,0.0907778263682952,0.010740675863358496,0.00779867611569877,0.10931717834735248
3.5103440000000004,0.08977476197241298,0.010637020443721308,0.0077498191023804485,0.10816160151851473
3.512646,0.0890748104754852,0.010546527617053918,0.00771442269477228,0.1073357607873114
3.5149470000000003,0.0886849514508431,0.010587331655260305,0.00766755984526287,0.10693984295136627
3.517249,0.08774370613303709,0.010486308754217072,0.007618204290992322,0.10584821917824648
3.5195510000000003,0.08684732950093159,0.010413585428058916,0.0075718399824351405,0.10483275491142564
3.5218519999999995,0.08659157799243876,0.01041720514112561,0.0075299625424480095,0.10453874567601236
3.524154,0.0861523634135261,0.010444188456713705,0.007486589479604195,0.104083141349844
3.526456,0.08553716387847705,0.010429380539622678,0.007442219334855925,0.10340876375295566
3.528757,0.08505357915481612,0.010351063111452357,0.007400341894868794,0.10280498416113727
3.5310589999999995,0.08441295403120345,0.0104945353748232,0.007354974668216069,0.10226246407424272
3.53336,0.08396925258372076,0.01031947288832483,0.007306616195849976,0.10159534166789556
3.5356620000000003,0.08319800973062443,0.010286237341076079,0.007259753346340567,0.10074400041804106
3.537964,0.08229565060709218,0.010355670018991786,0.007224855479684623,0.0998761761057686
3.540265,0.08146009597115847,0.010549489200472122,0.007175001384461848,0.09918458655609244
3.542567,0.080736713049476,0.010648208647745638,0.0071311297806658045,0.09851605147788743
3.5448690000000003,0.07999288994875219,0.010800236596546851,0.007089750881630903,0.09788287742692993
3.5471699999999995,0.07918176381947763,0.010986487287069552,0.007044882195930404,0.09721313330247758
3.549472,0.07838060850924762,0.011125352642900965,0.006995526641659857,0.09650148779380843
3.5517730000000003,0.07756848529806863,0.010978260666463426,0.006961625856908369,0.0955083718214404
3.554075,0.07687351921066313,0.010694935852788436,0.006914264466446733,0.0944827195298983
3.556377,0.07569696256340562,0.010187517893802563,0.006866404535032867,0.09275088499224106
3.558678,0.0750553403578885,0.00976960556701135,0.006823530013141282,0.09164847593804114
3.5609800000000003,0.07393761154299387,0.009436262900051109,0.006782151114106377,0.09015602555715137
3.563282,0.07336777923459756,0.009207233782376556,0.0067357868055491965,0.08931079982252332
3.565583,0.0724828690443933,0.009118057215006144,0.006697897693179886,0.08829882395257932
3.567885,0.07155608141420189,0.008898900042058944,0.006654524630336072,0.0871095060865969
3.570186,0.07086011824489194,0.008846249670179732,0.006606664698922209,0.08631303261399388
3.572488,0.06997969492325773,0.008812355993282494,0.006560798931317255,0.08535284984785747
3.57479,0.06923986015015172,0.008690602008311824,0.0065079535903811115,0.08443841574884467
3.577091,0.06842025882468931,0.008669541859560141,0.006454609708492743,0.08354441039274219
3.579393,0.0674500981316541,0.008706068055051341,0.0064017643675566005,0.08255793055426204
3.581695,0.0669794754727511,0.008566215504747194,0.006348919026620459,0.08189461000411875
3.583996,0.06616884788442877,0.00841352942629749,0.006296073685684318,0.08087845099641057
3.586298,0.06543898393036733,0.008329946960939246,0.006243228344748175,0.08001215923605476
3.588599,0.06451070067731926,0.008350678044866684,0.006190383003812033,0.07905176172599797
3.590901,0.06399869911938136,0.00837075099914563,0.006138036203828119,0.07850748632235513
3.593203,0.06332367467006499,0.008271044357399383,0.006085190862891977,0.07767990989035634
3.595504,0.06260477861695254,0.008155542604089369,0.0060328440629080615,0.07679316528394997
3.597806,0.062075328125686675,0.008108157269398081,0.005980497262924147,0.0761639826580089
3.600108,0.06124824868594082,0.008126584899555804,0.005927651921988007,0.07530248550748463
3.602409,0.06090724667461705,0.008103879426682895,0.005875803662956319,0.07488692976425626
3.604711,0.06041867654143385,0.008013715664839752,0.0058234568629724065,0.07425584906924601
3.607012,0.05967335781785335,0.00791071837485105,0.005771110062988492,0.07335518625569289
3.609314,0.059038715185667424,0.007832400946680728,0.005719261803956804,0.07259037793630495
3.611616,0.05854515964296194,0.0078409566321111,0.0056669150039728895,0.07205303127904593
3.613917,0.05791649950220274,0.007751780064740691,0.0056150667449412035,0.07128334631188464
3.616219,0.05740649210807375,0.007733023369758722,0.005563218485909518,0.07070273396374199
3.618521,0.05682918168539401,0.007764284528062002,0.0055063848173555535,0.07009985103081158
