Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,d_NH3_CH3OH_50_10K_I10m_Baselined,HNCO_NH3,all
2.918827,0.5091029395122101,0.003737145761815844,0.0010599636302743953,0.5139000489043002
2.921129,0.5234220309459445,0.004063439619257754,0.0011464511587529734,0.5286319217239552
2.92343,0.5400217395368898,0.004445262401234205,0.001233921500055172,0.5457009234381792
2.925732,0.5549344499160911,0.0049705758554592075,0.0013258144990636615,0.561230840270614
2.928034,0.5717169616922297,0.005718496414234185,0.0014142676531894805,0.5788497257596534
2.930335,0.5862335985035121,0.006751432691859024,0.0014968239303735779,0.5944818551257447
2.932637,0.5994799497402652,0.008127370644927315,0.0016260638166796355,0.6092333842018721
2.9349380000000003,0.6121312078123163,0.009849750118321732,0.0018904404662334715,0.6238713983968716
2.93724,0.624336268862444,0.01186500781315497,0.002137617891373954,0.6383388945669728
2.939542,0.6348366410700023,0.014107786676656287,0.002395606257574259,0.6513400340042328
2.941843,0.6440126729977323,0.01642476790834093,0.0026531032173627536,0.663090544123436
2.944145,0.6551297602521123,0.01862233738195572,0.0029101087707394386,0.6766622064048075
2.946447,0.6645770485191616,0.02054422785854504,0.0031567947894681103,0.6882780711671747
2.948748,0.6745978080687932,0.02214916119951684,0.003424119877492808,0.7001710891458028
2.95105,0.6847920340817938,0.02342190380610501,0.003913560663655672,0.7121274985515544
2.953351,0.6925636264845707,0.02437916349631109,0.004426588957585421,0.7213693789384672
2.955653,0.7019819217733231,0.02508875435496488,0.004853621129448402,0.7319242972577363
2.957955,0.7078714276188672,0.0256199646861316,0.00513273997135654,0.7386241322763554
2.960256,0.7133108051911933,0.02599736481040176,0.005427583818442603,0.7447357538200375
2.962558,0.7207094201274062,0.02621898910212812,0.005373529113143492,0.7523019383426779
2.96486,0.7250136488884509,0.02627599224589809,0.005284584552605864,0.7565742256869548
2.967161,0.7304264905145392,0.026134958605708598,0.005181880612537553,0.7617433297327854
2.969463,0.7341415229878235,0.025756084262203004,0.00508114229811648,0.764978749548143
2.971764,0.7412285862589488,0.02511774733326168,0.00499170633116704,0.7713380399233776
2.974066,0.7466030981849161,0.02424107829459245,0.0048904766103341595,0.7757346530898427
2.976368,0.7524208586943358,0.023155070124492118,0.004789738295913088,0.7803656671147411
2.978669,0.7575250970938074,0.02191770877955428,0.0046983367033164095,0.7841411425766781
2.980971,0.7645020853286874,0.020620887258787413,0.0045995640145425785,0.7897225366020173
2.983273,0.7723508285381182,0.019354041529140963,0.0044988257001215065,0.7962036957673807
2.985574,0.7757793710733174,0.01817712317285576,0.004411846765231118,0.7983683410114043
2.987876,0.7842861074681621,0.0171382900182892,0.0043101256379864256,0.8057345231244376
2.990177,0.7927889126117122,0.016269483482208937,0.0041823599709157975,0.8132407560648369
2.992479,0.7977481861196999,0.015556944185084284,0.004031006796078287,0.8173361371008624
2.994781,0.8053266558026354,0.014975118993501122,0.003881619246888015,0.8241833940430245
2.997082,0.813510046778509,0.01449992899328075,0.0037327231041095533,0.8317426988758994
2.999384,0.8190997947128489,0.0141082780830681,0.003583826961331092,0.8367918997572481
3.001686,0.8267043089356103,0.013778052974331708,0.00343542222496444,0.8439177841349064
3.003987,0.8344994888461541,0.01350483100936529,0.003286526082185978,0.8512908459377052
3.006289,0.8411683652608289,0.013295983284345994,0.0031238705598768336,0.8575882191050518
3.0085900000000003,0.8486819692974055,0.013156423863391926,0.003143035409937428,0.8649814285707348
3.010892,0.8567464399216211,0.013075341805443258,0.003258024510300992,0.8730798062373654
3.013194,0.8639593032341698,0.013037012105322071,0.0033671167337228354,0.8803634320732147
3.015495,0.8730734179540118,0.013029149602733109,0.003476700363556489,0.8895792679203015
3.0177970000000003,0.8804921805531088,0.013042417575851985,0.0035867753998019515,0.8971213735287628
3.020098,0.8881134025938717,0.013069444928501536,0.0037071699706954274,0.9048900174930686
3.0224,0.8959164450070045,0.013100403532445574,0.0038162621941172713,0.9128331107335672
3.024702,0.9011474662607232,0.013122025414565216,0.003924863011127305,0.9181943546864156
3.027003,0.9049042682790114,0.01312300822738884,0.004032972421725526,0.9220602489281258
3.029305,0.9129883951596992,0.013104826190151865,0.00414157323873556,0.9302347945885868
3.031607,0.9199948677792876,0.013075341805443258,0.004261967809629036,0.93733217739436
3.0339080000000003,0.9237384018244571,0.013042908982263792,0.004370568626639068,0.94115187943336
3.03621,0.9286932526747383,0.013018338661673286,0.004483592101355393,0.9461951834377672
3.038511,0.9337262371444974,0.013011950378319757,0.0046452648108409175,0.951383452333658
3.040813,0.9390869896909338,0.013029641009144916,0.004826102370387036,0.9569427330704658
3.043115,0.9422197055662233,0.013067970709266108,0.005007431336344965,0.9602951076118345
3.045416,0.9478836558687466,0.01312300822738884,0.0051843376445966025,0.966191001740732
3.047718,0.9504011309164496,0.013188856686571392,0.005364683797730909,0.968954671400752
3.05002,0.9537058390358728,0.013260110616283856,0.0055337276033935855,0.9724996772555502
3.052321,0.9564257735252416,0.013330873139584509,0.005711125318057035,0.9754677719828831
3.054623,0.9602056716448849,0.013406058320591458,0.005890980064779532,0.9795027100302559
3.056924,0.959802226980789,0.013491563036246415,0.006070834811502029,0.9793646248285376
3.059226,0.9627550881093558,0.013589352912196628,0.006241844242811946,0.9825862852643644
3.061528,0.9646057246562328,0.013689599820205888,0.006405973984356521,0.9847012984607952
3.063829,0.9637492032804478,0.013781492819214378,0.006561258410488515,0.9840919545101506
3.066131,0.9660475110684836,0.013855695187397704,0.0067126115853260275,0.9866158178412072
3.068433,0.9646067074690562,0.013908275673461385,0.006856102257574577,0.9853710854000922
3.070734,0.9634794211603638,0.013934811619699129,0.00700991246447114,0.984424145244534
3.073036,0.9624214231557368,0.01393432021328732,0.0071509461046606404,0.9835066894736848
3.075337,0.960803221841646,0.013906801454225955,0.007305247717969011,0.9820152710138412
3.077639,0.9586832945810974,0.013854712374574085,0.007448246983805752,0.9799862539394772
3.079941,0.9536621038652217,0.01378689828974429,0.007597634532996025,0.975046636687962
3.082242,0.9520974658500182,0.013713678734384584,0.007743582237303627,0.9735547268217064
3.084544,0.9472905283296918,0.01364439043031936,0.007890021348023036,0.9688249401080344
3.086846,0.9431926902616076,0.013586404473725769,0.008025649517682625,0.9648047442530158
3.089147,0.9402172244380972,0.013546600554369148,0.008148992527046962,0.9619128175195132
3.0914490000000003,0.9344382850352104,0.013535298206897516,0.008267912878705007,0.9562414961208128
3.09375,0.925368888298843,0.01356281696595888,0.008397644171422875,0.9473293494362248
3.096052,0.9238150612246996,0.013636527927730398,0.008523444212846261,0.9459750333652762
3.098354,0.9166331565160948,0.01374168889985776,0.008640890345268876,0.9390157357612212
3.100655,0.9112193320771828,0.013855695187397704,0.008767673199515883,0.9338427004640965
3.102957,0.903944551556746,0.013954959282583349,0.008884136519114877,0.9267836473584444
3.105259,0.8974751861452661,0.014014419458412369,0.008962761545004494,0.9204523671486832
3.10756,0.8895679655728298,0.014009013987882457,0.008998142806654822,0.912575122367367
3.109862,0.8826868015882529,0.013938251464581802,0.00903303266189334,0.905658085714728
3.112163,0.8753810624638722,0.013826702209100908,0.009057111576072032,0.8982648762490449
3.114465,0.8669848925116846,0.01370090216767752,0.009091018618486931,0.8897768132978491
3.116767,0.8597582698196051,0.013573136500606892,0.009122960035254587,0.8824543663554666
3.119068,0.8513218045416493,0.013450284897654369,0.009158341296904916,0.8739304307362086
3.12137,0.84419297172552,0.013338735642173477,0.009193722558555243,0.8667254299262487
3.123672,0.8358562619491617,0.013244877017517745,0.009195196777790671,0.8582963357444702
3.125973,0.8274070201044986,0.01317657152627614,0.00913475378913803,0.8497183454199129
3.128275,0.8189317337200099,0.01313431057486047,0.00908610455436883,0.8411521488492393
3.130576,0.8100117245328329,0.013104826190151865,0.009029592817010669,0.8321461435399954
3.132878,0.8016307881794116,0.01307485039903145,0.008973081079652506,0.8236787196580956
3.13518,0.7926277313086386,0.01304094335661655,0.008921483406412445,0.8145901580716676
3.137481,0.784495938006005,0.013006053501378036,0.008863006043407043,0.8063649975507902
3.139783,0.7749356262642394,0.012973129271786756,0.008805511493225261,0.7967142670292514
3.142085,0.7675856605627958,0.01293873082296005,0.008757353664867872,0.7892817450506237
3.144386,0.756485772532829,0.012898926903603431,0.008701333333921521,0.7780860327703539
3.146688,0.7489829794373124,0.012849294856010609,0.008650227067093268,0.7704825013604163
3.148989,0.7388703268886722,0.01278737764812254,0.008592241110499676,0.7602499456472944
3.151291,0.7293208260879666,0.0127126838735274,0.008534746560317894,0.7505682565218119
3.153593,0.719276479030568,0.012626196345048822,0.008487571544784123,0.7403902469204009
3.155894,0.7106901347970099,0.012534794752452144,0.008432042620249582,0.7316569721697116
3.158196,0.7008197456093922,0.012442901753443654,0.00837651369571504,0.7216391610585509
3.160498,0.6905626195756799,0.012351008754435164,0.00832442461606317,0.7112380529461783
3.162799,0.6815561228600243,0.012253218878484951,0.008266930065881386,0.7020762718043907
3.165101,0.6717982657407111,0.01214609228071035,0.008210418328523225,0.6921547763499447
3.167402,0.6612482614855599,0.012027663335464114,0.008167174564283935,0.681443099385308
3.1697040000000003,0.6520103123499418,0.01189645782351082,0.008124422206456457,0.672031192379909
3.172006,0.6420612981364345,0.011756406996144938,0.00809051516404156,0.661908220296621
3.174307,0.6314375829195118,0.011616847575190868,0.008057590934450281,0.6511120214291529
3.176609,0.6211101857689106,0.011489081908120242,0.008024175298447195,0.6406234429754781
3.1789110000000003,0.6117282545546321,0.011373109994933055,0.007990759662444108,0.6310921242120092
3.181212,0.6025222468357816,0.011260086520216732,0.007957835432852832,0.6217401687888511
3.183514,0.5919255589715086,0.011142148981382308,0.007925402609673364,0.6109931105625642
3.1858150000000003,0.5820281424312411,0.011020771597665213,0.007903289321141909,0.6009522033500483
3.188117,0.5728899487972205,0.010901851246007168,0.007869873685138824,0.5916616737283665
3.190419,0.5625424039837351,0.010789810584114464,0.007836458049135735,0.5811686726169852
3.19272,0.5522906834205528,0.01068612383122253,0.007803042413132648,0.570779849664908
3.1950220000000003,0.5426655060324282,0.010592265206566802,0.007769626777129563,0.5610273980161246
3.197323,0.5328653879616994,0.01050626908450003,0.007736211141126473,0.5511078681873258
3.199625,0.5231537230450962,0.010426169839374985,0.007702795505123388,0.5412826883895946
3.201927,0.5131894752328228,0.010348527626308987,0.007691001751239944,0.5312290046103717
3.204228,0.5035692119088163,0.010278256509420144,0.007739650986009146,0.5215871194042456
3.20653,0.4938860485640981,0.01022420180412103,0.007791740065661016,0.5119019904338801
3.208832,0.4835994381456773,0.010192751793765184,0.007834983829900305,0.5016271737693427
3.211133,0.4741378990926856,0.010178501007822692,0.007890021348023036,0.4922064214485313
3.213435,0.4647574420976425,0.010171621318057352,0.007932773705850516,0.4828618371215504
3.215736,0.4546821364362999,0.01016818147317468,0.007976508876501616,0.4728268267859762
3.218038,0.4454766201238613,0.010172112724469159,0.008028106549741676,0.4636768393980721
3.22034,0.436236213956184,0.010187837729647086,0.008073315939628204,0.4544973676254592
3.222641,0.4262950622452656,0.010214373675884831,0.008115085484632063,0.4446245214057825
3.224943,0.4170861060879443,0.010241892434946196,0.008172088628402038,0.4355000871512925
3.227245,0.4078378374176781,0.01026400572347765,0.008213858173405897,0.4263157013145616
3.229546,0.3988706532149673,0.010282187760714623,0.008258576156880616,0.4174114171325625
3.231848,0.3893673446169717,0.01030086120436341,0.008310173830120678,0.4079783796514557
3.234149,0.3809156457402497,0.010323465899306676,0.008352926187948155,0.3995920378275045
3.236451,0.371699809893163,0.010346562000661749,0.008405998080423647,0.3904523699742484
3.238753,0.36292476559746994,0.010364744037898723,0.008449241844662938,0.3817387514800317
3.241054,0.35447159250151256,0.010373589353311305,0.008491011389666793,0.3733361932444906
3.2433560000000003,0.3459329146899001,0.010370149508428631,0.008558334068084778,0.3648613982664135
3.245658,0.3379087393914529,0.010350984658368041,0.008626639559326384,0.3568863636091474
3.247959,0.32903197396851525,0.010323465899306676,0.008692979424920748,0.34804841929274266
3.250261,0.32122106905279363,0.0103003697979516,0.008764233354633213,0.3402856722053785
3.252562,0.3136140977979732,0.010292998701774449,0.008827624781756714,0.3327347212815044
3.254864,0.3064778938856669,0.010298404172304359,0.00890133574352823,0.3256776338014995
3.257166,0.2982910630649105,0.01030921511336418,0.008965218577063545,0.3175654967553383
3.259467,0.29166395619523944,0.010321500273659431,0.009027135784951616,0.3110125922538505
3.261769,0.2841429810624858,0.010330836995483823,0.009103795185193995,0.3035776132431636
3.264071,0.2775335648236399,0.010335259653190116,0.009165712393082068,0.29703453686991205
3.266372,0.27113152209057784,0.010335259653190116,0.00922959522661738,0.2906963769703853
3.2686740000000003,0.2647658434319898,0.010332802621131064,0.009301831969153466,0.2844004780222743
3.270975,0.25836576632457503,0.010331328401895636,0.00936374917704154,0.27806084390351216
3.273277,0.2524453018750868,0.010328871369836585,0.009438934358048486,0.27221310760297185
3.275579,0.24703786571952846,0.010321500273659431,0.00949888594028932,0.2668582519334772
3.27788,0.2415975053343788,0.01030626667489332,0.009492989063347598,0.2613967610726197
3.280182,0.2361974402749976,0.010281696354302814,0.009479721090228724,0.2559588577195291
3.282484,0.2312809191248375,0.010247789311887915,0.009471367181227952,0.2510000756179533
3.284785,0.2262484260614902,0.010205036954060435,0.00946006483375632,0.24591352784930695
3.287087,0.22157269405311705,0.010154913500055807,0.009439425764460295,0.24116703331763314
3.289388,0.2171805035443583,0.010099384575521266,0.009431563261871334,0.2367114513817509
3.29169,0.2131524451867509,0.010035993148397765,0.009423700759282371,0.23261213909443104
3.293992,0.2089032539438289,0.009959825154567196,0.009403061689986348,0.22826614078838245
3.296293,0.20521524882319409,0.009867440749146895,0.009392742155338337,0.2244754317276793
3.298595,0.2018363383355878,0.009763262589843157,0.009381439807866704,0.22098104073329766
3.300897,0.1989129615917295,0.009654661772833122,0.00936964605398326,0.21793726941854588
3.3031980000000005,0.1958588707423297,0.009544586736587658,0.009352446829569908,0.21475590430848726
3.3055,0.19383378491926026,0.009430580449047713,0.009345075733392756,0.2126094411017007
3.307801,0.1922077211025806,0.009309203065330618,0.009335739011568362,0.2108526631794796
3.310103,0.1909796964794672,0.009185368649554472,0.00931411712944872,0.20947918225847034
3.3124050000000005,0.18997083911602106,0.009074310800485387,0.00930723743968338,0.20835238735618974
3.314706,0.18944650847461966,0.008987331865595,0.009290529621681832,0.20772436996189647
3.317008,0.1891388880608265,0.008915095123058912,0.009278735867798392,0.20733271905168385
3.31931,0.187955090014776,0.008835978690757487,0.009267924926738568,0.20605899363227204
3.321611,0.18568724942427234,0.008736714595571847,0.009257113985678748,0.20368107800552293
3.323913,0.18248917649621216,0.008624182527267332,0.009237457729206342,0.20035081675268585
3.326214,0.17985720375455727,0.008511650458962818,0.009230578039441,0.1975994322529611
3.3285160000000005,0.1756817234734068,0.008404523861188215,0.00922222413044023,0.1933084714650352
3.330818,0.17051409364681178,0.008298871482649043,0.009200602248320585,0.1880135673777814
3.3331190000000004,0.16502360980765746,0.00819174488487444,0.009191756932908005,0.1824071116254399
3.335421,0.16024124260792152,0.008087566725570698,0.009184877243142663,0.17751368657663488
3.3377230000000004,0.15546673791077456,0.00799763935220945,0.009165712393082068,0.17263008965606608
3.340024,0.15195957034968582,0.007931299486615086,0.009154901452022246,0.16904577128832315
3.3423260000000004,0.14889368574640258,0.007888547128787607,0.009144090510962422,0.16592632338615262
3.344627,0.1459722746281915,0.007865451027432531,0.009131805350667172,0.16296953100629122
3.3469290000000003,0.14296781582638454,0.00786053696331443,0.00911657175190106,0.15994492454160006
3.349231,0.14061594473946135,0.007875770562080544,0.009109200655723907,0.15760091595726586
3.351532,0.13911027549367522,0.007913608855789922,0.009098389714664085,0.15612227406412926
3.3538339999999995,0.1377525195778439,0.007971594812383513,0.009079224864603488,0.15480333925483092
3.356135,0.1364493097737235,0.008041374522860549,0.00907332798766177,0.15356401228424582
3.3584370000000003,0.1353839406729192,0.008114102671808444,0.009053180324777551,0.1525512236695052
3.360739,0.13352347599780615,0.008178968318167378,0.009043352196541352,0.15074579651251488
3.3630400000000003,0.13149249329779494,0.008225160520877527,0.00903696391318782,0.1487546177318603
3.365342,0.12915290737116708,0.00824235974529088,0.009018781875950848,0.1464140489924088
3.3676440000000003,0.12791554602622926,0.00822221208240667,0.009007479528479216,0.14514523763711512
3.3699449999999995,0.12602608837281934,0.008157346436047734,0.0089971599938312,0.1431805948026983
3.372247,0.12439363627278625,0.008055625308803042,0.00898487483353595,0.1414341364151252
3.3745480000000003,0.1236147571100672,0.007947515898204818,0.008970132641181645,0.14053240564945368
3.37685,0.12272580291110273,0.007866433840256152,0.008962761545004494,0.13955499829636334
3.3791519999999995,0.12177542291066196,0.007831543985017633,0.008922466219236065,0.13852943311491567
3.381453,0.12056558032478552,0.007851691647901848,0.00889642167941013,0.13731369365209747
3.3837550000000003,0.11965893549499587,0.007933265112262325,0.008869394326760576,0.13646159493401874
3.386057,0.11915671814212593,0.008057590934450281,0.00883990994205197,0.1360542190186282
3.388358,0.1185719445120719,0.008199607387463404,0.00880059742910716,0.13557214932864245
3.39066,0.11791198570101093,0.008339658214829283,0.008775044295693033,0.13502668821153324
3.392961,0.11742451054049532,0.00847381216525344,0.008747525536631667,0.1346458482423804
3.395263,0.1174972386894432,0.008599612206676828,0.008717058339099441,0.13481390923521944
3.397565,0.11735817067490095,0.008717058339099441,0.008679711451801873,0.13475494046580228
3.3998660000000003,0.11710951903052505,0.008828116188168526,0.00865415831838775,0.1345917935370813
3.402168,0.11639304848210592,0.008931802941060456,0.008625656746502763,0.13395050816966916
3.40447,0.11606331477978132,0.009005513902831972,0.008594206736146914,0.1336630354187602
3.406771,0.1155512692986752,0.009013867811832749,0.00855980828732021,0.13312494539782815
3.409073,0.11494585659932513,0.00893671700517856,0.008533763747494273,0.13241633735199795
3.411374,0.11448884863634175,0.008807968525284312,0.008503787956373856,0.13180060511799993
3.413676,0.11403577192465282,0.008674305981271963,0.008471846539606202,0.13118192444553098
3.415978,0.11350112174860345,0.00856373953861469,0.008441379342073974,0.1305062406292921
3.418279,0.11244951202732982,0.008474794978077061,0.008412877770188988,0.12933718477559586
3.420581,0.1123900518515008,0.008404523861188215,0.008381427759833141,0.12917600347252214
3.422883,0.11189029153068993,0.008367668380302458,0.008350469155889105,0.12860842906688147
3.425184,0.11218513537777597,0.008393221513716584,0.00832393320965136,0.12890229010114393
3.427486,0.11162444066190066,0.008506736394844717,0.00829100898006008,0.12842218603680547
3.429787,0.1113836515201137,0.00870772161727505,0.008260050376116046,0.1283514235135048
3.432089,0.11142542106511756,0.008986840459183191,0.008231548804231058,0.1286438103285318
3.434391,0.11092811777636574,0.0093278765089794,0.008206978483640555,0.1284629727689857
3.436692,0.11052565592509324,0.00969495709860155,0.008169631596342986,0.1283902446200378
3.438994,0.11037577696949116,0.010048769715104829,0.008140638618046191,0.1285651853026422
3.441296,0.11041951214014227,0.01035295028401528,0.008115085484632063,0.12888754790878962
3.443597,0.11008437296728778,0.010571626137270777,0.00808953235121794,0.1287455314557765
3.445899,0.10905536794095742,0.010672855858103658,0.00805021983827313,0.1277784436373342
3.4482,0.10840769429019173,0.010655165227278494,0.008024666704859006,0.12708752622232922
3.450502,0.10768237842635997,0.01053427924997321,0.00799911357144488,0.12621577124777805
3.452804,0.10661553510632024,0.010340665123720026,0.007970611999559892,0.12492681222960016
3.455105,0.10600078568514583,0.01016670725393925,0.007933756518674135,0.1241012494577592
3.457407,0.10541552064867996,0.01011953223840548,0.00790967760449544,0.12344473049158088
3.459709,0.1049835744126989,0.010243858060593436,0.007880193219786835,0.12310762569307918
3.46201,0.10425285307833727,0.010480224544674096,0.007866433840256152,0.12259951146326753
3.464312,0.10393491312989617,0.010760326199405857,0.007855131492784521,0.12255037082208653
3.466613,0.1034282731193199,0.011030599725901412,0.007846777583783745,0.12230565042900506
3.468915,0.10304104486681356,0.0112487841727451,0.007840389300430217,0.12213021833998887
3.471217,0.10164839909574372,0.011383429529581069,0.007832526797841254,0.12086435542316605
3.473518,0.10046853230098764,0.011454192052881723,0.00782171585678143,0.1197444402106508
3.47582,0.0995510765301382,0.011501367068415496,0.0078094306964861795,0.11886187429503985
3.478122,0.0989972615040282,0.011554930367302796,0.007799602568249978,0.11835179443958095
3.4804230000000005,0.09842624725350486,0.011617338981602677,0.0077932142848964455,0.117836800520004
3.482725,0.0973780773771139,0.011688101504903334,0.007786334595131103,0.11685251347714835
3.4850260000000004,0.09648470052044317,0.011760338247439418,0.007776506466894902,0.11602154523477748
3.487328,0.09591172064427256,0.011821272642503872,0.00776422130659965,0.11549721459337607
3.4896300000000005,0.09512792741743543,0.011858619529801441,0.007753410365539826,0.11473995731277672
3.491931,0.09436526466630617,0.011877784379862037,0.007746039269362675,0.11398908831553088
3.4942330000000004,0.09360555035364773,0.011893509385039957,0.0077401423924209544,0.11323920213110865
3.496535,0.09315050801631157,0.011915622673571413,0.0077312970770083735,0.11279742776689135
3.4988360000000003,0.09235590384841463,0.011935278930043815,0.0077195033231249295,0.1120106861015834
3.501138,0.09145515589556673,0.011939701587750106,0.007707709569241487,0.11110256705255832
3.503439,0.0906811907969658,0.011919062518454085,0.007700338473064336,0.11030059178848424
3.5057410000000004,0.0901357296798566,0.011868939064449451,0.007693950189710805,0.10969861893401686
3.508043,0.08947871930726649,0.011787365600088976,0.0076870704999454625,0.10895315540730093
3.5103440000000004,0.08849000960670456,0.011691541349786005,0.007638912671588072,0.10782046362807864
3.512646,0.08780007500452316,0.0116134077303082,0.007604022816349556,0.10701750555118092
3.5149470000000003,0.08741579519048767,0.01158048350071692,0.007557830613639406,0.106554109304844
3.517249,0.08648801988499018,0.011573112404539768,0.0075091813788702045,0.10557031366840017
3.5195510000000003,0.08560447115655563,0.011553456148067366,0.0074634805825718655,0.10462140788719483
3.5218519999999995,0.08535237966729704,0.011499401442768252,0.0074222024439798175,0.1042739835540451
3.524154,0.08491945061849232,0.01142913032587941,0.007379450086152337,0.10372803103052408
3.526456,0.08431305510631867,0.011368195930814956,0.007335714915501239,0.10301696595263486
3.528757,0.08383639088686287,0.011335271701223677,0.007294436776909189,0.10246609936499572
3.5310589999999995,0.08320493364768689,0.011338711546106349,0.0072497187934344705,0.10179336398722773
3.53336,0.08276758194117588,0.011388835000110979,0.0072020523714888905,0.10135846931277576
3.5356620000000003,0.08200737622210566,0.011499892849180064,0.007155860168778741,0.10066312924006447
3.537964,0.08111793061672938,0.011691049943374191,0.007121461719952031,0.0999304422800556
3.540265,0.08029433347053562,0.011969677378870523,0.007072321078771022,0.0993363319281772
3.542567,0.07958130276699918,0.012297445455547862,0.007029077314531733,0.09890782553707878
3.5448690000000003,0.07884812440057849,0.012623739312989771,0.006988290582351496,0.09846015429591977
3.5471699999999995,0.07804860616856345,0.01290138393566248,0.006944064005288585,0.09789405410951453
3.549472,0.07725891606478462,0.013089101184973941,0.006895414770519385,0.09724343202027796
3.5517730000000003,0.07645841501994596,0.013149544173626584,0.006861999134516298,0.09646995832808884
3.554075,0.07577339448188268,0.01308074727597317,0.006815315525394338,0.09566945728325016
3.556377,0.07461367535001083,0.012912686283134113,0.006768140509860568,0.09429450214300553
3.558678,0.07398123529801122,0.012676811205465266,0.006725879558444899,0.0933839260619214
3.5609800000000003,0.07287950212273296,0.012406046272557895,0.00668509282626466,0.09197064122155553
3.563282,0.07231782459403402,0.012133807120415098,0.006639392029966322,0.09109102374441544
3.565583,0.07144557821307107,0.011886138288862806,0.0066020451426687535,0.08993376164460264
3.567885,0.07053205369351609,0.011666479622783688,0.006559292784841272,0.08875782610114105
3.570186,0.06984605034262918,0.011474339715765938,0.0065121177693075035,0.08783250782770262
3.572488,0.06897822661937254,0.011307261535750502,0.006466908379420974,0.08675239653454403
3.57479,0.06824897950424634,0.011157873986560232,0.006414819299769103,0.08582167279057568
3.577091,0.06744110736323054,0.011020771597665213,0.006362238813705422,0.08482411777460118
3.579393,0.06648483048584808,0.010892514524182774,0.006310149734053551,0.0836874947440844
3.581695,0.06602094283309934,0.010771628546877488,0.00625806065440168,0.08305063203437851
3.583996,0.06522191600749612,0.010657130852925736,0.0062059715747498105,0.08208501843517166
3.586298,0.0645024970206061,0.010553935506445613,0.006153882495097939,0.08121031502214965
3.588599,0.0635874982818157,0.010465482352319793,0.006101793415446067,0.08015477404958156
3.590901,0.06308282389688673,0.010392262796960088,0.0060501957422060045,0.07952528243605281
3.593203,0.06241745961529585,0.010322974492894862,0.005998106662554134,0.07873854077074485
3.595504,0.06170885156946568,0.010244840873417056,0.005946508989314074,0.07790020143219681
3.597806,0.06118697796012335,0.010158353344938479,0.005894911316074013,0.07724024262113584
3.600108,0.06037173472293037,0.01007432284851895,0.005842822236422142,0.07628887980787148
3.602409,0.060035612737252275,0.010001103293159246,0.005791715969593891,0.07582843200000541
3.604711,0.059554034453678364,0.009938203272447555,0.005740118296353829,0.07523235602247975
3.607012,0.05881938186802225,0.009878251690206721,0.0056885206231137705,0.07438615418134274
3.609314,0.058193821505788,0.009816825888730457,0.005637414356285518,0.07364806175080398
3.611616,0.05770732915809599,0.009750977429547902,0.005585816683045457,0.07304412327068935
3.613917,0.05708766567280345,0.009680706312659056,0.0055347104162172065,0.07230308240167972
