Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CO_NH3_10K,H2O_40K,all
2.990177,0.8029188496249919,0.0062076300536739615,0.3546630615729501,1.163789541251616
2.992479,0.8079414907299128,0.005302837987805346,0.3573649956354368,1.170609324353155
2.994781,0.8156167950422484,0.004638427972439776,0.3600823579454713,1.1803375809601593
2.997082,0.8239047500878534,0.0041770736022196395,0.3628280883235775,1.1909099120136504
2.999384,0.8295659215670917,0.003874978561525332,0.3655902423200411,1.1990311424486582
3.001686,0.8372676032058801,0.003688346534737251,0.3683404518667903,1.2092964016074077
3.003987,0.8451623867817182,0.003588809453783608,0.3710861822448965,1.2198373784803982
3.006289,0.8519164754098276,0.0035564599024736736,0.37307791923477895,1.2285508545470802
3.0085900000000003,0.8595260852487338,0.003583334914331157,0.37576293199350347,1.2388723521565683
3.010892,0.867693600426385,0.003707756265523212,0.3784295303922516,1.2498308870841597
3.013194,0.8749986267975728,0.0039834739797648035,0.3807591957719716,1.259741296549309
3.015495,0.884229197999809,0.004411981113270238,0.38267926606356734,1.2713204451766469
3.0177970000000003,0.8917427545555946,0.004874330854299911,0.3847959220900466,1.281413007499941
3.020098,0.8994613574981448,0.005238138885185478,0.3866746844930466,1.2913741808763768
3.0224,0.9073641040404596,0.005443185271949982,0.3880682036263977,1.300875492938807
3.024702,0.9126619651742172,0.005509875116188922,0.38930843565508,1.3074802759454858
3.027003,0.9164667700936702,0.00546558111516455,0.3905292579529765,1.312461609161811
3.029305,0.924654192687512,0.005357085696925079,0.3920745711347818,1.322085849519219
3.031607,0.9317501911886972,0.0052431157392331595,0.3936621875759924,1.3306554945039228
3.0339080000000003,0.9355415586022214,0.005168462928517926,0.3939165048178289,1.3346265263485684
3.03621,0.9405597205384996,0.005126657354517397,0.3947775005680779,1.3404638784610947
3.038511,0.9456570144541354,0.005101275398874217,0.3947640630621492,1.3455223529151588
3.040813,0.951086264534752,0.005082363353493025,0.3956136120480885,1.3517822399363333
3.043115,0.9542590089901491,0.0050739027016119655,0.3958216445472816,1.3551545562390428
3.045416,0.9599953309655078,0.005080372611873952,0.3946899079368388,1.3597656115142205
3.047718,0.9625449732941354,0.005101275398874217,0.3947327088816488,1.3623789575746583
3.05002,0.9658919076412016,0.005132131893969847,0.3943848267837158,1.3654088663188872
3.052321,0.9686465963565936,0.005169955984732231,0.39286837935538704,1.366684931696713
3.054623,0.972474792490071,0.00521474767116137,0.3921760989573545,1.3698656391185868
3.056924,0.9720661927727562,0.005267004638662034,0.3906049061345012,1.3679381035459195
3.059226,0.9750567843700084,0.0053277222580437565,0.3900534707060181,1.3704379773340702
3.061528,0.9769310676043654,0.0053924213606636245,0.3881025439193266,1.3704260328843556
3.063829,0.9760636019438546,0.0054576181486882605,0.3867398812810712,1.368261101373614
3.066131,0.9783912765819556,0.005532270959403492,0.3847546142014508,1.36867816174281
3.068433,0.9769320629751751,0.005640766377642964,0.3822457820760143,1.3648186114288323
3.070734,0.9757903726566366,0.005806495617430779,0.3807089295460901,1.3623057978201574
3.073036,0.9747188559801708,0.006042896184695682,0.3779358264707215,1.358697578635588
3.075337,0.973079977942269,0.006359424102128268,0.3752299109249967,1.354669312969394
3.077639,0.9709329631060991,0.0067376650097521135,0.37367464403509604,1.3513452721509471
3.079941,0.9658476136401772,0.007059169781232381,0.3710642840870868,1.3439710675084964
3.082242,0.9642629833113951,0.007184088817829203,0.3673839005188258,1.3388309726480505
3.084544,0.9593946246819526,0.00705618366880377,0.3647421863903161,1.3311929947410723
3.086846,0.9552444260915904,0.006761056223776219,0.3615609812830377,1.3235664635984044
3.089147,0.9522309409657188,0.0063982435637001895,0.35847483408807,1.317104018617489
3.0914490000000003,0.9463781606056446,0.0060757434214103855,0.3554907124010797,1.3079446164281348
3.09375,0.9371928787752424,0.0059105118670273364,0.35226720403439593,1.2953705946766658
3.096052,0.9356191975253654,0.006001090610695152,0.34887995716954345,1.290500245305604
3.098354,0.9283455253346776,0.006347479652413832,0.3454922126192862,1.2801852176063775
3.100655,0.9228625252303464,0.0069118549014209885,0.3414480210201397,1.271222401151907
3.102957,0.9154947904981576,0.007637977906977814,0.3384141307926727,1.2615468991978085
3.105259,0.9089427621443842,0.008425316217321134,0.3341589205819044,1.2515269989436095
3.10756,0.9009345062962588,0.009165374414211471,0.3305561759367873,1.2406560566472578
3.109862,0.8939654175732895,0.009769564495600087,0.3258834076714185,1.229618389740308
3.112163,0.8865663286606005,0.010169205875628964,0.32229260747601585,1.2190281420122453
3.114465,0.8780628758347307,0.01030706473274976,0.3184942724668248,1.2068642130343052
3.116767,0.8707439142722093,0.010199066999915057,0.31406885384762584,1.1950118351197505
3.119068,0.8621996512431486,0.009906925667316114,0.3104123591787938,1.1825189360892585
3.12137,0.8549797290761758,0.009482897702453592,0.3058077738138782,1.1702704005925078
3.123672,0.8465364961842834,0.008950374319351603,0.30133258665420243,1.1568194571578374
3.125973,0.8379792933346984,0.008326774507177026,0.2968509295842646,1.1431569974261402
3.128275,0.8293957131586611,0.007635987165358742,0.2924518882915183,1.129483588615538
3.130576,0.8203617276913084,0.006917329440873439,0.2881354627759636,1.115414519908145
3.132878,0.8118737031129866,0.006211611536912108,0.2839205650829815,1.1020058797328802
3.13518,0.8027556088122281,0.005537745498855943,0.2788148105154644,1.0871081648265486
3.137481,0.7945199107341235,0.004900210495347858,0.2745501442820056,1.073970265511477
3.139783,0.7848374411843579,0.00430249032422123,0.26952650780627524,1.0586664393148544
3.142085,0.7773935605852398,0.0037495618395237424,0.2647059269756903,1.0458490494004542
3.144386,0.7661518426623352,0.0032473972661126115,0.2602431819511337,1.0296424218795814
3.146688,0.7585531819023341,0.002800475772630753,0.2550926356971874,1.0164462933721523
3.148989,0.748311313957609,0.0024063089320543263,0.25085783058801464,1.001575453477678
3.151291,0.7386397934867482,0.002063403688169025,0.2457177357275685,0.9864209329024858
3.153593,0.7284671038132859,0.001766783186927168,0.2406906154540048,0.970924502454218
3.155894,0.7197710467357709,0.0015129636304953775,0.2359541434568257,0.957238153823092
3.158196,0.7097745376955964,0.0012954751086116671,0.2307578101456407,0.9418278229498488
3.160498,0.6993863502418695,0.0011118291942521952,0.2260437339916761,0.926541913427798
3.162799,0.6902647721432775,0.0009575467187740483,0.22125301428537733,0.9124753331474288
3.165101,0.6803822330607953,0.0008301392551533848,0.21631149590143373,0.8975238682173824
3.167402,0.6696974251058263,0.0007236345785329865,0.21088373887703155,0.8813047985613909
3.1697040000000003,0.6603414371815886,0.0006325581494604028,0.2063224521423309,0.8672964474733798
3.172006,0.6502652984766514,0.00055243079929272,0.20146802870422165,0.8522857579801657
3.174307,0.6395058377109673,0.00048375021343470635,0.1964214986998719,0.8364110866242739
3.176609,0.6290464812443584,0.00042651639188636135,0.19125751493999693,0.8207305125762416
3.1789110000000003,0.6195446714965237,0.000379733963838149,0.1866399897545574,0.8065643952149193
3.181212,0.6102210331235959,0.00034041681686146,0.18178457094563868,0.7923460208860961
3.183514,0.5994889450551741,0.0003050811531229166,0.17666488118678805,0.7764589073950849
3.1858150000000003,0.5894650633177374,0.00027322928721775077,0.17169599010558215,0.7614342827105374
3.188117,0.5802101055306677,0.00024535890455073064,0.1667022147541379,0.7471576791893563
3.190419,0.5697303439624634,0.0002209723197170881,0.16229819660734396,0.7322495128895243
3.19272,0.5593476310481889,0.00019907416190728653,0.15785237288654946,0.7173990780966455
3.1950220000000003,0.5495994670249937,0.0001781713749070215,0.15255252101117273,0.7023301594110736
3.197323,0.5396741269977012,0.0001562732170972199,0.14830925525011893,0.6881396554649174
3.199625,0.529838370343267,0.0001348727446921866,0.14302234319526616,0.6729955862832253
3.201927,0.5197468033907819,0.00011347227228715331,0.13898860298961974,0.6588488786526889
3.204228,0.5100036162216345,9.356485609642468e-05,0.1344079065241331,0.6445050876018641
3.20653,0.5001967253206767,7.614586692953709e-05,0.12996954808441016,0.6302424192720164
3.208832,0.4897786767426636,6.171299019125883e-05,0.12550730074525834,0.6153476904781132
3.211133,0.4801962419592564,4.927085507205341e-05,0.12101121079858225,0.6012567236129107
3.213435,0.470695925267636,3.6828719952848e-05,0.11661615098907414,0.587348904976663
3.215736,0.4604918814136733,2.339121402410617e-05,0.1122494592476378,0.5727647318753352
3.218038,0.4511687407261503,1.1446764309668974e-05,0.1080216217341318,0.5592018092245917
3.22034,0.44181026437488863,2.9861124286092978e-06,0.10378482588334,0.5455980763706573
3.222641,0.4317420886364277,3.4837978333775146e-06,0.10022139838519956,0.5319669708194605
3.224943,0.42241546415107134,1.2442135119205408e-05,0.09598957938845544,0.518417485674646
3.227245,0.41304902483333344,2.7870382667020117e-05,0.09181947338190254,0.504896368597903
3.229546,0.40396726156712304,4.628474264344412e-05,0.0883625505603825,0.492376096870149
3.231848,0.3943425235243105,6.171299019125883e-05,0.08459308130466804,0.4789973178191698
3.234149,0.3857828322477019,7.067132747708671e-05,0.0809092139385737,0.4667627175137527
3.236451,0.3764492401666788,7.763892314384174e-05,0.07748464066836361,0.4540115197581862
3.238753,0.3675620718937328,8.858800204874251e-05,0.07402373636360543,0.44167439625938704
3.241054,0.3590008875609099,0.0001040162495965572,0.07104359615985335,0.4301484999703598
3.2433560000000003,0.3503531059676574,0.00012043986795390835,0.06739854825533093,0.4178720940909422
3.245658,0.3422264009931972,0.00013188663226357733,0.06472547994632084,0.4070837675717816
3.247959,0.3332362118414642,0.00013885422793033235,0.06155223780551869,0.3949273038749132
3.250261,0.3253255023326734,0.0001428357111684781,0.05867462079514886,0.3841429588389907
3.252562,0.3176213322668613,0.0001463195090018556,0.05597816127211466,0.3737458130479778
3.254864,0.3103939448188173,0.00015079867764476954,0.05348475739422591,0.364029500890688
3.257166,0.3021025059753788,0.00015776627331152458,0.05100080953902773,0.3532610817877181
3.259467,0.29539072060667465,0.0001667246105973525,0.04849745195304361,0.3440548971703156
3.261769,0.2877736454866971,0.00017618063328794857,0.04603938373889339,0.3339892098588784
3.264071,0.28107977679256463,0.0001826505435499354,0.04366194056031561,0.3249243678964302
3.266372,0.27459593133924426,0.00018663202678808116,0.041712506829838514,0.3164950701958709
3.2686740000000003,0.2681489146058768,0.00019111119543099506,0.03989346667541069,0.3082334924767185
3.270975,0.26166705989417555,0.0001985764765025183,0.03773898655816908,0.29960462292884715
3.273277,0.25567094613752805,0.0002080324991931144,0.036113048340791314,0.2919920269775125
3.275579,0.2501944159434586,0.00021848389269324693,0.034346265153864144,0.284759164990016
3.27788,0.2446845408272697,0.0002274422299790749,0.032719331565676836,0.2776313146229256
3.280182,0.2392154759142718,0.00023440982564582987,0.03099186552572637,0.27044175126564396
3.282484,0.2342361334395658,0.00023789362347920742,0.029728242283019863,0.2642022693460649
3.284785,0.2291393372093345,0.00023938667969351207,0.028070949885141704,0.2574496737741697
3.287087,0.22440386058296488,0.00024137742131258492,0.02695961837629428,0.2516048563805717
3.289388,0.2199555484351466,0.0002468519607650353,0.02577910859618407,0.2459815089920957
3.29169,0.21587602117226154,0.00025531261264609504,0.02463791596305055,0.2407692497479582
3.293992,0.2115725354772308,0.00026377326452715465,0.023476815913726305,0.2353131246554842
3.296293,0.20783740651444527,0.00027074086019390965,0.022334627909783245,0.2304427752844224
3.298595,0.20441532167125906,0.0002747223434320554,0.021208863524197537,0.22589890753888864
3.300897,0.2014545911982929,0.00027721077045589647,0.02009504358832627,0.22182684555707505
3.3031980000000005,0.19836147640765844,0.00027920151207496937,0.019438098854032224,0.21807877677376564
3.3055,0.19631051485460865,0.00028268530990834684,0.018306859928994067,0.21490006009351106
3.307801,0.1946636738502306,0.0002906482763846384,0.01756033182184174,0.21251465394845695
3.310103,0.19341995802371484,0.0003001042990752344,0.01654555128151935,0.21026561360430945
3.3124050000000005,0.19239820988772569,0.0003006019844800027,0.01603492605622716,0.20873373792843286
3.314706,0.191867179560838,0.00028517373693218796,0.015373004467885434,0.2075253577656556
3.317008,0.19155562849745308,0.00026128483750331347,0.014650365260161984,0.2064672785951184
3.31931,0.19035670435736649,0.00024336816293165777,0.013974508480486748,0.20457458100078488
3.321611,0.18805988621436115,0.00024137742131258492,0.013486279098409128,0.20178754273408286
3.323913,0.1848209496001296,0.0002503357585984128,0.012563072672564086,0.1976343580312921
3.326214,0.18215534657219104,0.00026078715209854536,0.01212859331420143,0.19454472703849104
3.3285160000000005,0.1779265136878755,0.0002687501185748368,0.011660769033719308,0.18985603284016964
3.330818,0.17269285397133294,0.00027621539964636,0.011029206255068442,0.18399827562604776
3.3331190000000004,0.16713221494385766,0.0002861691077417244,0.010735074180850427,0.1781534582324498
3.335421,0.16228874058465334,0.00029711818664662515,0.01005025906388936,0.17263611783518934
3.3377230000000004,0.15745322919192534,0.00030408578231338015,0.009610802851479026,0.16736811782571778
3.340024,0.1539012484580946,0.00030408578231338015,0.0093136846648324,0.1635190189052404
3.3423260000000004,0.15079618921774568,0.0003006019844800027,0.008886172902136504,0.1599829641043622
3.344627,0.14783744948639865,0.000299108928265698,0.008520374129631863,0.15665693254429622
3.3469290000000003,0.1447946009216458,0.00030259272609907547,0.008018707241625503,0.1531159008893704
3.349231,0.1424126785744251,0.0003085649509562941,0.007689239503668942,0.15041048302905036
3.351532,0.14088777049421528,0.0003130441195992081,0.007431936149403775,0.14863275076321825
3.3538339999999995,0.1395126657208407,0.0003140394904087445,0.007006415128326949,0.1468331203395764
3.356135,0.1381928040273954,0.00031453717581351277,0.0065545167807974074,0.1450618579840063
3.3584370000000003,0.1371138220698579,0.00031652791743258567,0.006563475118083237,0.14399382510537373
3.360739,0.13522958512740546,0.00031951402986119486,0.005973220228028132,0.14152231938529475
3.3630400000000003,0.13317265134949838,0.00032150477148026765,0.005771159953692236,0.13926531607467088
3.365342,0.13080317113739692,0.000322002456885036,0.0054765301940694535,0.13660170378835146
3.3676440000000003,0.12954999928819055,0.0003225001422898042,0.005194840254970642,0.13506733968545098
3.3699449999999995,0.12763639890685674,0.00032498856931364534,0.005032594813016204,0.1329939822891866
3.372247,0.12598308799221675,0.0003299654233613274,0.0045558121952482536,0.13086886561082633
3.3745480000000003,0.12519425662565914,0.0003339469065994732,0.004493103834247457,0.13002130736650605
3.37685,0.1242939437284334,0.00033344922119470495,0.004333844504721628,0.12896123745434973
3.3791519999999995,0.12333142015561167,0.0003309607941708639,0.003992432317050631,0.12765481326683314
3.381453,0.12210611868907235,0.00033046310876609565,0.0038421313248106297,0.12627871312264907
3.3837550000000003,0.121187889117275,0.0003364353336233142,0.003472351069067845,0.12499667551996615
3.386057,0.12067925463360188,0.00034539367090914214,0.003496737653901488,0.1245213859584125
3.388358,0.12008700900192767,0.0003523612665758972,0.003265313940684267,0.12370468420918786
3.39066,0.11941861750332396,0.00035435200819497004,0.002980637889156848,0.1227536074006758
3.392961,0.1189249135817939,0.00035634274981404294,0.003008508271823868,0.1222897646034318
3.395263,0.11899857102169957,0.000361319603861725,0.002799978087225985,0.12215986871278728
3.397565,0.1188577260521502,0.0003707756265523212,0.0025829872507470426,0.12181148892944955
3.3998660000000003,0.11860589723733747,0.0003777432222190762,0.002653658578224129,0.12163729903778067
3.402168,0.11788027191718542,0.00037873859302861264,0.0025133112940794924,0.12077232180429352
3.40447,0.11754632501058596,0.0003742594243856986,0.002497385361126909,0.12041796979609855
3.406771,0.11702773681881745,0.00036828719952848013,0.0024028251342209485,0.11979884915256687
3.409073,0.11641458840014302,0.0003653010870998708,0.0019598851239772358,0.11873977461122012
3.411374,0.11595174097370857,0.0003653010870998708,0.0019892485628585604,0.11830629062366703
3.413676,0.11549287503051227,0.0003687848849332483,0.0019937277315014747,0.117855387646947
3.415978,0.11495139331012445,0.0003752547951952351,0.002040510159549687,0.11736715826486938
3.418279,0.11388634654392048,0.0003822223908619901,0.0014706603710900794,0.11573922930587255
3.420581,0.11382612660994355,0.0003871992449096723,0.001488577045661735,0.11570190290051495
3.422883,0.11331998055329424,0.0003896876719335134,0.001488577045661735,0.11519824527088947
3.425184,0.11361859179615515,0.00039118072814781806,0.0014880793602569668,0.11549785188455995
3.427486,0.11305073274931465,0.00039366915517165913,0.0014880793602569668,0.11493248126474327
3.429787,0.1128068669009782,0.0003966552676002684,0.0014875816748521984,0.11469110384343068
3.432089,0.11284917016038352,0.0004001390654336459,0.0014816094499949801,0.11473091867581214
3.434391,0.11234551253075807,0.00040262749245748697,0.0014786233375663708,0.11422676336078195
3.436692,0.11193790818425292,0.00040561360488609627,0.0010122921132985519,0.11335581390243755
3.438994,0.1117861141357986,0.00040909740271947385,0.0009963661803459693,0.11319157771886405
3.441296,0.11183040813682298,0.00041307888595761965,0.0009948731241316644,0.11323836014691227
3.443597,0.11149098669077104,0.00041556731298146056,0.0009948731241316644,0.1129014271278842
3.445899,0.11044883345318643,0.00041457194217192416,0.0009948731241316644,0.11185827851949
3.4482,0.1097928840897019,0.00041158582974331487,0.0009948731241316644,0.1111993430435769
3.450502,0.109058300432264,0.0004085997173147057,0.0009948731241316644,0.1104617732737104
3.452804,0.1079778254185122,0.0004071066611004009,0.0009948731241316644,0.10937980520374427
3.455105,0.10735522097714717,0.00040760434650516917,0.0009948731241316644,0.10875769844778402
3.457407,0.10676247766006823,0.0004110881443385467,0.0009948731241316644,0.10816843892853843
3.459709,0.10632501218927697,0.00041556731298146056,0.0009948731241316644,0.1077354526263901
3.46201,0.10558495399238664,0.00041805574000530174,0.0009948731241316644,0.1069978828565236
3.464312,0.1052629515355016,0.00041556731298146056,0.0009968638657507373,0.1066753827142338
3.466613,0.10474983788318556,0.00040959508812424207,0.0010103013716794792,0.10616973434298928
3.468915,0.1043576617842282,0.0004041205486717916,0.0006912850272230525,0.10545306736012308
3.471217,0.10294722134711508,0.0004046182340765599,0.0005006715171968256,0.10385251109838847
3.473518,0.1017522786902666,0.0004071066611004009,0.0005365048663401371,0.10269589021770713
3.47582,0.10082310003956432,0.00040561360488609627,0.000646493340793913,0.10187520698524434
3.478122,0.10026220858839056,0.0003976506384098048,0.0004951969777443752,0.10115505620454474
3.4804230000000005,0.09968389814804987,0.0003876969303144405,0.0004976854047682163,0.10056928048313253
3.482725,0.09862233517967928,0.00038172470545722194,0.0004981830901729847,0.09950224297530948
3.4850260000000004,0.09771754311381067,0.0003822223908619901,0.0004981830901729847,0.09859794859484564
3.487328,0.09713724193185093,0.000386701559504904,0.0004976854047682163,0.09802162889612404
3.4896300000000005,0.09634343371124562,0.00039167841355258634,0.0004976854047682163,0.09723279752956644
3.491931,0.09557102596304536,0.0003941668405764273,0.0004976854047682163,0.09646287820839002
3.4942330000000004,0.09480160432727368,0.00039167841355258634,0.0004981830901729847,0.09569146583099923
3.496535,0.09434074764245833,0.00038172470545722194,0.0004981830901729847,0.09522065543808853
3.4988360000000003,0.09353599034294813,0.0003692825703380165,0.0004981830901729847,0.0944034560034591
3.501138,0.09262373299600796,0.00035982654764742035,0.0004976854047682163,0.0934812449484236
3.503439,0.09183987848349803,0.0003558450644092747,0.0004976854047682163,0.09269340895267553
3.5057410000000004,0.09128744768420533,0.0003548496935997382,0.0004981830901729847,0.09214048046797804
3.508043,0.0906220422980302,0.00035186358117112896,0.0004981830901729847,0.09147208896937432
3.5103440000000004,0.08962069926363657,0.00034738441252821505,0.0004981830901729847,0.09046626676633776
3.512646,0.08892194895534197,0.00034439830009960564,0.000494699292339607,0.08976104654778119
3.5149470000000003,0.08853275896881324,0.00034638904171867854,0.00047678261776795125,0.08935593062829987
3.517249,0.08759312892461084,0.0003513658957663607,0.0008654749188919282,0.08880996973926912
3.5195510000000003,0.08669829056683759,0.0003568404352188111,0.0010013430343936511,0.08805647403645006
3.5218519999999995,0.0864429779541915,0.00036032423305218863,0.0007579748714619934,0.08756127705870567
3.524154,0.08600451711259069,0.0003628126600760297,0.0007549887590333843,0.0871223185317001
3.526456,0.08539037332310671,0.00036480340169510266,0.0009874078430601413,0.08674258456786196
3.528757,0.08490761848048155,0.00036480340169510266,0.0009958684949412009,0.08626829037711785
3.5310589999999995,0.08426809273535439,0.0003628126600760297,0.0009948731241316644,0.08562577851956209
3.53336,0.08382515272511068,0.0003578358060283476,0.0009948731241316644,0.08517786165527069
3.5356620000000003,0.08305523340393424,0.00035037052495682434,0.0009948731241316644,0.08440047705302274
3.537964,0.08215442282130378,0.00034439830009960564,0.0009948731241316644,0.08349369424553504
3.540265,0.08132030208291224,0.00034240755848053285,0.0009948731241316644,0.08265758276552444
3.542567,0.08059816056059356,0.00034091450226622817,0.0009948731241316644,0.08193394818699146
3.5448690000000003,0.07985561393667938,0.00033743070443285065,0.0009948731241316644,0.0811879177652439
3.5471699999999995,0.0790458797831215,0.0003299654233613274,0.0009948731241316644,0.0803707183306145
3.549472,0.07824609933765897,0.00031951402986119486,0.0009948731241316644,0.07956048649165183
3.5517730000000003,0.07743536981329155,0.00030906263636106235,0.0009948731241316644,0.07873930557378428
3.554075,0.07674159635904465,0.00030358809690861187,0.0009948731241316644,0.07804005758008492
3.556377,0.07556705880379166,0.0003085649509562941,0.0009948731241316644,0.07687049687887962
3.558678,0.07492653768785497,0.0003299654233613274,0.0009958684949412009,0.0762523716061575
3.5609800000000003,0.07381072701036462,0.0003538543227902018,0.000986910157655373,0.07515149149081017
3.563282,0.07324187259271456,0.00035982654764742035,0.0009077781782972264,0.0745094773186592
3.565583,0.07235848099925098,0.00034439830009960564,0.0008470605589155041,0.07354993985826609
3.567885,0.07143328383178685,0.00035086821036159246,0.0010003476635841151,0.07278449970573256
3.570186,0.07073851500673042,0.0004304978751245071,0.0009948731241316644,0.0721638860059866
3.572488,0.06985960258190975,0.0005673613614357666,0.0009943754387268962,0.07142133938207243
3.57479,0.06912103744123371,0.0006574424196988137,0.0009948731241316644,0.0707733529850642
3.577091,0.06830284263579478,0.0006026970251743098,0.0009943754387268962,0.06989991509969598
3.579393,0.06733434683811583,0.00043846084160079865,0.0009943754387268962,0.06876718311844353
3.581695,0.06686453181601464,0.00028467605152741974,0.0010003476635841151,0.06814955553112617
3.583996,0.06605529534786153,0.0002349075110505981,0.0007714123773907353,0.06706161523630284
3.586298,0.06532668391528082,0.00026028946669377713,0.0004812617864108652,0.06606823516838548
3.588599,0.06439999369160243,0.0002961228158370888,0.0004956946631491434,0.06519181117058866
3.590901,0.06388887078090548,0.00030458346771814837,0.0004981830901729847,0.0646916373387966
3.593203,0.06321500474284933,0.0002996066136704662,0.0004981830901729847,0.06401279444669276
3.595504,0.062497342389173524,0.00029861124286092983,0.0004976854047682163,0.06329363903680267
3.597806,0.0619688004893097,0.0003065742093372213,0.0004976854047682163,0.06277306010341513
3.600108,0.06114314040279921,0.0003135418050039763,0.0004981830901729847,0.061954865297976176
3.602409,0.06080272358593776,0.00031005800717059885,0.0004981830901729847,0.06161096468328135
