Wavelength,H2O_40K,HNCO_NH3,H2O_CH3OH_CO_NH3_100K_NASA,all
3.112163,0.32280279539752205,0.009187360264200462,0.4495919560508077,0.7815821117125301
3.114465,0.3189984476390511,0.009221754917677205,0.4475831088984705,0.7758033114551988
3.116767,0.3145660235997005,0.009254155678198777,0.44466355113885775,0.768483730416757
3.119068,0.3109037407142857,0.009290045751391895,0.441907991074808,0.7621017775404856
3.12137,0.3062918663089695,0.009325935824585015,0.4400172820800648,0.7556350842136192
3.123672,0.3018095949457396,0.009327431244301396,0.4377901036491361,0.7489271298391771
3.125973,0.2973208434304053,0.009266119035929813,0.4343336902113429,0.7409206526776781
3.128275,0.2929148384727108,0.009216770185289273,0.4324454735827936,0.7345770822407937
3.130576,0.28859158007265595,0.009159445762828034,0.4294970043753309,0.7272480302108149
3.132878,0.2843700102133149,0.009102121340366795,0.4266591962268803,0.7201313277805621
3.13518,0.27925617325653385,0.009049781650293496,0.4238288651770116,0.7121348200838391
3.137481,0.2749847560733135,0.008990463334877085,0.4210075066454412,0.7049827260536318
3.139783,0.2699531672009334,0.008932141965938261,0.4182783656630475,0.6971636748299191
3.142085,0.2651249554099808,0.008883291588536511,0.4150343018249803,0.6890425488234977
3.144386,0.2606551458777208,0.008826465639314069,0.4114248571028776,0.6809064686199124
3.146688,0.25549644632944823,0.008774624422479558,0.40871715046975204,0.6729882212216798
3.148989,0.2512549375405555,0.008715804580301944,0.4061375514589963,0.6661082935798538
3.151291,0.2461067059302977,0.008657483211363119,0.40212633730642616,0.656890526448087
3.153593,0.24107162774524596,0.008609629780438955,0.3995557108139688,0.6492369683396537
3.155894,0.2363276579316495,0.008553302304455305,0.39578176992306413,0.6406627301591691
3.158196,0.23112309884540805,0.008496974828471657,0.3929579190252999,0.6325779926991795
3.160498,0.2264015603275573,0.008444136665159559,0.389404303305942,0.6242500002986587
3.162799,0.2216032569309324,0.008385815296220735,0.3861926402283963,0.6161817124555494
3.165101,0.2166539161429531,0.0083284908737595,0.3830896443169077,0.6080720513336203
3.167402,0.21121756700067268,0.00828462522874568,0.3788526217871641,0.5983548140165824
3.1697040000000003,0.20664905976713152,0.008241258056970662,0.3757197174813478,0.59061003530545
3.172006,0.20178695179594106,0.008206863403493919,0.3722144536661529,0.5822082688655879
3.174307,0.19673243315457636,0.008173465696494762,0.3681872883699413,0.5730931872210124
3.176609,0.19156027482885646,0.008139569516256814,0.36504242070639403,0.5647422650515073
3.1789110000000003,0.1869354401193316,0.008105673336018866,0.36148382025464815,0.5565249337099986
3.181212,0.18207233520166355,0.008072275629019713,0.3579147518648877,0.548059362695571
3.183514,0.17694454099419624,0.008039376395259349,0.3539155010700485,0.5388994184595041
3.1858150000000003,0.1719677841780833,0.008016945099513648,0.3499945105737,0.5299792398512969
3.188117,0.1669661037000307,0.0079830489192757,0.34662981621184474,0.5215789688311512
3.190419,0.16255511400994824,0.00794915273903775,0.3419012990686509,0.512405565817637
3.19272,0.15810225256780713,0.007915256558799802,0.3380640520764196,0.5040815612030265
3.1950220000000003,0.1527940110478966,0.007881360378561854,0.3345991645935669,0.4952745360200254
3.197323,0.1485440282139444,0.007847464198323904,0.331036077882672,0.4874275702949403
3.199625,0.14324874699824253,0.007813568018085956,0.32649598362374205,0.4775582986400706
3.201927,0.1392086213978223,0.007801604660354914,0.32207402752240616,0.4690842535805834
3.204228,0.1346206737079682,0.007850953510995459,0.3176794874492038,0.4601511146681675
3.20653,0.130175289364409,0.007903791674307555,0.31373706260358714,0.4518161436423037
3.208832,0.12570597830538774,0.00794765731932137,0.3095778018990953,0.4432314375238045
3.211133,0.12120277106612848,0.008003486322066227,0.3050476771049413,0.434253934493136
3.213435,0.1168007538943443,0.00804685349384125,0.3004487630038337,0.4252963703920192
3.215736,0.11242714969717134,0.00809121761209386,0.29629598245144617,0.41681434976071136
3.218038,0.10819261953362172,0.008143557302167162,0.291189622593247,0.4075257994290359
3.22034,0.10394911685177384,0.008189416840136151,0.2869291718212801,0.3990677055131901
3.222641,0.10038004846201336,0.008231787065433586,0.28228240428924833,0.3908942398166952
3.224943,0.0961415305125534,0.008289609961133619,0.2769831352876361,0.3814142757613232
3.227245,0.09196482324470384,0.008331980186431054,0.27229499447678457,0.37259179790791946
3.229546,0.08850242812804512,0.00837734125116125,0.2671572308045414,0.3640370001837478
3.231848,0.0847269918174242,0.008429680941234552,0.26257825563298554,0.3557349283916443
3.234149,0.08103729290387572,0.008473048113009573,0.25763738889006577,0.3471477299069511
3.236451,0.07760729854773861,0.008526883222799255,0.2525863595613726,0.33872054133191043
3.238753,0.07414091564516953,0.008570748867813073,0.24735936917938545,0.33007103369236795
3.241054,0.07115605789127491,0.00861311909311051,0.2420875162059068,0.3218566931902922
3.2433560000000003,0.0675052398903523,0.008681409926825201,0.2374801280597397,0.3136667778769173
3.245658,0.06482794012479316,0.008750697707017478,0.23211805143003955,0.3056966892618502
3.247959,0.061649674754246674,0.008817991594254582,0.2267165954144747,0.297184261762976
3.250261,0.05876750248754346,0.008890270213879621,0.2213739592410874,0.2890317319425105
3.252562,0.056066774479761015,0.008954573261683961,0.21634685662785635,0.2813682043693013
3.254864,0.053569423553406284,0.009029344247502966,0.21185461579985054,0.2744533836007598
3.257166,0.051081543618588604,0.009094145768546105,0.2067168521276074,0.2668925415147421
3.259467,0.048574223227458004,0.009156953396634068,0.2016040121173039,0.25933518874139594
3.261769,0.04611226390105758,0.009234715221885832,0.1965514873688944,0.2518984664918378
3.264071,0.04373105723934168,0.009297522849973795,0.1916380366541082,0.2446666167434237
3.266372,0.041778537562988084,0.00936232437101693,0.18654912335926674,0.23768998529327176
3.2686740000000003,0.03995661787519835,0.009435599937119557,0.1819158146046824,0.2313080324170003
3.270975,0.037798727224461884,0.009498407565207522,0.17714592418266875,0.22444305897233816
3.273277,0.03617021515332396,0.009574673970742908,0.17228680705091107,0.21803169617497795
3.275579,0.034400635155607526,0.009635487705875695,0.1675363570852103,0.21157247994669354
3.27788,0.032771126137992025,0.009629506027010177,0.16315826662888822,0.2055588987938904
3.280182,0.031040925526140264,0.009616047249562752,0.15855885405454187,0.19921582683024489
3.282484,0.029775301972843917,0.009607573204503266,0.15405165902937226,0.19343453420671944
3.284785,0.02811538608766202,0.00959610832001102,0.14974385329972004,0.1874553477073931
3.287087,0.02700229534543644,0.009575172443981698,0.14570273075282225,0.1822801985422404
3.289388,0.02581991682301859,0.009567196872161005,0.14131816014439585,0.1767052738395754
3.29169,0.0246769176864654,0.009559221300340313,0.13759207268441545,0.17182821167122114
3.293992,0.02351397962036049,0.009538285424310991,0.13361176387265045,0.16666402891732193
3.296293,0.022369983537329725,0.009527817486296329,0.1298233672578209,0.16172116828144695
3.298595,0.021242437071179142,0.009516352601804084,0.12614712712171985,0.15690591679470306
3.300897,0.02012685396275959,0.00950438924407304,0.12255562743621365,0.15218687064304628
3.3031980000000005,0.01946886928755236,0.009486942680715274,0.1190917368998386,0.14804754886810625
3.3055,0.01833583961577504,0.009479465582133372,0.1160650073938853,0.1438803125917937
3.307801,0.017588129757585,0.009469994590596298,0.1126325206715542,0.13969064501973552
3.310103,0.016571742823685332,0.009448061768089391,0.10968504841056906,0.13570485300234378
3.3124050000000005,0.016060309280683343,0.009441083142746285,0.1069040662113409,0.13240545863477052
3.314706,0.015397339873088172,0.009424135052627307,0.10475066181975357,0.12957213674546902
3.317008,0.014673556730360209,0.009412171694896271,0.1023604826397394,0.12644621106499587
3.31931,0.013996630072078823,0.009401205283642815,0.1007304751488851,0.12412831050460675
3.321611,0.013507627824822534,0.009390238872389359,0.09939905312806803,0.1222969198252799
3.323913,0.012582959966860848,0.009370299942837626,0.09840459901667524,0.12035785892637373
3.326214,0.012147792829394242,0.009363321317494521,0.0982206623915605,0.11973177653844927
3.3285160000000005,0.01167922798492848,0.00935484727243503,0.09826951276896227,0.1193035880263258
3.330818,0.011046665444899705,0.009332914449928124,0.09954161647436292,0.11992119636919076
3.3331190000000004,0.010752067760772829,0.009323941931629843,0.10082269269806186,0.12089870239046452
3.335421,0.01006616858419316,0.009316963306286737,0.10214464372734186,0.12152777561782176
3.3377230000000004,0.009626016714338622,0.009297522849973795,0.10344565888059253,0.12236919844490494
3.340024,0.009328428190778984,0.009286556438720344,0.104718261059232,0.12333324568873133
3.3423260000000004,0.008900239678655487,0.009275590027466888,0.1053468358133504,0.1235226655194728
3.344627,0.008533861848142364,0.009263128196497055,0.10541961290621424,0.12321660295085365
3.3469290000000003,0.008031400823438655,0.00924767552609446,0.10475315418594752,0.12203223053548065
3.349231,0.0077014115393574485,0.00924019842751256,0.10296513067839574,0.11990674064526576
3.351532,0.007443700874901281,0.009229232016259106,0.10078530720515236,0.11745824009631275
3.3538339999999995,0.007017506255732956,0.009209791559946164,0.09847388679686754,0.11470118461254665
3.356135,0.006564892554908583,0.009203809881080645,0.09627213050111726,0.11204083293710647
3.3584370000000003,0.006573865073206863,0.009183372478290116,0.0948041268128708,0.11056136436436778
3.360739,0.005982675811997935,0.009173403013514249,0.0942333749544524,0.1093894537799646
3.3630400000000003,0.00578029567704783,0.009166922861409936,0.09470044437920178,0.10964766291765954
3.365342,0.00548519951968216,0.00914847935157458,0.09604283281127232,0.11067651168252908
3.3676440000000003,0.0052030636665251154,0.009137014467082335,0.09789316547367326,0.11223324360728072
3.3699449999999995,0.0050405613906784824,0.009126546529067673,0.09986462713310104,0.11403173505284718
3.372247,0.00456302402791444,0.009114084698097841,0.10174137887715802,0.1154184876031703
3.3745480000000003,0.004500216399826475,0.009099130500934038,0.10341624895950373,0.11701559586026422
3.37685,0.0043407049634126005,0.009091653402352136,0.10396506799541523,0.11739742636117995
3.3791519999999995,0.0039987523216003535,0.00905077859677108,0.1043115068963766,0.11736103781474805
3.381453,0.003848213403484758,0.009024359515115031,0.1032163611907476,0.11608893410934737
3.3837550000000003,0.003477847787061289,0.0089969434869814,0.10192830634170554,0.11440309761574825
3.386057,0.0035022729757621645,0.008967035092653796,0.10009741413561753,0.11256672220403348
3.388358,0.003270482919723251,0.008927157233550328,0.0981538669775622,0.1103515071308358
3.39066,0.002985356227133448,0.008901236625133072,0.09606526410701803,0.10795185695928454
3.392961,0.003013270728505876,0.008873322123760644,0.09449258103862496,0.10637917389089148
3.395263,0.0028044104414514572,0.008842416782955454,0.09318608267974757,0.10483290990415446
3.397565,0.0025870761093375514,0.008804532816807159,0.09272748730005766,0.10411909622620236
3.3998660000000003,0.0026578593092462088,0.008778612208389906,0.0926577010466266,0.1040941725642627
3.402168,0.00251728985590648,0.00874970076053989,0.09212882094026684,0.1033958115567132
3.40447,0.0025013387122650925,0.008717798473257116,0.09218813925568324,0.10340727644120548
3.406771,0.002406628796894353,0.00868290534654158,0.09187709195467618,0.10296662609811212
3.409073,0.0019629876143682614,0.008656486264885532,0.09061096992814104,0.10123044380739482
3.411374,0.001992397535457069,0.008626079397319138,0.08912452273005922,0.09974299966283544
3.413676,0.0019968837946062103,0.008593678636797568,0.08716203358892975,0.09775259602033354
3.415978,0.002043740279052786,0.008562773295992379,0.08406501935630661,0.09467153293135178
3.418279,0.001472988420634386,0.008533861848142364,0.0817152165086347,0.09172206677741143
3.420581,0.0014909334572309472,0.008501959560859591,0.07933899457930674,0.08933188759739727
3.422883,0.0014909334572309472,0.008470555746815609,0.07736902833959536,0.08733051754364192
3.425184,0.0014904349839921535,0.008443638191920766,0.07568917352486174,0.08562324670077466
3.427486,0.0014904349839921535,0.008410240484921611,0.07452274614608527,0.08442342161499904
3.429787,0.0014899365107533605,0.00837883667087763,0.07385877979201251,0.0837275529736435
3.432089,0.00148395483188784,0.008349925223027613,0.07277509897087575,0.0826089790257912
3.434391,0.0014809639924550798,0.008325001561087945,0.0715907265555027,0.08139669210904574
3.436692,0.001013894567705699,0.008287117594939651,0.07094470523802651,0.08024571740067186
3.438994,0.0009979434240643117,0.008257707673850844,0.0693241687387093,0.07857981983662445
3.441296,0.0009964480043479313,0.008231787065433586,0.0683476596639131,0.07757589473369461
3.443597,0.0009964480043479313,0.008205866457016332,0.06700477275860378,0.07620708721996805
3.445899,0.0009964480043479313,0.008165988597912864,0.06522273092991751,0.0743851675321783
3.4482,0.0009964480043479313,0.008140067989495608,0.06414303789469107,0.0732795538885346
3.450502,0.0009964480043479313,0.008114147381078353,0.06282108686541109,0.07193168225083738
3.452804,0.0009964480043479313,0.008085235933228338,0.06136604348137325,0.07044772741894953
3.455105,0.0009964480043479313,0.008047850440318836,0.060453338981142614,0.06949763742580939
3.457407,0.0009964480043479313,0.008023425251617963,0.05911593528146002,0.06813580853742593
3.459709,0.0009964480043479313,0.007993516857290361,0.0584569536597752,0.06744691852141349
3.46201,0.0009964480043479313,0.007979559606604146,0.057369783525966875,0.06634579113691896
3.464312,0.0009984418973031052,0.007968094722111898,0.05680301945345882,0.06576955607287382
3.466613,0.0010119006747505257,0.007959620677052411,0.05567298062111427,0.06464450197291721
3.468915,0.0006923793286839803,0.007953140524948098,0.05516802723021659,0.06381354708384868
3.471217,0.0005014640782261227,0.007945164953127403,0.05469048986745256,0.06313711889880608
3.473518,0.0005373541514192446,0.007934198541873948,0.05411076549073587,0.06258231818402908
3.47582,0.0006475167371925777,0.007921736710904115,0.05413967693858588,0.06270893038668257
3.478122,0.0004959808725993957,0.007911767246128248,0.05412272884846691,0.06253047696719455
3.4804230000000005,0.0004984732387933624,0.007905287094023935,0.0541237257949445,0.0625274861277618
3.482725,0.0004989717120321556,0.007898308468680827,0.054120734955511736,0.06251801513622472
3.4850260000000004,0.0004989717120321556,0.007888339003904959,0.054098303659766034,0.06248561437570315
3.487328,0.0004984732387933624,0.007875877172935126,0.05448761125926365,0.06286196167099213
3.4896300000000005,0.0004984732387933624,0.007864910761681672,0.055069329528935514,0.06343271352941053
3.491931,0.0004984732387933624,0.007857433663099772,0.05552393712271506,0.0638798440246082
3.4942330000000004,0.0004989717120321556,0.00785145198423425,0.05620784240633954,0.06455826610260594
3.496535,0.0004989717120321556,0.007842479465935972,0.05671080190428205,0.06505225308225017
3.4988360000000003,0.0004989717120321556,0.00783051610820493,0.05741763695689104,0.06574712477712813
3.501138,0.0004984732387933624,0.00781855275047389,0.05812297658978365,0.0664400025790509
3.503439,0.0004984732387933624,0.007811075651891989,0.058874175760645235,0.06718372465133059
3.5057410000000004,0.0004989717120321556,0.007804595499787677,0.05975647339330949,0.06806004060512932
3.508043,0.0004989717120321556,0.007797616874444569,0.0604094733361288,0.06870606192260552
3.5103440000000004,0.0004989717120321556,0.007748766497042819,0.062150640359234,0.07039837856830898
3.512646,0.0004954823993606022,0.007713374897088491,0.06392221424990563,0.0721310715463547
3.5149470000000003,0.00047753736276404124,0.007666518412641914,0.06633283083271033,0.07447688660811629
3.517249,0.0008668449622616573,0.00761716956200137,0.06971796259735606,0.0782019771216191
3.5195510000000003,0.0010029281564522454,0.007570811550793587,0.0744150759265059,0.08298881563375173
3.5218519999999995,0.000759174742682291,0.0075289397987349455,0.07915306406123683,0.08744117860265405
3.524154,0.0007561839032495307,0.0074855726269599234,0.08445931168819215,0.0927010682184016
3.526456,0.000988970905766031,0.0074412085087073145,0.09000233410357435,0.09843251351804767
3.528757,0.0009974449508255183,0.00739933675664867,0.09386649865070047,0.10226328035817467
3.5310589999999995,0.0009964480043479313,0.007353975691918477,0.09730596399837467,0.10565638769464107
3.53336,0.0009964480043479313,0.007305623787755519,0.09788070364270343,0.10618277543480688
3.5356620000000003,0.0009964480043479313,0.007258767303308944,0.09615349387028443,0.10440870917794133
3.537964,0.0009964480043479313,0.0072238741765934065,0.092417935418767,0.10063825759970832
3.540265,0.0009964480043479313,0.00717402685271407,0.08705236947639522,0.09522284433345723
3.542567,0.0009964480043479313,0.007130161207700257,0.0823373111106488,0.090463920322697
3.5448690000000003,0.0009964480043479313,0.0070887879288804075,0.07718259934828665,0.08526783528151499
3.5471699999999995,0.0009964480043479313,0.007043925337389005,0.07332690884621998,0.08136728218795691
3.549472,0.0009964480043479313,0.006994576486748461,0.06955745421446459,0.07754847870556097
3.5517730000000003,0.0009964480043479313,0.0069606803065105135,0.06596844689515237,0.07392557520601083
3.554075,0.0009964480043479313,0.006913325348825143,0.0626850036712205,0.07059477702439358
3.556377,0.0009964480043479313,0.00686547191790098,0.05958798943859734,0.06744990936084624
3.558678,0.0009974449508255183,0.006822603219364752,0.0567078110648493,0.06452785923503956
3.5609800000000003,0.0009884724325272378,0.006781229940544902,0.053991131913425465,0.0617608342864976
3.563282,0.0009092151875590929,0.006734871929337121,0.051070078734096365,0.058714165850992574
3.565583,0.0008484014524263027,0.0066969879631888244,0.04866993008930632,0.05621531950492145
3.567885,0.0010019312099746585,0.006653620791413801,0.045929324222420416,0.053584876223808885
3.570186,0.0009964480043479313,0.006605767360489639,0.0435346587832571,0.051136874148094674
3.572488,0.0009959495311091383,0.006559907822520649,0.040918172752830745,0.048474030106460536
3.57479,0.0009964480043479313,0.006507069659208553,0.03871242867117011,0.046215946334726594
3.577091,0.0009959495311091383,0.006453733022657664,0.036701089152638894,0.044150771706405696
3.579393,0.0009959495311091383,0.006400894859345567,0.034717664135480115,0.04211450852593481
3.581695,0.0010019312099746585,0.00634805669603347,0.032596660504414336,0.03994664841042248
3.583996,0.0007726335201297118,0.006295218532721375,0.030563388163376226,0.03763124021622731
3.586298,0.00048202362191318137,0.006242380369409278,0.028819728774077038,0.0355441327653995
3.588599,0.000496479345838189,0.006189542206097182,0.02688914192023035,0.03357516347216572
3.590901,0.0004989717120321556,0.006137202516023878,0.02551784204030981,0.032154016268365844
3.593203,0.0004989717120321556,0.006084364352711782,0.023939675766290018,0.030523011831033963
3.595504,0.0004984732387933624,0.006032024662638479,0.022600278173652257,0.0291307760750841
3.597806,0.0004984732387933624,0.005979684972565176,0.021289293555625716,0.027767451766984245
3.600108,0.0004989717120321556,0.00592684680925308,0.019845216582841343,0.02627103510412658
3.602409,0.0004989717120321556,0.005875005592418569,0.018866713615089976,0.0252406909195407
3.604711,0.0004984732387933624,0.005822665902345266,0.01791263583603948,0.02423377497717811
3.607012,0.0004984732387933624,0.005770326212271964,0.016956564164033808,0.02322536361509913
3.609314,0.0004989717120321556,0.005718484995437453,0.016035884091982467,0.02225334079945208
3.611616,0.0004989717120321556,0.005666145305364151,0.015055885704514719,0.021221002721911027
