Wavelength,H2O_40K,HNCO_NH3,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,0.10968056215141993,0.0003514236333493205,0.07335582029407,0.18338780607883925
2.854382,0.11383683201647896,0.00036637783051312136,0.07843127481146403,0.19263448465845606
2.8566830000000003,0.11850802473721155,0.0003813320276769223,0.08363334153151154,0.20252269829640004
2.858985,0.1228616900048328,0.00039628622484072317,0.08875714795306852,0.21201512418274204
2.861286,0.1274655888383283,0.00041124042200452404,0.09469745353976902,0.22257428280010186
2.863588,0.13221254949135747,0.00042619461916832487,0.09966125005167333,0.2322999941621991
2.8658900000000003,0.13733186965376531,0.0004411488163321257,0.10459414122277244,0.2423671596928699
2.868191,0.14214462877431522,0.0004561030134959267,0.10952753086711037,0.2521282626549215
2.870493,0.1468856077484789,0.00047105721065972733,0.11471314797027768,0.26206981292941633
2.872795,0.15199146913343928,0.0004860114078235283,0.11905235751397393,0.2715298380552367
2.875096,0.15727379004493255,0.0005009656049873292,0.12404057921457907,0.2818153348644989
2.877398,0.16248183844384562,0.00051591980215113,0.1284111925723193,0.2914089508183161
2.879699,0.16788379293264927,0.000530873999314931,0.1329094150791906,0.3013240820111548
2.882001,0.17330070161861674,0.0005453297232399384,0.1372032635581566,0.3110492949000133
2.884303,0.1785087500175298,0.0005602839204037394,0.14121996091635355,0.3202889948542871
2.886604,0.18381998237687308,0.0005747396443287468,0.1453916834518152,0.32978640547301696
2.888906,0.1889791803983844,0.0005896938414925477,0.14971444337863124,0.33928331761850816
2.891208,0.19415831734944744,0.0006041495654175552,0.15368229035942638,0.34844475727429136
2.893509,0.19947054665526828,0.0006191037625813561,0.1575883266586112,0.3576779770764609
2.895811,0.20476582787097014,0.0006335594865063636,0.16151180952115374,0.3669111968786303
2.898112,0.2105092365283473,0.0006485136836701644,0.1661715373573941,0.3773292875694115
2.900414,0.21567192386253012,0.0006629694075951719,0.17012592556074185,0.3864608188308672
2.902716,0.22040442879163435,0.0006774251315201795,0.17477717935192272,0.3958590332750773
2.905017,0.22536872377677744,0.0006918808554451871,0.1788841003663412,0.40494470499856383
2.907319,0.2303499668520395,0.0007068350526089879,0.1832975824226176,0.4143543843272661
2.909621,0.23492345881796856,0.0007242816159667555,0.1877539331774303,0.4234016736113656
2.911922,0.24018235148723854,0.0008065297003676603,0.19253379306421986,0.4335226742518261
2.9142240000000004,0.24473640299685476,0.0008962548833504658,0.19741384607200685,0.443046503952212
2.916525,0.2493253476331864,0.0009859800663332711,0.20271610591305184,0.4530274336125716
2.918827,0.2539551670750992,0.0010752067760772827,0.20782097035153468,0.4628513442027112
2.921129,0.2583806124891066,0.0011629380661049144,0.21276482793388726,0.4723083784890988
2.92343,0.2624745731993165,0.001251666302610133,0.2179305061075029,0.4816567456094295
2.925732,0.26632029423660736,0.0013448807982644913,0.22346106669191526,0.4911262417267871
2.928034,0.2708195136899562,0.001434605981247297,0.2293864180814519,0.5016405377526554
2.930335,0.27353569436814124,0.001518349485364582,0.23399181233466385,0.5090458561881697
2.932637,0.27817348938187475,0.0016494479471672364,0.2411758086521537,0.5209987459811958
2.9349380000000003,0.2823611630609777,0.0019176265496380648,0.2468838257095765,0.5311626153201924
2.93724,0.2861764772307021,0.0021683585887511264,0.25270300229925025,0.5410478381187035
2.939542,0.2898188211865652,0.002430057039117641,0.25886313458425864,0.5511120128099415
2.941843,0.2934098223988326,0.002691257016245364,0.26503772259319197,0.5611388020082699
2.944145,0.29654870838351444,0.002951958520134292,0.2709067465067451,0.5704074134103938
2.946447,0.2999976447227257,0.00320219208600856,0.2766257299754213,0.5798255667841556
2.948748,0.30345555358023524,0.0034733615279121497,0.2829488630095151,0.5898777781176625
2.95105,0.3067699021449723,0.003969840873750338,0.2888358319596647,0.5995755749783873
2.953351,0.3100413820111731,0.00449024693505061,0.2946435436648462,0.6091751726110699
2.955653,0.3112731093842315,0.004923420179562041,0.2986303326287155,0.614826862192509
2.957955,0.3156681479306726,0.005206552979196671,0.3052969137243379,0.6261716146342071
2.960256,0.3190722216783925,0.005505636922472688,0.3105403537232053,0.6351182123240704
2.962558,0.320687274972083,0.005450804866205418,0.31419565798327703,0.6403337378215654
2.96486,0.3245972990571781,0.00536058120998382,0.3207460948142606,0.6507039750814225
2.967161,0.3268189942824801,0.005256400303076007,0.3262352821198531,0.6583106767054092
2.969463,0.3302385207006026,0.005154213289123367,0.3311572068796988,0.6665499408694248
2.971764,0.3328804288662074,0.005063491159662975,0.3364270659602221,0.6743709859860925
2.974066,0.3355791629810347,0.004960805672471542,0.3417647174012215,0.6823046860547277
2.976368,0.3391716596130185,0.004858618658518904,0.34599675519857714,0.6900270334701145
2.978669,0.3413619510242765,0.004765902636103338,0.3504800235082846,0.6966078771686643
2.980971,0.34442855838933323,0.0046657095151058725,0.3559876543237125,0.7050819222281517
2.983273,0.3471168245661459,0.004563522501153233,0.3604544730165399,0.7121348200838391
2.985574,0.3497816625007352,0.004475292737886808,0.3654800802100545,0.7197370354486765
2.987876,0.35251828058171075,0.004372108777456581,0.3702424935334863,0.7271328828926537
2.990177,0.3552244917951199,0.004242505735370307,0.3749680198372474,0.7344350173677376
2.992479,0.357930703008529,0.004088975977821953,0.3795589583665343,0.7415786373528852
2.994781,0.3606523668923408,0.0039374401132287705,0.3842371297126099,0.7488269367181795
2.997082,0.3634024437507638,0.0037864027218743814,0.3889138056389693,0.7561026521116074
2.999384,0.366168970226067,0.003635365330519993,0.3925915411947867,0.7623958767513737
3.001686,0.36892353334363903,0.003484826412404397,0.3976520415150169,0.7700604012710603
3.003987,0.37167361020206197,0.0033337890210500074,0.4028107410632895,0.7778181402864015
3.006289,0.3736685001037131,0.003168794379009405,0.4067112941568475,0.7835485886395701
3.0085900000000003,0.3763577632270033,0.0031882348353223463,0.4110664548441851,0.7906124529065108
3.010892,0.37902858284045815,0.003304877573199993,0.4150283201461147,0.7973617805597728
3.013194,0.3813619360712499,0.003415538632212119,0.4192135014590239,0.8039909761624859
3.015495,0.3832850458265146,0.003526698164463039,0.4233169331607708,0.8101286771517484
3.0177970000000003,0.3854050525111029,0.0036383561699527525,0.426727487060595,0.8157708957416505
3.020098,0.38728678898754776,0.003760482113457126,0.43070779587236,0.8217550669733649
3.0224,0.3886825140561692,0.0038711431724692525,0.4337739047641779,0.8263275619928163
3.024702,0.3899247093672422,0.003981305758242586,0.4368853747207261,0.8307913898462109
3.027003,0.3911474642220024,0.004090969870777125,0.44054765760614095,0.8357860916989205
3.029305,0.39269522362845577,0.0042011324565504595,0.4429886810565121,0.8398850371415183
3.031607,0.3942853532602065,0.004323258400054832,0.4462611578691905,0.8448697695294518
3.0339080000000003,0.39454007308523,0.004433420985828165,0.4493656492003956,0.8483391432714538
3.03621,0.3954024317883425,0.004548069830750639,0.4514213528371793,0.8513718544562725
3.038511,0.3953889730108951,0.0047120675263136545,0.4538100365974772,0.8539110771346858
3.040813,0.3962398668295153,0.0048955056781896135,0.4566279058163761,0.8577632783240811
3.043115,0.39644822864333096,0.005079442303304363,0.4585923888504607,0.8601200597970959
3.045416,0.3953147004983149,0.005258892669269974,0.4605827924929626,0.8611563856605475
3.047718,0.3953575691968511,0.005441832347907139,0.4614905122608052,0.8622899138055634
3.05002,0.3950091364029345,0.005613307142052055,0.4637540792381659,0.8643765227831525
3.052321,0.3934902884443312,0.005793255981256458,0.4647071600707389,0.8639907044963264
3.054623,0.3927969121691696,0.005975697186654829,0.4664184186995165,0.8651910280553409
3.056924,0.391223232154299,0.006158138392053199,0.466518611820514,0.8638999823668662
3.059226,0.390670923805716,0.006331607079153289,0.4675599224163533,0.8645624533012225
3.061528,0.38871690870964587,0.006498097140910273,0.4688963291695583,0.8641113350201144
3.063829,0.3873520889818297,0.006655614684368975,0.46956029552363104,0.8635679991898297
3.066131,0.38536367923228293,0.00680914444191733,0.4699142115231743,0.8620870351973746
3.068433,0.3828508756355257,0.006954698627644993,0.4701026344074382,0.8599082086706089
3.070734,0.38131159027413175,0.007110720751387314,0.4701165916581244,0.8585389026836434
3.073036,0.3785340973875751,0.0072537825709210095,0.470117588604602,0.855905468563098
3.075337,0.3758238983882556,0.007410303167902125,0.470117588604602,0.8533517901607597
3.077639,0.3742661695170263,0.0075553588803909935,0.469856887100713,0.8516784154981303
3.079941,0.3716516773795552,0.0077068947449841765,0.4687836742175909,0.8481422463421302
3.082242,0.3679654677786783,0.007854941296905806,0.4688205612372616,0.8446409703128457
3.084544,0.3653195718271631,0.008003486322066227,0.468228873502814,0.8415519316520432
3.086846,0.3621333308847959,0.008141064935973195,0.4673660163264627,0.8376404121472318
3.089147,0.3590422983310383,0.00826618171891033,0.4662753568799827,0.8335838369299313
3.0914490000000003,0.3560534527912333,0.008386812242698322,0.4646578112200983,0.8290980762540299
3.09375,0.35282484162356864,0.00851840917773977,0.4637246693170771,0.8250679201183855
3.096052,0.349432232760341,0.00864601832687087,0.4618803183335417,0.8199585694207536
3.098354,0.3460391254238746,0.008765153430942484,0.4607801878955247,0.8155844667503418
3.100655,0.34198853188543976,0.008893759526551172,0.4588042399769479,0.8096865313889389
3.102957,0.3389498390217554,0.009011897684145198,0.4575126958152343,0.8054744325211349
3.105259,0.33468789283007216,0.009091653402352136,0.4552052631928598,0.7989848094252842
3.10756,0.33107944505444703,0.00912754347554526,0.4530727946773017,0.7932797832072941
3.109862,0.3263992798154161,0.009162935075499588,0.451301719259869,0.7868639341507846
