Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_CH3OH_CO_NH3_120K_NASA,CO_CH3OH_10K,all
3.054623,0.013400117195283102,0.4716088751748369,0.005441387716335405,0.4904503800864554
3.056924,0.01348558401805277,0.4749921825037879,0.005294031125353223,0.4937717976471938
3.059226,0.013583330556737615,0.4774618789686493,0.005142745025278182,0.496187954550665
3.061528,0.013683533038605498,0.4804885833474233,0.0050022650752085005,0.4991743814612373
3.063829,0.01377538531365106,0.4824194458779264,0.004890765254698649,0.5010855964462761
3.066131,0.013849554797778758,0.4844863676607699,0.004806771997838804,0.5031426944563875
3.068433,0.013902111981895737,0.4864182125685463,0.004728673004618248,0.5050489975550603
3.070734,0.013928636168272529,0.4879939457147824,0.004635347163662866,0.5065579290467178
3.073036,0.013928144979635923,0.4894851944155221,0.0045292504181556935,0.5079425898133137
3.075337,0.013900638415985916,0.4910216324708297,0.0044241360499217355,0.5093464069367374
3.077639,0.013848572420505544,0.4918099902325844,0.004330810208966354,0.5099893728620563
3.079941,0.013780788388653742,0.4924888129283756,0.004242396254377045,0.5105119975714064
3.082242,0.013707601281799256,0.4930045609968132,0.00414759684751184,0.5108597591261244
3.084544,0.013638343684037631,0.4945046510930119,0.004040517724731454,0.512183512501781
3.086846,0.013580383424917974,0.4944918801884602,0.00391870294285285,0.5119909665562311
3.089147,0.013540597145352785,0.4944702678884494,0.0037836260677858494,0.5117944911015879
3.0914490000000003,0.013529299806710814,0.4932698028605813,0.0036377430427134883,0.5104368457100056
3.09375,0.013556806370360823,0.4931416026264267,0.003488421697184875,0.5101868306939724
3.096052,0.013630484665851914,0.4918163756848604,0.003341065106202693,0.508787925456915
3.098354,0.01373559903408587,0.4917726598962022,0.0031951820811303307,0.5087034410114184
3.100655,0.013849554797778758,0.4903752282250545,0.003046351924238327,0.5072711349470715
3.102957,0.01394877490237343,0.4885096937832201,0.002893592258253464,0.5053520609438471
3.105259,0.01400820872740291,0.4876147480873216,0.002740341403631993,0.5043632982183566
3.10756,0.01400280565240023,0.4858562927682676,0.00258954649219356,0.5024486449128613
3.109862,0.01393207448872878,0.4835201996125634,0.0024436634671212,0.4998959375684134
3.112163,0.01382057466821893,0.482078560964121,0.002301709951141696,0.4982008455834817
3.114465,0.01369483037724747,0.4796599481174669,0.0021631947556184443,0.4955179732503328
3.116767,0.013567121331729574,0.4767864945933143,0.0020281178805514432,0.4923817338055953
3.119068,0.013444324172577756,0.4750643872333691,0.0018984440804871226,0.4904071554864339
3.12137,0.013332824352067906,0.4718205774772147,0.0017751557326986965,0.4869285575619813
3.123672,0.013239007322475916,0.4693941056123748,0.00165727045991295,0.4842903833947636
3.125973,0.013170732101987504,0.4667863851406268,0.0015423323189468472,0.4814994495615611
3.128275,0.013128489879239277,0.4637528041209402,0.0014308324984369956,0.4783121264986165
3.130576,0.013099018561042841,0.4606342474671206,0.0013286652620226821,0.4750619312901862
3.132878,0.013069056054209795,0.457603122390617,0.0012407424960699796,0.4719129209408968
3.13518,0.013035164038283895,0.4546137483482252,0.001164608257395852,0.4688135206439049
3.137481,0.013000289645084779,0.4516312509467458,0.001093877093724404,0.465725417685555
3.139783,0.012967380006432092,0.4486674187134575,0.0010216723641431346,0.4626564710840328
3.142085,0.012932996801869585,0.4446661960796546,0.0009494676345618648,0.4585486605160861
3.144386,0.012893210522304393,0.4415667957826627,0.0008811924140734535,0.4553411987190406
3.146688,0.012843600470007058,0.4385813512493637,0.0008197938344975442,0.4522447455538682
3.148989,0.012781710701794544,0.43509735024990825,0.0007633071412877071,0.4486423680929905
3.151291,0.012707050029030234,0.431824560364194,0.0007097675798975139,0.4452413779731217
3.153593,0.012620600828987355,0.4278763861031448,0.0006581927730537501,0.44115517970518586
3.155894,0.012529239742578404,0.42487031164710815,0.0006120210412126662,0.4380115724308992
3.158196,0.01243738746753284,0.4209889390406375,0.0005741995161939057,0.4340005260243643
3.160498,0.012345535192487279,0.4169661041068239,0.0005417810661778257,0.42985342036548896
3.162799,0.012247788653802431,0.4136717019210989,0.0005098538047983527,0.4264293443796997
3.165101,0.012140709531022044,0.40949561613266383,0.0004739970343260216,0.4221103226980119
3.167402,0.01202233306959969,0.4062459121128701,0.00043470194339743933,0.4187029471258673
3.1697040000000003,0.01189118570362555,0.4021597138449341,0.000392950909285821,0.4144438504578455
3.172006,0.011751196942192477,0.3979291061178357,0.0003526734410840243,0.4100329765011122
3.174307,0.01161169936939601,0.39418526632961504,0.0003207461797045514,0.4061177118787156
3.176609,0.011483990323878118,0.3895970732750665,0.00030306338878668943,0.4013841269877312
3.1789110000000003,0.0113680698056388,0.3858203238481932,0.0003001162569670457,0.39748850991079904
3.181212,0.011255096419219127,0.3815887337438215,0.000304045766059904,0.3931478759291005
3.183514,0.01113721114643338,0.3775501807736365,0.00030846646378936946,0.3889958583838592
3.1858150000000003,0.011015887553191384,0.3730705404077781,0.00030846646378936946,0.3843948944247588
3.188117,0.010897019903132422,0.368665560714684,0.000298642691057224,0.3798612233088736
3.190419,0.010785028893985964,0.3648455866877892,0.0002785039569563256,0.3759091195387315
3.19272,0.01068138809166183,0.3600417618217701,0.00025787403421882,0.3709810239476507
3.1950220000000003,0.010587571062069841,0.35536761075581524,0.0002475590728500672,0.3662027408907352
3.197323,0.010501613050663564,0.35063402586483083,0.0002514885819429254,0.3613871274974373
3.199625,0.010421549302896578,0.3459392448761385,0.00026475067513132184,0.3566255448541664
3.201927,0.01034394149831263,0.34136824342387123,0.00028194227741257656,0.35199412719959644
3.204228,0.010273701523277787,0.3368345723079861,0.000298642691057224,0.3474069165223211
3.20653,0.010219670773250991,0.3322503087625304,0.00031043121833579856,0.34278041075411714
3.208832,0.010188234700508123,0.3268295509689325,0.000314851916065264,0.33733263758550586
3.211133,0.010173990230046509,0.3225120028531545,0.00031878142515812227,0.3330047745083591
3.213435,0.010167113589134009,0.31709615694592264,0.00033056995243669685,0.3275938404874933
3.215736,0.010163675268677758,0.31216511422302223,0.000352182252447417,0.3226809717441474
3.218038,0.010167604777770615,0.30776504641629426,0.0003737945524581372,0.318306445746523
3.22034,0.01018332281414205,0.3021679519021544,0.00038460070246349733,0.3127358754187599
3.222641,0.010209847000518843,0.297610703731712,0.0003855830797367118,0.30820613381196754
3.224943,0.01023735356416885,0.2922218731994936,0.0003914773433759991,0.3028507041070385
3.227245,0.010259457052816178,0.2870663572696636,0.00041308964338671934,0.2977389039658665
3.229546,0.010277631032370648,0.282324422171857,0.0004435433388563704,0.29304559654308404
3.231848,0.010296296200561723,0.27736587288530656,0.0004671203934135197,0.2881292894792818
3.234149,0.01031889087784566,0.2721091720963355,0.0004739970343260216,0.2829020600085072
3.236451,0.0103419767437662,0.26715356994160466,0.00047055871386977063,0.2779661053992406
3.238753,0.010360150723320671,0.2621493401118497,0.0004666292047769124,0.2729761200399473
3.241054,0.0103689921187796,0.256509512186325,0.0004685939593233414,0.267347098264428
3.2433560000000003,0.01036555379832335,0.2518152223862692,0.00047940010932870147,0.2626601762939212
3.245658,0.010346397441495665,0.24673780544965984,0.0005019947866126363,0.2575861976777681
3.247959,0.01031889087784566,0.2415886749721057,0.0005285189729894291,0.25243608482294083
3.250261,0.010295805011925115,0.2369857462584589,0.0005462017639072911,0.24782775303429136
3.252562,0.010288437182376006,0.2314544710216244,0.0005471841411805057,0.2422900923451809
3.254864,0.010293840257378686,0.2262758692258739,0.0005422722548144329,0.23711198173806697
3.257166,0.010304646407384046,0.22185910100550127,0.000547675329817113,0.23271142274270246
3.259467,0.010316926123299227,0.21663432747790967,0.0005697788184644404,0.2275210324196733
3.261769,0.010326258707394769,0.21152694803446725,0.0005933558730215896,0.2224465626148836
3.264071,0.010330679405124232,0.20688374185261865,0.0006007237025706987,0.21781514496031354
3.266372,0.010330679405124232,0.2021629278661861,0.0005923734957483751,0.2130859807670587
3.2686740000000003,0.010328223461941195,0.1972864070819491,0.000585005666199266,0.2081996362100896
3.270975,0.010326749896031377,0.1923897475636112,0.0005938470616581969,0.20331034452130076
3.273277,0.010324293952848337,0.1874925968566366,0.0006120210412126662,0.1984289118506976
3.275579,0.010316926123299227,0.18343930822735335,0.0006213536253082044,0.19437758797596086
3.27788,0.010301699275564402,0.1788118200818762,0.0006115298525760589,0.18972504921001668
3.280182,0.01027713984373404,0.1741327571295553,0.0005958118162046259,0.185005708789494
3.282484,0.010243247827808137,0.1695872974863916,0.0005899175525653388,0.18042046286676508
3.284785,0.010200514416423305,0.1654922578229967,0.0006017060798439133,0.17629447831926393
3.287087,0.01015041317548936,0.16091978280481956,0.0006267567003108844,0.1716969526806198
3.289388,0.010094908859552741,0.1572560067643659,0.0006581927730537501,0.16800910839697242
3.29169,0.010031545525430402,0.15333828619878628,0.0006974878639823322,0.164067319588199
3.293992,0.009955411286756274,0.14895737474888596,0.0007475891049162746,0.1596603751405585
3.296293,0.009863067823074109,0.14545421739260286,0.0008138995708582567,0.15613118478653526
3.298595,0.009758935832113364,0.14157038884294912,0.0009047694686306028,0.1522340941436931
3.300897,0.009650383143423156,0.13804611037529196,0.0010305137596020655,0.14872700727831714
3.3031980000000005,0.009540356888823123,0.13451200813490258,0.0011999738392315755,0.14525233886295727
3.3055,0.009426401125130235,0.13106042558546324,0.0014234646688878864,0.14191029137948136
3.307801,0.00930507753188824,0.1275538299087239,0.0017103188326665355,0.1385692262732787
3.310103,0.009181297995463206,0.1248601514255696,0.002059553953294309,0.1361010033743271
3.3124050000000005,0.009070289363589962,0.12146063487161066,0.002459381503492632,0.13299030573869322
3.314706,0.008983348974910474,0.11919969357730735,0.002898012955982929,0.1310810555082008
3.317008,0.008911144245329204,0.11654973088281108,0.003363659783486628,0.12882453491162693
3.31931,0.008832062874835433,0.1146670048386954,0.00384453345872515,0.12734360117225602
3.321611,0.008732842770240763,0.11285893946734404,0.00432786307714671,0.12591964531473152
3.323913,0.008620360572457695,0.11151308260304008,0.004795965847833445,0.12492940902333124
3.326214,0.00850787837467463,0.11027234010697012,0.005230176602594277,0.12401039508423906
3.3285160000000005,0.008400799251894246,0.11016476979555312,0.005609865418691701,0.12417543446613905
3.330818,0.00829519369502368,0.10951836554977794,0.0059134199961149965,0.12372697924091662
3.3331190000000004,0.008188114572243292,0.11033030036608978,0.006118245657580232,0.1246366605959133
3.335421,0.008083982581282552,0.11104596220962658,0.006219430516721331,0.12534937530763046
3.3377230000000004,0.00799409506078342,0.11226705716023223,0.006224342403087404,0.12648549462410308
3.340024,0.007927784594841437,0.11288644603099406,0.006144769843957025,0.1269590004697925
3.3423260000000004,0.007885051183456605,0.11371557244958712,0.006026884571171278,0.127627508204215
3.344627,0.007861965317536062,0.11380791591326928,0.005925208523393572,0.12759508975419892
3.3469290000000003,0.007857053431169991,0.11309716595609855,0.005881492734735525,0.12683571212200406
3.349231,0.007872280278904815,0.11178225397590087,0.005907525732475711,0.1255620599872814
3.351532,0.007910101803923576,0.10983763816357266,0.00600871059161681,0.12375645055911305
3.3538339999999995,0.007968062063043234,0.1076194302806542,0.006188485632615072,0.12177597797631252
3.356135,0.008037810849441468,0.1050662317475696,0.00644341253501425,0.11954745513202532
3.3584370000000003,0.008110506767659344,0.10320708275801103,0.0067710353556313,0.11808862488130167
3.360739,0.008175343667691504,0.10165345310042223,0.007169389339919805,0.11699818610803353
3.3630400000000003,0.008221515399532588,0.10095547404780328,0.007635527356060106,0.11681251680339598
3.365342,0.008238707001813844,0.10113230195698192,0.008165028706322752,0.11753603766511853
3.3676440000000003,0.008218568267712945,0.10230034853483402,0.008739719411153266,0.11925863621370025
3.3699449999999995,0.008153731367680784,0.1035681064059174,0.009338969547814142,0.12106080732141232
3.372247,0.00805205531990308,0.10535947136362413,0.009917098573100906,0.1233286252566281
3.3745480000000003,0.007943993819849478,0.10734289107824432,0.010388148475607284,0.12567503337370106
3.37685,0.007862947694809278,0.108616543212967,0.010662231734834144,0.1271417226426104
3.3791519999999995,0.00782807330161016,0.1094825087793056,0.010647987264372534,0.1279585693452883
3.381453,0.007848212035711058,0.10988380989541376,0.010252089223267069,0.12798411115439187
3.3837550000000003,0.007929749349387866,0.10928112143829663,0.009416086163761484,0.12662695695144596
3.386057,0.008054020074449508,0.10881105391306348,0.00827358139501296,0.12513865538252594
3.388358,0.008195973590429012,0.1076449720897578,0.007023015126210834,0.12286396080639765
3.39066,0.008335962351862083,0.10586785160251266,0.005847109530173015,0.12005092348454775
3.392961,0.00847005684965587,0.10437365576995332,0.004894694763791507,0.11773840738340073
3.395263,0.008595801140627335,0.10264811008955196,0.004306250777135989,0.11555016200731527
3.397565,0.008713195224776472,0.10146680141851146,0.004133352377050229,0.11431334902033816
3.3998660000000003,0.008824203856649717,0.09971866106082618,0.004329827831693139,0.11287269274916906
3.402168,0.00892784465897385,0.09889297296268934,0.004838699259218278,0.11265951688088148
3.40447,0.009001522954464942,0.0976812105961792,0.005559272989121153,0.1122420065397653
3.406771,0.009009873161287268,0.09642769719555744,0.006368751862249943,0.11180632221909463
3.409073,0.008932756545339924,0.09522919692223566,0.007130585437627828,0.11129253890520342
3.411374,0.00880406512254882,0.09363381623053524,0.0076689281833494044,0.11010680953643344
3.413676,0.008670461813391641,0.091160190256581,0.007800566737960153,0.10763121880793278
3.415978,0.008559944370155002,0.08872733293946516,0.007497012160536855,0.10478428947015704
3.418279,0.008471039226929086,0.08632050862008951,0.006982737658009038,0.10177428550502764
3.420581,0.008400799251894246,0.0839780300121094,0.006498425662314265,0.09887725492631792
3.422883,0.0083639601041487,0.08201671378613654,0.006170311653060603,0.09655098554334583
3.425184,0.008389501913252278,0.079818644637319,0.006034743589356995,0.09424289013992826
3.427486,0.008502966488308556,0.07863635358900528,0.006096142168932905,0.09323546224624676
3.429787,0.008703862640680933,0.07743490618386388,0.006191923953071324,0.09233069277761613
3.432089,0.008982857786273866,0.07627471862419748,0.006098598112115941,0.09135617452258728
3.434391,0.009323742700079315,0.07509684827361325,0.005695823430097975,0.09011641440379052
3.436692,0.009690660611624952,0.07378832174569146,0.005117203216174603,0.08859618557349101
3.438994,0.010044316429982192,0.07221357097672854,0.0045312151727021225,0.08678910257941284
3.441296,0.010348362196042094,0.07005872642793241,0.004011046406535017,0.08441813503050953
3.443597,0.010566941139332334,0.06844664532258732,0.003517401826744705,0.08253098828866437
3.445899,0.010668125998473431,0.06655949858074217,0.0030129510969490324,0.08024057567616462
3.4482,0.01065044320755557,0.06499751871633104,0.0025212712717051482,0.07816923319559176
3.450502,0.01052961080295018,0.06380884221574143,0.0021017961760425347,0.07644024919473412
3.452804,0.010336082480126912,0.06208182296943025,0.0017962768440728093,0.07421418229362997
3.455105,0.010162201702767937,0.0609854899325228,0.0015860481076048947,0.07273373974289563
3.457407,0.01011504759365364,0.05985919438878232,0.001435253196166461,0.07140949517860241
3.459709,0.010239318318715279,0.05878103533142935,0.0013183503006539293,0.07033870395079855
3.46201,0.01047558005292338,0.0576709490126969,0.0012269892142449759,0.06937351827986526
3.464312,0.010755557575789526,0.056567739334876965,0.0011538021073904915,0.06847709901805699
3.466613,0.011025711325923528,0.05544635567750255,0.0010963330369074403,0.06756840004033351
3.468915,0.011243799080577158,0.05480633688400327,0.0010550731914324293,0.06710520915601285
3.471217,0.011378384767007551,0.05381315346078335,0.0010285490050556364,0.06622008723284653
3.473518,0.011449115930678998,0.05323109492640373,0.0010074278936815237,0.06568763875076425
3.47582,0.0114962700397933,0.05259647920790713,0.0009789389527583017,0.06507168820045874
3.478122,0.011549809601183493,0.052242823389549886,0.0009376791072832902,0.06473031209801668
3.4804230000000005,0.011612190558032616,0.05182089235070424,0.0008988752049913154,0.06433195811372817
3.482725,0.011682921721704063,0.05133461560046304,0.0008797188481636318,0.06389725617033075
3.4850260000000004,0.011755126451285331,0.051149437484462094,0.0008885602436225627,0.06379312417936997
3.487328,0.011816033842224636,0.05114796391855228,0.0009234346368216793,0.0638874323975986
3.4896300000000005,0.011853364178606787,0.0511563141253746,0.0009833596504877668,0.06399303795446916
3.491931,0.011872520535434474,0.0511155454685362,0.001100753734636906,0.06408881973860757
3.4942330000000004,0.011888238571805905,0.05175949377112833,0.0013242445642932163,0.06497197690722745
3.496535,0.011910342060453232,0.0517300224529319,0.001703933380390641,0.06534429789377577
3.4988360000000003,0.011929989605917523,0.0521760217349713,0.0022864831034068705,0.0663924944442957
3.501138,0.011934410303646987,0.05308128239223852,0.00311610071063656,0.06813179340652206
3.503439,0.011913780380909485,0.053649587644793134,0.0041628236952466645,0.06972619172094928
3.5057410000000004,0.011863679139975542,0.05470515202486217,0.005257683166244285,0.07182651433108199
3.508043,0.011782141826298734,0.05576317234811425,0.006218448139448116,0.0737637623138611
3.5103440000000004,0.011686360042160313,0.057564852267189735,0.006870746648862579,0.07612195895821264
3.512646,0.011608261048939758,0.059647983275041186,0.007047574558041198,0.07830381888202215
3.5149470000000003,0.011575351410287071,0.06304553507445372,0.00663644966920091,0.08125733615394169
3.517249,0.011567983580737963,0.0671282950219334,0.005876089659732845,0.0845723682624042
3.5195510000000003,0.01154833603527367,0.07207309102665885,0.00514470977982461,0.08876613684175713
3.5218519999999995,0.011494305285246871,0.07779691220904343,0.004697728120511989,0.09398894561480227
3.524154,0.01142406531021203,0.08290723878430555,0.004448204293115493,0.09877950838763308
3.526456,0.011363157919272728,0.08761479067754968,0.0042551671589288334,0.10323311575575124
3.528757,0.01133024828062004,0.09122502715661317,0.004036097027001989,0.10659137246423518
3.5310589999999995,0.01133368660107629,0.09300460358704132,0.0037875555768787056,0.10812584576499633
3.53336,0.011383787842010232,0.09328310754399764,0.003511507563105417,0.1081784029491133
3.5356620000000003,0.01149479647388348,0.0911538048043051,0.003222688644780339,0.10587128992296893
3.537964,0.011685868853523709,0.08694579175449056,0.002944675876460621,0.1015763364844749
3.540265,0.011964372810480036,0.08218175316803658,0.002697116803610553,0.09684324278212716
3.542567,0.012291995631097086,0.07738676969747636,0.0024770642944104936,0.09215582962298396
3.5448690000000003,0.012618144885804318,0.07249551325414111,0.002277150519311333,0.08739080865925676
3.5471699999999995,0.01289566646548743,0.06875855010683295,0.0020934459692202112,0.08374766254154059
3.549472,0.013083300524671408,0.06511245685729714,0.0019318449077764168,0.08012760228974496
3.5517730000000003,0.013143716726974102,0.062003232787573075,0.001796768032709416,0.0769437175472566
3.554075,0.013074950317849086,0.059261909006667876,0.001685759400836172,0.07402261872535314
3.556377,0.012906963804129395,0.05685704944183865,0.0015880128621513238,0.07135202610811936
3.558678,0.012671193258557905,0.054179088995055774,0.0014941958325593342,0.06834447808617301
3.5609800000000003,0.012400548319787295,0.05179878886205692,0.0014028347461503806,0.0656021719279946
3.563282,0.012128429815106864,0.04971565785420546,0.0013173679233807144,0.06316145559269304
3.565583,0.011880870742256798,0.047199298468866384,0.0012392689301601578,0.060319438141283335
3.567885,0.011661309421693343,0.04518149554968369,0.0011660818233056734,0.0580088867946827
3.570186,0.011469254664779898,0.0431907080055144,0.001095350659634226,0.055755313329928516
3.572488,0.011302250528333424,0.04062572094515121,0.0010275666277824221,0.05295553810126706
3.57479,0.011152929182804814,0.03867619324645693,0.0009642032936600832,0.050793325722921834
3.577091,0.011015887553191384,0.03670456205911532,0.0009096813549966756,0.048630130967303384
3.579393,0.010887687319036884,0.034708371439943354,0.0008654743777020207,0.046461533136682255
3.581695,0.010766854914431492,0.03322350819147955,0.0008335471163225476,0.0448239102222336
3.583996,0.010652407962101998,0.03137909486101923,0.0008143907594948637,0.04284589358261609
3.586298,0.01054925834841447,0.02950815734418212,0.0007962167799403947,0.04085363247253698
3.588599,0.010460844393825159,0.027989402079792426,0.0007642895185609218,0.039214535992178515
3.590901,0.010387657286970676,0.02638567118126966,0.0007117323344439432,0.03748506080268428
3.593203,0.01031839968920905,0.024911122894174617,0.00064738662304839,0.035876909206432064
3.595504,0.010240300695988492,0.023707219545850186,0.000581567345743015,0.034529087587581685
3.597806,0.010153851495945613,0.02247826557705878,0.0005167304457108546,0.03314884751871525
3.600108,0.01006985823908577,0.02099487589450481,0.00044796403658583584,0.031512698170176406
3.602409,0.009996671132231284,0.02004639063721616,0.00037232098654831536,0.030415382755995757
3.604711,0.009933798986745554,0.018670571266079176,0.00029766031378400935,0.028902030566608738
