Wavelength,H2O_40K,H2O_CH3OH_CO_NH3_120K_NASA,H2O_CH3OH_CO_NH3_100K_NASA,all
3.266372,0.04055808758382515,0.19916787526592736,0.18109958187224307,0.4208255447219956
3.2686740000000003,0.03878939048291144,0.19436360034995714,0.1766016230342149,0.40975461386708345
3.270975,0.03669453692617944,0.18953948505611068,0.17197107240257514,0.3982050943848653
3.273277,0.035113597547606235,0.1847148858506087,0.1672539015845979,0.3870823849828128
3.275579,0.03339571117052177,0.1807216468692845,0.16264222350752328,0.3767595815473295
3.27788,0.031813803968637526,0.17616271516266122,0.1583920274371197,0.3663685465684184
3.280182,0.030134146612338895,0.17155297273220868,0.15392697459166668,0.35561409393621424
3.282484,0.028905494918981874,0.1670748542720567,0.14955144540248422,0.3455317945935228
3.284785,0.027294069106111103,0.16304048280001354,0.14536948087550852,0.3357040327816332
3.287087,0.02621349437934221,0.15853574919880814,0.14144640908423425,0.3261956526623846
3.289388,0.025065655932456486,0.15492625216030875,0.1371899221623089,0.3171818302550742
3.29169,0.02395604650635658,0.15106657279590718,0.13357268253732124,0.308595301839585
3.293992,0.022827080614036013,0.1467505647403533,0.12970864796802,0.2992862933224093
3.296293,0.021716503364625075,0.14329930681320785,0.12603091938609273,0.29104672956392563
3.298595,0.020621895199846196,0.13947301735303694,0.12246207092665673,0.28255698347953984
3.300897,0.01953890091479971,0.13600095122470424,0.11897548744865855,0.2745153395881625
3.3031980000000005,0.018900137529517604,0.13251920686326127,0.11561278535447267,0.26703212974725155
3.3055,0.017800206336528037,0.1291187596599451,0.112674473782175,0.2595934397786481
3.307801,0.017074338853252914,0.12566411435121105,0.10934225812228666,0.25208071132675064
3.310103,0.01608764298765427,0.1230103428323572,0.10648088850321616,0.2455788743232276
3.3124050000000005,0.015591149629094084,0.1196611902645258,0.1037811453770882,0.2390334852707081
3.314706,0.014947547127256813,0.1174337449141822,0.10169064702525583,0.2340719390666949
3.317008,0.014244907403446494,0.11482304153266935,0.09937029063705304,0.2284382395731689
3.31931,0.01358775537525475,0.11296820815707365,0.09778789952351327,0.2243438630558417
3.321611,0.013113038041192822,0.1111869293531165,0.09649537149162804,0.2207953388859374
3.323913,0.012215381920209257,0.10986101141700062,0.09552996773887212,0.217606361076082
3.326214,0.011792927044943134,0.10863865057516534,0.09535140433798646,0.21578298195809487
3.3285160000000005,0.011338050088757393,0.10853267392260717,0.0953988276802271,0.21526955169159165
3.330818,0.01072396619790664,0.1078958461839471,0.09663377022510583,0.2152535826069596
3.3331190000000004,0.010437974409496242,0.1086957521505163,0.09787742317978387,0.21701114973979646
3.335421,0.009772111971505196,0.1094008114326042,0.09916075689021432,0.2183336802943237
3.3377230000000004,0.009344817979683909,0.11060381580821882,0.100423766311113,0.22037240009901574
3.340024,0.009055922721340409,0.11121402840582544,0.10165919276764727,0.2219291438948131
3.3423260000000004,0.008640242609251527,0.11203087128033773,0.10226940536525388,0.22294051925484315
3.344627,0.008284567542446716,0.11212184667157483,0.10234005646695933,0.22274647068098088
3.3469290000000003,0.007796784593685834,0.11142162650604212,0.10169306658353344,0.2209114776832614
3.349231,0.0074764350777337465,0.1101261950042238,0.09995727547519488,0.21755990555715246
3.351532,0.007226252751831591,0.108210388760033,0.09784112980562013,0.2132777713174847
3.3538339999999995,0.0068125082863647705,0.10602504372371936,0.09559723145898898,0.2084347834690731
3.356135,0.006373116503155563,0.1035096709383433,0.09345979367657148,0.20334258111807035
3.3584370000000003,0.006381826912954865,0.10167806532221242,0.09203467385107468,0.200094566086242
3.360739,0.005807907689512002,0.10014745275581294,0.091480595005508,0.19743595545083292
3.3630400000000003,0.005611439557372202,0.09945981429332364,0.09193402022672717,0.19700527407742305
3.365342,0.005324963857306289,0.09963402248930968,0.0932371943150338,0.19819618066164976
3.3676440000000003,0.00505106986028381,0.1007847644061285,0.09503347438031194,0.20086930864672425
3.3699449999999995,0.0048933146605853505,0.10203374038901723,0.0969473449778807,0.20387440002748328
3.372247,0.004429727294600306,0.1037985661966868,0.09876927236090123,0.20699756585218834
3.3745480000000003,0.004368754426005195,0.10575260146166343,0.10039521552343753,0.21051657141110613
3.37685,0.004213902696239837,0.10700738438441837,0.10092800225616146,0.21214928933681965
3.3791519999999995,0.0038819393005553476,0.10786052063309436,0.10126432085674557,0.2130067807903953
3.381453,0.00373579798058929,0.10825587645565156,0.1002011669495753,0.21219284138581612
3.3837550000000003,0.003376251620540347,0.10766211685433252,0.09895073923172004,0.2099891077065929
3.386057,0.003399963291660668,0.107199013400003,0.09717333172100699,0.2077723084126707
3.388358,0.00317494437184538,0.10605020712980624,0.0952865601761472,0.2045117116777988
3.39066,0.002898146904889801,0.10429941476014663,0.09325897033953204,0.20045653200456848
3.392961,0.002925245957598738,0.1028273555040647,0.09173222906637672,0.19748483052804014
3.395263,0.002722486973937221,0.10112737385823437,0.09046389661726732,0.19431375744943888
3.397565,0.002511501492131919,0.09996356632671656,0.0900186978941919,0.1924937657130404
3.3998660000000003,0.002580216947215297,0.09824132474473248,0.08995095026241956,0.19077249195436732
3.402168,0.0024437538603595747,0.09742786925180882,0.0894375199959163,0.1893091431080847
