Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CO_NH3_10K,H2O_CH3OH_CO_NH3_100K_NASA,all
2.916525,0.4879045476221312,0.00010457341272137764,0.20103283231014915,0.6890419533450017
2.918827,0.5017156111169998,9.5935833322579e-05,0.20609530799260792,0.7079068549429303
2.921129,0.5158269256503625,0.00012503525129717243,0.21099811375558286,0.7269500746572425
2.92343,0.5321857644896155,0.00019212324662764728,0.2161208982001996,0.7484987859364428
2.925732,0.5468820842721737,0.00028940083985683576,0.2216055352177643,0.7687770203297948
2.928034,0.5634210737345233,0.00041041081143417966,0.2274816848552399,0.7913131694011974
2.930335,0.5777270671670388,0.0005502892816982198,0.2320488377534175,0.8103261942021545
2.932637,0.5907812074793807,0.0007043400909758227,0.239173181033917,0.8306587286042735
2.9349380000000003,0.6032488897149214,0.000864261099844842,0.2448338009967952,0.8489469518115614
2.93724,0.6152768494618288,0.001018563489104934,0.2506046574675523,0.8669000704184859
2.939542,0.6256248562207737,0.0011567647594857124,0.256713638473687,0.8834952594539464
2.941843,0.6346677395140057,0.001277523151080567,0.26283695516918715,0.8987822178342734
2.944145,0.6456235124879671,0.0013841930636560218,0.26865724505154914,0.9156649506031722
2.946447,0.6549337160606327,0.0014859990965700176,0.2743287403649804,0.930748455522183
2.948748,0.6648090695718833,0.0016132147077154305,0.28059936862706314,0.947021652906662
2.95105,0.6748553724647284,0.001799383894757498,0.2864374545376029,0.9630922108970889
2.953351,0.6825141953256754,0.0020600207566163924,0.2921969413236909,0.9767711574059827
2.955653,0.6917958266220969,0.00238388805407426,0.2961506255838516,0.9903303402600228
2.957955,0.6975998729065389,0.0027553039682226012,0.30276185005189216,1.0031170269266538
2.960256,0.702960322495399,0.003128397082254204,0.3079617506186126,1.0140504701962658
2.962558,0.7102515799721246,0.0034366664207977357,0.3115867026916006,1.025274949084523
2.96486,0.7144933523046592,0.003621829287909847,0.3180827473106017,1.0361979289031709
2.967161,0.7198276509966182,0.0036704680845244405,0.32352635459653434,1.047024473677677
2.969463,0.7234887765627742,0.00358316983060066,0.3284074096584031,1.055479356051778
2.971764,0.7304730031388461,0.0033733521252046,0.3336335099332741,1.0674798651973247
2.974066,0.7357695283130591,0.003082944965417807,0.3389268396479278,1.0777793129264046
2.976368,0.7415028703206942,0.0027568134481175373,0.3431237362931846,1.0873834200619965
2.978669,0.7465330437672106,0.002423302251330914,0.3475697773329301,1.0965261233514716
2.980971,0.7534087925487296,0.0020939001942582823,0.3530316749811566,1.1085343677241446
2.983273,0.7611436467210372,0.0017794252161466816,0.35746140299507256,1.1203844749322565
2.985574,0.764522439455835,0.00149203701614976,0.3624452795530795,1.1284597560250642
2.987876,0.7729057390161165,0.001244482313380308,0.3671681476978125,1.1413183690273092
2.990177,0.7812851643694496,0.0010459857071962657,0.371854435117958,1.154185585194604
2.992479,0.7861724764347471,0.0008935282378077615,0.3764072523267701,1.1634732569993247
2.994781,0.7936409788793581,0.0007815751456000318,0.3810465780058908,1.1754691320308492
2.997082,0.8017056249181408,0.0007038369310108443,0.3856844206826635,1.1880938825318148
2.999384,0.8072142629227738,0.0006529339145538462,0.3893316177908737,1.197198814628201
3.001686,0.8147084319884174,0.0006214864167426861,0.3943500977370041,1.209680016142164
3.003987,0.8223905000910542,0.0006047144179100675,0.39946596150399616,1.2224611760129604
3.006289,0.8289626079029992,0.0005992635182894662,0.4033341259620803,1.2328959973833689
3.0085900000000003,0.8363671859329632,0.0006037919579742734,0.4076531231340013,1.2446241010249386
3.010892,0.8443146372115594,0.0006247569565150468,0.4115820906883593,1.2565214848564341
3.013194,0.8514228384099773,0.0006712153932814008,0.4157325199267076,1.2678265737299663
3.015495,0.8604047029437734,0.0007434188482558242,0.4198018783700238,1.2809500001620528
3.0177970000000003,0.8677158157311091,0.0008213247828333381,0.4231841123920317,1.291721252905974
3.020098,0.875226450176283,0.0008826264385665593,0.4271313703086837,1.3032404469235332
3.0224,0.8829162666928164,0.0009171767561617539,0.4301720194565016,1.3140054629054798
3.024702,0.888071383313416,0.0009284139953796084,0.4332576530088801,1.3222574503176756
3.027003,0.8917736723283979,0.0009209504558990929,0.4368895257594928,1.3295841485437898
3.029305,0.8997404946417357,0.0009026689771715387,0.4393102799257852,1.3399534435446925
3.031607,0.906645299975367,0.0008834650385081903,0.44255558339764745,1.3500843484115226
3.0339080000000003,0.9103345135418984,0.0008708860393837264,0.4456342962724013,1.3568396958536832
3.03621,0.9152174671243788,0.0008638417998740267,0.4476729301669877,1.3637542390912407
3.038511,0.9201774205699568,0.0008595649401717088,0.45004177925109495,1.3710787647612237
3.040813,0.9254603860198508,0.0008563782603935112,0.4528362500091205,1.3791530142893649
3.043115,0.928547644681788,0.0008549526404927388,0.4547844207604701,1.384187018082751
3.045416,0.9341294083425704,0.0008560428204168588,0.4567582968858541,1.3917437480488413
3.047718,0.9366103536170964,0.0008595649401717088,0.4576584793111794,1.3951283978684477
3.05002,0.9398671088330224,0.0008647642598098205,0.4599032505321584,1.4006351236249908
3.052321,0.9425475757653868,0.0008711376193662157,0.4608484173620442,1.404267130746797
3.054623,0.94627262574619,0.0008786850188408938,0.4625454663824408,1.4096967771474718
3.056924,0.9458750352581194,0.0008874903182280189,0.4626448275397666,1.4094073531161142
3.059226,0.9487850489521712,0.0008977212375159162,0.4636774915081932,1.4133602616978804
3.061528,0.9506088318730898,0.0009086230367571184,0.4650028012733208,1.4165202561831676
3.063829,0.949764739034226,0.0009196086959924836,0.4656612543158982,1.4163456020461167
3.066131,0.9520296972713838,0.0009321876951169476,0.46601223153829296,1.4189741165047938
3.068433,0.9506098004248268,0.0009504691738445024,0.4661990898341597,1.4177593594328308
3.070734,0.949498871582398,0.0009783945519008122,0.4662129311894089,1.4166901973237076
3.073036,0.9484562256374331,0.0010182280491282817,0.466213919857641,1.4156883735442023
3.075337,0.9468615052023336,0.0010715630054160092,0.466213919857641,1.4141469880653907
3.077639,0.9447723391054558,0.0011352966009799605,0.4659553831149474,1.4118630188213832
3.079941,0.9398240082807224,0.0011894701572093187,0.4648910817630937,1.4059045602010256
3.082242,0.9382820739152936,0.001210519015744255,0.4649276624876813,1.4044202554187193
3.084544,0.9335448873692436,0.0011889669972443401,0.4643408878919311,1.3990747422584189
3.086846,0.9295065109014956,0.0011392380207056257,0.4634851955370501,1.3941309444592511
3.089147,0.9265742205174908,0.0010781040849607304,0.4624035924911346,1.3900559170935862
3.0914490000000003,0.9208791363034704,0.0010237628087430462,0.4607994782845554,1.3827023773967686
3.09375,0.9119413408737114,0.000995921290680899,0.4598740848193114,1.3728113469837038
3.096052,0.9104100605773906,0.0010111838096185817,0.4580450485899298,1.369466292976939
3.098354,0.9033323687586904,0.001069550365556095,0.4569540531958095,1.361355972320056
3.100655,0.8979971015149946,0.001164647598937043,0.4549945127597909,1.3541562618737226
3.102957,0.8908278815571408,0.0012869993304209964,0.4537136930651077,1.3458285739526694
3.105259,0.8844523897478227,0.0014196658411870105,0.4514254204419164,1.3372974760309262
3.10756,0.8766599067471591,0.0015443656525075304,0.4493106590934583,1.3275149314931247
3.109862,0.8698785917600049,0.0016461716854215265,0.447554289979136,1.3190790534245624
3.112163,0.8626788624224332,0.00171351126073449,0.4458587239610875,1.3102510976442552
3.114465,0.854404524932573,0.001736740479117667,0.4438665574734097,1.3000078228851004
3.116767,0.8472827640098359,0.0017185428603842755,0.4409712425557102,1.2899725494259304
3.119068,0.8389687158987554,0.00166931704381054,0.4382385635621907,1.2788765965047566
3.12137,0.8319433258738578,0.001597868328783584,0.4363635542600165,1.269904748462658
3.123672,0.823727585764091,0.001508138135029074,0.4341548694295093,1.2593905933286291
3.125973,0.8154009464804284,0.001403061562342718,0.4307271566688248,1.247531164711596
3.128275,0.8070486405757334,0.0012866638904443439,0.4288546190372308,1.2371899235034085
3.130576,0.7982580650100105,0.0011655700588728368,0.4259306327408004,1.2253542678096838
3.132878,0.7899987400720749,0.0010466565871495703,0.42311638861813294,1.2141617852773574
3.13518,0.7811263218845689,0.0009331101550527416,0.4203095595072062,1.202368991546828
3.137481,0.7731125248119827,0.0008256855025298188,0.4175116284103683,1.1914498387248809
3.139783,0.7636909377895532,0.0007249696495399434,0.4148051491249996,1.1792210565640926
3.142085,0.7564476236238129,0.0006318011960247468,0.4115880226977521,1.1686674475175898
3.144386,0.7455088003052501,0.0005471864619141854,0.40800854936344055,1.1540645361306048
3.146688,0.7381148763443942,0.0004718801871557273,0.4053233264450618,1.1439100829766118
3.148989,0.7281489632457266,0.00040546307177855717,0.4027651473945078,1.131319573712013
3.151291,0.718738030292405,0.0003476835358001858,0.3987872407626608,1.117872954590866
3.153593,0.7088394315394645,0.00029770297927898213,0.3962379597261956,1.105375094244939
3.155894,0.7003776792884796,0.00025493438225580433,0.3924953561335879,1.0931279698043233
3.158196,0.6906505141930018,0.0002182875648065325,0.38969495336616977,1.0805637551239782
3.160498,0.6805422239889838,0.00018734322696035093,0.3861708454528557,1.0669004126688
3.162799,0.6716664158703979,0.00016134662876979194,0.38298585074315145,1.0548136132423191
3.165101,0.6620501499488157,0.00013987847026404002,0.37990862087074573,1.0420986492898257
3.167402,0.6516532313271483,0.00012193243151313799,0.3757067808843285,1.02748194464299
3.1697040000000003,0.6425493292744805,0.00010658605258129189,0.37259989096496,1.0152558062920218
3.172006,0.6327446800400366,9.30845935210338e-05,0.3691237334609028,1.0019614980944604
3.174307,0.6222751200380884,8.151191432652691e-05,0.3651300081373421,0.9874866400897572
3.176609,0.6120975783848691,7.186801499777116e-05,0.3620112541991884,0.9741807005990551
3.1789110000000003,0.6028517835027194,6.398517554644037e-05,0.35848220294471395,0.9613979716229796
3.181212,0.5937793593815066,5.736023600755598e-05,0.3549427706738024,0.9487794902913166
3.183514,0.5833364345523281,5.140617642197633e-05,0.3509767280607405,0.9343645687894906
3.1858150000000003,0.5735826342840806,4.603913679553835e-05,0.34708829590389834,0.9207169693247744
3.188117,0.5645770402327264,4.134297712240511e-05,0.3437515406205669,0.9083699238304156
3.190419,0.5543796432688971,3.7233837408413534e-05,0.3390622871957253,0.8934791643020308
3.19272,0.544276680099433,3.354399766523741e-05,0.3352569031703794,0.8795671272674775
3.1950220000000003,0.5347911686623563,3.0021877910387486e-05,0.3318207867297221,0.8666419772699887
3.197323,0.5251332550160797,2.633203816721137e-05,0.3282872864682032,0.8534468735224501
3.199625,0.5155625110261401,2.2726058418198344e-05,0.32378489133922805,0.8393701284237864
3.201927,0.5057428492397715,1.9120078669185325e-05,0.3193996533957565,0.8251616227141974
3.204228,0.4962621805613801,1.5765678902661582e-05,0.3150416038286677,0.8113195500689505
3.20653,0.4867195245718158,1.2830579106953313e-05,0.3111319153048354,0.7978642704557581
3.208832,0.4765821778156854,1.0398639276223598e-05,0.3070071914405218,0.7835997678954834
3.211133,0.4672579302428324,8.302139422146259e-06,0.30251468299386763,0.7697809153761221
3.213435,0.4580135881882882,6.205639568068921e-06,0.2979539564391987,0.7559737502670549
3.215736,0.4480844800556297,3.941419725665396e-06,0.2938356589183937,0.741924080393749
3.218038,0.4390125402102855,1.9287798657511507e-06,0.2887717002335868,0.7277861692237378
3.22034,0.4299062167782749,5.031599649785612e-07,0.28454662654371515,0.7144533464819549
3.222641,0.4201093159577276,5.870199591416548e-07,0.2799384439139055,0.7000483468915922
3.224943,0.4110339861813036,2.096499854077338e-06,0.2746831779261876,0.6857192606073452
3.227245,0.4019199143353964,4.696159673133238e-06,0.2700339655647459,0.6719585760598155
3.229546,0.3930828482862937,7.798979457167699e-06,0.2649388638306279,0.6580295110963787
3.231848,0.3837174372646148,1.0398639276223598e-05,0.2603979106406009,0.6441257465444918
3.234149,0.3753883766016096,1.1908119171159281e-05,0.2554980708823223,0.6308983556031031
3.236451,0.3663062669630261,1.308215908944259e-05,0.2504889832843968,0.6168083324065123
3.238753,0.3576585527785222,1.4927078961030649e-05,0.245305395743506,0.6029788756009893
3.241054,0.3493280392879114,1.7526738780086546e-05,0.2400773181321708,0.5894228841588622
3.2433560000000003,0.3409132617961748,2.0294118587468634e-05,0.235508187897529,0.5764417438122913
3.245658,0.3330055211387987,2.2222898453219786e-05,0.2301906358111889,0.5632183798484409
3.247959,0.3242575618495073,2.339693837150309e-05,0.2248340313296809,0.5491149901175597
3.250261,0.3165599969190772,2.4067818324807848e-05,0.21953575827386676,0.5361198230112687
3.252562,0.3090634064740909,2.4654838283949497e-05,0.2145503987135116,0.5236384600258864
3.254864,0.3020307523111651,2.540957823141734e-05,0.2100954596596772,0.5121516215490738
3.257166,0.2939627163413025,2.658361814970065e-05,0.2050003579255592,0.4989896578850115
3.259467,0.28743177197818337,2.8093098044636327e-05,0.1999299728972436,0.4873898379734716
3.261769,0.2800199298101914,2.9686437933735106e-05,0.19491940229697,0.4749690185450952
3.264071,0.27350641937833964,3.0776617857855324e-05,0.1900467509150741,0.4635839469112716
3.266372,0.26719727336301136,3.1447497811160084e-05,0.1850000939243289,0.4522288147851514
3.2686740000000003,0.260923963761955,3.220223775862792e-05,0.18040525831565254,0.4413614243153662
3.270975,0.2546167548501009,3.3460137671074324e-05,0.1756749751591788,0.4303251901469508
3.273277,0.24878219918594094,3.505347756017309e-05,0.17085620619593225,0.4196734588594334
3.275579,0.243453227528536,3.681453743759806e-05,0.16614520206998434,0.4096352441359579
3.27788,0.2380918093879389,3.832401733253375e-05,0.16180346552872518,0.3999335989339966
3.280182,0.232770101868562,3.949805725081706e-05,0.1572422446399402,0.390051844565753
3.282484,0.2279249218038276,4.008507720995871e-05,0.15277247556262427,0.38073748244366185
3.284785,0.22296545263411802,4.033665719244799e-05,0.14850044013172806,0.3715062294230385
3.287087,0.21835756774496776,4.067209716910036e-05,0.144492873452918,0.3628911132950549
3.289388,0.2140291100319647,4.159455710489439e-05,0.14014471056815014,0.35421541515721977
3.29169,0.2100595007375492,4.3020177005666985e-05,0.13644956305068326,0.3465520839652381
3.293992,0.20587196730229101,4.444579690643957e-05,0.1325023051340312,0.3384187182332286
3.296293,0.20223747690890453,4.5619836824722884e-05,0.1287453658520581,0.3310284625977873
3.298595,0.19890759603682925,4.629071677802763e-05,0.125099651746196,0.32405353849980323
3.300897,0.19602663889488967,4.671001674884309e-05,0.1215379744400623,0.31761132335170084
3.3031980000000005,0.1930168643719188,4.704545672549548e-05,0.11810284666763715,0.31116675649628145
3.3055,0.19102116351766887,4.7632476684637124e-05,0.11510124991498705,0.3061700459093405
3.307801,0.1894186946686728,4.897423659124662e-05,0.111697265191873,0.30116493409713696
3.310103,0.18820848927319345,5.05675764803454e-05,0.1087742675636747,0.29703332441334845
3.3124050000000005,0.1872142709150825,5.06514364745085e-05,0.1060163775302368,0.2932812998817938
3.314706,0.1866975485633512,4.80517766554526e-05,0.10388085414890473,0.2906264544889113
3.317008,0.18639439186964568,4.40264969356241e-05,0.10151052206244933,0.28794894042903063
3.31931,0.18522777130233484,4.100753714575273e-05,0.09989404950296878,0.2851628283424494
3.321611,0.1829928381690266,4.067209716910036e-05,0.09857368307900163,0.2816071933451973
3.323913,0.17984117081657364,4.218157706403604e-05,0.09758748651748367,0.2774708389111214
3.326214,0.1772473892646779,4.3942636941461014e-05,0.09740507722866157,0.2746964091302809
3.3285160000000005,0.1731324972097006,4.528439684807051e-05,0.0974535219720344,0.27063130357858306
3.330818,0.16803985217614273,4.65422967605169e-05,0.09871506263619167,0.2668014571090949
3.3331190000000004,0.16262903789695454,4.8219496643778776e-05,0.09998550131443787,0.2626627587080362
3.335421,0.15791606514433146,5.006441651536683e-05,0.10129647539020006,0.2592626049510469
3.3377230000000004,0.15321084080560488,5.123845643365015e-05,0.1025866874330882,0.2558487666951267
3.340024,0.14975456393184086,5.123845643365015e-05,0.10384872243136152,0.253654524819636
3.3423260000000004,0.14673316678802495,5.06514364745085e-05,0.10447207775169944,0.2512558959761989
3.344627,0.1438541467495596,5.039985649201921e-05,0.1045442505326426,0.24844879713869425
3.3469290000000003,0.14089328408931118,5.098687645116087e-05,0.10388332581948496,0.2448275967852473
3.349231,0.13857553978248272,5.1993196381117987e-05,0.10211014934521688,0.2407376823240807
3.351532,0.1370917185212787,5.274793632858584e-05,0.09994842625573418,0.23709289271334144
3.3538339999999995,0.13575366429650496,5.2915656316912016e-05,0.09765619895961453,0.2334627789124364
3.356135,0.1344693646931391,5.2999516311075123e-05,0.09547272516902568,0.22999508937847585
3.3584370000000003,0.13341945461014618,5.333495628772749e-05,0.09401691119726108,0.227489700763695
3.360739,0.13158598617185688,5.383811625270605e-05,0.0934508986343849,0.2250907229224945
3.3630400000000003,0.1295844740071845,5.417355622935842e-05,0.09391408970112287,0.22355273726453675
3.365342,0.12727883659706954,5.425741622352152e-05,0.0952453314756431,0.2225784254889362
3.3676440000000003,0.12605942996008793,5.434127621768461e-05,0.09708029971441733,0.2231940709507229
3.3699449999999995,0.1241973892455548,5.476057618850008e-05,0.09903539114339152,0.2232875409651348
3.372247,0.12258862481026772,5.559917613013101e-05,0.10089655909031632,0.22354078307671416
3.3745480000000003,0.12182104755863316,5.6270056083435755e-05,0.10255752172024127,0.22443483933495784
3.37685,0.12094499251244575,5.618619608927267e-05,0.10310178358201134,0.2241029622905464
3.3791519999999995,0.12000840298269105,5.5766896118457204e-05,0.10344534579266547,0.22350951567147487
3.381453,0.1188161157943476,5.56830361242941e-05,0.1023592937397056,0.2212310925701775
3.3837550000000003,0.11792262681689285,5.668935605425122e-05,0.10108193438383474,0.21906125055678186
3.386057,0.1174276968792458,5.8198835949186915e-05,0.0992662451755864,0.21675214089078135
3.388358,0.1168514085956842,5.937287586747021e-05,0.097338836457111,0.21424961792866265
3.39066,0.11620102610423608,5.9708315844122596e-05,0.0952675765108653,0.2115283109309455
3.392961,0.11572062444264525,6.004375582077497e-05,0.0937079523747304,0.2094886205731964
3.395263,0.11579229727118905,6.0882355762405894e-05,0.09241230265656572,0.2082654822835172
3.397565,0.11565524720039246,6.247569565150468e-05,0.09195751526980056,0.20767523816584452
3.3998660000000003,0.11541020361091164,6.3649735569788e-05,0.0918883084935537,0.20736216184003511
3.402168,0.11470412939458155,6.381745555811418e-05,0.09136381999642562,0.20613176684656528
3.40447,0.11437918028679175,6.306271561064633e-05,0.09142264575623546,0.20586488875863784
3.406771,0.11387456483177393,6.205639568068921e-05,0.09111418126782082,0.20505080249527546
3.409073,0.11327793696173367,6.155323571571065e-05,0.08985857261305613,0.2031980628105055
3.411374,0.11282756040399225,6.155323571571065e-05,0.08838446827899772,0.2012735819187057
3.413676,0.11238105805319913,6.214025567485231e-05,0.08643827486411243,0.19888147317298646
3.415978,0.11185416590822853,6.323043559897252e-05,0.08336697700109942,0.19528437334492693
3.418279,0.11081781554955472,6.440447551725584e-05,0.08103668597804399,0.19191890600311595
3.420581,0.11075921816946148,6.524307545888678e-05,0.07868019524683796,0.18950465649175832
3.422883,0.11026670961115714,6.566237542970224e-05,0.07672658682021194,0.1870589588067988
3.425184,0.11055727513228064,6.591395541219152e-05,0.0750606808491265,0.18568386993681932
3.427486,0.11000471636627747,6.633325538300698e-05,0.07390393901757161,0.18397498863923206
3.429787,0.10976742119069326,6.683641534798555e-05,0.07324548597499422,0.18307974358103546
3.432089,0.10980858463951908,6.74234353071272e-05,0.0721708036067035,0.1820468116815297
3.434391,0.10931849746055744,6.784273527794266e-05,0.07099626574697085,0.18038260594280625
3.436692,0.10892187552422387,6.834589524292124e-05,0.07035560873257123,0.17934583015203806
3.438994,0.1087741713843194,6.893291520206288e-05,0.06874852852129562,0.17759163282081708
3.441296,0.1088172719366194,6.960379515536765e-05,0.06778012798795545,0.17666700371973024
3.443597,0.1084869957942757,7.002309512618311e-05,0.0664483918793192,0.1750054107687211
3.445899,0.10747292212555468,6.985537513785691e-05,0.06468114741444367,0.17222392491513622
3.4482,0.10683464653082007,6.935221517287834e-05,0.06361041971908134,0.17051441846507429
3.450502,0.10611985534885623,6.884905520789979e-05,0.062299445643319136,0.1684881500473833
3.452804,0.10506849243825772,6.85974752254105e-05,0.060856484358571834,0.16599357427205494
3.455105,0.10446266332671522,6.868133521957359e-05,0.05995135859208595,0.16448270325402076
3.457407,0.10388589076728506,6.926835517871526e-05,0.05862506015872624,0.16258021928119
3.459709,0.10346021227883914,7.002309512618311e-05,0.057971550457309326,0.16150178583127467
3.46201,0.1027400940623214,7.044239509699859e-05,0.056893407750206265,0.15970394420762465
3.464312,0.10242676757537657,7.002309512618311e-05,0.05633134986025842,0.1588281405307612
3.466613,0.10192747915491268,6.901677519622598e-05,0.05521069441917514,0.15720719034928404
3.468915,0.10154586977050382,6.809431526043195e-05,0.0547099339596174,0.15632389804538166
3.471217,0.10017343195906382,6.817817525459504e-05,0.05423636187644237,0.1544779720107608
3.473518,0.09901068559870127,6.85974752254105e-05,0.05366145129947728,0.15274073437340396
3.47582,0.09810654255213863,6.834589524292124e-05,0.05369012267820812,0.15186501112558967
3.478122,0.097560763648295,6.700413533631173e-05,0.05367331531826245,0.15130108310189375
3.4804230000000005,0.0969980350890525,6.532693545304985e-05,0.05367430398649455,0.1507376660110001
3.482725,0.09596507466145844,6.432061552309272e-05,0.05367133798179826,0.1497007332587798
3.4850260000000004,0.09508466113245426,6.440447551725584e-05,0.05364909294657605,0.14879815855454756
3.487328,0.09451999546973758,6.515921546472366e-05,0.05403516789121039,0.1486203225764127
3.4896300000000005,0.0937475754594176,6.599781540635462e-05,0.05461205580463969,0.14842562907946366
3.491931,0.09299597931144482,6.641711537717007e-05,0.05506288851847647,0.14812528494529845
3.4942330000000004,0.09224728881868326,6.599781540635462e-05,0.055741114925695806,0.1480544015597854
3.496535,0.091798849364416,6.432061552309272e-05,0.05623989804878935,0.14810306802872844
3.4988360000000003,0.09101577528498817,6.222411566901539e-05,0.056940863825346966,0.14801886322600413
3.501138,0.09012809761795587,6.0630775779916625e-05,0.057640346599556434,0.14782907499329226
3.503439,0.08936536312500669,5.995989582661188e-05,0.05838530811244241,0.1478106311332757
3.5057410000000004,0.08882781691092821,5.9792175838285684e-05,0.05926027949784931,0.1481478885846158
3.508043,0.08818034007469132,5.928901587330713e-05,0.059907857189873626,0.14814748628043828
3.5103440000000004,0.08720597702719055,5.853427592583929e-05,0.06163456625723311,0.14889907756034948
3.512646,0.08652605370776155,5.803111596086073e-05,0.06339142970567159,0.149975514529394
3.5149470000000003,0.08614734997856392,5.8366555937513096e-05,0.065782029490885,0.15198774602538645
3.517249,0.08523303713876196,5.920515587914402e-05,0.06913905247297443,0.15443129476761552
3.5195510000000003,0.08436230912712854,6.012761581493806e-05,0.07379716284850503,0.1582195995914485
3.5218519999999995,0.08411387560656795,6.0714635774079726e-05,0.07849580862155166,0.16267039886389367
3.524154,0.08368722856638494,6.113393574489518e-05,0.08375799528689426,0.1675063577890241
3.526456,0.08308963214460761,6.146937572154756e-05,0.08925499065736017,0.17240609217768932
3.528757,0.08261988455212463,6.146937572154756e-05,0.09308706872497276,0.17576842265281895
3.5310589999999995,0.0819975900610518,6.113393574489518e-05,0.0964979741257115,0.17855669812250818
3.53336,0.08156658453805192,6.029533580326425e-05,0.0970679413615161,0.17869482123537128
3.5356620000000003,0.08081740976942184,5.9037435890817836e-05,0.09535507364940599,0.17623152085471866
3.537964,0.07994087044736595,5.803111596086073e-05,0.09165053378373407,0.1716494353470609
3.540265,0.07912922409169433,5.769567598420835e-05,0.08632952135858164,0.16551644112626018
3.542567,0.07842653980644397,5.744409600171907e-05,0.08165361495487326,0.16013759885731896
3.5448690000000003,0.07770400021058352,5.6857076042577415e-05,0.07654170586080958,0.15430256314743568
3.5471699999999995,0.07691608337247031,5.559917613013101e-05,0.07271803147316984,0.14968971402177028
3.549472,0.07613785205172786,5.383811625270605e-05,0.0689798768876066,0.14517156705558715
3.5517730000000003,0.07534896666187757,5.2077056375281094e-05,0.06542067125205313,0.14082171497030602
3.554075,0.07467388610113397,5.115459643948705e-05,0.06216449242963775,0.1368895331272112
3.556377,0.07353099505138153,5.1993196381117987e-05,0.05909319456662473,0.13267618281438734
3.558678,0.07290773200857162,5.559917613013101e-05,0.056236932044093066,0.1292002632287948
3.5609800000000003,0.07182198551130681,5.9624455849959495e-05,0.053542811111625496,0.12542442107878227
3.563282,0.07126845819356653,6.0630775779916625e-05,0.050646013191577806,0.12197510216092428
3.565583,0.07040886852690953,5.803111596086073e-05,0.04826579442280142,0.1187326940656718
3.567885,0.06950859968729521,5.9121295884980944e-05,0.0455479454527635,0.11511566643594368
3.570186,0.06883255057481452,7.253889495107591e-05,0.04317316435926365,0.11207825382902924
3.572488,0.06797731939097436,9.560039334592662e-05,0.04057840458412197,0.10865132436844224
3.57479,0.06725865400206223,0.00011077905228944655,0.03839097612060472,0.10576040917495637
3.577091,0.06646250447418385,0.00010155445293150624,0.036396337962346634,0.102960396889462
3.579393,0.06552010363400662,7.38806548576854e-05,0.034429382514587284,0.1000233668034516
3.581695,0.06506294721410566,4.79679166612895e-05,0.03232599085079839,0.09743690598156532
3.583996,0.06427551465186097,3.9581917244980144e-05,0.03030960199143413,0.0946246985605401
3.586298,0.06356653478031962,4.385877694729792e-05,0.028580421253494408,0.09219081481076133
3.588599,0.06266481311309971,4.989669652704065e-05,0.02666586522203626,0.08938057503166301
